Product code,Product label,India's imports from Australia-Value in 2012,India's imports from Australia-Value in 2013,India's imports from Australia-Value in 2014,India's imports from Australia-Value in 2015,India's imports from Australia-Value in 2016,India's imports from Australia-Value in 2017,India's imports from Australia-Value in 2018,India's imports from Australia-Value in 2019,India's imports from Australia-Value in 2020,India's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
282560,Germanium oxides and zirconium dioxide,3047,1438,1406,1076,799,188,454,414,618,1099,,1788,80,54,3,248,0,19612,13350,5092,0,,16104,18690,17554,14846,15729,17537,22340,18389,19177,26403
330499,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), ...",145,174,268,490,156,287,271,226,465,1098,,199015,228651,225310,219951,283126,371090,421873,485240,477092,492473,,78257,75350,87716,75864,69396,82331,115430,140404,93476,187446
401700,"Hard rubber, e.g. ebonite, in all forms, incl. waste and scrap; articles of hard rubber, n.e.s.",8,7,3,57,5,2,162,1604,1713,1098,,337,567,465,467,620,460,372,580,284,377,,6805,7001,4219,4185,3038,3458,4207,3055,3214,3409
710231,"Non-industrial diamonds unworked or simply sawn, cleaved or bruted (excluding industrial diamonds)",2994,1087,25807,46602,61230,139893,39854,2637,2169,1086,,0,0,0,0,0,0,0,0,0,0,,14539235,15386950,17392104,13569272,16454881,19429855,16706474,13480570,9369200,17302762
510121,"Shorn wool, degreased, non-carbonised, neither carded nor combed",3114,2735,1730,145,0,0,0,1908,853,1086,,122581,109237,130967,81696,55271,65124,84948,51994,24140,42914,,15736,16079,24018,12207,4786,5733,9633,9917,7378,12163
480419,"Kraftliner, uncoated, in rolls of a width > 36 cm (excluding unbleached and goods of heading ...",1647,2886,5547,4077,1940,3699,2092,2184,2184,1079,,0,3,0,2,0,13,1,5156,22003,27291,,22764,22079,28120,28051,34012,42531,43194,35472,28789,30107
250510,"Silica sands and quartz sands, whether or not coloured",50,16,10,105,0,0,0,0,3,1065,,83717,4307,0,70362,74309,87279,100522,96827,50987,0,,12534,7984,16916,5108,6380,8414,5240,4673,2843,7822
390950,"Polyurethanes, in primary forms",1352,1123,964,913,1088,912,1369,1016,767,1063,,29193,25762,25141,22702,22734,24918,28396,25232,21852,35395,,95722,147016,176316,207023,234312,309539,347708,300787,247301,365175
701820,Glass microspheres <= 1 mm in diameter,326,336,423,328,454,395,532,405,447,1046,,13219,10647,10945,10364,10437,10425,10825,10003,10338,12203,,1479,1343,3288,3280,3122,4374,4967,7892,12130,12768
390940,"Phenolic resins, in primary forms",15,30,36,80,9,25,61,282,559,1024,,324,558,403,375,664,577,707,1089,286,180,,51566,52444,57728,50531,52865,57061,71090,67566,54937,81531
392690,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s (excluding ...",1396,1369,1261,1310,1618,1093,996,834,628,1009,,85977,71541,74102,59618,75113,69075,88821,100027,86092,113033,,597151,606904,677041,725967,806235,799922,811688,815578,820315,1106804
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",1383,2301,1033,885,1025,984,382,432,855,983,,17877,16714,17604,17244,12739,14881,20411,16026,19134,17231,,131584,134534,135447,126554,128472,136730,164279,164833,116538,165902
844391,"Parts and accessories of printing machinery used for printing by means of plates, cylinders ...",17,2,4,5,3,20,1367,1668,947,977,,20920,18308,44084,33726,21897,18050,16624,10553,12409,14081,,23071,20678,15562,17044,18508,22425,25466,24286,18797,24163
480459,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",792,2021,1567,1392,1180,533,346,484,216,968,,3,18,0,126,2,4,23,110,23,22,,17897,20207,16631,12662,13532,12417,13708,22496,16975,23346
382100,"Prepared culture media for the development or maintenance of micro-organisms incl. viruses ...""",1,2,3,2,25,483,239,828,872,950,,7086,3319,2032,3600,3962,2485,1926,2647,4653,8140,,19027,18933,20239,25928,31770,36908,50520,63311,76354,160240
847420,Crushing or grinding machines for solid mineral substances,3517,1542,1060,89,96,372,1437,679,777,937,,60648,35091,28345,20926,16859,16694,14019,19045,20331,21479,,133758,84534,78070,66649,48328,49583,64834,55212,30365,26302
350400,"Peptones and their derivatives; other albuminous substances and their derivatives, n.e.s.; ...",3,48,75,44,15,5,267,466,1054,927,,113869,121115,134178,78529,67419,57361,50410,49605,123921,138142,,22021,21651,23753,26530,25055,25157,34318,34483,40018,57645
382000,Anti-freezing preparations and prepared de-icing fluids (excluding prepared additives for mineral ...,155,685,469,246,513,611,996,511,926,916,,9266,10805,7596,7543,7878,9508,10595,10176,9103,13210,,7993,7625,7151,7232,7583,7984,10496,7706,6529,8671
870919,"Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used ...",0,2,0,0,0,0,0,0,0,880,,49580,54489,28713,24637,65224,58113,11736,6090,4127,2183,,4944,8981,6037,7420,11142,13606,4478,10932,14144,6264
401012,"Conveyor belts or belting, of vulcanised rubber, reinforced only with textile materials",1582,78,270,241,344,326,159,646,1005,875,,3276,3378,2243,2875,2431,3676,9381,2076,1704,2097,,16063,6496,5811,7026,7833,9212,12884,14681,13486,17428
110720,Roasted malt,386,713,747,1067,983,1831,2872,2858,1015,861,,5028,4026,5263,4570,4341,4696,4719,4956,5151,3868,,1614,1536,5026,8022,3231,3009,4326,3628,1707,1173
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",146,204,59,70,47,241,769,133,301,841,,26523,25848,26591,21947,25553,29230,29843,38711,34457,43616,,82911,69051,88805,109744,127973,179417,236611,239302,291711,367083
848180,"Appliances for pipes, boiler shells, tanks, vats or the like (excluding pressure-reducing ...""",2390,2502,2077,2345,880,984,2281,2571,737,836,,117382,136808,127267,130416,105893,100764,123663,117945,104405,130243,,816935,693055,711071,806606,1772601,722631,888758,961255,838926,1088112
853890,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ...",2455,1751,1631,1466,1389,1209,1286,884,333,831,,46602,44867,44412,34184,33596,45613,53446,49420,35713,45521,,563658,527561,535942,539884,525590,580041,624511,595925,515484,715560
847989,"Machines and mechanical appliances, n.e.s.",2916,1710,900,1013,1710,414,2768,2473,854,826,,144110,177681,175136,137115,139231,130954,211316,160718,165550,158777,,884745,912343,750696,734773,748000,761348,1245827,1251942,1025424,1227482
901813,Magnetic resonance imaging apparatus,8,0,101,160,84,753,456,1050,228,823,,3217,2082,4409,3960,3486,9676,6294,6820,7528,3586,,120887,82206,96699,109293,110364,134687,137225,132006,90569,159631
854320,"Signal generators, electrical",16,4,19,10,96,262,440,744,762,821,,4822,6042,7087,4650,9319,5073,4040,1929,2753,4299,,16843,26564,21643,24750,16713,21963,18590,23273,21391,32122
851770,"Parts of telephone sets, telephones for cellular networks or for other wireless networks and ...",927,139,197,96,279,265,154,286,937,816,,130510,107391,98373,119375,93852,102302,108556,76049,87244,140343,,2829269,2678574,2725304,5021119,6376143,11279333,9671630,8168050,6543206,7348509
843143,"Parts for boring or sinking machinery of subheading 8430.41 or 8430.49, n.e.s.",756,1277,3681,2382,3863,2375,4694,7145,3965,813,,343683,232534,203953,140391,102710,106150,93457,101719,66144,0,,291751,386838,351420,247347,214758,208735,272489,281934,225548,298335
840510,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators ...",0,0,0,0,0,44,0,1,0,811,,2886,2778,8970,6231,8601,522,3711,1747,486,3498,,25917,15697,12304,28987,28010,18113,14491,19653,14235,18160
999999,Commodities not elsewhere specified,26616,6936,11855,13863,12815,1044,1268,597,313,804,,10044824,8777678,8032952,7321442,7391488,8467782,7940698,7904342,8017722,11432602,,12031294,11504703,10599267,10858832,10612878,4059866,2398328,1992015,1881351,1387613
300120,"Extracts of glands or other organs or of their secretions, for organo-therapeutic uses",0,0,0,0,0,0,26,148,495,803,,4574,5421,6369,6140,9232,14902,19106,27672,21071,21986,,101,3186,1139,905,500,1113,2675,1656,736,914
903090,Parts and accessories for instruments and apparatus for measuring or checking electrical quantities ...,65,29,798,101,24,49,376,1077,11,778,,17313,21896,25738,15902,20130,17381,18773,22742,18996,24874,,72670,69448,88049,82443,84352,81609,107082,101119,80512,103482
230910,"Dog or cat food, put up for retail sale",75,210,141,97,0,0,639,960,462,765,,188639,167862,143846,125236,137219,138814,139009,136745,118288,213469,,14226,15486,19451,21259,23800,32717,45397,58128,68272,118457
902212,Computer tomography apparatus,128,166,1048,522,466,106,302,167,154,764,,308,928,1633,2231,2552,4084,3989,3473,4991,2955,,78719,87360,72232,100342,69080,82299,122623,115628,87680,176452
847990,"Parts of machines and mechanical appliances, n.e.s.",851,471,498,413,1191,1254,815,623,1660,756,,99038,107637,140759,92866,118015,182923,88063,90164,70183,93607,,423431,379286,329903,278483,311593,366917,422368,435211,430675,392039
350220,"Milk albumin """"lactalbumin"""", incl. concentrates of two or more whey proteins containing by ...""",0,159,0,0,139,0,1177,874,619,746,,29809,32570,25671,20173,26518,28254,45560,75921,62994,65359,,4752,6715,10427,12414,15477,28717,48183,62999,44798,120080
481022,"Lightweight coated paper used for writing, printing or other graphic purposes, total weight ...",46,0,1781,2587,1423,2155,2051,721,682,746,,3,74,78,229,48,736,744,113,17,99,,40679,45663,46483,40571,41791,46440,51516,41075,29177,36355
810520,Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; cobalt ...,67,234,743,388,73,0,77,876,986,744,,147270,135657,147118,156855,81951,169773,212955,116208,152079,129220,,21276,22639,24522,23352,21875,36234,53064,48542,23257,44185
382200,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents ...",3462,4763,1494,1016,1119,752,939,558,314,741,,83794,64507,57651,53584,64568,63616,64113,67519,100388,189448,,270426,309640,310641,328710,354699,412469,460632,523497,828444,844654
230990,Preparations of a kind used in animal feeding (excluding dog or cat food put up for retail ...,1525,1591,1780,1338,1399,895,636,709,684,740,,117322,129659,112933,100182,118974,116714,141640,121142,129982,116266,,225441,196265,245064,268563,270388,335110,430479,400884,371433,473112
300190,"Dried glands and other organs for organo-therapeutic uses, whether or not powdered; heparin ...",3,0,0,0,0,0,0,0,0,714,,9524,8853,6768,2380,6018,7781,7097,11116,10690,5326,,24996,33787,49140,40149,21683,31303,47361,68045,102978,140385
293919,"Alkaloids of opium and their derivatives, and salts thereof (excluding concentrates of poppy ...""",0,0,0,23,0,0,128,1208,1911,700,,0,1073,0,0,1327,1284,8996,10571,1667,208,,1163,4115,4893,3472,7231,7118,10337,12616,12141,9488
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",3564,1870,2053,2439,1954,1185,2424,1340,2181,693,,129564,84693,77128,65030,60306,61799,59463,63533,67960,68805,,538722,493167,518370,520021,549866,598351,791610,881376,788337,816128
850680,"Primary cells and primary batteries, electric (excluding spent, and those of silver oxide, ...",34,4,25,70,42,37,91,532,500,692,,4192,10212,10902,9349,6256,4781,7119,3869,3043,10407,,127243,72804,59627,44842,43008,31250,44157,39442,21345,20285
760429,"Bars, rods and solid profiles, of aluminium alloys, n.e.s.",21651,18748,7770,21441,19202,22288,9439,5621,2203,683,,711,3010,2387,4906,5309,4530,5140,5234,3010,2842,,78274,56008,42827,55692,53637,61945,63301,71276,55368,93117
330210,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, with a basis of ...",1104,1683,1116,863,807,597,730,906,556,681,,49113,47563,45414,38097,34999,40831,39718,37453,41018,42384,,32680,36816,42855,42315,45216,41579,55766,61280,59722,70561
390690,"Acrylic polymers, in primary forms (excluding poly""""methyl methacrylate"""")""""",902,536,321,430,358,477,990,388,625,679,,31543,32532,32062,20345,22962,26959,33464,26902,23115,32175,,205341,221929,277161,347384,402068,445603,549815,518733,421953,618220
130219,"Vegetable saps and extracts (excluding liquorice, hops and opium)",116,9,18,0,156,162,88,92,129,659,,4956,5458,8088,7851,7822,8825,11942,13006,19641,19224,,24519,22044,25975,25972,24876,29987,34012,38447,37481,43619
847960,"Evaporative air coolers, n.e.s.",310,382,234,448,595,457,311,520,464,645,,6947,8646,8650,8899,16091,22565,16483,12989,12353,15614,,15752,10605,8689,11503,9284,10265,8580,7363,4824,3495
848340,"Gears and gearing for machinery (excluding toothed wheels, chain sprockets and other transmission ...",358,510,307,663,160,376,183,638,327,639,,50396,90733,65576,70886,67362,72760,77804,79893,54915,63169,,283843,296942,309257,301641,348193,289931,351326,354755,281125,438783
848390,"Toothed wheels, chain sprockets and other transmission elements presented separately; parts ...",329,153,309,209,64,685,830,913,289,619,,67949,51968,46022,42411,45855,48652,51763,45663,37898,44700,,173735,188150,177686,161932,190567,206077,231643,253530,206496,350977
410621,"Hides and skins of goats or kids, in the wet state """"incl. wet-blue"""", tanned, without wool ...""",0,0,0,147,69,3271,1379,1584,351,615,,0,0,43,0,0,12,0,0,0,18,,9649,8854,6572,9343,8369,31042,23807,21900,18398,8292
902790,"Microtomes; parts and accessories of instruments and apparatus for physical or chemical analysis, ...",1650,733,643,892,564,874,452,459,238,612,,110535,100138,96419,69215,80039,116605,126853,125493,116585,135593,,206503,210665,237479,240363,258962,261213,306926,294703,277492,332510
150500,"Wool grease and fatty substances derived therefrom, incl. lanolin",0,0,98,402,319,485,183,119,180,612,,7585,9376,8166,12088,5972,6322,5424,4879,4009,4592,,3178,2548,2945,2600,1610,2320,2022,3105,4761,9054
690390,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",68,25,318,94,192,49,114,101,299,612,,7924,5030,3280,2757,3141,2977,4148,2938,3808,4059,,22555,21665,25932,29979,26800,30782,41277,37726,28291,42067
730890,"Structures and parts of structures, of iron or steel, n.e.s. (excluding bridges and bridge-sections, ...",1219,879,272,339,121,424,251,791,553,610,,93106,137760,131941,102214,82836,67434,58692,76933,63087,60686,,440765,341361,349315,287885,277610,357107,384366,390369,254456,370641
851822,"Multiple loudspeakers, mounted in the same enclosure",0,123,0,9,0,42,478,462,367,601,,2659,3935,3673,4349,4599,3628,3785,4544,4398,5381,,33183,23138,23884,29043,33525,111313,159544,178875,114954,149441
902780,"Instruments and apparatus for physical or chemical analysis, or for measuring or checking viscosity, ...",750,301,1052,532,602,961,3286,499,810,598,,34440,26234,28207,31842,34109,37244,56139,59047,51414,59442,,244978,264349,286033,299149,328338,370233,374600,402585,289508,411496
870332,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",0,0,0,0,0,0,173,418,342,595,,1710,2900,4329,7532,8529,6887,3693,10591,4144,2891,,114116,72796,50668,74136,50178,60911,86456,71656,25569,17393
330190,"Extracted oleoresins; concentrates of essential oils in fats, fixed oils, waxes and the like, ...",174,522,249,416,388,530,716,1171,761,595,,22964,22248,23576,16144,11831,27337,17570,12927,17533,19852,,31984,49186,54622,36658,45351,54641,57359,53543,90635,127286
950430,"Games with screens, flipper and other games, operated by coins, banknotes, bank cards, tokens ...",108,33,64,73,72,203,103,267,914,576,,103977,97188,86960,109298,127985,124804,113120,137412,85581,82159,,7170,6668,2681,3786,2739,4226,8636,10138,4372,7185
853690,"Electrical apparatus for switching electrical circuits, or for making connections to or in ...",477,160,103,99,196,333,613,598,482,569,,75789,70455,74466,73080,72098,81372,103727,87976,90570,127188,,351880,330137,351340,369388,395489,466988,631099,606997,559724,807158
841950,"Heat-exchange units (excluding instantaneous heaters, storage water heaters, boilers and equipment ...",338,144,141,197,109,159,554,134,154,560,,19770,20006,26471,24598,20900,21359,22382,15201,21378,36444,,116181,83569,205452,279239,174993,90599,134317,175861,174093,184377
701919,"Glass fibre cakes """"textile cakes"""" and chopped glass fibre strands of a length >50mm""""",28,0,0,0,0,0,0,567,262,536,,181,453,61,185,285,344,507,858,456,475,,15059,12428,15555,18085,16771,22412,22904,19105,14274,25925
631090,"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile ...",835,552,579,1042,1206,1526,886,1254,1206,534,,1442,1068,772,545,429,161,64,55,17,124,,59527,49207,55157,59094,69617,67638,105981,120942,91258,111986
