Product code,Product label,"Japan's imports from Taipei, Chinese-Value in 2012","Japan's imports from Taipei, Chinese-Value in 2013","Japan's imports from Taipei, Chinese-Value in 2014","Japan's imports from Taipei, Chinese-Value in 2015","Japan's imports from Taipei, Chinese-Value in 2016","Japan's imports from Taipei, Chinese-Value in 2017","Japan's imports from Taipei, Chinese-Value in 2018","Japan's imports from Taipei, Chinese-Value in 2019","Japan's imports from Taipei, Chinese-Value in 2020","Japan's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
630790,"Made-up articles of textile materials, incl. dress patterns, n.e.s.",24918,26863,27462,27336,26738,25979,28527,33925,43089,42067,,104561,113783,113595,115156,118361,133601,134765,145514,278466,199517,,1171477,1176189,1155233,1140050,1142144,1190942,1262952,1312969,5171399,2092684
847180,"Units for automatic data-processing machines (excluding processing units, input or output units ...",17156,19874,19370,19441,21777,23942,28396,31773,44824,41911,,281804,307198,354855,374587,390500,421355,534033,1267126,1077497,1614477,,365193,421276,386125,339992,392269,485089,509710,583564,597090,771228
320611,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,31761,37346,45270,36514,38672,40203,48061,32214,27977,41807,,190238,295074,296275,267257,232735,256280,223514,186410,186292,284548,,174305,147133,137352,123143,131571,123588,140336,130613,115657,120049
940130,"Swivel seats with variable height adjustments (excluding medical, surgical, dental or veterinary, ...",37673,37564,38469,37302,36952,36355,35388,34074,33285,40888,,7640,21391,52450,58246,53114,57021,76443,64346,80508,85268,,150634,150104,153952,142308,156579,157162,171712,177308,253729,301302
741021,"Refined copper foil, backed, of a thickness """"excluding any backing"""" of <= 0,15 mm (excluding ...""",19507,17667,23179,30000,25776,23417,21888,27628,32183,40192,,698158,759133,765267,688115,730513,915211,941719,970107,1002505,1190522,,71689,62082,72116,71240,68335,63027,60781,65723,69204,85408
854430,"Ignition wiring sets and other wiring sets for vehicles, aircraft or ships",20252,20010,24147,24057,26930,29004,28620,31997,26835,39740,,35755,34299,38087,41515,44553,49886,50368,52807,49207,72937,,4244949,4191800,4205777,4028494,4027210,4407284,4829752,4988948,4524737,5151759
841490,"Parts of: air or vacuum pumps, air or other gas compressors, fans and ventilating or recycling ...",8618,9931,10619,10744,12852,22696,28795,23826,29991,39472,,185886,196356,206977,201729,196973,211418,214231,218842,226405,258061,,382936,347309,367309,350992,352040,422689,484350,470716,413416,558569
30487,"Frozen fillets of tuna """"of the genus Thunnus"""", skipjack or stripe-bellied bonito """"Euthynnus ...""",6694,7964,6757,4611,3563,13270,19557,16460,14434,39298,,0,39,3120,7554,10464,17524,21403,18863,17186,37495,,690954,625898,550020,636107,617781,705184,797304,813992,717723,920304
390740,"Polycarbonates, in primary forms",4094,6582,15279,18356,21250,31087,40316,24234,24689,38487,,616360,674293,730584,727236,693239,971708,1121821,828877,753553,1421293,,213934,208608,260701,242570,202844,222707,245791,198607,177147,234190
60290,"Live plants, incl. their roots, and mushroom spawn (excluding bulbs, tubers, tuberous roots, ...",40371,36221,35852,33944,36729,36642,36792,40555,36873,38177,,153717,157486,174049,166454,161441,167458,174821,173629,155395,183663,,95327,88067,88072,81719,88701,92724,96095,99365,98041,108833
262019,"Slag, ash and residues containing mainly zinc (excluding hard zinc spelter)",27200,31601,35719,29577,20460,24213,26276,17469,18431,37717,,34728,33284,42101,32555,30847,43613,62673,43484,31454,48091,,35589,40907,51907,45521,40941,69486,75573,63647,55201,105349
950300,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ...""",30356,29514,29087,28485,29408,28565,31198,30278,35904,37401,,467625,391288,380276,323860,310795,307677,322701,297230,348065,409625,,2090852,1980887,2022828,1915683,2000005,2127142,2286518,2296681,2050078,2419217
853890,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ...",27285,32399,39091,34084,33403,41682,32997,26174,28978,37204,,517672,487128,525803,481171,495108,555329,562050,517586,539640,746378,,825422,837260,963135,985885,1022785,1107300,1041308,940793,799536,918393
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",31017,26525,27499,26828,27561,29856,35835,32520,27156,37083,,363379,372406,385517,338105,314332,376583,429460,387231,359416,458530,,562493,544971,603759,563126,589257,627001,708174,690403,627943,724600
847989,"Machines and mechanical appliances, n.e.s.",39638,35310,33022,29461,33292,41940,51832,54870,53813,37016,,739621,639352,602997,561314,542396,699909,774121,678237,703675,767295,,829097,771996,831044,801591,728559,883128,879985,950221,936432,994234
392020,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, ...",21620,24950,34737,29557,29138,30649,31386,36104,35469,36736,,185749,199198,231954,216388,208797,207527,208359,221481,195553,236080,,260768,253942,264110,215331,197740,206794,229668,237148,217827,247606
852349,Optical media for the recording of sound or of other phenomena (excluding unrecorded and goods ...,109446,100334,84618,62643,71181,45099,37006,32441,35261,36694,,0,14474,149779,153379,176128,160068,175354,173577,150487,145481,,691470,570570,511720,449097,421461,372723,389987,388919,352385,343641
50510,"Feathers used for stuffing and down, not further worked than cleaned, disinfected or treated ...",58139,66051,57293,42704,33282,37981,48093,35810,31223,36612,,253110,311673,284574,198273,172794,213177,263639,259242,163325,204080,,217961,266323,237211,145923,141154,149565,166202,170709,135767,134630
903190,"Parts and accessories for instruments, appliances and machines for measuring and checking, ...",9648,8631,12687,14072,17839,19596,28996,26290,25684,34809,,113810,118349,123959,148375,141814,150064,192312,140370,204185,219169,,704430,661524,782978,737673,710264,792378,941691,842538,737547,842057
761699,"Articles of aluminium, n.e.s.",24779,29311,30300,25367,19747,22017,22050,28538,31176,34108,,516935,508673,521986,533062,532552,556875,610040,534698,532770,675830,,315712,316513,334529,285777,290175,314756,347989,376646,400034,434263
847190,"Magnetic or optical readers, machines for transcribing data onto data media in coded form and ...",10147,11671,11794,13535,23235,25946,19217,39868,27643,33547,,175365,185827,205308,206566,219481,193835,207901,261571,283297,387201,,145002,163115,172336,171943,176417,185094,185136,248502,229972,257173
851769,"Apparatus for the transmission or reception of voice, images or other data, incl. apparatus ...",9103,7015,10528,5702,7936,12408,13510,15435,21361,33060,,446324,359699,354500,417322,469949,600185,575419,791730,757167,854973,,285061,238307,224338,210858,172653,174240,225202,186612,192394,219059
950691,"Articles and equipment for general physical exercise, gymnastics or athletics",28410,29131,32548,31326,34252,34655,37503,43667,36915,32790,,628745,683464,760144,755507,789698,840818,898391,1054564,1423233,2404380,,248889,233586,245497,261745,275542,304192,349259,384581,431841,379892
720838,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",47927,39272,33225,26766,23480,22444,22204,22361,30808,32686,,203708,235733,261421,188074,229721,335497,424579,377723,346230,504340,,120378,85651,91926,62941,79747,68723,58370,61968,54502,68138
262099,"Slag, ash and residues, containing metals or metal compounds (excluding those from the manufacture ...",132616,106856,126942,103740,63668,49888,54035,33647,30960,32606,,1302,18145,6555,42,0,67,66,1,0,112,,1222850,835604,1083819,937532,275989,91011,91276,79174,53993,54897
840991,Parts suitable for use solely or principally with spark-ignition internal combustion piston ...,33609,20668,22777,21692,22300,21617,22863,22763,21792,32413,,123061,85638,98205,80616,74727,84799,91225,94541,83614,123061,,893596,932536,1009600,989017,978211,1058237,1087901,1061550,770296,994023
901890,"Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.",13389,14067,17176,17561,18213,22058,30461,34048,28924,32160,,191732,209715,223686,228272,247766,254745,289209,316675,335198,395279,,2110034,2229635,2074421,1994957,2127770,2170041,2486105,2725098,2459588,2560904
731814,"Self-tapping screws, of iron or steel (excl. wood screws)",24727,27223,24450,25442,25009,29036,28270,29048,27441,32106,,360438,396231,423370,427848,409830,477893,570533,537881,627725,857593,,43670,45936,45551,41513,40506,46324,43434,44406,39437,45666
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",27305,28801,26184,25621,25581,27076,29023,26553,24569,31957,,203267,205089,196262,204543,203558,240909,253669,263335,314608,430377,,1582259,1517652,1613422,1425235,1429003,1540795,1727734,1747549,1692730,1926344
540233,Textured filament yarn of polyester (excluding that put up for retail sale),63769,62217,59280,50224,46677,50649,51708,40754,27438,31931,,388780,342587,320357,276650,262193,276517,326488,302403,240182,292799,,113779,108247,116317,107828,106167,119612,137980,127970,90240,115546
852859,"Monitors, not incorporating television reception apparatus (excluding with cathode ray tube ...",23102,25654,50809,48108,40914,24127,25953,33878,31472,31793,,159376,147946,183559,187786,239679,224445,199214,253392,285399,290488,,530183,430947,425072,368082,396979,368871,364545,382930,319461,359574
720837,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",41604,37327,38297,35242,28884,30210,35680,33700,30764,31513,,133296,120725,124874,88257,91975,112871,153384,136995,101723,196306,,136026,99151,110823,83582,68357,83290,97793,104662,72771,78859
392390,"Articles for the conveyance or packaging of goods, of plastics (excluding boxes, cases, crates ...",16511,16329,17652,17512,17227,18944,22616,27188,24228,31218,,71743,60935,62941,66461,73293,92674,102412,108672,126913,155326,,193168,172495,169078,152295,165478,177809,228980,223612,189667,206129
903141,Optical instruments and appliances for inspecting semiconductor wafers or devices or for inspecting ...,1138,18429,14970,23160,18983,24118,43333,26799,22554,31080,,32861,54591,43287,42671,85813,128242,118484,133175,146970,166780,,267942,249194,365044,383281,413022,505852,729728,553259,506647,535389
850300,"Parts suitable for use solely or principally with electric motors and generators, electric ...",12294,10636,9237,12679,13436,15267,17053,18225,19678,31015,,250239,238847,240616,237780,243958,264866,293028,283047,282056,380774,,465927,409624,455360,377257,379021,469949,573525,667048,502730,824680
271012,"Light oils and preparations, of petroleum or bituminous minerals which >= 90% by volume """"incl. ...""",35815,66237,33048,11290,15831,15543,14662,113866,46203,30891,,0,279633,3473662,2052983,1846807,2031506,2279340,1898177,687123,1894052,,18646876,18272985,18443240,11126740,7600905,10257153,13784345,10635305,9140376,15079487
390330,"Acrylonitrile-butadiene-styrene copolymers """"ABS"""", in primary forms""""",35113,32825,29067,22473,21132,25706,27243,22128,19329,30515,,2379340,2260829,2086795,1668888,1591271,2184091,2245167,1737437,1672909,2710523,,97982,91754,87995,75465,77075,80104,99052,74332,61518,85366
60313,"Fresh cut orchids and buds, of a kind suitable for bouquets or for ornamental purposes",26682,20273,21042,19700,25268,26581,28785,28904,26702,30442,,24787,19789,21434,20793,22289,23283,28592,36477,32131,35544,,81002,64395,61448,58048,65032,61890,62375,62437,55030,56951
841459,"Fans (excluding table, floor, wall, window, ceiling or roof fans, with a self-contained electric ...",23893,19416,22669,21599,22225,25267,31131,32755,29032,30338,,112585,123357,133136,133278,140093,195883,206801,224516,225676,271075,,592678,585931,578819,541621,596530,634278,747898,791584,735027,870768
870880,"Suspension systems and parts thereof, incl. shock-absorbers, for tractors, motor vehicles for ...",23359,24412,24452,23551,22496,24093,24729,27528,27281,29853,,77655,73034,84869,168309,173406,184227,204344,216930,226180,293960,,260323,289488,340652,351100,409646,426256,438086,389928,280070,330797
261900,"Slag, dross, scalings and other waste from the manufacture of iron or steel (excluding granulated ...",20256,31310,44548,14384,13217,11270,11690,13316,8543,29753,,11117,22680,18502,12381,7828,6983,13539,13159,14938,24853,,148565,153645,137648,55290,50344,46645,44599,40414,21225,64922
950632,Golf balls,14556,12302,17310,13483,17606,17861,19771,27804,23431,29663,,112657,105575,107118,104851,99549,106908,125480,137485,138953,224600,,91277,83548,83703,71723,78767,78903,75166,89125,76712,91363
760200,"Waste and scrap, of aluminium (excluding slags, scale and the like from iron and steel production, ...",3599,3956,10836,7722,5786,9705,14023,8151,14552,29380,,62212,76300,88257,70040,66196,85429,132843,133700,104406,234558,,100145,101638,142651,116963,65168,96771,113032,74276,78693,148044
30192,"Live eels """"Anguilla spp.""""""""",59978,32374,25094,60154,65600,47446,75972,58412,31816,28047,,58851,34019,28009,56857,62014,44135,82942,64676,34031,45972,,387452,479373,198602,212871,327475,175248,470110,442405,216042,187222
720918,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",6605,15389,10847,12221,14432,21985,22568,29664,22941,27842,,590264,528697,497701,322607,295768,363918,419529,371684,304429,528891,,39740,47006,29163,25622,27032,40935,40631,47667,35676,46395
800110,"Unwrought tin, not alloyed",0,3282,17328,25746,31582,39297,37950,31351,11823,27674,,56773,59219,86456,77670,82912,95773,92771,56305,37956,151575,,578089,612722,580423,440112,440578,577738,559229,477496,332852,810831
30341,"Frozen albacore or longfinned tunas """"Thunnus alalunga""""""""",24164,27580,25209,28753,31725,39401,26302,26052,17873,27561,,125967,112076,121818,115474,132042,159479,173287,189152,195522,145368,,60216,65237,54149,54957,52144,70258,44141,44204,29569,50063
846799,"Parts of pneumatic tools for working in the hand, hydraulic or with self-contained electric ...",21917,23046,23018,20873,22209,21085,24449,24377,20351,27347,,110520,106088,126153,120879,115011,122676,120202,112587,110065,152545,,71409,81156,100670,91287,84444,87251,90734,111335,89489,127984
720826,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",18821,17243,21726,21086,22038,27965,34169,35054,28596,27309,,84820,81123,116380,88249,85035,115965,129254,124374,81310,178370,,148915,105111,111744,89122,90602,120385,128823,137809,100743,146292
841370,"Centrifugal pumps, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",23443,17299,23170,28035,21239,20412,24326,20730,15331,27058,,114448,120132,128393,119648,117455,174056,184271,171272,149618,218761,,168628,156334,160729,193511,186614,205499,227738,206643,185222,214212
711049,"Iridium, osmium and ruthenium, in semi-manufactured forms",7613,2258,1297,2153,2031,2074,10437,7842,12964,27040,,59182,53000,33650,24642,23733,32222,129812,103530,112061,262088,,9789,5370,3349,5690,3361,4117,17561,14985,17502,41662
722519,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, non-grain-oriented",13490,11265,13391,11887,11982,19402,23627,23920,17114,26927,,347562,364944,365910,283981,220445,333304,353778,359479,346883,714314,,40894,24534,30953,27840,27171,46950,55287,44837,35211,67567
847149,"Data-processing machines, automatic, presented in the form of systems """"comprising at least ...""",25882,24702,25622,10868,8591,13858,14868,13852,25907,26321,,301680,316696,333150,331233,374039,435514,528796,468131,677673,755771,,1079323,579743,491748,353841,337756,393924,345549,359404,351684,370270
