Product code,Product label,China's imports from Russian Federation-Value in 2012,China's imports from Russian Federation-Value in 2013,China's imports from Russian Federation-Value in 2014,China's imports from Russian Federation-Value in 2015,China's imports from Russian Federation-Value in 2016,China's imports from Russian Federation-Value in 2017,China's imports from Russian Federation-Value in 2018,China's imports from Russian Federation-Value in 2019,China's imports from Russian Federation-Value in 2020,China's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
293942,"Pseudoephedrine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,2,2,2,1,2,1,0,1,0
294150,Erythromycin and its derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,235,3,178,8,96,7,23,5,36,16,,29584,3442,16680,1520,1476,2922,2772,1565,2277,1660
300211,Malaria diagnostic test kits,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,5,56,1,,0,0,0,0,0,68,18,25,47,76
300431,"Medicaments containing insulin but not antibiotics, put up in measured doses """"incl. those ...""",0,0,0,0,0,0,0,0,0,0,,38,88,380,274,255,1023,23340,1680,14601,22223,,658123,778499,694345,581368,625107,622009,720683,677679,713012,825171
300443,"Medicaments containing norephedrine or its salts, not containing hormones, steroids used as ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,0,0,0
300450,"Medicaments containing provitamins, vitamins, incl. natural concentrates and derivatives thereof ...""",0,0,0,0,0,0,0,1,10,0,,14879,15187,15053,13892,13247,14815,14853,16807,20303,19871,,190291,268396,295099,285835,259157,305439,296991,275841,251688,348633
293212,"2-Furaldehyde """"furfuraldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,6,0,9,19,7,428,293,21,0,0,,68,34,39,137,202,2696,1626,330,268,97
293361,Melamine,0,0,0,0,0,0,0,0,0,0,,465,19476,22540,18480,18028,16472,22308,24432,28154,53291,,2091,2000,1068,760,871,2383,993,1283,1069,2225
293430,"Heterocyclic compounds containing in the structure a phenothiazine ring-system, whether or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,2,0,0,0,,78826,49234,62611,52965,45289,51004,49416,15522,11112,10537
293623,"Vitamin B2 and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,1,7,22,96,150,181,117,25,130,164,,11887,8795,7750,7116,8669,12558,9744,10029,13363,15162
293628,"Vitamin E and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,93,60,147,169,534,302,281,251,785,1055,,185511,179975,139535,91809,85563,81339,86391,56608,54217,43738
293723,Oestrogens and progestogens,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,45,49,,564,1662,1813,946,1309,2241,2288,2376,3559,3628
360690,"Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde, hexamethylenetetramine ...",0,0,0,0,0,0,0,0,0,0,,312,518,444,280,251,387,435,602,818,0,,209,270,296,438,1374,2905,812,1453,1489,1910
340212,"Cationic organic surface-active agents, whether or not put up for retail sale (excluding soap)",0,6,0,0,0,0,0,0,0,0,,425,441,801,333,452,703,596,895,916,1079,,35115,39153,34935,33202,28882,24222,26254,28509,27960,36957
340391,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,0,0,0,0,0,0,0,0,0,0,,985,923,829,560,749,874,824,882,821,1103,,313656,358510,379709,393717,371521,437788,447845,415672,405533,465285
300691,Appliances identifiable for ostomy use,0,0,0,0,0,0,0,0,0,0,,62,188,446,249,487,1224,2066,2153,1961,2042,,8423,11562,18104,17854,22416,35506,45887,51516,64003,69760
310240,Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances ...,112,0,0,0,0,0,0,0,0,0,,123258,109855,154638,135503,98082,103913,95513,75521,53412,102922,,584,23,5,0,2724,640,467,308,292,295
310390,"Mineral or chemical phosphatic fertilisers (excluding superphosphates, those in pellet or similar ...",0,0,0,0,0,0,0,0,0,0,,589,371,814,981,693,523,886,470,173,155,,292,244,698,717,407,488,732,460,178,262
321490,"Non-refractory surfacing preparations for facades, inside walls, floors, ceilings and the like",109,0,1,0,57,25,0,4,7,0,,12216,16697,16481,14899,20140,25267,26867,26962,27747,36003,,19633,16241,16930,13819,13986,12790,11595,13154,12870,13654
320417,Synthetic organic pigments; preparations based on synthetic organic pigments of a kind used ...,0,0,0,0,0,0,0,0,0,0,,6114,6102,6307,4563,5627,6156,5741,6411,6850,8243,,249206,246640,271487,266251,280336,318273,353642,394347,324041,390988
390410,"Poly""""vinyl chloride"""", in primary forms, not mixed with any other substances""""",0,2,0,2,0,0,0,0,584,0,,2853,2592,10759,37055,68239,92856,126854,161991,151293,269172,,1098826,996878,895326,754332,680548,867874,807264,681616,899797,645959
390791,"Unsaturated polyallyl esters and other polyesters, in primary forms (excluding polycarbonates, ...""",13,0,0,0,0,0,0,0,0,0,,7679,10086,13665,7873,6554,5841,6966,9343,8040,12629,,130075,113535,128270,111565,94165,107104,109786,96059,94171,87736
390930,"Amino-resins, in primary forms (excluding urea resins, thiourea resins and melamine resins)",0,0,0,0,0,0,0,0,0,0,,1312,8200,11772,9009,8349,0,0,0,0,0,,519572,801939,687465,435220,349334,440,0,0,0,0
390950,"Polyurethanes, in primary forms",0,0,0,0,1,0,0,0,0,0,,13746,14221,18509,13716,16547,18751,22795,21701,20214,26898,,534085,591431,607566,532678,601581,725013,793541,742061,715553,826892
391231,"Carboxymethylcellulose and its salts, in primary forms",0,0,0,0,0,0,0,0,0,0,,4422,9743,9020,3888,3752,6918,5285,4626,2822,4459,,13245,16030,16517,17623,25935,29168,34792,34991,40508,52507
391739,"Flexible tubes, pipes and hoses, of plastics, reinforced or otherwise combined with other materials ...",0,0,0,75,181,6,0,0,0,0,,2694,2898,5579,6387,9778,9297,12284,16021,13769,22882,,117934,121303,142213,128767,140554,152800,160209,165736,177131,190021
392030,"Plates, sheets, foil, film and strip, of non-cellular polymers of styrene, not reinforced, ...",0,0,0,0,4,12,0,0,0,0,,5856,7959,5731,3608,3993,6716,9706,10117,9732,14023,,157333,159259,182923,176252,144635,146100,158447,134586,134302,157334
401035,"Endless synchronous belts, of vulcanised rubber, of an outside circumference > 60 cm but <= ...",0,0,0,0,0,0,1,0,0,0,,1002,875,879,901,712,740,2653,5190,5274,6262,,28550,45461,40305,33097,37655,34302,35959,29239,26097,24978
401120,"New pneumatic tyres, of rubber, of a kind used for buses and lorries (excluding typres with ...",0,32,4,4,0,0,5,33,2,0,,360440,360951,304431,211402,265860,310215,349887,350536,329438,398638,,101211,104940,80639,59878,43535,46234,48056,56851,71037,65434
401150,"New pneumatic tyres, of rubber, of a kind used for bicycles",0,0,0,0,0,0,0,0,0,0,,340,552,352,439,177,185,277,294,527,628,,15572,14934,19332,18165,16477,18355,17253,13184,16773,24705
401163,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",0,0,0,0,0,0,0,0,0,0,,5051,5515,2220,4355,5301,0,0,0,0,0,,7869,7988,7615,3177,2716,0,0,0,0,0
401193,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",0,0,0,14,0,0,0,0,0,0,,882,1857,2075,1916,2332,0,0,0,0,0,,4662,6491,6654,5581,4867,0,0,0,0,0
401199,"Pneumatic tyres, new, of rubber (excluding having a """"herring-bone"""" or similar tread and ...""",0,0,1,0,0,0,0,0,0,0,,1486,1496,1691,3214,2381,0,0,0,0,0,,12695,8611,4900,6675,5383,0,0,0,0,0
401511,"Surgical gloves, of vulcanised rubber (excluding fingerstalls)",0,0,0,0,0,0,0,0,125,0,,695,616,633,743,1053,708,381,425,1093,1548,,11227,8568,7770,10375,8721,11773,11144,15280,20463,15057
401694,"Boat or dock fenders, whether or not inflatable, of vulcanised rubber (excluding hard rubber ...",2,44,0,0,0,0,0,0,0,0,,718,423,318,331,388,450,677,201,313,484,,1792,4494,2307,1143,884,838,196,753,499,4941
410190,"Butts, bends, bellies and split raw hides and skins of bovine """"incl. buffalo"""" or equine ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,9,16,0,0,11,0,18,,21355,23616,21104,18940,11094,10168,6632,3597,2334,3085
410210,"Raw skins of sheep or lambs, with wool on, fresh or salted, dried, limed, pickled or otherwise ...",0,0,0,0,0,0,0,0,0,0,,0,46,0,23,2,4,4,8,0,0,,576561,628003,482644,379167,354674,383908,343659,233343,161311,179627
410221,"Raw skins of sheep or lambs, without wool on, pickled, whether or not split",0,0,0,0,0,0,0,0,0,0,,0,0,128,439,72,92,0,0,106,289,,65963,69049,27698,23068,6447,5416,1666,501,35,739
410411,"Full grains, unsplit and grain splits, in the wet state """"incl. wet-blue"""", of hides and skins ...""",127,1508,1241,642,746,217,0,8,0,0,,73377,89340,80979,4868,3202,1906,380,135,633,2741,,788406,954510,1066363,1060833,792227,843750,711980,458887,342679,505490
370231,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,39,32,1,3,0,2,0,,493,262,90,168,285,214,127,246,258,125
370252,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,,87,151,235,164,165,134,127,192,72,54
370590,"Photographic plates and film, exposed and developed (excluding products made of paper, paperboard ...",0,5,0,0,0,0,0,0,0,0,,6,49,25,38,4,0,0,0,0,0,,32423,20950,17852,13362,15342,0,0,0,0,0
380862,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,80,1841,806,2954,4768,,0,0,0,0,0,0,0,0,0,0
380899,Rodenticides and other plant protection products put up for retail sale or as preparations ...,0,0,0,0,0,0,0,0,0,0,,1281,2132,1944,1557,2131,2569,3238,3549,4719,4414,,926,1703,1469,856,1326,1788,3250,4179,7614,9080
380910,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products ...",0,0,0,0,0,18,0,0,0,0,,44,16,15,15,16,36,54,39,37,39,,4868,4465,4136,3954,2780,1926,1230,1035,972,1101
382481,"Mixtures and preparations containing oxirane """"ethylene oxide""""""""",0,0,0,0,0,0,0,0,0,0,,0,22,52,0,14,0,19,10,10,34,,73,201,25,312,137,112,94,82,81,83
382486,"Mixtures and preparations containing pentachlorobenzene """"ISO"""" or hexachlorobenzene """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,166,0,0,0,0
382520,Sewage sludge,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,4,,0,0,0,0,0,0,0,0,0,0
381111,Anti-knock preparations for motor fuels based on lead compounds,0,0,0,0,0,0,0,0,0,0,,29,0,0,0,0,0,0,0,0,0,,1069,2037,460,1317,853,0,0,0,0,0
381121,Prepared additives for oil lubricants containing petroleum oil or bituminous mineral oil,0,6,0,1,87,0,49,55,0,0,,6584,2915,5980,3190,1915,6155,4259,11403,14063,19031,,799841,988658,939151,838446,919219,931101,1000484,1031154,973842,1118988
382313,"Tall oil fatty acids, industrial",0,0,0,0,0,0,0,0,0,0,,668,247,228,19,226,244,1867,2181,1986,1232,,16928,19039,23109,16597,11299,18303,16801,9170,11672,9509
382460,Sorbitol (excluding D-glucitol [sorbitol]),0,0,0,0,0,0,0,0,0,0,,18,11,49,39,55,49,62,91,98,94,,196,195,218,322,290,118,137,95,666,72
382472,"Mixtures containing bromochlorodifluoromethane, bromotrifluoromethane or dibromotetrafluoroethanes",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,0,0,1,0,,240,89,3237,1671,0,0,0,5,0,0
71360,"Dried, shelled pigeon peas """"Cajanus cajan"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
80132,"Fresh or dried cashew nuts, shelled",0,0,0,0,0,0,0,0,0,0,,421,38,601,1068,124,187,362,160,360,724,,32190,15816,21870,38965,19570,46906,90958,165376,151171,162999
80222,"Fresh or dried hazelnuts or filberts """"Corylus spp."""", shelled""""",0,0,0,0,0,0,0,0,0,0,,51,137,491,403,371,177,688,136,160,343,,3693,3725,3570,10636,30956,27537,21571,26669,22540,34437
80231,"Fresh or dried walnuts, in shell",0,28,0,0,0,0,0,0,0,0,,15,147,329,83,167,171,131,284,56,675,,56956,43133,32488,21158,12484,15483,14311,12183,14993,9825
80251,"Fresh or dried pistachios, in shell",0,0,0,0,0,0,0,0,0,0,,156,244,976,356,300,64,100,161,51,327,,133283,78877,63191,73578,116122,180460,349339,802115,656214,612128
40719,Fertilised birds' eggs for incubation (excluding of domestic fowls),0,0,0,0,0,0,0,0,0,0,,654,3003,4444,2979,848,1381,656,1762,2640,3437,,0,0,0,0,0,0,0,118,0,0
90812,"Nutmeg, crushed or ground",0,0,0,0,0,0,0,0,0,0,,67,102,67,74,96,90,80,103,105,86,,0,1,0,0,0,2,5,146,641,124
90821,"Mace, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,12,30,0,0,0,0,1,0,50,0
90931,"Cumin seeds, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,39,41,32,39,61,67,58,62,122,83,,328,569,398,249,358,321,223,100149,151481,143230
90962,"Juniper berries and seeds of anise, badian, caraway or fennel, crushed or ground",0,0,0,0,0,0,0,0,0,0,,6,8,20,26,39,33,34,26,16,33,,28,27,38,29,48,64,73,7,47,4
80420,Fresh or dried figs,0,0,0,0,0,0,0,0,0,0,,25,45,63,87,51,105,89,77,85,167,,2662,3933,3391,3695,3749,1943,3141,4275,6005,12213
80720,"Fresh pawpaws """"papayas""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,1,0,1,1,3,,571,809,919,648,729,999,1559,2143,1400,2069
80929,Fresh cherries (excluding sour cherries),0,0,0,0,0,0,0,0,0,0,,3,51,6,8,15,13,31,50,42,140,,306846,298419,531037,671756,794040,771032,1303422,1398666,1643551,1856987
81030,"Fresh black-, white- or redcurrants and gooseberries",0,0,0,0,0,0,0,0,0,0,,0,3,1,3,9,7,7,24,32,34,,0,0,0,0,0,0,0,7,0,0
81210,"Cherries, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1686,2286,1701,2558,1389,1284,2328,1510,948,367
81320,Dried prunes,0,0,0,0,0,0,0,0,0,0,,326,434,662,315,220,361,311,309,665,977,,9731,9745,4266,3272,6286,7722,11366,15270,18879,17567
110412,Rolled or flaked grains of oats,0,0,3,6,0,1,33,17,0,0,,9866,10940,10653,9429,9079,10129,9707,14331,14020,12422,,340,477,748,1247,1522,2131,4761,6152,7023,4051
110819,"Starch (excluding wheat, maize, potato and manioc)",0,0,0,0,0,0,0,0,0,0,,33,23,32,7,210,209,113,212,285,470,,8389,8750,6379,7955,16363,8678,3984,7588,13378,3455
100640,Broken rice,0,0,0,0,0,0,0,0,0,0,,3216,3256,1184,922,5282,12404,9551,7034,5029,7177,,109855,193613,187200,278885,217160,325879,258953,195675,424397,851232
151529,"Maize oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",0,0,3,74,30,41,13,143,0,0,,1525,1812,1860,7071,23727,4509,4873,4452,5044,5477,,821,413,725,1363,1055,1306,788,887,627,420
151550,"Sesame oil and its fractions, whether or not refined, but not chemically modified",0,0,0,0,0,0,0,0,1,0,,6,15,51,17,51,57,43,280,205,365,,5362,6285,5666,3907,4182,2946,4266,2745,3079,2378
160220,Preparations of liver of any animal (excluding sausages and similar products and finely homogenised ...,0,0,0,0,0,2,0,0,0,0,,1225,1655,1713,1383,1094,1241,1320,1509,1538,1854,,156,263,211,109,0,2,0,0,0,0
160417,"Prepared or preserved eels, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,112,160,1378,313,580,1195,10751,2637,1493,1840,,281,484,290,493,832,880,748,859,984,625
160540,"Crustaceans, prepared or preserved (excluding smoked, crabs, shrimps, prawns and lobster)",0,0,0,0,0,0,0,0,0,0,,195,137,71,14,30,37,79,85,109,207,,44,1567,253,955,1387,5461,8043,4961,1488,1199
160559,"Molluscs, prepared or preserved (excluding smoked, oysters, scallops, mussels, cuttle fish, ...",0,0,0,0,0,0,0,188,0,0,,68,160,77,165,270,313,248,405,228,336,,4019,3401,4603,60784,39077,24384,12770,18156,8590,10837
170114,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter (excluding ...",0,0,0,0,0,0,0,0,0,0,,37,76,73,88,156,202,168,194,309,362,,2023081,1869700,1311556,1458458,950614,832075,791805,930540,1537672,1799144
170220,"Maple sugar, in solid form, and maple syrup (excluding flavoured or coloured)",0,0,0,0,0,0,0,0,0,0,,3,2,6,2,1,107,57,52,36,20,,185,305,576,667,827,991,1140,1463,1637,1430
190211,"Uncooked pasta, not stuffed or otherwise prepared, containing eggs",0,0,0,0,0,0,0,0,1,0,,531,1325,2161,1870,2378,2651,1857,2384,2517,2344,,239,335,353,280,436,573,495,355,546,468
190300,"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, ...",0,0,0,0,0,0,0,0,0,0,,0,0,2,4,0,0,0,0,1,1,,7032,8643,7707,6626,5706,5104,8144,10426,10440,13106
190520,"Gingerbread and the like, whether or not containing cocoa",0,0,0,0,0,0,8,0,0,0,,1307,1910,1580,1202,2779,4204,4298,5656,5287,5672,,406,551,520,767,456,338,453,312,374,160
200410,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid, frozen",0,0,0,0,0,0,0,0,0,0,,15,263,928,754,1579,1723,3797,5852,6123,10520,,148108,143799,150455,165565,164933,143321,202308,152129,116038,77312
200600,"Vegetables, fruit, nuts, fruit-peel and other edible parts of plants, preserved by sugar (drained, ...",0,0,0,0,7,19,0,6,0,0,,378,374,544,721,596,610,530,598,629,726,,6661,7511,12342,17204,16051,18434,22090,47683,55108,64420
200850,"Apricots, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,16,205,138,84,93,64,53,109,124,230,,27,103,139,72,103,96,74,75,105,88
60312,"Fresh cut carnations and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,0,39,17,50,58,10,12,5,5,2,,6,10,10,16,52,199,299,483,383,349
70200,"Tomatoes, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,100,448,422,3458,2306,4376,4909,5507,6784,8542,,0,0,0,0,0,0,0,0,0,0
70420,"Brussels sprouts, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,3,2,,0,0,1,1,0,0,0,0,0,0
70511,Fresh or chilled cabbage lettuce,0,0,0,0,0,0,0,0,0,0,,109,557,807,670,514,135,200,517,160,156,,0,0,1331,16,44,0,0,92,1,0
70930,"Fresh or chilled aubergines """"eggplants""""""""",0,0,0,0,0,0,0,0,0,0,,2,11,4,612,441,594,540,544,539,486,,0,0,0,0,0,0,0,0,0,0
71022,"Shelled or unshelled beans """"Vigna spp., Phaseolus spp."""", uncooked or cooked by steaming ...""",0,0,0,0,0,0,0,0,0,0,,95,153,191,153,213,318,375,534,642,851,,16,32,47,296,136,419,798,558,101,3
71080,"Vegetables, uncooked or cooked by steaming or by boiling in water, frozen (excluding potatoes, ...",0,0,0,0,0,0,0,0,0,0,,3515,3635,2710,3066,8206,4552,2419,2964,6488,7299,,244,551,866,509,576,1497,2622,1309,831,708
71151,"Mushrooms of the genus """"Agaricus"""", provisionally preserved, e.g., by sulphur dioxide gas, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,131,112,281,159,97,14,7,0,19,11
30384,"Frozen sea bass """"Dicentrarchus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,4,27,66,41,56,162,256,359,170,289,,64,64,7,37,147,306,253,78,13,12
30390,Frozen fish livers and roes,53311,39811,34502,16430,21481,0,0,0,0,0,,345044,285750,268579,248995,223942,0,0,0,0,0,,121810,76746,67978,54219,57642,0,0,0,0,0
30442,"Fresh or chilled fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, ...""",0,0,0,0,0,0,0,0,0,0,,1,2,16,20,27,0,0,7,0,5,,0,0,0,2,0,0,0,0,0,0
30462,"Frozen fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,16,0,487,307,1347,486,769,765,474,1926,,9076,17217,19076,32732,52218,92662,267603,449063,347054,174805
30496,"Frozen meat, whether or not minced, of dogfish and other sharks",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,36,0,0,0,,0,0,0,0,0,138,139,49,0,0
30551,"Dried cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", even salted, not smoked (excluding ...""",234,325,34,17,89,94,154,714,86,0,,18105,10765,6642,4077,5863,4875,1840,2249,1776,1325,,460,1055,720,1365,249,191,162,786,120,124
30571,"Shark fins, smoked, dried, salted or in brine",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,23,0,0,,767,339,187,95,115,723,7187,4908,3171,3317
30611,"Frozen rock lobster and other sea crawfish """"Palinurus spp."""", """"Panulirus spp."""" and """"Jasus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1,1,2,8,0,164,16,7,,3631,3661,3285,14482,20857,45903,58397,74615,57617,91717
30625,"Norway lobsters """"Nephrops norvegicus"""", even smoked, whether in shell or not, live, fresh, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,26,0,0,57,0,0,0,0,0,0
30711,"Oysters, even in shell, live, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,0,28,16,14,11,13,6,5,2,2,,9005,10964,16447,22535,27941,34616,35585,38171,24065,29711
30719,"Oysters, smoked, frozen, dried, salted or in brine",0,0,0,0,0,0,0,0,0,0,,439,0,2,0,2,0,0,0,0,0,,1599,1341,3774,1183,987,305,147,2,2,0
30787,"Smoked, dried, salted or in brine, even in shell, abalone """"Haliotis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,247,1070,2310,1904,3742
30811,"Live, fresh or chilled, sea cucumbers """"Stichopus japonicus, Holothurioidea""""""""",0,0,0,0,0,1,15,7,0,0,,0,0,0,0,0,13,30,3,0,0,,75,34,92,33,17,55,117,296,21,0
