Product code,Product label,"Australia's imports from Korea, Republic of-Value in 2012","Australia's imports from Korea, Republic of-Value in 2013","Australia's imports from Korea, Republic of-Value in 2014","Australia's imports from Korea, Republic of-Value in 2015","Australia's imports from Korea, Republic of-Value in 2016","Australia's imports from Korea, Republic of-Value in 2017","Australia's imports from Korea, Republic of-Value in 2018","Australia's imports from Korea, Republic of-Value in 2019","Australia's imports from Korea, Republic of-Value in 2020","Australia's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
851770,"Parts of telephone sets, telephones for cellular networks or for other wireless networks and ...",5920,7129,4126,4423,6483,5055,5832,4672,6516,8136,,7212942,10745179,13150064,17612803,14750059,6546331,6848687,12163895,12840863,15965206,,568712,495790,487413,491124,603764,569955,577289,497239,444519,1310912
190590,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ...",3722,3899,3694,4328,4705,4137,4946,5181,6313,8092,,225597,249680,276483,270624,264053,226556,240202,238379,290823,341289,,346797,377185,377569,352966,374198,410589,449415,488920,496921,564975
271113,"Butanes, liquefied (excluding of a purity of >= 95% of N-butane or isobutane)",6112,6894,8162,8495,6552,8190,7527,8775,9942,8025,,163445,153590,170801,158414,146443,167481,205835,192645,177928,199532,,36442,10483,23440,13212,10548,9128,8883,9262,10669,8568
210390,Preparations for sauces and prepared sauces; mixed condiments and seasonings (excluding soya ...,2900,3232,4021,4699,4971,5121,5687,6295,6874,7999,,157346,164490,173276,159595,172996,194895,214837,239936,301721,340784,,260401,274297,273665,263140,271150,288362,315512,315532,348018,357483
847989,"Machines and mechanical appliances, n.e.s.",9537,9571,7924,8325,14555,10990,7212,4646,9198,7981,,2885058,2913242,2735341,2971663,2873560,4006139,4403714,4265427,3103044,3450099,,1122572,770085,824049,1294588,734904,684131,660518,695531,605930,859405
210111,"Extracts, essences and concentrates, of coffee",8686,5798,4018,1745,234,118,7334,11531,9204,7949,,74407,72663,109621,106966,102639,111343,108574,124063,136726,149758,,158047,109083,108182,113623,110758,125280,134986,134405,139100,137005
390730,"Epoxide resins, in primary forms",5542,13295,16140,8761,3901,2096,4181,3836,3369,7802,,557809,645485,683063,652505,614323,738539,885300,858517,847258,1641685,,43079,52817,53446,42944,35537,32116,42016,42808,37104,54278
481190,"Paper, paperboard, cellulose wadding and webs of soft cellulose, coated, impregnated, covered, ...",813,857,2980,5688,5369,3044,5988,7200,7696,7646,,28398,45322,51078,41505,43625,61160,90661,113841,105890,110524,,158861,152183,154003,103060,79178,76025,102369,81852,84059,84532
841340,Concrete pumps,3420,3310,6531,8239,7443,9179,11085,9101,2404,7589,,65051,74735,100485,112012,101814,115148,118213,103873,91236,130204,,12956,8690,11511,15220,12477,17205,21219,16147,8133,18731
220299,"Non-alcoholic beverages (excl. water, fruit or vegetable juices, milk and beer)",0,0,0,0,0,5207,6333,7043,6656,7538,,0,0,0,0,331,292634,348908,363992,370903,453064,,0,0,0,0,0,32973,33124,38269,54652,101166
190410,"Prepared foods obtained by swelling or roasting cereals or cereal products, e.g. corn flakes",125,86,853,2751,4946,5922,6592,6582,5588,7364,,28228,27810,37576,27278,26555,24963,34855,33390,45454,77826,,23000,29494,43675,47281,51921,58680,64533,68462,70937,82295
260800,Zinc ores and concentrates,36,3767,0,0,0,0,0,0,0,6939,,14128,9404,10034,4781,7725,6893,29354,20412,19884,34683,,124099,172519,232034,163420,341448,509292,579905,292737,217286,323343
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",5255,3190,1623,4954,3831,3103,7924,3885,2519,6906,,384239,380895,352584,299944,322126,385933,442081,404503,360535,414176,,312941,332738,300773,292406,260614,334014,411524,310023,324495,394750
854470,"Optical fibre cables made up of individually sheathed fibres, whether or not containing electric ...",19667,35351,13116,5867,7730,9311,10499,3550,3870,6843,,196860,208701,170842,158543,145636,177265,219689,206785,158667,169233,,139401,183657,142763,167100,135830,105843,101235,97088,88080,98469
481099,"Paper and paperboard, coated on one or both sides with kaolin """"China clay"""" or other inorganic ...""",5762,6400,9470,8749,8981,6524,7907,8569,9708,6800,,11160,16480,16374,14574,13981,36085,44517,29233,29413,24524,,14395,14058,17872,17233,14094,11001,13383,12558,14073,9011
721921,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",3127,2539,2505,2915,1365,1729,4879,3422,3207,6795,,56082,51125,49581,52040,50324,76008,70318,57116,46512,81455,,14916,14785,12244,11416,6806,9092,14045,12618,11019,13530
851762,"Machines for the reception, conversion and transmission or regeneration of voice, images or ...",5292,9177,10891,17613,14552,7818,6987,13747,9265,6708,,1119530,1008547,1182846,1366026,1031405,929446,969933,766826,923952,1003404,,2184258,2480088,2337434,2512110,2806665,2975447,3501969,3481121,3392145,3411434
852990,"Parts suitable for use solely or principally with flat panel display modules, transmission ...",8768,6577,5995,6892,5302,5477,4625,5322,5234,6680,,6915276,7768861,7008030,5854323,6178791,7995178,7240102,10045151,7799818,7842054,,142717,131838,127837,83644,97090,105126,106715,117715,141048,145148
482010,"Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, ...",3175,2924,5200,5180,5249,4889,6686,6212,6152,6598,,36558,34524,38061,35453,36384,34074,36130,39902,36667,35037,,77626,79110,75626,83333,79228,88876,94450,83359,70910,79701
220830,Whiskies,0,0,0,10,3,0,1608,6020,6441,6516,,9398,8479,7357,7795,7961,8338,7418,8016,3051,998,,301626,321323,280190,263255,278204,292636,310844,341401,296169,294301
901849,"Instruments and appliances used in dental sciences, n.e.s.",575,428,602,712,828,972,1499,2534,2894,6386,,42241,47270,57337,86442,89996,100336,122878,166068,167918,307663,,89083,91530,98168,98479,97989,107685,109669,107800,110644,147411
842123,Oil or petrol-filters for internal combustion engines,3093,4056,4017,4272,4638,4663,4212,5998,6180,6194,,78063,78605,82156,80203,83717,88454,91237,76262,74194,96965,,127073,125819,132877,132603,125156,137292,144756,154518,162713,177696
842710,"Self-propelled trucks fitted with lifting or handling equipment, powered by an electric motor",1616,580,1343,3122,2768,1665,1685,3316,2664,6036,,102203,92547,94392,96939,93646,107693,122200,134959,137963,181493,,168652,147363,139901,140915,133784,157710,186017,180108,143744,205977
740721,"Bars, rods and profiles, of copper-zinc base alloys """"brass"""", n.e.s.""""",11713,9222,9658,7236,4114,6806,6279,4900,4328,6018,,346130,351506,346033,276499,150109,252025,286637,225267,232991,347507,,21779,16819,20876,16366,13104,19189,19485,16675,14829,21393
630790,"Made-up articles of textile materials, incl. dress patterns, n.e.s.",3175,2941,1843,3067,2587,2790,2998,2475,8089,5957,,90155,103859,99936,92312,88528,102874,105087,91828,702336,295602,,183327,196891,218735,232560,239476,256294,278734,282997,1563043,506463
380893,"Herbicides, anti-sprouting products and plant-growth regulators, put up in forms or packings ...",0,0,0,0,0,0,103,107,330,5954,,34923,31253,25987,22624,27154,27644,24636,21536,30878,37251,,366731,403229,419196,360043,448908,498987,448422,285853,547755,786727
520852,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",6962,4829,5781,4936,4759,4597,4275,4429,4563,5928,,181073,169269,156588,158376,134472,120226,118621,121973,157424,170025,,24268,18926,22088,19222,20666,18925,20322,18156,20359,20450
731700,"Nails, tacks, drawing pins, corrugated nails, staples and similar articles of iron or steel, ...",3490,3334,4279,4808,3660,4829,5722,5018,3941,5755,,65660,63693,69833,61185,56904,56791,77759,60455,59580,81973,,38376,38274,42470,38798,35228,37263,45840,34996,35393,44095
870899,"Parts and accessories, for tractors, motor vehicles for the transport of ten or more persons, ...",35424,27502,21688,19435,16215,8051,5504,6717,4415,5727,,13950047,13615519,12852976,11857484,9654598,8788530,8570782,8681574,7312171,8714846,,732814,658707,572171,520313,469408,452920,453951,442165,387207,509404
850423,"Liquid dielectric transformers, having a power handling capacity > 10.000 kVA",5474,4144,6302,3667,1755,0,2196,1348,7008,5705,,971434,802838,807894,799896,770185,656013,376002,406328,356409,285548,,79901,58674,38886,22718,15830,20196,33989,36251,33925,37894
310559,"Mineral or chemical fertilisers containing the two fertilising elements nitrogen (excluding ...""",0,0,0,0,0,0,0,0,0,5664,,197708,157025,116093,103393,93196,97590,100404,97857,74498,103429,,8909,17578,38362,30528,25875,30359,22644,19608,931,6716
853400,Printed circuits,457,741,825,962,1254,4489,6241,14336,5561,5568,,4278649,5181854,4698052,4335263,4385224,5524185,4995358,4797820,5031472,5789358,,44630,39741,40511,46295,56088,66416,64125,74952,65853,66517
870360,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,23,1498,2239,2042,5529,,0,0,0,0,0,482308,709433,939425,703974,1339762,,0,0,0,0,0,9532,18376,31691,48439,68750
845710,Machining centres for working metal,2232,747,352,469,932,1267,2983,3517,4421,5501,,601905,523880,505314,568571,444678,473472,682205,514495,342109,499379,,37356,20507,16045,15128,21715,29162,29846,31403,30004,43510
870830,"Brakes and servo-brakes and their parts, for tractors, motor vehicles for the transport of ...",8457,6600,6798,8269,5422,4404,4861,5117,5050,5488,,988448,1064188,1132870,962752,993479,909623,942552,813157,610479,680094,,238167,218290,215448,201230,201460,219053,218565,223409,214775,255547
281700,Zinc oxide; zinc peroxide,16,5,46,192,10,248,239,116,15,5463,,34054,41092,49133,44872,43077,73509,94651,81711,56611,82127,,4041,4600,7818,7345,9993,13878,12899,11255,29769,26728
852691,Radio navigational aid apparatus,1403,1056,1478,1707,917,683,690,421,443,5423,,247052,332137,454846,411012,387932,406151,335190,291576,207512,164292,,236629,170570,145646,142593,124281,120526,128028,133810,169396,179025
845811,"Horizontal lathes, incl. turning centres, for removing metal, numerically controlled",4545,1833,687,1405,1561,3046,2587,3931,4919,5400,,591265,571259,595081,470997,398772,497617,729884,584140,403182,606042,,39258,23810,20032,24185,20529,24214,21369,27136,21981,34868
330420,Eye make-up preparations,647,616,1288,1627,2854,3131,5782,3562,3792,5364,,32564,50183,74690,102878,135508,140257,189193,178022,193320,215496,,56352,57152,62657,70368,82433,88364,97580,93954,72694,81439
740990,"Plates, sheets and strip, of copper alloys, of a thickness of > 0,15 mm (excluding copper-zinc ...""",2170,5546,4735,5218,4976,5413,3702,3654,2688,5326,,60905,48003,46959,38074,44210,67871,67228,48225,49162,75793,,2591,6183,4984,5637,5140,5737,4191,4123,2992,5399
870333,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",2177,413,4,0,0,2,0,0,1338,5322,,254601,102082,57837,61647,29091,41467,37261,42067,55262,160394,,2508429,2624124,2621305,2603564,2500042,2363943,2387671,2107909,1927074,2450949
481092,"Multi-ply paper and paperboard, coated on one or both sides with kaolin or other inorganic ...",101,15,677,4669,4227,7671,9939,6088,4671,5290,,90173,133998,183691,214541,255124,321477,402470,375788,294727,330542,,54128,53696,68954,54703,67265,73598,83463,73532,81798,111170
854370,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85",2427,3775,7483,5747,3696,2240,3386,3374,4835,5208,,2701856,4163027,3583937,2762632,706472,734940,969440,1022525,1157688,1172054,,575500,560789,578261,496729,517604,459998,421460,422166,378786,503888
760120,Unwrought aluminium alloys,0,11,0,0,0,0,0,2,695,5104,,123023,162265,189390,155082,189107,296174,519321,444537,629468,924222,,49246,106394,121677,116539,100701,104448,115048,105089,99454,188932
200599,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar, non-frozen ...""",406,434,665,2216,2303,2044,3077,3735,5544,4939,,112285,93126,88336,78982,85405,88500,105532,113022,155455,174250,,47895,67932,71603,64345,66440,70812,69443,73392,91198,80985
850720,Lead acid accumulators (excluding spent and starter batteries),2091,2832,6283,5822,3424,3892,6103,4675,3705,4884,,37783,54093,37254,40805,41412,44575,57226,64891,60998,69633,,160671,156270,169176,170512,172561,194147,194143,181489,172949,196893
290230,Toluene,22025,1477,643,195,1102,4282,4366,4713,21,4862,,1330594,1251643,799563,281595,315366,239234,272862,297403,201543,194979,,31535,12304,16928,10584,8262,6713,6917,11942,1201,8911
381121,Prepared additives for oil lubricants containing petroleum oil or bituminous mineral oil,340,398,847,2385,3710,3489,3582,4086,5044,4859,,19595,24620,23355,25179,28647,36986,34034,33081,31982,54548,,158071,162634,156265,140433,132935,142238,143418,144578,146809,137725
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",5105,2434,5746,4561,4929,3972,7548,8165,4920,4648,,678290,815548,927050,1038905,1093344,1446489,1244358,1173697,929527,1044775,,305217,280318,360676,322543,329914,265347,288698,307551,296332,328704
390950,"Polyurethanes, in primary forms",3094,3482,3392,3420,4389,5868,5630,6523,3901,4636,,213589,241421,241172,243862,269742,324090,371216,347753,307302,376197,,50090,53134,57901,53987,53173,56760,65230,57007,57751,60388
290539,"Diols (excluding ethylene glycol """"ethanediol"""" and propylene glycol """"propane-1,2-diol"""")""""",205,181,261,789,522,600,583,1008,1475,4565,,153177,163318,162537,124934,111691,174509,192860,150335,154810,320332,,9937,9350,7501,7084,5353,6429,7919,7145,6423,11102
291739,"Aromatic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",1455,1382,845,1621,1105,1321,1739,1821,1363,4468,,423175,434038,530433,483878,576864,821158,691008,472341,423506,612358,,10756,7757,8830,8305,8200,10567,11177,8066,7169,14497
390529,"Vinyl acetate copolymers, in primary forms (excluding in aqueous dispersion)",74,1,0,2,0,0,0,83,3068,4442,,930,2840,7437,835,286,91,175,4014,58789,141217,,14087,13481,16681,14693,14612,15453,15903,15027,14283,18946
721030,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",7783,1183,756,1277,643,932,1762,1391,1705,4310,,655422,610027,555813,487543,499608,627107,716611,593121,514036,824497,,19451,8842,12214,9913,6691,8241,6695,5588,4247,9569
121221,"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, fit for human ...",2381,3020,3122,3246,3544,5218,4905,4067,4393,4272,,157018,135089,135830,144469,188384,283380,262678,277313,241621,253713,,16244,19654,19023,21259,18950,26059,24992,22336,22776,22970
731815,"Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. ...",2745,8215,6311,6870,5705,4246,2061,2684,3831,4217,,400672,423451,463762,476200,526050,506607,519346,510458,445507,517028,,229383,218779,219847,203988,179038,228091,247482,244466,224520,274489
870840,"Gear boxes and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",60413,41490,31044,14697,12751,1872,1671,1567,2548,4204,,2528801,3011976,3395026,3625611,3990742,3425281,3484326,3060426,2524373,3102390,,348908,304014,275719,231905,223706,191986,167917,151404,132040,187067
283640,Potassium carbonates,1378,2764,2443,2020,1606,1782,1426,2950,4706,4184,,65489,70503,73730,67416,67331,62486,65444,81476,84111,88288,,2878,3957,3998,4080,3827,4028,3603,5168,6632,7022
392020,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, ...",4321,4714,4619,5308,5344,5009,3822,3086,3541,4089,,214508,233514,263287,239476,246070,234842,241211,230078,204741,249328,,97358,105304,102825,97000,88554,95170,92872,87317,87715,97525
731210,"Stranded wire, ropes and cables, of iron or steel (excluding electrically insulated products ...",8039,10265,6524,5311,3825,4342,5647,5812,4256,4017,,668122,663561,726809,546779,497576,509775,529020,490421,401629,463775,,107055,105901,88208,80672,85557,99763,121694,109605,103635,121179
380891,"Insecticides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",2316,1640,3304,1458,1833,4329,4306,2864,3081,3963,,149668,180819,149826,146608,133190,170633,267908,310726,246799,436590,,100604,110543,113444,99586,135364,143879,102231,98983,115476,150569
