Product code,Product label,China's imports from Germany-Value in 2012,China's imports from Germany-Value in 2013,China's imports from Germany-Value in 2014,China's imports from Germany-Value in 2015,China's imports from Germany-Value in 2016,China's imports from Germany-Value in 2017,China's imports from Germany-Value in 2018,China's imports from Germany-Value in 2019,China's imports from Germany-Value in 2020,China's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
300431,"Medicaments containing insulin but not antibiotics, put up in measured doses """"incl. those ...""",66320,61200,132423,198453,194689,223958,294220,279547,296508,225954,,3817638,5197248,6382323,5427739,4062007,3715590,3208240,2985040,2837955,2670177,,658123,778499,694345,581368,625107,622009,720683,677679,713012,825171
40120,"Milk and cream of a fat content by weight of > 1% but <= 6%, not concentrated nor containing ...",24972,61628,107717,126925,131149,121191,108420,145039,173896,225689,,964637,1109982,1193966,890557,887748,901202,785389,838053,781464,870007,,68040,148890,278782,307766,373620,391509,421165,513266,569470,695367
902710,Gas or smoke analysis apparatus,99494,170904,224220,176696,197722,243289,251784,259155,234942,222469,,1257389,1462203,1545750,1529645,1689581,1998987,2182794,2024595,1817832,1958077,,487732,735727,801835,690630,690903,796259,914394,989638,908687,826888
842119,"Centrifuges, incl. centrifugal dryers (excluding isotope separators, cream separators and clothes ...",182127,169426,143802,164160,122829,160874,172303,186038,192633,222400,,838925,863958,891904,728806,710209,763124,819490,821833,768511,828924,,450217,446062,383517,360672,287038,309805,351962,360629,421280,429573
850153,"AC motors, multi-phase, of an output > 75 kW",153240,195997,195390,139826,107785,96618,109059,118109,133012,221491,,992784,1094907,1034846,780608,681573,711396,821658,842829,909648,884918,,578753,606458,529696,379104,270993,271696,333519,345403,340445,445591
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",181113,205594,224795,195748,199838,236276,225650,199243,209398,220467,,1325690,1486164,1579116,1418534,1413262,1559518,1646943,1541545,1486561,1771867,,1115614,1224215,1345325,1201637,1223501,1341725,1417135,1315666,1317210,1403213
870893,"Clutches and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, ...",90912,116568,197072,142021,183335,173040,234323,185538,204418,219275,,2390303,2620120,3001634,2740816,2844187,2794705,2867119,2523078,2288789,2819471,,365550,489398,648839,619588,760684,821911,931828,673297,634547,692426
870810,"Bumpers and parts thereof for tractors, motor vehicles for the transport of ten or more persons, ...",129892,169230,160388,128052,138480,130642,186251,182943,176827,218509,,1047401,1300363,1389515,1291136,1318774,1477846,1699165,1555013,1273866,1605557,,300559,382708,402979,315653,339022,341050,436164,426736,420354,522754
841459,"Fans (excluding table, floor, wall, window, ceiling or roof fans, with a self-contained electric ...",151124,186378,243144,192973,193834,187169,217744,213476,199062,211648,,2027751,2266635,2382891,2115695,2170027,2394681,2731627,2669987,2471658,2793017,,937607,1071143,1094738,947554,913262,971193,1068877,1041903,1062529,1152546
850152,"AC motors, multi-phase, of an output > 750 W but <= 75 kW",152394,178530,216397,208792,182530,188211,187288,151966,152515,210497,,1716763,1763621,1903908,1567007,1596444,1808664,1990980,1851028,1765622,2291649,,496472,542026,710704,593591,544780,567069,553192,455287,504690,686030
901839,"Needles, catheters, cannulae and the like, used in medical, surgical, dental or veterinary ...",34124,34263,48631,49037,66838,85905,113016,148760,151014,209602,,1322450,1804918,1884287,1781958,1931623,2135512,2351625,2466286,2460418,2676858,,808288,938836,1062257,1121529,1316377,1471134,1842757,2218041,1918380,2178391
854129,Transistors with a dissipation rate >= 1 W (excluding photosensitive transistors),11785,12752,19267,22018,32618,49935,83976,95177,128617,208725,,556276,715317,1053820,1191542,1362435,1696912,1938375,1986974,1914800,2291604,,3385736,5264662,5015931,4911059,4709921,4825179,5601842,5851489,6649241,7923929
841490,"Parts of: air or vacuum pumps, air or other gas compressors, fans and ventilating or recycling ...",157946,183450,190739,169962,176019,198841,248346,245171,230143,207963,,1426403,1391301,1521428,1292719,1355991,1487646,1585875,1382387,1267190,1366650,,1009602,1082840,1152045,1056466,1190175,1401111,1492017,1371566,1271771,1366497
902214,"Apparatus based on the use of X-rays, for medical, surgical or veterinary uses (excluding for ...",274958,305655,233083,194854,183684,183540,177812,236239,262759,207479,,1626216,1566830,1460174,1433659,1301712,1379285,1448120,1583752,1548865,1589593,,966348,941058,986293,907669,909499,886265,985435,1078055,1145528,1139968
330499,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), ...",12488,24180,25420,35370,45086,71706,167855,169010,200731,207136,,2030691,2095049,2138800,1933781,2062024,2302306,2683029,2690511,2517301,2869905,,999917,1123503,1923142,2721208,3580664,5078685,8824071,11714719,15889177,16977906
390950,"Polyurethanes, in primary forms",83425,97626,140602,117349,166333,219466,194996,161433,179294,203650,,1270378,1380328,1458058,1308764,1400566,1617527,1709888,1537406,1446058,1860727,,534085,591431,607566,532678,601581,725013,793541,742061,715553,826892
841350,"Reciprocating positive displacement pumps for liquids, power-driven (excluding those of subheading ...",198245,181507,217565,153742,169842,205500,217307,221375,198883,202003,,1935767,1830677,1785272,1505258,1531658,1777411,2130426,2208939,1920684,2315341,,789368,782524,896477,763159,662873,784423,980691,936242,914468,984381
842890,"Machinery for lifting, handling, loading or unloading, n.e.s.",297915,348925,343480,347574,182136,321261,324680,356364,229411,196662,,1724864,1707466,1802102,1679380,1741801,2061877,2449036,2587402,2216741,2625141,,1086751,1075097,1375012,1342050,1073151,1364737,1491285,1436512,1078802,1077864
850490,"Parts of electrical transformers and inductors, n.e.s.",176573,172287,159572,122866,129399,140519,159952,130416,155015,195037,,1520577,1283840,1144297,909617,840809,930975,1173938,926572,881764,958842,,1655583,3127141,1454918,1203274,1080865,1195465,1229533,1079224,1110037,1112530
854449,"Electric conductors, for a voltage <= 1.000 V, insulated, not fitted with connectors, n.e.s.",148347,165266,192520,177155,185911,195734,231478,185182,167032,194252,,2392185,2473278,2386859,2096044,2060302,2404769,2699909,2415358,2262790,2991929,,1740278,1727108,1845543,1651903,1475613,1486954,1581197,1404124,1281860,1416917
271019,"Medium oils and preparations, of petroleum or bituminous minerals, not containing biodiesel, ...",110675,135865,157949,138192,167355,195009,208052,159887,177180,194160,,11077530,11744069,11926461,7920472,6560835,6963156,8062675,7597789,5859272,8883211,,29566479,25827759,19555177,10372520,7651643,10310975,14230610,12799204,8312125,10342110
842489,"Mechanical appliances, whether or not hand-operated, for projecting, dispersing or spraying ...",281854,201260,300785,230327,209088,247879,294376,195572,170002,188188,,1153944,1074320,1104472,965219,986343,1242967,1385667,1252719,1211110,1376466,,843129,770523,900036,813285,730761,923772,948627,888866,803573,803000
903120,"Test benches for motors, generators, pumps, etc.",174182,198284,193147,196895,174016,224206,268370,173463,228882,185422,,699442,689355,717912,669667,695623,822740,811409,745992,636226,581405,,466715,458835,489352,549138,434980,606574,630520,551912,541254,427914
841370,"Centrifugal pumps, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",148782,200599,218744,121266,121981,112346,151793,155804,123155,181571,,2192224,2422737,2322748,1798550,1726886,1852636,1913348,1839572,1868641,2175457,,888785,1007302,947583,749063,764916,707440,877652,903555,756406,1005653
848210,Ball bearings,165190,153864,178182,155907,140148,171273,169078,139120,145549,180445,,1605056,1717802,1731956,1479992,1516949,1728846,1869400,1691939,1569043,1922480,,1263807,1280487,1435215,1297825,1293878,1528331,1553464,1435217,1557253,1970572
841410,Vacuum pumps,129053,151924,154198,108279,102693,124350,145880,151339,158376,180072,,952360,1014656,1030320,936812,913116,1011061,1150993,1043140,959652,1098934,,349437,509231,528327,589837,559171,722905,1042141,866789,809293,967016
846140,"Gear cutting, gear grinding or gear finishing machines, for working metals, metal carbides ...",195392,182984,132690,111048,186770,159983,237643,183217,145979,179577,,689093,548477,482301,400659,433894,504244,563418,514530,349625,435708,,359539,372599,271040,237715,309820,316967,417692,346716,223983,283438
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...,240562,210697,264074,207498,141528,147617,150016,171722,154930,178230,,3483804,3623803,4637208,4534155,4300952,4228754,4549779,4930231,5384905,6640219,,846546,1011798,1102923,893041,856455,956236,1223127,1774921,1408414,1402801
902131,Artificial joints for orthopaedic purposes,46847,67297,77675,91035,91922,105806,135969,165911,154484,172312,,1001592,1188505,1455179,1300793,1262214,1193389,1153026,1023798,839988,1017176,,201727,257983,322571,327957,345148,403767,478823,560534,519384,558585
850131,"DC motors of an output > 37,5 W but <= 750 W and DC generators of an output <= 750 W (excl. ...",97115,120031,166223,149425,147744,148229,159311,148560,179289,171912,,894504,1001130,1054048,1148847,1417063,1579449,1746085,1648152,1599512,1821305,,528383,582337,627541,578228,595719,703828,824749,892113,957518,1033878
300660,"Chemical contraceptive preparations based on hormones, prostaglandins, thromboxanes, leukotrienes, ...",13394,20848,12665,27813,25783,36247,59994,93883,105284,165246,,1047531,901430,921746,747948,752307,760248,722340,807970,768310,976542,,32256,56742,42616,48559,74161,76746,102661,143888,161267,234827
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",81156,111219,138314,84898,104686,150459,163933,137583,139170,164623,,597870,668083,736839,652422,682026,769428,835969,757484,719234,858737,,638317,712701,765711,680060,680954,791984,839502,776985,758720,856504
391000,Silicones in primary forms,122520,138923,152500,124730,134573,152114,177768,171941,179847,163731,,0,0,0,0,0,0,0,0,0,0,,748764,763118,756913,713283,691512,756901,826839,842419,817507,847427
350691,Adhesives based on polymers of heading 3901 to 3913 or on rubber (excluding products suitable ...,65238,86110,112073,104760,108848,126591,139011,115185,166575,163219,,1339833,1418743,1524868,1330425,1331186,1516301,1641790,1546394,1558570,1861434,,1533795,1514348,1550464,1489957,1529704,1761496,1803045,1780427,1779865,1825074
902750,"Instruments and apparatus for physical or chemical analysis, using UV, visible or IR optical ...",82012,110265,134525,145129,150321,159821,178383,208729,197978,161961,,1370920,1496321,1563646,1358023,1433909,1596063,1756756,1731057,1738895,1950000,,919979,1080656,1182647,1242404,1411219,1575495,1740751,1837488,2343955,1990876
902219,"Apparatus based on the use of X-rays (other than for medical, surgical, dental or veterinary ...",123034,141206,153084,132561,128969,149502,177105,188406,182163,160807,,595347,656474,602784,516080,513837,572635,589789,557913,460260,493471,,412995,402207,415109,387613,413483,494406,619121,558788,584448,587862
847740,Vacuum-moulding machines and other thermoforming machines for working rubber or plastics,53090,85549,64493,42614,51255,63621,60047,102972,127741,159768,,254699,238563,216139,218310,224355,272849,262374,231465,151821,163097,,196021,215074,192910,136436,171980,285511,296474,324770,346746,396617
841229,Hydraulic power engines and motors (excluding hydraulic turbines and water wheels of heading ...,137969,138488,132002,83634,101774,143545,172784,147407,162400,159185,,687289,642693,680444,524660,586550,810784,1052661,1091225,768236,790805,,766667,602296,607173,509638,424765,601201,737839,741147,698072,691733
854233,Electronic integrated circuits as amplifiers,389139,392206,74745,65025,50131,55478,101524,120660,147146,158720,,340143,363866,371405,412023,432667,463067,475039,384755,387280,521793,,9183882,19607941,8995714,11167827,10391154,9536688,9784932,9678006,12342977,14021411
846693,"Parts and accessories for machine tools for working metal by removing material, n.e.s.",97453,91555,140728,115940,85369,125347,144294,130665,136778,158024,,1257834,1249856,1387258,1212412,1229323,1363731,1461976,1311386,1080052,1274079,,786759,635745,850927,666812,598480,777111,837044,643155,688776,890463
830210,"Hinges of all kinds, of base metal",66645,73625,93905,80001,91570,107741,125801,134211,136219,156931,,755253,773712,830359,732546,759788,856511,984641,978474,989933,1120633,,193039,191612,224070,187870,229945,256002,296052,310446,339568,434101
902290,"X-ray generators other than X-ray tubes, high tension generators, control panels and desks, ...",99127,107580,116062,122739,119889,128140,141939,170965,159008,156618,,1429092,1432593,1602854,1320673,1422548,1637643,1721561,1498954,1369560,1493193,,554846,570010,635520,626903,651434,659222,720366,755544,820716,830365
841520,"Air conditioning machines of a kind used for persons, in motor vehicles",76573,108740,138841,116332,85897,98459,98429,98194,116899,155675,,276801,237754,167338,133745,182872,285266,365993,390299,365496,397972,,99877,127640,159092,138210,125384,143989,157495,166546,198716,225142
854140,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in ...",48100,31258,44208,44666,102837,139047,134863,124646,105085,153707,,4697319,3603488,3156490,3150110,2832471,2731732,2644341,2469548,2423506,3037043,,7865758,8994113,10402963,11853627,9185276,9271908,9195974,7158831,7246759,8442203
850110,"Motors of an output <= 37,5 W",95053,117922,112203,109575,115041,146223,164018,136857,144101,147251,,1407892,1481726,1644498,1276344,1261461,1403175,1503287,1504317,1299511,1459167,,2119303,2082329,1899984,1789856,1667572,1640111,1598485,1439610,1411744,1498104
902610,Instruments and apparatus for measuring or checking the flow or level of liquids (excluding ...,113530,121500,131728,124866,106876,111427,144264,150222,140093,146498,,952943,1032821,1047162,932641,943894,1098772,1262994,1250913,1110059,1283826,,481650,510447,527067,515825,443179,463043,561320,530072,498009,551584
870423,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",537601,395566,175326,81898,49733,90946,308291,514976,547509,144793,,3954178,4024896,3581334,3063433,3197884,3282674,3831606,3655211,3056181,2863315,,1326060,596642,247093,128899,84898,163810,431399,782492,932717,329776
381800,"Chemical elements and compounds doped for use in electronics, in the form of discs, wafers, ...",242153,49921,69102,65637,74180,92122,82944,57240,107526,141651,,825520,772008,808622,768932,800389,967787,1083592,842087,828796,1009742,,1634701,1166212,1192619,1032086,1109251,1340573,1872720,2103836,2233424,2543258
