Product code,Product label,"Germany's imports from Taipei, Chinese-Value in 2012","Germany's imports from Taipei, Chinese-Value in 2013","Germany's imports from Taipei, Chinese-Value in 2014","Germany's imports from Taipei, Chinese-Value in 2015","Germany's imports from Taipei, Chinese-Value in 2016","Germany's imports from Taipei, Chinese-Value in 2017","Germany's imports from Taipei, Chinese-Value in 2018","Germany's imports from Taipei, Chinese-Value in 2019","Germany's imports from Taipei, Chinese-Value in 2020","Germany's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
820790,"Interchangeable tools for hand tools, whether or not power-operated, or for machine tools, ...",14494,14215,14746,15177,18805,20079,19146,18723,17297,22347,,58707,71756,79531,76773,73637,93071,91341,103113,105084,121872,,230013,240659,261663,250404,262560,269860,302416,288497,264560,330007
721933,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",27338,31694,59334,2211,12480,10863,17550,9592,11242,21693,,749055,708956,828559,501733,502131,616373,616153,490308,389134,882179,,727308,801826,1016428,946945,864639,1084397,1160336,1010260,885705,1444339
391910,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, in ...",12346,12269,17564,17891,16964,19942,18102,16212,18342,21508,,154088,144442,140400,132887,138109,150182,200513,178341,170602,185297,,507463,515071,546191,501543,496900,518232,568643,550850,540930,670688
850720,Lead acid accumulators (excluding spent and starter batteries),10953,7937,9939,12093,14592,22903,18629,21333,20135,21444,,229664,200351,197798,195411,188473,195944,233604,226617,189767,207211,,408962,398234,476697,435227,503560,525360,597982,555834,501199,669335
820730,"Interchangeable tools for pressing, stamping or punching",13882,14963,18827,17041,17273,23046,20055,15122,12764,21425,,143384,173897,183084,192105,155650,175212,171426,148433,146113,176310,,561966,548278,577843,561197,549249,673794,633413,630095,484227,606664
830242,"Base metal mountings, fittings and similar articles suitable for furniture (excluding locks ...",19170,18813,19650,21038,22761,23897,21723,19366,17434,21365,,242976,243381,254714,243881,238019,235772,244401,236791,222511,289679,,649427,657123,674069,626808,657923,718821,732367,705683,724256,890101
840999,"Parts suitable for use solely or principally with compression-ignition internal combustion ...""",7798,10278,12623,10711,12256,14441,19007,16917,15075,21057,,87248,84802,77963,81949,76991,83423,90620,80052,69189,87995,,3818469,3675550,3932631,3337936,3499906,3685295,4041239,3700733,2925090,3612638
871495,Saddles for cycles (excluding for motorcycles),8938,8168,7562,8830,8609,8858,10080,11722,14510,21030,,25167,24430,26995,34611,28284,32934,36471,38858,44144,59218,,38877,39808,42128,39489,36602,37285,40429,40916,50026,72205
853890,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ...",17078,20136,19243,21620,33117,41135,46688,49866,22054,20895,,517672,487128,525803,481171,495108,555329,562050,517586,539640,746378,,1747576,1811962,1930279,1598143,1723315,2067773,2328760,2109560,1881000,2316164
901890,"Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.",16508,16209,18778,15908,20044,26882,22103,18991,21996,19966,,191732,209715,223686,228272,247766,254745,289209,316675,335198,395279,,3425792,3792639,3982430,3529437,3671361,3847111,4234192,4295513,4388997,4389275
820600,"Sets of two or more tools of heading 8202 to 8205, put up in sets for retail sale",21756,17068,20762,15042,9751,11027,10683,11156,13949,19598,,120983,122857,130148,146729,161721,179516,202944,255707,245472,290871,,89481,78475,95135,92052,96304,99108,126151,114012,115063,136940
870192,"Tractors, of an engine power > 18 kW but <= 37 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,6863,11296,9308,19428,19502,,0,0,0,0,0,7,23,14,0,30,,0,0,0,0,0,77447,109666,111704,134913,164469
847190,"Magnetic or optical readers, machines for transcribing data onto data media in coded form and ...",24142,27210,33902,26143,28071,26200,24949,20281,17291,19093,,175365,185827,205308,206566,219481,193835,207901,261571,283297,387201,,736928,675883,654148,501888,512276,590555,664024,585191,649555,721445
930400,"Spring, air or gas guns and pistols, truncheons and other non-firearms (excluding swords, cutlasses, ...",7555,10771,9622,9133,12984,8191,11859,11985,15720,18994,,13646,18815,40394,43508,45167,48824,60698,69879,105432,159129,,25887,26184,25749,26446,34267,25076,32139,28907,33793,39488
731819,"Threaded articles, of iron or steel, n.e.s.",11823,11676,12030,13894,12666,13455,14789,16408,13869,18794,,98494,87090,94105,91642,91250,90134,94075,86666,76535,99848,,191952,196888,226271,212788,234256,242748,271352,264312,227738,282228
390740,"Polycarbonates, in primary forms",3595,7872,11021,7072,9516,14558,13798,10531,10067,18732,,616360,674293,730584,727236,693239,971708,1121821,828877,753553,1421293,,504844,481947,495334,401713,377316,500005,543994,409354,400936,562325
401150,"New pneumatic tyres, of rubber, of a kind used for bicycles",4266,3508,3317,4413,4601,5064,8542,7354,9389,18454,,64926,63072,67120,67160,64729,59677,73772,69410,81236,133485,,92655,99053,107719,111242,99982,99549,109003,85261,86253,134326
950631,"Golf clubs, complete",200,19,188,13,14,54,41,71,69,18219,,12621,38543,46724,41188,35031,42461,29190,47103,52459,75323,,25221,23828,27698,25457,25125,24014,24811,26320,26229,99298
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",10063,6720,44926,46326,53141,14885,16445,13008,8029,17765,,148099,146502,264539,285792,416033,345012,340500,313888,327199,483655,,1662236,1762464,2076648,1921558,1940125,1639466,1841496,1822589,1589509,1797277
851770,"Parts of telephone sets, telephones for cellular networks or for other wireless networks and ...",17764,15651,21185,10356,14522,14216,13418,11642,14465,17249,,3006708,3050632,2988827,2069868,1689764,1965414,1659108,1919649,2046042,2186394,,1468282,1436564,1450053,1527710,1358589,1244008,1163487,910309,947521,919715
848420,Mechanical seals,20602,21262,23524,19751,19175,20603,16331,12676,10669,16535,,8660,6203,6275,6973,7944,14376,20953,26875,34711,36262,,250026,281633,321851,267989,283553,323698,331152,286348,242163,294930
830140,Locks of base metal (excluding padlocks and locks for motor vehicles or furniture),6642,9626,10908,10274,8532,8843,14509,13988,14504,16347,,201528,226671,241642,252929,254061,276412,313949,332167,360201,428780,,177261,187210,214736,217034,217497,228043,253408,256155,251914,320419
401110,"New pneumatic tyres, of rubber, of a kind used for motor cars, incl. station wagons and racing ...",9961,9487,10982,9261,10781,12946,13144,13185,13204,16346,,704201,690808,653761,609900,556459,612808,578436,618706,598002,479051,,4889352,4830880,4779755,4053620,4260375,4408375,4677711,4227580,3799981,4324695
846693,"Parts and accessories for machine tools for working metal by removing material, n.e.s.",10845,15265,13969,11543,9460,10005,11678,11245,15154,16319,,514232,452044,532513,498791,493698,622634,660335,514525,480911,711251,,721983,672902,739216,655156,657594,660566,791171,720679,520688,693505
848690,Parts and accessories for machines and apparatus of a kind used solely or principally for the ...,9662,8685,8576,6073,5393,11368,10443,8003,9100,15921,,375306,430743,538692,515211,750482,949003,1268345,1265667,1526325,1837047,,600200,542421,529211,436888,443716,535486,595028,561119,555299,737390
950300,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ...""",24626,23911,28522,21274,15536,11345,10098,15551,11741,15893,,467625,391288,380276,323860,310795,307677,322701,297230,348065,409625,,2558835,2685958,2927524,2821532,2946468,3106506,3370358,3345220,3439434,4068071
902780,"Instruments and apparatus for physical or chemical analysis, or for measuring or checking viscosity, ...",7597,5311,5774,6117,7701,8396,9700,12755,13140,15625,,147880,138449,129658,132591,138991,134173,333692,253060,219943,228099,,850580,825450,954039,876471,921636,1076778,975603,818627,993020,1149398
630392,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres (excluding ...",14709,17665,20357,14615,14531,17243,19070,28304,27037,15458,,37923,43580,49907,40959,55950,62307,52854,69482,88699,81800,,275984,300156,345745,301885,319250,323094,334820,352250,372555,394170
401699,"Articles of vulcanised rubber (excluding hard rubber), n.e.s.",9548,12082,12856,11342,12175,11694,10906,10886,10202,15215,,86133,83012,85910,79244,80325,92753,103138,97007,101911,132536,,1354654,1446842,1544451,1322903,1369014,1515990,1631178,1507320,1370634,1668306
820320,"Pliers, incl. cutting pliers, pincers and tweezers for non-medical use and similar hand tools, ...",11557,10547,12357,10671,10570,11372,11995,12196,11984,15210,,79436,77172,85115,86935,85724,92331,95659,93134,88333,114110,,86650,87928,98328,93607,99703,109786,122110,118592,121693,150312
900211,"Objective lenses for cameras, projectors or photographic enlargers or reducers",14941,11403,9990,8388,8066,8145,9169,10493,10877,14740,,451306,314792,254892,232673,202997,222612,201752,186423,185631,217940,,550369,511867,596666,509771,445234,499444,558577,583130,537511,627473
903149,"Optical instruments, appliances and machines for measuring or checking, not elsewhere specified ...",7384,4915,8200,11807,9977,12989,13334,16055,14029,14711,,206618,177641,212041,206424,260756,345070,432091,427962,451737,573588,,409191,402276,449370,456935,536303,596463,733332,724796,674513,906177
550320,"Staple fibres of polyesters, not carded, combed or otherwise processed for spinning",49846,47039,36982,29334,23269,26626,27033,17975,12565,14490,,690982,624421,573205,450651,426362,457101,489054,363487,282928,322187,,388964,404582,399638,331275,296216,301352,314940,274785,225233,287665
848340,"Gears and gearing for machinery (excluding toothed wheels, chain sprockets and other transmission ...",9654,9964,12231,13751,11456,14681,22169,15529,9502,14489,,644886,658172,801859,745274,721008,995402,1368697,964232,1067195,1554675,,1066738,1064023,1271401,1060275,1110505,1164641,1258881,1163018,1000362,1144991
722619,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,6,0,0,84,474,3591,16392,12739,14463,,11257,9429,7114,7731,10235,12209,10293,9917,9624,11559,,16619,24335,26170,28699,22721,25107,31304,44486,44143,74028
847989,"Machines and mechanical appliances, n.e.s.",11052,11783,14834,12555,13014,11970,12894,16301,13638,14122,,739621,639352,602997,561314,542396,699909,774121,678237,703675,767295,,1662788,1807227,2164793,1924303,2207646,2434856,2912986,2923924,2939610,2932886
852910,"Aerials and aerial reflectors of all kinds; parts suitable for use therewith, n.e.s.",4921,6205,5657,8484,8162,14079,12431,9152,10081,14121,,296795,250800,235811,287715,270550,300579,270074,274224,250329,299526,,359176,324699,332400,308324,370299,401663,406561,381655,324308,356824
841420,Hand-operated or foot-operated air pumps,6696,6078,6518,6845,6991,7368,8204,7666,11325,13975,,49645,44226,50879,53743,48873,52555,53969,54002,64558,81174,,29095,31514,31400,27140,25690,26216,28914,30338,38119,43532
840991,Parts suitable for use solely or principally with spark-ignition internal combustion piston ...,4806,7546,11033,6750,6452,7354,6620,8485,10193,13434,,123061,85638,98205,80616,74727,84799,91225,94541,83614,123061,,2868233,2885354,3266007,2860370,2816989,2924777,3136240,3030646,2642402,2942966
721934,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",10076,13667,22270,1171,5533,7549,9367,6574,5116,13263,,658094,677425,687909,472295,520811,661971,662742,524117,436452,778384,,431169,442126,620540,539425,514917,596506,643211,561396,511130,863262
741021,"Refined copper foil, backed, of a thickness """"excluding any backing"""" of <= 0,15 mm (excluding ...""",15307,17678,16694,12424,11096,11387,11730,9054,8436,13194,,698158,759133,765267,688115,730513,915211,941719,970107,1002505,1190522,,70995,66682,67988,51052,56365,62583,64022,55372,49954,70367
291532,Vinyl acetate,4061,2104,10058,15818,8672,17794,32697,23088,8053,13148,,273165,225493,287062,202066,224056,286052,304569,251818,172049,448268,,105052,159170,240004,231677,173197,186479,221585,172707,162012,300180
910212,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with ...",68,23,34,5108,1812,466,127,427,6165,12910,,3305,3615,3988,31869,87091,9033,3624,19840,5160,6724,,79843,77244,76885,118971,57829,53580,68645,96450,229812,282736
870193,"Tractors, of an engine power > 37 kW but <= 75 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,3363,4019,3783,9814,12890,,0,0,0,0,0,70,7,10,0,25,,0,0,0,0,0,245627,347800,366811,314827,341872
901920,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic ...",2388,2867,3636,2826,2822,3412,6467,4565,14406,12665,,12743,15147,18403,19475,24789,29044,37982,31303,42991,34165,,413945,437237,491059,430880,448630,441910,465072,469321,736105,627551
391990,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether ...",8426,8383,8773,8563,8274,9446,10607,10056,11048,12633,,887332,848040,803322,645085,591482,819329,875504,806811,667260,797822,,717227,726784,777309,695665,710670,703146,731492,709730,712369,848776
870310,Vehicles for the transport of persons on snow; golf cars and similar vehicles,9065,11643,13365,12002,16133,23979,21884,26416,14426,12423,,442,187,74,35,20,221,73,9191,32094,28884,,43765,42177,55666,28435,31369,43390,39832,45915,38360,44947
846719,"Pneumatic tools for working in the hand, non-rotary type",8228,9875,9449,8929,9665,10251,10533,10848,9929,12401,,205355,189818,209817,250571,258515,264437,269149,265143,299518,371689,,32772,33408,33855,30749,30692,32853,37231,34107,36180,41254
721070,"Flat products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",7690,4317,2926,366,528,8789,14092,16079,7721,12327,,444828,393512,470460,390618,368166,397633,401610,325138,281731,571844,,598771,604748,567424,457660,444870,517631,559611,529156,507495,769523
903082,Instruments and apparatus for measuring or checking semiconductor wafers or devices,6125,489,824,3958,222,1248,431,170,1793,12240,,203741,210531,280813,309919,263688,431740,453522,231720,339934,452849,,120965,114676,115476,101732,82098,121284,127714,111972,93226,156616
870840,"Gear boxes and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",7468,7784,7094,7630,7318,8696,10515,9139,8181,12215,,31178,32391,41469,52278,66694,77851,87593,75082,65106,85163,,3788189,4076785,3987738,4136149,5082605,7112525,7609645,6397699,5156416,5495815
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",6899,8000,14223,11381,10093,12698,12940,15924,12376,12173,,181359,167816,193106,170365,174682,118957,122416,111098,109030,154811,,1256782,1382225,1604704,1246283,1179281,1286702,1599191,1613098,1537057,1706428
700910,"Rear-view mirrors, whether or not framed, for vehicles",6688,8975,7804,6658,6195,7047,6676,7540,8323,12092,,163423,179717,197996,184715,178139,189120,185969,183627,172530,218133,,653020,769181,892994,581793,706767,835468,830664,753835,629597,630602
400219,"Styrene-butadiene rubber """"SBR""""; carboxylated styrene-butadiene rubber """"XSBR"""", in primary ...""",6063,12624,12142,7683,10115,13755,15092,14228,10295,12082,,666907,575487,461958,372638,353179,454553,502229,474447,386137,466602,,449033,399299,375172,290964,282835,371101,372386,329199,257607,345036
