Product code,Product label,"Saudi Arabia's imports from Korea, Republic of-Value in 2012","Saudi Arabia's imports from Korea, Republic of-Value in 2013","Saudi Arabia's imports from Korea, Republic of-Value in 2014","Saudi Arabia's imports from Korea, Republic of-Value in 2015","Saudi Arabia's imports from Korea, Republic of-Value in 2016","Saudi Arabia's imports from Korea, Republic of-Value in 2017","Saudi Arabia's imports from Korea, Republic of-Value in 2018","Saudi Arabia's imports from Korea, Republic of-Value in 2019","Saudi Arabia's imports from Korea, Republic of-Value in 2020","Saudi Arabia's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
854460,"Electric conductors, for a voltage > 1.000 V, insulated, n.e.s.",87271,199078,265959,202488,124816,2027,46360,19884,6164,5804,,751346,652252,924803,623394,512492,589470,710466,543640,594628,682593,,382045,531004,615849,582503,415202,139644,149654,112879,81573,130503
392190,"Plates, sheets, film, foil and strip, of plastics, reinforced, laminated, supported or similarly ...",2681,4398,5167,5144,5813,5323,5351,4356,3955,5802,,834100,839835,864639,740536,691033,679498,682804,656627,617024,670458,,76779,79340,72261,84108,82321,73458,77316,67855,65384,103357
851769,"Apparatus for the transmission or reception of voice, images or other data, incl. apparatus ...",3469,1701,109,366,749,3703,3083,3912,5451,5740,,60334,49259,51963,33395,37944,44034,34750,30869,22331,25975,,76915,18910,29768,84808,62317,53588,39972,38268,63033,47510
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.",10531,16981,13157,37351,3600,4469,4094,5402,4817,5590,,320232,370346,392858,371470,401141,363432,431109,452531,451811,521400,,170647,192234,211575,272699,149127,160617,148323,200297,135612,167214
540752,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",12559,16422,16030,18264,16899,16483,18607,32374,10820,5465,,208912,223288,228626,200697,197064,169429,162565,147346,108242,127297,,69236,59862,60145,54606,77463,95976,115393,222786,111637,96877
721632,"I sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",132921,72364,55137,39300,35382,13253,15156,13041,13733,5437,,2053,4258,22322,3898,3595,10457,20801,14023,12800,2882,,244918,143004,106655,77624,66521,32366,34754,47660,37845,34518
760200,"Waste and scrap, of aluminium (excluding slags, scale and the like from iron and steel production, ...",0,0,0,301,0,323,5329,12382,15930,5298,,13839,13177,11850,10823,15210,15146,21546,33861,33141,49611,,161,100,223,29099,18397,37850,110071,136415,167536,117781
870210,"Motor vehicles for the transport of >= 10 persons, incl. driver, with compression-ignition ...""",14850,16033,22764,28887,18271,10070,11240,26295,8530,5176,,990429,839129,698206,737684,641821,702317,618696,653029,290990,346719,,382626,363378,371750,273788,238148,251724,377751,657391,528968,88849
390740,"Polycarbonates, in primary forms",522,339,82,119,122,1145,594,446,2624,5158,,1177209,1290492,1342616,1386987,1368123,1572327,1778793,1386634,1453770,2346756,,40500,24601,16376,23932,32483,28438,30709,18770,26935,28686
722619,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",5086,2870,13979,11590,5682,3556,1536,2844,2305,5146,,5720,3035,4423,6462,4722,7504,5664,7043,5568,10299,,11993,5612,19880,14191,6056,4097,2792,4106,3753,8472
853590,"Electrical apparatus for switching or protecting electrical circuits, or for making connections ...",11907,24135,37369,50946,24222,14118,13513,3657,10437,5059,,141630,141185,158478,142970,136977,142577,128908,111247,110152,102019,,116105,160536,194094,251174,192195,95463,68077,71111,103919,122940
720917,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",2816,1360,931,946,566,1216,678,3089,1846,4921,,2043101,1721115,1716186,1248093,1099807,1343917,1405054,1315438,1136114,1664499,,20649,24511,16716,18709,8717,12788,14862,39506,49898,65694
761090,"Structures and parts of structures, of aluminium, n.e.s., and plates, rods, profiles, tubes ...",1898,639,4255,172,2538,6424,4074,7047,6079,4897,,93673,90716,114846,128116,122633,114526,206848,166487,110994,131314,,227332,219805,130550,66805,49823,63080,57946,109296,111876,107704
841451,"Table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an ...",2424,2891,4901,2904,5259,4216,2715,6550,7477,4799,,10826,14367,13060,12729,11263,11713,11558,15151,14246,11933,,38304,38335,43307,42606,47113,24449,20608,41685,82222,75370
730729,"Tube or pipe fittings of stainless steel (excluding cast products, flanges, threaded elbows, ...",7795,8886,14543,6813,5845,3103,5099,2385,1769,4766,,112884,112040,115786,130520,114881,124507,147176,147075,121890,159223,,102910,135442,176821,82550,60456,51253,48327,36162,34122,68328
730723,Butt welding tube or pipe fittings of stainless steel (excluding cast products),449,1158,1894,3275,726,6049,8075,3203,3992,4720,,118084,122851,103106,88696,70784,75939,73342,87137,90848,105882,,4478,10050,8086,13276,6011,13287,16025,12530,54941,45001
847330,Parts and accessories of automatic data-processing machines or for other machines of heading ...,11123,2369,2788,3158,1851,1993,2081,2604,1669,4616,,3374821,4351604,5679190,5424100,4143295,7481776,12046739,11307539,13210367,15075179,,393919,268516,259012,218154,118377,86952,108183,133169,159764,221864
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",2238,2085,1587,2088,1827,1708,1426,2178,4126,4571,,73089,140905,193287,215568,237393,256208,289012,264619,236318,207276,,34315,45331,48184,56434,44759,47365,57687,72161,86961,103128
481019,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",13382,9525,5348,3886,5299,6716,8525,8285,5987,4530,,1182100,1177544,1015781,882165,778027,731120,740000,665101,473295,499968,,165033,154307,122179,49020,39639,61213,69844,58817,48716,62809
850440,Static converters,1476,2570,1061,2137,1884,1795,1522,987,3031,4467,,825144,629962,609623,590316,564278,642611,751976,715934,792460,1005992,,122405,156245,200685,170603,141330,151465,182081,161181,174388,261263
291735,Phthalic anhydride,43167,33836,20837,15707,5318,5684,7122,4581,4572,4454,,266429,249894,210331,142579,144469,165485,185564,161906,126703,155486,,66321,60207,53954,39966,22999,34696,32839,25467,21702,39516
901812,Ultrasonic scanning apparatus,5479,4867,3244,5344,4855,5308,5230,6380,5403,4385,,420978,457050,468139,462686,478375,615883,689581,666717,580119,696123,,26195,24798,25720,29759,20216,26451,19702,27718,18974,18883
390529,"Vinyl acetate copolymers, in primary forms (excluding in aqueous dispersion)",230,266,66,136,0,0,96,0,0,4378,,930,2840,7437,835,286,91,175,4014,58789,141217,,16328,15210,13089,5429,4679,5142,5687,4132,6289,10710
840991,Parts suitable for use solely or principally with spark-ignition internal combustion piston ...,5687,8514,12950,8976,8586,3779,4041,4160,3531,4361,,1118574,1341762,1389537,1309271,1217012,1197443,1272251,1294301,954459,1254926,,196301,209308,300815,221027,158949,112558,97665,100156,95659,103146
281512,"Sodium hydroxide """"caustic soda"""" in aqueous solution """"soda lye or liquid soda""""""""",0,1604,0,3466,0,0,0,85,234,4314,,147502,153909,153183,152408,141051,180334,184588,118513,131058,166365,,503,2956,387,9379,945,9572,6201,8567,10398,76113
842810,Lifts and skip hoists,14780,19679,6860,11661,7896,10355,3960,3253,4501,4278,,168485,159288,152836,150589,142620,168216,141361,124046,86661,91195,,170384,203916,211511,190316,168194,172444,170553,117250,108591,113168
390810,"Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",298,365,660,219,128,213,18,137,1525,4250,,472579,484850,525331,478279,432140,514346,530911,358399,271406,401232,,13766,12702,14814,12917,10654,13451,12810,10604,37435,40861
721061,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",16773,12914,15415,10078,9593,6008,6018,5257,6095,4200,,453391,403181,397031,342296,336365,388965,509270,425809,380671,595330,,18738,16864,19971,15139,15859,8228,10610,7885,9349,17773
300215,"Immunological products, put up in measured doses or in forms or packings for retail sale (excl. ...",0,0,0,0,0,0,0,0,0,4189,,0,0,0,0,0,798434,779798,702045,2566862,3938618,,0,0,0,0,0,0,0,0,0,306772
870891,"Radiators and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",3719,3856,3269,4825,3398,2945,2237,3456,4187,4183,,75264,88143,93276,76530,84220,85330,90550,66932,50633,60655,,58284,63564,67945,77746,50239,45229,32757,41920,47173,50461
842720,"Self-propelled trucks fitted with lifting or handling equipment, non-powered by an electric ...",19615,28382,20154,11145,7203,5043,5230,6054,4692,4144,,542161,512990,404413,380682,358452,414808,558363,515053,352053,527466,,208825,218750,246659,210378,96597,67668,63447,85591,83427,81590
851930,"Turntables """"record-decks""""""""",33,125,274,0,1513,2638,3030,4039,4493,4116,,47,12,91,14,38,2,27,439,39,91,,25975,29032,30865,24735,21371,17011,12588,17928,11620,17040
853810,"Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 8537, not ...",2526,5737,1870,8855,1088,519,495,2963,7516,4083,,29522,27573,32374,37245,24038,37265,61602,38331,31332,37436,,160114,125856,98373,96389,80934,100501,111812,120923,219437,199661
340420,"Poly""""oxyethylene"""" [polyethylene glycol] waxes""""",0,0,0,0,0,0,0,1022,1725,4066,,65084,63319,81145,59427,60868,104381,123704,121853,122912,228293,,2311,2312,2053,1337,1176,1914,1558,2514,3872,6958
630190,"Blankets and travelling rugs of textile materials (excluding of wool or fine animal hair, cotton ...",23600,14503,12856,13107,9800,8353,8316,9893,4167,4032,,845,2211,1414,3057,2203,2423,3392,1829,2970,5255,,73307,59500,64150,67953,66942,56449,53840,68173,24084,16861
845811,"Horizontal lathes, incl. turning centres, for removing metal, numerically controlled",2164,1831,1711,10333,1333,3504,1808,7178,3998,4019,,591265,571259,595081,470997,398772,497617,729884,584140,403182,606042,,4970,15234,10318,17769,7091,14066,11260,13918,14608,20647
841520,"Air conditioning machines of a kind used for persons, in motor vehicles",1037,3969,1954,3377,1672,1721,977,860,4183,3911,,31362,18803,21180,35679,39759,30260,20796,16677,10411,13719,,5289,6077,5256,8119,4841,8851,16376,14995,34450,43800
550340,"Staple fibres of polypropylene, not carded, combed or otherwise processed for spinning",6605,8906,4977,7527,6031,5334,6394,4524,1715,3843,,86639,96556,106802,77653,66987,70472,66755,49481,41332,40964,,13825,13600,13837,15897,10443,7715,8943,8789,6070,13537
722511,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, grain-oriented",6698,10766,12469,12321,5061,1869,1182,284,5055,3837,,327575,318743,307834,335641,271682,290259,262717,270400,249019,262942,,17244,17921,20287,28769,25505,8026,13886,524,10662,19014
722599,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",572,250,130,135,342,67,25,1093,2479,3822,,31949,48185,73627,92048,80078,64924,131678,192902,167284,266765,,4795,8120,7146,3329,2024,717,2381,1973,5443,3924
850300,"Parts suitable for use solely or principally with electric motors and generators, electric ...",22579,37033,6302,27105,989,1816,4899,1501,1240,3799,,427431,369654,309916,328770,351608,366607,379727,339672,337409,454694,,162787,169625,108979,114788,69663,47380,65502,46030,42023,44825
321410,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ...",1739,2072,2591,2570,641,1143,2017,2252,2877,3759,,145909,158368,170195,170749,184983,205754,233808,219076,184388,221274,,77104,75872,83320,83796,78723,85590,84165,89875,95909,108307
841330,"Fuel, lubricating or cooling medium pumps for internal combustion piston engine",11035,6294,6594,3644,2125,2052,1705,2176,3566,3755,,317047,305569,341190,449777,417334,404999,416766,401876,293201,344006,,169534,116918,86536,83804,87673,62746,39574,54949,83503,97680
847170,Storage units for automatic data-processing machines,2142,956,893,833,91,347,560,329,2719,3742,,1797549,2384379,2895324,3613241,3916109,5619460,5176310,396774,87481,104407,,158915,152282,166964,170451,137535,150585,148561,186944,180073,192057
730890,"Structures and parts of structures, of iron or steel, n.e.s. (excluding bridges and bridge-sections, ...",144737,107775,65930,92198,72886,31542,25662,7478,9693,3662,,2468938,2071810,2485499,3061331,3455792,4517527,2061303,1142800,883912,1365602,,927188,1196982,957671,978919,436575,415040,416922,398896,247046,285232
841381,"Pumps for liquids, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",20348,39771,23289,23129,11436,10433,19352,2639,1644,3617,,75699,71195,46379,80959,62270,53819,49620,50441,38076,48946,,381680,542249,507120,391311,214562,234791,189565,104675,92962,103238
720610,"Ingots, of iron and non-alloy steel (excluding remelted scrap ingots, continuous cast products, ...",0,0,0,0,1550,1956,1219,397,918,3602,,5426,6346,1160,1756,864,1346,2400,554,872,2311,,147460,148766,114939,30381,40952,36785,32286,39827,28414,13657
280700,Sulphuric acid; oleum,0,0,0,0,0,0,0,0,0,3518,,127062,60575,30308,49447,19868,32095,73189,103693,34111,113422,,1015,391,1151,613,285,968,403,774,1307,55725
940320,"Metal furniture (excluding for offices, seats and medical, surgical, dental or veterinary  ...",172,881,494,1333,959,891,803,474,719,3497,,21545,25787,30513,35520,38215,32837,41736,47255,58428,79008,,76848,97023,119735,138864,114804,123944,126891,157238,165583,234049
902610,Instruments and apparatus for measuring or checking the flow or level of liquids (excluding ...,890,4704,4515,11539,324,719,611,652,409,3460,,75361,76176,52246,56370,52107,55905,86900,58557,49434,54913,,91756,85881,98188,97091,90862,81108,115532,104343,72773,72720
841990,"Parts of machinery, plant and laboratory equipment, whether or not electrically heated, for ...",3775,1491,2052,2337,994,111,62143,7948,3460,3459,,378258,258505,394846,229843,175450,160696,138028,149712,163548,192804,,29946,45490,34778,32061,30018,20840,145344,84797,27504,38647
292241,Lysine and its esters; salts thereof,92,0,0,0,0,0,0,929,1747,3398,,184359,178251,135621,121448,143372,154948,176481,141550,108742,171878,,13099,13451,9479,12665,17188,7279,12420,12603,9002,6068
730650,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of alloy steel other than ...",2549,3192,1250,226,2604,849,2582,0,4972,3357,,50038,42238,81702,42950,48689,55167,41230,30649,32237,25189,,39488,57952,13661,17011,18842,10809,24235,21123,10099,30836
830230,"Base metal mountings, fittings and similar articles suitable for motor vehicles (excluding ...",1301,2066,1243,1347,2279,2134,4240,1915,2204,3339,,141949,190338,226740,226719,327395,424957,480009,484919,412157,467366,,99575,127445,132519,134108,103104,75779,71324,91385,50551,37371
853649,Relays for a voltage > 60 V but <= 1.000 V,8018,2869,15077,50225,12002,1556,982,2870,3216,3286,,39658,41516,30543,39583,44778,48542,48973,49922,60802,77839,,173771,174277,174423,220521,201497,119101,74498,57971,45459,51462
910211,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with ...",1743,1545,769,1222,858,201,1018,2159,2800,3238,,29163,25717,17956,14760,12265,14570,12344,12033,12722,15968,,103737,70575,125556,166677,143620,126337,170101,114398,66641,67471
210500,"Ice cream and other edible ice, whether or not containing cocoa",1127,1895,1682,1283,709,0,0,124,762,3213,,39634,37508,36150,39604,44615,46153,47258,54183,60822,72444,,63814,66258,79084,92466,97576,88748,89002,83390,82860,92233
841290,"Parts of non-electrical engines and motors, n.e.s.",5360,7240,2755,1162,552,0,252,176,1365,3201,,49055,84041,78532,91592,82356,96366,146842,150527,140258,127239,,28882,39742,55597,43170,34452,65374,90295,79531,164695,139049
330420,Eye make-up preparations,583,74,397,447,902,1063,2641,2575,1983,3194,,32564,50183,74690,102878,135508,140257,189193,178022,193320,215496,,33259,36411,43429,44966,29613,37779,48936,54865,47738,59073
392059,"Plates, sheets, film, foil and strip, of non-cellular acrylic polymers, not reinforced, laminated, ...""",250,668,487,349,375,452,1031,1960,3465,3179,,2771,3679,29752,50231,56828,36066,18680,32414,31233,18850,,10840,13999,8883,15605,12058,12952,13704,12632,13767,15677
850153,"AC motors, multi-phase, of an output > 75 kW",2888,5062,11614,39764,1203,2330,2683,1990,3638,3178,,241218,160995,177876,208098,150613,125566,135031,128764,206079,169011,,56847,65170,59727,85848,55572,60531,35910,49822,52121,91010
841490,"Parts of: air or vacuum pumps, air or other gas compressors, fans and ventilating or recycling ...",14899,21622,6685,10755,5581,1898,4912,2990,3892,3101,,521107,599895,714239,702603,723253,832317,845530,826012,721836,847516,,154114,196938,152806,272339,179144,160282,152716,207621,129864,121567
940130,"Swivel seats with variable height adjustments (excluding medical, surgical, dental or veterinary, ...",245,532,658,366,326,67,518,860,651,3078,,28486,32992,30939,33851,34257,36975,37116,38141,37696,36747,,12211,16604,19096,20167,16144,14896,16410,19903,26392,48702
