Product code,Product label,Viet Nam's imports from Russian Federation-Value in 2012,Viet Nam's imports from Russian Federation-Value in 2013,Viet Nam's imports from Russian Federation-Value in 2014,Viet Nam's imports from Russian Federation-Value in 2015,Viet Nam's imports from Russian Federation-Value in 2016,Viet Nam's imports from Russian Federation-Value in 2017,Viet Nam's imports from Russian Federation-Value in 2018,Viet Nam's imports from Russian Federation-Value in 2019,Viet Nam's imports from Russian Federation-Value in 2020,Viet Nam's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
262040,"Slag, as and residues containing mainly aluminium",0,0,0,0,0,0,0,0,0,,,655,596,379,41,0,0,46,0,0,0,,5,8,2,3,3,12,22,8,8,626
262060,"Slag, ash and residues, containing arsenic, mercury, thallium or their mixtures, of a kind ...",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
270112,"Bituminous coal, whether or not pulverised, non-agglomerated",8994,16280,12461,50042,112539,180565,159268,271098,367702,,,11635170,10599759,10408217,7955494,8054092,11898508,14606792,13616669,10743061,15439803,,175590,186418,185360,240889,398005,823290,1243149,1634989,1415077,2254665
270820,Pitch coke obtained from coal tar or from other mineral tars,0,0,0,0,0,0,0,0,0,,,0,0,0,21,192,56,98,127,18,0,,127,148,125,108,75,79,252,256,18,511
271311,"Petroleum coke, non-calcined",0,0,0,0,0,0,0,0,0,,,654,2951,871,3194,9806,61341,136815,103408,100046,176017,,8050,7528,5618,5890,3586,25126,4972,6501,15676,6291
280110,Chlorine,0,0,0,0,0,0,0,0,0,,,3982,3492,1483,829,766,739,837,1645,2389,1857,,33,60,122,119,142,87,13,168,37,42
280200,"Sulphur, sublimed or precipitated; colloidal sulphur",1249,174,106,233,23,0,0,0,0,,,0,3,3,4,0,1,2,8,34,7,,3080,1350,977,1037,860,948,1149,1280,1538,328
280410,Hydrogen,0,0,0,0,0,0,0,0,0,,,62,73,116,42,382,182,316,595,568,230,,23,183,7,16,36,122,17,36,21,49
280429,Rare gases (excluding argon),0,0,0,0,0,0,0,0,0,,,41921,34002,31453,35823,21581,23169,31217,37941,41307,58132,,2007,2043,3034,2293,2679,3501,3796,4490,4033,2585
280440,Oxygen,0,0,0,0,0,0,0,0,0,,,581,490,357,279,257,779,1292,1634,1768,1823,,53,64,122,108,217,190,171,192,248,441
280461,"Silicon containing >= 99,99% by weight of silicon",0,0,0,0,0,0,0,0,0,,,9570,14474,1393,1283,1202,3527,528,799,852,1183,,98,217,386,424,522,1543,24868,34616,35920,123366
280700,Sulphuric acid; oleum,0,0,0,0,0,0,0,0,0,,,26161,8420,5588,4819,5205,10883,12126,12492,12579,13638,,11123,7013,6670,10997,12915,22544,26937,21488,13864,26124
280920,"Phosphoric acid; polyphosphoric acids, whether or not chemically defined",0,0,0,0,0,0,0,0,0,,,2113,11957,13242,10947,4897,1842,2034,1621,1060,1318,,5183,5603,5672,7574,7746,8642,10927,8772,13929,15485
281213,Phosphorus trichloride,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,35,25,32,26,29,,0,0,0,0,0,0,0,0,0,164
281610,Hydroxide and peroxide of magnesium,0,0,0,0,0,0,0,0,0,,,1375,1413,1311,1725,5862,18865,15490,22031,35227,36450,,3151,4153,3181,2793,2672,3276,3088,2869,2873,3154
281640,"Oxides, hydroxides and peroxides, of strontium or barium",0,0,0,0,0,0,0,0,0,,,47,35,1,2,22,10,1,41,2,24,,58,68,65,135,136,82,537,128,119,98
282410,"Lead monoxide """"litharge, massicot""""""""",0,0,0,0,0,0,0,0,0,,,795,498,91,230,251,276,200,283,256,316,,607,689,674,686,1020,1199,1247,1259,1359,2942
282630,"Sodium hexafluoroaluminate """"synthetic cryolite""""""""",0,0,0,0,0,0,0,0,0,,,2190,4,5,0,20,4,1,15,43,265,,120,229,226,269,368,142,28,88,49,123
282710,Ammonium chloride,0,0,0,0,0,0,0,0,0,,,384,26,81,33,37,81,33,42,40,150,,3027,2141,2115,4533,20208,25871,28018,35356,27914,62492
282720,Calcium chloride,0,0,0,0,0,0,0,0,8,,,8774,11272,10186,9804,6966,9286,8039,7961,8039,10582,,1351,1784,3494,3104,2345,3281,4060,4447,5428,22157
283421,Nitrate of potassium,0,0,0,0,0,0,0,130,44,,,8434,6471,6282,5950,8968,11505,13616,9201,11555,9561,,1627,1098,1869,3117,4811,7771,5794,5584,4189,6643
283692,Strontium carbonate,0,0,0,0,0,0,0,0,0,,,33,26,38,0,2,1,4,8,0,11,,416,724,587,710,846,1079,1378,1686,1159,399
284020,"Borates (excluding disodium tetraborate """"refined borax"""")""""",0,0,0,0,0,0,0,0,0,,,190,413,475,202,435,2158,535,526,685,547,,771,1892,2614,2683,1135,1014,1204,941,1226,891
284161,Potassium permanganate,0,0,0,0,0,0,0,0,0,,,0,6,23,36,62,37,24,57,227,46,,1225,1332,1241,1446,2265,3054,4841,7008,8699,8717
284170,Molybdates,0,0,0,0,0,0,0,0,0,,,128,529,379,489,83,48,37,201,59,78,,102,134,167,214,240,164,219,238,256,359
284290,"Salts of inorganic acids or peroxoacids (excluding of oxometallic or peroxometallic acids, ...",0,0,0,0,0,0,0,0,0,,,1798,1057,1544,725,1253,874,457,539,496,1887,,1113,1989,2140,1715,2737,3122,13642,34939,39514,26666
284321,Silver nitrate,0,0,0,0,0,0,0,0,0,,,68,212,162,65,69,112,112,146,303,560,,775,1617,1989,1044,980,1002,886,1485,1034,1754
284690,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures ...",0,3388,7127,0,1,484,0,0,0,,,37142,17425,21303,13290,8407,10289,15068,14496,14372,20813,,54647,56803,107532,92134,88785,111381,0,0,0,290114
290211,Cyclohexane,0,0,0,0,0,0,0,0,0,,,3416,9075,19291,4450,4016,15265,19654,16365,13086,21140,,1477,1414,2257,1686,1677,2081,2375,1006,960,1142
290230,Toluene,0,0,0,0,0,0,0,0,0,,,42,692,2729,2445,6906,8095,8841,4396,2467,5319,,84576,78292,76643,60221,63405,85148,124143,114818,93757,101524
290250,Styrene,0,0,0,0,0,0,0,0,0,,,179674,212095,137567,118579,109951,130195,194170,123086,87336,115161,,61827,118959,108133,96022,84315,100150,123336,111617,85894,121093
290314,Carbon tetrachloride,0,0,0,0,0,0,0,0,0,,,17,14,9,6,7,22,11,3,4,664,,5,10,9,6,6,19,1,12,3,
290321,"Vinyl chloride """"chloroethylene""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,2,0,0,0,0,0,,194141,224296,236000,203874,215627,246166,264893,259270,262124,415502
290329,"Unsaturated chlorinated derivatives of acyclic hydrocarbons (excluding vinyl chloride """"chloroethylene"""", ...""",0,0,0,0,0,0,0,0,0,,,0,2,0,15,5,3,21,7,7,30,,702,884,963,1910,1077,319,438,426,406,184
290391,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",0,0,0,0,0,0,0,0,0,,,1,0,0,16,2,78,4,1,10,0,,315,134,159,112,168,183,121,198,89,60
290410,"Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters",0,0,0,0,0,0,0,0,0,,,210,213,103,101,2398,4537,1535,2573,2056,3759,,527,772,611,808,902,927,998,1322,1476,2841
290420,Derivatives of hydrocarbons containing only nitro or nitroso groups,0,0,0,0,0,0,0,0,0,,,516,1178,1,35,2,0,0,831,1083,7989,,52,22,27,96,28,69,133,62,353,103
290512,"Propan-1-ol """"propyl alcohol"""" and propan-2-ol """"isopropyl alcohol""""""""",0,0,0,0,0,0,0,0,0,,,2384,1917,2131,875,983,7287,1764,1628,5293,14204,,12338,14924,20191,14504,15269,20411,23427,22609,28600,29620
290545,Glycerol,0,0,0,0,0,0,0,0,0,,,1196,141,326,184,374,588,1845,1044,1521,1680,,3612,5268,6702,5420,6178,8279,12109,10205,9778,15132
290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",0,0,0,0,0,0,0,0,0,,,7,0,2,2,0,1,2,0,3,5,,2254,133,313,819,1109,1448,56,55,25,55
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols ...",0,0,0,0,0,0,0,0,0,,,27,11,12,17,3,15,4,3,16,5,,935,908,1624,1163,694,691,744,645,689,425
290941,"2,2'-Oxydiethanol """"diethylene glycol, digol""""""""",0,0,0,0,0,0,0,0,0,,,16853,18931,31171,49001,11504,22281,12901,8952,7989,16324,,4369,4688,6078,4645,3577,5645,6281,4371,4420,8640
291090,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their ...""",0,0,0,0,0,0,0,0,0,,,164,297,153,137,123,238,159,191,100,121,,120,116,165,74,232,291,531,645,956,1444
291249,"Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function ...""",0,0,0,0,0,0,0,0,0,,,5,1,2,1,2,3,25,4,2,5,,247,398,528,524,342,263,285,584,506,278
291511,Formic acid,0,0,0,0,0,0,0,0,0,,,85,111,85,147,136,119,155,212,223,732,,7746,7258,8176,6907,6010,9706,13416,8618,6036,7411
291611,Acrylic acid and its salts,0,0,0,0,0,0,0,0,0,,,1207,1462,1068,169,653,5674,17895,19320,14735,23778,,1641,1434,2572,2020,1469,2430,2831,3034,2933,5448
291816,"Gluconic acid, its salts and esters",0,0,0,0,0,0,0,0,0,,,34,311,10,25,100,369,237,215,393,325,,4514,4274,5360,6005,5824,5947,7950,7611,7625,11024
292029,"Phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,2,0,3,1,324,90,,0,0,0,0,0,0,83,1603,1854,5112
292030,"Endosulfan """"ISO""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,3,3,
292130,"Cyclanic, cyclenic or cycloterpenic mono- or polyamines, and their derivatives; salts thereof",0,0,0,0,0,0,0,0,0,,,16,55,4,51,226,246,100,303,279,535,,251,266,313,394,187,265,500,1045,1475,1265
292149,"Aromatic monoamines and derivatives; salts thereof (excluding aniline, toluidines, diphenylamine, ...""",0,0,0,0,0,0,0,0,0,,,349,7,3,0,1,5,0,16,1582,1300,,813,885,1108,928,932,738,1266,1265,925,1003
292151,"O-Phenylenediamine, m-phenylenediamine, p-phenylenediamine or diaminotoluenes and their derivatives; ...",0,0,0,0,0,0,0,0,0,,,19,14,38,193,26,50,80,64,160,1003,,2382,3953,4302,4761,4660,9119,8986,9751,11167,23488
292229,"Amino-naphthols and other amino-phenols, their ethers and esters; salts thereof (excluding ...",0,0,0,0,0,0,0,0,0,,,24,8,75,56,81,53,49,21,16,36,,116,164,126,167,225,275,331,443,652,2993
292242,Glutamic acid and its salts,0,0,0,0,0,0,0,0,0,,,43,20,18,30,31,31,107,175,390,379,,35519,97305,83167,82762,87798,112475,91459,111052,108574,110582
292249,"Amino-acids and their esters; salts thereof (excluding those with > one kind of oxygen function, ...""",0,0,0,0,0,0,0,0,0,,,350,713,574,1330,2141,2307,2942,1119,2118,5018,,11813,18924,23167,17887,18416,17086,17886,19222,19782,32494
292390,Quaternary ammonium salts and hydroxides (excluding choline and its salts),0,0,0,0,0,0,0,0,0,,,266,436,320,182,646,610,614,669,1082,889,,2700,3914,4084,6271,7107,9909,8473,10893,8344,8582
292610,Acrylonitrile,0,0,0,0,0,0,0,0,0,,,197122,183522,209538,148631,102970,159832,190465,178302,99790,190429,,461,394,543,368,351,363,514,531,426,307
292910,Isocyanates,0,0,0,0,0,0,0,0,0,,,10784,3542,2760,655,1046,2758,1798,762,2407,5187,,77816,83882,117980,107208,106725,177971,228038,199980,185922,220986
293131,Dimethyl methylphosphonate,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,179
293138,Salt of methylphosphonic acid and (aminoiminomethyl)urea (1 : 1),0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,1,19,
293211,Tetrahydrofuran,0,0,0,0,0,0,0,0,0,,,0,1,0,1,0,3,1,4,4,5,,578,475,535,423,552,937,1539,2953,3582,36670
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,0,0,0,0,0,0,0,0,0,,,30,63,9,6,6,1,0,4,2,2,,34,33,269,370,153,2,2,43,1,10
293311,"Phenazone """"antipyrin"""" and its derivatives""""",0,0,19,0,0,0,0,0,0,,,53,31,51,431,71,15,18,29,18,25,,431,645,698,693,872,636,429,728,740,39
293353,"Allobarbital """"INN"""", amobarbital """"INN"""", barbital """"INN"""", butalbital """"INN"""", butobarbital ...""",0,0,0,0,0,0,0,0,0,,,0,1,4,0,1,0,1,3,3,0,,94,176,178,294,151,84,274,394,79,54
293372,"Clobazam """"INN"""" and methyprylon """"INN""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,,0,0,7,177,113,108,27,204,88,
293391,"Alprazolam """"INN"""", camazepam """"INN"""", chlordiazepoxide """"INN"""", clonazepam """"INN"""", clorazepate, ...""",0,0,0,0,0,0,0,0,0,,,31,39,116,36,0,21,20,1,46,2,,5,88,36,8,0,25,53,23,0,31
293410,"Heterocyclic compounds containing an unfused thiazole ring, whether or not hydrogenated, in ...",0,0,0,0,0,0,0,0,0,,,1,25,11,11,154,106,68,15,350,210,,368,520,780,762,868,1051,1016,890,1009,6859
293499,"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excl. ...""",0,0,0,0,0,0,0,0,0,,,2195,865,1442,2847,5425,5862,3517,4325,4809,3806,,21703,24429,24583,27376,26220,30673,40003,58040,65474,75802
293729,"Steroidal hormones, their derivatives and structural analogues, used primarily as hormones ...""",0,0,0,0,0,0,0,0,0,,,0,9,0,1,46,0,0,0,0,1,,2691,5997,5180,6313,6951,6959,7696,8381,10138,11343
293911,"Concentrates of poppy straw; buprenorphine """"INN"""", codeine, dihydrocodeine """"INN"""", ethylmorphine, ...""",0,0,0,0,0,0,0,0,0,,,17,3,1,0,3,2,1,18,0,0,,4311,7308,6337,5300,4127,4369,4426,2850,1527,1852
300214,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1468,81,53,16,290,,0,0,0,0,0,0,0,0,0,66
300432,"Medicaments containing corticosteroid hormones, their derivatives or structural analogues ...""",0,0,0,0,0,0,0,0,0,,,12336,6115,7185,5562,5279,5878,7091,6621,9626,7659,,26930,23374,32978,43852,33041,40134,51635,90132,114192,43185
300590,"Wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated ...",0,0,0,0,0,0,29,8,0,,,16910,14666,9339,6008,5792,7098,6894,8001,7225,6565,,5825,5957,6288,6805,8172,5484,5308,5459,4014,15637
310260,Double salts and mixtures of calcium nitrate and ammonium nitrate (excluding those in pellet ...,0,0,9,0,0,19,86,28,47,,,4,1,136,24,260,169,692,558,5492,7470,,1140,857,1103,2308,1705,4502,5136,6611,6626,6985
310311,"Superphosphates containing by weight => 35 % of diphosphorus pentaoxide """"P2O5"""" (excl. such ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,2,0,1,1,1,,0,0,0,0,0,0,173,890,107,9
310559,"Mineral or chemical fertilisers containing the two fertilising elements nitrogen (excluding ...""",0,0,0,0,0,206,0,0,0,,,184950,246439,167294,121483,212986,120951,170010,200666,206116,232793,,1565,1923,2534,3436,3407,5853,3346,5938,2914,41224
320120,Wattle extract,0,0,0,0,0,0,0,0,0,,,57,106,50,148,248,223,244,227,117,106,,460,751,1147,879,1225,1190,1246,1035,912,2549
320416,Synthetic organic reactive dyes; preparations based on synthetic organic reactive dyes of a ...,0,0,0,0,0,0,0,0,0,,,447,473,286,604,711,627,493,930,372,306,,7909,11710,25912,35816,28515,44765,60026,57281,57092,90509
320620,Pigments and preparations of a kind used for colouring any material or used as ingredients ...,0,0,0,0,0,0,0,0,0,,,235,158,260,218,296,296,191,315,298,267,,3392,4110,4041,4641,5150,7558,7509,4775,4290,5938
320642,Lithopone and other pigments and preparations based on zinc sulphide of a kind used for colouring ...,0,0,0,0,0,0,0,0,0,,,1,3,2,3,5,9,4,1,1,4,,748,1379,749,747,731,687,659,709,687,435
320810,"Paints and varnishes, incl. enamels and lacquers, based on polyesters, dispersed or dissolved ...",0,0,0,0,0,0,0,0,0,,,43710,40937,44518,28640,38318,48199,50141,54322,53988,70145,,12456,11245,13433,13967,14594,17006,17554,17577,18558,16080
320820,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",0,0,0,0,0,0,0,0,0,,,14099,13429,12629,9449,11212,13048,14308,15742,16184,21231,,24679,24665,46058,46984,56213,54240,63416,62364,69260,69155
320910,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",0,0,0,0,0,0,0,0,0,,,12734,13137,11487,10392,10555,13930,14877,17631,17361,25167,,15474,18513,22281,23317,22346,26002,30358,36199,40494,32907
320990,"Paints and varnishes, incl. enamels and lacquers, based on synthetic or chemically modified ...",591,336,167,167,0,0,0,0,0,,,1313,1467,1196,1379,1811,2594,3252,5120,3619,5205,,26233,31980,35360,36436,41239,48943,56120,65618,72165,64295
321410,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ...",0,0,0,0,0,1,2,2,7,,,11835,13820,12701,12674,14727,18206,26275,31154,33320,48659,,27245,29431,37686,44103,54148,63328,88829,90285,85814,103929
321511,"Black printing ink, whether or not concentrated or solid",0,0,0,0,0,0,0,0,0,,,241,232,306,597,509,774,879,947,1024,1279,,21729,22376,24102,33365,39034,59892,74787,71718,68735,23558
330710,"Shaving preparations, incl. pre-shave and aftershave products",0,0,0,1,7,0,0,0,4,,,7392,10473,6978,5713,6545,9565,12616,11155,9755,9572,,388,665,521,596,1264,1945,3418,2614,3002,4078
330741,"""Agarbatti"""" and other odoriferous preparations which operate by burning""""",0,0,0,0,0,0,0,0,0,,,12,9,7,23,38,30,24,91,183,197,,40,82,107,191,403,205,801,752,299,7668
330790,"Depilatories and other perfumery, toilet or cosmetic preparations, n.e.s.",0,0,0,0,4,29,108,74,128,,,5076,4810,7367,7865,10366,14428,16994,18240,17218,19966,,7748,6688,5399,5808,6962,9489,10004,12129,11752,42029
340120,"Soap in the form of flakes, granules, powder, paste or in aqueous solution",0,0,0,0,1,7,0,10,0,,,5771,8007,6840,6186,6135,6811,7232,11418,12662,11522,,11193,10770,10216,9280,9561,10527,11526,8499,9293,15087
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",7543,1284,0,0,4,11,32,60,0,,,6550,7368,10298,8456,10923,13776,14154,17868,15898,20429,,39498,35589,36039,44118,46909,50610,50223,50218,53090,72811
350190,Caseinates and other casein derivatives; casein glues (excluding those put up for retail sale ...,0,0,0,0,0,0,0,0,0,,,61,6,19,37,23,53,67,38,294,316,,4295,5817,11085,6313,10587,14527,12600,15770,16610,10632
350400,"Peptones and their derivatives; other albuminous substances and their derivatives, n.e.s.; ...",0,0,0,0,0,0,0,0,0,,,1163,1815,2943,2363,2486,4095,3473,5046,9765,18779,,1239,3890,3585,4064,4370,6035,7249,7432,11821,22695
360200,Prepared explosives (excluding propellent powders),0,0,0,0,0,0,0,0,0,,,41368,40789,35989,61098,49331,67070,60666,40010,41891,0,,0,0,0,0,0,0,0,0,0,1815
370191,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ...""",0,0,0,0,0,0,0,0,0,,,62,47,3,6,25,32,9,2,2,2,,678,460,952,1209,3581,478,434,499,310,209
370232,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,,,18,45,135,26,29,5,31,23,13,9,,59,84,55,0,0,0,24,51,64,2
370256,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,9,25,7,4,2,0,0,,113,313,203,192,77,7,5,48,73,5
370310,"Photographic paper, paperboard and textiles, sensitised, unexposed, in rolls > 610 mm wide",0,0,0,0,0,0,0,0,0,,,78,100,183,26,70,101,89,75,45,53,,8402,7252,7798,8845,9192,7154,7187,5574,2892,498
380120,Colloidal or semi-colloidal graphite,0,0,0,0,0,0,0,0,0,,,277,211,64,145,478,432,921,1227,1356,1651,,159,479,204,213,447,1140,347,206,326,288
380620,"Salts of rosin, of resin acids or of derivatives of rosin or resin acids (excluding salts of ...",0,0,0,0,0,0,0,0,0,,,0,45,412,1,4,0,0,1,6,3,,499,478,567,347,330,387,115,0,0,132
380630,Ester gums,0,0,0,0,0,0,0,0,0,,,242,562,850,443,355,510,2861,1424,653,168,,990,1301,1487,1735,1817,1694,1707,1919,1814,713
380690,"Derivatives of rosin, incl. salts of rosin adducts, and of resin acids, light and heavy resin ...""",0,0,0,0,0,0,0,0,0,,,194,170,153,160,460,475,37,48,146,684,,3153,2739,3254,2594,3247,3735,4369,5591,6166,6571
381129,Prepared additives for oil lubricants not containing petroleum oil or bituminous mineral oil,598,0,0,0,0,0,0,0,0,,,1599,1673,1243,578,1033,1942,1953,1866,2124,3239,,20574,24016,24433,22765,19073,8375,8107,8413,6738,7651
381519,"Supported catalysts, n.e.s. (excluding with precious metal, a precious-metal compound, nickel ...",0,0,0,0,0,0,0,0,0,,,27012,44356,51933,49636,46371,44475,25548,53621,32882,33862,,25651,30801,25477,31216,33950,32405,48875,70300,84555,52795
381590,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excluding rubber ...",0,0,0,133,0,0,0,0,0,,,3875,6090,2906,1359,3578,2713,5046,3159,2343,6867,,20734,26252,23245,22856,24988,38716,39241,44682,48034,61743
382370,"Fatty alcohols, industrial",0,0,0,0,0,0,0,0,0,,,0,37,40,27,56,62,213,110,126,286,,1291,1355,1585,1085,2176,1461,1290,1241,1642,2895
382430,Non-agglomerated metal carbides mixed together or with metallic binders,0,0,0,0,0,0,0,0,0,,,1345,842,368,218,355,228,178,275,82,44,,2406,319,582,96,282,147,188,68,139,554
382549,"Waste organic solvents, non-halogenated",0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,1,,0,0,1,73,1,0,0,0,0,
390120,"Polyethylene with a specific gravity of >= 0,94, in primary forms",0,0,152,0,1146,2458,544,54,964,,,192671,325358,231816,178779,213493,201748,193667,178195,516947,936518,,363938,401366,488616,459700,508529,631288,811266,765806,692386,897386
390311,"Expansible polystyrene, in primary forms",0,0,0,0,0,0,0,0,0,,,43840,69890,58492,38702,38889,50480,63887,51799,47738,83336,,78091,91680,87247,79634,82691,105454,132862,121920,103551,115009
390422,"Plasticised poly""""vinyl chloride"""", in primary forms, mixed with other substances""""",0,0,0,0,0,0,0,0,0,,,22354,28969,30519,21906,22084,26216,30468,36161,35399,72687,,30029,35597,35147,36106,37997,56637,68175,86800,92034,141157
390521,"Vinyl acetate copolymers, in aqueous dispersion",0,0,0,0,0,0,0,0,0,,,112,136,235,147,305,219,441,357,428,946,,11887,12293,16386,19653,16857,17515,20148,20728,19461,29110
390530,"Poly""""vinyl alcohol"""", in primary forms, whether or not containing unhydrolyzed acetate groups""""",0,0,0,0,0,0,4,0,1,,,117,96,71,162,319,323,460,877,646,1173,,11316,11928,13589,13767,15128,16907,17733,19652,18711,20308
390730,"Epoxide resins, in primary forms",0,0,0,0,0,0,0,0,0,,,9090,9042,8340,6935,6525,8085,11174,10679,9670,18358,,43905,49187,63446,63043,63451,66476,80542,80621,79266,133577
390799,"Saturated polyesters in primary forms (excluding polycarbonates, alkyd resins, poly""""ethylene ...""",0,0,0,0,0,0,0,0,0,,,2681,4125,4677,3942,4791,13345,12072,13751,15034,17043,,70674,85601,89505,112894,121940,183300,216719,222724,204685,320778
390810,"Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",2220,2520,1731,144,0,97,0,189,312,,,208308,231774,229989,147998,122860,188492,225612,161866,113259,216013,,41210,69590,81430,74585,71862,137999,237419,261819,211070,430255
