Product code,Product label,China's imports from Viet Nam-Value in 2012,China's imports from Viet Nam-Value in 2013,China's imports from Viet Nam-Value in 2014,China's imports from Viet Nam-Value in 2015,China's imports from Viet Nam-Value in 2016,China's imports from Viet Nam-Value in 2017,China's imports from Viet Nam-Value in 2018,China's imports from Viet Nam-Value in 2019,China's imports from Viet Nam-Value in 2020,China's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
722490,Semi-finished products of alloy steel other than stainless,0,0,0,0,0,0,0,0,191,68755,,273,406,21,1115,1251,2628,4023,4415,7515,88588,,210927,231671,191266,71706,89518,99331,102804,98823,109788,279876
420292,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",15201,24291,29358,33796,35920,44391,44826,60276,75320,67867,,528165,647245,1043043,1149970,1285819,1160254,1319435,1431620,1290469,2141853,,101836,117292,107590,111173,151316,206757,253033,339201,406886,450046
620293,"Women's or girls' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",12749,16851,18593,25948,31688,32511,56072,61956,52417,67300,,301976,433030,568407,602096,629982,764681,1035278,1152580,923086,1434119,,123589,168622,212006,199348,182065,183623,165219,199648,197274,289382
390210,"Polypropylene, in primary forms",34252,65234,69801,67471,36993,91114,140374,166327,209586,67289,,109841,139383,148046,80234,96446,125298,182111,294191,321011,435828,,5801001,5595865,5821826,4439846,3523446,3843963,4191398,4044476,4542092,3707061
621133,"Men's or boys' tracksuits and other garments, n.e.s. of man-made fibres (excluding knitted ...",2875,7316,12676,14843,14194,18946,35115,67984,86094,66563,,111470,143007,168618,191661,197002,208931,274052,322436,314700,445791,,45173,53616,57908,67829,51782,69916,84624,164180,214438,190156
640690,"Parts of footwear; removable in-soles, heel cushions and similar articles; gaiters, leggings ...",9381,7198,12549,23692,15826,43246,114477,147844,106122,65945,,33523,54820,57250,92296,102202,140338,229278,295138,246127,234339,,156344,141189,132240,154770,154498,201705,290341,328367,247819,182550
854420,"Coaxial cable and other coaxial electric conductors, insulated",90749,83622,95095,134415,80844,47154,47591,47660,78041,65884,,107297,104497,92498,123049,96224,84771,85715,110306,185237,332017,,285845,533962,338998,385288,307374,271449,242056,250468,301446,369444
390810,"Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",76440,48791,58355,57929,38444,44484,71334,61557,58639,65552,,71742,51739,48780,57229,41348,53019,75479,68974,70556,129812,,2827128,2915984,2716528,2076164,1741554,1839774,2021456,1745837,1483649,1517776
350510,"Dextrins and other modified starches, e.g. pregelatinised or esterified starches",7589,6912,10853,7756,13434,20426,34217,48142,48254,62961,,46123,43754,46327,36584,45294,51026,66267,81610,83776,101441,,280177,312721,330632,328570,375592,335237,400701,422739,440008,493919
611030,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of man-made fibres, knitted ...",9048,16774,21462,38046,23154,38732,64447,62151,74023,61450,,581468,692154,937915,1146904,1188910,1390720,1504113,1656412,1315052,1684502,,117085,140612,166811,200194,192988,248557,300637,310282,298173,297645
520612,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",18905,20615,15309,18346,23564,35495,50512,40593,40314,60650,,5689,5323,5724,15946,25631,45513,60254,53471,57868,91322,,66422,79469,65865,73634,58294,68024,83516,68304,58551,85761
30324,"Frozen catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",503,1190,822,4404,10435,21872,48489,59376,46713,60316,,58878,85693,105802,105488,138850,166569,179564,149897,130962,123236,,645,1351,853,4623,10445,22121,48662,60088,46779,60339
740400,"Waste and scrap, of copper (excluding ingots or other similar unwrought shapes, of remelted ...",0,628,1386,777,3340,1429,16080,17053,29903,60159,,8717,11679,16673,13216,25974,35793,33992,30379,37181,119485,,14840883,13732988,10913497,8450144,6182737,9152484,9370722,7478913,4535923,11421536
30499,Frozen fish meat n.e.s. (excluding fillets),21614,27374,36220,27792,22005,27394,38728,51749,57652,57684,,482571,302516,346537,355835,349798,374535,473862,459195,436821,471489,,50742,60200,69183,61375,56474,66633,92650,113458,115732,93356
851890,"Parts of microphones, loudspeakers, headphones and earphones, earphones, audio-frequency electric ...",9298,10799,12707,14384,21363,29696,31546,35632,49934,57081,,82454,89264,111126,131861,134703,150593,179756,185055,159481,129443,,409662,403185,402438,389233,523928,774072,473257,596337,702274,704684
610990,"T-shirts, singlets and other vests of textile materials, knitted or crocheted (excluding cotton)",5484,18633,17594,37841,43056,44394,74052,77773,64453,56124,,400673,539016,705758,803556,893999,1006157,1190022,1178020,1035429,880378,,75302,117932,146099,185695,200117,223335,234222,235781,222672,243441
640291,"Footwear covering the ankle, with outer soles and uppers of rubber or plastics (excluding waterproof ...",5437,7403,11909,26738,18847,16955,24215,55821,104336,55260,,142916,196825,202833,211602,224089,204764,243357,275179,328643,524869,,8762,14045,18803,38187,27939,29000,41661,79069,129962,84697
380610,Rosin and resin acids,186,4454,5385,11638,12929,14921,15060,19703,29568,54247,,27613,38305,55113,52462,52097,51441,48009,47430,61623,126782,,17850,47760,25409,40477,64533,73567,84284,78156,96214,130580
90111,Coffee (excluding roasted and decaffeinated),86703,57881,92056,47856,57599,20928,42168,33019,34681,52070,,3507401,2513198,3267706,2341585,2967118,3007675,2811711,2135113,1886972,2233123,,127785,99268,134026,119096,112020,128626,136305,135745,157694,324305
854110,Diodes (excluding photosensitive or light emitting diodes),38,200,9642,28619,36189,40346,41035,37618,43433,50086,,88,104,1241,1413,877,1278,1404,2192,3166,109003,,3126160,3577720,4110056,3735266,3297990,3411530,3590566,3319635,3504163,4038631
520624,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",16669,15714,22551,37873,38375,42630,43056,51134,49361,49843,,21394,34156,46470,57739,47951,63029,62743,65871,67525,122370,,55040,47685,45529,69764,70146,74735,65191,63618,54388,54251
847150,"Processing units for automatic data-processing machines, whether or not containing in the same ...",26,0,24,378,1166,5366,6029,3977,3984,48810,,1192,1471,856,1504,2968,3143,3267,133218,21978,119468,,1919152,2362308,2826089,2456526,2506007,2346999,2444217,1828919,2005144,2855683
520623,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",11912,15344,7704,19772,22816,42716,41535,45558,45373,48552,,56301,77990,78903,69769,65734,104603,107251,108665,117936,159551,,46966,57080,41201,52071,59455,81575,70317,57255,52748,52941
740821,"Wire of copper-zinc base alloys """"brass""""""""",1573,1735,2182,1773,1497,2264,1713,7972,13439,48096,,13095,15826,16652,12784,11416,14164,14670,34270,46101,113657,,63558,57620,49544,41131,34826,46534,42614,37335,40719,83070
200989,"Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening ...",296,736,2018,1285,2479,5220,9516,31292,28418,47751,,10885,6050,31217,474935,56611,74624,71319,131410,141859,182431,,13559,16839,21609,20463,24251,31648,56963,87152,90821,135038
30559,"Dried fish, even salted but not smoked (excluding fillets, offal and cod)",0,235,222,199,3811,35015,35207,42811,80698,47460,,55986,54013,54426,23330,56700,100869,105867,115186,161466,105132,,2592,2489,2911,4136,11509,44312,36148,50046,86699,50908
540220,High-tenacity filament yarn of polyesters (excluding that put up for retail sale),1,21,0,0,22,9,2024,8886,12578,47270,,5073,4288,9047,14026,13928,21542,42662,44494,38267,133888,,51879,47820,52688,39691,46979,46958,57813,49708,60752,91084
610510,"Men's or boys' shirts of cotton, knitted or crocheted (excluding nightshirts, T-shirts, singlets ...",3480,5840,9368,16163,17275,17850,27916,34125,34841,46902,,205804,263183,259334,254090,233070,280420,304908,299500,216726,444816,,93902,101570,101762,95208,93716,98422,125954,141392,149275,174908
841459,"Fans (excluding table, floor, wall, window, ceiling or roof fans, with a self-contained electric ...",26062,26177,34995,35894,37315,37850,33161,34728,40141,46765,,68796,68646,128659,116432,129548,191324,159240,224344,446767,714506,,937607,1071143,1094738,947554,913262,971193,1068877,1041903,1062529,1152546
852580,"Television cameras, digital cameras and video camera recorders",1705874,1592233,1787408,2124395,1187661,654174,765645,830776,193495,46332,,73245,110450,365356,871378,901312,1358865,2268382,1976684,2066189,2436098,,9928112,13352912,10326125,9670255,5910843,4683263,4501852,3382302,2493808,2441076
50510,"Feathers used for stuffing and down, not further worked than cleaned, disinfected or treated ...",383,1970,255,5,471,6636,6400,28316,26155,45904,,4682,8039,5749,1058,243,8548,8660,28977,33537,74519,,107116,137941,120485,83245,73055,129340,218252,265594,119641,185368
610343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, knitted ...",1267,1328,2662,6932,7789,14000,23068,25093,38748,45285,,95158,144621,195128,210012,293742,363440,482394,533015,520453,676470,,13107,15639,22423,34641,51317,64473,88758,90030,102589,114647
620342,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of cotton (excluding ...",15746,24344,22979,28283,29880,35161,39782,42504,31905,44528,,495843,589240,619227,603436,658759,665475,727989,764007,604495,911005,,256959,309098,325532,354074,343765,348805,385821,377692,283780,289283
846729,"Electromechanical tools for working in the hand, with self-contained electric motor (excluding ...",1,0,0,0,0,0,46,1113,23689,44415,,584,421,624,885,439,327,292,5148,271037,1404944,,77521,80671,81469,84216,81105,107675,117009,112424,138055,171692
390190,"Polymers of ethylene, in primary forms (excluding polyethylene and ethylene-vinyl acetate  ...",49,699,9463,13378,5100,20975,102778,48119,41302,43895,,2353,2616,10511,13925,14355,37013,112290,67681,64805,59828,,3800905,4330575,4837911,4244288,4139049,751933,1063328,1102026,973059,1003981
290220,Benzene,0,0,0,0,0,0,46685,30017,41608,43511,,602,253,39,23,14,8,60028,70496,62627,89294,,531825,1191650,765076,867079,996403,2098409,2191237,1215598,978566,2531846
890590,"Light-vessels, fire-floats, floating cranes and other vessels, the navigability of which is ...",0,0,0,0,0,0,0,0,0,43132,,91,208,58750,61,64,43939,75030,12,253201,80957,,8103,250000,1999,217231,6836,88308,3107,284679,550075,1646896
903210,Thermostats,529,811,658,322,97,44,686,1295,14984,42583,,2071,4347,8013,8928,10023,10530,15874,14239,15315,120623,,240607,220083,227818,198015,216917,244275,311831,345129,335015,415681
391990,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether ...",76,379,3230,5176,3052,12444,22270,33771,33088,42044,,24130,16898,21883,20914,25711,48414,100131,120406,104421,173353,,2395337,2696333,2579482,2411427,2243750,2368959,2452637,2409152,2452114,2625237
850131,"DC motors of an output > 37,5 W but <= 750 W and DC generators of an output <= 750 W (excl. ...",868,858,1018,2148,2337,9487,17325,37995,47397,41851,,15720,13854,16069,19750,23220,25569,30455,79794,96610,209725,,528383,582337,627541,578228,595719,703828,824749,892113,957518,1033878
871120,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",28,17,1594,1785,2132,4570,5687,9765,21773,41571,,176912,357886,459749,413158,484908,558125,574223,608731,695953,736919,,3588,2272,12190,18749,9837,7963,10391,17614,45699,73158
854449,"Electric conductors, for a voltage <= 1.000 V, insulated, not fitted with connectors, n.e.s.",24517,49376,47366,43305,34971,40199,40943,35445,32190,41093,,214839,293188,371350,447719,571373,756802,848735,454469,382545,428138,,1740278,1727108,1845543,1651903,1475613,1486954,1581197,1404124,1281860,1416917
950450,Video game consoles and machines (excluding operated by any means of payment),0,0,2723,2672,1030,2301,15343,7079,27346,40877,,0,0,0,5,119,3599,168,316465,954748,848716,,396844,230426,470012,332895,921359,469900,357215,513965,480687,606278
854370,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85",1670,7312,9126,2878,41189,18944,34529,64678,24216,40676,,13201,16236,25315,27380,38259,64876,129488,112917,237914,679531,,2482504,2625751,2683377,2912175,2886407,3130372,3699086,4098481,4363790,4454481
620113,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made ...",1405,4060,4840,6224,21517,24764,39489,37137,39733,40371,,156135,208030,263070,254427,305029,259612,268151,272518,219815,168024,,17725,23428,24772,28787,62396,84483,92296,120691,106810,140257
850490,"Parts of electrical transformers and inductors, n.e.s.",26439,23334,25061,30031,31863,22409,24534,27173,41634,40174,,292431,235488,302108,251972,297180,284693,328300,350318,349362,122260,,1655583,3127141,1454918,1203274,1080865,1195465,1229533,1079224,1110037,1112530
848180,"Appliances for pipes, boiler shells, tanks, vats or the like (excluding pressure-reducing ...""",3077,9464,21198,32054,57121,82131,50624,18610,25994,40060,,22737,74427,123512,182431,282148,337107,327203,299008,341481,563799,,3707456,4260444,4092613,3816719,3526460,3484867,4219117,4324619,4467964,4860809
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),7917,10796,13572,13271,14918,19775,21603,26137,32102,39804,,69160,88401,119337,127227,135157,178192,96909,118585,149315,372509,,1643467,1684130,2253298,1774688,1800387,1944058,1968005,1851219,1987971,2000777
848210,Ball bearings,3644,1410,1986,2006,3857,7187,7053,7034,24855,39752,,3859,3274,2540,2219,39052,60809,41606,15379,42238,137850,,1263807,1280487,1435215,1297825,1293878,1528331,1553464,1435217,1557253,1970572
940360,"Wooden furniture (excluding for offices, kitchens and bedrooms, and seats)",15315,28464,43725,52446,62995,77749,79121,57994,47638,39748,,832872,912531,1170711,1337505,1360439,1533406,1700448,1960324,2307078,4244570,,232927,271174,354341,361750,366629,434691,482624,401835,325866,308187
261510,Zirconium ores and concentrates,32864,9082,9205,2595,5063,4031,5802,5089,9936,38813,,36669,28090,20731,9880,3142,3690,5650,4780,13084,42415,,1251391,732956,665232,789595,581732,696439,945638,1075420,869219,949141
210112,"Preparations with a basis of extracts, essences or concentrates of coffee or with a basis of ...",1642,1592,3142,77666,229314,97023,23399,39866,44300,38326,,130,66941,42357,33840,6972,88996,84616,81147,78935,94473,,41140,62184,142636,203126,384632,215617,131591,134942,160052,163405
401699,"Articles of vulcanised rubber (excluding hard rubber), n.e.s.",5700,4903,2929,2107,2343,3339,8082,15740,30447,38189,,165533,160933,170467,159396,145934,163976,155927,154880,157088,244044,,672221,755467,828241,731234,800677,836412,872911,781888,823450,866434
80112,"Fresh coconuts in the inner shell """"endocarp""""""""",50917,45502,58648,23851,15693,15180,22381,48370,28920,36911,,3359,7852,10139,1693,1095,7135,35466,43350,29678,46114,,62271,62833,104530,99203,126769,165848,202516,286218,295360,401226
890190,Vessels for the transport of goods and vessels for the transport of both persons and goods ...,0,0,0,0,0,0,0,0,0,36571,,608809,539817,224388,426726,387026,288430,347308,179001,492223,60377,,167814,154056,239612,116409,228236,656818,907059,340269,405928,557932
740329,"Copper alloys unwrought (excluding copper-zinc base alloys """"brass"""", copper-zinc base alloys ...""",0,0,0,0,0,0,4507,11195,19840,36251,,0,0,34,17,104,17,92,168,62,36251,,30679,28662,25965,19013,18165,37120,147353,390600,533481,757514
