Product code,Product label,"Taipei, Chinese's imports from United States of America-Value in 2012","Taipei, Chinese's imports from United States of America-Value in 2013","Taipei, Chinese's imports from United States of America-Value in 2014","Taipei, Chinese's imports from United States of America-Value in 2015","Taipei, Chinese's imports from United States of America-Value in 2016","Taipei, Chinese's imports from United States of America-Value in 2017","Taipei, Chinese's imports from United States of America-Value in 2018","Taipei, Chinese's imports from United States of America-Value in 2019","Taipei, Chinese's imports from United States of America-Value in 2020","Taipei, Chinese's imports from United States of America-Value in 2021",United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
80929,Fresh cherries (excluding sour cherries),0,0,47747,30384,43843,61543,55431,55198,52683,54115,,524065,427604,475011,427276,455120,604094,500467,476518,477676,458326,,0,2334,91909,74968,89839,109904,104879,100636,93206,111283
901839,"Needles, catheters, cannulae and the like, used in medical, surgical, dental or veterinary ...",40486,40346,40653,38539,33584,39477,47541,52991,52512,53896,,5375239,5689667,5932826,5997885,6263770,6320617,7075493,7059110,6246826,7250523,,95926,104044,105552,106128,105293,119698,142436,158785,174345,191745
290250,Styrene,62390,107617,146575,58979,83647,57022,149338,165535,74307,53338,,2191741,2999165,2844525,2105486,1928710,2062892,2067629,2155266,1618147,2024542,,554204,671338,616568,362867,291082,420106,414180,304906,256024,507194
280429,Rare gases (excluding argon),17340,19360,21365,22179,23872,25755,27527,34917,64155,52379,,430187,453615,410674,487025,450989,412681,375228,400585,461063,380311,,38130,46257,57126,61356,58497,66817,64281,81574,131913,156597
230910,"Dog or cat food, put up for retail sale",36479,40033,35298,42538,44558,47993,49889,50361,43297,51449,,1312828,1364636,1318868,1287170,1315328,1381545,1462243,1630156,1724441,2071812,,109742,120288,123998,140358,140977,161407,179830,184853,194006,226420
902139,Artificial parts of the body (excluding artificial teeth and dental fittings and artificial ...,50808,54781,57157,65733,70374,71384,73547,65056,65348,51425,,2749292,2834288,2875677,2845697,2528613,2516062,2368866,2492723,2565065,3040652,,91362,99214,110194,127402,134557,135847,144156,140315,142808,140331
390190,"Polymers of ethylene, in primary forms (excluding polyethylene and ethylene-vinyl acetate  ...",17901,23191,24053,26478,27546,40939,47188,39084,35226,51234,,2269665,2438430,2409341,2373036,2140680,1341900,1091195,1007262,851093,1005712,,67221,73547,88969,91861,91477,108399,114098,87702,90464,128360
121490,"Swedes, mangolds, fodder roots, hay, lucerne """"alfalfa"""", clover, sainfoin, forage kale, lupines, ...""",33246,36261,33718,36009,36413,38243,42821,50565,47331,49941,,1284448,1355925,1194538,1300344,1351261,1397707,1361480,1498891,1529936,1713267,,47621,54598,52576,56972,58197,63153,71145,81096,79937,84497
847989,"Machines and mechanical appliances, n.e.s.",44984,70942,38663,46705,70221,47862,40887,55762,62354,48960,,3313444,3951424,4247448,4077682,3449591,3672177,3650442,3787243,3267817,3352429,,761084,771724,693818,783284,754779,558366,695801,763934,835788,1051146
381512,"Supported catalysts with precious metal or a precious-metal compound as the active substance, ...",102704,162681,98260,58029,100170,67643,89531,132092,88428,48380,,977317,1316233,1296899,1325556,1352718,1569784,1722704,2000935,1632506,2257838,,274167,326945,301201,171115,220489,261670,285873,273659,419898,366470
902710,Gas or smoke analysis apparatus,18336,27706,21894,23461,29721,25241,32103,37128,40156,48271,,842720,901161,891305,884275,897719,975472,1060234,1106409,947696,937295,,57100,61582,64259,63855,73804,73317,87255,103724,112082,129458
848610,Machines and apparatus for the manufacture of boules or wafers,48513,42962,23303,69180,41935,35832,41015,31769,23619,47069,,247374,52371,45788,63169,73757,119198,101379,83359,122968,154675,,533569,471444,337818,385440,500430,409034,370959,439162,429757,686272
300212,Antisera and other blood fractions,0,0,0,0,0,61862,53881,49709,54542,46314,,0,0,0,0,0,6316615,6794319,7477146,6862771,7424545,,0,0,0,0,0,133390,121228,139200,112813,95349
100199,"Wheat and meslin (excluding seed for sowing, and durum wheat)",0,3592,42064,37369,29987,34655,35226,42401,42361,45798,,7988505,10261202,7445197,5356650,5238228,5973274,5311615,6057968,6096728,7155868,,0,3660,50254,48918,38623,41801,42850,55177,53198,62001
690919,"Ceramic wares for chemical or other technical uses (excluding of porcelain or china, articles ...",15260,14421,21132,17083,20750,24255,29863,21927,24605,45239,,437960,501022,569176,470474,494998,540736,543399,638655,521377,753711,,67941,63385,76602,72532,88262,121631,150827,132881,158878,188154
390770,"Poly""""lactic acid"""", in primary forms""""",27184,18138,34308,29797,34894,39456,51603,43946,52053,44646,,61493,77720,64308,104184,116465,145314,173877,203807,242966,243757,,28349,19178,35117,30335,36807,41919,53948,50727,68956,65112
760200,"Waste and scrap, of aluminium (excluding slags, scale and the like from iron and steel production, ...",56880,55556,73220,36650,26815,36082,60139,61307,37542,44365,,3337485,3155135,2767571,2342239,1811970,2246126,2493178,2180570,2169262,3720722,,221356,193866,181404,116256,87002,112162,129096,123246,112832,207243
890690,"Vessels, incl. lifeboats (excluding warships, rowing boats and other vessels of heading 8901 ...",23219,31889,39177,41033,21988,25631,27590,26524,28813,44316,,282534,292729,270707,221504,220348,195236,319891,197139,165944,189458,,472654,343568,351321,210916,167655,166453,225457,284133,268592,326754
40120,"Milk and cream of a fat content by weight of > 1% but <= 6%, not concentrated nor containing ...",822,4356,9938,16397,21448,28815,36750,49882,60248,44243,,40561,58586,72621,72636,69730,62575,68486,90289,94378,107379,,11625,15844,24834,25145,30772,42697,49958,62842,72149,60540
902620,Instruments and apparatus for measuring or checking pressure of liquids or gases (excluding ...,13574,17973,17651,17536,20235,26847,28844,26591,29753,43749,,1205692,1263818,1429334,1353794,1362522,1419056,1608166,1491078,1361259,1583310,,63785,66085,70377,71448,94280,107128,115077,109399,116787,149474
811292,"Unwrought niobium """"columbium"""", gallium, indium, vanadium and germanium; powders and waste ...""",12264,17167,28805,19750,11152,12853,55266,54771,34307,43283,,91949,80945,91269,98521,68856,58689,52065,33953,31205,32525,,18449,31966,53807,33869,21103,21838,87272,80036,46115,59418
903040,"Instruments and apparatus for measuring or checking electrical quantities, specifically for ...",25913,26318,25098,18524,20198,21155,23574,32034,45427,40233,,1891008,2245259,1757316,1547391,1252116,1066073,1094032,1220679,1043606,1019697,,83416,93254,97448,73547,74865,85393,94259,127522,150935,156403
80930,"Fresh peaches, incl. nectarines",31935,36946,30506,32669,37956,34085,38273,38650,36655,40010,,184100,180580,191452,153881,147846,126931,134632,131614,123421,160313,,41045,48490,36716,42733,49371,49350,48125,48570,47320,53273
848110,Pressure-reducing valves,9038,9549,17841,20430,27990,31546,41340,29927,33443,39977,,422910,461417,430269,421664,393631,414348,431262,417501,363657,375006,,20075,23990,31650,34910,42152,48788,59002,46864,52567,73878
390720,"Polyethers, in primary forms (excluding polyacetals and goods of 3002 10)",14600,15278,15329,15342,32541,53065,54476,52020,30647,39860,,1678136,1776013,1870699,1713391,1617062,1620984,1646915,1579363,1462065,1818388,,155235,144614,155405,132190,140223,166046,186903,212780,239118,302085
80610,Fresh grapes,22400,30602,27840,32273,38154,33777,41335,39602,39769,39702,,974703,1083773,1029075,909601,916396,903125,926400,855055,822266,781591,,37886,49474,57975,55651,72656,70768,71309,68960,79898,83587
900120,Sheets and plates of polarising material,69466,60171,44645,30547,35356,39673,24206,21493,28857,39247,,269270,357976,416630,303197,359768,280091,162668,144347,162474,151588,,1299427,1107950,1063830,737552,659015,717080,606379,542745,662814,656853
283620,Disodium carbonate,52239,41799,44053,51789,41631,45677,52371,53991,39071,37570,,1240701,1210278,1298940,1320943,1312605,1399455,1463460,1553778,1144537,1392361,,66887,52655,54052,63032,50647,56133,67799,67659,53655,50240
470321,"Semi-bleached or bleached coniferous chemical wood pulp, soda or sulphate (excluding dissolving ...",35226,38100,38728,41553,35913,37968,48493,49130,45544,37542,,3638838,3567951,3770161,3765067,3709376,3887262,4241295,4080453,3688553,4392623,,153440,158350,165297,159501,139187,150348,182889,150754,114262,105154
902219,"Apparatus based on the use of X-rays (other than for medical, surgical, dental or veterinary ...",7008,8281,12596,7235,9078,7131,9427,27634,26906,37508,,500180,448856,441741,404226,431105,442157,549229,550342,452045,410529,,132843,107965,104003,174984,158656,60712,246294,167090,165986,349561
854330,"Machines and apparatus for electroplating, electrolysis or electrophoresis",65511,43569,12068,16930,32877,7875,17708,21439,53008,37043,,111763,91232,66535,72781,62526,63050,69516,76771,65929,90139,,161162,81028,41307,85754,114672,101760,96519,76282,129190,142234
903089,"Instruments and apparatus for measuring or checking electrical quantities, without recording ...",35008,27622,26500,32978,23724,28808,35730,32015,30684,36692,,284087,269685,267846,271781,246983,251362,296195,300073,326296,360298,,114122,94352,123969,101953,89197,110828,109550,121917,132663,153599
330749,"Preparations for perfuming or deodorising rooms, incl. odoriferous preparations used during ...",2069,2208,2607,3421,3822,18736,19844,31946,36065,35894,,216656,239494,244349,242794,243586,279273,277871,286552,336521,375620,,16893,17598,17898,19534,22217,41196,46753,61296,69493,70180
481151,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",37347,48709,46665,39516,37290,32662,36206,36830,30575,35823,,855876,867494,898692,909816,965408,1037544,1004007,912079,749474,761723,,45657,52220,52186,44169,46997,38963,45576,45564,38724,45484
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",17020,18153,17985,16287,21764,21702,22496,26692,30324,35739,,2058512,2411807,2789016,2536668,2021059,2159948,2387750,2494386,1988670,2090047,,176857,166628,178536,158860,155106,182629,206494,193288,243810,326931
711319,"Articles of jewellery and parts thereof, of precious metal other than silver, whether or not ...",84376,67759,69198,49370,41867,55847,57558,57763,37444,35553,,7784158,9087872,9747722,9110930,8956030,9097774,9292221,8645561,4860844,6695429,,367886,349661,418621,383401,326878,367144,463179,512179,378815,571634
285000,"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined (excluding ...",53061,40229,44733,35672,31574,33427,34946,29226,32967,35317,,284146,257780,256078,243888,247638,275182,303974,264716,248345,283830,,75618,60336,67140,69863,71315,81284,79742,71556,69642,70863
320611,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,53522,46588,47536,51744,38706,46400,44057,29046,27392,35111,,1919902,1594914,1650620,1346119,1333025,1490843,1454578,1101781,1021868,1414910,,123934,115239,116054,113685,122757,139872,136130,125014,118052,161984
841199,"Parts of gas turbines, n.e.s.",23840,8830,61327,56486,54544,33393,77740,48116,26520,34301,,5518212,5248226,4802994,5150364,5524235,5183714,4252761,4744244,4328601,4478165,,172711,132163,260421,164186,355243,315353,355083,221602,227966,254823
852580,"Television cameras, digital cameras and video camera recorders",6946,12794,20353,7788,9456,11049,11524,13096,22490,34189,,1916737,1772678,1800537,1539328,1696163,1986677,1861683,1841462,1631276,1933603,,740392,717563,573757,444036,417550,392461,316977,315340,372202,451373
481159,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",37874,35179,35388,36087,33705,33056,32943,33884,28583,32024,,294794,298541,291144,276998,298010,356996,309943,237186,233105,263300,,124009,118379,115597,115812,110623,124831,130375,128890,114488,130573
854140,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in ...",30653,39397,26022,34847,38383,34789,30039,23655,24884,31870,,2380668,2246198,2210898,2425590,2310200,2405393,2571442,2176831,2286835,2454837,,1221393,1098751,1328129,1434975,1390726,1274702,989660,759028,809945,1008976
847180,"Units for automatic data-processing machines (excluding processing units, input or output units ...",21448,26310,23845,18090,15495,19778,101092,25115,34159,31709,,2753493,2322930,2288838,2139912,2214884,2529172,2621184,2027001,1967726,2147322,,83019,95136,100847,100588,86631,115480,226746,186680,254090,344320
80212,"Fresh or dried almonds, shelled",31509,40735,42467,46253,35221,32772,27150,36330,28228,31444,,2493864,3209227,3554181,3771130,3229075,3266450,3375650,3687769,3425593,3381706,,33475,42925,45109,48223,36637,33054,27911,37155,28641,31468
841869,Refrigerating or freezing equipment (excluding refrigerating and freezing furniture),55131,67563,47907,42330,55301,38013,33178,30571,28699,31205,,1228774,1321118,1250161,1421973,1355786,1448411,1497688,1525128,1165972,1333448,,116689,133616,110683,109549,134414,118128,148590,165467,175571,200181
848630,Machines and apparatus for the manufacture of flat panel displays,14155,7285,7547,20106,29276,46670,47086,32335,42500,30616,,57209,7779,27745,26106,112122,202667,100188,60747,66071,65986,,277304,183571,216381,425851,824036,362855,437486,365198,247817,187911
900290,"Lenses, prisms, mirrors and other optical elements, mounted, of any material, being parts of ...",20260,27698,21456,17542,23068,21860,22787,20412,27358,30598,,167064,177043,190331,204261,229240,264849,274918,238426,204886,264155,,133122,145195,150693,174655,175380,156800,153635,177532,175077,202241
90121,Roasted coffee (excluding decaffeinated),16770,18553,15329,20997,15923,26763,32411,31822,37082,30431,,850668,770653,740854,718339,698122,657871,636668,618899,584145,613279,,31225,33256,33285,48838,47758,73715,70613,68231,66886,66693
902190,"Articles and appliances, which are worn or carried, or implanted in the body, to compensate ...",12470,15646,16746,24198,17596,18096,22169,24979,31065,30403,,1782484,1721120,1750853,2005847,1845017,1797565,2061982,2507461,1999064,2377755,,52259,61387,62464,79304,68828,69186,82561,92818,99683,100793
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",12446,21818,24353,26390,27421,26021,22662,21560,29059,30221,,1663103,1863971,1905858,1974649,2381506,2534310,2767694,2627224,2183600,2597053,,282789,300739,311014,312689,325300,366238,422784,523459,593344,830682
392069,"Plates, sheets, film, foil and strip, of non-cellular polyesters, not reinforced, laminated, ...",2995,2134,1882,2020,1867,2013,1356,1221,6304,29774,,144761,159280,161499,166927,135386,143622,125601,101311,112068,157337,,317815,316113,264992,208014,162265,163645,166418,151796,173042,223744
250700,"Kaolin and other kaolinic clays, whether or not calcined",38908,38003,36953,33302,28636,29983,31688,26486,23612,29687,,549050,577388,597054,562458,541793,560353,581349,565677,506905,616761,,68434,67286,71337,61500,53528,52769,56297,48034,44600,57441
680421,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",12622,9385,7325,9985,17399,18389,19105,17658,26278,29393,,61502,59479,68539,70545,73113,71437,79719,78455,60998,73509,,89728,86778,98020,96281,105507,107878,110167,115716,133987,152751
870333,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",58299,65327,63703,73775,65255,52494,37638,19505,27587,28563,,5730608,5424783,5982380,5683352,5304406,4696800,4291074,5292635,4023263,3920326,,135173,163830,214347,237127,199458,161416,119674,70697,70929,97888
