Product code,Product label,China's imports from Japan-Value in 2012,China's imports from Japan-Value in 2013,China's imports from Japan-Value in 2014,China's imports from Japan-Value in 2015,China's imports from Japan-Value in 2016,China's imports from Japan-Value in 2017,China's imports from Japan-Value in 2018,China's imports from Japan-Value in 2019,China's imports from Japan-Value in 2020,China's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
290122,"Propene """"propylene""""""""",614350,1251927,1170747,701103,426771,557959,632189,648447,481694,391257,,1029248,1846371,1699834,1003790,596035,722221,725597,748731,548692,532668,,2966220,3715618,4284386,2373721,2194272,2845268,3137777,2910650,2037391,2425454
841490,"Parts of: air or vacuum pumps, air or other gas compressors, fans and ventilating or recycling ...",303764,306580,351253,344811,399250,492447,463579,367939,342893,380711,,1908268,1768968,1744892,1500562,1596589,1785867,1765344,1599953,1398596,1547836,,1009602,1082840,1152045,1056466,1190175,1401111,1492017,1371566,1271771,1366497
392010,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, ...",391088,352522,357315,320182,347944,335746,380254,350171,365593,380531,,454578,453959,457127,388066,371887,375414,372983,347490,388970,466343,,1086304,1122271,1150750,1107887,1052575,1110340,1205250,1244805,1294338,1164487
854129,Transistors with a dissipation rate >= 1 W (excluding photosensitive transistors),221527,234536,149755,149439,169270,193269,209709,259077,309886,355735,,1248210,1049699,1142655,967931,1031667,1162131,1352380,1505529,1733593,2015537,,3385736,5264662,5015931,4911059,4709921,4825179,5601842,5851489,6649241,7923929
841430,Compressors for refrigerating equipment,220911,217984,232090,184592,194151,195980,251941,240885,240447,354041,,1788703,1583292,1408478,1183748,1268087,1274628,1395504,1311744,1266744,1803557,,1050887,1149781,1164452,994391,919463,1038210,1069274,936477,930369,1080355
902790,"Microtomes; parts and accessories of instruments and apparatus for physical or chemical analysis, ...",113135,107537,147140,157077,200779,226220,272716,314685,379690,348753,,1880549,1744325,1793243,1703795,1923727,2007127,2254335,2410488,2298719,2856208,,632660,691439,784278,804402,936942,1099481,1171612,1305024,1506813,1537931
721030,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",680529,560780,549815,447308,355118,414154,379349,298672,211636,346849,,666951,538695,517114,401914,375295,450762,476770,390777,331545,567776,,1254682,1032807,1007280,789292,673869,790995,718603,538419,428034,610572
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",217745,217184,238505,214480,248511,292176,308640,296079,301137,344403,,787243,750234,748714,686898,788739,848313,891745,865948,771146,940249,,973949,1170959,1272698,1195512,1212502,1336015,1383267,1270265,1276015,1420762
271019,"Medium oils and preparations, of petroleum or bituminous minerals, not containing biodiesel, ...",1614326,1496136,1135593,556945,641254,571128,1046645,880061,337187,334042,,10748957,13262388,11429126,8131501,6527682,7194643,8637671,9427105,4684624,5619135,,29566479,25827759,19555177,10372520,7651643,10310975,14230610,12799204,8312125,10342110
390690,"Acrylic polymers, in primary forms (excluding poly""""methyl methacrylate"""")""""",341079,312775,355441,292699,341164,373383,423445,369399,317155,331840,,1334105,1079156,1329377,1115588,1175851,1357817,1411780,1194129,1109108,1299094,,1253808,1377812,1540799,1421770,1501820,1842857,2152071,1884594,1864167,2193347
841360,"Rotary positive displacement pumps for liquids, power-driven (excluding those of subheading ...",180887,199881,175664,153648,192546,186179,216533,225480,288385,329193,,675254,640742,541376,464930,490356,573910,623378,648067,615328,774066,,744276,804672,845467,751759,725933,766099,888154,896234,969768,1095994
870894,"Steering wheels, steering columns and steering boxes, and parts thereof, for tractors, motor ...",457577,372478,315787,255191,236020,256349,323413,323973,306631,324882,,1764231,1566885,1274852,1155987,1292475,1370770,1469745,1185311,873893,1084496,,1631951,1812899,2017755,1873319,1867080,1761797,1861401,1465258,1409450,1605146
270730,"Xylol """"xylenes"""" containing > 50% of xylenes (excluding chemically defined)""""",204393,46977,179191,170282,131777,131809,129228,104335,248112,317597,,590378,770510,1160577,878729,941511,1260618,1458573,1300333,821434,1075710,,574535,291469,910067,538571,251774,286463,427668,517816,552267,751414
870829,"Parts and accessories of bodies for tractors, motor vehicles for the transport of ten or more ...""",667756,551295,469975,389198,398753,443994,434925,371312,365807,316412,,3889022,3551892,3261016,2926364,3159898,3378746,3522078,3314352,2564690,2932719,,4231913,4629021,5239452,4637800,4618573,4488505,4916772,4665851,5202477,5847774
854290,"Parts of electronic integrated circuits, n.e.s.",158497,132216,150881,130036,119572,134084,143831,150759,210729,316075,,2658241,2080385,1946253,1788021,1670657,1683931,1725125,1768258,2373182,3525895,,816092,856242,908494,801580,687662,774668,855363,886703,809451,1459041
847990,"Parts of machines and mechanical appliances, n.e.s.",240594,149362,181230,118572,150861,178719,239885,220161,286636,299682,,1756674,1284145,1332438,1307005,1326474,1499871,1607811,1388143,1451393,1630782,,744975,691437,822498,656090,665873,913957,1172489,1290967,1456467,1427515
741021,"Refined copper foil, backed, of a thickness """"excluding any backing"""" of <= 0,15 mm (excluding ...""",264190,219051,260771,224086,201072,208854,227783,258143,290855,299542,,612323,500375,496580,463490,456628,586050,575439,567556,646140,676419,,1330091,1262172,1303007,1124603,1073823,1234756,1245570,1359771,1451164,1495349
901210,"Electron microscopes, proton microscopes and diffraction apparatus",126191,130027,115587,117757,188011,202336,217113,319767,360395,298174,,570625,382321,360840,345174,288868,449633,466456,339986,442895,443942,,282975,308670,319806,368704,492781,594432,811884,1039201,993044,807945
270400,"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon",141,159,176,125,139,205,2322,49903,287040,296403,,471137,330603,125232,102498,155400,343017,441853,410295,656246,965608,,11888,6610,531,399,294,2362,18231,121594,690956,436824
903082,Instruments and apparatus for measuring or checking semiconductor wafers or devices,165174,109241,133767,99507,101349,86789,94846,135864,222323,293514,,701590,512970,694970,599068,641788,1043991,1498329,1126235,1440515,1728008,,582380,406069,533208,522179,492549,401028,409921,391598,532675,678289
901390,"Parts and accessories for liquid crystal devices """"LCD"""", lasers and other appliances and ...""",914262,1289815,1280462,1253997,884335,721182,839046,587265,488385,293492,,1130424,1027841,704108,531667,450421,451781,552749,486043,452013,440798,,4720963,4754512,4799526,5057281,4589634,4541360,4160539,3923837,3485319,2266795
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",286034,262280,263833,223150,243373,284207,305802,266327,271847,290783,,895461,786557,761090,677988,719596,768097,798462,745366,680453,834291,,1115614,1224215,1345325,1201637,1223501,1341725,1417135,1315666,1317210,1403213
870830,"Brakes and servo-brakes and their parts, for tractors, motor vehicles for the transport of ...",447881,366631,235032,175877,163127,199297,247906,330479,303333,286536,,2122377,1806264,1580917,1343001,1477026,1618298,1707286,1668870,1500359,1792014,,1075753,1125656,1142968,928468,958822,1080438,1215058,1282791,1188641,1186044
340391,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,124710,132104,150537,170858,166675,196722,208128,217508,225359,285912,,205074,241157,253288,269440,278462,293023,316347,328905,311705,440619,,313656,358510,379709,393717,371521,437788,447845,415672,405533,465285
390799,"Saturated polyesters in primary forms (excluding polycarbonates, alkyd resins, poly""""ethylene ...""",243164,254641,241529,221479,236162,255066,260014,251019,248301,284462,,632289,605009,563633,504768,541219,576286,590203,524130,532509,653723,,1016176,1088835,1137909,1032536,1077166,1209575,1270069,1206478,1231414,1493885
841989,"Machinery, plant or laboratory equipment, whether or not electrically heated, for the treatment ...",94466,59971,90981,74167,84996,127426,226151,125077,170862,283973,,462640,411693,426943,373182,368479,418942,538558,438731,430612,424454,,1022331,1101223,919596,722354,707878,776862,967537,894157,918354,1178757
841410,Vacuum pumps,66527,87665,103373,113676,102574,163036,247973,213642,226643,283395,,359737,347951,359568,374733,479002,641741,621730,523763,619261,773113,,349437,509231,528327,589837,559171,722905,1042141,866789,809293,967016
210690,"Food preparations, n.e.s.",58354,40105,47868,77887,74164,71303,178997,213873,253808,283162,,358200,330414,340994,415253,482199,518955,738042,829158,1202292,1192338,,720374,917013,1011247,1296657,1484863,1835969,2717012,3125061,3842576,3672672
842129,Machinery and apparatus for filtering or purifying liquids (excluding such machinery and apparatus ...,216368,165465,190733,195773,190844,229866,218804,218876,226809,282163,,739589,658315,665862,587650,661889,681534,725789,726630,783582,845716,,958937,865848,958929,816301,732727,859947,948024,985959,1031231,1299437
760612,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm, square or rectangular ...",253645,187137,239625,229506,231352,305310,303516,245071,252958,277941,,688962,601493,744052,768073,685861,708327,695560,608950,507687,693148,,1441081,1278902,1265156,1196210,873899,868970,941965,812184,910979,1077823
350610,"Products suitable for use as glues or adhesives put up for retail sale as glues or adhesives, ...",189762,180783,158316,133250,142819,156528,164268,179523,208356,272327,,285212,225080,213241,184711,195804,214192,222485,217608,230740,286862,,391500,436705,456412,418228,414090,430410,448249,446637,477612,570604
900211,"Objective lenses for cameras, projectors or photographic enlargers or reducers",425494,379844,349351,316314,369636,382358,393301,306564,255551,271447,,1913724,1746010,1570909,1370836,1301618,1322710,1350612,1069275,811851,1185481,,1266010,1170939,1016487,702773,784596,833218,856545,711197,613728,721566
840999,"Parts suitable for use solely or principally with compression-ignition internal combustion ...""",180715,171308,197595,146222,178943,222374,256065,244590,309235,269991,,2663463,2226729,1790278,1505854,1465354,1812839,2044114,1933217,1637909,2078857,,745567,707933,841536,724382,693631,980362,1092642,989020,1178869,1215759
711011,"Platinum, unwrought or in powder form",317262,330533,288138,133843,278571,92782,72553,128343,123611,265846,,674947,970302,812011,394578,279549,262202,228538,270529,279833,385272,,2637556,3282789,2476893,1975595,1448007,1347154,1283271,1093974,1695145,2699523
854110,Diodes (excluding photosensitive or light emitting diodes),272566,256840,241639,249240,232051,225525,206183,174355,238852,263813,,777168,727223,721632,615587,630799,715546,696267,680644,617297,717382,,3126160,3577720,4110056,3735266,3297990,3411530,3590566,3319635,3504163,4038631
290250,Styrene,616271,879199,743057,495898,172590,246309,579434,503165,267552,257470,,1416530,1940895,1592566,1064708,564667,763558,729548,615540,470616,593197,,4823230,6356593,5943206,4162925,3642719,4016372,3963593,3313160,2089974,1846862
843149,"Parts of machinery of heading 8426, 8429 and 8430, n.e.s.",543144,341824,237690,102922,132274,294293,327977,249970,249508,256535,,2291970,1596532,1556977,1209474,1306332,1818446,2090725,1733903,1258041,1743400,,1519415,1139313,1034904,711998,730205,1102436,1427147,1198364,1238947,1300877
900661,Electronic discharge lamp flashlight apparatus for photographic purposes,13476,6449,3900,3246,441,412,892,55206,126390,254219,,93070,82302,64375,31091,9536,5166,6613,4652,3096,3352,,58700,58714,27370,17577,14976,16267,15179,171405,253112,427087
390210,"Polypropylene, in primary forms",282577,253398,248878,204921,159073,179675,209582,219329,253328,252367,,349922,293813,280658,261071,216466,235844,301925,329879,351411,407276,,5801001,5595865,5821826,4439846,3523446,3843963,4191398,4044476,4542092,3707061
850152,"AC motors, multi-phase, of an output > 750 W but <= 75 kW",121699,138062,162434,115728,131331,174571,143713,110137,161639,249937,,472526,441388,476903,404826,440350,529001,572341,610339,747811,1166709,,496472,542026,710704,593591,544780,567069,553192,455287,504690,686030
903190,"Parts and accessories for instruments, appliances and machines for measuring and checking, ...",131140,115664,137081,126747,157491,255286,235733,185545,213868,249475,,579608,510827,553367,500737,534459,713998,772174,757096,820461,1152444,,875779,795317,1020636,1179868,1406029,1419561,1545549,1526990,1814203,1818707
390290,"Polymers of propylene or of other olefins, in primary forms (excluding polypropylene, polyisobutylene ...",105285,120275,123202,128847,128468,144958,166468,206795,216776,249220,,202606,215282,210013,196794,209525,216274,224713,220995,210540,253709,,385214,408836,419877,420675,423622,506981,574000,581300,607156,764148
842890,"Machinery for lifting, handling, loading or unloading, n.e.s.",261093,151722,226793,218203,200289,286469,284277,321944,311142,248812,,665223,622787,622790,584144,616594,733026,913331,884180,738666,617170,,1086751,1075097,1375012,1342050,1073151,1364737,1491285,1436512,1078802,1077864
841330,"Fuel, lubricating or cooling medium pumps for internal combustion piston engine",114152,78369,76445,92667,101793,150710,178932,203646,241657,247885,,1209297,1106216,1117687,949523,924647,907735,831353,889335,941432,1059851,,640646,650580,803506,723948,728321,884207,998298,907614,940942,908887
820810,"Knives and cutting blades, of base metal, for machines or for mechanical appliances, for m ...",206609,206878,231869,227685,226734,264089,296403,253248,258940,247560,,45629,35045,33117,29167,28574,28347,38432,31793,28302,27154,,586905,594574,654896,599078,639653,742878,805514,693852,679885,660383
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",212064,211394,213651,188126,197642,223529,229533,216683,207592,245472,,521123,483066,492569,416326,444614,457944,459745,435813,387156,549448,,638317,712701,765711,680060,680954,791984,839502,776985,758720,856504
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",250328,305963,183907,168589,107493,124116,226851,244564,242786,244885,,1287307,1196862,1302337,1115863,1134352,750793,766850,879532,982571,771766,,1819924,1986494,1745528,1217842,1139343,934093,1272703,1347202,1352029,1592214
842952,"Self-propelled mechanical shovels, excavators and shovel loaders, with a 360¡Æ revolving su ...",806796,615485,442178,368236,511336,787831,880653,586542,398619,239489,,8796642,6274793,6302923,5436446,5964075,6953668,7957695,7455007,5856728,8248127,,1538339,999029,835746,450521,614801,1122455,1411849,900599,695591,353031
720839,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",101075,168108,119118,89468,96521,175024,232159,235333,322355,239358,,3524202,3633297,3399559,3003043,2613537,3113681,2975280,2825628,3066288,4829165,,211670,284783,186476,135724,151946,232002,309799,363828,2246508,312678
