Product code,Product label,Japan's imports from Russian Federation-Value in 2012,Japan's imports from Russian Federation-Value in 2013,Japan's imports from Russian Federation-Value in 2014,Japan's imports from Russian Federation-Value in 2015,Japan's imports from Russian Federation-Value in 2016,Japan's imports from Russian Federation-Value in 2017,Japan's imports from Russian Federation-Value in 2018,Japan's imports from Russian Federation-Value in 2019,Japan's imports from Russian Federation-Value in 2020,Japan's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
281990,Chromium oxides and hydroxides (excluding chromium trioxide),227,338,407,482,740,1119,1154,1136,964,1432,,11798,9534,9052,12794,13443,18391,14502,21686,14003,23405,,18867,15149,16983,18432,20030,18487,18654,13470,10531,17361
293139,"Separate chemically defined organo-phosphorous derivatives, n.e.s.",0,0,0,0,0,84,52,213,1236,1391,,0,0,0,0,0,1685,2533,3381,3952,3787,,0,0,0,0,0,45023,85560,120021,108231,117991
120190,"Soya beans, whether or not broken (excluding seed for sowing)",1008,0,0,46,0,0,239,992,2201,1380,,35134,26136,23671,118827,132722,167096,291406,276842,414955,402677,,1805566,1883033,1831920,1703108,1530464,1547139,1540614,1535275,1491254,2075664
253090,"Arsenic sulfides, alunite, pozzuolana, earth colours and other mineral substances, n.e.s.",879,364,396,876,1723,937,7137,5878,844,1346,,66696,46532,38956,32198,31388,78539,62407,66237,91775,116532,,84944,85786,71780,66835,59190,71394,83599,76494,71127,99025
701959,"Woven fabrics, incl. narrow fabrics, of glass fibres, of a width of > 30 cm (excluding plain ...",1308,1268,1818,512,637,752,1025,820,1139,1330,,6545,7380,10974,7087,7203,10256,13183,14908,14175,16812,,37845,33323,30548,28534,28075,29425,35203,37913,35822,31179
310510,"Mineral or chemical fertilisers of animal or vegetable origin, in tablets or similar forms, ...",2437,2142,1483,1607,1578,642,1090,1175,629,1256,,3482,2341,754,480,630,1072,1149,1528,4692,16489,,29837,23750,18731,16253,17810,18570,17418,18390,19325,21989
381800,"Chemical elements and compounds doped for use in electronics, in the form of discs, wafers, ...",121,145,87,76,55,102,768,2601,1186,1224,,6823,5827,11837,13147,18968,35542,84902,99144,60905,46279,,1014036,979426,926032,944523,886308,929853,1101955,1025820,979932,1168143
710490,"Precious and semi-precious stones, synthetic or reconstructed, worked, whether or not graded ...",1535,59,159,850,523,323,630,340,440,1213,,1759,25364,31289,32625,37620,46349,35479,28462,41454,62860,,76695,69801,92866,83882,45034,26890,12696,16143,17712,15039
854110,Diodes (excluding photosensitive or light emitting diodes),20,201,50,60,21,23,93,31,194,1210,,8279,10763,10685,7948,7158,7671,9290,7834,6358,9835,,326009,336336,350711,309529,297375,348223,399546,380630,371128,504353
720429,"Waste and scrap of alloy steel (excluding stainless steel, and waste and scrap, radioactive, ...",968,948,73,243,349,0,57,126,65,1204,,20023,16003,27930,25431,10500,8681,6146,6453,3238,6080,,51563,50899,68473,47707,28618,32090,53875,52602,34724,49387
847989,"Machines and mechanical appliances, n.e.s.",11,111,632,2,0,4,81,355,15,1203,,117742,105902,70004,65243,108086,165675,176876,132679,133721,129037,,829097,771996,831044,801591,728559,883128,879985,950221,936432,994234
282560,Germanium oxides and zirconium dioxide,1357,2186,1223,515,397,517,1279,906,458,1196,,2906,4474,3809,2275,2277,3083,1553,1972,1136,1422,,60425,50878,40922,32889,27730,29209,57216,46485,41654,43411
281810,"Corundum, artificial, whether or not chemically defined",505,247,328,272,269,351,1005,836,1172,1189,,21007,18242,18414,23130,21229,29943,30384,24646,29410,36417,,152837,129401,130388,113026,106698,133392,143847,136386,94542,152962
281122,Silicon dioxide,0,0,0,0,0,0,235,1405,1510,1156,,1076,1370,1309,866,1301,2738,3585,3331,3593,6440,,158593,160125,163287,132576,133729,135705,143633,154864,135240,169087
310230,"Ammonium nitrate, whether or not in aqueous solution (excluding that in pellet or similar forms, ...",0,493,879,671,759,854,1268,1192,974,1138,,1000166,968532,962005,759377,589498,633164,686800,728568,625383,1171625,,14859,14004,12447,10492,8977,8697,9500,9602,9084,11696
630622,Tents of synthetic fibres (excluding umbrella and play tents),0,0,0,7,4,10,46,92,453,1135,,869,1869,1045,889,476,2830,1219,1225,2119,4961,,50273,50993,50009,51667,60692,68616,77177,106524,118969,167691
870323,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",643,656,1100,519,204,590,541,439,611,1023,,832053,1276745,1250208,861189,748764,855734,910840,1091663,723844,1016416,,5491933,5392079,4731753,3877249,4166969,4287625,4491062,4349719,2860135,3055396
30486,"Frozen fillets of herring """"Clupea harengus, Clupea pallasii""""""""",1155,603,704,797,933,2037,1050,718,975,1008,,6,3,128,253,120,1457,228,299,1360,1646,,9220,7628,7338,5861,6893,7880,6267,5561,5736,4829
441233,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,0,0,498,696,430,604,1003,,0,0,0,0,593,1056107,1304947,1104328,1098211,1834822,,0,0,0,0,0,48382,55849,48069,41033,57938
871140,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",132,170,123,186,203,512,315,1020,947,1002,,8724,9436,8581,9419,9375,10755,8973,8893,8534,10589,,36052,38448,34509,26383,23254,27848,21081,22222,21039,19500
160510,"Crab, prepared or preserved (excluding smoked)",1694,691,2955,2309,849,1528,2919,2743,460,992,,1306,1992,944,2235,3085,4076,3856,1596,1598,1704,,295288,257237,240087,206809,222301,231191,235897,209134,148351,132026
732189,"Stoves, heaters, grates, fires, wash boilers, braziers and similar domestic appliances, of ...",0,0,3,0,0,0,0,30,335,990,,1609,3607,3482,2515,2295,2769,3144,4355,5535,9228,,17700,17829,18632,14095,14017,11370,12973,12895,17157,26587
280429,Rare gases (excluding argon),1963,2586,247,697,37,724,653,1782,1708,905,,41921,34002,31453,35823,21581,23169,31217,37941,41307,58132,,87881,98005,119992,161727,115965,100474,109594,117302,123899,128540
480431,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,101,109,901,,27519,26516,27663,21875,22688,48591,68044,58248,101765,137099,,10192,7177,9313,6984,5749,9307,7342,8132,8081,13638
750620,"Plates, sheets, strip and foil, of nickel alloys (excluding expanded plates, sheets or strip)",0,6,54,44,78,130,308,342,534,896,,10987,11682,6031,3665,3485,1530,5428,7803,8986,14253,,104053,108248,60839,160904,63648,42622,74602,62596,56614,45527
382200,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents ...",1668,2296,1294,1290,1807,1320,1369,891,226,878,,20678,25604,26263,28845,24218,31523,33875,40410,91661,92879,,632510,590690,610408,535774,567115,600860,660172,677642,749951,1135164
280469,"Silicon containing < 99,99% by weight of silicon",635,91,0,0,0,0,0,0,72,856,,54853,44552,54391,56215,34470,27044,51979,26200,19208,21348,,494961,372447,445917,410423,324120,401012,506364,365069,343737,772072
940390,"Parts of furniture, n.e.s. (excluding of seats and medical, surgical, dental or veterinary ...",172,309,348,243,165,313,509,423,577,828,,53448,54976,67006,56477,57278,76104,90804,96978,97773,125625,,572609,600304,584931,504540,515811,505015,503575,516756,494599,583851
711011,"Platinum, unwrought or in powder form",58424,36102,18688,53952,27877,65800,26396,16243,48877,817,,97445,61358,43627,207871,530403,699507,674251,612171,667869,704591,,2171987,2180362,1413135,1552384,1378824,1303424,1206443,931297,930086,1244720
150420,"Fats and oils of fish and their fractions, whether or not refined (excluding liver oils and ...",41,0,0,0,0,0,0,0,427,774,,101,108,47,55,342,177,238,654,3660,6027,,79508,38383,38687,42419,35794,35009,36918,51077,44368,47675
854370,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85",282,559,142,339,165,150,48,279,297,738,,75600,116238,96423,82048,129604,209120,192087,80177,119551,149022,,2401526,2030912,2222629,1977041,2075656,2282399,2197251,2296115,2172519,2206172
330499,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), ...",59,130,142,41,73,133,122,243,154,712,,107743,114717,104644,74938,88655,124238,127830,149832,195152,192740,,842076,777327,781065,738552,777547,803279,923028,1018275,974089,1029654
100829,"Millet (excluding grain sorghum, and seed for sowing)",28,250,19,0,0,0,0,0,300,710,,16387,8350,17557,11483,9301,9838,9248,11683,11009,17718,,4921,5033,4386,5707,3879,3889,3564,4688,5361,5892
121190,"Plants, parts of plants, incl. seeds and fruits, used primarily in perfumery, in pharmacy or ...",17,22,39,410,587,209,416,572,431,710,,1318,2849,2637,2545,4633,5226,7633,13128,12767,13627,,211565,227230,228236,206732,206427,209117,212960,203506,216054,225318
854140,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in ...",418,389,498,682,837,760,1145,1542,1856,674,,16089,22406,25403,22198,20142,17266,28156,18739,56929,50886,,3102976,7006545,8757444,6401137,4820917,3941670,3678500,3576346,3188082,3164423
30772,"Frozen, even in shell, clams, cockles and ark shells """"families Arcidae, Arcticidae, Cardiidae, ...""",0,0,0,0,0,1061,1277,787,777,661,,0,0,0,0,2,48,0,0,5,0,,0,0,0,0,0,48575,51827,46570,39495,40900
290719,"Monophenols (excluding phenol """"hydroxybenzene"""" and its salts, cresols and their salts, octylphenol, ...""",851,733,1043,613,500,295,473,648,481,659,,51363,48513,38713,25216,23596,25156,37738,30984,34656,34930,,66103,59194,58993,43502,46784,61533,65430,59224,56456,81965
722592,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",0,23,128,0,0,0,0,0,0,619,,13271,15537,3518,1112,807,3058,1303,7702,5525,13744,,3111,5389,6145,8268,10230,15982,18633,16943,12955,20179
940120,Seats for motor vehicles,25,13,17,7,9,24,9,11,10,604,,4957,3590,2042,1101,1660,2994,3772,3647,5042,9954,,84189,80187,75439,61939,62612,62031,75050,67014,74167,92641
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",54,222,318,132,707,211,113,302,217,596,,183095,177720,167849,149412,191947,196779,219582,274339,305053,286741,,792664,762677,818550,742483,758276,823257,825607,893242,743909,858722
880330,"Parts of aeroplanes or helicopters, n.e.s. (excluding those for gliders)",0,0,0,0,51,161,30,16,21,577,,8483,12451,16294,0,0,0,0,0,0,0,,1320723,1440811,1873540,1836140,2056030,1717325,1702298,1909932,1568274,1144715
970500,"Collections and collector's pieces of zoological, botanical, mineralogical, anatomical, historical, ...",32,3126,123,55,162,229,286,2333,519,575,,2563,3130,4290,3490,4212,4998,3496,5120,3964,2683,,8293,17771,15711,13651,19747,24031,32133,30403,44269,60622
30399,"Frozen fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, milt ...",0,0,0,0,0,704,557,414,1030,537,,0,0,0,0,11,13782,19076,22815,19312,21672,,0,0,0,0,0,21679,28590,37291,27567,26488
240210,"Cigars, cheroots and cigarillos containing tobacco",0,0,0,0,0,0,0,0,6364,533,,279,164,120,36,43,269,352,788,414,799,,9511,12166,12848,11917,14301,22084,43009,134959,237211,154605
280512,Calcium,41,46,71,117,212,468,586,436,528,527,,11271,11427,15475,9801,10058,9240,8660,8030,9214,8986,,1125,1416,1923,1636,1751,2300,2317,1921,2076,2890
270210,"Lignite, whether or not pulverised, non-agglomerated (excluding jet)",2278,2239,754,754,399,499,256,1331,2044,518,,77652,88196,116463,130308,167166,393204,562967,504508,458459,886976,,3226,3426,1831,2188,2018,2157,2950,2894,3380,2175
190590,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ...",0,0,0,0,0,0,11,9,66,516,,90538,123414,131106,112120,110017,129824,142032,169651,183486,243040,,442966,401302,367915,310519,321249,359903,373479,400825,403335,468295
721049,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,127,0,0,0,78,17,0,511,,215572,285727,259545,215929,171510,399068,510607,472900,377707,893967,,485207,354816,570148,413297,400071,559519,597160,711722,551787,750455
846210,"Forging or die-stamping machines, incl. presses, and hammers",269,329,0,0,0,0,0,0,0,501,,18535,13978,23738,10488,15917,15263,23825,16549,17055,15778,,18500,21836,41016,68440,37734,31165,37347,49115,24916,19376
710399,"Precious and semi-precious stones, worked, whether or not graded, but not strung, mounted or ...",13,116,2,132,93,15,480,172,2,491,,56,233,318,357,418,342,397,404,444,968,,71465,70307,69091,54468,54729,51873,56609,63417,56465,68462
950300,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ...""",304,223,240,158,201,197,287,282,222,486,,28372,45188,51625,46041,51723,64976,73617,84907,105683,137436,,2090852,1980887,2022828,1915683,2000005,2127142,2286518,2296681,2050078,2419217
870829,"Parts and accessories of bodies for tractors, motor vehicles for the transport of ten or more ...""",41,126,188,14,20,51,127,57,145,477,,53638,65321,40335,32220,37025,52931,87829,85161,73839,102139,,934081,1017658,1145819,1089348,1233183,1234263,1333380,1253508,1061287,1165813
854130,"Thyristors, diacs and triacs (excluding photosensitive semiconductor devices)",6,294,168,178,193,317,259,245,223,454,,14593,10819,9513,9122,9807,12207,14517,10454,11016,14338,,42204,40800,24525,22149,20390,25671,23134,20437,16052,24942
30771,"Live, fresh or chilled, even in shell, clams, cockles and ark shells """"families Arcidae, Arcticidae, ...""",379,652,627,574,745,725,771,764,421,454,,0,3,1,0,0,0,0,0,0,0,,125755,111307,96545,101726,112724,108617,93006,94487,87818,80110
290919,"Acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...",419,1151,497,391,1187,1011,484,532,775,453,,252619,267897,125647,78259,110966,195831,286629,322756,158767,83653,,706664,720334,927495,767526,977005,1196828,1264807,1104165,1009916,1268760
711049,"Iridium, osmium and ruthenium, in semi-manufactured forms",0,0,0,0,3,0,0,0,0,453,,691,692,454,374,946,1187,637,47,88,702,,9789,5370,3349,5690,3361,4117,17561,14985,17502,41662
854081,"Receiver or amplifier valves and tubes (excluding microwave tubes, photo-cathode tubes and ...",306,413,527,536,469,513,552,378,452,452,,11255,8415,9618,8386,7302,8024,8551,7816,8632,8233,,4872,3160,4278,4985,3464,2229,2798,5787,4605,3615
940360,"Wooden furniture (excluding for offices, kitchens and bedrooms, and seats)",733,972,1068,366,355,351,528,376,297,451,,82232,81368,90561,63561,73853,94470,107302,120425,124595,174345,,1427465,1317482,1310771,1130949,1098141,1115972,1138172,1154829,1136014,1195922
130219,"Vegetable saps and extracts (excluding liquorice, hops and opium)",191,201,166,214,351,367,330,277,373,448,,1367,1373,1841,2388,2984,3404,2670,2073,2045,1466,,161699,169168,146758,132400,129043,147600,183253,155803,160958,129028
720421,"Waste and scrap of stainless steel (excluding radioactive, and waste and scrap of batteries ...",0,0,0,0,0,31,258,313,419,444,,122304,69617,99995,83102,89396,106888,121179,117222,139818,237501,,231477,185948,221842,128829,116563,138983,131853,83800,54699,118758
382499,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",0,0,0,0,0,46,70,56,70,440,,0,0,0,0,526,43550,58222,83150,78719,102702,,0,0,0,0,0,1085250,1266586,1244169,1203337,1600112
731100,"Containers of iron or steel, for compressed or liquefied gas (excluding containers specifically ...",541,544,678,835,732,870,1100,633,725,435,,15688,27815,15706,16727,13303,16117,14195,23459,31251,24021,,48092,44477,51648,47596,43434,43837,49873,55761,50720,60432
292990,Compounds with nitrogen function (excluding amine-function compounds; oxygen-function amino-compounds; ...,327,440,330,556,345,0,1241,1077,307,426,,3216,3337,2468,2390,2125,2589,2070,3388,2404,4865,,19463,24277,28489,28657,28450,36959,48288,47962,48491,61606
293369,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused triazine ring, ...",0,0,0,0,0,77,152,196,222,421,,18289,19581,21955,21423,19813,27106,33353,33699,21536,31140,,115804,114571,125860,112192,175695,129363,165705,119142,79937,117848
290389,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons (excluding 1,2,3,4,5,6-Hexachlorocyclohexane ...""",1737,2675,1767,2608,2182,2936,3317,3795,2,421,,4522,5422,3820,4114,3482,5804,7125,5438,2179,2817,,27530,13395,9004,9468,10829,19514,24248,26209,21151,24653
294200,"Separate chemically defined organic compounds, n.e.s.",511,252,0,2,0,2,0,296,218,412,,299,1072,1584,1482,849,2478,1310,2036,2658,2464,,8130,39007,28730,15655,74639,97498,27269,67808,106780,95340
854430,"Ignition wiring sets and other wiring sets for vehicles, aircraft or ships",217,186,371,250,203,215,124,74,5,380,,21064,17912,19857,15946,12520,22656,22339,33653,26118,29591,,4244949,4191800,4205777,4028494,4027210,4407284,4829752,4988948,4524737,5151759
30367,"Frozen Alaska pollack """"Theragra chalcogramma""""""""",1169,636,710,214,659,324,62,160,181,373,,909669,959912,883402,918000,819625,763687,741318,984980,890773,601007,,2075,782,1904,604,1189,1253,736,582,711,463
851580,"Electric machines and apparatus for laser or other light or photon beam, ultrasonic, electron ...",0,56,20,50,33,0,10,0,0,357,,2514,2216,2036,3090,2166,2964,2457,4066,8244,9274,,41413,45871,44296,42967,52178,43776,58514,65394,42558,52219
441990,"Tableware and kitchenware, of wood (excl. of bamboo or tropical wood, and interior fittings, ...",0,0,0,0,0,447,411,438,370,352,,0,0,0,0,23,7748,11889,10905,11323,14447,,0,0,0,0,0,177478,172691,162716,141438,149246
220860,Vodka,95,90,121,57,32,88,153,129,135,340,,207573,234775,218338,116125,121598,135649,149888,161469,149333,167828,,29635,27390,17753,12248,15348,13032,13010,13612,11766,8120
293299,"Heterocyclic compounds with oxygen hetero-atom[s] only (excl. compounds containing unfused ...""",41,154,416,246,191,253,99,282,357,340,,926,967,774,472,535,1784,613,906,964,1271,,237748,241099,241090,231702,223776,226398,259028,230310,282171,285322
