Product code,Product label,India's imports from Japan-Value in 2012,India's imports from Japan-Value in 2013,India's imports from Japan-Value in 2014,India's imports from Japan-Value in 2015,India's imports from Japan-Value in 2016,India's imports from Japan-Value in 2017,India's imports from Japan-Value in 2018,India's imports from Japan-Value in 2019,India's imports from Japan-Value in 2020,India's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
850990,"Parts of electromechanical domestic appliances, with self-contained electric motor, n.e.s. ...",16,2,1,31,0,0,7,0,0,1,,37277,33770,29346,26230,26330,26681,28552,22208,24004,29350,,2738,2437,1534,1704,1202,1441,2418,3989,7016,10580
620341,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of wool or fine animal ...",5,0,0,0,2,0,0,0,1,1,,1926,2000,2346,3135,2341,2535,2402,2987,2433,3653,,868,1215,1512,1135,1139,1054,1549,1169,507,777
621143,"Women's or girls' tracksuits and other garments, n.e.s. of man-made fibres (excluding knitted ...",4,0,0,0,1,2,2,0,0,1,,2124,2208,2649,2535,4295,3680,3218,3506,7005,7888,,1099,360,673,1404,1636,2574,5154,4207,4082,5017
620212,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton ...",3,0,0,0,0,1,3,0,0,1,,2284,2077,2082,2532,3095,2692,3218,3845,3901,5165,,330,408,613,393,259,374,389,503,345,340
610433,"Women's or girls' jackets and blazers of synthetic fibres, knitted or crocheted (excluding ...",1,0,0,0,0,0,0,0,0,1,,344,434,244,262,407,286,159,435,243,559,,207,558,756,1622,1714,1832,3470,3684,2115,3981
610461,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",0,0,0,0,0,0,0,0,1,1,,111,100,167,138,179,131,114,139,113,160,,0,10,3,8,25,12,65,74,41,98
910591,"Clocks, electrically operated (excluding wrist-watches, pocket-watches and other watches of ...",0,1,0,0,1,0,0,0,0,1,,453,293,465,323,498,395,255,493,231,308,,226,74,84,150,271,162,310,232,255,167
870130,Track-laying tractors (excluding pedestrian-controlled),0,0,13,0,0,931,26,0,21,1,,390039,216571,238221,7229,2715,2048,2311,2814,1153,1187,,45,278,21,25,177,2977,1591,406,204,319
560290,"Felt, impregnated, coated, covered or laminated (excluding needleloom felt and stitch-bonded ...",1,24,68,13,41,3,51,27,4,1,,4137,3604,3879,2643,2579,2382,1920,1332,1737,4401,,1649,1407,1603,1655,2574,3244,4780,6642,4511,6260
550820,"Sewing thread of artificial staple fibres, whether or not put up for retail sale",1,0,41,3,0,0,0,1,12,1,,288,178,226,118,65,56,382,135,33,41,,319,810,202,250,108,92,274,182,105,203
620990,Babies' garments and clothing accessories of textile materials (excluding of cotton or synthetic ...,11,0,0,0,0,0,0,0,0,1,,65,36,12,30,12,22,14,19,17,0,,2265,2373,2903,1574,3927,10994,13670,16294,4019,3190
620193,"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",5,0,0,0,1,0,2,0,3,1,,3354,3230,2800,2472,3092,3259,4550,5290,4543,6433,,2356,6033,4742,5659,6828,7392,16622,20630,20560,28629
681320,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers ...",31,88,4,4,30,114,30,17,1,1,,29,19,92,21,0,0,0,0,0,0,,1543,1926,2951,2255,1777,1602,1187,646,478,444
854890,"Electrical parts of machinery or apparatus, not specified or included elsewhere in chapter ...",75,49,185,107,9,23,32,2,29,1,,1133968,966061,987447,900496,890253,924018,915927,890743,943304,1005687,,16092,6188,3967,5430,4990,2894,2719,2826,2656,2825
760810,Tubes and pipes of non-alloy aluminium (excluding hollow profiles),94,93,26,6,0,15,2,2,5,1,,18955,8352,4490,4566,4457,4458,3621,5020,7311,10899,,5210,7549,9497,9403,4960,5287,6134,5779,4545,6370
720927,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",137,3378,122,16,43,790,9,0,2,1,,8325,5469,3829,3355,3069,3682,3721,3581,2100,3079,,2500,7026,559,492,221,851,983,1152,76,96
401220,Used pneumatic tyres of rubber,1382,1919,2063,302,411,746,0,0,350,1,,168317,152662,126741,91994,79139,86078,94985,109689,97352,88185,,1881,3236,3419,765,516,777,342,318,1190,3957
340600,Candles and the like,6,2,5,3,3,2,3,5,0,1,,175,166,305,228,366,438,406,361,370,860,,3015,2715,3119,3603,4001,4024,4513,5103,3129,5189
30439,"Fresh or chilled fillets of carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon ...""",0,0,0,0,0,0,0,2,0,1,,4,2,0,0,0,0,5,0,2,0,,0,31,27,0,0,132,301,2328,5,1
152110,"Vegetable waxes, whether or not refined or coloured (excluding triglycerides)",12,1,3,0,1,1,8,0,0,1,,10655,8462,8526,7570,7698,6187,5902,7114,5501,6718,,3078,3056,2958,2241,2807,2761,3230,3462,2681,3501
30759,"Octopus """"Octopus spp."""", smoked, frozen, dried, salted or in brine""""",0,0,0,0,0,0,0,3,0,1,,4201,4206,4450,5746,4457,731,213,211,109,108,,115,18,15,78,35,5,6,4,0,1
940550,"Non-electrical lamps and lighting fittings, n.e.s.",21,21,57,7,3,13,1,44,0,1,,448,314,782,439,455,425,685,693,331,494,,10708,19654,26687,30924,43862,31918,34544,29426,11644,13751
900720,Cinematographic projectors,905,3614,400,619,254,53,50,26,5,1,,480,444,88,116,135,64,96,29,33,41,,18358,15313,11378,9328,8685,14252,9778,5831,2198,1452
900669,Photographic flashlights and flashlight apparatus (excluding with electronic discharge lamps),250,163,107,6,4,28,28,14,12,1,,24002,5868,8115,9075,611,619,871,307,118,191,,3273,3208,3623,2003,997,1404,2133,2074,1979,2177
890392,"Motor boats and motor yachts, for pleasure or sports (other than outboard motor boats)",33,53,44,4,0,8,0,0,0,0,,9726,6923,7135,6640,4595,8922,5765,4835,3707,5548,,597,1223,124,374,46,13,356,411,0,104
900820,"Microfilm, microfiche or other microform readers, whether or not capable of producing copies",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,10,0,0,0,0,0,0,0,0,0
900711,Cinematographic cameras for film of < 16 mm width or for double-8 mm film,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,92,0,0,0,0,0,0,0,0,0
901540,Photogrammetrical surveying instruments and appliances,1,5,18,1,0,0,66,0,0,0,,117,543,378,388,407,1860,916,331,42,5,,1325,1457,965,629,1355,555,249,536,484,1821
901820,"Ultraviolet or infra-red ray apparatus used in medical, surgical, dental or veterinary sciences",4,0,62,2,0,0,0,0,0,0,,5567,3758,2466,6064,10837,7111,7133,9196,5279,7724,,777,297,705,647,861,1021,2789,3413,1968,1866
854091,"Parts of cathode ray tubes, n.e.s.",301,175,186,94,26,6,0,0,3,0,,6831,2168,1199,1361,1703,1700,2928,2578,1968,1511,,16748,1700,231,153,198,99,68,49,27,16
854040,"Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor ...",0,23,61,18,5,0,0,0,0,0,,27281,20394,11912,7734,11487,9908,9448,11940,12742,4085,,327,267,803,966,828,1320,139,24,1,4
870432,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",0,0,0,0,0,0,33,0,0,0,,4331,3508,17632,14638,15040,20432,16283,8314,4384,508,,0,0,22,0,0,307,33,4344,192,0
870490,"Motor vehicles for the transport of goods, with engines other than internal combustion piston ...",67,0,0,0,0,0,0,0,107,0,,483,410,622,993,790,509,2858,1706,8703,15533,,232,5,951,2289,1774,665,2375,3564,2361,27
870510,Crane lorries (excluding breakdown lorries),0,134,0,0,58,17,0,0,0,0,,234902,151091,85086,97091,73057,66678,63476,55967,31945,33756,,176,2331,6559,346,58,375,271,518,1904,1433
880400,"Parachutes, incl. dirigible parachutes and paragliders, and rotochutes; parts thereof and accessories ...",0,0,0,0,0,0,0,0,0,0,,139,374,256,1642,127,169,83,92,397,96,,437,651,309,486,885,1128,1184,1074,491,1786
880521,Air combat simulators and parts thereof,46,2,2,13,12,50,0,0,0,0,,0,0,0,55,2,18,0,0,0,0,,919,19448,8256,7285,9541,20049,518,16792,11162,619
871110,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with reciprocating internal ...",0,1,0,0,0,0,0,0,4,0,,110246,93135,94291,80637,82517,89191,91730,87667,82842,83025,,19,26,55,20,69,222,195,11,30,86
870790,"Bodies for tractors, motor vehicles for the transport of ten or more persons, motor vehicles ...",410,0,33,97,5,13,39,1,0,0,,120544,156713,246948,161345,186012,188424,258156,337649,222441,249079,,26877,46638,72748,82695,42871,54759,63575,30338,10202,27821
950450,Video game consoles and machines (excluding operated by any means of payment),0,60,140,10,0,7,0,0,0,0,,925063,924852,751503,444790,590963,1492819,2319022,2121841,2718615,2865835,,0,17315,23862,20112,16234,22770,26514,23052,14684,34958
950629,"Water-skis, surfboards and other water-sport equipment (other than sailboards)",2,0,2,17,27,1,0,0,0,0,,1312,1373,1710,2589,2585,3166,3332,3755,1917,1997,,2391,1619,1788,1768,3162,2669,2991,3209,4833,5430
911420,Jewels for clocks or watches (excluding gems for clock and watch cases),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
920210,Violins and other string instruments,0,0,0,0,0,0,0,0,0,0,,387,425,120,165,193,136,299,55,587,588,,373,386,243,182,198,353,1038,737,327,271
920600,"Percussion musical instruments, e.g. drums, xylophones, cymbals, castanets, maracas",41,13,18,27,64,106,7,2,4,0,,18059,16973,14386,13541,14904,13745,16080,15880,10516,12717,,3695,2499,2917,3927,3985,3833,4288,3526,1696,1939
920992,"Parts and accessories for string musical instruments without keyboards, n.e.s. (excluding strings ...",18,0,3,0,0,0,2,0,2,0,,4100,2781,2739,2432,2173,2514,2743,2878,2834,3869,,753,375,454,467,425,750,518,576,947,1299
930310,"Muzzle-loading firearms, neither designed nor suitable for projecting cartridges",0,0,0,0,0,0,0,0,0,0,,0,15,0,0,3,0,0,0,0,19,,2,4,0,3,4,0,12,0,0,86
930510,"Parts and accessories for revolvers or pistols, n.e.s.",0,0,0,0,0,0,0,0,0,0,,16,0,12,6,0,474,2,0,0,0,,11,104,9,2,13,132,2,83,144,77
930700,"Swords, cutlasses, bayonets, lances and similar arms and parts thereof, and scabbards and sheaths ...",0,0,0,0,0,0,0,0,0,0,,2319,3618,4028,5153,4296,4478,6052,4987,3888,7840,,16,8,14,43,13,12,184,37,3,0
940169,"Seats, with wooden frames (excluding upholstered)",11,2,0,0,35,7,1,7,1,0,,1230,1675,1906,2237,4982,3703,4241,4164,3669,5154,,5693,5417,5741,7713,9027,10422,13127,16651,8656,10044
910919,"Clock movements, complete and assembled, electrically operated (excluding alarm clocks and ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,243,0,0,0,0,0,0,0,0,0
910990,"Clock movements, complete and assembled (excluding electrically operated and watch movements)",0,0,3,0,0,0,0,0,0,0,,37,25,22,28,94,108,53,83,7,2,,3062,3199,2595,2951,3151,2737,4131,4379,2877,3522
910199,"Pocket-watches and the like, incl. stop-watches, of precious metal or of metal clad with precious ...",532,16,0,2,4,0,3,1,0,0,,21,74,0,38,80,16,65,51,6,26,,35055,20467,7716,2742,2345,767,3360,695,355,3413
910291,"Pocket-watches and the like, incl. stop-watches, electrically operated (excluding of precious ...",278,135,1,0,3,7,17,7,0,0,,3188,1070,660,585,664,791,767,618,527,655,,707,484,1749,3912,993,1627,2932,1170,565,836
910310,"Clocks with watch movements, electrically operated (excluding wrist-watches, pocket-watches ...",0,0,0,0,0,0,0,0,0,0,,312,82,45,261,654,124,129,151,91,145,,24,15,2,1,8,22,69,19,17,33
910519,Alarm clocks (excluding electrically operated),3,0,0,1,13,0,56,5,2,0,,6,39,55,19,2,8,9,15,11,3,,1395,1256,1300,1053,802,909,1011,874,415,519
970200,"Original engravings, prints and lithographs",0,0,0,1,0,0,0,0,0,0,,6849,4118,2653,5082,4238,5929,8669,12302,8558,16761,,21,104,405,1,218,349,242,313,74,1053
961320,"Pocket lighters, gas fuelled, refillable",0,0,0,5,0,0,0,0,0,0,,2573,1921,1426,1503,1385,983,937,920,989,2113,,2097,2918,3713,5452,4586,4226,5040,6544,6166,6658
961590,"Hairpins, curling pins, curling grips, hair-curlers and the like, and parts thereof, n.e.s. ...",11,0,0,0,1,1,1,0,0,0,,6500,5952,5645,6148,6824,6248,5364,6280,4689,6249,,7589,8690,10030,11801,13209,1964,1623,1461,925,1591
960850,"Sets of articles from two or more of the following: ball-point pens, felt or fibre-tipped pens ...",0,0,0,20,67,43,30,0,0,0,,1202,1197,1505,1300,1280,1714,2100,1062,959,1178,,193,196,57,70,174,118,202,162,32,199
950810,Travelling circuses and travelling menageries,0,0,0,0,0,0,0,0,0,0,,5,21,5,38,10,7,0,4,0,148,,2,8,1,13,0,4,57,0,0,0
30760,"Snails, live, fresh, chilled, frozen, salted, dried or in brine, even smoked, with or without ...",0,0,0,0,0,0,0,0,0,0,,0,2,3,4,4,12,9,24,18,121,,0,0,0,0,0,0,0,0,0,0
30772,"Frozen, even in shell, clams, cockles and ark shells """"families Arcidae, Arcticidae, Cardiidae, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,859,883,474,466,541,,0,0,0,0,0,0,0,0,0,0
30779,"Smoked, frozen, dried, salted or in brine, even in shell, clams, cockles and ark shells """"families ...""",0,0,0,0,0,0,0,0,0,0,,448,976,1024,492,806,341,252,13,5,51,,0,0,0,0,0,0,0,0,0,0
30830,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, jellyfish """"Rhopilema ...""",0,0,0,0,0,0,0,0,0,0,,9637,10675,9039,17637,19687,8061,14961,14936,3572,33690,,0,0,0,0,0,0,0,0,0,0
40390,"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, ...",0,0,0,0,0,0,0,0,0,0,,62,76,133,279,596,318,338,187,414,964,,18,0,87,56,78,1374,673,1313,117,30
40520,"Dairy spreads of a fat content, by weight, of >= 39% but < 80%",0,0,0,0,0,0,0,0,0,0,,0,7,2,0,0,0,7,0,0,10,,0,0,0,1,0,0,0,0,0,0
40729,"Fresh birds' eggs, in shell (excluding of domestic fowls, and fertilised for incubation)",0,0,0,0,0,0,0,0,0,0,,0,2,2,21,3,21,42,81,133,52,,0,0,0,0,0,0,0,0,0,0
40900,Natural honey,0,0,0,0,2,1,2,1,1,0,,459,479,433,429,539,273,293,276,382,497,,2409,1182,1854,1780,1110,2425,3262,1989,1335,2103
41000,"Turtles' eggs, birds' nests and other edible products of animal origin, n.e.s.",0,0,0,0,0,0,0,0,0,0,,51,61,26,31,160,37,52,35,268,146,,0,0,0,2,1,1,0,0,0,0
50510,"Feathers used for stuffing and down, not further worked than cleaned, disinfected or treated ...",0,0,0,0,0,0,0,0,0,0,,4280,5804,6050,6393,5157,4744,6689,8297,9160,7661,,306,404,329,34,0,188,271,825,152,457
50610,Ossein and bones treated with acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,705,39,110,54,130,169,151,934,389,1319
60210,Unrooted cuttings and slips,0,0,0,0,0,0,0,0,0,0,,2826,2620,1995,1896,1753,1572,2132,2303,2594,2790,,219,212,66,94,172,319,452,881,322,294
60319,"Fresh cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes (excluding ...",0,0,0,0,0,0,0,0,0,0,,767,988,1384,1814,2532,3383,3896,5312,5337,9374,,152,134,71,81,146,1669,534,1171,583,643
60490,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...",0,1,4,3,0,0,0,0,0,0,,265,171,256,243,383,574,603,755,927,1121,,0,372,778,558,904,623,647,810,786,1198
70410,Fresh or chilled cauliflowers and broccoli,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,2,0,,0,0,0,5,0,0,1,0,0,0
70521,Fresh or chilled witloof chicory,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
70992,Fresh or chilled olives,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,159,19,0,0,0,0,0,2
70999,Fresh or chilled vegetables n.e.s.,0,0,0,0,0,0,0,0,0,0,,1156,1287,1661,1608,2313,1925,1902,2376,3015,2336,,0,169,124,169,342,331,232,542,274,74
71029,"Leguminous vegetables, shelled or unshelled, uncooked or cooked by steaming or by boiling in ...",0,0,0,0,0,0,0,0,0,0,,183,86,110,285,84,116,211,533,198,98,,0,0,0,0,0,0,64,130,92,171
71030,"Spinach, New Zealand spinach and orache spinach, uncooked or cooked by steaming or by boiling ...",0,0,0,0,0,0,0,0,0,0,,0,0,5,10,16,23,78,24,11,25,,51,0,0,0,0,0,0,0,0,0
71120,"Olives, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,557,854,519,1220,1479,1562,1264,279,561,511
71190,"Vegetables and mixtures of vegetables provisionally preserved, e.g. by sulphur dioxide gas, ...",0,1,3,0,0,0,0,0,0,0,,213,171,311,424,1480,2354,3185,2242,1129,1383,,580,967,968,608,663,902,1859,2278,1615,2079
71233,"Dried jelly fungi """"Tremella spp."""", whole, cut, sliced, broken or in powder, but not further ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,5,11,,0,0,0,0,0,0,0,0,0,0
80112,"Fresh coconuts in the inner shell """"endocarp""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,17,0,0,0,1,6,0,5,1
80211,Fresh or dried almonds in shell,1144,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,,344881,503121,566801,651300,617579,699435,769722,802881,874854,864001
80221,"Fresh or dried hazelnuts or filberts """"Corylus spp."""", in shell""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,7,7,0,0,0,0,2,9,19
80280,"Fresh or dried areca nuts, whether or not shelled or peeled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,13154,85512,132445,49991,50329,57186,38427,75453,67742
80310,Fresh or dried plantains,0,0,0,0,0,0,0,0,0,0,,23,7,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
80520,"Fresh or dried mandarins incl. tangerines and satsumas, clementines, wilkings and similar citrus ...",0,0,0,0,0,0,0,0,0,0,,4547,5490,6832,5030,4972,0,0,0,0,0,,414,552,856,956,928,154,0,0,0,0
30635,"Cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", whether in shell or not, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,54,307,208,267,237,,0,0,0,0,0,0,0,0,0,0
30636,"Shrimps and prawns, whether in shell or not, live, fresh or chilled (excl. cold-water shrimps ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,192,233,162,245,974,,0,0,0,0,0,0,0,0,0,0
30692,"Lobsters """"Homarus spp."""", whether in shell or not, dried, salted, smoked or in brine, incl. ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30484,"Frozen fillets of swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,314,439,156,431,662,529,804,623,309,613,,0,0,0,0,0,0,0,0,0,0
30494,"Frozen meat, whether or not minced, of Alaska pollack """"Theragra chalcogramma"""" (excluding ...""",0,0,0,0,0,0,0,0,0,0,,9,94,619,2972,1365,795,2449,1930,3286,3782,,0,0,0,266,361,362,434,504,278,372
30520,"Fish livers and roes, dried, smoked, salted or in brine",0,0,0,0,0,0,0,0,0,0,,624,352,412,766,1125,457,439,419,66,64,,0,0,0,0,0,0,0,1,0,2
30541,"Smoked Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,33,54,30,49,25,15,13,52,20,59,,54,63,312,132,758,757,693,948,521,350
10290,Live bovine animals (excluding cattle and buffalo),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,3,0,0,0
20210,Frozen bovine carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,0,190,0,0,0,0,0,0,4,0,,0,0,0,0,0,0,0,0,0,0
30250,"Fresh or chilled cod (gadus morhua, gadus ogac, gadus macrocephalus)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30259,"Fresh or chilled fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,17,3,0,0,0,,0,3,0,0,0,0,0,0,0,0
30274,"Fresh or chilled eels """"Anguilla spp.""""""""",0,0,0,0,0,0,0,0,0,0,,25,6,10,21,54,25,131,25,5,112,,0,0,0,0,0,0,0,0,4,5
30282,"Fresh or chilled, rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,0,0,,2480,2101,3182,5211,5555,6482,6758,5972,4990,4456,,0,0,0,0,0,0,0,0,0,0
30311,"Frozen sockeye salmon [red salmon] """"Oncorhynchus nerka""""""""",0,0,0,0,0,0,0,0,0,0,,225,1128,36,6,15,6,19,10,510,7,,0,0,0,0,0,0,0,0,0,0
30321,"Frozen trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0
30324,"Frozen catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,49,0,6,0,0,0,0,0,256
30342,"Frozen yellowfin tunas """"Thunnus albacares""""""""",0,0,0,0,0,0,13,104,25,0,,4783,11843,7290,7456,3329,4892,4919,9592,6409,3464,,76,0,61,1,0,98,68,104,325,0
30352,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0
30357,"Frozen swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,48,1909,165,24,501,940,198,255,147,33,,0,0,0,0,0,0,0,0,0,0
30365,"Frozen coalfish """"Pollachius virens""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30377,"Frozen sea bass (Dicentrarchus labrax, Dicentrarchus punctatus)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,71,0,0,0,0,0,0,0,0,0
30752,"Octopus """"Octopus spp."""", frozen""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6627,6748,4166,2861,3383,,0,0,0,0,0,0,81,122,51,108
