Product code,Product label,"United States of America's imports from Taipei, Chinese-Value in 2012","United States of America's imports from Taipei, Chinese-Value in 2013","United States of America's imports from Taipei, Chinese-Value in 2014","United States of America's imports from Taipei, Chinese-Value in 2015","United States of America's imports from Taipei, Chinese-Value in 2016","United States of America's imports from Taipei, Chinese-Value in 2017","United States of America's imports from Taipei, Chinese-Value in 2018","United States of America's imports from Taipei, Chinese-Value in 2019","United States of America's imports from Taipei, Chinese-Value in 2020","United States of America's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
741129,"Tubes and pipes of copper alloys (excluding copper-zinc base alloys """"brass"""", copper-nickel ...""",38,39,45,76,57,24,15,8,36,44,,5422,3283,2066,1608,1525,1555,1923,2656,2680,3832,,13418,12745,11991,10366,10392,10296,9626,9634,11874,20693
960920,"Pencil leads, black or coloured",206,101,119,194,379,36,12,43,23,44,,2071,1700,1830,1704,1443,1176,1340,1153,721,606,,19488,14949,14333,13854,13937,11041,9487,9124,8553,8992
720915,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",0,0,0,89,0,57,16,15,10,44,,15190,12345,16882,10160,9316,14241,13851,10739,8119,19608,,6978,6603,10552,6933,3125,3919,4413,6125,2891,7730
521119,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",343,245,244,161,171,244,130,58,37,43,,412,205,208,86,76,82,280,272,123,54,,5468,4866,3972,3822,3161,4496,4788,2243,2069,2393
848030,Moulding patterns (excluding moulds of graphite or other carbons and ceramic or glass moulds),503,173,343,184,218,60,138,277,1176,43,,14679,18932,17427,16772,9496,8914,16637,7357,7793,7277,,15376,16597,19295,22914,19640,22113,27915,19792,16945,15455
621149,"Women's or girls' tracksuits and other garments, n.e.s. of textile materials (excluding of ...",47,39,1,46,0,37,5,13,36,43,,669,699,469,213,319,443,213,182,303,655,,110491,88187,104850,103954,101398,93904,100668,114271,83291,82379
660191,Umbrellas having a telescopic shaft (excluding toy umbrellas),969,397,256,168,210,636,143,418,184,43,,573,640,1112,1502,1510,1364,1372,823,600,548,,113465,109913,119746,132899,119884,123034,126262,149759,69997,87582
560490,"Textile yarn, strip and the like of heading 5404 and 5405, impregnated, coated, covered or ...",392,81,159,152,94,108,96,67,32,43,,11961,9222,9312,6758,5181,5423,2848,3820,3830,2600,,21713,18375,20080,19109,15883,10672,12321,16420,16088,25349
630510,"Sacks and bags, for the packing of goods, of jute or other textile bast fibres of heading 5303",15,27,11,18,12,0,13,11,15,43,,212,58,39,112,49,24,19,16,23,19,,11079,11160,12165,14420,13153,11427,10845,11131,7910,12036
711419,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of precious metal other than ...",17,15,6,9,12,7,37,62,58,43,,5011,1831,2287,1024,976,694,45075,28441,98482,197261,,4217,7721,3780,3791,3618,9051,4976,3650,3895,4685
293941,Ephedrine and its salts,0,0,0,0,0,0,0,0,0,43,,65,75,102,33,10,17,14,80,22,0,,1461,2254,2591,514,1758,1450,1558,1595,2929,2994
621490,"Shawls, scarves, mufflers, mantillas, veils and similar articles of textile materials (excluding ...",8,82,54,43,6,4,8,6,36,42,,3153,2345,2278,1370,830,607,838,853,753,802,,45288,49540,41835,35619,36620,27574,22455,22518,23486,15336
440839,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",100,128,475,195,331,251,78,295,98,42,,646,272,606,2535,2067,3294,3418,4015,2347,3018,,37884,31526,33997,36100,33405,31566,37466,30611,22931,22633
60420,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...",420,590,929,1315,1072,0,41,6,26,42,,0,26,544,522,641,674,715,817,407,302,,79756,78688,78581,78283,83572,93974,109767,131618,135282,195920
291910,"Tris""""2,3-dibromopropyl"""" phosphate""""",45,50,46,34,67,37,46,31,68,42,,7,22,7,0,0,0,0,0,0,0,,7905,1687,3397,876,255,437,510,490,378,614
390440,"Vinyl chloride copolymers, in primary forms (excluding vinyl chloride-vinyl acetate copolymers)",3,271,245,60,2,1,0,0,0,42,,13091,11262,12998,11285,11077,10674,14107,9157,9422,9471,,25661,26575,30644,21584,44698,50999,56279,53504,46820,71114
590490,"Floor coverings consisting of a coating or covering applied on a textile backing, whether or ...",64,211,356,405,451,86,66,45,10,42,,1141,1172,1663,1938,1700,1403,1168,833,578,871,,1128,1191,1137,509,1736,1632,1256,1931,1779,1952
620930,Babies' garments and clothing accessories of synthetic fibres (excluding knitted or crocheted ...,95,121,20,69,60,77,58,9,25,41,,6,70,56,32,39,63,32,32,32,16,,101714,103041,106974,105116,90431,90778,82305,78848,57479,67781
901050,"Apparatus and equipment for photographic or cinematographic laboratories, n.e.s.; negatoscopes",115,177,290,1143,665,848,1505,691,171,41,,34715,33244,48139,32416,18234,26315,31869,35195,26346,35548,,42781,29039,22586,24270,25753,20704,21941,20642,13029,14662
490599,"Maps and hydrographic or similar charts of all kinds, incl. atlases, wall maps and topographical ...",10,0,51,0,8,229,31,10,0,41,,384,387,123,49,428,38,77,59,20,10,,10649,8871,9341,10769,10994,14078,10445,8666,5411,7473
71239,"Dried mushrooms and truffles, whole, cut, sliced, broken or in powder, but not further prepared ...""",42,101,62,57,117,171,271,210,108,41,,412,390,791,935,881,853,914,746,530,879,,18378,17867,24099,22758,19400,20689,26998,16663,19166,25067
330741,"""Agarbatti"""" and other odoriferous preparations which operate by burning""""",37,54,66,107,84,39,44,41,53,41,,1186,2394,1861,1489,1204,1105,982,1105,1043,1017,,25235,24591,24232,27762,23941,26346,27171,28564,32882,46535
852873,"Reception apparatus for television, black and white or other monochrome, whether or not incorporating ...",0,0,0,0,0,24,0,0,15,40,,3,3,11,3,23,2,2,2,22,0,,919,796,941,573,526,636,136,145,125,129
400520,"Compounded rubber, unvulcanised, in the form of solutions or dispersions (excluding rubber ...",0,0,0,0,3,3,0,0,0,40,,135,423,183,103,58,48,54,117,209,275,,22161,5500,5950,4955,4102,3179,2816,2060,1659,2157
701391,"Glassware, of lead crystal, of a kind used for toilet, office, indoor decoration or similar ...",62,112,112,47,67,137,43,25,35,40,,610,658,669,483,689,670,432,861,109,218,,57522,54163,46493,43963,34852,36097,36673,35953,31999,25396
848230,Spherical roller bearings,215,274,293,242,122,112,83,126,30,40,,10661,12442,11699,9249,7859,9804,8722,8575,4097,4377,,224397,200288,206911,196944,188297,203336,227919,223750,174419,187716
811299,"Articles of niobium """"columbium"""", gallium, indium, vanadium and germanium, n.e.s.""""",28,65,303,126,384,13,37,8,31,39,,20706,29101,39703,23230,16460,19857,29527,24239,21417,21022,,30592,29464,29087,20977,18331,27814,28820,30447,16247,15087
550921,Single yarn containing >= 85% polyester staple fibres by weight (excluding sewing thread and ...,332,245,30,251,34,37,89,23,62,39,,10904,8578,3677,3526,2158,2951,8676,2360,2184,2613,,45968,46177,37992,37517,24014,21897,28605,39432,31444,44376
400300,"Reclaimed rubber in primary forms or in plates, sheets or strip",0,1,0,0,84,174,127,58,94,39,,5051,5087,6144,5441,4192,4250,3576,3666,1179,2159,,65497,54734,52339,55529,50821,53743,52072,59328,64531,80869
850434,Transformers having a power handling capacity > 500 kVA (excluding liquid dielectric transformers),0,97,13,97,31,49,36,20,77,39,,11849,12339,13365,20211,16348,13933,9766,12965,9100,7797,,204783,154251,132299,157403,112204,114022,124685,141613,139641,122150
901110,Stereoscopic optical microscopes,8,65,17,10,36,312,127,22,30,39,,259,338,409,411,208,167,228,211,341,445,,107179,115940,114641,128760,120100,132862,159992,149634,106765,162749
670210,"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, ...",246,57,245,595,498,387,302,114,153,39,,36,80,71,21,88,27,55,17,64,22,,184446,192887,216928,236605,260272,328345,437183,503364,471059,728588
721123,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",71,53,50,30,30,113,139,23,32,39,,17624,16011,18010,9999,9877,9512,9932,10141,8108,9266,,26832,41574,19473,26928,24135,31871,25414,16654,14141,21552
360410,Fireworks,0,0,0,0,0,0,212,0,148,39,,269,192,424,507,346,252,587,518,360,5,,275729,259224,313647,403134,384162,345709,404056,387998,367565,651636
291899,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",9490,5139,4640,3212,2101,75,100,130,77,39,,35276,32946,20836,14299,8626,4799,2149,1732,1423,2123,,346682,344364,367074,404934,385795,601086,631487,384665,339006,436326
160559,"Molluscs, prepared or preserved (excluding smoked, oysters, scallops, mussels, cuttle fish, ...",47,0,5,10,25,0,79,18,189,39,,0,65,358,453,1169,946,1537,1626,1537,1442,,5881,6201,6759,7826,9066,9062,9574,7073,7387,9525
510910,"Yarn containing >= 85% wool or fine animal hair by weight, put up for retail sale",77,23,80,168,94,1,15,0,0,39,,439,100,169,167,151,74,105,728,66,61,,26390,26324,25622,28473,24156,25607,27153,26097,25211,41232
844513,Drawing or roving machines,0,0,0,0,0,0,860,543,0,39,,2299,2956,2368,1908,2192,1470,2285,2522,5006,7369,,8275,3711,11298,16913,3334,2883,6860,3765,2367,5414
750610,"Plates, sheets, strip and foil, of non-alloy nickel (excluding expanded plates, sheets or strip)",6,0,0,5,13,26,0,14,72,39,,8971,6235,5381,3862,5447,9404,8121,5702,8233,8769,,16898,13453,10301,10456,9084,11336,10897,14071,13602,14382
901710,"Drafting tables and machines, whether or not automatic (excluding units for automatic data-processing ...",24,62,14,71,0,44,63,56,79,39,,65,74,43,37,211,153,18,32,55,122,,2278,2384,2707,3176,6005,5166,7259,5773,6265,4709
722820,"Bars and rods of silico-manganese steel (excluding semi-finished products, flat-rolled products ...",0,0,0,0,0,0,15,4,0,38,,65,411,29,41,93,35,110,28,48,49,,4245,3534,6929,6603,2095,4761,1169,2488,2748,1333
551599,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres, other than those ...",18,1,49,5,0,3,0,0,64,38,,12714,10572,9873,9936,9462,9119,14637,13189,6797,6420,,1672,1820,1275,2104,1590,1891,2396,1779,2452,3653
251512,"Marble and travertine, merely cut, by sawing or otherwise, into blocks or slabs of a square ...",16,39,26,26,8,39,23,80,9,38,,831,1953,1229,291,69,43,389,255,447,83,,2851,3557,3413,3377,3860,4307,3891,5297,4826,6935
610590,"Men's or boys' shirts of textile materials, knitted or crocheted (excluding of cotton or man-made ...",70,144,267,179,137,114,127,96,92,38,,416,402,591,1073,364,353,505,120,322,156,,15898,11648,12099,10966,10255,10731,10672,9332,9451,14470
610310,"Men's or boys' suits of textile materials, knitted or crocheted (excluding tracksuits, ski ...",4,12,33,5,1,0,1,0,31,38,,52,120,84,48,16,97,13,60,22,30,,3881,1564,1626,5417,4785,3570,4409,9193,5156,8022
140110,Bamboos,15,30,2,16,0,0,0,0,28,38,,1018,1296,1665,679,950,1019,1390,1060,886,1581,,16525,18509,19570,21520,19215,23578,22157,19841,20338,21189
620722,"Men's or boys' nightshirts and pyjamas of man-made fibres (excluding knitted or crocheted, ...",36,1,34,38,14,0,0,36,116,38,,36,18,37,38,14,7,72,25,13,12,,6931,5571,5254,3505,4239,4186,4997,6755,6850,10997
841520,"Air conditioning machines of a kind used for persons, in motor vehicles",141,105,97,168,173,89,7,55,24,37,,1822,1869,2132,1124,1246,1551,844,1031,330,178,,153334,195138,261871,302083,304086,332550,367318,213690,284020,298288
950810,Travelling circuses and travelling menageries,43,13,0,4,4,12,60,0,0,37,,25,0,0,2,24,27,0,16,0,0,,6281,10226,12235,11169,15787,28008,11736,60739,11471,4450
382319,"Fatty acids, industrial, monocarboxylic; acid oils from refining (excluding stearic acid, oleic ...",198,240,488,512,221,266,40,174,0,37,,3735,5774,1708,1523,3305,3492,2426,3211,2704,16745,,184293,218151,288650,298376,286875,359355,346649,322895,323921,407742
71080,"Vegetables, uncooked or cooked by steaming or by boiling in water, frozen (excluding potatoes, ...",29,60,123,10,140,43,0,35,19,37,,3224,3029,2227,2640,2685,2908,2273,969,2080,2069,,574438,543984,590938,629907,647774,637871,718235,754635,807255,794837
71420,"Sweet potatoes, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",30,7,0,9,13,19,25,66,63,37,,398,481,438,524,661,697,680,1382,2059,2071,,9836,11442,14680,15622,13699,15067,16623,16391,13461,27040
400129,"Natural rubber in primary forms or in plates, sheets or strip (excluding smoked sheets, technically ...""",5,369,5,3,2,14,23,20,27,37,,7067,9257,4673,2135,2511,5509,1491,1711,4855,7256,,54251,56707,26699,16611,14122,16349,12891,7020,6063,7992
270300,"Peat, incl. peat litter, whether or not agglomerated",0,0,0,0,0,27,5,0,7,36,,117,114,132,238,169,346,172,257,333,528,,256732,264320,285402,337744,341178,365770,380061,375635,455640,590832
731442,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection, coated with ...",5,0,0,46,32,6,0,0,211,36,,324,888,753,899,1186,1465,1024,722,865,626,,19255,20588,21787,21294,23117,29253,27389,24178,21312,24948
280800,Nitric acid; sulphonitric acids,180,0,0,0,14,19,31,0,26,36,,3020,2858,2836,3573,3907,2886,4134,5292,4684,8908,,8847,8483,8356,7584,7875,8014,8076,9049,8296,10020
400239,"Halo-isobutene-isoprene rubber """"CIIR"""" or """"BIIR"""", in primary forms or in plates, sheets ...""",1,0,0,0,139,14,39,0,0,36,,4356,1914,1764,1092,1987,2337,3217,3844,3213,6164,,184279,203739,190456,113464,92498,80779,86238,129089,102303,127968
282890,"Hypochlorites, chlorites and hypobromites (excluding calcium hypochlorites)",0,0,0,0,0,0,0,0,6,36,,249,97,29,25,194,7,172,48,371,258,,24875,24583,31372,31296,31731,40325,48876,35815,31892,35255
160569,"Aquatic invertebrates, prepared or preserved (excluding smoked, crustaceans, molluscs, sea ...",184,81,71,86,71,92,13,188,143,35,,0,117,720,710,535,605,389,329,309,237,,24245,17848,19006,19847,19387,17200,17874,15015,19096,22550
291811,"Lactic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",0,0,4,0,0,25,0,0,0,35,,406,343,336,428,407,668,1286,1210,1402,2238,,43227,46314,54981,54363,60243,53139,59469,58126,64753,80280
581099,"Embroidery of materials other than cotton or man-made fibres, on a textile fabric base, in ...",45,44,64,80,27,20,52,155,26,35,,9304,9897,8884,8848,10013,8175,7478,8030,6497,7660,,15812,16190,15827,14289,11209,11110,11015,9226,6541,9198
560290,"Felt, impregnated, coated, covered or laminated (excluding needleloom felt and stitch-bonded ...",60,32,33,89,35,33,43,52,86,35,,1049,1051,1112,939,803,784,915,851,1085,1653,,3213,5301,4952,8171,7262,5167,10470,12181,9529,7795
860721,"Air brakes and parts thereof for railway or tramway locomotives or rolling stock, n.e.s.",235,15,49,183,13,77,29,27,26,35,,80,1697,73,75,45,85,95,103,51,21,,79529,87563,90390,95884,82886,77629,70868,67211,51535,45048
950720,"Fish-hooks, whether or not snelled",185,72,228,196,51,47,80,22,18,35,,1404,1446,1921,1303,1118,1010,1310,1426,1024,1051,,36007,36848,31817,38239,42365,34919,39059,35526,38999,55946
551221,"Woven fabrics containing >= 85% acrylic or modacrylic staple fibres by weight, unbleached or ...",0,0,0,44,14,0,1,95,0,35,,2125,2157,2055,1261,697,770,761,751,698,665,,2746,2464,491,935,306,516,598,731,270,948
911110,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of precious ...",9,17,53,26,0,23,33,29,0,34,,108,146,154,37,83,50,25,117,13,33,,519,489,825,965,4182,7052,8318,8357,5370,6330
740329,"Copper alloys unwrought (excluding copper-zinc base alloys """"brass"""", copper-zinc base alloys ...""",0,0,0,0,7,0,2,0,0,34,,1183,755,1151,923,1150,853,626,1477,13753,12790,,89763,31086,43222,44919,39325,38176,6792,4336,4629,3655
520822,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",1,0,0,7,0,19,5,0,1,34,,194,144,177,45,46,75,99,95,84,154,,13927,13547,14956,18726,17391,16411,16888,14548,14897,13913
293723,Oestrogens and progestogens,196,512,378,48,0,0,0,2448,302,34,,70,1047,1191,631,734,369,199,2790,745,2079,,79720,66443,81393,59891,74350,76983,80213,90802,75128,69631
620449,"Women's or girls' dresses of textile materials (excluding of wool, fine animal hair, cotton ...",41,8,31,17,168,113,73,89,101,34,,1864,2259,2171,2636,1642,1176,1875,1481,1383,1933,,329805,250523,239647,260207,263981,244499,277361,291301,218200,251786
391610,"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, ...",478,374,0,0,0,133,32,0,18,34,,360,623,667,571,645,686,763,550,385,459,,23851,22166,20284,22285,27095,31566,27708,27800,28335,41996
721661,"Angles, shapes and sections, of iron or non-alloy steel, from flat-rolled products simply cold-formed ...",0,0,0,0,0,0,11,42,42,34,,839,953,419,725,141,182,156,142,156,173,,46824,47095,47307,43557,50829,69823,69694,74521,84782,152940
854040,"Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor ...",6,15,6,11,31,40,11,31,39,34,,73,79,209,478,887,848,483,611,232,307,,29575,29674,29033,23097,21221,16510,16420,20124,12816,6344
910310,"Clocks with watch movements, electrically operated (excluding wrist-watches, pocket-watches ...",78,155,71,119,105,48,90,89,24,33,,2,6,18,74,111,91,85,66,28,49,,5360,5842,5243,6222,5209,6261,5087,3391,1751,3369
440791,"Oak """"Quercus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,5,33,,217,676,402,163,87,79,127,79,146,5,,6847,10672,13779,16368,20024,20078,23250,22751,18839,21071
680100,"Setts, curbstones and flagstones, of natural stone (excluding slate)",0,0,0,0,0,37,39,0,0,33,,7,2,26,41,157,60,48,61,53,87,,18311,24864,36653,52923,77515,99433,85570,99130,118146,167982
830510,"Fittings for loose-leaf binders or files, of base metal (excluding drawing pins and clasps ...",105,207,133,89,28,0,13,7,20,33,,2363,1805,1459,2513,1576,1340,2868,2248,1960,1141,,63907,57070,58007,48494,46692,24304,26394,33049,19977,13273
520839,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, dyed ...",195,197,134,130,55,93,62,60,14,33,,4953,5114,3632,3734,2076,2252,1480,2033,920,1082,,13184,14042,13279,11952,10231,15758,17450,10625,11297,12928
600129,"Looped pile fabrics, knitted or crocheted (excluding of cotton or man-made fibres)",8,24,26,4,2,13,3,3,10,33,,4091,5538,6249,6142,5131,4276,4308,2969,1712,900,,2266,2396,1196,1298,1146,1121,971,821,768,1066
844120,"Machines for making bags, sacks or envelopes out of paper pulp, paper or paperboard (excluding ...",341,218,213,242,155,817,168,238,12,33,,1167,1021,958,906,1452,820,490,742,587,959,,26404,17703,31543,35438,31547,31702,46398,26268,33402,38045
680210,"Tiles, cubes and other processed articles of natural stone, incl. slate, for mosaics and the ...",0,227,147,0,31,0,0,0,0,32,,49,455,299,194,73,99,64,9,21,2,,51563,69576,76593,95316,113626,133802,155858,141136,120488,159881
620520,"Men's or boys' shirts of cotton (excluding knitted or crocheted, nightshirts, singlets and ...",2116,2138,1397,1022,1320,999,1136,2415,541,32,,7804,7400,7362,7982,7920,7570,7387,6214,3271,1749,,2953151,3154537,3200864,3164538,2954594,2694759,2757216,2578321,1556229,1540799
