Product code,Product label,China's imports from Singapore-Value in 2012,China's imports from Singapore-Value in 2013,China's imports from Singapore-Value in 2014,China's imports from Singapore-Value in 2015,China's imports from Singapore-Value in 2016,China's imports from Singapore-Value in 2017,China's imports from Singapore-Value in 2018,China's imports from Singapore-Value in 2019,China's imports from Singapore-Value in 2020,China's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
854370,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85",6241,6212,15917,20311,20957,22272,31410,29660,33030,41562,,309353,381088,480270,414981,421264,437811,438998,449502,441121,787198,,2482504,2625751,2683377,2912175,2886407,3130372,3699086,4098481,4363790,4454481
852351,"Solid-state, non-volatile data storage devices for recording data from an external source [flash ...",8632,12922,34049,28351,27726,25332,32286,24482,26790,40991,,377016,629062,810467,1329472,1830931,2799697,2656865,1652974,2263685,2194265,,2256279,1658508,1766998,2281588,1844918,1598432,1545533,1478624,1566065,1653393
890520,Floating or submersible drilling or production platforms,0,0,229000,0,0,0,42043,255059,136000,38699,,2678331,780635,1267789,1286405,174879,259,127317,503781,0,0,,99907,379200,229000,588,798008,591390,920608,1228549,1000995,678172
902150,Pacemakers for stimulating heart muscles (excluding parts and accessories),220,4460,25793,48027,45063,44679,44213,52449,44912,37250,,54300,60586,105521,218010,218893,212770,114934,112162,60386,139422,,111924,138571,141028,160057,156033,135168,161353,189398,168203,236728
392062,"Plates, sheets, film, foil and strip, of non-cellular poly""""ethylene terephthalate"""", not ...""",2327,11624,26331,35396,2387,782,1082,1921,1602,34881,,92719,60129,49225,42343,17289,14998,25667,23667,20367,15744,,2947166,3005014,2999226,2517972,2049507,2063302,2249258,2222885,2319636,2461884
390319,"Polystyrene, in primary forms (excluding expansible)",129940,144193,129044,101950,95074,110671,139349,122280,104239,34193,,443471,451637,392308,283491,277712,321437,359765,284407,216230,172850,,1538717,1619860,1386135,1037514,878994,1043406,1501183,1505407,1379893,1438685
490199,"Printed books, brochures and similar printed matter (excluding those in single sheets; dictionaries, ...",23921,34802,29936,27078,39291,37133,47738,50188,38776,34186,,472328,704269,743994,334830,250271,220836,235488,251406,197211,188797,,185305,239810,237066,264950,316103,361251,444249,454862,413444,397400
853890,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ...",42216,46002,46350,42303,37830,41930,49292,35276,28104,33917,,1773695,874580,657865,588799,591230,640266,1124483,1353371,1125340,1734200,,3992538,3977812,4206885,3560272,3447573,3935676,4405664,3975503,3922347,4344953
852580,"Television cameras, digital cameras and video camera recorders",9720,6387,10749,12254,12363,21334,28096,36357,34532,33362,,1003207,963557,822841,699686,640315,685186,784790,668982,593216,748906,,9928112,13352912,10326125,9670255,5910843,4683263,4501852,3382302,2493808,2441076
271111,"Natural gas, liquefied",0,0,0,0,49726,98242,105090,46636,31978,32941,,1393,329,3,94936,106335,196145,318635,141206,239143,685134,,8276317,10651168,12217869,8899129,8921502,14743803,26771031,28834127,23393442,36795887
290124,"Buta-1,3-diene and isoprene",39313,9407,10060,22645,9170,29541,32502,5812,16055,32860,,402433,247938,395237,169768,93702,203975,258666,139041,91469,182662,,776816,590058,282218,246615,304856,596992,429310,321551,277138,232589
848180,"Appliances for pipes, boiler shells, tanks, vats or the like (excluding pressure-reducing ...""",84197,72984,65466,73933,46238,19116,35415,30061,27975,32534,,461769,561893,704456,633105,581182,455565,563650,629936,687943,745516,,3707456,4260444,4092613,3816719,3526460,3484867,4219117,4324619,4467964,4860809
901812,Ultrasonic scanning apparatus,1150,10533,15599,13543,13766,17854,24679,22016,36825,32439,,28932,133737,35563,37004,51945,43290,51839,65485,72094,76225,,906816,1041752,1116242,926462,990988,1069901,1204304,1139936,1020746,975144
852610,Radar apparatus,18,856,476,605,446,14067,14452,14815,26898,31790,,70871,102334,127788,202972,303283,403738,380544,403987,309205,550805,,118527,99496,142180,144071,133531,156255,159704,237046,277125,412326
390940,"Phenolic resins, in primary forms",17358,16669,18280,15076,21959,28768,23628,25351,22939,31500,,54940,55069,59045,60939,70601,88392,75327,76411,74891,96153,,328327,354246,318879,276263,278791,298918,308635,287340,305086,377220
291829,"Carboxylic acids with phenol function but without other oxygen function, their anhydrides, ...",626,0,4680,1611,5920,7965,10114,10125,23088,31417,,7585,7918,21758,41834,53669,60176,58026,58864,59667,72627,,40380,49516,54791,52733,69750,70544,61782,71604,76388,91003
400231,"Isobutylene isoprene rubber """"IIR"""", in primary forms or in plates, sheets or strip""""",14,16139,53679,26562,8905,19147,23716,39484,24607,31300,,5876,26629,70545,54759,50469,77902,103570,92435,55958,73222,,187821,205059,200718,149657,109618,126826,136301,158714,179441,136953
290711,"Phenol """"hydroxybenzene"""" and its salts""""",101740,24245,14786,919,13938,10191,12206,33985,45909,31097,,126802,83276,177231,94488,110157,116824,115859,95166,73476,120591,,838163,546855,317353,160385,207387,329846,530601,462233,488258,509896
391740,"Fittings, e.g. joints, elbows, flanges, of plastics, for tubes, pipes and hoses",5632,7172,7856,7108,8732,12845,12803,8355,14789,29909,,76729,86823,80260,94232,89667,107847,89712,87092,97604,155561,,162870,213815,232234,211583,237514,273883,340915,296763,326763,394705
999999,Commodities not elsewhere specified,88108,106255,278293,1529688,2202694,4784145,519350,11480,27113,29729,,33425321,33134541,32228728,19839221,15954456,21238978,26466439,21528516,20297849,24576928,,68769069,104735488,82763505,80518802,77492643,66855229,29854611,10614452,10906755,12196803
902620,Instruments and apparatus for measuring or checking pressure of liquids or gases (excluding ...,36586,38663,32252,36290,26855,28087,24222,23835,17456,29720,,193477,281985,286443,281891,307749,272787,279940,320421,249545,322887,,661733,821469,960169,976198,1069368,1182037,1335396,1400790,1538892,1642538
900190,"Lenses, prisms, mirrors and other optical elements, of any material, unmounted (excluding such ...",28418,21047,20840,12025,13080,22472,27697,18304,29856,28228,,377761,388467,411473,397389,279913,480041,303315,602424,640311,275942,,3825307,3635110,3857336,3270407,2324439,2290467,2423039,2423090,2414153,2733830
400220,"Butadiene rubber """"BR"""", in primary forms or in plates, sheets or strip""""",307,213,7499,18873,25141,83121,63477,51949,36028,27796,,53116,30689,59955,74088,115728,221622,207727,172374,127143,88178,,749038,550552,439953,372088,349406,587093,394939,362443,349131,333394
190190,"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing ...",24561,18707,50017,116468,141941,76167,60165,33330,27912,27779,,794300,796874,1025334,1009971,954179,1084478,1163082,1152438,683868,527617,,452296,512609,529228,357509,366918,383242,468496,475059,636523,620581
190110,"Food preparations for infant use, put up for retail sale, of flour, groats, meal, starch or ...",221411,236051,156261,139978,53547,27949,8628,28899,31469,27560,,406115,409729,368029,295997,224780,201005,233014,225001,291162,240457,,1044772,1470345,1565868,2517935,3071719,4071606,4888489,5330787,5215817,3991017
330210,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, with a basis of ...",5435,4718,6001,18285,12163,17143,28799,24001,28178,26917,,1191340,668323,404269,400124,402874,526692,745327,874307,906798,1031771,,219742,242839,242376,261199,249186,261680,287326,269409,275295,329715
392690,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s (excluding ...",27162,24515,22613,23062,22802,27376,27365,28009,32026,26725,,1010321,764070,758536,543104,529197,668938,742218,710316,680441,804828,,2656171,2774770,2926291,2894040,2970283,3264273,3560528,3611100,3583469,3916096
903090,Parts and accessories for instruments and apparatus for measuring or checking electrical quantities ...,33274,24558,17801,9903,8471,12876,43710,36302,42773,26083,,399439,455096,482369,508232,440110,538469,508777,556516,680033,660384,,761461,696010,760575,705549,611416,665260,795297,767058,879788,834519
340290,"Surface-active preparations, washing preparations, incl. auxiliary washing preparations and ...",22938,24548,25351,27813,26104,27894,28986,22676,21245,25969,,74487,74791,80636,77097,76409,88663,98131,91582,94778,114606,,362459,397939,426552,394345,402930,446928,495686,435056,424079,495853
853630,Apparatus for protecting electrical circuits for a voltage <= 1.000 V (excluding fuses and ...,10124,10473,10275,8346,6573,8107,14902,14040,15479,25374,,37612,43246,40942,40250,116331,57333,98956,68634,99799,77903,,535823,493745,393553,382794,444536,603594,658994,641897,723344,767001
271114,"Ethylene, propylene, butylene and butadiene, liquefied (excluding ethylene of a purity of >= ...",89403,76662,62714,25789,40172,45340,39854,42935,19892,25175,,6186,94002,102058,49377,31679,79224,57297,57922,22959,50288,,310355,351255,359746,233633,356400,472959,495209,301653,175999,210110
390521,"Vinyl acetate copolymers, in aqueous dispersion",0,0,0,0,803,8644,11411,17137,15583,25081,,5025,4431,3746,1128,1995,31691,55063,78507,56849,98788,,57135,56206,61030,58820,47210,56983,68205,82475,71060,94360
320990,"Paints and varnishes, incl. enamels and lacquers, based on synthetic or chemically modified ...",24009,25227,23932,21033,16784,15316,13365,12442,17104,24858,,65148,58877,57041,53841,49162,44463,46155,51234,57817,76426,,119097,141828,143270,110034,100933,100135,104034,105033,98934,108362
847149,"Data-processing machines, automatic, presented in the form of systems """"comprising at least ...""",143673,130376,181760,106717,196948,37252,79587,57251,18781,24519,,282899,283079,222836,254915,269004,318555,333799,337372,266745,397937,,939653,888590,691266,515926,487213,421540,470544,460847,525936,377325
903190,"Parts and accessories for instruments, appliances and machines for measuring and checking, ...",12076,9266,8417,11541,19240,12588,19976,23675,26193,23974,,332870,272188,231258,224955,188655,229292,247873,290790,248452,316090,,875779,795317,1020636,1179868,1406029,1419561,1545549,1526990,1814203,1818707
851762,"Machines for the reception, conversion and transmission or regeneration of voice, images or ...",17538,17822,23939,28237,26609,36013,28003,109797,22692,23945,,2731163,3067437,2833309,3046223,3312670,3716429,3883879,3614973,4557588,5152324,,4758702,5179842,5142229,5293867,4989382,5599475,6044007,6382310,6732181,8284432
901110,Stereoscopic optical microscopes,14822,26739,30527,27337,30042,29403,36741,40250,31036,23840,,7082,8026,6050,7242,8466,15494,70569,83849,67858,131999,,82719,92446,97525,95249,100324,126430,119514,125638,115444,97849
390799,"Saturated polyesters in primary forms (excluding polycarbonates, alkyd resins, poly""""ethylene ...""",15485,15519,22854,20867,24426,27583,23786,23803,21967,23331,,131982,89799,101074,93830,94799,109349,110912,100654,99546,138031,,1016176,1088835,1137909,1032536,1077166,1209575,1270069,1206478,1231414,1493885
841989,"Machinery, plant or laboratory equipment, whether or not electrically heated, for the treatment ...",19128,27936,26860,29407,28520,27559,30288,35745,29353,23136,,144408,173325,212011,180407,162409,154701,159258,127749,120774,176186,,1022331,1101223,919596,722354,707878,776862,967537,894157,918354,1178757
841290,"Parts of non-electrical engines and motors, n.e.s.",1094,713,1259,391,193,1038,878,5718,26893,22991,,158635,435685,373280,207781,190371,152332,148466,134696,127660,112756,,264705,239022,261554,220428,213147,280733,348129,348534,418368,438141
901890,"Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.",4389,3617,5389,7420,12174,13156,19881,20950,17637,22692,,2141893,2119294,2055164,1596501,1516946,1802294,1608692,1782237,2016544,1899916,,1507772,1607105,1907251,2117131,2342617,2463137,2930115,3491568,3819012,4843093
901850,"Ophthalmic instruments and appliances, n.e.s.",643,262,220,221,305,11133,18046,15795,13315,22494,,73828,70862,44066,57642,64922,93105,128253,186735,146990,249261,,230130,283426,352640,375428,437890,530238,623054,725161,696598,914605
870829,"Parts and accessories of bodies for tractors, motor vehicles for the transport of ten or more ...""",1399,464,666,365,246,212,313,437,41030,22252,,550831,543076,510987,274786,201887,225007,227815,205847,178553,188009,,4231913,4629021,5239452,4637800,4618573,4488505,4916772,4665851,5202477,5847774
901580,"Instruments and appliances used in geodesy, topography, hydrography, oceanography, hydrology, ...""",24494,55266,24338,23082,23498,23605,20348,15778,31486,22061,,253093,429421,365926,348248,255319,371386,358588,370554,217410,173199,,596847,500185,543483,448423,366457,442909,457481,555066,595909,376484
180500,"Cocoa powder, not containing added sugar or other sweetening matter",21126,20717,22602,13068,27949,25754,23359,19998,20362,21215,,148568,122202,103694,87893,129585,127143,135069,100873,111930,128705,,139361,102657,86849,84014,98526,97547,102220,93011,101315,129172
901839,"Needles, catheters, cannulae and the like, used in medical, surgical, dental or veterinary ...",46290,52258,40813,32742,23898,18585,22067,30690,20545,20874,,579211,667658,660338,559988,498371,478746,500900,500150,424304,510761,,808288,938836,1062257,1121529,1316377,1471134,1842757,2218041,1918380,2178391
390290,"Polymers of propylene or of other olefins, in primary forms (excluding polypropylene, polyisobutylene ...",25012,19096,14189,13117,19725,18710,16344,19072,19164,20732,,122668,101470,105682,107963,104609,105147,125184,133275,142472,195944,,385214,408836,419877,420675,423622,506981,574000,581300,607156,764148
843143,"Parts for boring or sinking machinery of subheading 8430.41 or 8430.49, n.e.s.",94009,125191,60453,47196,40232,9328,7510,23779,41612,20658,,4237094,4404537,3814484,3292943,2005376,1601263,1327192,1302815,1173732,921138,,458238,563479,762280,881955,286074,137489,184033,182241,192362,98330
880330,"Parts of aeroplanes or helicopters, n.e.s. (excluding those for gliders)",11404,11862,4718,2422,5104,16220,24659,33946,20613,20353,,5479015,6048253,5405262,5927719,6249812,6196489,6346641,6408468,4402411,3933248,,1521658,1802658,2009289,1760446,1731410,1803870,2270993,2573495,1735837,1936234
321410,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ...",10693,16246,14870,13106,14374,15306,16892,12128,14465,19726,,30255,26628,31826,34424,47080,55875,60859,53067,48321,54137,,381305,416218,453639,423852,450968,501016,544944,522779,509317,565350
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",61259,46045,45636,28610,12979,11062,21090,36018,18085,19541,,198587,331173,311066,256872,241364,238426,291542,329090,295639,344763,,1769972,1826883,1933029,1764124,1836853,1955268,2163760,2110029,1850636,1923529
320890,"Paints and varnishes based, incl. enamels and lacquers, on synthetic polymers or chemically ...",14867,10872,11431,15113,12124,14678,22205,22500,19076,19206,,121509,114271,147960,155221,110812,130155,150463,136735,103193,115729,,305511,308063,317997,292174,337330,349414,464874,652429,772811,819400
