Product code,Product label,"Korea, Republic of's imports from Taipei, Chinese-Value in 2012","Korea, Republic of's imports from Taipei, Chinese-Value in 2013","Korea, Republic of's imports from Taipei, Chinese-Value in 2014","Korea, Republic of's imports from Taipei, Chinese-Value in 2015","Korea, Republic of's imports from Taipei, Chinese-Value in 2016","Korea, Republic of's imports from Taipei, Chinese-Value in 2017","Korea, Republic of's imports from Taipei, Chinese-Value in 2018","Korea, Republic of's imports from Taipei, Chinese-Value in 2019","Korea, Republic of's imports from Taipei, Chinese-Value in 2020","Korea, Republic of's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021","Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
540782,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",204,88,24,35,111,70,5,39,19,1,,37479,41553,54372,53823,47938,47103,56170,53704,40099,50006,,3324,2665,3477,3840,3346,3368,3107,2791,1953,3300
510710,Yarn of combed wool containing >= 85% wool by weight (excluding that put up for retail sale),0,0,0,0,0,0,1,0,0,1,,207,228,131,429,60,2,87,166,1892,2604,,5106,5801,5862,7849,9570,9758,11467,12034,8301,9233
510820,Combed yarn of fine animal hair (excluding that of wool and that put up for retail sale),10,0,0,0,0,0,1,0,0,1,,0,0,34,106,89,0,0,2292,0,0,,3294,4783,6452,7627,6089,3734,5230,6150,3448,5730
71440,"Taro """"Colocasia spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",0,0,1,0,0,0,0,0,3,1,,0,3,94,326,362,348,364,689,753,1301,,1,39,13,23,40,50,63,59,161,214
200791,"Citrus fruit jams, jellies, marmalades, pur?es or pastes, obtained by cooking, whether or not ...",0,92,1,2,0,1,1,1,3,1,,2555,1996,1722,3190,3348,4217,6209,9387,6984,4095,,640,767,698,645,825,1086,1384,981,891,786
220110,"Mineral waters and aerated waters, not containing added sugar, other sweetening matter or flavoured",0,0,0,0,0,6,0,0,0,1,,1602,1544,1937,2342,2140,2340,2734,2440,1875,2227,,8994,24767,36279,38474,63376,58602,66525,85325,67262,55342
320650,"Inorganic products of a kind used as luminophores, whether or not chemically defined",1903,1670,1438,1970,1766,1088,934,3,3,1,,9853,6800,6029,4645,4208,2873,4356,4377,3130,4692,,73536,53171,44355,39817,31322,32865,30123,22376,14055,13614
420229,"Handbags, whether or not with shoulder strap, incl. those without handle, with outer surface ...",19,7,4,2,17,3,11,5,3,1,,8525,8042,8326,7805,5908,5356,5350,6276,5209,5681,,17531,22134,38046,17706,14505,13163,33887,58720,73907,74242
401590,"Articles of apparel and clothing accessories, for all purposes, of vulcanised rubber (excluding ...",5,4,3,6,11,33,2,1,6,1,,4474,3844,1893,1433,1383,1620,1540,1255,902,976,,3884,4920,4590,3322,4173,4555,3253,2854,4544,2524
410390,"Raw hides and skins, fresh, or salted, dried, limed, pickled or otherwise preserved, whether ...""",0,0,0,0,0,0,0,0,0,0,,1312,344,265,341,47,9,0,0,0,0,,999,1440,995,892,83,288,192,75,17,26
410621,"Hides and skins of goats or kids, in the wet state """"incl. wet-blue"""", tanned, without wool ...""",0,0,0,0,0,0,0,0,0,0,,314,92,24,0,1,0,0,0,2,0,,928,262,0,4,68,36,0,85,0,34
410640,"Tanned or crust hides and skins of reptiles, whether or not split (excluding further prepared)",0,0,0,0,0,0,0,0,0,0,,0,0,63,0,10,0,0,0,0,40,,1352,967,2543,580,255,499,859,285,311,202
400121,Smoked sheets of natural rubber,0,0,0,0,0,0,0,0,0,0,,685,266,18,210,207,106,729,415,167,152,,94221,83635,57951,44555,31032,28080,15334,19467,18718,23963
400700,Vulcanised rubber thread and cord (excluding ungimped single thread with a diameter of > 5 ...,0,2,0,0,1,0,1,0,0,0,,1968,1788,1045,864,548,492,775,795,1019,1368,,19607,19237,18002,15012,13082,15128,14209,12264,13082,18015
392111,"Plates, sheets, film, foil and strip, of cellular polymers of styrene, unworked or merely surface-worked ...",5,11,0,0,0,0,0,1,0,0,,2650,2220,3453,3404,4105,5338,5158,4406,3487,3023,,2182,1216,1642,2564,3483,1947,2412,2044,2959,4428
370110,"Photographic plates and film in the flat, sensitised, unexposed, for X-ray (excluding of paper, ...",0,0,1,0,0,0,0,0,0,0,,2890,1800,909,133,30,8,9,128,180,175,,36234,32922,30331,25555,20203,12006,8811,9084,11298,11728
370253,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,26,30,32,14,0,6,12,0,0,0,,49,30,28,0,21,28,22,15,20,18
370297,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,0,0,0,0,0,0,0,0,,0,21,74,1,0,6,0,0,0,5,,178,167,64,14,19,19,65,42,28,111
380300,"Tall oil, whether or not refined",0,0,0,0,0,0,0,0,0,0,,0,0,7,0,4,0,0,0,0,0,,5480,5388,4186,4525,4092,4694,3802,3523,2038,2901
380861,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,4,0,,0,0,0,0,0,157,185,200,203,260
381119,Anti-knock preparations for motor fuels (excluding those based on lead compounds),0,0,0,0,0,0,0,0,0,0,,40,72,76,13,4,4,3,83,0,0,,1052,1297,2169,1678,1290,1838,1440,1968,1169,1954
381300,Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades (excluding ...,0,0,0,4,0,0,0,0,1,0,,194,148,874,847,740,140,278,102,48,62,,7459,10455,10784,8210,8961,7315,6482,6900,7104,8311
360410,Fireworks,0,0,0,0,0,0,0,0,0,0,,269,192,424,507,346,252,587,518,360,5,,4367,4940,3863,4577,3958,6375,5633,5198,3474,4182
391211,"Non-plasticised cellulose acetates, in primary forms",7,0,0,0,0,0,0,0,0,0,,20,37,603,104,98,20,15,39,23,15,,104567,128305,101869,77967,91280,71266,77850,80984,73491,77086
391310,"Alginic acid, its salts and esters, in primary forms",1,93,0,0,0,0,5,0,0,0,,95,58,21,86,127,79,121,121,91,64,,15588,17381,17587,15100,16471,17144,18751,14973,15429,19536
382475,Mixtures containing carbon tetrachloride,0,0,0,0,0,0,0,0,0,0,,0,0,1,14,53,61,25,17,22,7,,6,0,0,0,2,0,4,0,0,0
382569,"Wastes from chemical or allied industries (excluding wastes of metal pickling liquors, of hydraulic ...",300,2588,9106,0,7,2,109,104,0,0,,98,53,79,682,0,0,0,1090,353,6412,,18677,8594,14007,292,16312,27125,1800,1291,506,1080
390140,"Ethylene-alpha-olefins copolymers, having a specific gravity of < 0,94 , in primary forms",0,0,0,0,0,0,0,285,0,0,,0,0,0,0,0,190,288,820,2059,3273,,0,0,0,0,0,67645,103491,110450,114507,108017
390430,"Vinyl chloride-vinyl acetate copolymers, in primary forms",0,22,46,0,0,0,0,16,0,0,,4826,3621,4226,4920,7419,6993,8155,5734,2962,7720,,8087,7131,7483,7541,10525,13291,12600,10249,11548,13039
401162,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",0,1,1,11,6,0,0,0,0,0,,30557,27341,23062,17019,14882,384,0,0,0,0,,4643,3815,5434,5694,9135,0,0,0,0,0
480449,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,41,68,138,105,227,191,434,316,70,48,,553,9129,20184,13852,18328,18633,11537,1522,2351,1397
481022,"Lightweight coated paper used for writing, printing or other graphic purposes, total weight ...",0,0,0,0,0,0,0,0,0,0,,3093,150,55,27,23,62,96,13,57,0,,50586,44993,40898,37517,42076,35659,48243,30973,16055,23019
481720,"Letter cards, plain postcards and correspondence cards, of paper or paperboard (excluding those ...",3,1,1,1,1,2,2,1,5,0,,318,347,263,215,167,77,94,68,28,117,,496,579,427,1069,2614,994,1076,1269,1309,1733
482020,Exercise books of paper or paperboard,1,1,0,2,0,0,0,0,1,0,,208,70,86,18,38,39,100,21,115,13,,91,192,277,236,181,249,373,281,593,568
482050,"Albums for samples or collections, of paper or paperboard",0,0,1,0,0,0,0,0,1,0,,1217,1071,1023,1001,761,830,636,316,2770,452,,884,980,485,540,381,688,672,849,940,908
482361,"Trays, dishes, plates, cups and the like, of bamboo paper or bamboo paperboard",0,0,0,0,0,0,0,0,0,0,,17488,13369,12460,9896,9213,9099,10733,14560,72,239,,0,5,0,1,1,2,11,58,38,8
430220,"Heads, tails, paws and other pieces or cuttings of tanned or dressed furskins, not assembled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,5583,7318,4753,1577,531,215,672,482,261,531
440122,Wood in chips or particles (excluding those of a kind used principally for dying or tanning ...,0,0,0,0,0,0,0,0,0,0,,74,127,19,6,4,5,9,19,125,16,,85848,90323,88187,79049,76527,63451,66301,75659,59162,72096
440320,"Coniferous wood in the rough, whether or not stripped of bark or sapwood, or roughly squared ...",0,0,0,10,0,0,0,0,0,0,,494,529,970,622,1348,0,0,0,0,0,,588198,681849,656428,534281,523540,2386,0,0,0,0
440341,"Dark red meranti, light red meranti and meranti bakau wood in the rough, whether or not stripped ...",0,0,0,0,0,0,0,0,0,0,,9,0,45,32,0,0,0,0,0,0,,1514,1186,2110,746,1372,901,0,0,0,0
440719,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,18,52,0,0,0,,0,0,0,0,0,6692,6680,2871,2434,1491,,0,0,0,0,0,174560,168298,122283,114623,179819
441192,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",0,8,2,0,0,0,0,0,0,0,,52,76,58,71,110,13,78,91,70,25,,38471,33190,32117,29874,24917,19932,16660,12310,6251,9047
441193,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",14,0,0,0,0,0,0,0,0,0,,4222,5122,2707,3278,2650,2737,2853,3169,3355,3621,,3377,2972,4839,2278,1388,754,1073,1725,721,678
441232,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,4,0,0,0,0,0,0,,20122,25583,18864,13032,10694,42,0,0,0,0,,58029,82365,78831,79647,499505,2637,0,0,0,0
441810,"Windows, French windows and their frames, of wood",0,0,0,0,0,0,0,0,0,0,,17,3,15,81,4,23,116,27,7,12,,1683,2126,3234,2875,4194,3462,1578,2126,1292,1622
441850,"Shingles and shakes, of wood",0,0,0,0,0,0,0,0,0,0,,75,88,12,3,7,13,0,0,0,7,,421,160,208,217,317,297,343,277,300,383
441872,"Flooring panels, multilayer, assembled, of wood (excluding for mosaic floors)",17,0,77,0,0,0,0,0,0,0,,163,1175,12978,12198,14405,485,0,0,0,0,,13226,14234,15534,17019,18131,565,0,0,0,0
441900,"Tableware and kitchenware, of wood (excluding interior fittings, ornaments, cooperage products, ...",42,118,94,180,150,0,0,0,0,0,,10187,10421,11938,11475,10558,219,0,0,0,0,,39756,40907,47015,51951,54727,179,0,0,0,0
460129,"Mats, matting and screens, of vegetable plaiting materials, flat-woven or bound together in ...",0,0,0,0,0,0,0,0,0,0,,3197,2366,2572,1993,1440,1049,1296,906,719,829,,3791,3865,3744,2998,2713,2262,2784,3024,2578,2685
470200,"Chemical wood pulp, dissolving grades",0,0,0,0,29,41,41,42,20,0,,0,0,0,0,0,1,0,0,3,8,,27735,24598,22521,23308,26942,33731,39251,40577,23687,28235
321310,"Sets of artist's, student's or signboard painter's colours, modifying tints, amusement colours ...",0,1,1,0,0,0,2,3,9,0,,2658,1832,1772,1729,2332,2071,1645,1999,1636,2104,,1027,1841,1687,1895,3288,2479,3297,3951,4921,6084
321390,"Artist's, student's or signboard painter's colours, modifying tints, amusement colours and ...",0,11,1,9,0,2,1,2,5,0,,5314,4774,5687,4768,3887,3581,3491,2951,3784,3872,,3418,3005,3735,3142,3171,3282,3570,4128,3570,4312
330420,Eye make-up preparations,9,29,116,32,0,7,43,170,56,0,,35332,40039,44468,48067,63196,62307,60434,69907,59937,72242,,45623,42518,44179,53364,62579,69417,92131,75061,49183,45129
330491,"Make-up or skin care powders, incl. baby powders, whether or not compressed (excluding medicaments)",23,1,3,18,0,0,13,1,0,0,,23073,22903,22431,23824,33181,23864,25940,22305,17096,16897,,18085,16885,18548,17061,17254,17305,19362,18342,12708,13127
300440,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,302,256,480,0,0,0,0,0,0,,445,1225,615,785,338,0,0,0,0,0,,95071,105002,105188,95001,95844,0,0,0,0,0
320415,"Synthetic organic vat dyes, incl. those usable in that state as pigments; preparations based ...",0,0,0,0,0,0,0,0,0,0,,216,196,117,112,4,54,155,489,547,58,,4012,3804,3317,2861,3664,4422,4302,4675,3742,4895
300692,Waste pharmaceuticals,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,7,7,23,1,1,27,122,109,225,47
310221,"Ammonium sulphate (excluding that in pellet or similar forms, or in packages with a gross weight ...",0,0,0,0,0,0,0,0,2,0,,69453,44034,28822,28890,28448,39951,46996,37399,18790,56864,,575,1597,3608,1768,649,2376,4870,6219,5532,3153
310290,Mineral or chemical nitrogen fertilisers (excluding urea; ammonium sulphate; ammonium nitrate; ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,8,6,17,26,28,47,0,,2325,1916,1983,2342,1782,1784,1717,1698,1849,1770
310540,"Ammonium dihydrogenorthophosphate """"monoammonium phosphate"""", whether or not mixed with diammonium ...""",0,0,0,0,0,0,0,0,0,0,,71,75,7,9,21,49,26,21,0,17,,935,910,3466,3529,3912,4496,3516,2533,2253,3462
310560,Mineral or chemical fertilisers containing the two fertilising elements phosphorus and potassium ...,0,0,0,0,0,0,0,0,0,0,,8,0,0,11,54,45,2,11,53,31,,2672,1285,1875,1951,1374,1652,1623,1491,2265,2920
300210,"Antisera and other blood fractions and immunological products, whether or not modified or obtained ...",41,191,288,421,538,0,0,0,0,0,,1095,4645,3004,1923,4826,0,0,0,0,0,,481253,574796,754558,971594,1075488,0,0,0,0,0
293971,"Cocaine, ecgonine, levometamfetamine, metamfetamine """"INN"""", metamfetamine racemate, and salts, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,3,5,4,17
294110,Penicillins and their derivatives with a penicillanic acid structure; salts thereof,0,0,0,0,0,0,0,0,0,0,,38,0,14,115,49,16,77,43,24,87,,33229,25266,27165,27327,24417,28942,29161,29266,26314,23350
293332,Piperidine and its salts,0,0,0,0,0,0,0,0,0,0,,0,4,5,8,5,17,2,2,4,21,,1139,1448,1313,1625,1504,2105,2210,2900,2797,3334
293341,"Levorphanol """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,22,34,17,0,1,0,0,0,0,150
293420,"Heterocyclic compounds containing in the structure a benzothiazole ring-system, whether or ...",0,0,0,0,0,0,0,0,0,0,,335,1724,2822,2149,2843,2118,3456,2229,3075,2379,,27581,24365,30752,22007,22906,28140,33377,32080,22033,28811
293491,"Aminorex """"INN"""", brotizolam """"INN"""", clotiazepam """"INN"""", cloxazolam """"INN"""", dextromoramide ...""",0,26,0,0,0,4,0,0,0,0,,0,0,132,33,56,84,130,33,0,44,,1571,1178,467,492,580,733,564,636,644,528
293020,Thiocarbamates and dithiocarbamates (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,18,12,1,10,27,12,6,24,6,23,,8713,10693,10825,7823,7028,7709,7553,8315,6057,8373
293070,Bis(2-hydroxyethyl)sulfide (thiodiglycol (INN)),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,682,771,544,393,783
293135,"2,4,6-Tripropyl-1,3,5,2,4,6-trioxatriphosphinane 2,4,6-trioxide",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,3,0,11,150
292412,"Fluoroacetamide """"ISO"""", monocrotophos """"ISO"""" and phosphamidon """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,,0,0,1,54,0,0,0,0,0,0
292640,alpha-Phenylacetoacetonitrile,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0
291813,Salts and esters of tartaric acid,0,22,0,0,0,0,0,0,0,0,,705,737,1004,328,175,100,62,79,73,23,,2578,3258,2979,2323,2106,2939,3120,2856,2968,8178
292011,"Parathion """"ISO"""" and parathion-methyl """"ISO"""" """"methyl-parathion""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,23,2,3,1,0,2,2,1
291211,"Methanal """"formaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,2514,2545,2858,2100,1815,1990,2251,1936,1302,2263,,30,33,42,31,61,301,462,474,394,413
291462,"Coenzyme Q10 """"ubidecarenone """"INN""""""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,2,1,36,1852,,0,0,0,0,0,1297,1599,2287,9010,14363
291470,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excluding ...",0,0,0,0,0,0,0,0,0,0,,1662,1003,749,914,771,0,0,0,0,0,,3342,2843,2322,12676,12705,0,0,0,0,0
291471,"Chlordecone """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,3,84,2,25,1
291513,Esters of formic acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,16,,700,759,687,689,795,929,635,785,507,1350
290543,Mannitol,0,0,0,0,0,0,0,0,0,0,,53,25,107,11,45,43,2,14,14,9,,2566,2320,2449,2445,4057,4243,2962,4611,4888,4027
290811,"Pentachlorophenol """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0
283526,"Phosphates of calcium (excluding calcium hydrogenorthophosphate """"dicalcium phosphate"""")""""",35,0,0,0,0,0,0,0,0,0,,3205,2347,4846,1797,1320,714,57,29,57,2,,9564,8789,7472,8787,11198,11128,12712,14930,16777,22976
283531,"Sodium triphosphate """"sodium tripolyphosphate"""", whether or not chemically defined""""",0,0,0,0,0,0,0,0,0,0,,207,247,89,106,279,259,260,199,218,342,,7047,7069,6092,5562,5518,5651,5601,5553,5226,7525
283620,Disodium carbonate,0,1,0,0,0,0,0,0,0,0,,344,283,726,318,438,570,649,418,288,217,,124307,107943,124682,128364,124445,126218,136911,126830,99648,108819
283660,Barium carbonate,0,0,0,0,0,0,0,0,0,0,,290,117,119,78,83,175,106,59,25,306,,11230,9965,9422,6024,8609,11479,13109,11377,8924,14846
283711,Sodium cyanide,0,0,0,0,0,0,0,0,0,0,,13716,13135,6656,5076,6169,6478,6888,10173,6184,5145,,4998,3830,4028,2846,257,206,8,36,3,4
284180,"Tungstates """"wolframates""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,155,216,71,15,29,12037,21814,27537,,529,1766,1362,1067,655,680,1103,718,1182,1591
290110,Saturated acyclic hydrocarbons,0,0,0,37,61,42,0,0,0,0,,17398,15230,13058,4042,5996,7864,20925,6042,6817,11213,,23522,24469,26832,14831,16136,17064,160525,158647,234543,69373
290242,M-Xylene,0,0,0,0,0,0,0,0,0,0,,1,755,16050,13981,4470,909,5191,61,386,22087,,6775,4972,49385,43954,46384,91762,95016,68435,29888,24457
290243,P-Xylene,0,0,0,0,0,0,0,0,0,0,,897766,2408802,1730720,1103767,1057567,1313026,1615302,910345,629005,1067240,,1105152,921783,158867,69484,33777,21115,27572,20504,5371,12652
290312,"Dichloromethane """"methylene chloride""""""""",0,36,12,0,0,0,0,0,0,0,,8254,6968,8930,7818,8387,9072,10228,9456,8725,12132,,10396,8167,9885,9208,10296,9867,12728,14162,10886,11803
290374,Chlorodifluoroethanes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,6089,7644,7924,9752,10731,11471,12192,13922,5034,11849
290433,Lithium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
290434,Potassium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
220422,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,178,41,6,208,,0,0,0,0,0,1056,1598,2320,3059,3889
220710,"Undenatured ethyl alcohol, of actual alcoholic strength of >= 80%",0,0,0,0,0,0,0,0,0,0,,81,140,201,104,9,62,38,104,135,26,,127013,110139,126847,94850,108066,103824,105693,104589,131725,119496
220820,Spirits obtained by distilling grape wine or grape marc,0,21,39,30,0,14,0,11,21,0,,99048,155180,116784,165517,199786,205544,137485,91328,102583,116948,,5312,5780,5038,5308,6078,5596,6187,6000,6260,8753
220840,Rum and other spirits obtained by distilling fermented sugar-cane products,0,0,0,0,0,0,0,0,0,0,,0,8,7,12,4,3,5,16,59,134,,1741,1963,1951,1944,1967,1846,2276,2586,2047,2438
250830,Fireclay (excluding kaolin and other kaolinic clays and expanded clay),0,0,0,0,0,0,0,0,0,0,,946,1320,958,897,692,577,397,315,315,356,,1011,1670,2585,1720,1385,2818,2527,3411,3955,3236
