Product code,Product label,Russian Federation's imports from United States of America-Value in 2012,Russian Federation's imports from United States of America-Value in 2013,Russian Federation's imports from United States of America-Value in 2014,Russian Federation's imports from United States of America-Value in 2015,Russian Federation's imports from United States of America-Value in 2016,Russian Federation's imports from United States of America-Value in 2017,Russian Federation's imports from United States of America-Value in 2018,Russian Federation's imports from United States of America-Value in 2019,Russian Federation's imports from United States of America-Value in 2020,Russian Federation's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
390110,"Polyethylene with a specific gravity of < 0,94, in primary forms",8952,12874,24407,16850,10826,7079,12708,16950,17141,24498,,2222693,2444689,2502822,2366159,2125517,2123271,2475760,2481652,2321387,3456243,,478011,430917,460378,339292,329630,314636,267956,258312,218449,340706
853890,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ...",19072,19001,15822,13954,15260,19974,18323,21399,19209,24185,,3307137,3489549,4008241,4198438,4189586,4388320,4638427,4189721,3712206,4517830,,270279,284821,257883,188819,209541,272197,293501,288842,297017,338597
271019,"Medium oils and preparations, of petroleum or bituminous minerals, not containing biodiesel, ...",42989,50042,40025,19317,25620,32274,34987,24827,23407,23300,,71362058,77494233,73182815,47499586,37787038,48220810,55991243,53121693,33730560,42946188,,1554385,1232255,1050610,672940,660576,807935,836891,827896,934802,1296976
848340,"Gears and gearing for machinery (excluding toothed wheels, chain sprockets and other transmission ...",16328,16122,14353,10877,10368,14170,14800,13465,17704,23172,,1582959,1553428,2047467,1946809,1640138,1694243,1669819,1857512,1458775,1684129,,272872,280108,266167,179029,234149,270783,321744,331951,330842,389152
842951,Self-propelled front-end shovel loaders,114867,101207,61379,11916,18549,30000,44033,25872,19683,23073,,3133054,2378972,2282301,1916261,1470447,1809855,2083251,1774136,1461915,1713733,,943112,861261,515707,198607,201366,361566,395382,464870,353854,589047
842482,"Agricultural or horticultural mechanical appliances, whether or not hand-operated, for projecting ...",0,0,0,0,0,24404,9598,9089,14473,22300,,0,0,0,0,0,510601,532068,547644,508753,647342,,0,0,0,0,10,91850,78624,66811,102904,195961
290129,"Hydrocarbons, acyclic, unsaturated (excluding ethylene, propene """"propylene"""", butene """"butylene"""" ...""",172,2,49,246,3842,2322,4154,10311,15833,22123,,649068,539637,642058,563827,580330,538547,589905,657168,644972,893856,,19255,21793,19682,16583,21388,17253,16265,26043,36332,34172
848390,"Toothed wheels, chain sprockets and other transmission elements presented separately; parts ...",16005,15057,18431,12670,14991,21248,19926,19036,20417,21951,,1175187,1132810,1257701,1153327,1109223,1184312,1288862,1343212,1254043,1455147,,143489,170063,146496,108062,129115,166091,194273,202550,186761,227129
842123,Oil or petrol-filters for internal combustion engines,29134,24405,21444,16183,17682,18747,19630,17179,17893,21645,,907973,847681,919471,922326,886983,988376,969547,937014,830159,951545,,241554,251971,244924,189705,206322,246790,263503,263272,263695,339642
843290,"Parts of agricultural, horticultural or forestry machinery for soil preparation or cultivation ...",29610,22858,21811,6899,15034,18380,14434,14885,12690,21307,,325000,350159,300417,253036,249845,283746,275636,249290,233694,335019,,152984,156926,145236,82107,133923,149062,144094,143825,171638,247783
220840,Rum and other spirits obtained by distilling fermented sugar-cane products,35805,44744,38484,2000,363,683,1024,1024,4174,21304,,133144,111066,115012,135238,99723,114172,150914,146014,142928,149478,,67665,82433,67023,25843,24840,37672,40450,48028,41587,48190
870130,Track-laying tractors (excluding pedestrian-controlled),28219,25176,30547,21144,8303,19598,26046,18285,11231,21279,,1781036,840493,705300,711997,559926,679115,866671,869000,652412,835623,,45469,42587,39641,29290,13203,28737,34810,27097,21853,46963
901590,"Parts and accessories for instruments and appliances used in geodesy, topography, photogrammetrical ...",36105,29960,20454,23802,20795,19643,8754,8502,17484,21207,,1164900,1069270,887867,635652,433115,349531,368269,409735,321492,321039,,94404,78534,73706,44244,37158,36817,26836,26716,50038,47780
848310,"Transmission shafts, incl. cam shafts and crank shafts, and cranks",12247,12834,13782,12770,13102,18438,16521,24045,24204,21103,,961324,1069334,1125468,1050434,1082057,1137537,1141181,1129688,1197404,1405234,,176254,209138,172507,142085,132075,171303,178515,189878,209491,221905
870892,"Silencers """"mufflers"""" and exhaust pipes, and parts thereof, for tractors, motor vehicles ...""",10831,11567,12725,7192,8613,12883,12498,13912,11606,20305,,966347,875085,686949,726346,671205,749370,751641,760224,534028,599449,,275090,279260,229942,102717,114425,162376,200714,201037,179409,269279
902219,"Apparatus based on the use of X-rays (other than for medical, surgical, dental or veterinary ...",13898,10197,11799,6477,6959,22633,12017,9982,12718,20278,,500180,448856,441741,404226,431105,442157,549229,550342,452045,410529,,79677,80960,57439,37880,38841,176292,67472,62320,68184,88306
901580,"Instruments and appliances used in geodesy, topography, hydrography, oceanography, hydrology, ...""",50251,47128,106617,86926,35461,41028,44095,38122,20470,20132,,1507588,1657429,1512861,1145621,869128,977889,1105915,1094255,819107,881721,,192653,226003,209353,120903,61791,73997,78627,114473,74133,80655
902110,Orthopaedic or fracture appliances,7414,6594,7308,7844,9121,14841,15936,17489,15043,19670,,1683157,1989549,1989065,1993639,2070229,2108468,2265253,2311169,2131088,2582380,,54576,57134,66875,56520,60172,83385,90560,98142,78132,101702
854370,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85",22729,25446,18583,11449,15590,18909,23503,21967,17545,19660,,2287603,2327695,2468013,2541122,2733749,3017606,3158880,3090826,2879060,2803422,,286937,327849,203539,186185,334064,235268,335756,495427,502235,652772
852610,Radar apparatus,21332,24446,16152,8631,9512,8418,8160,10107,11582,19434,,680134,1323191,813381,705333,972637,1364236,1496575,1796224,782921,726319,,45373,54768,50944,38848,28973,34921,23413,38393,39047,50602
261310,Roasted molybdenum ores and concentrates,4028,3926,6450,9422,921,4280,3863,12340,12473,19351,,583446,512290,577563,282784,160720,291505,402596,527289,364990,563815,,13282,31559,153176,39624,6778,34483,50293,48615,45439,53286
381190,"Oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and ...",21623,28643,37560,49450,38187,44587,11470,22615,24739,19275,,602107,625799,678905,619454,510746,584947,668555,659296,609288,1081819,,104280,120741,131961,128594,131750,142700,112962,129056,100548,101924
852691,Radio navigational aid apparatus,32275,29265,19155,7901,7483,8516,10494,11378,11237,19100,,1045860,951807,865194,840453,859288,881091,837633,934954,754087,847176,,301415,255864,199270,87782,98768,156384,184472,255080,189394,258375
330300,"Perfumes and toilet waters (excluding aftershave lotions, personal deodorants and hair lotions)",25007,34103,16028,14057,13067,16039,13078,17038,11432,18953,,1723523,1839311,1831712,1657055,1698983,1758131,1780071,1661346,1218442,1430062,,713203,769776,613017,442065,435366,544325,530022,563250,350971,549088
845490,"Parts of converters, ladles, ingot moulds and casting machines of a kind used in metallurgy ...",1365,2683,712,122,45,560,972,736,744,18913,,161511,155466,165943,173582,146341,99653,135327,117386,114815,115693,,27877,26312,20065,11069,10575,20849,14076,26038,24641,39929
851220,Electrical lighting or visual signalling equipment for motor vehicles (excluding lamps of heading ...,7310,10652,22383,17899,17915,25195,21120,20030,17678,18895,,919703,1129375,1244180,1385390,1695555,1765523,1856186,1840554,1489554,1497812,,416908,460698,428027,262573,278336,407346,487118,491350,429384,603310
851680,Electric heating resistors (excluding those of agglomerated coal and graphite),21375,20556,20884,19041,16846,15842,14924,18750,22984,18817,,338531,366692,396036,387940,425582,480644,554191,525941,469060,542331,,116159,123419,121027,98218,106478,124309,140599,138890,146456,160773
870870,"Road wheels and parts and accessories thereof, for tractors, motor vehicles for the transport ...",71121,47900,34191,11994,14023,19614,13388,11658,11170,18576,,1489839,1641239,1675273,1559005,1365975,1366734,1333666,1198319,891419,1033200,,1268997,1262917,1057654,516159,555924,711455,853673,827839,673752,925705
320611,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,34300,35168,34230,17820,22918,19910,24717,9746,9712,18190,,1919902,1594914,1650620,1346119,1333025,1490843,1454578,1101781,1021868,1414910,,202970,184243,180323,117886,86958,122717,149196,140575,143654,214478
401699,"Articles of vulcanised rubber (excluding hard rubber), n.e.s.",11762,12817,13337,9558,10564,13696,14949,14025,12719,18122,,703014,754254,852362,856987,886094,923297,940672,922395,888718,1076785,,258835,274460,252618,194783,228831,292373,313844,333212,329973,466818
870830,"Brakes and servo-brakes and their parts, for tractors, motor vehicles for the transport of ...",15935,15345,15619,7176,10963,13171,11697,12483,11703,18106,,2627056,2619943,2748929,2910767,2966445,2996426,3070769,2826471,2141419,2222880,,761389,833227,787442,522710,585744,704115,760171,761787,684660,909764
51110,Bovine semen,2175,2637,3168,1804,3549,5333,8119,9280,16675,18020,,131194,137623,165305,167305,156367,169997,190306,208468,251637,291613,,5041,6464,6435,4791,7880,10333,13539,15478,24754,25762
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...,22308,18535,43962,12971,8854,15785,21227,16108,10998,17918,,2062257,2387136,2753017,2792403,2455399,2826500,3496437,3549507,3178733,3414676,,548382,579265,856519,286483,246932,404173,442114,536563,476248,532772
843359,"Harvesting machinery for agricultural produce (excluding mowers, haymaking machinery, straw ...",4691,8522,6425,2806,1983,5603,8803,4968,9160,17842,,361308,175152,179198,137091,127211,185850,205992,133551,117724,138593,,109983,100077,94922,39349,58633,118112,95948,92964,112080,199705
841981,"Machinery, plant and equipment for making hot drinks or for cooking or heating food (excluding ...",10751,15951,20971,12936,12926,18763,21035,22140,12465,17754,,582899,604578,650101,653408,682042,668958,697021,681821,459197,650274,,109617,120674,122550,74031,80682,125325,147110,148297,132984,162840
852349,Optical media for the recording of sound or of other phenomena (excluding unrecorded and goods ...,15907,10910,7896,5168,18331,4865,3776,5501,3493,17600,,2948936,2704062,2309790,1963767,1658081,1509682,1415648,1281304,1087141,1148355,,188876,265887,1202931,110435,68278,81199,81901,111011,119442,136679
843143,"Parts for boring or sinking machinery of subheading 8430.41 or 8430.49, n.e.s.",92222,101238,74544,53487,37660,20122,40237,26784,30061,17334,,6854847,6292146,6424973,4615603,2268912,1838672,2068254,2647622,1483018,1437649,,345224,445062,427742,227810,144719,162250,199311,207201,203394,136646
392069,"Plates, sheets, film, foil and strip, of non-cellular polyesters, not reinforced, laminated, ...",136,108,54,66,65,110,4006,20796,18800,17077,,144761,159280,161499,166927,135386,143622,125601,101311,112068,157337,,5585,5549,5494,3729,3004,2565,8201,25436,30112,31183
848330,"Bearing housings for machinery, not incorporating ball or roller bearings; plain shaft bearings ...",10390,14749,12093,8883,10614,13747,13148,12904,12927,16823,,734881,786897,822069,809259,776024,816202,889427,908031,832562,932395,,76616,84685,90926,73656,86151,109385,126098,117394,122019,146952
847170,Storage units for automatic data-processing machines,16461,11778,26028,24293,13279,17101,15553,20618,18294,16557,,6456889,6090264,6002453,5416662,5839744,5963269,6073329,5296765,5073983,5167540,,596580,593139,1026854,983014,771191,1048070,1063429,1039635,1095164,1205837
700910,"Rear-view mirrors, whether or not framed, for vehicles",8865,7639,8671,8292,8703,11217,9338,9707,11139,16538,,968935,1060512,1219864,1335757,1414915,1544501,1541675,1529672,1293150,1365315,,86177,90740,80314,47992,55063,84647,100025,100587,89889,121318
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",14893,14110,17108,15773,19456,17937,16534,17762,15524,16426,,1663103,1863971,1905858,1974649,2381506,2534310,2767694,2627224,2183600,2597053,,282204,274723,262296,171073,193847,250728,290181,300516,295348,366722
848140,Safety or relief valves,13752,13290,18368,15340,11050,9795,12073,13806,18269,16368,,792643,1111813,1329709,1308535,1034612,957714,879988,779487,844230,810464,,79401,79991,95330,62974,66023,75503,90792,93985,119275,100024
852859,"Monitors, not incorporating television reception apparatus (excluding with cathode ray tube ...",6596,8778,7318,7830,5689,5615,10000,14584,8883,16340,,791674,756508,805724,879007,901497,593467,573568,636484,530298,473064,,336372,318803,391266,227724,318408,386637,481349,583941,540690,681595
901920,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic ...",58302,30447,20855,11837,20684,14788,15972,15912,69432,16287,,1120232,1075063,1101648,1039776,1075132,1122258,1124008,1240293,1693130,1435452,,441272,282897,164197,112647,124328,126779,143836,129457,577935,245418
843239,"Seeders, planters and transplanters (excl. no-till machines)",0,0,0,0,0,8089,6567,6493,8519,16222,,0,0,0,0,0,97220,87677,84594,70815,65142,,0,0,0,0,76,71787,51410,31640,38587,60397
830230,"Base metal mountings, fittings and similar articles suitable for motor vehicles (excluding ...",2833,3788,6031,7343,7767,10255,11321,15501,14024,16033,,633616,678921,824460,863297,936584,987046,1071207,1105814,857514,1000267,,129668,144366,145180,92113,104077,145836,170848,174059,158350,209616
330210,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, with a basis of ...",19495,19158,18178,13900,13639,15668,16430,16098,14398,15962,,1163241,1236245,1204219,1225331,1298850,1353107,1421515,1422621,1398871,1724481,,431632,468071,439547,279346,280029,308366,344347,341590,375261,459453
711292,"Waste and scrap of platinum, incl. metal clad with platinum, and other waste and scrap containing ...",0,0,0,0,120,0,456,5719,3374,15348,,839115,1083228,1099205,908300,549302,540196,619764,731979,1416538,3359179,,59746,97514,99230,67884,74548,63747,61136,107158,139812,244678
390690,"Acrylic polymers, in primary forms (excluding poly""""methyl methacrylate"""")""""",46260,39002,24870,15596,11964,16727,15201,17504,15526,15313,,1868895,2074188,1948856,1736373,1565705,1643436,1794003,1634335,1477014,1777459,,366570,398919,395603,308569,303430,355638,398475,411545,369354,446789
820900,"Plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets",6080,8608,9876,7685,8006,9533,10069,9961,11533,15230,,569697,546079,564104,506624,431229,470891,493247,487915,388876,464457,,96325,111498,116439,86286,95170,122601,134377,135963,149874,179760
847410,"Sorting, screening, separating or washing machines for solid mineral substances, incl. those ...",28008,13337,7333,11391,7205,10214,7713,5027,5059,15215,,326198,295422,329787,226509,187552,161256,161684,149288,128317,155866,,229321,312163,144656,91543,73047,117848,102549,102896,103979,231566
