Product code,Product label,"Singapore's imports from Korea, Republic of-Value in 2012","Singapore's imports from Korea, Republic of-Value in 2013","Singapore's imports from Korea, Republic of-Value in 2014","Singapore's imports from Korea, Republic of-Value in 2015","Singapore's imports from Korea, Republic of-Value in 2016","Singapore's imports from Korea, Republic of-Value in 2017","Singapore's imports from Korea, Republic of-Value in 2018","Singapore's imports from Korea, Republic of-Value in 2019","Singapore's imports from Korea, Republic of-Value in 2020","Singapore's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
381400,"Organic composite solvents and thinners, n.e.s.; prepared paint or varnish removers (excluding ...",5937,6196,2348,2186,2951,3201,5263,6830,7130,9291,,112526,122649,129533,141180,120447,140400,161164,158068,146125,177475,,31218,37999,45892,51852,38666,26125,25218,23337,20003,26626
851762,"Machines for the reception, conversion and transmission or regeneration of voice, images or ...",11400,13762,9828,5018,4125,5905,40785,118281,32086,9223,,1119530,1008547,1182846,1366026,1031405,929446,969933,766826,923952,1003404,,2422499,2439595,2327828,2334038,2633310,2917678,3170534,3367706,4174947,4563970
854470,"Optical fibre cables made up of individually sheathed fibres, whether or not containing electric ...",7488,15337,21728,16215,25657,34372,100386,69601,5793,9108,,196860,208701,170842,158543,145636,177265,219689,206785,158667,169233,,136176,155865,265942,181718,166255,162243,243908,202590,140842,135623
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...,2253,653,1925,540,543,1136,1916,1748,12525,9038,,247151,348023,374031,428747,386162,450917,573905,719146,802582,963507,,76155,91030,105404,108961,131282,152274,152151,139638,196387,237499
391990,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether ...",9510,9588,18762,11899,12490,7699,7064,5177,5842,8968,,1016266,1350777,1331234,1354668,1281547,1538186,1643208,1597441,1404023,1535604,,198070,209833,221004,185979,197499,195968,234901,235843,206241,259365
847150,"Processing units for automatic data-processing machines, whether or not containing in the same ...",1582,6890,4830,6866,2496,4044,5577,7486,4593,8961,,82881,143492,167692,97544,100562,108476,141675,130795,121645,133747,,656443,746162,721625,771143,964425,1262131,2095864,2335704,3004130,2527747
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.",6475,6394,4212,7515,4515,3462,6163,5286,7471,8887,,320232,370346,392858,371470,401141,363432,431109,452531,451811,521400,,285402,283807,263406,223059,242455,225564,257064,306919,300372,341338
291829,"Carboxylic acids with phenol function but without other oxygen function, their anhydrides, ...",2094,2140,3598,4186,4386,11079,11701,10735,8714,8881,,115218,121773,137658,138745,124581,120836,123738,141095,131163,158579,,33328,34854,28464,30137,29146,32566,27414,26016,24825,34251
722300,"Wire of stainless steel, in coils (excluding bars and rods)",6972,16699,17379,8062,4999,7027,6768,6234,7309,8869,,216344,204932,219078,186792,189676,216640,226307,208334,190816,258336,,55189,59248,62787,48823,31104,26790,24844,29091,23789,33233
370500,"Photographic plates and film, exposed and developed (excl. products made of paper, paperboard ...",0,0,0,0,0,0,5257,8190,9506,8748,,0,0,0,0,0,230058,280432,319067,316308,356040,,0,0,0,0,0,0,121869,131395,145427,151416
721610,"U, I or H sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn ...",330,1322,502,183,102,201,610,969,5046,8628,,11568,16575,19470,5509,5708,3287,2404,6395,1891,1230,,23077,40361,16637,7633,5854,5688,8536,8519,9763,16407
720852,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",9282,10466,7580,5244,2631,1887,2268,6328,11979,8542,,237862,258862,223276,169542,112894,158269,169995,193484,133415,181601,,165070,102165,63763,28442,26627,34864,65136,58659,56783,93549
391910,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, in ...",2196,1833,3574,4106,4903,6113,1873,4022,3883,8536,,230670,250602,236150,221917,225945,221454,236448,229351,244177,288616,,84559,93570,89791,96873,110428,124307,110131,99613,99636,122553
721632,"I sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",17044,12453,13487,8629,9487,7693,7185,8201,9207,8366,,2053,4258,22322,3898,3595,10457,20801,14023,12800,2882,,33849,40367,32005,21635,36410,25797,26302,32656,28142,41209
903082,Instruments and apparatus for measuring or checking semiconductor wafers or devices,3541,15278,4458,3836,10261,11163,5260,16299,13708,8330,,129136,124835,189629,193996,174791,173523,283469,249272,270824,263593,,232970,282704,305842,274153,423691,368913,331893,295160,286547,533859
852871,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers ...",19,20,402,42,4,67,36,198,4852,8322,,358824,289358,305877,280441,172889,60271,38976,22850,13496,22388,,20247,23286,12188,22409,17048,13870,23383,57649,280583,196425
903300,"Parts and accessories for machines, appliances, instruments or other apparatus in chapter 90, ...",15362,9874,8882,12580,5777,1345,2239,3426,4121,8237,,43992,54776,32900,29477,30166,40078,30651,28072,23553,32134,,370103,334025,342581,362726,240507,193101,182123,153732,148042,176935
711011,"Platinum, unwrought or in powder form",0,0,0,1,0,196,2910,2959,0,8213,,56030,59740,104175,101834,50145,34765,47092,55746,97028,127334,,29797,7297,63242,32175,70017,131494,28868,4666,24468,104209
392092,"Plates, sheets, film, foil and strip, of non-cellular polyamides, not reinforced, laminated, ...",97,314,277,244,304,2154,4673,4861,11490,8113,,54949,55709,58993,50526,50654,57480,59986,52634,49032,59708,,4236,4984,6232,5166,5621,9139,10822,7664,13099,10701
320890,"Paints and varnishes based, incl. enamels and lacquers, on synthetic polymers or chemically ...",1373,4928,1882,2221,3003,6967,4630,4398,5251,7862,,313865,328286,374012,367943,327679,345994,375499,360856,334727,363713,,182816,196918,192432,176076,140256,151758,161006,172954,139357,166785
340590,"Glass or metal polishes, whether or not in the form of paper, wadding, felt, nonwovens, cellular ...",106,10,45,326,376,580,1146,1441,6052,7697,,5423,4658,11806,17923,26838,31805,35660,34556,40612,55297,,74629,83560,72010,62843,70274,94252,111896,125671,101505,96996
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",8360,10110,7664,5371,7173,2883,6368,16758,10095,7610,,1444558,1276695,1372296,1464900,1542442,1559537,1712212,1736164,1466954,1836637,,295882,414307,387389,407512,362986,347635,421721,493505,431237,458127
845150,"Machines for reeling, unreeling, folding, cutting or pinking textile fabrics",23,62,137,127,142,119,211,157,52,7554,,9069,7994,10469,12166,13197,11744,11023,12438,12745,30446,,5208,3060,3983,3136,4394,5173,4921,4044,3116,9295
560749,"Twine, cordage, ropes and cables of polyethylene or polypropylene, whether or not plaited or ...",3665,3547,4759,3791,2651,2592,3041,6103,6634,7392,,74568,70593,84371,66728,64956,67675,71288,68964,63508,71088,,14107,15727,16966,16139,13095,15133,16964,18033,17524,24711
293623,"Vitamin B2 and its derivatives, used primarily as vitamins",6571,5433,7084,11123,8685,8187,15875,13573,6829,7217,,41373,34927,40242,40259,35508,35053,44033,39802,38049,48559,,22691,17731,18155,18516,21922,27930,32538,21562,14420,15448
721631,"U sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",2364,2565,3041,993,1266,3319,12088,12914,5966,7206,,35248,34264,46704,37865,44103,51252,48614,37067,41370,58037,,30762,26049,18994,14653,14959,16110,49169,58859,32334,47114
850440,Static converters,6109,10622,5259,7691,5479,6248,5801,5258,4556,7198,,825144,629962,609623,590316,564278,642611,751976,715934,792460,1005992,,881366,856497,814701,895629,939902,1013836,1003992,951792,956162,1117216
330491,"Make-up or skin care powders, incl. baby powders, whether or not compressed (excluding medicaments)",1114,504,644,4671,3404,4056,3028,2772,9155,7062,,18243,18585,23658,28447,31599,30803,34761,42198,38985,44425,,60725,48805,56356,68467,82282,87856,122479,135825,113839,98989
390740,"Polycarbonates, in primary forms",1144,1814,1353,852,1257,866,1720,1492,3831,6991,,1177209,1290492,1342616,1386987,1368123,1572327,1778793,1386634,1453770,2346756,,489064,388836,424669,369004,315675,296464,355783,345818,285276,349542
790120,Unwrought zinc alloys,4135,5010,3865,2997,4709,5903,5728,5155,3519,6881,,165544,182457,214225,258574,283713,413500,461961,338479,277417,432195,,8402,9776,23510,50887,11690,16280,17371,12027,6242,10554
854140,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in ...",11063,12618,18481,73216,92234,10978,8562,6998,5438,6814,,3878801,3791162,3419963,3633217,4164387,4613563,4308266,3512325,3110876,3052481,,728636,838377,967621,1391527,1250264,1064110,1185708,1027130,1028223,1426874
842240,"Packing or wrapping machinery, incl. heat-shrink wrapping machinery (excluding machinery for ...",751,509,621,3116,801,521,1311,277,1027,6743,,113577,152227,126055,130415,130381,159412,171430,129433,131246,134351,,50671,43517,35627,50801,48311,39931,38004,43195,50220,75829
850710,"Lead-acid accumulators of a kind used for starting piston engine """"starter batteries"""" (excluding ...""",1618,1577,1927,1653,1979,3107,4637,5255,4596,6728,,1155914,1330365,1510528,1474237,1494881,1789456,1819162,1724439,1719006,1992255,,51080,42895,40826,34752,28997,38655,52962,57424,44695,61862
732619,"Articles of iron or steel, forged or stamped, but not further worked, n.e.s. (excluding grinding ...",5505,4312,7793,6504,6226,5055,5954,5382,3510,6685,,79300,74571,74689,71263,36002,50867,69235,61831,51921,59576,,146682,110085,141424,83880,69264,58489,73084,94842,75017,78311
290512,"Propan-1-ol """"propyl alcohol"""" and propan-2-ol """"isopropyl alcohol""""""""",193,0,924,46,486,447,560,1033,6149,6404,,80388,73283,64999,57624,59547,88010,97060,107819,183679,154364,,34808,36854,39446,27773,32870,32797,27502,23894,44608,41114
902730,"Spectrometers, spectrophotometers and spectrographs using optical radiations, such as UV, visible, ...",168,90,220,1139,3973,4073,5732,5525,4489,6370,,15271,16215,19179,20670,24316,24329,54556,31039,28038,25847,,52744,75536,175163,210339,193653,166479,174729,170313,163848,189061
870380,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,17971,54344,11638,6266,,0,0,0,0,0,421247,1092526,2353736,3904372,5649118,,0,0,0,0,0,0,26205,74766,16698,79969
401110,"New pneumatic tyres, of rubber, of a kind used for motor cars, incl. station wagons and racing ...",9260,7630,8538,4919,7556,8499,6839,6820,4006,6121,,2884298,2661989,2677039,2355158,2371175,2404509,2449409,2389231,1944390,2059200,,175530,157505,168044,147032,133031,143383,130391,133497,118361,155647
841510,"Window or wall air conditioning machines, self-contained or """"split-system""""""""",4188,4459,7929,9618,8569,7137,7881,5231,5459,6103,,341159,390152,533184,527153,496625,517510,476617,394910,345262,505610,,318228,320903,320050,323502,275326,282549,314920,304433,212926,285942
902620,Instruments and apparatus for measuring or checking pressure of liquids or gases (excluding ...,1868,546,1317,627,730,436,706,981,4682,6060,,38339,32542,35292,45094,52819,46798,75094,87441,78762,106266,,100212,129828,157081,159145,144022,155449,183723,231882,177742,263129
853890,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ...",8259,16332,11496,7322,6928,5132,4598,4687,4222,6017,,2616423,3621867,2762813,3361144,2855123,2750882,1692418,1304916,1255147,1421470,,618776,722653,639981,580580,603018,599540,645755,728855,624895,769851
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",5831,25209,2829,2803,4185,27736,4328,1903,3672,5984,,338461,395510,340161,428283,401285,426819,400937,429351,335991,367303,,286637,294968,269997,387312,258949,191046,194076,276041,245111,283288
294200,"Separate chemically defined organic compounds, n.e.s.",3,6,7,8,6,65,8,86,1259,5974,,42562,22907,47745,51318,40017,47778,50296,58436,69294,66574,,33072,12773,7754,7201,7908,4835,3384,9757,9635,13546
852990,"Parts suitable for use solely or principally with flat panel display modules, transmission ...",21523,17518,12111,12026,14500,11130,4893,5447,5349,5940,,6915276,7768861,7008030,5854323,6178791,7995178,7240102,10045151,7799818,7842054,,579404,645127,684966,443014,430223,628745,453924,486314,405298,676940
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",6218,1518,11823,10550,9353,7358,11239,6295,7454,5848,,384239,380895,352584,299944,322126,385933,442081,404503,360535,414176,,274888,285626,275860,306975,373990,379468,406604,505714,494097,633183
390690,"Acrylic polymers, in primary forms (excluding poly""""methyl methacrylate"""")""""",5691,5460,4081,5146,4587,5239,4664,4867,6466,5815,,764513,870300,941670,825936,884942,1122828,1319273,1376755,1366885,1727810,,127782,142652,120411,98090,86418,108581,122156,115501,112067,129725
293190,Separate chemically defined organo-inorganic compounds (excluding organo-sulphur compounds ...,555,757,644,667,1294,1292,2085,1882,2223,5797,,90246,98668,119835,121778,128847,142986,148492,166171,212985,292802,,60676,60056,65601,62628,52851,52583,67711,79766,75932,98179
830140,Locks of base metal (excluding padlocks and locks for motor vehicles or furniture),1415,1019,1295,607,440,505,2967,3452,2275,5792,,43466,50223,71097,84651,107643,119153,117104,96685,82310,82374,,16314,18229,19050,15840,15513,15764,21505,21586,20861,40819
300290,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses",306,347,76,78,141,120,138,231,621,5789,,35812,39230,35588,42850,73815,152764,173641,250158,232869,274696,,58264,44692,31685,26063,22040,27079,38018,46461,55675,69443
722020,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than cold-rolled ...""",816,233,71,49,167,546,4085,4078,2941,5738,,154892,169113,181024,171081,164840,415735,392626,241866,205990,277703,,31004,23330,28407,14713,14237,13707,22782,14509,13592,24076
390720,"Polyethers, in primary forms (excluding polyacetals and goods of 3002 10)",3993,3168,2816,1382,5566,1778,1764,1135,1329,5731,,901491,990534,1078817,860635,740035,782301,917776,885612,878218,1432086,,89189,125926,193940,146362,120328,120995,185106,193971,199749,256956
848610,Machines and apparatus for the manufacture of boules or wafers,5403,12633,14063,8410,5433,4095,5440,166,928,5681,,58061,93342,80564,65215,73433,71046,103977,115147,132196,176927,,134145,138035,106206,89910,119968,115808,93308,90953,105879,467429
190590,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ...",1722,2022,1908,2308,2672,3063,2420,2905,4061,5655,,225597,249680,276483,270624,264053,226556,240202,238379,290823,341289,,167496,176907,172940,176109,177965,178367,190454,194156,199544,232524
630790,"Made-up articles of textile materials, incl. dress patterns, n.e.s.",1996,3266,3332,3886,2184,3114,2331,1153,4565,5573,,90155,103859,99936,92312,88528,102874,105087,91828,702336,295602,,24087,55157,48993,54645,54312,54238,52134,49668,1010695,146583
903149,"Optical instruments, appliances and machines for measuring or checking, not elsewhere specified ...",2265,1718,6190,4510,3339,6018,2221,3403,2074,5563,,210860,383261,351602,486302,594675,1087828,1231600,977954,964248,979336,,72292,76959,96342,108656,144283,198305,166790,157018,156843,197676
901812,Ultrasonic scanning apparatus,671,1014,3197,2825,2338,3382,6557,8939,7813,5385,,420978,457050,468139,462686,478375,615883,689581,666717,580119,696123,,32572,33468,33721,25024,23284,34553,48483,38366,35987,37944
330590,"Preparations for use on the hair (excluding shampoos, preparations for permanent waving or ...",1288,1735,2157,1816,1845,2080,2778,4165,4268,5351,,42538,51016,65776,76745,97230,101493,114646,138210,190716,206085,,64045,63474,59693,61280,50483,51449,61808,68005,66592,78631
