Product code,Product label,India's imports from Russian Federation-Value in 2012,India's imports from Russian Federation-Value in 2013,India's imports from Russian Federation-Value in 2014,India's imports from Russian Federation-Value in 2015,India's imports from Russian Federation-Value in 2016,India's imports from Russian Federation-Value in 2017,India's imports from Russian Federation-Value in 2018,India's imports from Russian Federation-Value in 2019,India's imports from Russian Federation-Value in 2020,India's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
690210,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, ...",0,0,0,0,0,0,0,0,0,0,,45785,38651,39395,26736,26850,37033,49476,39510,33605,46648,,185370,185210,187939,174976,62762,80908,90666,91679,66898,88647
690490,"Ceramic flooring blocks, support or filler tiles and the like (excluding those of siliceous ...",0,0,0,0,0,0,0,0,0,0,,351,227,774,1193,151,226,234,1210,324,441,,1234,1495,2434,1948,1379,849,924,2695,1070,2137
690730,"Ceramic mosaic cubes and the like, whether or not on a backing (excl. refractory and finishing ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,134,2415,2175,2480,3246,3024,,0,0,0,0,0,615,461,309,99,213
691390,"Statuettes and other ornamental ceramic articles, n.e.s. (excluding of porcelain or china)",0,0,0,0,0,0,0,0,0,0,,252,296,406,303,466,504,457,572,804,1007,,2603,3333,1121,1015,1021,2023,5389,8731,4405,8919
700100,"Cullet and other waste and scrap of glass; glass in the mass (excl. glass in the form of powder, ...",0,0,0,0,0,0,0,15,0,0,,1059,975,521,314,116,82,69,37,74,183,,21284,15304,14420,9946,6159,3567,2716,4158,2380,1286
700231,"Tubes of fused quartz or other fused silica, unworked",0,0,0,0,0,0,0,0,0,0,,64,65,179,156,221,311,209,200,113,77,,9245,8949,13286,12127,15106,17327,7564,7279,13493,30262
700521,"Float glass and surface ground glass, in sheets, coloured throughout the mass """"body tinted"""", ...""",0,0,0,104,0,156,154,0,1,0,,7178,11681,16367,11729,11625,14531,12776,12246,18205,17930,,7119,4721,8256,9654,9797,7739,5952,5424,2934,6617
700711,"Toughened """"tempered"""" safety glass, of size and shape suitable for incorporation in motor ...""",0,0,0,1,0,0,0,11,3,0,,2206,2085,1625,1524,4938,11231,25141,22462,13822,17378,,9225,9146,10257,14674,12287,13140,15231,13414,9845,11506
701690,"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, ...",0,0,0,0,0,3,0,0,0,0,,381,489,140,174,5247,4793,840,1739,2483,526,,8817,7710,10692,14522,21170,21936,28350,38372,23330,37267
701810,"Glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass ...",0,0,0,0,0,0,0,0,0,0,,145,146,243,175,231,258,191,231,260,352,,86971,80074,62994,63422,89199,139691,147267,128251,68581,87113
701911,"Glass fibre threads """"chopped strands"""", cut into lengths <= 50 mm""""",0,0,0,0,0,0,0,0,0,0,,2031,1883,2457,1910,1246,993,1472,1620,837,2073,,18004,22116,26444,28793,35963,39861,49806,42651,38470,54205
701931,Mats of irregularly laminated glass fibres,0,103,0,31,0,0,0,0,1,0,,12810,15291,12090,7296,7483,11672,17631,16650,10586,14001,,8678,5353,8892,13583,16520,21342,24299,25532,18968,28175
680800,"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, ...",0,0,0,0,0,0,0,0,0,0,,2096,2871,3017,3261,7832,6583,9858,12422,12015,18598,,4127,4309,3338,3517,3543,2617,3897,2928,2399,1807
680911,"Boards, sheets, panels, tiles and similar articles, of plaster or compositions based on plaster, ...",0,0,0,0,0,0,0,0,0,0,,8628,12483,14625,21659,20450,20557,19469,20529,19736,22700,,6110,9302,12184,14034,19748,31067,30886,26048,15484,23307
681280,Fabricated crocidolite asbestos fibres; mixtures with a basis of crocidolite asbestos or with ...,0,0,0,0,0,0,0,0,0,0,,142,254,151,94,69,56,61,39,38,39,,2,9,0,32,4,389,0,0,0,0
681293,"Compressed asbestos fibre jointing, in sheets or rolls (excluding of crocidolite asbestos)",0,0,0,0,0,0,0,0,0,0,,6117,5863,4209,2861,3123,3952,3319,2526,2426,3713,,81,64,57,73,14,3,6,0,2,396
620791,"Men's or boys' singlets and other vests, bathrobes, dressing gowns and similar articles of ...",0,0,0,0,0,0,0,0,0,0,,116,257,301,232,145,104,116,128,240,343,,262,163,235,184,115,212,149,91,69,164
620811,Women's or girls' slips and petticoats of man-made fibres (excluding knitted or crocheted and ...,0,0,0,0,0,0,0,0,0,0,,0,9,38,21,35,11,3,32,28,7,,74,96,123,95,121,74,58,74,71,178
620899,"Women's or girls' singlets and other vests, briefs, panties, n?glig?s, bathrobes, dressing ...",0,0,0,0,0,0,0,0,0,0,,108,260,172,116,161,252,242,169,236,560,,125,107,149,35,32,168,102,495,53,115
621141,"Women's or girls' tracksuits and other garments, n.e.s. of wool or fine animal hair (excluding ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
621320,"Handkerchiefs of cotton, of which no side exceeds 60 cm (excluding knitted or crocheted)",1,0,0,0,0,0,0,0,0,0,,14,16,30,32,28,26,33,91,68,83,,125,86,94,81,114,122,182,100,108,20
630210,"Bedlinen, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,305,693,589,386,534,507,738,1439,2934,3306,,1283,488,337,382,152,201,301,209,292,453
630222,Printed bedlinen of man-made fibres (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,0,,97,616,917,462,346,234,265,275,644,358,,15,84,2057,4982,14784,5771,5689,2537,297,266
630510,"Sacks and bags, for the packing of goods, of jute or other textile bast fibres of heading 5303",0,0,0,0,0,0,0,0,0,0,,0,10,22,17,3,6,6,9,12,5,,72026,56939,51920,71517,43931,24879,33125,43808,47575,37579
630520,"Sacks and bags, for the packing of goods, of cotton",0,0,0,0,0,0,0,0,0,0,,2,2,67,49,39,13,5,72,16,31,,301,222,351,416,316,397,397,503,376,724
630612,"Tarpaulins, awnings and sunblinds of synthetic fibres (excluding flat covers of light fabrics ...",0,0,0,0,0,0,0,0,0,0,,487,732,367,454,516,653,1290,1227,786,1548,,402,84,694,50,199,436,200,512,124,129
630691,"Camping goods of cotton (excluding tents, awnings and sunblinds, sails, pneumatic mattresses, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
630699,"Camping goods of textile materials (excluding of cotton, tents, awnings and sunblinds, sails, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,160,0,0,0,0,0,0,0,0,0
640291,"Footwear covering the ankle, with outer soles and uppers of rubber or plastics (excluding waterproof ...",0,0,0,0,0,0,0,0,0,0,,2705,6986,13411,11675,9458,9921,20424,20705,15716,16695,,505,748,2351,1970,3968,4436,5390,4846,4281,4885
640510,"Footwear with uppers of leather or composition leather (excluding with outer soles of rubber, ...",0,0,0,0,0,0,0,0,0,0,,1309,2011,3632,2914,3734,8504,3010,3058,3407,2956,,2034,1614,321,728,445,595,378,543,113,77
650500,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile ...",0,0,0,0,0,0,1,0,0,0,,4034,6903,7365,5208,4982,6619,7813,10351,10302,14352,,0,2819,4196,5770,6898,8909,13127,15704,13874,17410
680299,"Monumental or building stone, in any form, polished, decorated or otherwise worked (excluding ...",0,1,39,0,0,0,0,0,0,0,,180,572,160,321,476,498,417,543,602,1147,,3722,1756,1553,2262,1089,1727,3134,3461,2761,2520
680410,"Millstones and grindstones, without frameworks, for milling, grinding or pulping",0,0,0,0,0,0,0,0,0,0,,110,81,84,296,351,920,868,647,359,807,,4226,2950,3721,1961,1869,2165,2842,1847,1273,1676
680520,"Natural or artificial abrasive powder or grain, on a base of paper or paperboard only, whether ...",0,0,0,0,0,0,0,0,0,0,,370,344,553,459,396,549,636,676,795,1064,,27492,21633,22101,25106,25139,35135,36791,34410,29568,56092
680610,"Slag-wool, rock-wool and similar mineral wools, incl. intermixtures thereof, in bulk, sheets ...",0,0,0,0,0,0,0,0,0,0,,49998,49285,51144,55277,54588,74988,117030,97062,95253,123509,,17428,13276,10261,6022,4094,6186,6583,5706,8292,11420
680620,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials, ...",0,0,0,0,0,0,0,0,0,0,,7696,17347,10914,5705,4612,9092,7654,8533,9378,7164,,1654,2426,4224,5169,4540,6299,11250,7605,7062,8693
930529,"Parts and accessories for sporting, hunting and target-shooting rifles of heading 9303, n.e.s. ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,14,0,0,0,0,0,0,0,0,0
940151,Seats of bamboo or rattan,0,0,0,0,0,0,0,0,0,0,,1,13,23,11,14,0,0,0,0,0,,42,99,53,37,53,0,0,0,0,0
950720,"Fish-hooks, whether or not snelled",0,0,0,0,0,0,0,0,0,0,,23,33,46,30,57,63,114,103,124,144,,1367,1199,1185,899,987,764,1246,1346,801,1884
940421,"Mattresses of cellular rubber or plastics, whether or not covered",2,0,0,0,0,0,0,0,0,0,,136,422,634,350,492,448,665,1125,748,1559,,1793,1371,1298,1415,1327,1857,2587,2858,2045,3239
940530,Electric lighting sets of a kind used for Christmas trees,0,0,0,0,0,0,0,0,0,0,,643,458,976,863,658,762,1056,1954,2003,3516,,15256,17661,23023,26484,24602,15066,9670,15112,5289,5783
940592,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, of plastics, ...",0,0,106,0,0,0,1,1,3,0,,480,1705,833,278,315,1513,532,588,843,873,,1743,1807,3547,4502,5977,7882,4276,2906,2370,2304
950490,"Tables for casino games, automatic bowling alley equipment, and other funfair, table or parlour ...",0,0,0,0,4,1,109,0,0,0,,2453,4022,4247,3761,4035,5671,8622,9854,11125,14196,,33933,14599,9691,10269,9572,18630,17944,19748,11371,11624
950619,Ski equipment for winter sports (other than skis and ski-fastenings [ski-bindings]),0,0,0,0,0,0,0,0,0,0,,625,554,348,248,236,401,509,609,319,1026,,272,190,1787,435,356,571,278,123,65,175
950639,Golf equipment (excluding balls and complete clubs),0,0,0,0,0,0,0,0,0,0,,0,8,0,0,0,9,0,1,13,10,,657,570,593,518,586,798,1433,907,470,815
903084,"Instruments and apparatus for measuring or checking electrical quantities, with recording device ...",0,0,0,0,78,6,14,7,0,0,,2387,21002,6913,23886,5915,10073,13348,10238,4162,12712,,6828,3604,5801,5525,5955,5158,8002,12590,9112,7073
903110,Machines for balancing mechanical parts,0,0,0,0,0,18,0,12,3,0,,1871,1944,1520,1466,2348,2037,3022,2640,1920,2813,,13526,8394,16901,4564,5498,16089,22205,14236,9787,8653
903120,"Test benches for motors, generators, pumps, etc.",0,8,14,0,79,6274,435,0,5,0,,96477,34677,59650,36306,56798,51913,77457,77742,45594,23575,,38044,32562,40855,35484,34319,48184,65217,59416,101569,105027
910129,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,0,0,0,0,0,0,0,,522,2668,1773,1838,1706,1097,693,1218,1624,1168,,25853,9478,8880,8372,11656,14326,7491,5858,8136,14598
910211,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with ...",0,0,0,0,0,0,0,0,0,0,,356,1383,2625,1343,2342,8521,7712,11320,22982,3107,,33531,20707,17211,17587,17597,38832,68353,69863,34998,64017
911011,"Complete watch movements, unassembled or partly assembled movement sets",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3375,1980,2339,2572,2541,3067,2923,3141,2938,4876
920290,"Guitars, harps and other string musical instruments (excluding with keyboard and those played ...",0,0,0,0,0,0,0,1,0,0,,12,39,143,116,306,326,726,1355,2171,2868,,5920,4491,4033,6113,5695,7993,11225,11310,9972,11317
900211,"Objective lenses for cameras, projectors or photographic enlargers or reducers",1,0,4,0,17,7,0,0,0,0,,1170,4449,3501,1498,2104,1449,1552,2743,2728,2776,,25662,19954,34885,45824,44670,59168,68589,80647,60595,101847
900640,Instant print cameras (excluding special cameras of subheading 9006.10 or 9006.30),0,0,0,0,0,0,0,0,0,0,,5,0,4,6,29,50,94,430,254,489,,87,183,208,1932,1166,1959,2738,3869,3897,3650
900890,"Parts and accessories for image projectors, photographic enlargers and reducers, n.e.s.",4,0,0,0,0,0,0,0,0,0,,20,0,47,42,35,0,0,0,0,0,,1614,637,472,423,446,394,457,447,262,405
901180,"Optical microscopes (excluding for photomicrography, cinephotomicrography or microprojection, ...",71,1,0,0,11,11,0,0,40,0,,875,453,1172,572,684,586,935,1825,1750,2609,,50413,43276,54140,44907,50049,58373,64049,64105,43763,51195
901290,"Parts and accessories for electron microscopes, proton microscopes and diffraction apparatus, ...",24,41,47,5,368,29,1,14,0,0,,261,4,30,24,80,232,259,309,467,249,,4575,7363,5220,4222,3290,4249,4412,4598,2660,3880
902219,"Apparatus based on the use of X-rays (other than for medical, surgical, dental or veterinary ...",196,0,279,28,235,101,39,16,79,0,,12777,6212,12589,13864,15876,9220,9314,11532,11566,11366,,34922,38275,41567,41195,58747,81498,105063,81631,62709,75924
901520,"Theodolites and tachymeters """"tacheometers""""""""",0,1,0,0,0,0,0,0,0,0,,577,565,1015,506,557,921,820,700,546,840,,1812,6332,6630,8742,9841,10477,12534,12708,7749,12549
901812,Ultrasonic scanning apparatus,0,66,0,0,0,0,0,0,0,0,,2220,3783,1965,1513,2630,2266,1902,2500,3124,4582,,92869,92318,99621,101334,107379,131406,162280,171780,141431,201606
870370,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,69,50,118,5,,0,0,0,0,0,228,0,134,28,0
870710,Bodies for motor cars and other motor vehicles principally designed for the transport of persons,0,0,0,0,0,0,0,0,0,0,,1124,741,1191,15452,15114,86729,151830,180385,163804,205163,,62329,49830,36935,41919,35680,39431,69549,53069,33719,72574
960860,"Refills for ball-point pens, comprising the ball-point and ink-reservoir",0,0,0,0,0,0,2,0,0,0,,184,143,197,161,269,294,319,263,242,272,,3316,3396,3522,4251,4694,4634,7267,8171,2926,5904
961310,"Pocket lighters, gas fuelled, non-refillable",0,0,0,0,0,0,0,0,0,0,,459,320,337,742,1396,1773,2750,3184,3777,3776,,1530,2135,911,942,580,1186,559,654,360,340
970300,"Original sculptures and statuary, in any material",1,0,0,1,4,0,0,0,8,0,,135,322,634,132,1692,140,625,368,119,2319,,4597,4168,4350,35970,9911,10607,113350,25238,21346,10675
950621,Sailboards,0,0,0,0,0,0,0,0,0,0,,0,0,3,3,0,0,6,0,0,11,,32,33,23,29,22,165,22,10,33,18
960340,"Paint, distemper, varnish or similar brushes, paint pads and rollers (excluding artists' and ...",0,0,0,0,0,0,0,0,0,0,,974,677,1812,1828,1743,2276,2306,3190,3376,5022,,2559,2189,3667,5491,5494,3078,3257,3354,1975,2551
960610,"Press-fasteners, snap-fasteners and press studs and parts therefor",0,0,0,0,0,0,0,0,0,0,,372,472,515,491,433,897,1324,1007,1284,1715,,28297,31135,32493,33388,37600,34842,33785,34092,29527,37222
960630,Button moulds and other parts of buttons; button blanks,0,2,0,0,1,0,0,0,0,0,,6,8,15,14,2,4,12,17,17,31,,4933,6459,6070,4981,5568,1406,1543,1444,711,1057
940210,"Dentists', barbers' or similar chairs having rotating as well as both reclining and elevating ...",1,0,0,0,0,0,0,0,0,0,,68,84,152,63,146,142,177,251,254,346,,8695,10240,9782,8630,9022,13580,8857,8965,5921,8379
940310,Metal furniture for offices (excluding seats),2,0,0,0,0,10,0,46,0,0,,12159,9640,8043,6170,6469,7596,10000,10743,10184,16134,,26816,26595,26194,25209,26327,20984,23061,23360,17011,13784
960840,Propelling or sliding pencils,0,0,0,0,0,0,0,0,0,0,,38,48,35,39,69,84,185,124,140,201,,648,586,1747,1787,961,935,994,800,258,272
961100,"Hand-operated date, sealing or numbering stamps, and the like; hand-operated composing sticks ...",0,0,0,0,0,0,0,0,0,0,,47,358,103,91,190,160,253,266,211,314,,1277,1611,1641,1394,1298,1796,1914,1915,1451,2133
961210,"Typewriter or similar ribbons, inked or otherwise prepared for giving impressions, whether ...",0,0,0,0,0,0,0,0,0,0,,318,303,367,676,791,788,806,1093,1242,1485,,30494,29069,30615,30132,30460,36385,44504,44396,34088,45230
961511,"Combs, hair-slides and the like of hard rubber or plastics",1,0,0,0,0,0,0,0,0,0,,156,324,389,242,413,727,1062,1138,1314,1157,,1247,1602,1310,1301,1458,3503,3231,3840,2117,3775
962000,"Monopods, bipods, tripods and similar articles",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,87,191,278,571,885,,0,0,0,0,0,6468,9814,11537,11549,18493
970110,"Paintings, e.g. oil paintings, watercolours and pastels, and drawings executed entirely by ...",0,0,0,0,5254,2,2,0,0,0,,732,249,334,626,1849,301,5101,578,1105,810,,11773,31975,33096,49486,196647,49952,51551,81740,35510,49159
260700,Lead ores and concentrates,0,0,0,0,0,0,0,0,0,0,,434274,430608,471137,318710,425947,521538,549099,561126,489301,566799,,149725,12279,101103,17198,5355,2209,1439,1726,4861,3567
262190,"Slag and ash, incl. seaweed ash """"kelp"""" (excluding slag, incl. granulated, from the manufacture ...""",0,0,0,0,0,0,0,0,0,0,,2566,3099,2002,2002,4340,3555,4559,9262,4777,1431,,1914,889,2554,1680,1386,865,786,764,950,783
270120,"Briquettes, ovoids and similar solid fuels manufactured from coal",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,38,1,0,,7,46,26,0,27,66,18,11,24,53
252329,"Portland cement (excluding white, whether or not artificially coloured)",0,0,0,0,0,0,0,0,0,0,,149076,181321,152470,87316,49821,61785,59394,66063,85579,76461,,47202,37301,59615,56317,88659,92292,84604,42510,26208,39316
252330,Aluminous cement,0,0,0,0,0,0,0,0,0,0,,1197,1249,864,795,494,564,633,728,625,1166,,3768,3165,4333,3685,1979,2550,3554,4853,4377,3952
252810,"Sodium borates, natural, and concentrates thereof, whether or not calcined (excluding sodium ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
250490,Natural graphite (excluding in powder or in flakes),0,0,0,0,0,0,0,0,0,0,,2433,100,31,438,25,3,30,1,87,45,,2245,1869,2111,1614,1062,1301,1245,1213,826,1251
250830,Fireclay (excluding kaolin and other kaolinic clays and expanded clay),0,0,0,0,0,0,0,0,0,0,,188,376,518,409,399,688,1330,2415,2753,2066,,447,65,19,148,1001,1494,980,1920,1346,445
250840,"Clays (excluding fireclay, bentonite, kaolin and other kaolinic clays and expanded clay)",0,0,0,0,0,0,0,0,0,0,,240,333,365,341,656,489,513,652,1299,1535,,23807,21354,18496,22498,25762,27353,25472,22238,13949,17704
251320,"Emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated",5,0,0,0,0,0,0,0,0,0,,134,175,416,182,307,425,1216,1578,725,1658,,1394,652,926,499,542,468,433,238,630,845
251520,Ecaussine and other calcareous monumental or building stone of an apparent specific gravity ...,0,0,0,0,0,0,0,0,0,0,,12,25,7,4,6,4,5,1,1,9,,278,315,828,1048,771,467,1031,2208,419,722
251810,"Crude dolomite, not calcined or not sintered, incl. dolomite roughly trimmed or merely cut, ...""",0,0,0,0,0,0,0,0,0,0,,2598,1046,943,1519,2023,2430,2414,1935,1584,2535,,47283,42840,48224,36218,29342,62219,79660,81642,61622,105611
60230,"Rhododendrons and azaleas, grafted or not",0,0,0,0,0,0,0,0,0,0,,0,13,5,3,2,0,0,3,1,2,,0,0,0,0,0,0,0,0,0,0
70390,"Leeks and other alliaceous vegetables, fresh or chilled (excluding onions, shallots and garlic)",0,0,0,0,0,0,0,0,0,0,,2,1,1,9,22,48,40,21,16,47,,0,0,0,0,0,91,2,2,0,0
70970,"Fresh or chilled spinach, New Zealand spinach and orache spinach",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,3,3,6,11,15,,92,70,0,0,0,0,0,0,0,0
151800,"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, ...",0,0,0,0,0,0,0,0,0,0,,2054,4476,10254,6613,9925,19307,26076,34122,52627,99643,,8983,8670,16823,1345,918,2496,12979,33593,3519,7206
160530,"Lobster, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
160554,"Cuttlefish and squid, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,198,345,419,137,198,709,950,778,813,1418,,0,0,0,0,0,45,0,83,9,0
160555,"Octopus, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,148,133,117,24,35,37,47,33,50,39,,0,0,0,3,0,2,0,0,0,0
160590,"Molluscs and aquatic invertebrates, prepared or preserved",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,121,0,0,0,0,0,0,0,0,0
170240,"Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter, ...",0,0,0,0,0,0,0,0,0,0,,583,243,490,9,62,175,259,377,850,1862,,895,1001,1171,857,531,422,1407,1049,253,163
180200,"Cocoa shells, husks, skins and other cocoa waste",0,0,0,0,0,0,0,0,0,0,,113,151,65,95,86,55,65,49,57,95,,27,86,8,37,24,18,3,0,2,0
180320,"Cocoa paste, wholly or partly defatted",0,0,0,0,0,0,0,0,0,0,,230,0,0,0,0,0,21,0,2,53,,0,514,317,17,134,372,187,307,181,438
180500,"Cocoa powder, not containing added sugar or other sweetening matter",0,0,0,0,0,0,0,0,0,0,,2119,2125,1435,2655,3467,3588,4707,5200,8770,9751,,34754,17291,20158,31290,29659,36756,49809,52993,58117,92920
180620,"Chocolate and other food preparations containing cocoa, in blocks, slabs or bars weighing > ...",0,0,0,0,0,0,0,0,0,0,,3931,5023,7531,5194,8915,14879,15809,15568,14760,24612,,16973,11850,20337,15565,12685,9924,12889,13254,12781,19422
190120,"Mixes and doughs of flour, groats, meal, starch or malt extract, not containing cocoa or containing ...",6,0,0,0,0,0,0,0,0,0,,2702,3391,3162,1866,1845,2482,3587,4591,5104,7246,,2845,2684,2625,2519,2428,3191,2991,3144,2120,3013
190430,"Bulgur wheat in the form of worked grains, obtained by cooking hard wheat grains",0,0,0,0,0,0,0,0,0,0,,354,442,198,105,101,163,247,542,933,1124,,4,1,3,4,3,6,3,4,5,3
200490,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar or acetic ...",0,0,0,0,0,0,0,0,0,0,,11,63,52,87,188,163,245,334,398,543,,1447,2467,1649,786,733,779,813,681,435,633
