Product code,Product label,Japan's imports from Singapore-Value in 2012,Japan's imports from Singapore-Value in 2013,Japan's imports from Singapore-Value in 2014,Japan's imports from Singapore-Value in 2015,Japan's imports from Singapore-Value in 2016,Japan's imports from Singapore-Value in 2017,Japan's imports from Singapore-Value in 2018,Japan's imports from Singapore-Value in 2019,Japan's imports from Singapore-Value in 2020,Japan's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
382499,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",0,0,0,0,0,13939,18449,7807,7877,9384,,0,0,0,0,0,0,803929,723571,629804,719664,,0,0,0,0,0,1085250,1266586,1244169,1203337,1600112
902720,Chromatographs and electrophoresis instruments,6193,2703,4472,7620,8622,8131,10009,8559,8783,9072,,239045,230211,228740,249255,301119,347328,406423,453422,397632,494386,,79302,66060,55106,51404,58576,68872,68784,67539,72304,72163
390810,"Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",30076,21050,11529,19374,11155,16105,35297,9785,5982,9060,,183040,209433,179188,183099,164404,181580,218793,211145,169957,245213,,411740,392352,417413,389691,366672,412244,505676,500109,298452,517628
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",11510,10285,12451,7123,6624,6609,15609,12306,3591,8758,,314660,287104,358683,343200,376466,399329,544161,522767,526118,709619,,792664,762677,818550,742483,758276,823257,825607,893242,743909,858722
847971,"Passenger boarding bridges, of a kind used in airports",0,0,0,0,0,0,3370,7481,4581,8577,,0,1235,0,0,0,5901,97,1,771,4391,,2336,3457,832,1533,945,2328,10369,14587,9258,9815
400220,"Butadiene rubber """"BR"""", in primary forms or in plates, sheets or strip""""",0,0,10892,18100,8938,10896,13362,10864,7514,8528,,53116,30689,59955,74088,115728,221622,207727,172374,127143,88178,,124776,72152,73609,56374,47413,57814,41816,41351,29951,58955
853890,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ...",6192,5583,5208,8392,4041,4559,4566,6120,9080,8312,,1773695,874580,657865,588799,591230,640266,1124483,1353371,1125340,1734200,,825422,837260,963135,985885,1022785,1107300,1041308,940793,799536,918393
854140,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in ...",16663,189191,175632,86498,49054,35992,25336,15921,14597,8248,,1585091,1501935,1793650,2360783,2606582,2337707,1696560,1543001,1811221,2168139,,3102976,7006545,8757444,6401137,4820917,3941670,3678500,3576346,3188082,3164423
711019,"Platinum, in semi-manufactured forms",118,24,159,494,59,21,1979,19,9316,8199,,1497,11217,39302,11020,34123,17672,15970,37284,50396,63122,,390526,248874,117909,130151,100799,120077,118159,113888,146390,148811
300212,Antisera and other blood fractions,0,0,0,0,0,5782,8957,7809,7092,8174,,0,0,0,0,0,0,94629,71312,92372,79078,,0,0,0,0,0,674280,716909,788086,802981,846749
291612,Esters of acrylic acid,15366,20688,9104,4238,3891,6364,7165,4536,2634,8017,,99339,100094,94577,86120,41734,43719,32462,17764,9667,18214,,169121,248058,118792,91953,90914,91138,105966,87264,65969,122605
852610,Radar apparatus,20,84,110,458,43,41,65,201,172,7608,,70871,102334,127788,202972,303283,403738,380544,403987,309205,550805,,103768,103640,164527,143173,227085,377417,561207,634326,573592,548503
901839,"Needles, catheters, cannulae and the like, used in medical, surgical, dental or veterinary ...",14247,9849,8672,7468,8060,7168,7609,8347,6968,7565,,579211,667658,660338,559988,498371,478746,500900,500150,424304,510761,,2193933,1845814,1852868,1675224,1774224,1854349,2108403,2164806,2162757,2194172
291521,Acetic acid,0,0,0,2888,2103,3297,3727,8653,2183,7397,,95510,0,0,0,0,0,0,0,128956,316494,,24165,22303,34935,58813,37807,65297,107881,75429,41276,140932
180400,"Cocoa butter, fat and oil",7567,7004,11563,8184,7761,4667,11340,10533,9018,7206,,102552,115880,190527,166808,167678,151647,144861,149912,172643,145424,,84940,103790,195810,141330,153545,131276,142653,146390,123556,116548
290719,"Monophenols (excluding phenol """"hydroxybenzene"""" and its salts, cresols and their salts, octylphenol, ...""",3900,2215,2596,2812,5352,9804,12021,8601,4958,7100,,45438,53137,46921,49514,41231,66679,73069,70134,68763,82932,,66103,59194,58993,43502,46784,61533,65430,59224,56456,81965
190590,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ...",5192,4998,5944,5001,4209,4300,4589,5343,5196,7003,,37518,36910,34156,30879,26417,21652,24322,26440,26495,29740,,442966,401302,367915,310519,321249,359903,373479,400825,403335,468295
854390,"Parts of electrical machines and apparatus, having individual functions, n.e.s. in chapter ...",929,1003,2016,1927,1356,7593,6698,6549,4946,6923,,2831188,2391164,2413509,2923090,3068557,3348657,2412299,1808582,1852154,2425444,,277301,268009,332101,257134,250333,318304,393206,387923,388547,427423
901180,"Optical microscopes (excluding for photomicrography, cinephotomicrography or microprojection, ...",11838,11165,11414,14360,14547,14676,16572,14788,9128,6845,,21792,14752,18852,15853,19263,15711,18803,12881,10530,7878,,43230,52170,45133,47941,57696,51225,64936,59031,45508,57840
853690,"Electrical apparatus for switching electrical circuits, or for making connections to or in ...",16113,12590,8634,7108,7577,7032,5891,8611,7190,6795,,1608704,1761409,1663323,1375199,1225750,1321152,1376021,1180177,1013561,1268802,,1396428,1273626,1249269,1076277,1147913,1279935,1328725,1221377,1233406,1565776
340319,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",320,252,263,292,486,2250,5844,6831,4333,6753,,52751,65127,102550,68691,78700,133748,286345,216559,217077,300547,,35494,45764,42692,53438,42447,44114,47949,44076,45057,38652
900120,Sheets and plates of polarising material,0,51,94,491,37,3,16,7,0,6686,,3433,1127,50284,19701,78447,101616,68904,32447,45533,13282,,254231,206999,234121,135610,200267,201404,132543,210829,266235,291243
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",1544,1868,2053,7674,2675,9612,6557,3025,4743,6520,,261676,325883,354204,365285,294123,295228,339558,329389,341486,323883,,562493,544971,603759,563126,589257,627001,708174,690403,627943,724600
848340,"Gears and gearing for machinery (excluding toothed wheels, chain sprockets and other transmission ...",3248,2961,3775,2938,2971,7090,2988,2080,2316,6345,,110828,130455,162060,101251,87431,83111,103963,97487,82398,98585,,522761,452199,521790,491528,483656,491353,562642,503545,419309,570333
847990,"Parts of machines and mechanical appliances, n.e.s.",8393,5458,6677,6984,5557,7662,7320,9254,4979,6195,,1997311,1610502,1445709,1285253,1109209,1191414,1294312,1268687,1418656,1561857,,508735,505240,634630,607209,660805,790725,918469,911824,807794,1063839
880330,"Parts of aeroplanes or helicopters, n.e.s. (excluding those for gliders)",5504,7396,5781,7864,7727,8749,9881,4875,5793,6126,,5479015,6048253,5405262,5927719,6249812,6196489,6346641,6408468,4402411,3933248,,1320723,1440811,1873540,1836140,2056030,1717325,1702298,1909932,1568274,1144715
850590,"Electromagnets and electromagnetic lifting heads, and their parts (excluding magnets for medical ...",6049,5656,4924,4611,4452,5652,6607,5455,3721,5992,,49850,19697,13115,8371,8564,16184,17880,17672,18634,20944,,210657,187479,181479,163871,160200,166458,174963,150275,129052,173250
293590,Sulphonamides (excl. perfluorooctane sulphonamides),0,0,0,0,0,9814,17992,18518,20024,5914,,0,0,0,0,0,0,729673,766971,529429,837773,,0,0,0,0,0,418813,442161,547066,482831,238902
294190,"Antibiotics (excluding penicillins and their derivatives with a penicillanic acid structure, ...",0,0,10,0,0,7,17290,5,7556,5909,,13868,12930,27902,66013,81508,191756,304193,203403,184659,118264,,331885,274198,271933,300841,315376,215516,230806,286713,208856,171411
854190,"Parts of diodes, transistors and similar semiconductor devices; photosensitive semiconductor ...",3244,3298,4465,4020,5368,5883,6888,5859,3830,5849,,1477777,1755954,2137504,2484390,2710953,2060092,1646743,1741034,2740212,2702488,,255163,227267,255770,219630,164174,132969,113367,90791,69911,88459
847180,"Units for automatic data-processing machines (excluding processing units, input or output units ...",2485,3751,5468,6484,14668,16602,16347,16475,15982,5847,,565881,489717,394525,430937,599360,817367,420617,432271,315955,448840,,365193,421276,386125,339992,392269,485089,509710,583564,597090,771228
846610,"Tool holders, incl. tool holders for any type of tool for working in the hand, and self-opening ...",6107,5342,6548,6818,6195,7147,8359,6136,2789,5801,,81020,114144,171728,138516,111722,90494,94212,78568,66806,115307,,96571,81306,85657,91051,73138,80463,92143,90059,59657,78663
820770,Interchangeable tools for milling,2669,6742,7381,7528,6069,6349,8932,7592,4257,5210,,6863,9602,37647,44696,37222,37190,39105,35841,21543,28464,,52290,52822,58870,66213,65996,74784,84406,85109,65667,78198
854160,Mounted piezoelectric crystals,3505,12513,4117,2656,7913,11837,6326,4828,3863,5192,,500721,607006,596061,638122,789491,711747,621421,637231,608228,944816,,325062,228624,174659,168515,178979,191261,200817,194142,154932,208907
290723,"4,4'-Isopropylidenediphenol """"bisphenol A, diphenylolpropane"""" and its salts""""",614,714,706,480,470,632,5606,203,90,5178,,84219,112473,97859,68784,88769,185492,239312,189040,181537,415336,,104813,65258,59743,41339,47758,48934,102253,43979,44682,120666
841990,"Parts of machinery, plant and laboratory equipment, whether or not electrically heated, for ...",4468,4476,4725,2487,3393,3372,2908,2992,6442,5113,,132661,108328,126733,131170,73819,78202,101953,84310,192983,139635,,268285,260586,276299,234516,262284,265963,286668,313945,266478,278476
841490,"Parts of: air or vacuum pumps, air or other gas compressors, fans and ventilating or recycling ...",1384,1460,1829,1587,1053,822,922,1412,1617,5035,,229647,270003,282152,262980,227698,192585,190938,181250,149783,141433,,382936,347309,367309,350992,352040,422689,484350,470716,413416,558569
902730,"Spectrometers, spectrophotometers and spectrographs using optical radiations, such as UV, visible, ...",3251,4535,2350,2358,2904,2840,9594,8772,8481,4999,,170957,240980,285965,319010,335336,336940,368783,368854,302178,338290,,161696,183479,170636,131623,149247,155834,174585,177067,155442,166514
853620,Automatic circuit breakers for a voltage <= 1.000 V,286,73,110,33,7,71,30,98,2717,4922,,94361,219965,192845,102138,233500,127869,255638,155990,274560,315060,,183804,219415,207428,194421,178903,176705,182648,182930,169982,187340
711590,"Articles of precious metal or of metal clad with precious metal, n.e.s.",6021,4199,14184,15497,19289,18509,4981,1724,2976,4886,,97324,75422,83848,84030,101710,93341,118628,54081,52094,72297,,102655,58685,61572,95834,47793,88760,58611,54902,175736,179058
852349,Optical media for the recording of sound or of other phenomena (excluding unrecorded and goods ...,73301,38512,23266,33400,35454,32318,18446,5861,6935,4815,,2120339,1402196,1259238,749895,603269,534616,514385,405454,371350,391294,,691470,570570,511720,449097,421461,372723,389987,388919,352385,343641
292029,"Phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives ...",0,0,0,0,0,3806,3270,3594,2937,4771,,0,0,0,0,0,0,16058,47695,39554,42735,,0,0,0,0,0,7896,11871,12410,10409,14212
750300,"Waste and scrap, of nickel (excluding ingots or other similar unwrought shapes, of remelted ...",846,2525,5679,3589,2687,4314,4761,3626,1613,4722,,12958,11688,21351,10923,13784,27476,32677,38561,17273,35785,,73376,85172,122861,77936,62357,74345,98100,125161,74764,121232
391110,"Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes, in primary ...",0,0,0,0,0,0,3320,5059,2272,4706,,9582,2888,33553,37199,36533,39543,127599,113860,74651,90652,,64416,52392,50081,41510,42027,44327,41584,35010,29112,36555
230990,Preparations of a kind used in animal feeding (excluding dog or cat food put up for retail ...,2654,2454,2546,2201,2921,3587,3949,4547,4490,4635,,218030,196879,192465,203374,231549,211485,227499,227483,282318,312376,,426647,377493,360756,336620,367607,399046,437413,445535,449043,468909
190120,"Mixes and doughs of flour, groats, meal, starch or malt extract, not containing cocoa or containing ...",14647,13719,9801,10101,7711,7983,6373,6363,3728,4621,,71903,82198,87300,87417,93412,96739,99925,105708,101603,111105,,123407,121050,124522,112669,103987,116492,107183,102937,106938,119869
854290,"Parts of electronic integrated circuits, n.e.s.",2911,6131,6028,8722,7609,7739,11466,5006,3466,4545,,4901503,6104584,5703972,2443460,1960809,1952670,1801296,1049931,1479249,2113075,,129539,77824,98278,78669,89353,88071,92035,86987,113489,383643
903190,"Parts and accessories for instruments, appliances and machines for measuring and checking, ...",7567,7356,7314,6554,8468,9631,19589,3627,7280,4392,,332870,272188,231258,224955,188655,229292,247873,290790,248452,316090,,704430,661524,782978,737673,710264,792378,941691,842538,737547,842057
401699,"Articles of vulcanised rubber (excluding hard rubber), n.e.s.",805,625,757,533,650,829,1003,769,650,4392,,91973,101734,109978,112758,117863,125981,157491,140085,156095,201170,,471677,439674,462008,433974,462635,470919,489348,467697,424852,495559
151790,Edible mixtures or preparations of animal or vegetable fats or oils and edible fractions of ...,3466,4126,3943,4347,4670,4206,3958,4212,4500,4376,,70074,70335,72457,82210,74952,68454,75779,71922,68917,91074,,40180,39948,44715,39430,40252,41788,45424,44577,39303,43125
901110,Stereoscopic optical microscopes,24,62,81,113,48,101,51,17,57,4358,,7082,8026,6050,7242,8466,15494,70569,83849,67858,131999,,84317,82546,76209,53236,53079,54515,58650,78247,58181,64815
845811,"Horizontal lathes, incl. turning centres, for removing metal, numerically controlled",4567,4079,3323,4674,3957,5916,7519,6411,3986,4332,,60080,37266,36243,39227,28579,32220,36843,36069,19910,39508,,114072,124884,175939,169954,157664,169017,202922,181862,109044,185132
180690,"Chocolate and other preparations containing cocoa, in containers or immediate packings of <= ...",6605,6337,6594,4775,4061,4038,3365,2922,3495,4306,,159312,134366,145398,182803,153676,115133,138538,155014,162058,170680,,69673,69681,67387,68860,64144,71298,72414,72474,74719,90702
843143,"Parts for boring or sinking machinery of subheading 8430.41 or 8430.49, n.e.s.",1739,8177,3108,2610,11332,2734,4293,3913,2671,4066,,4237094,4404537,3814484,3292943,2005376,1601263,1327192,1302815,1173732,921138,,86417,90875,80525,89856,99994,64307,76187,84059,73595,71691
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",3736,3750,3120,3074,5454,5127,3480,3566,3497,4063,,212569,164253,180495,190585,235037,226288,269638,275392,348738,475085,,1582259,1517652,1613422,1425235,1429003,1540795,1727734,1747549,1692730,1926344
390799,"Saturated polyesters in primary forms (excluding polycarbonates, alkyd resins, poly""""ethylene ...""",1095,1042,797,1255,1276,2315,2856,2700,3230,3978,,131982,89799,101074,93830,94799,109349,110912,100654,99546,138031,,234661,262294,282078,273712,253116,332955,405914,376076,303010,546840
180500,"Cocoa powder, not containing added sugar or other sweetening matter",9457,5609,4666,4421,5133,3875,3817,4020,3346,3971,,148568,122202,103694,87893,129585,127143,135069,100873,111930,128705,,99852,69329,56061,60638,62633,68368,60173,63293,59353,73141
852550,"Transmission apparatus for radio-broadcasting or television, not incorporating reception apparatus",41,95,68,73,833,2957,2343,3773,17444,3864,,244853,159964,158216,79657,78066,103240,121677,84816,143985,143646,,22663,20601,25986,28209,23087,31777,18811,15425,33939,14539
