Product code,Product label,Saudi Arabia's imports from Singapore-Value in 2012,Saudi Arabia's imports from Singapore-Value in 2013,Saudi Arabia's imports from Singapore-Value in 2014,Saudi Arabia's imports from Singapore-Value in 2015,Saudi Arabia's imports from Singapore-Value in 2016,Saudi Arabia's imports from Singapore-Value in 2017,Saudi Arabia's imports from Singapore-Value in 2018,Saudi Arabia's imports from Singapore-Value in 2019,Saudi Arabia's imports from Singapore-Value in 2020,Saudi Arabia's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
600644,"Printed fabrics, knitted or crocheted, of artificial fibres, of a width of > 30 cm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,31,242,0,11,4,28,2,2,0,21,,0,0,142,38,231,413,65,867,214,0
610210,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",0,0,0,0,0,0,0,0,0,0,,2175,179,171,81,172,113,445,422,193,183,,0,35,0,227,145,282,238,662,64,380
610329,"Men's or boys' ensembles of textile materials (excluding wool, fine animal hair, cotton or ...",0,0,0,0,0,0,6,0,0,0,,164,684,238,741,249,1009,1003,1300,989,432,,79,414,1086,2413,1935,1737,4001,3124,6777,16669
610341,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",0,0,0,0,0,0,0,0,0,0,,122,120,163,90,214,117,110,237,378,422,,0,0,0,0,0,0,0,0,0,0
610413,"Women's or girls' suits of synthetic fibres, knitted or crocheted (excluding ski overalls and ...",0,0,0,0,0,0,0,0,0,0,,22,100,22,57,51,194,201,50,30,364,,12546,1405,505,81,1460,37269,86828,119220,36472,2202
732111,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",0,130,0,0,0,0,0,0,0,0,,2614,3054,2511,1628,1286,1544,1004,1176,945,777,,75531,91530,109247,127265,79697,106938,46643,75461,97373,117018
732591,"Grinding balls and similar articles for mills, cast (excluding such articles of non-malleable ...",0,0,0,0,0,0,0,0,0,0,,514,73,72,56,68,60,138,78,212,51,,54372,64318,6502,5607,5447,7746,11053,8813,14475,11794
730650,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of alloy steel other than ...",0,0,0,0,0,0,0,330,0,0,,7222,7574,8413,5683,1922,1891,1908,1650,1279,954,,39488,57952,13661,17011,18842,10809,24235,21123,10099,30836
730810,"Bridges and bridge-sections, of iron or steel",0,0,0,35,0,0,0,30,0,0,,5329,2442,3661,1443,2484,2541,784,2966,1834,13037,,86216,91531,186555,155061,101443,99172,87412,113135,102543,117702
731581,Stud-link of iron or steel,0,0,0,0,0,0,0,0,0,0,,4920,5309,4113,15199,1761,7294,8687,7136,5171,4773,,383,77,2106,850,613,256,543,392,1178,1721
830820,"Tubular or bifurcated rivets, of base metal",0,0,0,0,0,0,0,0,0,0,,793,2712,1869,1098,407,618,571,1418,799,1247,,430,1286,711,1201,1214,1520,1125,1375,1468,1510
831120,"Cored wire of base metal, for electric arc-welding",0,0,0,0,0,0,0,3,0,0,,26289,20098,24863,16044,10528,11639,14333,18320,15468,17065,,17545,14391,15731,13913,14626,14374,20096,17055,10399,9885
840120,"Machinery and apparatus for isotopic separation and parts thereof, n.e.s. [Euratom]",0,0,0,0,0,0,0,0,0,0,,1909,360,520,293,110,50,24,25,6,0,,0,1098,76,181,130,126,1382,1850,185,382
840130,"Fuel elements """"cartridges"""", non-irradiated, in casing with handling fixtures, for nuclear ...""",0,0,0,0,0,0,0,0,0,0,,44,37,125,13,2456,55,3,5,0,0,,0,1783,132,1,1,6,5,0,188,58
840220,Superheated water boilers,0,0,0,0,0,0,0,0,0,0,,475,4120,131,901,477,361,31,2425,1365,136,,14558,7118,8921,439,5970,1070,2157,1232,251,85
840682,"Steam and other vapour turbines, of an output <= 40 MW (excluding those for marine propulsion)",0,0,0,0,0,0,0,0,0,0,,5971,5084,15029,5117,5701,3826,2834,1803,701,1348,,7566,83757,984,9197,6457,63187,9791,4271,27845,9935
840732,"Spark-ignition reciprocating piston engine, of a kind used for the propulsion of vehicles of ...",0,0,0,0,0,0,0,0,0,0,,1057,435,966,190,1539,833,1027,1563,657,535,,913,271,218,1214,112,21,23,39,74,594
810194,"Unwrought tungsten, incl. bars and rods of tungsten obtained simply by sintering",0,0,0,0,0,0,0,0,0,0,,569,800,250,290,235,766,407,899,188,4923,,115,30,49,68,69,17,34,49,85,170
810320,"Unwrought tantalum, incl. bars and rods of tantalum obtained simply by sintering; tantalum ...",0,0,0,0,0,0,0,0,0,0,,46,0,3,11,32,2969,12,30,139,22,,0,0,0,109,5,0,0,0,0,24
811252,Thallium waste and scrap (excluding ashes and residues containing thallium),0,0,0,0,0,0,0,0,0,0,,0,0,13,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0
811299,"Articles of niobium """"columbium"""", gallium, indium, vanadium and germanium, n.e.s.""""",0,0,0,0,0,0,0,0,0,0,,2307,3042,2645,718,1540,515,1079,721,2195,1784,,2890,2354,2419,1494,2067,1316,2141,1554,1052,1363
820110,"Spades and shovels, with working parts of base metal",0,0,0,0,0,0,0,0,0,0,,97,159,764,147,110,59,237,210,82,45,,1598,2475,2904,4153,3740,1622,1592,3105,3027,4686
820239,"Circular saw blades, incl. slitting or slotting saw blades, and parts thereof, of base metal, ...",0,0,0,0,0,0,0,0,0,0,,4190,4725,4413,4524,5054,3640,3190,2555,2249,2407,,4716,7947,8872,7749,4973,3471,3621,4125,4869,7023
820240,Chainsaw blades of base metal,0,0,0,0,0,0,0,0,0,0,,2178,2869,5163,3251,1746,3187,11966,14323,13089,10652,,480,2065,158,489,538,295,789,820,2188,2158
740319,"Copper, refined, unwrought (excluding copper in the form of billets, wire-bars, cathodes and ...",0,0,0,0,0,0,0,0,0,0,,2910,6156,11138,6809,4438,3502,463,445,891,535,,9820,10520,16970,17333,11165,7725,7546,2823,691,1032
740322,"Copper-tin base alloys """"bronze"""" unwrought""""",0,0,0,0,0,0,0,0,0,0,,2609,4254,7025,2646,2976,5211,2441,2901,1759,1165,,344,799,4968,1362,146,162,279,773,213,422
740822,"Wire of copper-nickel alloys """"cupro-nickel"""" or copper-nickel-zinc alloys """"nickel silver""""""""",0,0,0,0,0,0,0,0,0,0,,157,4208,599,175,97,308,986,5981,6383,776,,48,0,69,0,81,1,14,160,433,270
740911,"Plates, sheets and strip, of refined copper, in coils, of a thickness of > 0,15 mm (excluding ...",0,0,0,0,0,0,0,0,0,0,,43981,30738,10740,9000,7607,14377,9859,8928,8023,19262,,50416,138603,112312,105488,25282,20866,22227,21569,29148,26031
740939,"Plates, sheets and strip, of copper-tin base alloys """"bronze"""", of a thickness of > 0,15 mm, ...""",0,0,0,0,0,0,0,0,0,0,,283,738,589,274,1730,6599,3196,459,307,648,,773,695,1096,7484,570,218,254,47,336,52
740940,"Plates, sheets and strip, of copper-nickel base alloys """"cupro-nickel"""" or copper-nickel-zinc ...""",0,0,0,0,0,0,0,0,0,0,,377,420,425,367,359,9699,15214,9472,9148,21993,,49,236,0,658,1378,1587,920,1061,2069,3156
741121,"Tubes and pipes of copper-zinc base alloys """"brass""""""""",0,0,0,0,0,0,0,5,0,0,,675,864,490,429,455,657,440,455,294,439,,22441,20920,22971,24622,9003,5111,4684,6531,5395,8421
760120,Unwrought aluminium alloys,0,0,0,0,0,0,0,0,0,0,,43135,16739,29455,22396,19099,27204,19660,26162,16428,22269,,20858,19880,24267,55524,56513,166354,203023,170400,337744,356076
760410,"Bars, rods and profiles, of non-alloy aluminium, n.e.s.",0,0,0,0,0,0,0,0,8,0,,16625,13575,11269,12650,11823,10279,9663,8458,8422,14037,,61383,110521,101808,80247,50638,44600,38888,45498,67603,47323
760611,"Plates, sheets and strip, of non-alloy aluminium, of a thickness of > 0,2 mm, square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,25113,22140,15592,13509,15287,26356,27632,21695,20923,22979,,427404,405999,421395,330027,188797,140946,130251,61180,40319,29041
761520,"Sanitary ware and parts thereof, of aluminium (excluding cans, boxes and similar containers ...",0,0,0,0,0,0,0,0,0,0,,1372,2208,985,579,423,979,861,1494,875,1577,,477,783,891,968,961,1430,845,1163,964,1402
780191,"Unwrought lead, containing by weight antimony as the principal other element",0,0,0,0,0,0,0,0,0,0,,5,10,4,0,2,0,0,0,0,0,,5550,2243,672,1,0,5,0,0,0,2
790112,"Unwrought zinc, not alloyed, containing by weight < 99,99% of zinc",0,81,0,0,0,0,0,0,0,0,,4404,3977,2117,1567,147,756,1,118,16,845,,31405,31782,34007,27441,26539,25991,15691,5188,15792,27938
790310,Zinc dust,0,0,0,0,0,0,23,0,0,0,,5612,4815,5528,3650,2564,1985,532,135,320,472,,8688,6066,7129,4085,4505,4432,4253,2586,1202,1586
700232,Tubes of glass having a linear coefficient of expansion <= 5 x 10-6 per kelvin within a temperature ...,0,0,0,0,0,0,0,0,4,0,,854,1066,216,115,302,422,403,786,76,22,,0,0,32,69,45,147,11,7,132,118
681591,"Articles of stone or other mineral substances, n.e.s. containing magnesite, magnesia in the ...",0,0,0,0,0,0,0,0,0,0,,25,1,73,28,19,12,39,18,4,1,,233,340,2028,2153,391,414,1322,147,724,772
690320,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",0,0,0,0,0,0,0,0,0,0,,292,539,653,361,346,1038,8413,4095,1397,2993,,668,1926,897,2312,1071,1888,3170,2008,6077,10547
690590,"Ceramic chimney pots, cowls, chimney liners, architectural ornaments and other ceramic constructional ...",0,0,0,0,0,0,0,0,0,0,,231,91,27,109,221,46,35,30,24,12,,2713,3001,2423,2369,2282,1083,907,888,1019,2037
690710,"Unglazed ceramic tiles, mosaic cubes and similar articles, whether or not square or rectangular, ...",0,0,0,0,0,0,0,0,0,0,,1386,561,1026,672,755,784,0,0,0,0,,12949,18054,10011,9521,16282,478524,321208,379466,90300,0
690721,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,741,1082,948,1667,,0,0,0,0,0,0,0,0,0,134525
660390,"Parts, trimmings and accessories for umbrellas and sun umbrellas of heading 6601 or for walking ...""",0,0,0,0,0,0,0,0,0,0,,276,168,126,329,245,230,160,410,15,59,,1606,195,136,88,2950,62,86,76,335,759
680100,"Setts, curbstones and flagstones, of natural stone (excluding slate)",0,0,0,0,0,0,0,0,0,0,,39,60,30,4,14,97,5,3,26,9,,303391,309502,307880,276810,208583,174284,43807,32800,7425,5882
680990,Articles of plaster or of compositions based on plaster (excluding plaster bandages for straightening ...,0,0,0,0,0,0,0,0,0,0,,667,564,358,414,255,418,335,293,239,112,,8189,5150,11158,13810,12552,15944,4654,4141,16504,6272
681019,"Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone (excluding ...",0,0,0,0,0,0,0,0,0,0,,1012,1552,2115,1316,993,4488,5073,4056,2935,4280,,22093,21126,18678,15785,15075,18818,34755,21644,17152,12551
382474,"Mixtures containing hydrochlorofluorocarbons """"HCFCs"""", whether or not containing perfluorocarbons ...""",0,0,0,0,0,0,0,0,0,0,,61,137,156,107,72,120,133,142,17,16,,1541,2297,191,117,294,273,1240,22,370,0
382477,"Mixtures containing bromomethane """"methyl bromide"""" or bromochloromethane""""",0,0,0,0,0,0,0,0,0,0,,3,15,0,0,0,0,0,0,0,0,,138,0,31,4,0,191,0,0,0,0
650100,"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux ...",0,0,0,0,0,0,0,0,0,0,,25,35,64,109,26,85,48,33,31,37,,0,38,89,151,145,1122,365,85,289,456
700510,"Float glass and surface ground or polished glass, in sheets, having an absorbent, reflecting ...",0,0,0,0,0,0,0,0,0,0,,481,364,847,1345,1930,185,3126,127,33,30,,8831,12840,14937,18115,8102,5212,7506,12865,15829,11054
701328,"Drinking glasses, stemware (excluding of glass ceramics or of lead crystal)",0,0,0,0,0,0,0,0,0,0,,614,597,4162,1891,1882,1659,1546,1964,1006,1239,,1605,1496,1350,3353,2821,2089,2727,3747,1368,2427
701333,Drinking glasses of lead crystal (excluding stemware),0,0,0,0,0,0,0,0,0,0,,508,1093,335,366,336,141,313,225,94,206,,147,107,415,199,123,1218,1077,3265,2090,1291
701349,"Glassware for table or kitchen purposes (excluding glass having a linear coefficient of expansion ...""",0,0,0,0,152,0,0,0,0,0,,3459,2531,3386,5573,2695,5197,3992,4493,1128,998,,16177,19162,17823,24004,22377,18355,17414,17361,14060,21409
701710,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated, of ...",0,0,0,0,0,0,21,0,0,0,,3244,3836,3520,4507,5254,4508,4627,13935,4982,9672,,181,408,321,1070,777,920,1090,1533,4749,2030
710121,"Cultured pearls, unworked, whether or not graded",0,0,0,0,0,0,0,0,0,0,,1018,598,1172,64,142,143,1,0,130,16,,0,0,0,0,0,0,0,0,0,7
710610,"Powder of silver, incl. silver plated with gold or platinum",0,0,0,0,0,0,0,0,0,0,,260,3298,15095,50291,95565,208959,146585,34814,20910,5858,,0,0,0,12,0,0,103,0,0,1
711011,"Platinum, unwrought or in powder form",0,0,0,0,0,0,0,0,0,0,,36803,74629,134093,76998,39594,23996,26542,137616,174350,174359,,2812,202,3258,40019,1627,35,13,53,34,23
711039,Rhodium in semi-manufactured forms,0,0,0,0,0,0,0,0,0,0,,76,635,507,372,2012,346,2604,693,15614,37340,,0,0,0,10,0,0,0,0,13,0
711291,"Waste and scrap of gold, incl. metal clad with gold, and other waste and scrap containing gold ...",0,0,0,0,0,0,0,0,0,0,,604481,455610,478895,234169,659949,411694,433464,1217353,820967,422442,,238,0,2072,281,14,19,0,8,8,38
711420,"Articles of goldsmiths' or silversmiths' wares and parts thereof, of base metal clad with precious ...",0,0,0,0,0,0,0,0,0,0,,277,4195,2963,880,627,801,566,376,198,95,,254,0,2520,78,124,196,418,694,1597,990
720211,"Ferro-manganese, containing by weight > 2% of carbon",0,0,0,0,0,0,0,0,0,0,,1859,628,589,259,578,787,464,384,58,68,,40872,17745,25397,13086,3604,10282,6065,5326,2091,3244
720229,"Ferro-silicon, containing by weight <= 55% silicon",0,0,0,0,0,0,0,0,0,0,,0,16,16,1,96,142,9,43,7,0,,1379,1998,889,1809,530,629,6640,6418,10445,6453
720241,"Ferro-chromium, containing by weight > 4% of carbon",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,185,315,279,421,320,167,479,248,238,2973
720410,"Waste and scrap, of cast iron (excluding radioactive)",0,0,0,0,0,0,0,0,0,0,,17416,20973,15096,6502,3018,1070,3693,10012,10909,12381,,86,0,183,991,26,276,192,15,9117,2322
720430,"Waste and scrap of tinned iron or steel (excluding radioactive, and waste and scrap of batteries ...",0,0,0,0,0,0,0,0,0,0,,8127,12847,6068,3404,2449,331,748,1637,4040,5889,,0,62,0,0,18,31,9,0,33,12
720719,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...",0,0,0,0,0,0,306,0,4,0,,405,775,156,228,448,1609,311,336,981,2026,,4259,32985,135679,89808,1911,12825,32457,11439,15132,355625
720915,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,1437,5143,6790,668,463,779,309,346,755,1491,,4230,963,946,607,359,1481,1893,717,546,75
721069,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,874,1628,2268,766,881,273,859,276,185,108,,387,982,672,1648,3418,2903,1862,2917,8192,10337
721922,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,4919,6725,6872,8389,11186,7907,9815,12965,11082,16183,,10432,10691,16991,7513,3142,5321,8658,4176,4155,5203
721932,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",0,0,0,0,0,0,0,0,0,0,,898,966,816,668,2892,2291,3679,492,3174,3375,,3596,3737,2929,2627,2076,2058,2788,3621,1562,1328
721935,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",0,0,0,0,0,0,0,0,0,0,,6798,7805,2467,3340,3689,4699,7014,1093,329,680,,1955,841,39,164,275,7,391,1124,719,399
722011,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,4317,452,463,1133,2548,1082,440,1281,2032,4075,,1427,2204,711,638,1158,854,1263,347,519,413
722012,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,4357,3605,3287,3588,2217,6211,3602,3690,3015,3591,,1777,1903,1892,3479,3486,3435,3274,4236,3541,1961
722211,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only hot-extruded, of ...",0,0,0,0,0,0,0,0,18,0,,2946,2072,2795,5674,4849,4473,7599,9583,9199,12364,,9953,8291,6014,9729,7546,4671,4810,6122,4651,4610
722810,"Bars and rods of high-speed steel (excluding semi-finished products, flat-rolled products and ...",0,0,0,0,0,0,0,0,0,0,,9021,5468,6570,2533,1654,3649,2357,1721,4009,6251,,4187,178,252,97,231,1422,1741,2194,1247,1257
722870,"Angles, shapes and sections of alloy steel other than stainless, n.e.s.",0,0,0,0,0,0,0,0,0,0,,4519,4131,3854,1825,1951,2910,3760,4448,2418,952,,12973,9378,18606,19560,8329,3348,8597,2724,2621,160
730110,"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements",0,0,0,0,0,0,0,0,4,0,,22103,20625,14857,11186,13612,15525,11163,6890,7683,3635,,45722,8818,72719,82751,69276,14544,8835,11700,4729,2852
890310,Inflatable vessels for pleasure or sports,0,0,0,0,0,0,0,0,0,0,,1520,2753,2534,1013,1643,561,1814,951,556,799,,162,464,182,232,9,1006,550,470,81,105
900651,"Cameras with a through-the-lens viewfinder [single lens reflex """"SLR""""] for roll film of a ...""",0,0,0,0,0,0,0,0,0,0,,6518,8150,8155,11895,5271,4896,3279,5368,1301,1447,,0,88,34,14,8,74,273,431,16,80
900652,"Cameras for roll film of a width of < 35 mm (excluding instant print cameras, single lens ...""",0,0,0,0,0,0,0,0,0,0,,293,218,578,170,225,46,67,92,17,411,,0,0,0,1,9,6,0,11,0,85
900699,"Parts and accessories for photographic flashlights and flashlight apparatus, n.e.s.",0,0,0,0,0,0,6,0,0,0,,29545,20583,7525,6321,9434,10589,3039,2491,3028,13421,,448,2723,2284,2747,2273,3938,3956,3358,1440,1820
901060,Projection screens,0,0,0,0,0,0,0,0,3,0,,2719,2474,2666,1581,1351,2906,2242,1402,240,477,,6291,5919,4733,3854,3831,5102,5514,9002,7723,7092
901420,Instruments and appliances for aeronautical or space navigation (excluding compasses and radio ...,0,0,0,0,0,27,7,10,6,0,,118569,139950,161638,153279,174522,145835,185175,223474,145206,124838,,1898,3774,2674,2471,26783,34667,20714,24421,19558,22612
880211,Helicopters of an unladen weight <= 2.000 kg (excl. unmanned of heading 8806),0,0,0,0,0,0,0,0,0,0,,256,52606,16981,11651,15900,11718,21085,24294,11526,12168,,38428,7064,1070,94565,662,115854,100402,30031,11787,11738
854511,"Electrodes of graphite or other carbon, for electric furnaces",0,0,0,0,0,0,0,0,0,0,,901,1175,1444,760,361,844,1944,111,11,47,,43120,46700,36851,31350,10069,18519,81335,78699,35307,26579
870360,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,29845,52967,78114,26743,,0,0,0,0,0,0,0,0,0,58
870422,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",0,0,0,0,0,0,0,0,0,0,,11838,10274,6868,4395,4878,3067,3778,1742,647,574,,428547,431794,344284,342781,176626,128716,81465,71841,43782,134177
870880,"Suspension systems and parts thereof, incl. shock-absorbers, for tractors, motor vehicles for ...",320,396,29,0,0,0,39,22,26,0,,15501,13988,13028,16394,13594,15854,17236,17478,15631,29030,,73571,87072,95022,105829,108281,105579,96284,160027,154297,210273
871120,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",0,0,0,0,0,0,0,0,0,0,,7871,4931,14419,11483,11986,6220,7067,8962,6483,7487,,8858,6465,9447,12014,4859,5623,5874,9219,9088,6422
854620,Electrical insulators of ceramics (excluding insulating fittings),0,0,0,0,0,0,0,8,0,0,,9709,5941,7282,5151,6510,6117,8360,6651,5227,4298,,60943,54759,70832,79887,41971,22579,13044,19425,9651,12945
854790,"Insulating fittings for electrical purposes, of materials other than ceramics or plastics; ...",0,0,0,0,0,0,12,0,10,0,,34791,25789,21724,17152,19753,14454,9100,8729,6225,12843,,28466,39854,23889,54346,25073,38381,23237,24678,28819,31923
860729,"Brakes (other than air brakes), and parts thereof, for railway or tramway locomotives or rolling ...",0,0,0,0,0,0,0,0,0,0,,673,248,229,565,245,844,91,208,357,461,,1258,223,2722,2448,285,681,647,910,140,250
870110,Pedestrian-controlled agricultural tractors and similar tractors for industry (excluding tractor ...,246,0,0,0,0,0,0,0,0,0,,1661,1174,472,261,18,178,13,93,61,41,,41084,27629,23820,18566,4138,3261,3432,4831,6541,24550
870130,Track-laying tractors (excluding pedestrian-controlled),0,0,0,0,0,0,0,0,0,0,,105719,19161,29226,22044,8434,2574,3086,9953,0,0,,256,356,288,122,53,4105,0,358,8118,9914
870310,Vehicles for the transport of persons on snow; golf cars and similar vehicles,0,0,0,0,0,0,0,0,0,0,,4758,3545,2638,3240,1949,2229,1684,2095,348,1304,,3815,6265,5058,5792,3564,7855,8391,17091,7429,31681
854411,"Winding wire for electrical purposes, of copper, insulated",0,0,0,0,0,0,6,0,0,0,,84225,53625,71258,47845,40153,48050,56646,49658,54573,61045,,25265,29378,27734,23525,16507,32053,28335,20903,7884,14974
854060,"Cathoderay tubes (excluding television and video-monitor cathoderay tubes, television camera ...",0,0,0,0,0,0,0,0,0,0,,3023,1068,673,353,372,620,109,51,88,315,,292,0,0,21,24,353,151,299,25,5
854099,"Parts of thermionic, cold cathode or photo cathode valves and tubes, n.e.s. (excluding parts ...",0,0,0,0,0,0,0,0,0,0,,10465,12780,11724,7947,9871,8962,6707,4954,5960,11267,,93,385,697,686,288,214,78,85,28,52
