Product code,Product label,China's imports from India-Value in 2012,China's imports from India-Value in 2013,China's imports from India-Value in 2014,China's imports from India-Value in 2015,China's imports from India-Value in 2016,China's imports from India-Value in 2017,China's imports from India-Value in 2018,China's imports from India-Value in 2019,China's imports from India-Value in 2020,China's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
481490,"Wallpaper and similar wallcoverings of paper, and window transparencies of paper (excluding ...",4,6,0,16,7,3,1,2,0,2,,163,3362,101,243,15450,2000,18948,125458,3076,782,,14393,13564,23680,12003,12942,10398,10506,6491,5383,3794
380400,"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or ...""",0,0,0,42,81,29,20,0,0,2,,1105,1265,555,465,591,424,891,2393,1608,1133,,21323,28726,31512,29995,28938,36938,43008,39856,43079,39816
291241,"Vanillin """"4-hydroxy-3-methoxybenzaldehyde""""""""",109,21,0,0,0,4,0,1,2,2,,259,1309,475,1008,1157,2342,3546,4648,3685,1655,,7699,10215,8629,10497,6075,5454,1700,1475,3318,3851
283325,Sulphates of copper,0,1,0,0,0,0,0,1,2,2,,829,2198,2118,1234,2973,3544,2570,3392,4002,4557,,6276,8922,5120,4523,5179,5951,5664,6290,6494,6541
151311,Crude coconut oil,0,0,0,4,1,7,9,16,4,2,,349,153,88,236,20158,3950,299,142,1125,1387,,159000,25542,40246,25504,28120,26867,14122,7917,8445,7307
611693,"Gloves, mittens and mitts, of synthetic fibres, knitted or crocheted (excl. impregnated, coated, ...",5,4,10,2,2,0,0,32,38,2,,9612,10464,12119,10874,6852,9815,9142,11152,6811,12166,,9583,5573,5948,5916,7683,11806,8808,11514,8144,9533
720510,"Granules, of pig iron, spiegeleisen, iron or steel (excluding granules of ferro-alloys, turnings ...",0,0,0,0,0,0,0,0,88,2,,4705,1703,1350,817,676,4864,9344,46433,123113,252272,,28627,16228,24761,40648,36302,27593,28656,37703,20713,20190
842382,Weighing machinery of a maximum weighing capacity > 30 kg but <= 5.000 kg (excluding personal ...,0,34,0,50,6,2,3,1,0,2,,1225,1011,1678,758,1052,1545,1814,1350,1112,1658,,11711,12867,17208,13952,15934,16539,17290,23348,16170,27059
853521,"Automatic circuit breakers for a voltage > 1.000 V but < 72,5 kV",176,943,46,306,154,353,14,70,434,2,,33444,40785,43965,35867,30440,31591,39425,30357,26918,29471,,107200,99178,126790,118244,125057,91769,90541,83731,80482,60801
851718,Telephone sets (excluding line telephone sets with cordless handsets and telephones for cellular ...,0,0,0,0,0,0,0,0,0,2,,17536,42577,21810,25710,15692,11240,8654,11612,12414,15380,,83326,142910,36713,36717,26131,21227,18336,19492,14363,13042
940330,Wooden furniture for offices (excluding seats),30,12,9,20,16,16,33,17,11,2,,14891,19502,15438,16089,24624,32098,33636,39613,41315,60940,,23183,25199,32812,43093,33293,33757,34633,30308,25022,16763
843850,Machinery for the industrial preparation of meat or poultry (excluding cooking and other heating ...,0,3,125,0,31,0,0,0,0,2,,703,663,585,975,1913,1003,1302,1386,314,1134,,113379,128391,166412,106456,93077,71606,59429,110047,111216,197276
621390,"Handkerchiefs of textile materials, of which no side exceeds 60 cm (excluding of cotton, and ...",0,0,0,0,0,0,17,38,3,2,,1878,1516,1711,1389,1721,2852,2715,1465,767,778,,387,609,662,468,590,589,706,1067,1070,1324
731581,Stud-link of iron or steel,23,46,0,18,16,1,6,1,1,2,,138,26,128,79,351,109,196,508,53,211,,14418,15407,11955,9952,9718,12981,15788,10125,7596,8422
721922,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,4,4,0,27,0,2,,20398,28428,36343,15425,15227,31101,20820,32852,30685,71643,,56473,35327,48165,49673,37111,49614,43530,110139,34925,23390
540784,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",1,0,1,2,11,4,24,7,11,2,,6375,10607,12396,10279,8211,9499,11319,23649,12055,8683,,1178,1352,1541,1629,1588,785,1184,1037,343,370
283640,Potassium carbonates,0,0,0,0,0,1,2,0,1,2,,410,281,253,62,147,690,1834,2277,1374,865,,7241,8001,5094,2803,2277,2482,3542,2439,2923,7114
283699,"Carbonates and peroxocarbonates """"percarbonates""""; commercial ammonium carbonate containing ...""",0,0,0,0,0,0,1,2,30,2,,2896,2352,4572,3466,3333,4987,7104,6350,9076,11538,,17954,12656,12035,11965,12191,18366,17823,14923,16291,20969
441520,"Pallets, box pallets and other load boards, of wood; pallet collars of wood (excluding containers ...",178,172,257,249,68,6,77,12,0,2,,1869,6669,2425,2129,2673,1937,2003,1684,1580,2042,,6322,7536,11027,11280,11529,13103,12883,10637,10934,11963
291812,Tartaric acid,0,0,0,0,0,0,0,0,1,2,,620,963,860,950,604,566,468,650,958,795,,1515,2405,2165,1748,1761,2110,2083,848,1427,691
401519,"Gloves, mittens and mitts, of vulcanised rubber (excl. of a kind used for medical, surgical, ...",36,1,4,2,0,5,15,3,128,2,,4093,6635,6636,6248,6550,8473,6685,8711,16102,66647,,86034,100435,107166,123646,125796,167492,227599,243529,585318,599404
190220,"Pasta, stuffed with meat or other substances, whether or not cooked or otherwise prepared",0,0,0,0,0,4,9,10,21,2,,312,2627,837,686,2451,3787,4237,3966,3870,3233,,2926,2684,4258,4712,7566,7299,7713,9941,17284,17884
151491,"High erucic acid rape or colza oil """"fixed oil which has an erucic acid content of >= 2%"""" ...""",0,0,0,0,0,0,6,5,68,2,,2502,4720,3723,4301,4591,5701,1352,127,428,1934,,767,247,1170,1843,3723,5983,4104,3348,4877,7643
100510,Maize seed for sowing,440,112,164,330,5,7,0,2,5,2,,15270,29168,31889,20476,26410,35978,60898,42949,36437,53075,,5313,6004,5788,4030,3387,2189,5065,4707,3423,3068
600623,"Cotton fabrics, knitted or crocheted, of yarns of different colours, of a width of > 30 cm ...""",28,39,3,9,4,1,16,0,9,2,,3685,3150,5095,4132,5434,4565,4538,4002,2403,7834,,47454,47372,40731,36768,28789,34090,27808,17615,7150,8638
610339,"Men's or boys' jackets and blazers of textile materials (excluding of wool, fine animal hair, ...",3,1,0,3,2,5,2,1,5,2,,15868,16752,13477,17281,18401,20422,29974,27167,13188,25307,,6526,2289,2668,3818,3242,3435,1741,870,1180,925
540822,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",4,7,87,109,86,76,84,64,27,2,,7854,8473,12796,9299,6650,6915,9390,14200,15096,16392,,48316,45824,42206,34650,34073,36227,40450,36977,24562,24210
721710,"Wire of iron or non-alloy steel, in coils, not plated or coated, whether or not polished (excluding ...",6,11,6,4,2,2,0,1,0,2,,6605,12220,8560,6244,7671,18997,12716,11870,10772,21154,,90808,86893,88638,68820,61954,66242,70829,59794,57146,67578
730300,"Tubes, pipes and hollow profiles, of cast iron",32,1,0,1,1,1,1,310,1,2,,225239,190060,150981,125173,96481,110760,161914,183852,133412,157415,,13815,9287,3690,4488,3937,11809,2797,2332,2869,3935
853941,Arc lamps,3,12,12,42,9,6,6,41,0,2,,1502,1010,628,645,436,188,1003,312,25,15,,8141,9554,12961,17907,16805,20745,31046,38210,19757,29409
854290,"Parts of electronic integrated circuits, n.e.s.",381,33,97,1,1,43,1,48,3,2,,11521,17999,13099,3525,3471,2975,2092,4341,6358,5405,,816092,856242,908494,801580,687662,774668,855363,886703,809451,1459041
940340,Wooden furniture for kitchens (excluding seats),49,16,47,30,26,23,20,26,12,2,,1055,2326,892,1053,718,939,1339,940,1773,3124,,102658,112022,105971,96647,140128,214143,183202,142392,174634,156806
550991,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,2,,3007,1425,1591,1073,236,126,0,2,1,3,,27789,18090,15836,19454,16107,8908,11250,8048,6385,6829
610333,"Men's or boys' jackets and blazers of synthetic fibres, knitted or crocheted (excluding wind-jackets ...",3,1,4,7,25,3,6,5,3,2,,5911,7580,5274,5908,26404,54941,57017,48793,34950,58939,,10928,14933,19103,21933,16769,16113,14781,11460,4200,5545
721399,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel (excluding ...",0,0,0,0,0,0,0,0,0,2,,631,7745,9956,2808,184,981,886,502,1496,41835,,56400,49181,55927,36257,34686,46241,49918,46346,96426,51554
630190,"Blankets and travelling rugs of textile materials (excluding of wool or fine animal hair, cotton ...",4,3,6,132,18,6,13,7,7,2,,53152,59925,68361,59895,60621,78165,63770,60764,61684,67771,,201,286,538,504,625,329,547,440,157,248
732189,"Stoves, heaters, grates, fires, wash boilers, braziers and similar domestic appliances, of ...",0,0,0,0,7,1,8,0,0,2,,1348,2228,1651,1606,1691,2653,3104,2948,2672,4154,,539,985,669,660,570,933,1446,1074,827,1291
730451,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other ...""",0,0,31,4,38,233,1,0,4,2,,8326,8962,10548,6883,6649,7025,6742,8020,6657,8540,,38393,38204,52418,50666,46827,50038,50965,47391,46793,47691
280519,Alkali or alkaline-earth metals  (excluding sodium and calcium),0,0,0,0,0,0,0,0,0,2,,296826,1468,1534,574,537,331,204,1835,492,961,,1766,3864,3767,5511,3235,3537,4844,6219,4531,4018
340420,"Poly""""oxyethylene"""" [polyethylene glycol] waxes""""",232,309,393,2,0,163,387,99,7,2,,804,718,228,409,745,4100,5525,5596,9558,10139,,49115,39992,44141,44196,44490,47800,53560,64546,62795,66573
900311,"Frames and mountings for spectacles, goggles or the like, of plastics",0,1,0,0,4,0,0,1,1,2,,1150,841,322,834,1294,980,1551,4764,1189,2448,,40321,61668,71043,78414,85521,83301,80009,78739,66544,76592
851679,"Electro-thermic appliances, for domestic use (excluding hairdressing appliances and hand dryers, ...",0,0,0,4,0,1,1,2,1,2,,5038,6053,6457,6772,5935,8699,9055,8518,14182,20238,,40734,34669,35715,44203,39888,38994,47701,45722,39837,36453
960622,"Buttons of base metal, not covered with textile material (excluding press-fasteners, snap-fasteners, ...",0,3,10,15,5,6,2,0,1,2,,306,411,1257,16659,1739,497,504,499,394,481,,41045,38645,32280,26661,24769,27084,29063,27179,14516,12857
960830,"Fountain pens, stylograph pens and other pens",0,0,5,1,99,73,177,43,8,2,,0,687,713,1287,606,550,672,697,987,3413,,28641,26332,25850,25803,38044,57808,78075,81231,63835,90474
521214,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",43,52,46,26,6,10,26,36,10,2,,2540,4754,3183,2065,1114,1424,1856,1809,1088,1559,,8462,7193,6850,6213,5410,4715,4963,4429,2928,2474
610590,"Men's or boys' shirts of textile materials, knitted or crocheted (excluding of cotton or man-made ...",0,42,2,7,2,39,3,4,1,2,,69267,66659,66696,127186,158179,138652,87291,111755,86685,97994,,5487,7766,7104,7326,5553,4569,5992,6945,9263,12675
600320,"Knitted or crocheted fabrics of cotton, of a width of <= 30 cm (excluding those containing ...""",0,0,1,0,0,1,0,0,0,2,,602,1120,848,2238,926,891,537,431,608,705,,829,893,1326,629,385,371,219,88,316,81
842099,"Parts for calendering or rolling machines, n.e.s. (other than for metals or glass and excluding ...",18,0,0,0,4,11,0,0,0,2,,4034,3304,2757,2102,6204,11034,12444,10257,2033,1440,,47080,32315,36555,28183,28204,32484,32632,46509,28433,32648
741210,"Refined copper tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",2,1,1,5,38,225,133,22,8,2,,445,259,261,1094,1247,775,290,388,957,1894,,16919,15280,16807,10676,11683,12354,15221,9441,7795,8075
732392,"Table, kitchen or other household articles, and parts thereof, of cast iron, enamelled (excluding ...",0,0,0,0,0,0,0,0,0,2,,802,22679,68888,1858,1076,578,1259,15919,3372,1077,,7208,6639,8838,8859,9235,10899,10060,10482,14956,14871
841582,"Air conditioning machines incorporating a refrigerating unit but without a valve for reversal ...""",166,511,702,1328,1031,2485,2936,1328,158,2,,949,5711,10664,12975,13959,17264,20682,22311,19414,24508,,51218,52712,32443,30930,20896,23785,24224,29261,27112,30595
840910,"Parts suitable for use solely or principally with internal combustion piston engine for aircraft, ...",19,0,0,0,0,0,0,0,1,2,,25599,30666,120362,50461,41464,20977,84489,38603,22761,35058,,17344,10727,10972,8572,10265,7212,8844,8432,6638,7978
290378,"Perhalogenated derivatives of acyclic hydrocarbons containing two or more different halogens, ...",0,0,0,0,0,0,4,3,1,2,,0,0,0,0,0,0,0,0,1,0,,347,607,6,729,184,1773,7024,4199,11050,8076
411410,"Chamois leather, incl. combination chamois leather (excluding glac?-tanned leather subsequently ...",2424,1990,1182,1226,718,716,227,19,1,2,,1350,515,1140,869,808,1159,758,788,547,1000,,14513,16130,12420,11719,13351,8389,7099,6291,3885,5322
411510,"Composition leather based on leather or leather fibre, in slabs, sheets or strip, whether or ...",549,172,718,2120,1574,1719,0,2,0,2,,178,250,110,226,201,63,67,107,67,165,,15409,18720,21617,18656,15614,15086,15174,12101,8225,12698
940310,Metal furniture for offices (excluding seats),70,18,1,173,14,3,28,7,0,2,,13030,13440,12783,14362,14718,11705,16614,16230,12204,21713,,13951,14996,13750,15596,18429,20935,21919,20795,14357,15613
900219,"Objective lenses (excluding for cameras, projectors or photographic enlargers or reducers)",1,2,0,0,0,2,1,5,5,2,,8323,11188,10713,15278,9278,6930,5059,4194,4959,4547,,832748,1470719,1636006,2039092,1801204,2181046,2156334,2704193,2305094,2063203
282619,Fluorides (excluding of aluminium and mercury),0,13,2,0,3,3,7,14,24,2,,7899,8946,10377,9928,9851,8779,11368,9121,13743,16777,,22220,14657,21019,34906,54574,50505,52686,50955,70290,80047
284180,"Tungstates """"wolframates""""""""",0,0,1,0,0,1,1479,318,2,2,,663,746,942,1000,368,1685,11679,5365,1860,4917,,11235,5321,27888,12486,7284,10075,21170,27880,33301,23395
283620,Disodium carbonate,0,0,0,0,1,0,2,0,1,2,,26488,24906,7024,7086,10259,27313,24032,28168,37329,67200,,4805,28736,10903,792,24137,29915,59711,34871,57202,51399
392210,"Baths, shower-baths, sinks and washbasins, of plastics",0,0,0,1,0,0,5,0,1,2,,1628,2355,2585,1498,1533,2635,2965,3469,3069,4086,,10271,12642,13892,11072,13326,18418,16132,15576,17204,20624
420321,"Specially designed gloves for use in sport, of leather or composition leather",11,51,32,7,22,16,2,21,10,2,,22546,15038,19758,7769,2598,3209,5713,5486,6528,8143,,5020,3868,3875,2665,2406,2282,3797,6207,4829,5494
401140,"New pneumatic tyres, of rubber, of a kind used for motorcycles",12,0,0,1,18,124,0,0,0,2,,22176,21003,20541,21444,25474,36551,44116,52858,45662,69890,,4048,2198,5048,1242,2019,5000,5883,10077,16065,20416
551691,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",1,0,2,2,0,0,0,0,0,2,,0,0,10,0,94,170,2,0,5,8,,142,144,181,180,120,105,387,265,259,321
550319,"Staple fibres of nylon or other polyamides, not carded, combed or otherwise processed for spinning ...",0,0,0,0,0,0,0,0,0,2,,138,13,51,58,26,14,50,25,81,282,,45566,43918,44489,41008,38462,41405,42402,36966,35283,42499
550999,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, other than that ...",0,0,0,2,3,74,163,87,0,2,,9317,13813,7564,6862,4991,9034,12270,5594,5493,5810,,25291,18962,18592,18121,12801,13913,13540,14585,7454,9363
680423,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",1,1,6,0,22,0,0,0,0,2,,3560,2278,5273,727,533,758,1356,1846,1044,2309,,17699,13644,13978,12453,9143,9337,9998,8247,6777,7725
610459,"Women's or girls' skirts and divided skirts of textile materials, knitted or crocheted (excluding ...",11,44,27,17,18,4,12,10,4,2,,5893,5893,8443,7537,9150,7987,5869,7199,6039,4753,,2575,4159,6859,5504,5768,5544,6874,5365,5038,6156
580410,"Tulles and other net fabrics (excluding woven, knitted or crocheted fabrics)",17,19,13,23,28,30,199,38,2,2,,1794,2633,2734,7489,8775,10315,14709,18445,12650,11377,,108938,103650,93235,79334,66167,61104,66110,47013,30618,36213
851822,"Multiple loudspeakers, mounted in the same enclosure",0,4,17,7,41,4,1,1,1,2,,287,858,1232,803,1795,30687,54876,14576,3642,6619,,204586,221621,255674,250351,249658,252415,283221,294852,250694,280149
282010,Manganese dioxide,0,0,0,0,0,0,1,3,3,2,,1003,1192,1372,1724,1097,1905,1340,5607,5447,3487,,775,445,532,435,303,292,672,2340,1126,1908
292111,"Methylamine, dimethylamine or trimethylamine and their salts",0,0,6,33,0,1,0,23,1,2,,40030,49096,39448,33423,30964,34006,40386,44001,41233,48121,,122,107,340,456,326,320,265,217,200,903
920790,"Accordions and musical instruments without keyboards, the sound of which is produced, or must ...",0,3,0,0,0,0,2,6,2,2,,3554,431,510,799,886,3304,613,4810,848,1470,,6242,5564,5676,6169,8669,10601,19695,20468,22070,27627
902990,"Parts and accessories for revolution counters, production counters, taximeters, milometers, ...",46,9,5,29,1,2,2,0,1,2,,13942,7402,2577,2744,3027,3162,2669,3392,2367,2984,,184218,163983,135262,116575,75347,50910,43953,32090,40101,33741
860719,"Axles, for electrical purposes, and wheels and parts thereof for railway or tramway locomotives ...",0,0,0,0,1,0,0,1,2,2,,2065,1624,2889,7619,7459,11787,19422,18526,13525,10926,,307935,207327,334750,295472,197770,164060,239693,184959,185984,148046
871200,"Bicycles and other cycles, incl. delivery tricycles, not motorised",1,2,8,6,13,4,3,1,0,2,,45136,53114,56702,43905,43668,50893,46628,47147,43652,67894,,54703,96099,91582,70120,53851,38160,36706,25773,35040,40117
902810,"Gas meters, incl. calibrating meters therefor",0,0,0,0,0,1,0,0,0,2,,600,1196,3894,7250,14344,79132,58656,8384,2527,5893,,14235,23664,14760,16408,6685,17224,20668,15496,13653,12476
730490,"Tubes, pipes and hollow profiles, seamless, of non-circular cross-section, of iron or steel ...",115,314,0,0,4,27,3,2,11,2,,102320,59363,62819,39028,39468,16684,13114,12742,38230,59428,,33199,15283,35874,17558,13174,6855,19989,12270,8479,9794
690600,"Ceramic pipes, conduits, guttering and pipe fittings (excluding of siliceous fossil meals or ...",0,0,0,0,7,2,12,0,1,2,,155,153,49,71,123,88,42,280,36,11,,20525,14026,11613,9292,11221,10954,9084,7403,6413,8496
721220,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",9,14,5,169,24,24,6,3,3,2,,2678,3662,1413,1140,1140,1188,789,492,505,428,,60735,46812,43204,34131,24318,28018,23664,18938,15449,16296
580300,Gauze (excluding narrow woven fabrics of heading 5806),0,5,0,4,5,4,0,0,26,2,,2158,2362,4295,1428,472,546,366,333,207,247,,1890,1399,2248,2315,1513,1571,2385,2134,1254,1233
540791,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",23,2,1,11,11,13,2,3,1,2,,90,596,528,1292,1356,2288,1450,1125,1524,1296,,2460,2991,3033,2943,885,784,724,697,634,650
521120,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,1,0,1,4,8,3,50,3,2,,600,868,956,405,390,454,426,1328,612,1940,,2336,3836,6441,8969,4037,4235,3439,4538,3176,2525
491191,"Pictures, prints and photographs, n.e.s.",92,1,6,6,31,1,22,20,3,2,,278,350,965,1222,865,887,4664,6039,8158,9000,,28180,29780,20634,25939,26028,19459,26023,44709,23408,52798
480258,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,1,0,0,0,15,0,2,,4205,2502,2834,1691,2355,3835,2202,2077,2496,3250,,41181,40059,44470,51175,50173,58162,68148,64088,54646,67032
460211,"Basketwork, wickerwork and other articles, made directly to shape from bamboo plaiting materials ...",0,1,1,0,0,0,12,1,5,2,,2,55,46,32,30,190,323,454,824,296,,285,435,476,613,641,513,857,2058,1571,1415
284020,"Borates (excluding disodium tetraborate """"refined borax"""")""""",219,3,2,0,1,8,4,5,3,2,,547,1121,710,654,646,1737,2232,3589,4422,6588,,5219,5756,6497,5333,4152,6671,9189,6892,7132,7685
151790,Edible mixtures or preparations of animal or vegetable fats or oils and edible fractions of ...,0,0,0,0,0,0,2,2,42,2,,7662,1730,2876,3531,3620,5846,4512,5435,8130,7983,,367255,258593,337594,274919,297547,400261,397261,385496,454695,870870
60420,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...",0,5,20,0,0,0,5,0,0,1,,0,43,50,170,215,172,29,50,42,26,,235,418,1051,1425,1897,3363,4140,5230,8189,9949
