Product code,Product label,Saudi Arabia's imports from United States of America-Value in 2012,Saudi Arabia's imports from United States of America-Value in 2013,Saudi Arabia's imports from United States of America-Value in 2014,Saudi Arabia's imports from United States of America-Value in 2015,Saudi Arabia's imports from United States of America-Value in 2016,Saudi Arabia's imports from United States of America-Value in 2017,Saudi Arabia's imports from United States of America-Value in 2018,Saudi Arabia's imports from United States of America-Value in 2019,Saudi Arabia's imports from United States of America-Value in 2020,Saudi Arabia's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
950632,Golf balls,0,0,0,59,0,0,27,18,38,38,,150821,135365,135871,124599,112397,120043,124840,140177,106334,133001,,1078,676,1057,829,692,594,892,825,997,1792
901120,"Optical microscopes, for photomicrography, cinephotomicrography or microprojection (excluding ...",33,33,232,183,92,233,0,0,50,38,,24182,17278,15023,17216,8044,8404,19099,18868,18800,13253,,377,163,913,442,663,375,351,389,809,161
120242,"Groundnuts, shelled, whether or not broken (excluding seed for sowing, roasted or otherwise ...",0,30,0,254,647,304,94,18,34,38,,185030,413012,331932,308084,392879,361452,377955,370260,327455,329391,,2581,3851,3546,3969,4169,5088,4854,5871,5421,6274
420500,Articles of leather or composition leather (excluding saddlery and harness bags; cases and ...,67,81,196,197,59,136,94,53,118,38,,172801,179248,163606,171852,175538,136915,162623,139900,100963,101417,,3395,5197,6741,8906,8582,10743,6241,3181,2746,4378
330112,"Oils of sweet and bitter orange, whether or not terpeneless, incl. concretes and absolutes ...",175,0,104,0,254,0,179,26,100,38,,97494,88070,94385,91040,88007,105321,113803,107343,88521,109925,,350,269,566,639,520,389,390,267,284,167
732190,"Parts of domestic appliances non-electrically heated of heading 7321, n.e.s.",72,1947,121,464,222,155,101,138,110,37,,62369,64171,68202,69129,57956,62185,61830,54210,53356,94507,,36134,44185,11632,11437,8749,5702,4057,3546,1396,1702
721710,"Wire of iron or non-alloy steel, in coils, not plated or coated, whether or not polished (excluding ...",0,56,0,61,0,44,19,0,10,37,,91701,72821,80730,71630,56437,53625,45370,35067,40393,48039,,9672,8280,6503,9456,8575,7043,8150,34344,23031,1929
847759,Machinery for moulding or otherwise forming products from rubber or plastics (excluding injection-moulding ...,1814,257,7463,9127,2462,810,525,310,179,37,,134001,148031,184042,99997,99673,94997,93680,87898,94681,111337,,12941,20278,32345,37885,24987,12681,9270,9017,9136,6818
420232,"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...",2188,331,385,274,303,0,60,6,148,37,,43226,42023,36388,36374,45149,51751,77591,95710,81107,97054,,16322,15412,15823,14697,9100,7314,9226,10360,10344,13723
282749,Chloride oxides and chloride hydroxides (excluding copper and mercury),60,0,0,0,0,0,16,3,0,37,,31563,35787,42341,39575,40500,42195,41390,54614,35646,36339,,125,212,210,105,29,289,241,1713,521,1442
620332,"Men's or boys' jackets and blazers of cotton (excluding knitted or crocheted, and wind-jackets ...",0,0,0,45,0,0,30,308,34,37,,3736,4227,4663,4470,4242,3148,3779,9514,4936,5107,,720,1948,6271,2657,2908,1938,3839,2872,5908,3245
842840,Escalators and moving walkways,111,68,765,0,0,0,44,0,0,37,,25045,19383,14433,17855,9727,8334,6496,9274,7521,9462,,54556,64910,63768,31078,14865,21023,53780,27664,14391,17712
680410,"Millstones and grindstones, without frameworks, for milling, grinding or pulping",0,0,27,0,0,0,42,22,15,37,,8616,6644,13284,14655,18357,21212,27222,22840,20567,17485,,63,420,920,664,726,1233,860,991,1346,1603
844180,"Machinery for making up paper pulp, paper or paperboard, n.e.s.",482,489,309,241,874,5846,3844,1159,124,37,,66790,65988,57875,70411,73312,47855,101095,92524,73613,103714,,11948,23289,35857,25920,39126,21761,11188,8542,7616,6624
854130,"Thyristors, diacs and triacs (excluding photosensitive semiconductor devices)",0,271,0,194,66,0,124,60,83,37,,142575,87711,82803,78785,187036,137943,172196,259967,75454,62702,,312,1100,5429,1456,3136,793,930,1269,655,987
711411,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of silver, whether or not ...",145,142,384,0,0,0,0,0,0,37,,7915,7308,6146,5507,10836,7665,8232,7745,5987,8650,,6666,6376,7858,5168,1393,688,644,2338,1604,1642
850519,"Permanent magnets and articles intended to become permanent magnets after magnetization, of ...",199,113,147,150,157,63,86,91,30,36,,56174,57237,63368,79057,82794,65719,63556,76547,41229,45866,,1723,1117,1334,2403,2675,2653,1109,1101,248,1713
200559,"Unshelled beans """"Vigna spp., Phaseolus spp."""", prepared or preserved otherwise than by vinegar ...""",0,0,0,0,34,97,49,5,0,36,,7772,6671,7961,7031,5921,5276,5850,5438,6159,7988,,1718,1113,1868,1991,2376,2203,1867,1130,990,570
80540,Fresh or dried grapefruit,0,43,44,0,0,0,78,84,47,36,,158849,134719,123817,122314,104349,79359,66626,71459,70290,51880,,9909,17214,13576,12216,10243,11905,15844,10552,11717,70639
721030,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,3,0,0,36,,333311,289323,220192,206518,167750,175674,140370,141682,93595,117377,,40659,32445,42173,38562,25820,22781,28913,45318,76214,78013
90220,Green tea in immediate packings of > 3 kg,35,0,0,0,0,0,33,82,38,36,,6715,6509,7255,7580,8569,10343,11141,7141,5924,7444,,4436,5649,5493,8977,8069,6342,8230,8511,13353,9728
860730,"Hooks and other coupling devices, buffers, and parts thereof, for railway or tramway locomotives ...",0,0,0,0,0,0,76,40,55,36,,163249,147647,138067,160274,165354,151623,175883,173140,95692,114617,,0,214,29,74,302,206,1144,994,1036,1957
730661,"Tubes and pipes and hollow profiles, welded, of square or rectangular cross-section, of iron ...",209,4422,1009,210,127,2848,8169,1796,9,36,,263121,244129,254328,212447,164488,183529,184766,141625,107207,164444,,6264,12841,9669,9515,7681,9518,19258,16345,8636,8917
160432,Caviar substitutes prepared from fish eggs,0,41,43,0,0,0,0,0,10,36,,11359,12832,21328,17658,17392,21745,30093,22246,14996,11543,,27,41,254,469,203,301,249,334,181,406
870290,"Motor vehicles for the transport of >= 10 persons, incl. driver, not with compression-ignition ...""",634,345,295,137,241,113,21,308,250,36,,164716,113612,146656,134854,154131,176517,259916,250360,185632,121479,,286032,312756,394445,383255,176812,163446,106068,215300,77931,80496
961400,"Smoking pipes, incl. pipe bowls, cigar or cigarette holders, and parts thereof, n.e.s.",0,0,0,0,30,0,14,14,53,36,,12747,9768,10590,9170,9365,7515,7892,11149,12337,17127,,5481,5681,8771,9664,9440,9145,8079,11397,14980,20811
841931,Dryers for agricultural products,0,0,0,0,0,0,6,83,46,36,,62898,53774,53269,30429,34470,43084,45648,53489,58409,38987,,467,202,228,2042,17,1838,613,494,1104,1065
890310,Inflatable vessels for pleasure or sports,0,0,32,100,0,0,0,0,4,36,,13978,14350,15343,18210,13219,15146,14767,16197,9292,16827,,162,464,182,232,9,1006,550,470,81,105
846031,"Sharpening """"tool or cutter grinding"""" machines, numerically controlled""""",0,0,52,0,0,0,6,34,17,36,,9479,13451,10957,10303,8524,12305,14975,11541,8578,10150,,541,781,581,66,50,130,231,84,122,111
681591,"Articles of stone or other mineral substances, n.e.s. containing magnesite, magnesia in the ...",0,0,0,0,0,0,14,0,0,36,,1636,2901,3985,3165,6538,8397,10790,8714,3433,1374,,233,340,2028,2153,391,414,1322,147,724,772
920710,"Keyboard instruments, the sound of which is produced, or must be amplified, electrically (excluding ...",40,69,43,109,45,0,16,78,31,35,,28677,31354,33041,31861,32334,32559,28864,34272,33316,38930,,1556,2190,2875,2104,1846,1677,2090,3966,3750,3626
970190,Collages and similar decorative plaques,81,138,279,477,280,222,161,131,26,35,,117622,159395,159453,127184,135614,164340,218798,250844,99969,125050,,2971,2523,2298,3293,1914,821,1368,3998,601,903
620441,Women's or girls' dresses of wool or fine animal hair (excluding knitted or crocheted and  ...,0,0,0,0,0,0,87,79,30,35,,5246,4825,5236,4801,3773,3978,4783,6187,3100,6961,,466,258,159,414,1805,1969,2921,1792,525,826
591131,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",0,0,0,0,0,0,289,50,62,35,,23394,22918,25010,21677,17108,15556,18548,19509,19457,16555,,341,810,873,710,842,634,1218,972,844,783
841932,"Dryers for wood, paper pulp, paper or paperboard",0,0,30,0,0,0,0,53,54,35,,14692,13891,17447,13761,8644,11055,11566,6138,6657,8323,,229,930,508,525,376,2048,167,315,1341,1125
851989,"Sound recording or sound reproducing apparatus (excluding using magnetic, optical or semiconductor ...",1390,1616,197,283,113,339,98,315,44,35,,93519,97407,82949,59495,49139,47533,44931,48263,39270,35271,,9704,7293,4644,7225,5599,6027,3323,2294,208,423
620461,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",0,0,0,0,0,0,16,13,122,35,,3437,3153,3022,4656,4295,3893,3874,4756,2371,1806,,102,220,27,193,961,1629,3529,9395,9672,6877
900659,Cameras for roll film of a width other than 35 mm or for film in the flat (excl. instant print ...,84,0,0,132,183,0,45,23,16,35,,78277,68645,34087,27939,17205,14498,15493,16921,10633,16238,,2156,855,123,1754,2285,302,228,183,52,88
845210,Sewing machines of the household type,0,30,0,0,0,0,29,10,11,35,,32904,28653,31812,39357,34289,31614,34681,30156,20931,30226,,1501,2358,2411,3064,3052,3246,1859,2189,1902,2457
282619,Fluorides (excluding of aluminium and mercury),0,0,0,0,0,0,10,0,8,35,,126455,85188,110229,125567,122945,137048,183026,116864,102605,135252,,637,344,1719,557,540,841,1002,1427,814,912
71430,"Yams """"Dioscorea spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",0,0,0,0,0,0,0,11,4,35,,11246,13954,22182,20696,21896,21540,16859,23130,27192,21784,,0,0,0,8,13,52,170,213,266,174
283311,Disodium sulphate,0,46,110,98,268,139,39,0,11,35,,19752,19381,15130,17557,15468,22371,21378,21785,30580,29998,,25982,25618,27001,19931,21727,18870,22948,25646,20161,16429
840733,"Spark-ignition reciprocating piston engine, of a kind used for vehicles of chapter 87, of a ...",0,0,29,50,106,0,4,22,24,35,,14105,14063,40332,64925,47184,38683,84118,25952,20269,21884,,38,0,512,194,184,82,84,72,118,420
844790,"Machines for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines ...",55,0,0,0,0,52,11,0,0,34,,47028,49884,45140,52216,38000,51627,37382,36803,27121,40553,,4108,5838,1768,4618,2446,3715,1266,986,1385,1525
441400,"Wooden frames for paintings, photographs, mirrors or similar objects",0,45,42,97,137,0,218,84,89,34,,29340,26277,24766,28112,20614,19880,21768,20082,17961,16767,,5379,6860,4262,5128,4877,5748,2898,3889,2755,3159
960621,"Buttons of plastics, not covered with textile material (excluding press-fasteners, snap-fasteners, ...",0,145,0,0,0,0,22,0,17,34,,8513,11777,10180,9723,10997,9153,10798,9059,7018,8952,,298,603,354,386,311,192,298,216,571,442
382479,"Mixtures containing halogenated derivatives of methane, ethane or propane (excluding those ...",1530,329,0,108,1441,1792,507,80,30,34,,1972,4033,2611,3701,1876,7818,8501,15381,17760,14159,,8262,7525,4529,3791,4270,6531,6652,817,452,64
691390,"Statuettes and other ornamental ceramic articles, n.e.s. (excluding of porcelain or china)",44,59,129,0,0,97,118,123,363,34,,13222,15330,17632,15104,12763,12268,11760,15425,14079,18693,,10074,5485,4410,7186,5519,5474,7079,12998,16273,11673
821300,"Scissors, tailors' shears and similar shears, and blades therefor, of base metal (excluding ...",0,87,0,537,0,0,63,50,20,34,,9795,13474,13168,14382,18485,18020,15616,18608,17690,19191,,4406,5501,4485,5800,3765,3388,3152,3979,3708,2449
611241,"Women's or girls' swimwear of synthetic fibres, knitted or crocheted",0,0,0,0,0,0,42,7,9,34,,42430,44636,47580,48934,46589,47732,48164,41374,26056,36452,,380,932,1302,2534,1401,1623,1709,1949,3063,4771
391110,"Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes, in primary ...",910,636,419,623,514,821,68,44,29,34,,288520,234609,282484,221506,220015,253105,255267,195008,176240,231190,,25310,38109,49166,26538,26849,22774,20001,20036,23814,24611
390450,"Vinylidene chloride polymers, in primary forms",0,0,125,30,103,90,140,0,0,34,,39645,45019,45402,35393,11890,10252,13509,10152,12403,11359,,1781,1670,2008,485,167,694,143,184,3,47
551693,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",31,0,0,35,0,0,7,137,645,33,,527,616,601,1092,2013,688,734,470,314,605,,439,591,237,264,250,198,1200,807,1814,356
800700,"Articles of tin, n.e.s.",0,0,0,199,0,149,71,155,168,33,,22622,23946,34245,43898,29950,28508,31646,27682,29018,40657,,3086,4611,9823,8162,5385,6783,8500,7762,6145,3928
847740,Vacuum-moulding machines and other thermoforming machines for working rubber or plastics,707,378,543,2196,3537,46,32,117,112,33,,40847,43828,41201,33542,57648,47743,64671,48189,34915,59430,,12378,9139,18292,13082,21654,21763,8209,14524,12295,8469
910591,"Clocks, electrically operated (excluding wrist-watches, pocket-watches and other watches of ...",34,0,582,72,0,0,57,64,3,33,,5684,5313,5159,4438,5563,4566,4030,3907,2537,3284,,312,441,2227,1114,828,553,955,938,865,1052
846592,"Planing, milling or moulding -by cutting- machines, for working wood, cork, bone, hard rubber, ...",335,229,199,712,131,189,8,18,5,33,,43672,43548,38505,35728,39089,43029,32607,35016,27513,42377,,3101,3390,2091,2964,1966,1902,1884,1807,1834,2729
853290,"Parts of electrical """"pre-set"""" capacitors, fixed, variable or adjustable, n.e.s.""""",962,1596,0,1398,602,351,38,20,163,33,,74502,52581,57659,48978,39920,41576,36829,36061,25999,33261,,1638,2320,1186,2504,1878,2122,1064,470,1000,1884
701820,Glass microspheres <= 1 mm in diameter,244,0,191,172,73,63,165,117,53,33,,19329,17100,17603,20321,23452,22032,26696,25168,24172,37346,,630,413,1667,1767,663,753,844,713,748,653
610620,"Women's or girls' blouses, shirts and shirt-blouses of man-made fibres, knitted or crocheted ...",0,0,0,0,0,0,45,0,4,33,,44900,41660,38518,36768,45706,48298,44855,39609,34913,60283,,885,5115,3689,6265,4280,3636,4316,3621,14944,22407
810299,"Articles of molybdenum, n.e.s.",0,0,0,0,0,0,11,11,0,33,,21343,20491,14741,6476,8107,7872,4872,9376,5972,8517,,0,0,0,10,34,30,59,18,10,87
811221,Unwrought chromium; chromium powders,0,0,0,0,0,0,29,16,9,33,,9695,8448,9538,8889,6994,7735,7202,7215,7198,9305,,355,0,244,232,115,110,272,410,304,412
621430,"Shawls, scarves, mufflers, mantillas, veils and similar articles of synthetic fibres (excluding ...",0,0,0,0,0,0,16,26,58,33,,7538,9240,10040,7795,6323,5959,4524,4636,2825,3053,,10280,10202,6405,7264,10757,8744,8686,15716,7075,6573
670290,"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, ...",0,0,0,59,0,0,72,109,503,33,,21956,21984,23205,21097,20192,18446,19236,19078,16342,19385,,3540,4033,5563,7518,5537,6747,8235,12362,5239,5665
732429,Baths of steel sheet,1359,1161,834,866,686,543,442,396,155,33,,13114,14583,13509,10906,11889,9909,9262,9392,8107,8569,,8413,10285,10772,10957,8425,13552,12407,11351,2127,1388
540710,"Woven fabrics of high-tenacity yarn, nylon, other polyamides or polyesters, incl. monofilament ...",55,77,605,0,264,170,915,11,46,33,,99113,122998,144461,143321,146903,163987,154792,139077,80409,83448,,62465,56019,30637,32209,10574,10623,13067,15093,13568,14954
420291,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",38,32,0,185,0,82,175,123,28,33,,68625,85312,77117,73112,53364,48110,48445,46005,32902,42388,,1732,3529,2025,2998,4862,8568,8240,5364,3843,3871
392114,"Plates, sheets, film, foil and strip, of regenerated cellular cellulose, unworked or merely ...",0,0,0,0,0,0,0,5,0,33,,19693,21316,27461,27134,27122,20508,15323,15020,15045,15610,,0,106,135,190,205,173,384,102,313,134
400811,"Plates, sheets and strip of cellular rubber",117,135,93,320,82,145,46,61,104,33,,90062,98648,117324,112503,87575,94044,84005,82643,74486,82817,,3140,4153,3729,5969,3690,3310,3922,4806,4484,5385
854160,Mounted piezoelectric crystals,83,0,432,286,79,77,65,47,33,33,,285798,300746,299828,288285,416665,500978,551059,292290,316991,421496,,116,59,490,433,149,450,133,87,66,136
280700,Sulphuric acid; oleum,0,0,163,0,0,235,64,683,24,33,,33017,30242,21831,30826,30184,31106,40719,31293,25225,26814,,1015,391,1151,613,285,968,403,774,1307,55725
40310,"Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, ...",372,401,197,294,554,417,222,172,150,33,,32007,38545,40372,39864,40968,47133,43602,46691,39897,52159,,490,1062,868,1272,1869,1648,1390,1493,1415,1787
291611,Acrylic acid and its salts,0,77,0,0,32,0,7,51,3,33,,64746,89825,89276,55602,35426,39012,42678,31930,28791,45054,,17596,17227,5517,895,965,1190,1406,2002,1661,3959
722850,"Bars and rods of alloy steel other than stainless, not further worked than cold-formed or cold-finished ...",759,0,0,0,33,0,124,35,14,32,,175168,160034,184957,181938,151846,170358,183500,153904,136648,159527,,3014,1440,4891,6102,2252,2104,3129,1899,2772,1978
401011,"Conveyor belts or belting, of vulcanised rubber, reinforced only with metal",30,172,17216,649,0,146,47,65,87,32,,59162,31591,17965,26300,24279,22434,15344,19516,15598,22009,,1946,3781,23347,5500,4532,3521,5227,13041,9773,6621
844230,"Machinery, apparatus and equipment for preparing or making printing blocks, plates, cylinders ...",215,69,0,1479,0,740,159,576,229,32,,73864,69038,53231,58869,50688,42977,41483,26148,17202,14352,,6409,4580,4726,5317,2677,2721,3412,2171,5765,6780
740819,"Wire of refined copper, with a maximum cross-sectional dimension of <= 6 mm",58,0,0,0,133,73,67,34,20,32,,139770,189740,141841,108607,73961,58144,72102,78569,57967,71361,,15301,86688,40884,14350,64326,57546,22569,21075,32024,54048
721921,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,20,9,0,32,,76705,68274,73225,60319,56359,58590,62474,86487,57453,80508,,7422,16541,12954,5895,3025,7582,5434,33416,12762,4375
560819,"Knotted netting of twine, cordage, ropes or cables, by the piece or metre; made-up nets, of ...",58,0,0,324,0,43,30,16,3,32,,7783,9683,8943,8376,8576,11620,9998,11438,8631,11143,,1741,2523,2996,4105,4050,4327,3335,5469,3778,2700
251320,"Emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated",0,43,66,86,62,0,14,112,65,32,,17458,19156,16161,14168,13346,19909,14568,13993,11727,17634,,11740,16839,17848,17101,24098,30550,30690,24802,14894,17153
720851,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, not in coils, simply ...",173,191,111,164,0,31,0,8,7,32,,562824,551932,641823,489567,390290,367632,347814,377133,340985,579298,,290109,136527,196199,229651,185784,232026,287767,273150,181515,175178
620349,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of textile materials (excluding ...",0,0,0,0,0,0,91,53,23,32,,8038,6995,6162,8682,10899,14142,16755,18572,10384,10095,,4897,5305,5258,4810,3586,2867,2630,4361,6272,8503
560121,"Wadding of cotton and articles thereof (excluding sanitary towels and tampons, napkins and ...",149,179,150,419,287,80,38,33,9,32,,30767,30949,30759,32990,35170,36170,31782,36127,28963,27072,,4119,4996,8164,10179,10378,7913,6198,7693,7874,6937
