Product code,Product label,"Australia's imports from Taipei, Chinese-Value in 2012","Australia's imports from Taipei, Chinese-Value in 2013","Australia's imports from Taipei, Chinese-Value in 2014","Australia's imports from Taipei, Chinese-Value in 2015","Australia's imports from Taipei, Chinese-Value in 2016","Australia's imports from Taipei, Chinese-Value in 2017","Australia's imports from Taipei, Chinese-Value in 2018","Australia's imports from Taipei, Chinese-Value in 2019","Australia's imports from Taipei, Chinese-Value in 2020","Australia's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
392043,"Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing ...",5333,6838,7987,7951,6770,7004,6640,6137,5812,7210,,53951,42207,48104,41153,40206,37706,40946,34890,39159,37042,,25544,26367,28219,26830,21904,20214,20912,19830,17197,21703
871491,"Frames and forks, and parts thereof, for cycles, n.e.s. (excluding for motorcycles)",5891,6188,4820,5058,3862,4939,6286,4809,4534,7205,,387603,368380,431297,473409,457193,513809,574787,557393,611637,929500,,11626,13681,11689,12142,10494,11701,12246,10546,9825,13574
850760,Lithium-ion accumulators (excluding spent),1517,2235,2254,2516,2886,3420,6193,5317,4537,7140,,0,1223,59179,138911,175073,206463,276337,314481,319638,424221,,85045,102352,118151,119896,156551,264456,308046,386732,340112,736260
852910,"Aerials and aerial reflectors of all kinds; parts suitable for use therewith, n.e.s.",4736,4228,3909,3971,3758,4316,3980,3382,4010,7131,,296795,250800,235811,287715,270550,300579,270074,274224,250329,299526,,87933,77170,102540,83121,80024,90589,75844,87587,106180,133728
830140,Locks of base metal (excluding padlocks and locks for motor vehicles or furniture),7269,8088,8648,11292,8491,10589,6916,6525,6273,7131,,201528,226671,241642,252929,254061,276412,313949,332167,360201,428780,,56820,66680,73380,71854,71444,76782,79333,78299,77399,96828
481920,"Folding cartons, boxes and cases, of non-corrugated paper or paperboard",21348,15935,16788,9663,6899,6484,5784,5993,6648,7058,,43810,44662,45261,42256,44247,43655,44022,41320,41894,52097,,87250,88862,99486,89501,74742,84020,103817,106840,106651,126729
401120,"New pneumatic tyres, of rubber, of a kind used for buses and lorries (excluding typres with ...",8473,6723,6491,6637,6355,6888,6674,4745,5275,6986,,107427,91381,61213,84732,74386,80223,83291,82870,113227,37246,,845648,702805,642296,516959,503949,526658,557445,521879,524494,634117
950699,Articles and equipment for sport and outdoor games n.e.s; swimming and paddling pools,6553,7446,7015,8065,7204,5196,5875,5773,6150,6957,,272126,274871,285924,271988,249956,244637,253682,236457,253108,304339,,155535,155143,158061,155931,144967,150302,149929,154701,167516,231015
852852,Monitors capable of directly connecting to and designed for use with an automatic data processing ...,0,0,0,0,0,4718,7324,6385,8450,6937,,0,0,0,0,0,166705,179197,271004,276183,320757,,0,0,0,0,0,358029,410649,410820,516809,609027
392350,"Stoppers, lids, caps and other closures, of plastics",2631,3821,5404,7541,7058,7162,7632,5409,6351,6781,,53397,60610,69247,77886,85413,89938,100569,109002,110527,129594,,88156,96442,108256,103624,106993,110959,120838,119249,134064,142465
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",4713,4036,4411,4209,4228,4535,4836,4711,5729,6774,,130150,134475,148159,148201,152556,187446,199931,198089,184592,260543,,160049,151968,164127,154302,141167,154208,169574,171051,145891,156452
870870,"Road wheels and parts and accessories thereof, for tractors, motor vehicles for the transport ...",16763,17472,15844,14970,14575,12430,11458,7233,4988,6662,,379477,391466,432353,417658,430772,447505,425752,366309,330403,423776,,222836,190443,152177,148741,158264,158244,152103,149215,157898,197153
721114,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, not further worked than ...""",5643,6106,4969,4411,3337,5037,5355,4113,3731,6520,,47641,34583,2583,1896,2373,2983,3319,3163,3274,5983,,16719,10580,16484,10174,5338,6439,6319,5239,4347,6893
871496,"Pedals and crank-gear, and parts thereof, for bicycles, n.e.s.",1983,1939,1865,1912,1904,1917,2639,4248,4143,6337,,84119,83798,90687,87620,93033,109678,124967,141635,162329,257266,,6468,7488,6887,6404,6586,6653,7360,9357,9826,14223
853120,"Indicator panels with liquid crystal devices """"LCD"""" or light emitting diodes """"LED"""" (excluding ...""",6790,5549,4257,3900,3079,2621,4943,3995,5029,6284,,2981995,3822898,3295263,2517299,469680,459008,453227,390102,367586,463884,,89047,83132,88065,91042,69888,88080,91923,74444,67063,93191
950632,Golf balls,2200,1640,3125,2414,3383,3035,3252,3378,3778,6280,,112657,105575,107118,104851,99549,106908,125480,137485,138953,224600,,22192,20657,22239,18437,18038,18704,19877,19434,20682,26119
481159,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",70,23,78,4026,8031,7271,7642,7005,6580,6273,,18322,25232,20803,15714,19197,19458,18748,17422,8919,7458,,31496,26651,26004,52346,79573,81447,79284,81565,84794,96634
950629,"Water-skis, surfboards and other water-sport equipment (other than sailboards)",6112,5739,4840,4496,4361,3345,4026,3574,3174,6264,,50347,55617,62539,60693,62512,64783,70603,71310,68562,105838,,57732,70811,74251,64795,64358,62400,69493,61997,69854,119785
392020,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, ...",7997,6499,7386,6463,5660,6269,6674,6044,5000,6209,,185749,199198,231954,216388,208797,207527,208359,221481,195553,236080,,97358,105304,102825,97000,88554,95170,92872,87317,87715,97525
310430,"Potassium sulphate (excluding that in tablets or similar forms, or in packages with a gross ...",10421,8853,5547,10275,8440,5542,4119,4387,3989,6075,,68202,72244,75827,88749,75941,72856,76749,73952,73788,88668,,37540,37292,40211,36913,28543,31022,30257,31578,36678,27795
847989,"Machines and mechanical appliances, n.e.s.",3808,4110,4930,3804,4883,3827,2681,2706,3947,5908,,739621,639352,602997,561314,542396,699909,774121,678237,703675,767295,,1122572,770085,824049,1294588,734904,684131,660518,695531,605930,859405
820320,"Pliers, incl. cutting pliers, pincers and tweezers for non-medical use and similar hand tools, ...",3748,3700,3852,3545,3415,3484,4751,4277,4493,5812,,79436,77172,85115,86935,85724,92331,95659,93134,88333,114110,,24301,22891,24093,21632,22528,23208,25468,25624,25796,33601
300490,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic purposes, ...""",2501,813,1376,2808,3162,4124,3956,3785,4412,5776,,199304,229668,259766,278320,329248,333554,318898,359081,407918,441803,,7022961,6092237,5517512,4450570,4706668,4337316,4291148,4342930,4624241,4680409
391990,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether ...",6036,5103,6641,6768,6608,5596,5106,4427,5795,5758,,887332,848040,803322,645085,591482,819329,875504,806811,667260,797822,,171005,164677,187005,177621,184667,200042,201593,188252,189861,246253
392321,"Sacks and bags, incl. cones, of polymers of ethylene",2310,2242,2566,2928,4021,5689,6286,5631,5541,5649,,81834,81399,98698,79518,76186,82781,92476,92047,99124,119086,,323628,324170,349631,341708,348345,354743,377132,316004,336240,376956
830260,Automatic door closers of base metal,5658,6713,7065,7422,6511,5859,5697,6484,6400,5645,,60992,66040,72546,73511,74471,75698,76879,73682,62998,83058,,26032,26687,25832,22844,22451,24803,24128,24298,24247,26488
846591,"Sawing machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials ...",3427,2888,3016,4302,4779,5548,5722,4306,3701,5641,,153726,193326,237119,218368,232959,247525,222839,258973,386533,487520,,36987,37320,42700,42019,42829,47498,50024,40423,44278,64975
950639,Golf equipment (excluding balls and complete clubs),1492,1299,1534,1504,1529,1406,1893,2384,3551,5582,,231917,222961,219647,205852,202575,218462,229274,233457,198569,320929,,16094,14383,16095,16798,16146,17699,19027,20871,23720,36572
560312,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",163,238,376,468,108,81,144,142,4060,5552,,40062,37120,47160,52686,56228,60069,53164,45320,60707,33772,,24768,23291,15400,13685,16832,15739,13876,11728,19688,21660
390529,"Vinyl acetate copolymers, in primary forms (excluding in aqueous dispersion)",3522,2648,4808,3319,2632,2371,2615,2599,3019,5503,,51277,55009,50714,38970,49304,46412,43227,47955,43992,63374,,14087,13481,16681,14693,14612,15453,15903,15027,14283,18946
291735,Phthalic anhydride,2321,1594,3484,1992,1809,2673,3606,1929,3263,5490,,114589,105013,101572,47737,71195,85960,96603,85228,86009,117777,,6541,8881,7072,5118,4737,6350,6310,5239,4533,6364
382499,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",0,0,0,0,0,5144,4732,5252,5152,5449,,0,0,0,0,0,852052,913075,768975,760682,996590,,0,0,0,0,0,211404,238153,210891,232148,275400
842240,"Packing or wrapping machinery, incl. heat-shrink wrapping machinery (excluding machinery for ...",3924,3636,4042,4808,4546,4230,3707,3045,2601,5380,,153210,170750,179035,177377,151682,161238,179599,153835,155864,167808,,148988,167757,167796,113348,129386,144872,147897,152032,124139,152342
391910,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, in ...",9141,9939,10328,8686,7456,7766,8287,6099,5542,5363,,154088,144442,140400,132887,138109,150182,200513,178341,170602,185297,,80527,77387,78205,82034,73337,75539,83468,73876,75587,87582
190230,"Pasta, cooked or otherwise prepared (excluding stuffed)",542,562,642,616,1721,3776,6104,4981,6640,5335,,49664,61177,63001,64112,67142,69137,83205,79328,98019,86572,,60416,68630,74741,69763,84383,117642,134972,141744,170865,159919
830250,"Hat-racks, hat-pegs, brackets and similar fixtures of base metal",6780,4910,6839,9168,7039,6934,5865,3793,4239,5269,,33151,33261,34106,38808,42187,46745,54655,58039,53964,76808,,74770,68773,76259,73450,76715,81349,86176,79235,82168,101759
901920,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic ...",7962,7787,8191,7448,8152,10719,10275,7686,6567,5213,,12743,15147,18403,19475,24789,29044,37982,31303,42991,34165,,117215,125639,173475,180741,172151,188162,191730,185979,332251,268072
60290,"Live plants, incl. their roots, and mushroom spawn (excluding bulbs, tubers, tuberous roots, ...",1364,3125,3019,4637,5077,5389,5199,4148,3590,5158,,153717,157486,174049,166454,161441,167458,174821,173629,155395,183663,,5537,8335,8055,9583,10216,11145,12956,13180,14435,18638
741220,"Copper alloy tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",3875,3950,4222,3461,3520,3507,4863,2939,3921,5133,,54788,51614,59643,57523,55092,66664,73422,68916,69108,93552,,100219,106818,104754,106205,94071,99699,121992,98297,93646,119391
340213,"Non-ionic organic surface-active agents, whether or not put up for retail sale (excluding soap)",5254,0,0,3791,7005,5592,4391,3113,3578,5131,,85291,95683,103040,95014,81779,81932,94107,87522,79902,99056,,65834,54854,58083,52722,54566,64419,62581,51532,60699,71584
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),3945,4057,4043,4669,4082,4383,4245,4182,4282,5127,,231557,223759,237836,238617,256826,292258,302320,284129,287961,377091,,194425,173093,169865,156571,153125,161127,164105,157959,153708,184357
392530,"Shutters, blinds, incl. Venetian blinds, and similar articles and parts thereof, of plastics ...",6292,5877,4882,5469,5566,4996,4972,3935,4165,5039,,64776,68342,69129,66083,69440,72243,81371,74835,67098,78623,,43722,43782,46397,53380,58013,66653,77390,72284,85824,104817
560313,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",3246,1903,3088,3669,3553,3464,3341,3627,5076,5027,,57068,62988,71631,77394,79905,90046,102220,88521,99124,91512,,19875,18924,22558,19576,17409,18560,18497,17863,18575,20448
330499,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), ...",3708,4023,3748,4125,4574,3794,4923,4933,5243,4930,,237904,257973,291059,311802,349773,428011,483334,388557,290374,287980,,392746,414714,444894,461474,464097,498852,637900,651889,602796,673292
902110,Orthopaedic or fracture appliances,2754,3268,3328,3233,2653,3150,3697,3910,3470,4927,,23205,26072,26692,27753,31293,33671,36970,49184,39436,52736,,201176,239745,236793,212259,252211,289552,312899,283249,296047,348114
870894,"Steering wheels, steering columns and steering boxes, and parts thereof, for tractors, motor ...",640,449,578,485,496,1600,2273,1980,2491,4865,,12413,13097,13573,13988,11999,13804,16103,16470,16464,21574,,120547,126920,119107,112925,106567,85919,52601,55604,49463,62664
281129,"Inorganic oxygen compounds of non-metals (excluding diphosphorus pentaoxide, oxides of boron, ...",76,162,270,943,1078,2016,4914,6703,6685,4864,,2154,9544,19570,4030,8771,10606,15301,13974,12072,14890,,3586,3383,3828,4186,5326,11088,13939,17062,14705,15034
392190,"Plates, sheets, film, foil and strip, of plastics, reinforced, laminated, supported or similarly ...",11318,10030,10682,8510,6749,6548,6317,5537,5129,4864,,603399,637229,574401,463335,444379,432868,461299,499600,510224,557526,,179827,181727,195404,182552,168015,173539,177040,173629,168906,207515
851769,"Apparatus for the transmission or reception of voice, images or other data, incl. apparatus ...",2309,6663,3534,4696,3434,2394,5009,3248,3245,4837,,446324,359699,354500,417322,469949,600185,575419,791730,757167,854973,,89646,91699,160536,108763,116009,101369,115533,94524,85264,111988
841451,"Table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an ...",2940,4343,4609,5379,4924,5792,4509,5944,4645,4821,,74171,68573,73988,77369,91403,101749,98728,122453,127359,147494,,77272,90231,96797,96118,101131,117225,130585,122081,126854,148724
842890,"Machinery for lifting, handling, loading or unloading, n.e.s.",3674,5814,3395,4095,2354,2409,2459,3446,3158,4758,,86580,127324,123265,120564,115962,135232,192416,213745,150283,186269,,523212,438437,614809,487490,421221,458445,492625,482276,417356,586616
852859,"Monitors, not incorporating television reception apparatus (excluding with cathode ray tube ...",5754,6008,9450,7559,5496,5847,6490,4738,3562,4743,,159376,147946,183559,187786,239679,224445,199214,253392,285399,290488,,141155,172174,164887,183416,201195,239743,224514,205275,160517,227995
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",2946,2993,3323,3121,2579,3236,3569,2847,3541,4735,,181359,167816,193106,170365,174682,118957,122416,111098,109030,154811,,831788,817137,731025,460515,494084,251071,273465,300333,241978,319897
830249,"Base metal mountings, fittings and similar articles (excluding locks with keys, clasps and ...",4925,4383,4027,3728,3401,3475,3462,3802,3788,4672,,200372,154088,157783,148447,137893,144830,98976,94158,95737,128503,,71161,71220,75693,76262,71067,77420,88227,83283,76050,85575
845819,"Horizontal lathes, incl. turning centres, for removing metal, not numerically controlled",7940,5536,3917,2703,2706,4181,3979,3625,3961,4661,,24083,19075,20864,27340,20078,26093,32075,41358,31084,42464,,21759,12847,9459,8856,8298,9359,9425,9258,9636,13107
940290,"Operating tables, examination tables, and other medical, dental, surgical or veterinary furniture ...",2965,5052,5417,4324,4719,4045,3625,3282,4810,4603,,99679,98060,98048,102946,93228,101373,104291,101424,106663,112773,,57081,64800,89520,85782,85949,96526,97672,96999,125127,108141
392390,"Articles for the conveyance or packaging of goods, of plastics (excluding boxes, cases, crates ...",4716,4127,4345,4191,3888,4463,4511,3582,3746,4601,,71743,60935,62941,66461,73293,92674,102412,108672,126913,155326,,145862,163289,178414,170226,159377,151040,157968,154703,151218,154304
