Product code,Product label,"Taipei, Chinese's imports from Australia-Value in 2012","Taipei, Chinese's imports from Australia-Value in 2013","Taipei, Chinese's imports from Australia-Value in 2014","Taipei, Chinese's imports from Australia-Value in 2015","Taipei, Chinese's imports from Australia-Value in 2016","Taipei, Chinese's imports from Australia-Value in 2017","Taipei, Chinese's imports from Australia-Value in 2018","Taipei, Chinese's imports from Australia-Value in 2019","Taipei, Chinese's imports from Australia-Value in 2020","Taipei, Chinese's imports from Australia-Value in 2021",Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
70690,"Fresh or chilled salad beetroot, salsify, celeriac, radishes and similar edible roots (excluding ...",0,0,0,0,5,27,31,26,17,31,,665,1067,640,417,580,650,695,877,987,1090,,7415,8444,7787,10323,14311,13135,12225,12556,10717,12033
940130,"Swivel seats with variable height adjustments (excluding medical, surgical, dental or veterinary, ...",0,4,0,0,73,0,47,0,0,31,,3842,2997,1006,856,763,680,946,708,807,1151,,8860,10168,12468,13476,12360,13458,16413,19334,20100,33161
841350,"Reciprocating positive displacement pumps for liquids, power-driven (excluding those of subheading ...",92,0,182,22,23,32,35,44,29,30,,16627,13430,19177,15960,14497,13801,12686,14346,13570,18315,,25266,28122,20408,23607,32928,40544,40656,40261,49751,63948
290960,"Alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides and their ...",0,0,0,0,3,2,6,4,10,30,,90,118,13,10,24,6,475,521,37,1585,,14247,15227,14891,15375,16510,17928,19321,19245,17814,20688
340490,"Artificial waxes and prepared waxes (excluding poly""""oxyethylene"""" [polyethylene glycol] waxes)""""",2,20,46,68,45,34,29,6,22,30,,2722,3585,3268,2873,5101,4750,5080,3527,2313,3101,,37504,32798,38049,37654,33269,38188,39101,33348,32761,41831
392350,"Stoppers, lids, caps and other closures, of plastics",18,13,7,4,15,8,16,22,2,30,,23780,28721,23507,20988,20112,21145,19614,20781,18052,27577,,17651,17613,20288,20543,21680,23028,26314,28336,30466,33647
940360,"Wooden furniture (excluding for offices, kitchens and bedrooms, and seats)",60,9,19,3,39,9,0,0,14,30,,7754,8431,7639,6424,7648,6731,7571,8438,6433,7040,,106094,109789,120363,119155,111166,109092,111380,114953,110440,118515
841381,"Pumps for liquids, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",67,22,102,27,129,458,21,43,2,30,,102009,80290,66892,52682,43601,58784,64717,46626,37195,42004,,84007,93408,106838,106973,77189,79999,85011,76328,88282,100456
842531,Winches and capstans powered by electric motor,358,2,77,3,0,0,16,24,0,29,,5784,6942,4050,5522,3671,4723,5371,4124,3345,4999,,22290,21416,29730,27380,31304,21693,23727,24781,14784,14421
940510,Chandeliers and other electric ceiling or wall lighting fittings (excluding for lighting public ...,0,8,5,2,0,17,0,12,4,29,,8102,8453,8435,7767,8736,8434,11727,11727,10567,14840,,26368,26528,29479,37572,37506,45836,53225,59255,64986,78189
840999,"Parts suitable for use solely or principally with compression-ignition internal combustion ...""",11,29,2,5,39,68,72,13,10,29,,80247,58421,79432,67689,78460,76519,84408,73246,55028,64066,,58709,33927,37367,75092,61989,47093,43828,39090,36467,44557
560314,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",0,0,0,0,0,0,0,13,21,29,,6935,3533,4529,5493,4652,3941,4670,8397,7046,6243,,10263,10913,9416,9593,12217,7045,6536,8381,7491,7112
321210,Stamping foils of a kind used in the printing of book bindings or hatband leather,43,37,175,83,43,20,27,32,27,29,,2134,2510,3013,2612,2409,3001,3115,2938,2017,2926,,9408,7599,8466,8107,7614,7684,8184,7621,6437,9304
81350,Mixtures of nuts or dried fruits,0,0,0,0,0,0,0,1,1,29,,2301,1643,1514,1861,2427,1942,8458,7920,7649,8238,,14,37,138,324,156,106,286,945,721,526
440792,"Beech """"Fagus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,28,,28,0,0,0,0,0,10,208,1291,527,,1596,1576,1634,1412,1672,1604,1805,1757,1594,1948
681599,"Articles of stone or of other mineral substances, n.e.s.",0,143,20,91,83,113,126,108,86,28,,3608,765,661,953,1194,11615,9725,2586,1288,1424,,52243,55848,70393,69815,66237,85809,144583,156121,104231,149311
940340,Wooden furniture for kitchens (excluding seats),26,0,0,0,0,0,0,0,3,27,,612,632,1049,1327,1115,1493,1182,2033,1148,830,,26129,32056,36126,34926,35277,32321,34248,35673,30431,37274
970300,"Original sculptures and statuary, in any material",4,9,5,8,13,2,19,162,83,27,,18752,11839,18052,14099,12884,9902,12243,15223,9571,12500,,6694,11746,12454,11430,7210,11780,11663,15697,9715,10871
480254,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,3,0,0,0,0,0,0,21,26,,421,206,365,67,40,1014,451,50,238,128,,5864,6260,5630,5624,3829,4032,3337,3529,3570,3136
320890,"Paints and varnishes based, incl. enamels and lacquers, on synthetic polymers or chemically ...",0,10,9,19,6,19,1,0,0,26,,37342,40144,38212,37025,43298,41170,42233,40891,39674,47280,,102526,85797,76882,79118,92875,101319,102822,102620,120219,131657
391721,"Rigid tubes, pipes and hoses, of polymers of ethylene",0,0,0,13,14,13,19,6,14,26,,5484,4226,3423,2345,4524,26238,16399,4970,10782,10955,,1757,1484,886,961,1089,1180,2781,2687,2599,2841
711320,"Articles of jewellery and parts thereof, of base metal clad with precious metal (excluding ...",0,0,0,41,5,0,10,0,5,26,,3019,433,287,300,1471,5163,16268,5413,1971,10642,,10024,24477,36918,32112,23577,26052,24876,21575,17496,20910
902690,"Parts and accessories for instruments and apparatus for measuring or checking the flow, level, ...",150,12,49,25,28,28,12,15,31,26,,10499,9287,9456,6386,10658,17732,17540,20559,18274,24191,,38183,36175,39373,45642,39597,41799,47165,41027,40305,49736
250610,Quartz (excluding quartz sands),0,0,0,0,2,10,0,0,0,26,,643,225,553,611,509,1252,717,784,615,632,,5926,3923,2847,2486,2451,3819,4021,5981,12167,19482
940370,"Furniture of plastics (excluding medical, dental, surgical or veterinary, and seats)",0,0,27,0,2,0,10,0,27,26,,8168,5679,3617,4031,3349,4067,4516,3603,4083,5595,,6060,7124,7219,7057,7769,8974,11545,13390,15670,17265
732611,"Grinding balls and similar articles for mills, of iron or steel, forged or stamped, but not ...",0,26,27,0,19,19,22,0,21,26,,65044,57687,33583,19957,28709,30521,23619,21148,15060,14855,,1112,1466,2005,1388,253,2045,1153,1157,895,549
690919,"Ceramic wares for chemical or other technical uses (excluding of porcelain or china, articles ...",0,42,119,59,86,86,33,30,32,26,,5697,6113,10673,8326,6986,5758,5180,4974,4270,4203,,67941,63385,76602,72532,88262,121631,150827,132881,158878,188154
847170,Storage units for automatic data-processing machines,324,172,127,120,49,35,39,11,31,25,,52399,55415,77053,60359,63903,76396,63082,66562,55204,43303,,1246401,1081479,1163388,1126984,1243629,1254426,1027579,853369,959553,1175897
731819,"Threaded articles, of iron or steel, n.e.s.",3,14,27,65,117,116,182,169,139,25,,5873,5587,3887,3287,5982,9793,8732,10359,9866,12456,,8924,10315,11187,10395,12558,12284,15219,12408,13397,17398
220900,"Vinegar, fermented vinegar and substitutes for vinegar obtained from acetic acid",0,0,0,2,8,12,14,17,28,25,,858,1381,807,1754,1762,1346,1408,1068,1078,1008,,1686,2225,2455,3449,4820,5714,5358,5351,6374,7101
392610,"Office or school supplies, of plastics, n.e.s.",0,0,0,2,2,1,0,0,15,25,,5819,3752,5876,5375,5947,6727,5320,5592,5460,5241,,16750,8666,8411,8380,8858,8639,9118,9270,10651,11846
610690,"Women's or girls' blouses, shirts and shirt-blouses of textile materials, knitted or crocheted ...",1,2,0,0,0,0,0,0,0,25,,900,907,533,606,872,545,729,823,455,700,,3110,2950,2950,3778,3814,2960,2567,2032,2331,3459
847340,"Parts and accessories of other office machines of heading 8472, n.e.s.",2,5,1,4,0,0,0,0,0,25,,5047,5781,2944,4543,2182,2743,2806,3725,4548,9153,,10010,8738,8726,7739,10075,9806,9479,7369,6963,8213
847130,"Data-processing machines, automatic, portable, weighing <= 10 kg, consisting of at least a ...",22,86,7,3,45,12,5,5,66,25,,93373,132293,171979,178962,198729,279223,328394,362216,367818,405712,,1169284,1289999,1162902,923146,873488,1045990,1103012,1162373,1311670,1982258
854140,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in ...",24,78,26,6,10,11,17,6,34,25,,19864,22467,19414,22836,17490,17731,18822,18062,14765,20707,,1221393,1098751,1328129,1434975,1390726,1274702,989660,759028,809945,1008976
400941,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",0,0,0,0,0,0,0,0,47,25,,3215,4179,2051,1564,1960,1728,1703,1483,1511,1761,,5410,6218,4741,5037,4650,4565,6106,4092,5661,4071
230800,"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ...",22,0,0,0,0,11,0,0,0,24,,8647,9513,9947,9240,9878,11599,10817,12304,16174,13932,,3806,3948,4240,2970,1600,1874,2195,2055,2513,2793
844391,"Parts and accessories of printing machinery used for printing by means of plates, cylinders ...",12,6,2,2,51,154,133,297,35,24,,20920,18308,44084,33726,21897,18050,16624,10553,12409,14081,,22439,22453,25285,17968,18251,22552,25152,20534,19897,18942
271012,"Light oils and preparations, of petroleum or bituminous minerals which >= 90% by volume """"incl. ...""",0,0,0,0,0,14,24,18,13,24,,885002,635569,593699,245048,243764,354622,435127,372167,260424,344664,,0,69,665,15993,1063,1872,4281,40113,58118,36131
630790,"Made-up articles of textile materials, incl. dress patterns, n.e.s.",11,11,6,1,3,0,14,1,6,24,,13870,13622,11497,9264,11630,15248,14484,14663,21970,46470,,40471,48804,58386,70193,69496,70758,78643,90804,120270,113914
902580,"Hydrometers, areometers and similar floating instruments, barometers, hygrometers and psychrometers, ...",10,2,6,0,6,46,28,85,70,24,,4837,4909,3704,4826,3732,2727,3258,3798,3893,4730,,21784,24266,23047,24690,28141,26259,23307,26548,28697,33431
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",27,2,27,100,25,15,202,33,84,24,,129564,84693,77128,65030,60306,61799,59463,63533,67960,68805,,132782,98027,84569,112596,170634,311010,183973,265221,259588,456051
940390,"Parts of furniture, n.e.s. (excluding of seats and medical, surgical, dental or veterinary ...",12,94,3,13,0,31,6,8,0,23,,6339,7350,9053,7037,9189,7502,11155,9331,8084,11561,,33244,36321,29534,29492,31853,36786,40013,75086,87011,99382
852351,"Solid-state, non-volatile data storage devices for recording data from an external source [flash ...",105,283,171,112,123,41,144,68,60,23,,3803,3870,9755,13686,10599,10962,12580,16988,20288,30172,,1332500,1343417,886475,630992,748402,977151,1085863,1176452,1711229,2006601
410799,"Leather """"incl. parchment-dressed leather"""" of the portions, strips or sheets of  hides and ...""",13,107,107,60,6,13,24,41,222,23,,914,589,778,599,769,519,435,284,424,774,,12023,24027,42114,30461,9140,9278,10217,4883,5101,8632
481920,"Folding cartons, boxes and cases, of non-corrugated paper or paperboard",83,26,1,6,42,2,0,1,3,23,,30586,28067,23558,7061,7137,2779,5580,5042,3979,2040,,37514,34847,44507,38635,51191,60999,60412,65319,62304,74473
854290,"Parts of electronic integrated circuits, n.e.s.",50,58,55,50,37,41,34,33,11,23,,21124,20149,19090,16660,18625,32161,41614,28691,18216,24549,,376930,376042,369143,285131,325494,346348,314039,276624,315407,435647
901320,Lasers (excluding laser diodes),0,6,23,15,0,12,0,42,0,23,,5361,4783,3929,3482,3831,4736,2414,18529,6437,4987,,85748,115403,152429,166409,148959,168736,220189,228038,253284,297651
850110,"Motors of an output <= 37,5 W",7,25,27,9,7,19,35,23,0,23,,17647,14058,15479,19034,10263,11181,11760,11470,10830,15980,,135521,176501,315512,411816,191099,161887,172706,162897,186522,233460
631010,"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile ...",0,0,0,0,0,0,0,21,27,23,,3663,3774,3176,2439,3041,2598,2590,2361,1911,1720,,537,403,445,437,370,320,2161,603,444,576
650500,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile ...",0,0,0,0,1,0,1,0,4,23,,2035,2621,2629,2621,2923,2937,2970,3771,3322,5025,,0,371,8264,9373,10153,11892,16117,15592,16839,22112
710391,"Rubies, sapphires and emeralds, worked, whether or not graded, but not strung, mounted or set, ...",0,0,0,0,0,0,0,0,0,22,,2885,1609,2688,3806,2776,4500,4589,3295,3081,2831,,8109,5981,4823,4984,12218,5592,4011,6686,5715,6701
81340,"Dried peaches, pears, papaws """"papayas"""", tamarinds and other edible fruits (excluding nuts, ...""",0,0,12,4,29,75,35,75,3,22,,1028,722,1037,1073,1209,1395,1645,2253,827,966,,2221,2445,2789,6140,11054,10668,9419,10676,11399,11915
871410,"Parts and accessories of motorcycles, incl. mopeds, n.e.s.",0,5,5,9,8,2,13,16,11,22,,52053,30909,36394,31481,31384,33603,31923,10866,7889,9186,,0,4166,70511,61959,70422,84843,100810,139271,164794,188646
850131,"DC motors of an output > 37,5 W but <= 750 W and DC generators of an output <= 750 W (excl. ...",3,16,2,2,1,6,4,4,21,22,,3360,4246,3008,5005,2842,2552,4156,5408,3784,5678,,65251,60086,144727,150147,128400,132801,159916,187526,174165,224216
848220,"Tapered roller bearings, incl. cone and tapered roller assemblies",8,2,17,3,2,12,33,41,6,22,,7157,6394,6353,5191,3782,4763,6145,5015,4833,6209,,42378,32728,27865,25078,22412,25334,28909,25325,24546,29710
860800,"Railway or tramway track fixtures and fittings (excluding sleepers of wood, concrete or steel, ...",586,2,5,12,58,268,0,0,0,22,,4629,10651,21082,7566,9631,9633,13225,8997,7828,11280,,37136,10089,20697,17069,15564,16656,22033,14012,13531,14394
940490,"Articles of bedding and similar furnishing, fitted with springs or stuffed or internally filled ...""",154,262,58,28,438,26,35,13,79,22,,6778,7754,10179,14644,10679,12406,8744,9649,7451,9803,,50257,53031,59316,63689,64813,69000,76573,78424,73254,94232
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",421,13,15,192,86,59,1,4,23,22,,30859,29257,20611,24051,30706,23798,29545,24890,24355,24734,,165561,151907,198733,149748,140218,119833,130850,135878,137491,180681
121299,"Fruit stones and kernels and other vegetable products, incl. unroasted chicory roots of the ...",9,21,12,13,11,8,12,25,18,22,,63,243,191,438,2233,2378,1206,1865,1256,1220,,19895,17363,18804,19944,21204,24281,25891,30565,30235,33284
850300,"Parts suitable for use solely or principally with electric motors and generators, electric ...",44,88,60,88,82,32,17,30,64,22,,37643,31422,24572,12663,16262,23867,46094,41936,20653,34527,,154162,182054,161341,153421,168800,218114,179627,170815,183990,257970
841459,"Fans (excluding table, floor, wall, window, ceiling or roof fans, with a self-contained electric ...",253,29,61,88,3,29,13,161,6,22,,23496,22335,19777,16038,16198,19463,20685,25597,20124,19506,,71470,79617,94962,98546,93615,126310,133882,185046,211019,297490
381600,"Refractory cements, mortars, concretes and similar compositions, incl. dolomite ramming mix ...",28,12,17,25,12,42,28,40,14,22,,8319,5452,4649,4141,4524,7825,9192,8585,6475,5757,,23847,25732,24404,24444,25450,29144,31050,29657,26082,28207
310490,"Carnallite, sylvite and other crude natural potassium salts, potassium magnesium sulphate and ...",39,74,33,49,10,49,33,17,41,22,,628,923,3088,5902,6038,6581,4943,769,654,518,,333,267,341,464,510,522,463,608,1000,1040
950440,Playing cards,0,0,0,5,5,6,0,4,10,22,,286,301,272,302,1107,1049,668,1348,1982,4901,,8300,7750,8274,8897,10010,9004,11047,19184,53162,63634
841290,"Parts of non-electrical engines and motors, n.e.s.",4,0,2,4,6,29,12,39,30,22,,61282,71049,96375,83666,47614,27119,44121,44440,18461,20707,,18112,10496,9157,8346,7914,11767,13157,17070,99922,37316
392510,"Reservoirs, tanks, vats and similar containers, of plastics, with a capacity of > 300 l",0,0,0,0,0,0,0,42,38,22,,3202,12901,3074,3719,3109,2967,5177,4836,4750,5506,,1682,2183,2398,1570,1761,2137,2846,1973,2824,4591
220600,"Cider, perry, mead and other fermented beverages and mixtures of fermented beverages and non-alcoholic ...",0,0,99,0,23,10,7,46,10,22,,2089,2736,5221,7035,5740,13036,14435,17203,19286,19434,,6281,7305,8555,11009,14331,13651,17358,16970,17644,20019
480100,"Newsprint as specified in Note 4 to chapter 48, in rolls of a width > 36 cm or in square or ...",0,3382,1828,819,399,1377,1910,378,231,21,,22005,62578,36105,23475,48020,87654,96662,65439,17808,21265,,164467,139753,121527,91703,70185,60000,63046,49159,30535,27027
391990,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether ...",159,252,23,12,1,10,1,11,3,21,,6394,6835,6230,8275,5074,6423,11266,10460,8422,11376,,454171,456457,437474,391665,383495,397859,413905,440198,496752,553421
392330,"Carboys, bottles, flasks and similar articles for the conveyance or packaging of goods, of ...",14,12,8,6,8,5,20,11,7,21,,25828,19973,20835,17945,14496,15824,12017,8909,8029,10711,,28836,25424,27291,27690,30265,32935,38407,39668,42517,49355
100890,"Cereals (excluding wheat and meslin, rye, barley, oats, maize, rice, grain sorghum, buckwheat, ...",12,12,0,19,27,37,27,77,43,21,,214,243,445,556,500,1037,330,404,710,3715,,1554,2050,631,708,903,400,295,358,481,946
91091,Mixtures of different types of spices,0,0,0,0,0,0,0,1,34,21,,4704,4033,3621,3466,3245,4037,1758,1349,1452,1450,,125,223,333,235,558,634,713,731,781,937
482390,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, in strips or rolls of a ...",13,217,262,1,10,1,10,49,24,21,,12220,10013,9664,7606,5274,4895,4115,4050,2587,10500,,87725,87148,88215,90584,91413,78924,83541,87433,89119,103209
820890,"Knives and cutting blades, of base metal, for machines or for mechanical appliances (excluding ...",45,61,29,46,8,71,41,3,37,21,,8311,6958,4399,2077,1653,1676,2816,2662,3292,3610,,30398,31045,33239,30908,32610,35707,38732,53578,41125,48023
200799,"Jams, jellies, marmalades, pur?es or pastes of fruit, obtained by cooking, whether or not containing ...",24,10,10,4,4,1,2,0,6,21,,4714,5294,4391,3609,3903,5971,9750,7815,9312,11231,,6381,6632,7382,6978,7507,8156,7206,7786,7621,7592
870810,"Bumpers and parts thereof for tractors, motor vehicles for the transport of ten or more persons, ...",19,42,79,25,16,10,20,17,28,21,,44589,41899,41916,39464,42631,57118,57740,65306,73584,133898,,21487,21024,25800,25955,25293,30455,35591,38757,45023,50377
491110,"Trade advertising material, commercial catalogues and the like",53,49,43,46,22,31,56,15,115,21,,7214,6834,4896,5822,4718,5455,3879,3830,6326,4516,,39429,31873,34694,28137,23595,23301,20890,23500,19042,16799
170290,"Sugars in solid form, incl. invert sugar and chemically pure maltose, and sugar and sugar syrup ...",0,1,0,0,1,3,4,16,1,20,,2737,8500,19187,20478,27486,27056,21406,20651,20892,22400,,8511,9173,9056,9828,9020,9618,11901,11353,10728,13182
