Product code,Product label,India's imports from Singapore-Value in 2012,India's imports from Singapore-Value in 2013,India's imports from Singapore-Value in 2014,India's imports from Singapore-Value in 2015,India's imports from Singapore-Value in 2016,India's imports from Singapore-Value in 2017,India's imports from Singapore-Value in 2018,India's imports from Singapore-Value in 2019,India's imports from Singapore-Value in 2020,India's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
270750,"Aromatic hydrocarbon mixtures of which >= 65% by volume, incl. losses, distils at 250¡ÆC by ...",27345,30003,40097,25186,3129,13350,8538,17231,11977,28525,,184644,129300,346038,242509,393230,600176,257155,344478,941520,1563061,,99732,94962,91472,88910,68964,164257,336136,274592,167293,346919
291533,N-Butyl acetate,13287,17047,22546,14528,14066,19610,25132,23824,14422,28309,,58973,67576,64423,47681,39793,48527,60197,51179,37163,60936,,28190,29449,40290,27021,25593,31708,48787,35416,30648,70465
841989,"Machinery, plant or laboratory equipment, whether or not electrically heated, for the treatment ...",4762,4432,3022,3497,3705,3549,4761,5410,18255,28284,,144408,173325,212011,180407,162409,154701,159258,127749,120774,176186,,325269,281334,242762,324934,177739,211563,194453,288183,235755,295192
470329,"Semi-bleached or bleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving ...",952,1526,406,1825,91,732,19529,33913,17231,27897,,14,1348,890,17007,15441,994,371,15422,61046,82569,,270963,307137,264724,292647,267458,283798,305930,274328,183300,239868
382370,"Fatty alcohols, industrial",674,4,0,37,1100,178,13010,14165,11413,27877,,40261,39694,34115,30605,41158,51558,56368,45112,37839,59548,,101455,76905,123135,70599,67636,131899,146164,104835,122618,212614
851220,Electrical lighting or visual signalling equipment for motor vehicles (excluding lamps of heading ...,473,672,584,161,127,2515,16362,17025,10948,27624,,30276,23098,18669,16282,16885,14717,14786,9106,4496,22968,,66996,98371,122860,131901,125060,160640,171899,164854,152014,249503
901839,"Needles, catheters, cannulae and the like, used in medical, surgical, dental or veterinary ...",16049,18422,22596,6560,7777,16505,22036,43345,30416,27208,,579211,667658,660338,559988,498371,478746,500900,500150,424304,510761,,185814,201367,209519,177466,180225,234638,280724,311030,204935,267801
382100,"Prepared culture media for the development or maintenance of micro-organisms incl. viruses ...""",305,163,79,94,337,1793,5230,16469,11362,27149,,1865,8384,4272,7990,15414,31470,41244,77290,124253,183936,,19027,18933,20239,25928,31770,36908,50520,63311,76354,160240
290110,Saturated acyclic hydrocarbons,34922,25674,23589,12449,10737,16245,18290,14926,13451,27128,,70536,43344,25672,21533,47689,67711,3648,2325,2824,3400,,87490,96754,89209,62021,62791,466575,759026,645144,551505,700291
852380,"Media for the recording of sound or of other phenomena, whether or not recorded, incl. matrices ...",75030,53888,43052,44084,47081,39991,38010,42437,29468,27102,,433375,194602,88178,92095,89277,36879,52540,46394,44773,46778,,866771,580507,816580,996651,1354458,1392613,1004355,933344,243030,162903
850450,Inductors (excluding inductors for discharge lamps or tubes),7447,9468,5552,4407,3373,4014,12134,15119,14983,26934,,325281,368186,339778,263901,215578,251460,345436,341506,368150,547607,,137809,116414,125138,107219,100039,114779,178120,265456,229632,303978
901580,"Instruments and appliances used in geodesy, topography, hydrography, oceanography, hydrology, ...""",3128,2284,7279,22577,4134,3494,15255,16095,8756,26865,,253093,429421,365926,348248,255319,371386,358588,370554,217410,173199,,75818,74922,111646,111314,101226,157597,146822,152850,124969,171852
390120,"Polyethylene with a specific gravity of >= 0,94, in primary forms",2651,3761,28621,20678,13744,7084,31194,42132,36844,25738,,1258494,1263376,1286442,1127340,1211279,1367131,1377210,1338618,1141692,1070702,,581015,548093,808620,766805,726117,707632,828138,599820,567047,880543
842123,Oil or petrol-filters for internal combustion engines,565,358,599,531,135,297,16377,19619,20542,25721,,59376,37789,38187,34649,37435,46485,64375,73716,82709,101009,,40608,43916,44402,48406,50006,56302,70344,68108,68537,95160
390521,"Vinyl acetate copolymers, in aqueous dispersion",17,0,0,0,0,2670,9745,15374,11392,25432,,5025,4431,3746,1128,1995,31691,55063,78507,56849,98788,,4253,4591,9240,12515,14529,17738,25975,35249,27999,59274
80131,"Fresh or dried cashew nuts, in shell",1062,0,0,247,0,0,102949,78551,22790,24751,,48,2237,215,543,1573,229,415,223,59,107,,924079,812491,1025634,1313862,1180853,1450605,1714075,1097656,1086928,1126253
903290,"Parts and accessories for regulating or controlling instruments and apparatus, n.e.s.",15601,14744,19298,20316,19634,16062,23102,31747,29721,24663,,346959,182786,165050,133604,115765,62197,58860,44392,47263,44959,,130137,137513,189259,209395,198717,215818,245069,218205,181012,226334
750210,"Nickel, not alloyed, unwrought",5918,10647,237348,317296,1496,485,12210,18564,21196,24284,,199200,676125,715411,1329697,286634,255887,243808,202149,107085,921265,,656635,794294,1066266,1002876,399993,401770,515095,447864,409182,694157
854233,Electronic integrated circuits as amplifiers,2397,2661,2685,1785,2091,3486,4511,5621,5484,23830,,960910,1382764,1995463,2046612,2635982,2858481,2621013,2813648,3395256,4388496,,10217,9894,12371,13417,22673,27018,62694,39184,43956,126610
731815,"Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. ...",2814,2490,2916,6477,2545,4064,22433,24147,15711,23797,,167299,161655,174669,148676,132858,133908,152268,143081,143337,148171,,276712,265107,292263,322605,331395,386599,452759,402683,268405,369172
290531,"Ethylene glycol """"ethanediol""""""""",21110,83068,120175,78584,16724,69614,54483,20263,7685,23258,,1187813,1425163,1205404,944207,367723,754934,1000633,579260,568164,751971,,694157,827431,941694,798650,791800,1023918,607034,441482,255790,595974
847180,"Units for automatic data-processing machines (excluding processing units, input or output units ...",25454,39875,42385,36572,29205,25101,35815,39756,35067,23217,,565881,489717,394525,430937,599360,817367,420617,432271,315955,448840,,99404,80497,88171,103505,87938,85881,99865,118096,90751,94510
391990,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether ...",2685,5215,3594,5043,3536,3901,16169,18147,16203,23182,,254169,409124,381737,297027,332537,343638,385225,398064,333946,359778,,198573,189192,217392,230991,242830,310590,395754,429187,324462,433116
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",18142,10932,9212,10815,8398,6854,15905,25415,28151,23069,,314660,287104,358683,343200,376466,399329,544161,522767,526118,709619,,538722,493167,518370,520021,549866,598351,791610,881376,788337,816128
852990,"Parts suitable for use solely or principally with flat panel display modules, transmission ...",28217,25249,7403,6756,9200,5864,13353,17658,18585,22913,,863163,946792,688261,582127,753114,862338,643645,622348,492061,708328,,981782,1033925,1071586,1092561,1291374,1401143,1218039,1407069,1675853,2808602
843149,"Parts of machinery of heading 8426, 8429 and 8430, n.e.s.",6324,8719,5289,3704,5556,6063,30474,30825,22529,22195,,1091877,1093579,988081,886754,939856,998068,827033,830258,586853,702985,,593012,436011,443098,492975,577446,625400,806418,676858,488304,835566
720260,Ferro-nickel,0,0,0,0,0,2302,27667,29565,20349,21431,,4113,817,1983,3826,33,4276,214,190,9,19,,199002,217710,244406,207667,275597,354913,358974,384386,134703,615327
870340,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,13312,19116,15919,21226,,0,0,0,0,0,0,4,1635,575,132,,0,0,0,0,0,5157,19701,20635,16557,23256
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",5099,4384,4524,3611,3918,4465,19797,19573,18159,21098,,94356,110653,122247,120721,114648,132036,164894,162911,154538,196727,,246199,223400,230812,215233,235233,277984,346626,300850,263303,354701
390529,"Vinyl acetate copolymers, in primary forms (excluding in aqueous dispersion)",194,76,27,18,233,4893,18112,27703,23720,20763,,1935,1186,998,667,805,6471,20094,39015,44685,64793,,69698,68658,72502,68454,78440,87924,91323,107223,91329,139725
321519,"Printing ink, whether or not concentrated or solid (excluding black ink)",1384,1650,3432,4209,2624,4381,13250,19217,14458,20700,,158912,168622,202205,199657,208658,231933,257575,270035,181042,182976,,79993,88455,131068,169885,115706,214508,144762,100427,70002,96106
400219,"Styrene-butadiene rubber """"SBR""""; carboxylated styrene-butadiene rubber """"XSBR"""", in primary ...""",3020,132,2305,4275,6724,11075,16644,18767,13744,19783,,30455,40504,108893,203465,256582,319909,307015,273446,239723,272571,,609597,463567,479076,271696,218916,270632,245438,178138,166532,352538
700510,"Float glass and surface ground or polished glass, in sheets, having an absorbent, reflecting ...",74,204,65,27,0,216,20263,18280,15459,19721,,481,364,847,1345,1930,185,3126,127,33,30,,63933,58283,71315,81023,87642,124513,140650,128110,74366,114671
841330,"Fuel, lubricating or cooling medium pumps for internal combustion piston engine",1078,848,679,758,6451,1129,12980,20570,16817,19312,,50240,36361,34490,39139,30475,41747,65998,72982,60903,73651,,177773,143793,164621,139951,145641,175423,204867,180838,201965,306306
391390,"Natural polymers and modified natural polymers, e.g. hardened proteins, chemical derivatives ...",137,189,94,62,37,218,2380,2312,3538,19283,,14075,18977,18095,12734,12869,17971,32375,39240,55688,117003,,22523,21581,24718,22822,21693,25246,30555,31324,30406,57192
540244,"Synthetic filament elastomeric yarn, single, untwisted or with a twist of <= 50 turns per metre ...",9179,13108,18802,17774,20107,22944,22615,21464,13345,19267,,120106,146245,161381,163612,155726,150712,163361,152095,132594,192774,,60982,65628,82966,98664,98142,113554,133841,135303,52784,104600
890120,Tankers,0,0,296,8210,102500,0,0,63753,5487,18988,,0,0,288,262,0,0,230,439,313,1891,,93129,149837,134020,293900,534854,427294,242529,278564,199387,517168
290719,"Monophenols (excluding phenol """"hydroxybenzene"""" and its salts, cresols and their salts, octylphenol, ...""",4263,1029,1579,3848,5585,6345,8987,10037,12204,18915,,45438,53137,46921,49514,41231,66679,73069,70134,68763,82932,,61627,72857,73207,60118,52465,61084,83016,93608,82083,78570
847050,Cash registers incorporating a calculating device,310,586,3501,284,470,400,23695,43384,19307,18866,,263236,203359,169918,148998,142665,145504,153958,136572,63557,52277,,11848,18396,16674,31156,57742,155492,55400,125082,99005,145119
903040,"Instruments and apparatus for measuring or checking electrical quantities, specifically for ...",3473,637,873,1464,885,1767,3670,14280,23535,18644,,145203,169452,155710,127862,131595,149953,149552,166973,145170,186354,,88871,98467,103189,157462,136884,139021,176180,211273,208179,225650
853222,"Fixed electrical capacitors, aluminium electrolytic (excluding power capacitors)",942,1823,2230,2003,2360,1545,12484,21112,14371,18047,,193209,142450,141092,192765,190442,319378,453598,418389,481202,616954,,37670,41334,52758,53411,50495,67381,92388,109213,81238,120927
854810,"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary ...",1,110,115,54,0,218,2277,9447,8000,18028,,22857,17782,18466,18971,14253,18946,21858,16419,12295,19895,,22205,39416,33184,40083,44620,90368,143878,169406,106555,258872
731511,Roller chain of iron or steel,39,30,14,17,5,30,1764,2040,1532,17244,,28810,26415,24156,24931,17946,12669,15742,10783,9979,10693,,14552,13364,14285,12186,10982,10818,17869,21564,19618,41989
853340,"Electrical variable resistors, incl. rheostats and potentiometers (excluding wirewound variable ...",1915,1531,2232,2619,2480,2690,13348,13969,13515,17027,,59643,255612,86572,61171,52588,70714,84604,88238,76023,118369,,45142,41792,45797,48487,57115,76664,111209,117488,110243,134108
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.",3170,2077,2076,2873,1791,1928,8629,11183,9484,16939,,159517,181724,185646,143537,174423,181283,164581,162841,179394,234550,,266936,266532,283321,291406,263406,293538,342499,380919,407171,493393
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...,3061,2766,1382,2095,2256,2742,17952,30942,29601,16559,,51914,60579,58844,62315,82360,77787,89007,105026,107152,124682,,183573,203393,228981,202675,172170,234005,292354,309597,262070,378214
843041,Self-propelled boring or sinking machinery for boring earth or extracting minerals or ores ...,4273,8381,11748,7909,1250,5522,9361,9702,6369,16317,,36460,41176,56834,44847,33763,31159,18051,11873,13664,19674,,209999,114416,150194,87763,105069,155273,230639,150080,122763,170328
848210,Ball bearings,8540,7340,6477,6820,7513,6378,16716,20959,13910,16297,,770405,767885,672510,633911,600342,620792,539537,480830,377948,410162,,323007,315467,373636,343538,348071,373302,497812,434874,342969,532604
903090,Parts and accessories for instruments and apparatus for measuring or checking electrical quantities ...,5055,4504,9877,8200,8393,4338,7869,20825,15072,16293,,399439,455096,482369,508232,440110,538469,508777,556516,680033,660384,,72670,69448,88049,82443,84352,81609,107082,101119,80512,103482
890110,"Cruise ships, excursion boats and similar vessels principally designed for the transport of ...",6176,25562,60793,2838,30599,376,3968,895,0,16059,,27869,62937,40148,57853,4935,18750,1641,40304,41411,86681,,353262,469828,222734,100617,156706,144181,121526,210635,96701,134118
780199,Unwrought lead (excluding refined lead and lead containing by weight antimony as the principal ...,655,160,363,433,336,97,7097,9525,13329,15852,,13366,689,1391,658,558,1139,606,530,925,840,,188611,179199,222262,189358,227104,283816,326514,254036,242787,298312
901832,"Tubular metal needles and needles for sutures, used in medical, surgical, dental or veterinary ...",7122,9753,9939,7266,8907,11342,11616,14296,11612,15756,,34852,43637,64784,87570,78265,75196,99596,110450,102205,104278,,36342,39276,43848,37762,43058,51107,55721,54123,42185,53764
380893,"Herbicides, anti-sprouting products and plant-growth regulators, put up in forms or packings ...",163,0,650,0,0,0,0,82,8275,15641,,50920,68166,64676,82650,49904,36171,35448,32379,35390,23100,,114713,138156,186719,156466,168654,192503,232807,200254,278271,397983
380892,"Fungicides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",15,28,11,28,32,138,73,579,19173,15602,,60332,74645,62726,54116,51224,57943,49867,43377,40644,43275,,41058,60303,106027,118291,127473,153126,140985,138950,186486,268661
843139,"Parts of machinery of heading 8428, n.e.s.",2372,2072,1182,685,842,1000,5171,3766,2527,15492,,177296,144119,115941,101597,63293,75360,95787,90107,69200,79824,,145945,159852,138550,145555,155284,176686,208853,208747,190012,247581
999999,Commodities not elsewhere specified,29474,36400,30247,11675,24494,14993,7549,9129,17261,15402,,33425321,33134541,32228728,19839221,15954456,21238978,26466439,21528516,20297849,24576928,,12031294,11504703,10599267,10858832,10612878,4059866,2398328,1992015,1881351,1387613
