Product code,Product label,"Korea, Republic of's imports from Singapore-Value in 2012","Korea, Republic of's imports from Singapore-Value in 2013","Korea, Republic of's imports from Singapore-Value in 2014","Korea, Republic of's imports from Singapore-Value in 2015","Korea, Republic of's imports from Singapore-Value in 2016","Korea, Republic of's imports from Singapore-Value in 2017","Korea, Republic of's imports from Singapore-Value in 2018","Korea, Republic of's imports from Singapore-Value in 2019","Korea, Republic of's imports from Singapore-Value in 2020","Korea, Republic of's imports from Singapore-Value in 2021",Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
330499,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), ...",2001,857,881,952,5154,7496,6491,7656,7255,7790,,1534744,1662253,1835497,1850084,2327913,3072705,4105742,4952439,5408677,5750576,,756667,747164,807355,780363,767329,795165,831877,828528,727559,771944
290532,"Propylene glycol """"propane-1,2-diol""""""""",2526,1707,1971,4271,4238,5291,6589,7663,7003,7585,,198262,212940,171988,144207,101833,113110,126126,101834,85995,158697,,17615,17551,20251,20933,17933,16188,20959,19791,17989,19876
180500,"Cocoa powder, not containing added sugar or other sweetening matter",11099,8024,5781,6255,8755,7031,7154,7032,7447,7565,,148568,122202,103694,87893,129585,127143,135069,100873,111930,128705,,42306,32797,26141,24204,32441,28600,28841,28442,31113,36258
392690,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s (excluding ...",9255,11226,9597,6505,6392,4333,5619,5152,5630,7510,,1010321,764070,758536,543104,529197,668938,742218,710316,680441,804828,,649506,780701,712734,729344,779323,993231,1084454,1079506,1226701,1569313
851580,"Electric machines and apparatus for laser or other light or photon beam, ultrasonic, electron ...",0,9,1401,1124,657,67,0,212,307,7428,,17282,12018,14060,7253,13317,12061,10561,12991,8322,8350,,55936,43805,61555,61896,70474,76605,43324,47829,86259,65096
854121,Transistors with a dissipation rate < 1 W (excluding photosensitive transistors),16235,11217,10803,5333,2320,2504,2929,4716,10724,7305,,663037,334377,185659,127298,137418,139762,182799,177338,184735,334374,,395012,346340,324534,275593,252900,271257,314531,327946,335496,396066
300212,Antisera and other blood fractions,0,0,0,0,0,79,2614,5586,4884,7202,,0,0,0,0,0,0,94629,71312,92372,79078,,0,0,0,0,0,422017,480175,495042,506888,527761
901210,"Electron microscopes, proton microscopes and diffraction apparatus",10767,3137,3216,27,7303,7001,7400,21,3532,7068,,11140,11620,8706,11153,12759,16726,7889,9677,9032,8190,,405539,267155,282596,267006,291801,619735,680629,344212,559599,763178
901320,Lasers (excluding laser diodes),3145,4999,3537,3372,3391,7032,8654,14046,13056,6908,,54163,66641,99481,110358,137044,185387,206816,246791,290519,346836,,336261,375534,384377,355399,451679,651105,620819,540903,603597,608517
854129,Transistors with a dissipation rate >= 1 W (excluding photosensitive transistors),10231,10205,13415,4179,2335,3240,3516,3704,4158,6855,,1408988,1461494,1926955,1755733,1608370,1934213,2380872,2393547,2562992,3564091,,365239,346281,430807,329069,312863,384130,419434,459655,498772,635367
842890,"Machinery for lifting, handling, loading or unloading, n.e.s.",65,795,487,96,150,2283,124,1982,690,6723,,50154,73611,145912,90584,62102,103798,111769,83060,82852,88393,,297376,514493,351154,311975,309415,294858,272895,269614,249126,301563
741012,"Copper alloy foil, not backed, of a thickness of <= 0,15 mm (excluding stamping foils of heading ...",188,1118,1668,1606,2507,4460,2792,574,2373,6567,,587,2783,4221,5750,3259,5491,5772,7152,8158,17411,,24861,28675,24117,20856,18936,26626,25689,24665,29035,38361
902790,"Microtomes; parts and accessories of instruments and apparatus for physical or chemical analysis, ...",2470,4564,4336,3034,3529,4040,4078,5140,6190,6488,,709858,692220,858308,831980,912917,1021138,1031339,1150354,1159582,1277402,,244013,249000,226170,221729,243940,267752,259982,237684,262015,297427
390469,"Fluoropolymers of vinyl chloride or of other halogenated olefins, in primary forms (excluding ...",0,55,0,2,3,1,1085,1982,3656,6488,,5857,5766,4960,4951,3771,3794,6661,11544,11258,21097,,136583,133276,151020,152523,172158,182711,211465,203407,208823,253051
380891,"Insecticides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",16920,12682,12547,18781,21927,17060,6942,9944,4396,6318,,71572,78241,216846,248565,189109,361120,327171,333407,354659,404110,,67181,61581,60100,87160,87053,84353,82116,82521,57172,58117
291532,Vinyl acetate,10863,5589,4480,3188,2488,14344,14291,5608,5056,6311,,177914,276634,571799,397845,323271,392320,505877,318903,299620,724457,,25278,30604,62903,40289,41326,75524,80917,64589,58322,86185
290250,Styrene,81927,236056,67704,28398,0,16996,0,0,0,6279,,997485,1273444,861371,815638,599722,831982,842743,634560,390259,883314,,1161020,1618630,1331431,876995,830452,979066,415218,508057,533533,501527
390521,"Vinyl acetate copolymers, in aqueous dispersion",31,0,6,0,1,942,4773,4883,4332,6226,,5025,4431,3746,1128,1995,31691,55063,78507,56849,98788,,10036,9643,13312,10754,12590,12542,14776,13008,12269,18903
290124,"Buta-1,3-diene and isoprene",189172,177430,206030,104537,96355,72640,37434,35037,11263,6051,,402433,247938,395237,169768,93702,203975,258666,139041,91469,182662,,943576,586085,627324,426997,463334,684975,627462,450336,343467,386056
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.",2331,1512,859,1278,356,574,3978,2350,4241,5926,,159517,181724,185646,143537,174423,181283,164581,162841,179394,234550,,327790,339064,326855,314939,280835,323802,380356,422010,436598,476294
847180,"Units for automatic data-processing machines (excluding processing units, input or output units ...",284,4703,3892,2817,4943,5002,3209,3566,2731,5815,,565881,489717,394525,430937,599360,817367,420617,432271,315955,448840,,84639,77087,91777,96530,95137,602011,545335,470442,543763,852757
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...,1503,3159,5423,3225,1661,3687,3545,483,696,5781,,51914,60579,58844,62315,82360,77787,89007,105026,107152,124682,,220068,347762,271517,318360,341003,447375,580766,683280,507313,551429
391990,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether ...",281,6176,6341,2205,4245,4067,6194,7889,5586,5761,,254169,409124,381737,297027,332537,343638,385225,398064,333946,359778,,408563,413834,370892,336979,363257,499649,446823,430098,465682,521788
852352,"Cards incorporating one or more electronic integrated circuits """"smart cards""""""""",12103,8948,456,1920,485,1359,692,672,7392,5706,,420478,446467,253923,232780,157032,137123,118917,145078,100760,88545,,73120,104684,148613,101417,107569,104306,96586,78839,80002,59133
901850,"Ophthalmic instruments and appliances, n.e.s.",686,726,924,859,1348,1904,4477,5070,4971,5690,,73828,70862,44066,57642,64922,93105,128253,186735,146990,249261,,70203,59990,71669,64059,70720,79219,100757,131703,122408,148757
847990,"Parts of machines and mechanical appliances, n.e.s.",21705,22061,22766,13639,4384,4476,1935,5276,10147,5532,,1997311,1610502,1445709,1285253,1109209,1191414,1294312,1268687,1418656,1561857,,1122927,1056903,981171,1025799,584624,638237,578958,736950,536324,587803
848340,"Gears and gearing for machinery (excluding toothed wheels, chain sprockets and other transmission ...",11030,560,770,296,569,785,667,747,1304,5497,,110828,130455,162060,101251,87431,83111,103963,97487,82398,98585,,596674,552817,553108,498961,441326,455498,506948,418345,388445,488086
392310,"Boxes, cases, crates and similar articles for the conveyance or packaging of goods, of plastics",1916,2141,2743,3580,4186,4458,4703,3790,4525,5482,,38965,44833,43349,44891,48504,39786,40264,49262,39531,50414,,486958,396196,402276,461997,495311,481012,487057,489916,458160,547784
291411,Acetone,0,2187,3611,6318,2281,5085,6394,3123,1650,5458,,137771,129938,174782,93320,81976,121990,105797,71276,100365,147911,,14552,22703,12712,11904,5735,11559,11394,8903,6000,6605
490199,"Printed books, brochures and similar printed matter (excluding those in single sheets; dictionaries, ...",13848,9809,7567,7085,9281,6008,8508,7928,5192,5421,,472328,704269,743994,334830,250271,220836,235488,251406,197211,188797,,165697,156597,160992,138480,117763,113764,117083,121124,116907,126808
848210,Ball bearings,7085,7841,6275,5801,5827,8011,8139,5773,3848,5333,,770405,767885,672510,633911,600342,620792,539537,480830,377948,410162,,360116,345221,352917,335982,340016,369917,374096,348423,301654,401230
370199,"Photographic plates and film in the flat for monochrome photography, sensitised, unexposed, ...",92,1150,1263,2408,3819,4428,6983,6898,9263,5103,,5268,4793,5749,22032,17282,21862,25724,41165,61356,67657,,99088,89793,63307,55305,51593,54406,63006,54594,51767,41059
902140,Hearing aids (excluding parts and accessories),580,952,748,1070,1243,2280,2716,3685,4614,5064,,344291,381128,349865,362369,366499,379201,490488,478396,444699,479390,,8318,10099,8416,9232,12353,15202,21920,26209,26195,40923
902190,"Articles and appliances, which are worn or carried, or implanted in the body, to compensate ...",10300,15490,12718,10857,7755,7262,6872,7892,6132,4947,,406337,458246,349921,477364,388006,400468,427455,450497,332115,805684,,277489,301672,319385,316827,324478,354515,372350,366889,374544,403667
852351,"Solid-state, non-volatile data storage devices for recording data from an external source [flash ...",9039,6558,7227,6905,13133,8347,8040,10435,7422,4939,,377016,629062,810467,1329472,1830931,2799697,2656865,1652974,2263685,2194265,,544187,296300,160466,186581,241865,340951,860048,1152982,1914221,2396090
390890,"Polyamides, in primary forms (excluding polyamides-6, -11, -12, -6,6, -6,9, -6,10 and -6,12)",8815,7545,9584,8198,7793,4770,3653,3946,2578,4890,,57596,53150,70653,53095,53001,47793,57067,44130,44681,68383,,119923,106482,115264,168700,107767,114133,117743,115154,97087,140780
741220,"Copper alloy tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",440,1015,744,917,1337,2590,1504,2102,4102,4557,,32962,40145,39736,33486,34109,35664,36516,43302,63998,64895,,28626,27833,28961,32509,29416,33075,36417,36478,36518,50666
853669,Plugs and sockets for a voltage <= 1.000 V (excluding lamp holders),12792,7472,10756,6618,6435,5623,4826,5955,6407,4482,,310782,285843,243964,207569,206237,274411,373629,462001,551967,668321,,1095526,1256297,1080085,886082,831610,867574,874826,885453,858896,988447
853229,"Fixed electrical capacitors (excluding tantalum, aluminium electrolytic, ceramic, paper, plastic ...",399,142,119,378,507,530,352,206,219,4403,,288269,296899,262478,242540,252860,375474,250170,206731,250949,283737,,128847,102528,99091,87204,81317,90434,108107,98156,112474,228033
220890,"Ethyl alcohol of an alcoholic strength of < 80% vol, not denatured; spirits and other spirituous ...",3,0,0,1,54,259,681,975,2184,4375,,44426,75498,67175,58128,59641,53731,74040,89964,87744,114578,,8915,10425,12776,15351,17738,19504,21343,22857,20887,23732
690390,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",6221,989,283,275,1377,4382,3215,5337,8277,4314,,2455,3429,1688,1739,857,669,1271,3300,6153,5794,,76046,68313,81022,78079,80160,58263,60513,61974,61970,74970
340319,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",739,538,209,180,205,570,3933,1946,2226,4259,,52751,65127,102550,68691,78700,133748,286345,216559,217077,300547,,36933,40897,46974,48081,41990,42309,47400,44729,42946,48219
151710,Margarine (excluding liquid),923,2056,4828,5060,4899,4870,4700,3298,3297,4249,,24989,21827,25190,21701,17399,24831,35492,26848,26355,30275,,5441,6047,8425,8612,9863,10444,10069,8881,9698,12038
271119,"Gaseous hydrocarbons, liquefied, n.e.s. (excluding natural gas, propane, butane, ethylene, ...",63488,43157,45774,4960,1895,1913,0,2489,3707,4219,,127017,6172,5628,6865,2216,7064,6974,8611,15441,27488,,871621,560752,278746,120287,110504,183766,187075,161563,94915,155963
280300,"Carbon (carbon blacks and other forms of carbon, n.e.s.)",7226,7776,9619,10577,5849,4745,4423,4453,3984,4137,,35225,39258,45852,43278,33915,38203,42517,47550,56814,49722,,103894,111992,123064,103130,83001,81907,84707,90375,79358,89858
903290,"Parts and accessories for regulating or controlling instruments and apparatus, n.e.s.",7903,4825,3508,1788,2215,916,1696,763,386,4087,,346959,182786,165050,133604,115765,62197,58860,44392,47263,44959,,516959,350775,328298,263933,240919,212096,156739,170101,124844,162781
630790,"Made-up articles of textile materials, incl. dress patterns, n.e.s.",713,1132,2126,3586,1486,2233,2216,1967,8542,4063,,20913,36330,51125,45046,43638,60635,55490,59715,227055,223517,,112013,124504,139512,162238,156096,182884,234247,251418,769485,381893
760720,"Aluminium foil, backed, of a thickness (excluding any backing) of <= 0,2 mm (excluding stamping ...",314,476,1483,1811,2513,2003,2394,3035,3018,4034,,39266,38203,33447,29263,27616,23507,38731,43663,41966,38822,,31437,28383,29743,28182,23796,29054,35395,40373,36370,36960
271320,Petroleum bitumen,0,0,0,0,0,0,0,0,0,3994,,1218270,1262091,1463146,1012934,604003,831545,1060212,1004566,812933,1079778,,17,21,248,1721,17,167,3808,189,990,6352
731010,"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material, ...",178,83,59,626,3330,4439,6701,6117,4913,3941,,15102,10738,13054,16599,17436,17350,22323,23304,24836,24957,,17712,20548,22027,28876,51274,56906,82797,85619,93623,120358
903084,"Instruments and apparatus for measuring or checking electrical quantities, with recording device ...",3114,1174,57,598,366,2208,1481,1886,4427,3857,,12294,17891,46477,25539,32651,37709,38818,30353,38032,43348,,65045,66278,85265,48887,33888,45964,30492,48388,28563,30842
391740,"Fittings, e.g. joints, elbows, flanges, of plastics, for tubes, pipes and hoses",2391,6773,5028,6369,5338,685,1952,2776,3695,3752,,76729,86823,80260,94232,89667,107847,89712,87092,97604,155561,,65293,68834,74668,62941,68009,83403,82031,70066,87895,106178
400260,"Isoprene rubber """"IR"""", in primary forms or in plates, sheets or strip""""",0,0,11,0,0,0,0,2436,3731,3731,,848,565,78,133,155,49,20,3111,142,486,,12722,16265,12118,16543,18565,19129,15787,13386,6726,7670
350400,"Peptones and their derivatives; other albuminous substances and their derivatives, n.e.s.; ...",576,697,360,421,392,652,528,819,1351,3722,,2691,8102,8944,7542,3682,3636,4569,12332,12779,17661,,63712,63787,56167,65832,65530,68906,75236,108075,156994,177332
180400,"Cocoa butter, fat and oil",921,2929,1791,2419,3193,2215,3168,3981,3196,3697,,102552,115880,190527,166808,167678,151647,144861,149912,172643,145424,,7690,10983,15388,13176,9895,9249,6571,6692,5061,5438
490700,"Unused postage, revenue or similar stamps of current or new issue in the country in which they ...",313,39,25,36,23,12,32,29,2,3694,,203950,52771,55270,40636,32226,34260,21735,13729,26798,53545,,5298,7170,4030,5020,2611,2046,2431,10723,5814,13594
760200,"Waste and scrap, of aluminium (excluding slags, scale and the like from iron and steel production, ...",12813,14370,14412,9409,6451,9396,8170,6617,3103,3595,,97978,97885,87424,76915,84142,85981,103318,103373,96293,133730,,1108548,1179374,1333397,1107455,894714,1132557,1165436,1091552,1099558,1789799
392099,"Plates, sheets, film, foil and strip, of non-cellular plastics, n.e.s., not reinforced, laminated, ...",20843,574,464,427,374,758,859,1568,3226,3595,,139463,104164,53056,31173,18357,20353,19776,19364,25195,38906,,859569,692855,557172,468901,494365,502961,458767,506491,492461,573479
903190,"Parts and accessories for instruments, appliances and machines for measuring and checking, ...",6474,6879,6486,3827,7245,2697,4122,2222,2350,3415,,332870,272188,231258,224955,188655,229292,247873,290790,248452,316090,,470198,405817,370218,378923,303471,316787,340569,302370,339681,414233
840999,"Parts suitable for use solely or principally with compression-ignition internal combustion ...""",8810,11419,7979,5140,3950,3963,3590,2384,2256,3351,,1021983,1046193,934111,732187,708167,681141,724113,704165,553718,637464,,1133849,935869,970136,701193,692404,653145,685971,646161,571648,628704
