Product code,Product label,"Taipei, Chinese's imports from Viet Nam-Value in 2012","Taipei, Chinese's imports from Viet Nam-Value in 2013","Taipei, Chinese's imports from Viet Nam-Value in 2014","Taipei, Chinese's imports from Viet Nam-Value in 2015","Taipei, Chinese's imports from Viet Nam-Value in 2016","Taipei, Chinese's imports from Viet Nam-Value in 2017","Taipei, Chinese's imports from Viet Nam-Value in 2018","Taipei, Chinese's imports from Viet Nam-Value in 2019","Taipei, Chinese's imports from Viet Nam-Value in 2020","Taipei, Chinese's imports from Viet Nam-Value in 2021",Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
440729,"Tropical wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",306,403,313,298,59,172,1190,2452,3558,10103,,1783,4699,38352,138941,41942,7279,133,213,700,47547,,16496,23244,24597,18273,20959,19114,25033,24833,33228,49062
441239,"Plywood consisting solely of sheets of wood <= 6 mm thick (excluding of bamboo, plywood of ...",0,104,392,1628,3368,2150,4381,5681,7409,10039,,36278,105216,143928,155605,171936,226149,168883,92826,113328,122966,,64452,81739,80074,73704,62970,54829,70821,60156,67456,94418
611020,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of cotton, knitted or crocheted ...",5709,4128,5798,8465,8519,6646,11035,16602,12613,9725,,929238,1114763,1137552,1123399,1123636,1210243,1551356,1922061,1814401,2841275,,90070,85092,93179,100546,98380,101240,127542,135863,122063,142720
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",0,33,0,0,786,2322,2785,6338,6433,9644,,11239,28446,56313,67277,47862,62857,54857,70286,127614,360555,,132782,98027,84569,112596,170634,311010,183973,265221,259588,456051
852990,"Parts suitable for use solely or principally with flat panel display modules, transmission ...",7345,7010,9742,15309,20608,25153,23806,27960,10852,9637,,95556,111020,271563,318329,356457,605328,2439625,2897438,5170175,13926661,,557709,640294,935289,789051,787372,871180,868565,954901,1117903,1555829
722300,"Wire of stainless steel, in coils (excluding bars and rods)",9,20,7,27,783,46,2059,5600,5973,9391,,12622,11006,11193,9894,10639,17708,20211,29064,34259,50464,,34622,37477,39098,30174,28569,30057,34114,32515,29010,44600
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",11154,9926,12468,8991,7233,9641,10713,9457,8421,9378,,46877,60556,117921,167024,210710,256609,286748,306853,263449,218017,,176857,166628,178536,158860,155106,182629,206494,193288,243810,326931
392620,Articles of apparel and clothing accessories produced by the stitching or sticking together ...,2146,2682,2954,3331,4340,5336,6191,5492,8950,9336,,92713,91590,96785,98058,106896,139836,157126,174099,198558,360932,,14861,15820,15613,15274,16376,17514,18501,18002,25656,30402
850231,"Generating sets, wind-powered",0,0,0,0,1810,0,0,35996,35109,9182,,3989,77377,70170,59891,20051,0,0,0,199,34764,,54249,52761,5883,15023,35406,1453,11708,172105,426791,817867
850140,"AC motors, single-phase, of an output > 37,5 W",3319,3224,3222,5536,6448,5966,5269,10062,13815,9168,,37575,50264,51521,50679,64762,56514,83674,145950,277361,379462,,59982,48805,54590,59786,65664,72106,61632,68193,79033,72520
721399,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel (excluding ...",0,0,0,0,0,0,1031,802,1795,9131,,13101,7772,8116,10609,6068,6281,19446,21926,11394,55619,,12973,18337,22399,16664,17374,19653,27195,26656,22301,34617
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",2017,2815,2406,1817,2538,2586,4168,3909,5418,8825,,95075,93819,130558,195000,287157,390205,509215,1087127,1527410,2433154,,282789,300739,311014,312689,325300,366238,422784,523459,593344,830682
520524,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",191,67,0,0,593,2098,597,1369,5830,8816,,30956,41080,80305,176334,217375,236936,242309,209999,197359,175856,,5350,4695,5520,4637,4611,8659,5824,4878,8606,13721
720219,"Ferro-manganese, containing by weight <= 2% carbon",0,1773,5605,904,943,9624,4222,2412,2101,8762,,12765,14974,26038,8035,5733,22978,18169,16576,9162,31267,,17672,14735,17065,14544,9212,15311,16087,14243,10514,22183
540771,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,0,0,0,0,0,1378,4690,8749,8534,,7390,10397,11351,10279,12045,14110,15691,12308,13017,23524,,53,61,477,186,115,320,1677,4932,9416,8939
550951,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally ...",2054,5737,5049,3175,4029,2923,3298,2218,4764,8397,,105577,64719,34372,24083,32058,33772,30005,30132,20726,29188,,2223,5892,5340,3533,4457,4411,5024,3492,7351,16723
761090,"Structures and parts of structures, of aluminium, n.e.s., and plates, rods, profiles, tubes ...",6814,10338,4426,8136,9889,1671,7828,11244,14340,8294,,21627,35319,62096,88612,105288,150928,185973,191712,194047,191358,,18434,17353,14130,17183,20249,14759,23235,29768,31431,34674
251820,"Calcined or sintered dolomite (excluding broken or crushed dolomite for concrete aggregates, ...",2347,3462,7665,7547,8436,6149,6947,9288,6209,8268,,0,33,2143,14477,13295,12886,13346,15247,14442,16588,,3440,5414,10681,11148,12360,10547,10607,9969,6645,9010
550953,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally ...",1141,2440,2533,3173,6053,10310,5125,2248,5978,8136,,139228,138656,161305,149693,144814,163843,184481,171002,133235,147248,,1485,2787,2943,3760,6899,10524,5384,2490,6594,9051
901839,"Needles, catheters, cannulae and the like, used in medical, surgical, dental or veterinary ...",308,747,2139,2327,3240,4444,5657,6463,8722,8024,,199298,212164,257796,242024,247526,210958,265381,329177,322101,356653,,95926,104044,105552,106128,105293,119698,142436,158785,174345,191745
100630,"Semi-milled or wholly milled rice, whether or not polished or glazed",14810,12909,17268,11800,11503,7576,9230,10973,8882,8023,,3465298,2816412,2852873,2620651,2039764,2443631,2461880,2163697,2360612,1706248,,42922,39456,49969,57700,52031,51311,46920,48366,51013,52026
380891,"Insecticides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",3541,4722,4481,5100,5157,6273,8017,7164,7345,7830,,62685,43414,18937,23931,30776,31547,31728,41197,45514,44122,,82588,84522,67187,68106,68600,79090,86727,93352,97591,103440
730630,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of iron or non-alloy steel ...",4183,3918,3162,5725,8402,4842,5352,4805,4134,7818,,54685,68453,87012,82654,36252,54398,70270,76715,86671,116193,,19626,22447,14435,16849,17147,15965,18549,16667,14867,25011
841821,"Household refrigerators, compression-type",9658,8712,5384,3607,6699,6564,6494,8198,7881,7766,,37991,32782,20885,23810,29213,45214,54674,60350,72278,82573,,94474,108833,112825,105746,104632,103825,121084,137027,144705,161893
844332,"Machines which only perform one of the functions of printing, copying or facsimile transmission, ...",5155,5990,5614,7427,6440,9047,9615,11355,9966,7705,,1235520,1218803,1190505,1181063,1156814,1465910,1410023,1137962,953660,841020,,75401,68294,87119,69066,61963,70433,76532,70161,61333,74454
520512,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",130,298,37,54,1576,1791,1873,4914,6632,7572,,318785,416721,580296,550759,834846,1037592,1069960,1202747,1048404,1294743,,37425,32692,25551,23583,23756,24393,26790,21460,20976,22443
610822,"Women's or girls' briefs and panties of man-made fibres, knitted or crocheted",2927,3433,4307,5387,5130,6941,8400,9778,7031,7425,,35750,44270,47506,49507,85122,168531,216488,292585,260934,395510,,14532,18586,19473,22154,22211,22825,24650,25447,23266,21397
382499,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",0,0,0,0,0,7586,8249,6987,8565,7213,,0,0,0,0,0,0,275462,311663,356574,409511,,0,0,0,0,0,1471945,1612205,1497734,1545068,1825090
841459,"Fans (excluding table, floor, wall, window, ceiling or roof fans, with a self-contained electric ...",353,428,2169,501,1075,762,632,2394,8677,7044,,68796,68646,128659,116432,129548,191324,159240,224344,446767,714506,,71470,79617,94962,98546,93615,126310,133882,185046,211019,297490
852341,"Optical media for the recording of sound or of other phenomena, unrecorded (excluding goods ...",0,0,299,442,573,6526,7402,4863,2973,7014,,42490,39449,38705,38253,49958,49889,54293,41245,28559,28334,,0,322,11682,13363,10451,11822,14775,11226,8099,13532
440799,"Wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...""",11070,14531,17725,12717,9461,8246,8520,6819,4229,6991,,138760,227301,201671,230857,186325,141712,59188,23242,16782,14603,,85865,90267,110126,93097,66691,63898,66533,65620,33369,41288
380894,"Disinfectants, put up in forms or packings for retail sale or as preparations or articles (excl. ...",43,52,36,63,25,13,29,45,4495,6823,,1184,1866,2929,2544,2778,2632,2744,2745,28722,17811,,10284,13843,17604,22060,27771,26962,32362,43039,62986,60678
610343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, knitted ...",1859,1351,1888,2592,2833,4285,4123,5496,5620,6813,,95158,144621,195128,210012,293742,363440,482394,533015,520453,676470,,8823,9394,16190,19091,22859,25744,26739,29850,26181,28707
280920,"Phosphoric acid; polyphosphoric acids, whether or not chemically defined",16,0,0,0,0,622,3411,1481,582,6726,,714,1121,13411,82324,82571,74059,87159,62942,69533,112807,,63778,60307,63742,67578,57607,56980,56661,45689,51042,100057
940421,"Mattresses of cellular rubber or plastics, whether or not covered",426,421,474,452,455,505,655,952,1904,6523,,5201,5522,7153,9784,12762,11633,15557,190838,236686,73261,,8540,8427,10186,8851,9579,8969,9907,11407,12093,25884
903090,Parts and accessories for instruments and apparatus for measuring or checking electrical quantities ...,1108,1744,4975,5228,6670,8248,5323,6443,5203,6478,,3630,11649,17050,18524,16724,20023,28278,43094,69453,46392,,577290,637429,744014,901109,1017849,1098679,1355096,1264550,1644104,1858594
520522,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",409,118,232,385,830,3295,6350,3853,4640,6462,,9933,25893,34441,49547,81351,96362,97115,116429,102217,201612,,9822,8286,5666,6611,4525,6715,10141,5900,7498,11869
71239,"Dried mushrooms and truffles, whole, cut, sliced, broken or in powder, but not further prepared ...""",244,356,1913,324,1640,2850,2326,3072,4298,6306,,906,792,2497,2504,2243,25217,110824,37770,8178,9948,,3437,3504,4991,3614,4465,5523,5665,6213,7304,9759
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.",1188,1305,1268,1339,1280,2171,2639,5654,7105,6278,,11293,15772,33441,31177,23656,30710,36407,42995,52193,70841,,265125,250275,290492,281572,286083,287762,310081,309870,362811,426542
850811,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor, ...",0,0,0,161,281,686,85,0,990,6276,,18418,27505,101152,122166,114444,128039,104020,169352,354422,755861,,47895,59586,66186,77322,101584,124642,122261,140772,134617,145197
848690,Parts and accessories for machines and apparatus of a kind used solely or principally for the ...,204,513,858,1622,2929,2616,2519,4195,5022,6184,,3205,1616,1502,3042,2188,4530,7976,11960,16289,128821,,1527262,2218244,2460938,2350815,2806462,3739515,3857021,5399515,5740056,6798467
610463,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, ...",854,701,1564,2485,3580,5268,6908,6597,5502,6168,,226495,303976,444073,579426,657799,872311,945371,1049498,1196848,1543758,,17008,12976,18111,24946,26308,27557,31331,32148,30385,34678
730729,"Tube or pipe fittings of stainless steel (excluding cast products, flanges, threaded elbows, ...",1761,2715,3304,3326,3412,3672,5463,3701,4437,6141,,9764,13474,14209,15636,14557,6839,19580,26813,32412,57112,,48753,54425,57441,68024,69714,75617,79097,81238,82047,106246
520623,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,19,398,1625,6193,5301,2160,3908,6129,,56301,77990,78903,69769,65734,104603,107251,108665,117936,159551,,51,170,85,430,1855,6255,5542,2286,3916,6199
902110,Orthopaedic or fracture appliances,201,259,214,221,245,398,4637,7685,3149,6123,,6012,6725,5739,6297,9455,15991,16501,20769,18371,70060,,9349,12170,18054,15230,14169,13238,24826,27101,38751,56746
210690,"Food preparations, n.e.s.",5693,3427,3641,4523,4648,4490,4759,5575,5380,6078,,48173,61722,101276,99686,131883,155953,153942,201438,252598,335201,,487157,505972,534435,559427,586656,593092,669946,688011,674757,788143
722490,Semi-finished products of alloy steel other than stainless,0,0,0,0,0,0,0,0,0,5996,,273,406,21,1115,1251,2628,4023,4415,7515,88588,,42407,106453,224265,194287,131200,53055,67402,42810,43009,115025
50510,"Feathers used for stuffing and down, not further worked than cleaned, disinfected or treated ...",5500,1935,2566,3801,2253,3015,2647,5785,823,5960,,4682,8039,5749,1058,243,8548,8660,28977,33537,74519,,198934,232150,201100,137601,132348,155912,175588,172554,117489,133707
440890,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",1108,4383,3949,5147,11911,6471,9032,7079,4537,5955,,36770,34909,43970,43908,44159,38091,34814,48648,63051,54229,,45486,58321,64127,62485,80930,64034,100282,72655,65333,80614
853400,Printed circuits,3313,4235,5682,6651,5346,7004,8240,7017,6672,5927,,272144,344284,443344,533718,535173,639625,756251,1064644,1093481,1462489,,1328828,1381011,1517079,1483156,1442312,1554941,1750855,1975409,2669488,3610051
210112,"Preparations with a basis of extracts, essences or concentrates of coffee or with a basis of ...",2563,2945,3152,3741,6086,29158,4613,4894,6274,5842,,130,66941,42357,33840,6972,88996,84616,81147,78935,94473,,25539,25870,21727,21135,24121,44843,20731,20134,23582,25153
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",3080,3304,2946,2703,2675,2812,3817,4180,5196,5796,,113554,117926,171068,200051,205184,224833,309133,407116,358747,464796,,162351,156253,174649,178530,201218,214885,231646,254287,297044,351180
190190,"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing ...",1760,2001,2137,2383,2691,2929,3561,4055,4953,5789,,9023,141248,91983,202073,13894,15606,85012,139239,164962,56083,,138693,169674,197443,176179,162579,170520,179428,163854,131865,124989
160529,"Shrimps and prawns, prepared or preserved, in airtight containers (excluding smoked)",0,229,1849,1600,1673,1830,2820,4533,5480,5695,,279081,402521,548767,392755,478550,734816,984914,927034,1177667,219747,,0,1028,8864,7890,8960,16205,16118,18342,13449,14076
160411,"Prepared or preserved salmon, whole or in pieces (excluding minced)",616,725,536,745,917,1279,3122,4813,6732,5691,,9711,17527,17729,12556,18238,27072,27921,75602,69724,52062,,2270,2492,3402,3611,3272,3941,5962,7412,9848,8245
520523,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,120,63,111,73,1096,970,889,4078,5565,,7595,9546,26668,57816,83411,108551,134056,170687,159981,243774,,6183,8955,7577,6419,5634,5691,4451,2444,5703,9155
160419,"Prepared or preserved fish, whole or in pieces (excluding minced, merely smoked, and salmon, ...""",1406,1436,1529,2523,1942,2817,3110,3770,5689,5503,,93566,89500,100573,109431,95632,120835,117634,147058,145831,136238,,7986,8225,8935,11064,11688,13789,14510,15857,18431,14535
722920,"Wire of silico-manganese steel, in coils (excluding bars and rods)",0,0,0,1008,4069,5883,3115,1905,3811,5423,,280,835,866,478,291,1601,2555,1207,3048,66982,,1578,1266,1143,1834,5117,7648,4572,3279,4775,6324
253090,"Arsenic sulfides, alunite, pozzuolana, earth colours and other mineral substances, n.e.s.",357,150,1237,263,77,278,841,2535,3827,5409,,12,6624,2795,3907,3756,2650,2434,527,1596,51387,,27737,26623,31993,31109,26232,24148,30602,28075,24905,31977
730840,"Equipment for scaffolding, shuttering, propping or pit-propping (excluding composite sheetpiling ...",236,18,0,0,0,0,0,412,64,5408,,21140,16919,16052,24157,33331,29194,31958,44686,37506,44951,,9813,7612,6487,9416,7213,4073,5362,4417,4732,14696
620520,"Men's or boys' shirts of cotton (excluding knitted or crocheted, nightshirts, singlets and ...",10294,6838,6525,6924,7127,6160,7284,7488,7790,5385,,330169,442998,563243,590874,623384,655973,730842,721440,514661,644468,,44584,48098,48086,52545,50621,39705,37345,40225,37702,33968
540247,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, untwisted or with a ...",398,661,293,33,52,87,197,157,206,5383,,7239,5164,6732,3961,3069,5576,9589,12654,19237,31546,,8504,9251,8821,8962,7443,7553,7234,8328,5073,10098
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),2568,3219,3325,2795,2432,2953,3293,4301,4350,5376,,69160,88401,119337,127227,135157,178192,96909,118585,149315,372509,,226714,229889,257585,233772,225581,247599,260865,245345,251518,328545
