Product code,Product label,Singapore's imports from Russian Federation-Value in 2012,Singapore's imports from Russian Federation-Value in 2013,Singapore's imports from Russian Federation-Value in 2014,Singapore's imports from Russian Federation-Value in 2015,Singapore's imports from Russian Federation-Value in 2016,Singapore's imports from Russian Federation-Value in 2017,Singapore's imports from Russian Federation-Value in 2018,Singapore's imports from Russian Federation-Value in 2019,Singapore's imports from Russian Federation-Value in 2020,Singapore's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
870899,"Parts and accessories, for tractors, motor vehicles for the transport of ten or more persons, ...",16,3,18,40,68,36,157,65,35,73,,146792,160839,189301,106356,109266,159848,125873,163569,134602,180323,,1073498,992753,1326342,1159549,1072150,1019347,1353398,1365992,1007963,951264
901420,Instruments and appliances for aeronautical or space navigation (excluding compasses and radio ...,2,0,0,0,0,0,0,0,79,71,,65395,70549,47243,55236,37839,34741,44940,23409,19235,30480,,137905,114887,72870,93342,106011,148082,248278,377808,296392,276215
841229,Hydraulic power engines and motors (excluding hydraulic turbines and water wheels of heading ...,0,0,0,0,0,0,48,25,0,71,,21167,22401,30796,29822,15299,22083,26534,26692,18402,32936,,66555,52229,54440,52637,54282,61944,70302,73577,53167,62176
841981,"Machinery, plant and equipment for making hot drinks or for cooking or heating food (excluding ...",1,0,0,10,23,7,18,0,15,70,,12121,15815,16229,13133,13712,20305,26655,25955,19850,26827,,39152,29796,35481,28123,31764,35109,36820,35261,32726,33931
940190,"Parts of seats, n.e.s.",0,0,0,0,0,0,1,0,0,70,,9363,12511,10023,8147,6415,15502,10702,10789,8011,13217,,33606,33606,28058,35197,25801,25991,51226,51918,48209,43610
740729,"Bars, rods and profiles of copper alloys, n.e.s. (excluding such articles of copper-zinc base ...""",0,0,0,0,11,0,0,0,0,69,,6363,5765,4710,3575,3952,6014,9120,11422,8502,11644,,17439,13086,9648,10678,8631,6901,8046,7074,8165,10505
20220,"Frozen bovine cuts, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,33,68,,255,267,281,509,1166,3240,5484,3520,7472,29645,,7217,7328,12032,13022,10213,13148,10290,9104,11857,8726
854320,"Signal generators, electrical",0,9,24,57,3,41,25,21,78,67,,151058,21167,23519,16502,32130,20972,27271,24947,25255,29606,,18925,23508,21114,20184,14319,17968,19475,27079,23750,46725
284440,"Radioactive elements, isotopes and compounds, and alloys and dispersions, incl. cermets, ceramic ...",52,0,151,51,150,17,10,0,7,67,,67508,75885,74319,61855,73993,90828,83707,92427,78583,0,,33202,32509,32790,31109,34113,14287,13869,14231,10827,11912
300640,Dental cements and other dental fillings; bone reconstruction cements,0,2,0,0,0,40,20,51,18,64,,1296,1496,1678,1416,2349,2912,3739,4550,4576,6588,,16588,17390,13439,10748,13037,14442,16732,17383,9960,15942
853949,Ultraviolet or infra-red lamps,13,16,1,27,9,8,8,9,82,64,,1836,2571,2018,1955,2375,2753,2884,2834,13774,3131,,15729,17831,20914,21409,34271,23917,20143,20321,19677,28321
845011,"Fully-automatic household or laundry-type washing machines, of a dry linen capacity <= 6 kg",0,0,0,0,0,0,0,0,0,63,,103121,142721,118759,123182,233062,318140,334437,331768,323493,391018,,29966,35025,39215,38533,40360,43179,46159,37055,33022,40009
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",23,30,11,365,10,13,76,161,68,63,,183095,177720,167849,149412,191947,196779,219582,274339,305053,286741,,182692,173164,230088,252203,252153,295657,594472,710840,1328271,1994785
900110,"Optical fibres, optical fibre bundles and cables (excluding made up of individually sheathed ...",10,24,3,0,11,0,1,45,19,60,,2050,2523,1415,1982,4348,15164,11121,3947,4552,5099,,26513,39676,33014,16926,23097,35163,36588,35212,29614,27357
851610,Electric instantaneous or storage water heaters and immersion heaters,0,0,0,0,0,0,0,21,18,58,,23579,34115,37078,30207,32477,39298,48034,52412,55686,64659,,18889,16603,18389,22637,15907,15984,23263,22388,21508,31835
330499,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), ...",138,17,15,4,89,96,34,171,166,58,,107743,114717,104644,74938,88655,124238,127830,149832,195152,192740,,982433,1163248,1170437,1093733,1313503,1592648,2084707,2413583,2422623,2642808
390461,"Polytetrafluoroethylene, in primary forms",0,0,0,0,0,0,0,0,14,58,,58103,51514,38289,24844,23323,46884,77619,36790,43414,64112,,12584,11638,9581,9788,8879,9241,9355,6736,7988,8423
382000,Anti-freezing preparations and prepared de-icing fluids (excluding prepared additives for mineral ...,0,0,0,0,0,28,82,74,52,57,,64888,64272,56652,36126,38904,47559,49963,59062,43683,64334,,3085,3531,4268,4325,3494,5956,8311,8016,9882,11619
902780,"Instruments and apparatus for physical or chemical analysis, or for measuring or checking viscosity, ...",15,6,18,43,1,32,22,103,35,57,,9758,8033,12685,10699,12434,12658,20873,18263,15141,17449,,120137,137004,126129,167128,237176,331893,347013,264567,237993,295936
853890,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ...",12,7,42,21,57,17,32,2,58,56,,46138,55907,31036,33789,31931,27792,42835,55705,37046,68267,,618776,722653,639981,580580,603018,599540,645755,728855,624895,769851
810890,"Articles of titanium, n.e.s.",673,191,1244,1713,41,84,220,1100,2148,55,,495953,483853,435303,427957,418712,477372,565026,585107,373539,275722,,17994,20033,42000,64417,40334,48703,83300,41182,32861,29896
284590,"Non-radioactive isotopes; inorganic or organic compounds of such isotopes, whether or not ...""",21,11,7,15,116,6,13,376,278,53,,27579,34867,21230,0,0,0,0,0,0,0,,586,945,959,1336,971,684,3443,3889,4859,6934
180632,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg (excluding ...",56,0,3,0,0,0,45,0,11,52,,59302,68230,54589,32561,42799,48729,50136,58607,73423,86273,,42403,45457,40959,40696,39604,47975,46167,45085,21603,26016
850134,DC motors and DC generators of an output > 375 kW (excl. photovoltaic generators),0,0,0,0,0,0,0,0,43,50,,47953,31194,21281,12654,22661,48026,54769,39293,12573,44995,,18413,15190,10546,11671,10403,7345,14227,6752,4916,1788
848690,Parts and accessories for machines and apparatus of a kind used solely or principally for the ...,14,5,11,1,18,3,18,1,19,49,,403,893,513,2910,1590,2717,4132,775,283,472,,1392644,1344025,1297631,1488246,2210377,2464860,2770746,2452341,2725191,3837167
853810,"Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 8537, not ...",13,0,0,0,1,0,0,36,2,48,,9183,10807,8974,7495,8991,13166,11440,19519,15326,14809,,24960,33609,39291,37960,40048,45584,52391,51393,36788,44825
970110,"Paintings, e.g. oil paintings, watercolours and pastels, and drawings executed entirely by ...",0,0,0,4,1,392,7,7,36,47,,732,249,334,626,1849,301,5101,578,1105,810,,121020,154193,179033,196182,409271,459297,229394,277796,202955,665164
848180,"Appliances for pipes, boiler shells, tanks, vats or the like (excluding pressure-reducing ...""",0,135,0,0,4,0,53,190,0,46,,297392,263364,208939,295630,191656,223606,248247,255264,257864,331816,,705981,704108,810674,678342,682914,588932,702353,750230,829260,911871
900130,Contact lenses,0,0,0,0,0,0,0,0,31,46,,957,1418,2632,2746,11656,8253,2960,3964,5340,10316,,308443,348401,403280,361475,355912,345072,364775,331937,270724,302880
842890,"Machinery for lifting, handling, loading or unloading, n.e.s.",0,0,0,0,0,0,0,0,0,44,,24161,36169,25197,23310,46376,19964,25404,26169,27926,37963,,79856,98233,114288,116706,107339,75831,93282,109076,71920,104829
901850,"Ophthalmic instruments and appliances, n.e.s.",23,10,8,0,0,0,2,0,0,44,,3896,2661,4595,2949,2497,3056,4422,4602,4886,5591,,50454,49675,47954,44482,44554,48514,45430,48025,35639,62433
731100,"Containers of iron or steel, for compressed or liquefied gas (excluding containers specifically ...",0,0,0,0,0,3,0,0,3,41,,15688,27815,15706,16727,13303,16117,14195,23459,31251,24021,,58124,40727,35702,37477,56205,43142,29813,37205,31148,49109
853620,Automatic circuit breakers for a voltage <= 1.000 V,0,0,0,0,0,0,0,3,1,41,,25387,31944,29307,19691,20779,23191,24961,31822,29721,33602,,174413,182290,137883,86601,89414,159604,224045,184875,162675,167095
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",10,1,0,1,3,281,29,13,1,40,,32953,41534,29429,20161,32143,33618,29682,37678,32089,39349,,176890,193753,215220,156771,155698,184895,210793,206243,179462,217413
711311,"Articles of jewellery and parts thereof, of silver, whether or not plated or clad with other ...",0,0,0,0,2,0,5,0,0,40,,5154,7321,7366,7537,8220,10963,12443,12996,10707,18958,,29528,31697,102929,99442,99271,54941,36452,34123,24413,44564
390290,"Polymers of propylene or of other olefins, in primary forms (excluding polypropylene, polyisobutylene ...",0,0,0,0,0,0,0,0,0,39,,346,121,356,298,468,1001,1511,2652,997,3984,,55722,55813,50754,54272,48350,63529,101721,100889,111253,187231
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",0,0,0,0,0,0,0,17,10,39,,6550,7368,10298,8456,10923,13776,14154,17868,15898,20429,,62877,78769,105308,110629,101183,106114,100450,100816,82933,93484
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",0,0,0,1,3,3,74,5,5,39,,18264,23034,19401,20745,19719,27505,30943,30447,25411,29240,,274888,285626,275860,306975,373990,379468,406604,505714,494097,633183
903289,"Regulating or controlling instruments and apparatus (excluding hydraulic or pneumatic, manostats, ...",0,23,1,2,2,5,1,6,14,38,,138502,217230,181586,88415,147452,138340,105939,84346,77608,103717,,230210,200295,166404,226998,245638,279682,336820,321035,324269,440262
480411,"Unbleached kraftliner, uncoated, in rolls of a width > 36 cm",0,0,0,0,0,0,0,0,207,37,,146753,159012,112072,140877,142912,139586,190796,112788,196595,318775,,8676,8461,10769,6525,6498,5389,3996,2280,5948,24499
731010,"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material, ...",10,0,0,0,0,0,0,1,1,37,,9979,11763,10258,8722,9439,11538,13927,11884,10609,16365,,33801,24153,25284,19572,21377,26633,32721,26374,22724,36731
854020,Television camera tubes; image converters and intensifiers; other photo cathode tubes (excluding ...,0,0,0,0,0,0,0,0,0,37,,19197,22412,31194,26028,30399,25280,31348,25649,42084,43878,,2414,6378,7532,6021,6761,11647,13515,13693,24851,18499
902690,"Parts and accessories for instruments and apparatus for measuring or checking the flow, level, ...",17,3,66,103,265,53,36,24,10,37,,5283,5727,6268,5925,6386,10246,10562,14024,13836,12101,,245378,210635,223714,207734,183999,165842,191688,170266,163876,163662
850720,Lead acid accumulators (excluding spent and starter batteries),0,0,0,0,0,0,0,0,0,36,,4845,4057,9147,3853,7296,19920,8851,10628,7720,13963,,84077,75604,82039,84253,76311,98133,76062,83236,78675,82789
30636,"Shrimps and prawns, whether in shell or not, live, fresh or chilled (excl. cold-water shrimps ...""",0,0,0,0,0,0,12,8,8,36,,0,0,0,0,0,1,0,1,340,1,,0,0,0,0,0,0,28734,26661,25802,25390
910111,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,0,0,0,6,0,0,36,,1525,2551,2621,1562,1196,1431,768,1511,888,2000,,62600,39191,33863,25572,31551,58643,60070,92796,65685,67409
90230,"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ...",59,91,6,0,0,0,27,146,103,35,,70469,80815,72401,55687,64183,78036,82585,86173,87687,94963,,7581,7787,10377,10368,9120,10053,9347,13988,12434,14929
853710,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",13,2,1,12,2,10,10,57,47,35,,184976,202493,235746,172632,182793,177197,195725,212072,177399,414139,,569206,677830,690970,730168,721403,729213,938227,1122284,1062679,1372680
160510,"Crab, prepared or preserved (excluding smoked)",29,243,566,1086,51,214,72,372,67,34,,1306,1992,944,2235,3085,4076,3856,1596,1598,1704,,13276,14344,27491,26966,31923,21226,14142,11342,5335,8637
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),377,179,1,0,1,1,0,0,17,34,,33553,41336,37544,29854,27421,38831,42104,40002,40187,53191,,252902,262397,301388,252024,230477,254548,318168,351924,308427,389025
854081,"Receiver or amplifier valves and tubes (excluding microwave tubes, photo-cathode tubes and ...",46,10,14,30,46,43,39,30,24,33,,11255,8415,9618,8386,7302,8024,8551,7816,8632,8233,,11201,6121,8386,6840,1703,1717,1709,3436,4049,5340
843149,"Parts of machinery of heading 8426, 8429 and 8430, n.e.s.",8,27,2,66,92,145,69,360,27,33,,102632,97122,85689,67315,87950,87390,139367,174122,163190,146510,,1436204,1399445,1019884,892421,943311,1102710,743680,604928,421621,523517
30481,"Frozen fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,11,7,8,10,33,,3417,4451,3222,983,1309,1645,4776,4077,1656,5291,,5971,8160,12273,9210,11476,15407,18378,20421,19529,18537
330610,"Dentifrices, incl. those used by dental practitioners",3,0,0,17,8,14,14,8,26,33,,40661,45372,31424,25849,46078,65228,65435,61852,59966,67349,,20900,20651,25585,23610,25687,21722,23613,31877,35810,38181
480524,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",0,0,0,0,0,0,0,0,0,33,,1063,500,727,1827,1845,3597,5575,3512,15254,36404,,9121,6531,6485,4471,10508,13281,8061,8762,9016,17954
854239,"Electronic integrated circuits (excluding such as processors, controllers, memories and amplifiers)",4,35,0,34,108,3,44,100,43,32,,21610,20902,20857,19675,22480,21626,19585,15841,14693,26378,,38127931,37045317,34747533,33084405,36177499,39506995,39537178,33443614,34574396,39820777
190532,Waffles and wafers,0,0,1,0,0,0,0,0,0,32,,63246,83893,74287,65773,88184,86080,100632,106003,117945,135462,,18731,20072,27193,28511,25188,26160,29970,29522,27616,30154
848330,"Bearing housings for machinery, not incorporating ball or roller bearings; plain shaft bearings ...",0,0,0,167,320,0,70,12,35,32,,28487,32044,27468,46590,18438,27059,36435,29665,24227,27240,,51877,54804,57391,46568,40069,51158,81244,87193,76158,99416
820713,"Rock-drilling or earth-boring tools, interchangeable, with working parts of sintered metal ...",0,0,0,0,0,0,0,0,0,32,,10438,10708,8313,5501,5936,6098,6036,6150,6345,9892,,24071,32046,31727,28249,16627,11762,8833,10938,7219,24838
854231,"Electronic integrated circuits as processors and controllers, whether or not combined with ...",2,520,1,0,0,104,0,0,1,31,,13985,14843,183147,37489,6334,8750,8418,22142,18720,26344,,10127466,15519644,15882763,13281866,11392067,11588707,11557479,12638712,19324754,29917531
841221,"Hydraulic power engines and motors, linear acting """"cylinders""""""""",0,0,0,0,0,0,0,0,57,29,,55237,60802,56247,52313,49540,55275,59459,74793,55816,75253,,22947,24814,38702,60843,48726,49314,75084,93440,77030,88844
382440,"Prepared additives for cements, mortars or concretes",92,72,0,0,0,14,521,67,77,29,,36118,47160,54689,50453,42336,70709,98320,80289,81650,126396,,49802,50681,50356,38678,27915,26641,25951,28819,17697,25846
30291,"Fresh or chilled fish livers, roes and milt",0,0,0,0,0,0,0,0,17,29,,0,0,0,0,0,17,12,134,23,4,,0,0,0,0,0,0,808,846,835,1318
903300,"Parts and accessories for machines, appliances, instruments or other apparatus in chapter 90, ...",0,14,17,17,139,27,43,9,43,28,,3896,5631,3445,3884,5677,3803,6223,8366,5115,6827,,370103,334025,342581,362726,240507,193101,182123,153732,148042,176935
220300,Beer made from malt,3,0,9,29,42,1,2,26,3,28,,150869,151738,131083,104795,125520,129088,150646,147928,130500,160850,,144984,199823,178602,178580,147794,150077,139542,146074,112690,113666
400510,"Rubber, unvulcanised, compounded with carbon black or silica, in primary forms or in plates, ...",0,0,0,0,0,0,0,0,0,28,,7708,7869,7380,6484,5667,5066,6337,8478,4624,5135,,26055,3071,11118,10436,15257,7461,4566,2592,3889,5165
90220,Green tea in immediate packings of > 3 kg,0,0,0,0,0,0,0,0,0,28,,83,389,191,449,467,418,337,524,507,485,,8797,9777,8492,7720,11753,12087,9113,10757,11026,10428
392490,"Household articles and toilet articles, of plastics (excluding tableware, kitchenware, baths, ...",0,0,0,0,0,0,0,0,2,27,,12520,20325,20936,16790,20052,21971,24673,32395,40793,50031,,32745,33443,33987,38050,45728,67094,101588,56827,43743,58869
950300,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ...""",24,77,34,0,0,4,4,3,28,27,,28372,45188,51625,46041,51723,64976,73617,84907,105683,137436,,158250,171569,187829,193128,189649,216071,223424,205792,153994,181875
970500,"Collections and collector's pieces of zoological, botanical, mineralogical, anatomical, historical, ...",0,0,0,0,2,0,0,0,0,27,,2563,3130,4290,3490,4212,4998,3496,5120,3964,2683,,5240,2590,786,2257,722,720,1219,1303,27040,9069
410719,"Leather """"incl. parchment-dressed leather"""" of the whole hides and skins of bovine """"incl. ...""",0,0,0,0,0,0,0,0,0,27,,920,3168,2096,1930,2783,3912,2921,1162,773,762,,2134,2017,2490,3073,1404,1039,594,442,405,1252
854089,"Electronic valves and tubes (excluding receiver or amplifier valves and tubes, microwave tubes, ...",12,10,25,20,5,3,2553,0,0,27,,3207,2507,2733,1603,1852,3029,4349,4424,3843,3123,,4367,4152,4414,4075,3414,5729,15277,6004,3282,10676
902229,"Apparatus based on the use of alpha, beta, gamma or other ionising radiation (other than for ...",0,0,0,39,15,39,128,14,0,26,,4267,5080,4497,4062,2373,4080,4131,13009,2996,2803,,2302,1221,2919,11380,3798,2021,3274,3511,694,1952
293190,Separate chemically defined organo-inorganic compounds (excluding organo-sulphur compounds ...,0,16,5,0,1,0,5,16,15,26,,13855,12036,15028,12845,12854,18757,17989,16330,19322,22344,,60676,60056,65601,62628,52851,52583,67711,79766,75932,98179
847330,Parts and accessories of automatic data-processing machines or for other machines of heading ...,126,121,24,8,42,17,14,70,7,25,,39438,39324,661787,743625,22756,21467,25032,23628,16991,46663,,6108184,5602044,5239490,4732478,4262698,4871556,4903298,5647645,5311899,4788830
