Product code,Product label,"Korea, Republic of's imports from Viet Nam-Value in 2012","Korea, Republic of's imports from Viet Nam-Value in 2013","Korea, Republic of's imports from Viet Nam-Value in 2014","Korea, Republic of's imports from Viet Nam-Value in 2015","Korea, Republic of's imports from Viet Nam-Value in 2016","Korea, Republic of's imports from Viet Nam-Value in 2017","Korea, Republic of's imports from Viet Nam-Value in 2018","Korea, Republic of's imports from Viet Nam-Value in 2019","Korea, Republic of's imports from Viet Nam-Value in 2020","Korea, Republic of's imports from Viet Nam-Value in 2021",Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",5772,7674,15131,10307,16299,20313,34757,34332,34042,41819,,113554,117926,171068,200051,205184,224833,309133,407116,358747,464796,,1581279,2057939,1980838,1924783,1715645,1760895,1865753,1848774,1773763,2096895
280470,Phosphorus,10392,11164,11984,13059,13380,23032,38920,28013,31715,41816,,136404,146871,204057,198045,208111,232313,279835,240149,249930,362794,,11511,11795,12655,14078,14033,23824,39406,28524,32090,42631
940360,"Wooden furniture (excluding for offices, kitchens and bedrooms, and seats)",20132,26290,35258,42477,42267,38842,45109,44513,46315,41506,,832872,912531,1170711,1337505,1360439,1533406,1700448,1960324,2307078,4244570,,182891,198451,240611,274820,252752,250883,258637,260573,266368,287104
853890,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ...",5278,9728,1860,8855,7428,15760,10380,15889,39128,41473,,20797,23981,28092,42701,56722,74493,87932,113406,173239,367913,,1276587,1448386,1043619,1152056,1188150,1368965,1159705,1013000,937848,1005588
650500,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile ...",4742,6525,12374,14594,16848,20290,32987,34055,32782,40651,,156150,178382,205040,229845,262141,254537,283759,323883,317914,544700,,51608,61448,78758,80631,82402,95556,126844,126885,125214,164714
160419,"Prepared or preserved fish, whole or in pieces (excluding minced, merely smoked, and salmon, ...""",43413,41540,46145,40677,46538,55472,50959,55912,45401,40559,,93566,89500,100573,109431,95632,120835,117634,147058,145831,136238,,61043,60719,66828,63126,75146,94544,100467,105140,91444,90941
850152,"AC motors, multi-phase, of an output > 750 W but <= 75 kW",2017,1606,1578,1946,1738,1534,1884,2647,26745,39705,,59604,72067,83693,74668,60432,117246,81696,90657,120892,249713,,186638,190836,221988,220327,182122,210882,222432,194811,222945,251965
940490,"Articles of bedding and similar furnishing, fitted with springs or stuffed or internally filled ...""",3616,5788,7113,11431,14488,25458,26610,21559,35033,39639,,82137,78615,83514,65709,108001,156948,137338,131896,143733,175945,,149646,163970,175399,213113,252605,264915,290921,288380,303727,343355
841490,"Parts of: air or vacuum pumps, air or other gas compressors, fans and ventilating or recycling ...",156,168,94,624,2421,4508,10070,34944,38168,39281,,42487,44006,50601,47658,52002,55136,76689,94243,108693,116642,,635948,659733,633648,667165,638717,675761,731139,738467,672386,622276
630790,"Made-up articles of textile materials, incl. dress patterns, n.e.s.",9939,11512,15025,19234,21909,24824,33121,36254,62019,39108,,258742,339419,475214,553920,526194,483546,546053,670926,1916873,818840,,112013,124504,139512,162238,156096,182884,234247,251418,769485,381893
620433,"Women's or girls' jackets and blazers of synthetic fibres (excluding knitted or crocheted, ...",10928,12809,18895,18003,13742,18032,21933,34502,43443,38840,,168888,238533,309152,356634,313264,296287,366827,364778,304300,228666,,89191,99513,111401,96661,93269,103559,120266,150708,154033,152848
853690,"Electrical apparatus for switching electrical circuits, or for making connections to or in ...",244,1275,1439,2457,10207,13323,13555,22080,22348,38776,,146007,179220,193582,157052,209496,279400,380219,373951,378850,414084,,243331,299661,321840,351490,371585,387553,471824,477702,488106,548883
761010,"Doors, windows and their frames and thresholds for door, of aluminium (excluding door furniture)",0,0,39,0,41,2166,8034,14688,22480,38580,,3527,3713,3610,55285,61772,47193,38852,45873,47814,65037,,5844,4807,4332,8876,8903,11087,15180,22434,30043,46190
640391,"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, ...",13353,15613,38428,23591,20837,27232,27942,28309,33410,38209,,562330,838610,1167426,1277542,1186342,1288475,1429324,1555263,1518887,2289217,,95786,105304,130396,96484,83281,82487,92277,97283,105589,146543
440139,"Sawdust and wood waste and scrap, agglomerated in logs or similar forms (excl. pellets and ...",14201,25001,19868,23041,25273,20621,28117,28046,37174,37875,,16876,24186,21646,39594,39538,28804,45685,32865,41201,40894,,17192,28257,24791,25692,33183,22434,29933,30485,39476,40306
830140,Locks of base metal (excluding padlocks and locks for motor vehicles or furniture),13,16,33,1,4,10,10198,24921,26545,36690,,314,564,1625,3934,5138,7198,27094,47213,69569,113010,,35194,36186,36847,35415,40962,43762,52533,67475,71820,90981
401519,"Gloves, mittens and mitts, of vulcanised rubber (excl. of a kind used for medical, surgical, ...",3217,4925,5933,5760,10141,13238,16730,21309,29155,36646,,55587,64492,80507,76792,91940,112668,143549,152867,311629,544399,,50437,61175,56702,61708,66826,80954,95056,102928,160927,291567
900211,"Objective lenses for cameras, projectors or photographic enlargers or reducers",23089,41355,28938,38718,60732,69867,74860,76412,36026,36357,,4,8724,35814,38771,32325,90935,43487,52730,45528,211833,,583540,765255,824736,842389,678114,960746,722305,609377,557569,653778
621210,"Brassieres of all types of textile materials, whether or not elasticated, incl. knitted or ...",1718,4641,7214,14221,24307,36287,45428,47393,43499,36316,,137767,154428,183058,213233,363179,561480,690134,820477,721248,1132250,,83840,103316,115342,145006,171997,188397,208140,214307,199734,210103
621050,"Women's or girls' garments of textile fabrics, rubberised or impregnated, coated, covered or ...",40981,73809,97933,77075,52194,55153,64381,61191,39334,36126,,107083,146831,193598,170287,194464,236278,266906,300511,365917,462490,,75607,110354,152982,116673,88644,85141,91919,94828,58939,73337
901839,"Needles, catheters, cannulae and the like, used in medical, surgical, dental or veterinary ...",439,750,3029,5931,9076,17393,21295,29311,36087,35514,,199298,212164,257796,242024,247526,210958,265381,329177,322101,356653,,255787,267389,307721,323301,365492,415975,450927,482649,524506,567030
841330,"Fuel, lubricating or cooling medium pumps for internal combustion piston engine",0,0,15,0,3,1,0,11239,19357,35448,,837,8159,8770,8148,14233,13789,15488,32882,49601,61937,,522055,560049,542691,475939,421454,332569,320254,321846,322255,408647
620640,"Women's or girls' blouses, shirts and shirt-blouses of man-made fibres (excluding knitted or ...",8211,17271,18105,22046,30844,42457,41624,36898,37717,35394,,128318,204368,294337,336592,422030,448854,535967,461021,327096,298916,,68703,95325,112365,112973,131748,164231,173003,161124,129293,125268
550953,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally ...",32560,30217,28794,29696,31922,30262,29825,23770,19139,35299,,139228,138656,161305,149693,144814,163843,184481,171002,133235,147248,,73292,73878,64003,57187,57817,53760,59815,49638,41077,64319
270111,"Anthracite, whether or not pulverised, non-agglomerated",156543,112461,112082,36005,7746,23533,64175,28940,12811,35267,,1200860,902332,545621,180802,115861,243757,319758,168813,115581,292268,,1360548,1136581,920569,805387,758968,934994,1194184,927152,606888,888923
71410,"Fresh, chilled, frozen or dried roots and tubers of manioc """"cassava"""", whether or not sliced ...""",48472,62232,58813,21048,22468,19731,26497,23758,31327,35174,,567844,386933,393220,398533,256205,285329,150763,81501,141679,178623,,121065,131092,116144,50646,47646,41871,46350,42078,49081,62469
902680,"Instruments or apparatus for measuring or checking variables of liquids or gases, n.e.s.",3,0,0,98,17947,17498,19690,22081,22271,34870,,46409,44188,40243,34062,55358,53706,54783,60319,55852,69194,,37489,44884,48521,53153,63290,58995,67600,59429,62046,78802
732393,"Table, kitchen or other household articles, and parts thereof, of stainless steel (excluding ...",6716,11864,12395,14638,15512,20818,25706,28469,28429,34252,,62784,64215,82004,91188,112459,85227,148093,123159,94558,117444,,122766,167766,200020,204887,206722,222357,238919,234305,234781,280615
440729,"Tropical wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",1613,1313,1008,480,558,20386,25104,27403,32186,33970,,1783,4699,38352,138941,41942,7279,133,213,700,47547,,13505,10386,8604,8168,6908,41301,45195,48829,49538,51470
270600,"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not ...",0,0,0,0,3690,5532,22000,33239,17219,33678,,0,0,13,24,1948,6279,23218,25061,15319,35187,,5687,10960,16426,119,6436,10028,23176,36189,29168,43261
630260,"Toilet linen and kitchen linen, of terry towelling or similar terry fabrics of cotton (excluding ...",30560,29234,31775,28956,28661,32801,32610,37938,31102,33672,,154786,171392,189757,188458,192201,210215,242955,267371,208846,251020,,40487,39733,44877,39423,40484,43050,48770,51645,43207,49084
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),147,1632,40880,2386,2672,7451,14934,20478,26767,33239,,69160,88401,119337,127227,135157,178192,96909,118585,149315,372509,,344703,344909,436849,440904,458909,478447,411808,376987,352819,398798
540245,"Filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex, single, untwisted ...",2456,13427,15681,11485,10976,20557,22250,29533,23337,32938,,57277,81412,66548,54821,62400,116828,128735,106566,70086,95963,,39485,42140,45825,38941,32846,44653,44395,58582,47029,72048
902620,Instruments and apparatus for measuring or checking pressure of liquids or gases (excluding ...,8,10,11471,17034,23378,23258,25690,26020,22465,32704,,17979,17060,19553,27559,30138,27854,25036,42006,46551,52114,,239601,268056,327354,359857,384070,402545,428696,413428,424603,495840
870894,"Steering wheels, steering columns and steering boxes, and parts thereof, for tractors, motor ...",149,295,302,106,108,348,2759,13819,21448,32593,,35639,39678,42788,46238,51310,59291,71427,94201,114821,140276,,183778,208434,192089,191372,208133,231468,232207,274119,291396,282646
620530,"Men's or boys' shirts of man-made fibres (excluding knitted or crocheted, nightshirts, singlets ...",13025,15431,17812,21020,20099,21510,27985,35471,33975,32262,,122514,130434,153479,167488,182565,168057,192754,205416,175784,213354,,36296,41679,45772,50363,49499,50464,58000,67817,62794,63214
620213,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made ...",17341,47886,48510,56905,39479,44409,53873,52454,44378,31589,,172156,230711,256082,272431,240510,224108,307959,305438,248543,322725,,108528,177649,194614,199537,171094,177201,221431,209448,154899,152159
902519,"Thermometers and pyrometers, not combined with other instruments (excluding liquid-filled thermometers ...",0,2,369,1072,4699,7805,12899,19026,27118,31495,,475,510,492,1001,2588,4130,11591,24829,68066,51941,,72772,65400,114193,126394,119293,134725,149470,158705,227738,235520
620520,"Men's or boys' shirts of cotton (excluding knitted or crocheted, nightshirts, singlets and ...",6469,9178,12105,13130,26731,40994,51572,50929,31317,30805,,330169,442998,563243,590874,623384,655973,730842,721440,514661,644468,,132497,149464,170019,160782,144826,134813,157693,143650,109404,111505
261310,Roasted molybdenum ores and concentrates,1336,2890,1779,5548,5659,14450,15171,11329,10971,30675,,10084,11378,14530,11711,8632,11802,17354,9945,3412,56427,,196229,150644,195713,160383,143242,205684,402476,411680,269748,506576
590210,"Tyre cord fabric of high-tenacity yarn of nylon or other polyamides, whether or not dipped ...",17672,19310,24299,28796,27956,15556,18289,18470,22304,30333,,72431,83398,101829,101702,101020,120614,147535,174729,130097,209090,,59247,61524,61948,61032,63532,53044,56347,57746,49968,73874
721391,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel, of circular ...",0,22,24,0,0,0,167,1634,96,30119,,36695,29065,16634,25611,21528,126841,257222,177633,343884,592029,,582824,450045,388282,269881,247931,288036,272719,242097,155267,425696
520522,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",121,453,297,894,5371,4541,6686,9251,11081,29396,,9933,25893,34441,49547,81351,96362,97115,116429,102217,201612,,37802,33266,23438,22640,23564,13770,18498,15091,17924,40257
610620,"Women's or girls' blouses, shirts and shirt-blouses of man-made fibres, knitted or crocheted ...",10875,14858,22032,23284,25274,27334,34167,33825,32114,29182,,96166,118835,137939,139154,142606,158200,160530,154487,139952,191809,,28884,32168,42504,43093,43556,46887,53303,51706,48981,46801
630622,Tents of synthetic fibres (excluding umbrella and play tents),4693,11435,8839,4792,5981,8218,6666,6059,15883,29174,,35229,42675,50231,52348,48508,56107,67576,77021,83576,132798,,30971,64507,69934,48044,39602,48652,51610,45096,96178,158314
440290,"Wood charcoal, whether or not agglomerated (excl. of bamboo or shell or nut, charcoal used ...",3130,4915,6822,13218,19978,24897,43089,32196,34103,29162,,4967,4846,14290,32467,38693,50843,65909,67138,63703,76260,,91852,99321,105038,113150,111565,108590,121866,110109,90585,85460
100620,Husked or brown rice,7938,0,20478,12671,4186,45473,81073,1897,52874,28764,,28144,10997,12194,11730,9575,41186,86111,41901,44194,34484,,48666,308152,231245,248696,212585,268588,267092,234354,337041,349789
851220,Electrical lighting or visual signalling equipment for motor vehicles (excluding lamps of heading ...,0,0,0,8,380,282,1775,7291,25243,28649,,10461,8765,13344,14775,20131,27455,48196,63680,86590,188616,,112395,131942,112539,102236,135494,169689,192181,200314,239336,259337
852859,"Monitors, not incorporating television reception apparatus (excluding with cathode ray tube ...",0,1,11,1913,12005,17034,14900,9688,25943,28493,,651,4954,23295,39757,140538,256742,677142,1185184,1500458,379248,,49563,46737,48503,55086,90160,111060,85257,129513,158236,129814
610462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton, knitted ...",4988,6774,7371,8539,8191,7985,14373,17980,18328,28216,,233428,268366,326361,373028,409914,492649,554623,555469,607182,920050,,37561,48705,51053,47560,46824,47825,55602,62006,56301,82087
852910,"Aerials and aerial reflectors of all kinds; parts suitable for use therewith, n.e.s.",289,551,5320,4167,5358,6176,16575,17112,17020,28158,,19460,18951,29446,50985,47060,57325,125296,156445,170788,215809,,117771,150225,219608,287750,313379,189655,178507,148595,145675,147821
950300,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ...""",5929,8027,11528,21183,37883,52882,86074,41163,26209,27733,,212346,245370,354547,447721,600325,803578,875607,1018424,1054139,2439359,,475297,561836,658068,701393,802371,796670,814905,766744,737603,895221
847160,"Input or output units for automatic data-processing machines, whether or not containing storage ...",2808,5312,15911,20124,25955,22683,7737,8760,20332,27624,,41746,68072,55619,13984,35979,40344,27967,39467,100485,885725,,256760,239542,524865,461885,614630,433916,361625,409465,532468,601401
620113,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made ...",9524,19956,22795,27267,26183,33690,41348,40749,29009,27536,,156135,208030,263070,254427,305029,259612,268151,272518,219815,168024,,55511,88410,95340,76979,66117,73648,86006,85639,60015,64075
844399,"Parts and accessories of printers, copying machines and facsimile machines, n.e.s. (excluding ...",17692,18258,17879,11521,17699,23382,28231,24154,25734,27415,,191040,210187,225505,253116,297542,378785,442233,472092,421137,1749655,,835340,782099,732172,673719,656310,655907,575178,523397,496425,560125
