Product code,Product label,"Taipei, Chinese's imports from India-Value in 2012","Taipei, Chinese's imports from India-Value in 2013","Taipei, Chinese's imports from India-Value in 2014","Taipei, Chinese's imports from India-Value in 2015","Taipei, Chinese's imports from India-Value in 2016","Taipei, Chinese's imports from India-Value in 2017","Taipei, Chinese's imports from India-Value in 2018","Taipei, Chinese's imports from India-Value in 2019","Taipei, Chinese's imports from India-Value in 2020","Taipei, Chinese's imports from India-Value in 2021",India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
720410,"Waste and scrap, of cast iron (excluding radioactive)",0,0,0,0,0,0,0,0,0,0,,879,68,307,231,300,475,577,1064,1689,1504,,1050,493,387,93,2,2,37,206,3,5
720430,"Waste and scrap of tinned iron or steel (excluding radioactive, and waste and scrap of batteries ...",0,0,0,0,0,0,0,0,0,0,,42,122,95,323,303,93,50,27,14,31,,325,505,4041,1026,1094,4685,2353,2150,1533,3574
720915,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,7277,18042,3553,4292,12178,49211,12314,11529,4044,41348,,1656,3089,5867,3729,2345,1083,1919,1004,2369,5782
721069,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,6227,14796,13979,12463,14039,98309,134449,146228,119133,110586,,4888,5763,6418,4519,7319,6767,7005,4881,6212,10940
721922,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,64,3,77,0,0,16,0,0,0,,20398,28428,36343,15425,15227,31101,20820,32852,30685,71643,,10807,17518,15963,10191,8440,13034,17347,15846,15357,19105
621590,"Ties, bow ties and cravats of textile materials (excluding of silk, silk waste or man-made ...",1,0,2,0,1,0,0,1,0,0,,767,750,565,541,833,873,471,2131,855,1624,,214,265,221,197,159,178,148,126,76,61
630533,"Sacks and bags, for the packing of goods, of polyethylene or polypropylene strip or the like ...",0,0,0,0,0,58,6,0,0,0,,3809,10005,17369,25301,14840,12839,24044,18663,21523,22806,,21044,21737,22526,25131,28870,33380,41003,44266,44380,54116
630622,Tents of synthetic fibres (excluding umbrella and play tents),0,0,0,0,0,1,0,0,0,0,,229,251,125,1057,268,180,211,207,176,184,,1280,1914,3802,8340,8184,9874,8412,7955,9278,12897
630640,Pneumatic mattresses of textile materials,0,0,0,0,0,0,0,0,0,0,,23,0,0,3,4,3,0,1,0,12,,282,360,744,1336,1956,2669,2592,3003,3554,3761
680990,Articles of plaster or of compositions based on plaster (excluding plaster bandages for straightening ...,0,0,0,1,0,0,5,4,9,0,,817,410,455,270,476,543,501,284,365,246,,247,267,273,254,321,701,827,1223,848,1925
681019,"Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone (excluding ...",0,0,0,0,106,111,0,2,0,0,,8068,13780,12198,16761,12051,19257,28640,94729,91191,172774,,6326,7427,9750,7972,8090,7648,9944,20719,21844,22836
681291,"Clothing, clothing accessories, footwear and headgear of asbestos or of mixtures with a basis ...",0,0,0,0,0,0,0,0,0,0,,22,8,23,7,4,12,14,26,10,43,,19,7,10,6,4,0,6,0,2,15
650100,"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux ...",0,0,0,0,0,0,0,0,0,0,,2794,2089,889,928,1437,708,904,1203,1454,876,,0,0,2,0,0,1,1,3,4,7
650610,"Safety headgear, whether or not lined or trimmed",0,8,5,24,0,0,0,0,0,0,,17462,14569,12672,14474,13697,17701,19095,24634,29713,49064,,4039,5206,7124,8866,14261,14539,16179,16914,20534,27489
660390,"Parts, trimmings and accessories for umbrellas and sun umbrellas of heading 6601 or for walking ...""",0,0,0,0,0,0,0,0,0,0,,594,951,902,1063,858,450,662,997,521,691,,1285,1061,1194,931,1013,834,897,668,358,499
710121,"Cultured pearls, unworked, whether or not graded",0,0,0,0,40,0,0,0,0,0,,765,1153,1420,1069,643,323,15,87,11,25,,887,808,1063,569,632,495,472,469,442,642
710610,"Powder of silver, incl. silver plated with gold or platinum",0,0,0,0,0,0,0,0,0,0,,13359,5303,3914,1,59,11,23,53,448,1833,,467206,286900,374938,455008,610441,527506,339366,209544,302768,286326
711011,"Platinum, unwrought or in powder form",0,0,0,0,0,0,0,0,0,0,,301,6249,8129,24,58,0,3172,834,4276,9979,,14608,6313,24304,3284,11530,8969,9329,11142,14046,17920
711039,Rhodium in semi-manufactured forms,0,0,0,0,0,0,0,0,0,0,,89,121,2,0,0,0,230,1044,1024,8470,,364,1243,1905,708,85,238,24,19,90,88
711291,"Waste and scrap of gold, incl. metal clad with gold, and other waste and scrap containing gold ...",0,0,0,0,0,0,0,0,0,0,,1258,913,28138,453,0,54,6,26,74,74,,29900,203950,446114,876844,115706,11271,4540,197,9,0
701328,"Drinking glasses, stemware (excluding of glass ceramics or of lead crystal)",0,1,0,0,0,0,0,0,0,0,,2959,3316,3251,3052,2650,886,2810,869,402,701,,1369,1857,4226,6515,2624,2631,3147,2409,3040,2979
701333,Drinking glasses of lead crystal (excluding stemware),0,2,0,0,1,0,0,0,0,0,,1,14,22,8,20,502,921,1430,849,1617,,246,300,303,277,626,485,368,430,329,456
700312,"Cast glass and rolled glass, in non-wired sheets, coloured throughout the mass """"body tinted"""", ...""",0,0,0,0,0,0,0,0,0,0,,685,662,446,520,1019,949,667,853,481,1178,,100,102,66,45,51,18,43,58,31,59
690590,"Ceramic chimney pots, cowls, chimney liners, architectural ornaments and other ceramic constructional ...",0,0,0,0,0,0,0,0,0,0,,1964,281,193,915,437,172,364,34,417,49,,38,247,591,585,164,132,133,62,59,331
690710,"Unglazed ceramic tiles, mosaic cubes and similar articles, whether or not square or rectangular, ...",0,0,5,74,17,0,0,0,0,0,,13775,22740,50158,91420,110968,11171,0,0,0,0,,180,41,61,110,51,0,0,0,0,0
848710,Ships' or boats' propellers and blades therefor,0,0,0,0,0,0,0,0,0,0,,11066,54038,2491,2124,5188,4144,4077,21982,23876,2753,,4042,4393,14068,11769,6840,7559,6131,5700,1865,1947
850650,Lithium cells and batteries (excluding spent),5,2,1,0,1,0,0,0,3,0,,837,329,2794,2821,767,1935,1348,1805,570,8174,,36236,30280,21996,19649,21136,20262,23859,28015,28290,40632
850860,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners (excluding with self-contained ...",0,0,0,0,0,0,0,0,0,0,,386,1302,271,481,138,438,293,251,214,284,,1684,1318,1060,1595,1210,1729,887,422,723,899
850980,"Electromechanical domestic appliances, with self-contained electric motor (excluding vacuum ...",0,0,0,0,0,0,0,0,0,0,,1407,1096,1498,2420,1285,1191,909,792,1237,1626,,39403,34565,49348,43522,60944,70379,100612,83519,112135,148924
846791,"Parts of chainsaws, for working in the hand, with self-contained electric or non-electric motor, ...",0,0,0,0,0,0,0,0,0,0,,37,56,46,112,67,83,303,320,575,209,,514,367,435,568,431,528,319,317,269,391
847910,"Machinery for public works, building or the like, n.e.s.",0,0,0,0,0,0,0,0,0,0,,3772,4439,4883,9286,8450,3161,5384,7021,7838,14229,,11407,7996,7392,7689,5886,10478,8948,9790,9031,11512
847930,Presses for the manufacture of particle board or fibre building board of wood or other ligneous ...,0,0,0,0,0,0,0,0,0,0,,329,1979,735,1118,1231,1746,3776,870,690,2261,,1843,2361,1860,3270,684,934,2183,3905,1353,3097
847950,"Industrial robots, n.e.s.",0,0,68,0,0,0,0,0,0,0,,949,1014,1121,1350,2454,3304,6313,31647,7306,8556,,76021,79619,91989,116146,127631,129750,140068,104856,99190,123528
850231,"Generating sets, wind-powered",0,0,0,0,0,0,0,504,0,0,,43783,76293,83027,4651,8099,18244,32133,42320,195429,292550,,54249,52761,5883,15023,35406,1453,11708,172105,426791,817867
851610,Electric instantaneous or storage water heaters and immersion heaters,0,0,0,0,0,0,0,0,0,0,,1401,2086,46921,2001,2714,2736,5255,8298,7722,9023,,2425,1924,3441,1786,2056,2807,20453,28029,31413,42016
851830,"Headphones and earphones, whether or not combined with microphone, and sets consisting of a ...",2,0,0,0,0,0,25,1,2,0,,346,432,1779,1143,1482,2142,10023,6156,5720,6892,,119729,77017,70012,54625,60538,90773,120831,218645,307052,304757
851981,"Sound recording or sound reproducing apparatus, using magnetic, optical or semiconductor media ...",0,0,0,0,0,0,0,0,0,0,,2,11,1,46,68,62,172,15,36,16,,10055,10226,9188,6663,7219,7274,8660,8119,7188,6870
853010,"Electrical signalling, safety or traffic control equipment for railways or tramways (excluding ...",0,5,0,0,0,0,0,0,0,0,,2133,1859,573,239,3413,1846,1188,2450,3862,7148,,52,3260,4313,569,656,267,254,195,683,1803
851529,"Machines for resistance welding of metals, neither fully nor partly automatic",0,0,0,0,0,0,0,0,0,0,,1352,2613,416,730,901,880,1122,1112,621,1184,,450,1114,935,648,315,709,468,754,436,598
852841,Cathode-ray tube monitors of a kind solely or principally used in an automatic data-processing ...,0,0,0,0,0,0,0,0,0,0,,19,36,38,14,5,0,0,0,0,0,,174,129,98,143,124,0,0,0,0,0
852859,"Monitors, not incorporating television reception apparatus (excluding with cathode ray tube ...",36,27,0,0,0,4,0,0,0,0,,2672,2755,2634,7316,10012,12706,11145,7039,7864,8007,,287581,309493,291979,362080,385619,388378,413178,407238,445648,688947
854060,"Cathoderay tubes (excluding television and video-monitor cathoderay tubes, television camera ...",0,0,0,0,0,0,0,0,0,0,,115,52,3,163,1599,3,9,37,0,169,,278,76,30,50,470,22,145,38,72,23
854099,"Parts of thermionic, cold cathode or photo cathode valves and tubes, n.e.s. (excluding parts ...",0,0,0,0,0,0,0,0,0,0,,783,2642,2312,1547,1858,275,532,41,54,37,,11965,8846,6653,6791,7649,9091,8581,6154,8696,9552
860729,"Brakes (other than air brakes), and parts thereof, for railway or tramway locomotives or rolling ...",0,0,0,0,0,0,0,0,0,0,,6058,3919,5293,5476,5907,7070,5716,9315,5058,3328,,3998,6294,3265,1508,3482,3168,2959,3443,4247,6865
870110,Pedestrian-controlled agricultural tractors and similar tractors for industry (excluding tractor ...,0,0,0,0,0,0,0,0,0,0,,642,3092,1237,680,699,4382,3284,2619,845,2732,,0,0,0,0,0,0,0,0,3,0
870130,Track-laying tractors (excluding pedestrian-controlled),0,0,0,0,0,0,0,0,0,0,,4424,2366,4526,1994,5459,89370,93089,47095,44352,60568,,0,6,0,0,0,1,0,4,3,43
870322,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",4256,13256,26209,11033,7405,6342,1279,490,0,0,,2634205,3540087,3236803,2948191,3395703,3476198,3261097,3178158,1947229,2914608,,139743,168036,225248,255921,354839,473043,646029,556635,682242,651863
870360,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,106,0,27,0,0,,0,0,0,0,0,950,3533,7441,14330,30533
870422,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",0,0,0,0,0,0,0,0,0,0,,175330,177690,218696,199632,186021,269226,360473,247793,188686,374822,,7032,8010,9115,7075,12990,13821,16224,23551,21748,54808
901060,Projection screens,0,4,149,124,191,63,421,21,19,0,,194,903,1332,1285,1690,2080,1788,1897,493,365,,2546,2670,2471,2734,2729,2283,3037,2727,2865,2379
901420,Instruments and appliances for aeronautical or space navigation (excluding compasses and radio ...,0,0,0,0,3,0,0,0,0,0,,783,2355,9608,1889,1635,1334,8699,69506,37372,37212,,2211,5955,4075,7203,10524,7838,997,2544,10300,10786
870240,"Motor vehicles for the transport of >= 10 persons, incl. driver, with only electric motor for ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2899,916,0,0,297,,0,0,0,0,0,160,0,492,36,347
901849,"Instruments and appliances used in dental sciences, n.e.s.",3,5,0,0,11,173,0,6,0,0,,5813,7119,5933,6234,8297,10516,12296,15898,11416,18820,,28198,32953,32995,28660,29665,31300,34714,38139,38807,37809
902140,Hearing aids (excluding parts and accessories),0,0,0,0,0,0,0,0,0,0,,1466,1721,1252,945,1516,2165,2895,2149,1754,1806,,7780,10253,10536,11834,10386,14728,18423,17193,16365,18311
902490,Parts and accessories for machines and appliances for testing the mechanical properties of ...,12,1,0,0,6,0,3,6,1,0,,4390,3390,2533,2175,2682,3493,3856,4915,3197,4753,,7990,6817,9110,9389,8518,8794,10658,9680,8934,9123
900319,"Frames and mountings for spectacles, goggles or the like (excluding of plastics)",0,0,0,0,0,0,0,0,0,0,,903,1112,1048,1050,1125,1251,1648,1653,1965,4182,,19981,22757,22630,18119,16415,15611,20032,22742,23091,23078
900410,Sunglasses,0,0,0,0,1,0,0,0,0,0,,817,581,1051,1195,1293,1116,4883,4056,9187,3069,,16962,19434,25579,27991,32073,30023,24357,25796,21999,18916
900490,"Spectacles, goggles and the like, corrective, protective or other (excluding spectacles for ...",0,0,0,0,0,4,0,0,0,0,,1386,1141,1817,1477,1798,2941,8692,19213,11599,20060,,8825,6629,6797,5850,9689,7691,6300,6235,6320,5597
900651,"Cameras with a through-the-lens viewfinder [single lens reflex """"SLR""""] for roll film of a ...""",0,0,0,0,0,0,0,0,0,0,,678,515,4,0,9,2,1,8,0,0,,64,27,16,22,39,21,17,27,8,19
900652,"Cameras for roll film of a width of < 35 mm (excluding instant print cameras, single lens ...""",0,0,0,0,0,0,0,0,0,0,,32,116,139,41,31,1,1,0,0,0,,117,84,38,35,29,27,40,136,46,9
871640,"Trailers and semi-trailers, not designed for running on rails (excluding trailers and semi-trailers ...",0,0,0,0,0,0,0,0,0,0,,4188,1229,3417,2463,2101,2024,1295,1713,589,2228,,3,165,301,291,666,350,528,295,479,463
880211,Helicopters of an unladen weight <= 2.000 kg (excl. unmanned of heading 8806),0,0,0,0,0,0,0,0,0,0,,9000,6552,7061,2492,1647,2314,5553,27,1761,8635,,0,70,0,63,61,14,261,145,93,4
890110,"Cruise ships, excursion boats and similar vessels principally designed for the transport of ...",0,0,0,0,0,0,0,0,0,0,,229025,164288,230882,57375,136339,88378,168970,619706,404665,90739,,0,3929,0,4729,3161,5938,10748,33783,4075,14087
890310,Inflatable vessels for pleasure or sports,0,0,0,0,0,0,0,0,0,0,,6,31,0,2,24,17,36,3,4,63,,116,78,166,167,142,229,199,233,207,264
843850,Machinery for the industrial preparation of meat or poultry (excluding cooking and other heating ...,0,0,0,0,0,0,0,49,0,0,,703,663,585,975,1913,1003,1302,1386,314,1134,,10703,8822,11594,19040,11202,18486,14726,12304,27333,15011
846229,"Bending, folding, straightening or flattening machines for flat products (excl. numerically ...",0,134,0,0,0,0,0,0,0,0,,6007,7647,10309,8406,5727,5642,6090,6646,5537,6606,,9190,12428,7030,5778,6977,3626,5458,5429,2776,10256
846390,"Machine tools for working metal, sintered metal carbides or cermets, without removing metal ...",88,10,0,0,0,0,0,1,0,0,,2508,3692,2520,2453,3459,4790,2227,2751,1946,2580,,6252,9894,6163,6287,16630,13559,14131,12245,10115,4871
846490,"Machine tools for working stones, concrete, asbestos cement or similar mineral substances or ...",0,0,0,0,0,0,0,0,0,0,,3437,1560,954,2023,1154,1967,1462,979,1179,4002,,19462,34018,19597,18381,18812,15472,10899,10006,7849,14337
846595,"Drilling or mortising machines for working wood, cork, bone, hard rubber, hard plastics or ...",0,0,0,158,82,85,0,0,0,0,,2167,1024,677,2218,916,480,1044,1093,811,824,,13829,11177,17401,16816,16484,15664,10174,10682,13216,58835
846596,"Splitting, slicing or paring machines, for working wood",0,0,0,0,0,0,0,0,0,0,,116,210,701,45,63,314,187,157,69,240,,5377,8100,8330,5095,5806,1239,2376,1780,2942,2198
846691,"Parts and accessories for machine tools for working stone, ceramics, concrete, asbestos-cement ...",0,0,0,1,1,0,0,0,1,0,,1467,1304,1124,993,1446,1422,1305,1409,716,1031,,11306,9321,7767,6692,3603,5036,4815,10030,10833,16211
846711,"Tools for working in the hand, pneumatic, rotary type, incl. combined rotary-percussion",8,0,0,3,9,8,1,6,0,0,,9474,28641,13426,12247,9825,19834,18276,11847,9536,15057,,7197,5496,5339,4730,4693,4939,5280,3967,3629,4488
846722,"Saws for working in the hand, with self-contained electric motor",0,0,0,0,0,0,0,0,0,0,,78,131,212,243,160,397,435,727,624,992,,1556,1429,2178,2386,2685,3004,3670,3705,5614,6830
846729,"Electromechanical tools for working in the hand, with self-contained electric motor (excluding ...",0,0,0,0,0,0,0,0,0,0,,3594,3365,3655,2391,4345,5771,6764,5725,9860,18216,,26003,26554,35966,29775,33095,36899,36360,42894,45163,55221
847310,"Parts and accessories for typewriters or word-processing machines of heading 8469, n.e.s.",0,0,0,0,0,0,0,0,0,0,,3250,46614,9514,6690,3549,45,0,0,0,0,,199,340,1042,199,197,0,0,0,0,0
847621,Automatic beverage-vending machines incorporating heating or refrigerating devices,0,0,0,0,0,0,0,0,0,0,,900,938,974,1234,868,1257,1778,2404,2299,2143,,679,647,1283,2016,2979,2525,4730,4997,4320,4066
847740,Vacuum-moulding machines and other thermoforming machines for working rubber or plastics,0,0,0,0,2,3,5,0,0,0,,1724,2360,2553,3205,3619,3941,5578,6439,3043,4336,,12013,13371,15751,8108,11662,22416,18485,11083,15355,15205
842820,Pneumatic elevators and conveyors,0,0,0,0,0,0,0,0,0,0,,12993,18498,22595,25444,27959,28930,45116,49124,31808,43813,,1273,1436,1333,1055,2077,2473,1408,1708,1639,1472
842832,"Continuous-action elevators and conveyors for goods or materials, bucket type (excluding for ...",0,0,0,0,0,0,0,0,0,0,,1885,1376,1382,738,3372,3776,3672,1492,2002,1753,,1327,2501,684,613,1067,2641,1423,1374,8001,1407
842833,"Continuous-action elevators and conveyors for goods or materials, belt type (excluding those ...",0,0,0,0,0,156,0,0,0,0,,247,5470,8536,5273,4466,2295,4118,8586,3440,7895,,3746,4245,6274,14263,8616,18572,9513,15985,12240,19412
842441,"Agricultural or horticultural sprayers, portable",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,30,137,91,596,547,,0,0,0,0,0,1710,1772,3164,2110,1696
845229,"Sewing machines, industrial type (excluding automatic units)",0,13,0,0,0,0,0,0,0,0,,5874,4413,5482,5479,7004,9028,8442,9124,8381,12132,,9247,10040,11406,11141,16168,15635,15358,11559,7485,10160
845240,"Furniture, bases and covers for sewing machines and parts thereof",0,0,0,0,0,0,0,0,0,0,,546,0,0,0,0,0,0,0,0,0,,1287,1395,0,0,0,0,0,0,0,0
845410,Converters of a kind used in metallurgy or in metal foundries,0,0,0,0,0,0,0,0,0,0,,216,1127,1142,1197,320,3519,5244,2252,296,2457,,780,479,1792,752,292,280,443,930,7,530
845620,"Machine tools for working any material by removal of material, operated by ultrasonic processes ...",0,0,0,0,0,0,0,0,3,0,,126,94,221,620,345,350,583,379,291,194,,1399,401,542,455,666,728,1335,1267,850,2256
845690,"Machine tools for working any material by removal of material, operated by electro-chemical ...",0,85,2077,0,0,0,44,0,0,0,,1278,1550,1851,1469,1728,1662,1449,2124,2373,2816,,27196,24172,20450,27564,17180,22571,22644,15565,15582,22106
845941,"Boring machines for metals, numerically controlled (excl. way-type unit head machines and boring-milling ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1990,2813,1587,3085,3346,,0,0,0,0,0,366,5,666,405,130
845961,"Milling machines for metals, numerically controlled (excluding way-type unit head machines, ...",0,0,0,0,0,0,0,0,0,0,,319,333,980,294,253,523,458,888,99,573,,2277,4856,7616,5025,5887,5064,7102,16378,14639,19533
846011,"Flat-surface grinding machines, for working metal, in which the positioning in any one axis ...",0,0,0,0,0,0,0,0,0,0,,89,187,1223,1103,16,0,0,0,0,0,,3121,2653,5224,7456,12326,0,0,0,0,0
846031,"Sharpening """"tool or cutter grinding"""" machines, numerically controlled""""",0,0,0,0,0,0,0,0,0,0,,14,7,41,376,1244,4553,4300,1989,2361,6260,,11504,16411,19643,8903,10574,8061,20279,16475,5679,11167
830130,"Locks used for furniture, of base metal",0,0,1,0,0,0,0,0,0,0,,380,548,382,418,611,801,715,754,937,1477,,901,955,1028,1044,808,1001,1398,1725,1443,1449
841690,"Parts of furnace burners such as mechanical stokers, incl. their mechanical grates, mechanical ...",0,598,605,22,0,0,0,0,0,0,,5769,4295,4280,2306,3456,3519,4657,5501,4841,4572,,10714,30830,29996,19282,22345,23545,20029,33114,9223,15196
830820,"Tubular or bifurcated rivets, of base metal",0,0,0,0,0,0,0,0,0,0,,369,167,162,117,112,54,223,3885,156,182,,140,59,64,50,79,104,130,165,182,205
831120,"Cored wire of base metal, for electric arc-welding",244,44,88,1,0,0,0,0,0,0,,6557,2432,2324,2237,1543,2302,3632,3246,3154,3324,,4506,3687,3580,2906,3371,2682,3092,2656,3078,3973
840120,"Machinery and apparatus for isotopic separation and parts thereof, n.e.s. [Euratom]",0,0,0,0,0,0,0,0,0,0,,70,53,4,653,1,37,161,204,49,332,,0,0,0,0,0,0,51,24,65,72
840130,"Fuel elements """"cartridges"""", non-irradiated, in casing with handling fixtures, for nuclear ...""",0,0,0,0,0,0,0,0,0,0,,11,26,0,10,0,0,2,0,1,0,,183417,317051,162372,137663,183532,65090,44310,176775,83225,91020
840220,Superheated water boilers,0,0,0,0,0,0,0,0,0,0,,10590,1708,8955,827,9598,128,1150,7804,18743,5358,,113,35,17,135,11,46,136,6763,51,100
840682,"Steam and other vapour turbines, of an output <= 40 MW (excluding those for marine propulsion)",0,0,0,0,0,0,0,0,0,0,,23464,32733,18343,32826,22717,56497,80763,72044,39472,64613,,3643,873,777,8101,1721,1864,386,1576,1210,4442
840732,"Spark-ignition reciprocating piston engine, of a kind used for the propulsion of vehicles of ...",0,0,0,0,0,0,0,0,0,0,,67,130,232,5971,3010,85,4935,44355,49037,96735,,5516,5931,4363,3730,2892,1809,231,167,1211,746
761520,"Sanitary ware and parts thereof, of aluminium (excluding cans, boxes and similar containers ...",0,0,0,0,0,0,1,0,0,0,,3273,14222,7048,4649,2251,1393,1100,2677,1667,2764,,44,94,125,97,55,176,272,123,73,169
780191,"Unwrought lead, containing by weight antimony as the principal other element",53,417,0,0,190,0,0,5,0,0,,20341,29674,28007,10381,21033,30199,26325,32526,26522,49718,,53,1616,6,590,3262,2191,2015,2252,1363,1456
820830,"Knives and cutting blades, of base metal, for kitchen appliances or for machines used by the ...",0,0,0,0,0,40,0,0,0,0,,116,75,143,184,202,143,114,118,64,224,,1117,1151,929,787,903,1036,1015,1179,1174,1353
821193,"Knives having other than fixed blades, incl. pruning knives, of base metal (excluding razors)",0,2,0,0,0,0,0,0,0,0,,629,731,692,785,784,1020,753,587,437,539,,2096,2189,1878,2123,2524,2208,2208,2183,3015,3700
800700,"Articles of tin, n.e.s.",0,0,426,911,0,0,1,1,23,0,,2636,2067,1319,1096,1477,1130,375,470,696,683,,26502,25708,28665,27881,17831,18496,19538,20160,22626,43467
810194,"Unwrought tungsten, incl. bars and rods of tungsten obtained simply by sintering",0,0,0,0,0,0,0,0,0,0,,3892,176,24,214,21,13,1217,30,243,2713,,2810,4392,4832,2869,4131,5185,5676,7575,18969,22286
810320,"Unwrought tantalum, incl. bars and rods of tantalum obtained simply by sintering; tantalum ...",0,0,0,0,0,0,0,0,0,0,,0,3,2,0,0,0,6,8,271,226,,6062,2727,3756,3056,865,2330,1959,1670,2341,2572
811299,"Articles of niobium """"columbium"""", gallium, indium, vanadium and germanium, n.e.s.""""",0,0,2,4,0,10,28,22,0,0,,10,342,78,15,40,4,16,287,5,210,,29580,32292,50864,22130,18074,20399,29664,15548,14190,16781
820110,"Spades and shovels, with working parts of base metal",0,0,1,0,0,0,0,0,0,0,,9434,10235,11825,11775,9993,9703,9970,9336,8789,14689,,707,758,947,679,815,818,660,890,984,1102
820239,"Circular saw blades, incl. slitting or slotting saw blades, and parts thereof, of base metal, ...",0,0,0,0,0,0,0,0,0,0,,1574,236,1320,209,247,360,569,518,427,11284,,9632,10582,10706,10425,11025,11177,11463,11744,12817,17582
820240,Chainsaw blades of base metal,0,0,0,0,0,0,0,0,0,0,,63,74,84,52,408,764,707,1003,527,1182,,1328,2870,1820,926,1178,1261,814,1124,1547,2009
