Product code,Product label,Germany's imports from Australia-Value in 2012,Germany's imports from Australia-Value in 2013,Germany's imports from Australia-Value in 2014,Germany's imports from Australia-Value in 2015,Germany's imports from Australia-Value in 2016,Germany's imports from Australia-Value in 2017,Germany's imports from Australia-Value in 2018,Germany's imports from Australia-Value in 2019,Germany's imports from Australia-Value in 2020,Germany's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
901850,"Ophthalmic instruments and appliances, n.e.s.",1690,1643,2355,1841,1805,1704,958,1032,977,1248,,31494,39559,44330,46149,40832,36926,37696,37773,31157,41004,,297285,316978,306791,296464,279589,262312,279272,279155,249307,295825
510121,"Shorn wool, degreased, non-carbonised, neither carded nor combed",2224,1785,2524,865,631,652,849,1473,892,1218,,122581,109237,130967,81696,55271,65124,84948,51994,24140,42914,,28971,29576,32098,24612,22945,18267,18725,15051,12575,14437
852329,Magnetic media for the recording of sound or of other phenomena (excluding cards incorporating ...,3183,2803,2142,1997,1844,1659,1777,1458,1354,1216,,18654,15014,13724,9196,16312,19232,12811,21543,16668,14737,,238220,190539,205558,125638,154250,198539,215859,164861,83674,84716
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",22991,1548,1435,1260,942,1398,1814,1001,791,1194,,129564,84693,77128,65030,60306,61799,59463,63533,67960,68805,,1662236,1762464,2076648,1921558,1940125,1639466,1841496,1822589,1589509,1797277
940540,"Electric lamps and lighting fittings, n.e.s.",308,440,1247,1362,1627,1304,1891,1870,1272,1185,,37911,36623,33322,39492,38125,37924,41450,41863,40876,52442,,1190126,1404509,1622855,1317217,1361196,1410424,1493636,1430504,1298355,1520809
20120,"Fresh or chilled bovine cuts, with bone in (excluding carcases and 1/2 carcases)",18,102,111,479,643,914,988,1244,908,1172,,44755,62651,60245,55743,61996,65241,68304,72033,72931,96162,,446424,433023,411705,401012,396583,406437,426475,387873,377620,351900
902730,"Spectrometers, spectrophotometers and spectrographs using optical radiations, such as UV, visible, ...",33123,17359,6424,875,562,660,328,330,381,1156,,69804,27014,14384,12495,13735,8001,9895,9681,9134,7528,,261629,231527,222448,239644,223379,238759,254154,230938,254799,283558
300290,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses",606,676,789,608,1033,763,1367,1409,1209,1147,,23691,39038,66706,66106,63285,57326,67786,79521,97994,90898,,379320,438524,285033,300070,374427,392775,460447,523176,802577,986331
902780,"Instruments and apparatus for physical or chemical analysis, or for measuring or checking viscosity, ...",1116,1537,1142,861,747,726,1066,3986,2060,1134,,34440,26234,28207,31842,34109,37244,56139,59047,51414,59442,,850580,825450,954039,876471,921636,1076778,975603,818627,993020,1149398
847149,"Data-processing machines, automatic, presented in the form of systems """"comprising at least ...""",524,255,107,129,141,1571,246,328,1522,1125,,16365,25224,32214,26206,21585,19893,19789,20499,15772,15930,,1069100,1053398,1235429,1087202,1165577,1269532,1509016,1650520,1345515,1309834
210390,Preparations for sauces and prepared sauces; mixed condiments and seasonings (excluding soya ...,237,251,380,404,444,1055,1374,915,1585,1121,,96193,93398,104859,97311,98821,103260,96959,85224,86311,111089,,381212,395748,399573,356135,374150,395486,436213,441327,510544,587313
250590,"Natural sands of all kinds, whether or not coloured (excluding silica sands, quartz sands, ...",1373,1193,1240,1054,766,1070,861,1287,1105,1107,,5809,3118,5392,3207,1688,6390,1064,1121,7907,6284,,23166,22154,24650,18853,18781,22542,20421,27743,26205,21903
293399,"Heterocyclic compounds with nitrogen hetero-atom[s] only (excluding those containing an unfused ...""",420,624,1381,898,1349,1441,2555,3016,985,1092,,2342,3199,2476,1330,2500,6385,3297,3174,1208,2123,,1009522,1051525,1262223,1302646,1268906,838222,689637,736190,707739,802945
711019,"Platinum, in semi-manufactured forms",16,0,33,0,0,49,239,77,377,1084,,3655,3346,1751,1012,1171,970,328,311,1606,2732,,287475,228611,183277,141891,138790,134103,145978,144785,144834,245625
640419,Footwear with outer soles of rubber or plastics and uppers of textile materials (excluding ...,8,4,10,13,16,11,24,71,625,1066,,3201,2570,3040,2166,3486,4680,5049,3848,8899,7833,,902423,996545,1049398,1056370,1204122,1381441,1520944,1669335,1666461,1925350
330590,"Preparations for use on the hair (excluding shampoos, preparations for permanent waving or ...",162,874,432,545,533,237,131,866,877,1060,,52774,45367,47847,44445,43881,53789,45278,48339,50876,70076,,310223,407559,409828,372700,344243,390069,415979,417727,439735,504516
810520,Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; cobalt ...,1178,1444,872,1624,1110,137,1152,2032,0,1051,,147270,135657,147118,156855,81951,169773,212955,116208,152079,129220,,110997,96901,102996,103977,86785,165876,232253,114115,88842,118501
853120,"Indicator panels with liquid crystal devices """"LCD"""" or light emitting diodes """"LED"""" (excluding ...""",104,252,236,251,265,204,645,471,539,1035,,23353,13213,10655,9595,15725,18094,15822,15569,11426,10638,,992356,909802,972896,631327,514070,670269,565417,483863,499592,536797
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",1680,993,2470,1154,501,1220,777,630,593,1024,,153862,122881,120521,96470,104035,86226,105620,95236,104333,119450,,3127743,3220881,3609506,3196871,3399181,3713789,4391342,4111006,3709324,4660640
848140,Safety or relief valves,274,115,381,82,175,320,453,501,528,1004,,9978,18621,15355,15602,9886,11780,14604,11436,6196,8076,,265760,259697,243551,219302,231158,262405,332089,349936,281979,285404
843390,"Parts of harvesting machinery, threshing machinery, mowers and machines for cleaning, sorting ...",25,180,110,57,45,78,289,479,141,1002,,14775,13890,17966,12978,10245,5878,6189,11401,8762,19369,,618625,661331,572301,471245,485024,546675,631896,567542,546885,716621
480411,"Unbleached kraftliner, uncoated, in rolls of a width > 36 cm",6571,9558,2745,4665,1426,363,0,696,15,997,,51184,57616,61575,45093,33412,43102,12744,11143,16754,18017,,535207,607312,586548,495255,479747,504237,555340,427109,401427,548456
847170,Storage units for automatic data-processing machines,360,407,321,154,165,340,65,71,520,977,,52399,55415,77053,60359,63903,76396,63082,66562,55204,43303,,4536304,4169253,4361677,4147970,3981074,4288232,4473312,4456792,4499308,4855114
902300,"Instruments, apparatus and models designed for demonstrational purposes, e.g. in education ...",295,214,68,105,815,343,204,339,462,974,,44760,51487,32004,31980,25613,29269,35491,46055,20737,28796,,77461,77920,92549,85036,89411,114762,119377,132248,104088,116022
262030,"Slag, ash and residues containing mainly copper",278,280,352,499,485,482,405,322,320,973,,266327,187767,164285,131363,158330,156036,183627,193248,224941,235806,,123132,128175,120337,94298,87907,102356,104084,86139,81943,132359
871410,"Parts and accessories of motorcycles, incl. mopeds, n.e.s.",773,625,1017,729,827,667,612,672,567,960,,52053,30909,36394,31481,31384,33603,31923,10866,7889,9186,,465458,503486,646554,610873,581491,640031,609581,624140,650522,765250
846610,"Tool holders, incl. tool holders for any type of tool for working in the hand, and self-opening ...",1184,759,869,417,751,152,82,16,91,957,,611,712,825,540,749,336,879,563,388,312,,309211,316706,333108,304915,319784,355597,406391,341434,262120,338991
640340,"Footwear, incorporating a protective metal toecap, with outer soles of rubber, plastics, leather ...",31,15,52,192,447,439,359,508,525,953,,8615,9051,8740,11808,12209,11993,12819,16262,12471,19161,,187827,195112,218184,173873,172589,173089,174503,153866,139371,153667
841989,"Machinery, plant or laboratory equipment, whether or not electrically heated, for the treatment ...",207,468,224,88,187,1198,352,1021,642,937,,33473,21245,18855,18668,17464,23422,16041,18645,18999,24921,,254323,256683,310937,256352,258002,272334,322826,322976,340607,434284
841920,"Medical, surgical or laboratory sterilizers",9,6,278,155,184,273,951,794,358,918,,3085,2243,17467,7376,21969,22280,20004,20806,17413,15260,,40543,38213,46515,47930,46142,45436,44308,57926,49002,46863
842290,"Parts of dishwashing machines, packing or wrapping machinery and other machinery and apparatus ...",471,661,676,563,426,812,837,779,492,913,,29080,33098,29257,29809,36836,39956,41263,41746,30929,29435,,526885,590379,572946,528571,584049,618588,662161,626665,605189,683786
340130,"Organic surface-active products and preparations for washing the skin, in the form of liquid ...",13,75,283,65,70,101,172,154,257,911,,11906,11560,7899,16775,27956,41739,66968,76478,53801,80625,,233011,238516,241350,230269,236982,270296,283732,263258,282147,293084
870880,"Suspension systems and parts thereof, incl. shock-absorbers, for tractors, motor vehicles for ...",1178,1514,1807,1854,1775,544,391,486,881,909,,31111,30598,30640,26111,21090,27107,27573,26194,22874,35002,,1086680,1337603,1430192,1250203,1464562,1661920,1825262,1755093,1648274,2095096
950300,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ...""",186,237,160,919,114,209,394,559,916,883,,15758,17136,17297,20963,20256,21399,22904,26444,26035,36996,,2558835,2685958,2927524,2821532,2946468,3106506,3370358,3345220,3439434,4068071
230110,"Flours, meals and pellets, of meat or offal, unfit for human consumption; greaves",675,863,690,645,955,2322,1489,409,649,880,,211873,256399,252714,209840,151112,165444,213922,175569,151467,161363,,63146,81155,92730,83725,87005,97669,111556,95573,110596,134202
20890,"Fresh, chilled or frozen meat and edible offal of pigeons, game, reindeer and other animals ...""",4027,5089,6417,3143,2723,4620,3646,2873,1628,850,,18798,20543,20227,16534,11263,14853,15169,13003,6742,7704,,146406,137813,147780,129351,128558,131318,133272,114178,92928,79883
711590,"Articles of precious metal or of metal clad with precious metal, n.e.s.",6,53,10,1,1,148,141,373,831,826,,2394,4840,3696,3967,1912,2565,2581,5290,3846,5404,,144752,83852,31287,30608,35422,42966,49272,63791,57523,56469
20443,Frozen boneless cuts of sheep,3166,4260,4677,1781,2688,8168,19620,5703,2186,817,,242409,277985,384186,339963,323058,440236,454425,403083,403969,470575,,116868,119371,99670,100812,111981,122800,146233,106134,89104,83262
901831,"Syringes, with or without needles, used in medical, surgical, dental or veterinary sciences",193,199,96,76,128,163,291,409,436,814,,6675,8533,7315,4930,6884,6842,8193,2945,2635,4273,,455085,548291,558658,486030,531402,495640,656122,573938,660538,771444
848110,Pressure-reducing valves,23,270,236,209,125,450,226,191,288,813,,11130,15228,9045,7999,7822,16098,11401,8211,10086,10838,,175244,179500,187521,172612,196683,232651,249035,232618,217067,263497
340220,"Surface-active preparations, washing preparations, auxiliary washing preparations and cleaning ...",21,23,4,101,24,83,79,90,170,802,,39299,26544,22411,25946,35116,35100,45254,45322,49079,47942,,1237812,1312985,1292440,1168835,1155393,1231945,1480927,1597868,1598304,1593957
902620,Instruments and apparatus for measuring or checking pressure of liquids or gases (excluding ...,365,919,643,759,629,897,865,833,776,795,,8965,12309,8933,13342,7543,7500,10743,19153,12612,7564,,711376,742411,848993,870110,941315,1079252,1230452,1275760,1131223,1303840
903090,Parts and accessories for instruments and apparatus for measuring or checking electrical quantities ...,123,152,179,28,19,41,199,73,119,792,,17313,21896,25738,15902,20130,17381,18773,22742,18996,24874,,158486,174791,158695,186786,200054,229977,281815,275180,275884,346851
330210,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, with a basis of ...",11,29,19,37,187,166,302,395,572,785,,49113,47563,45414,38097,34999,40831,39718,37453,41018,42384,,392892,414176,418373,820611,786400,764973,864717,833673,850017,742409
903040,"Instruments and apparatus for measuring or checking electrical quantities, specifically for ...",306,339,117,257,750,324,237,238,341,784,,18803,19440,19243,18069,23762,14208,15445,14334,19868,24832,,83233,79700,76360,64149,68857,68806,65148,64470,68455,86429
970500,"Collections and collector's pieces of zoological, botanical, mineralogical, anatomical, historical, ...",86,62,827,433,241,2724,233,478,136,781,,5743,3329,3070,3096,1344,2412,3695,3457,3077,4489,,52872,37260,101051,156895,152963,166316,165001,156023,139703,368673
970110,"Paintings, e.g. oil paintings, watercolours and pastels, and drawings executed entirely by ...",807,1094,531,972,1054,954,665,828,909,776,,40628,54304,45490,51350,35453,46353,45906,37342,31943,32788,,461078,542240,507108,261249,255555,235760,319786,390939,1190198,268083
846722,"Saws for working in the hand, with self-contained electric motor",899,665,406,365,377,507,687,330,485,771,,2458,2390,2360,2094,4208,3726,3994,2931,1644,2649,,197612,233808,223265,218488,235331,267493,277990,279315,329001,400445
870324,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",156,185,437,79,400,59,90,408,945,760,,562945,615114,436025,354789,197838,128970,65002,73720,57577,73846,,1648266,1591688,1654427,1642241,2399516,2383514,2428589,2915069,2642144,3306209
841221,"Hydraulic power engines and motors, linear acting """"cylinders""""""""",298,25,45,62,96,177,209,599,1179,759,,24591,18526,14493,15036,13222,18607,22693,26233,25372,25545,,450229,421527,384917,356933,367637,418484,552162,517086,453709,510691
851890,"Parts of microphones, loudspeakers, headphones and earphones, earphones, audio-frequency electric ...",30,40,40,195,198,220,147,162,358,758,,9299,12227,8026,11957,18183,28219,29480,24050,37776,32597,,87718,98808,105452,101980,78381,94786,98539,81988,78136,87594
30289,"Fresh or chilled fish, n.e.s.",743,46,391,1139,1585,1572,1348,1099,596,744,,3413,1232,2583,4984,9894,3711,5646,4841,1989,3089,,33027,41396,39451,33241,38149,36011,36386,39069,32242,32018
853890,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ...",1337,794,1200,524,380,657,217,545,431,730,,46602,44867,44412,34184,33596,45613,53446,49420,35713,45521,,1747576,1811962,1930279,1598143,1723315,2067773,2328760,2109560,1881000,2316164
640391,"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, ...",744,911,846,472,462,475,542,409,627,711,,3813,6618,9101,7345,6018,11120,10981,8033,9298,9370,,1376191,1632603,1783911,1363779,1327122,1334499,1384642,1474394,1429048,1581418
701710,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated, of ...",507,176,265,522,662,717,593,490,595,706,,2669,875,646,2265,2716,1752,2199,1880,619,738,,6280,9716,9531,7376,8502,8989,8866,9369,10216,11590
710399,"Precious and semi-precious stones, worked, whether or not graded, but not strung, mounted or ...",1365,673,551,705,669,587,985,674,472,694,,38629,40601,37071,30442,38750,36037,35801,50161,17306,9477,,41362,47650,51076,48154,73523,48478,98930,71439,32323,36287
710310,"Precious stones and semi-precious stones, unworked or simply sawn or roughly shaped, whether ...",1194,1614,1099,983,931,1564,1604,1570,598,679,,3685,6468,7101,9373,9622,7511,6271,4948,2870,6977,,21091,25577,20449,20778,19739,18150,19144,17707,12597,20782
902214,"Apparatus based on the use of X-rays, for medical, surgical or veterinary uses (excluding for ...",783,692,11,203,414,0,611,496,757,670,,3522,3059,2667,2916,3660,3239,4309,3346,4992,6811,,205023,173629,164300,149115,120534,128738,147170,182866,215704,244235
30449,"Fresh or chilled fillets of fish, n.e.s.",32,9,1,86,368,627,670,621,394,655,,19,95,56,198,863,1272,1342,1746,1302,1453,,74980,79161,73488,67197,72799,69176,69413,68856,59417,76495
842119,"Centrifuges, incl. centrifugal dryers (excluding isotope separators, cream separators and clothes ...",217,1,261,196,159,162,38,19,105,647,,20361,23305,13305,7026,3071,4830,2957,5413,6642,3888,,60977,70649,65742,59049,59789,72933,85824,73042,85071,87786
841350,"Reciprocating positive displacement pumps for liquids, power-driven (excluding those of subheading ...",265,931,157,196,253,197,315,165,235,637,,16627,13430,19177,15960,14497,13801,12686,14346,13570,18315,,279880,279924,323773,282680,380743,435253,526394,567535,519878,550991
851690,"Parts of electric water heaters, immersion heaters, space-heating apparatus and soil-heating ...",68,746,173,174,214,260,279,283,376,620,,24431,7692,7448,8604,6116,12657,24152,30529,22826,35896,,300208,296024,320584,341022,349377,307827,331206,291786,353135,471300
