Product code,Product label,India's imports from China-Value in 2012,India's imports from China-Value in 2013,India's imports from China-Value in 2014,India's imports from China-Value in 2015,India's imports from China-Value in 2016,India's imports from China-Value in 2017,India's imports from China-Value in 2018,India's imports from China-Value in 2019,India's imports from China-Value in 2020,India's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
950691,"Articles and equipment for general physical exercise, gymnastics or athletics",31308,25547,23633,25832,27214,34049,93366,96186,112486,135139,,3960322,4115727,4570645,4546777,4135731,4365155,4661576,5106461,9276045,11452382,,53143,46811,39389,42153,42362,48514,132562,132921,140829,177957
854370,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85",51148,50270,69931,107758,106887,132991,117321,123050,111273,134688,,7596082,7907194,6943312,7436946,7269948,8252622,9933134,11149256,13017151,16941781,,403605,335934,447084,437118,370565,414560,518386,538614,434975,471752
290711,"Phenol """"hydroxybenzene"""" and its salts""""",2080,257,16234,8232,51230,41466,18280,461,7728,134364,,43588,18568,63044,20627,52873,59828,58791,13809,26438,151279,,240926,269994,340480,236807,245272,264596,352522,167747,109688,266304
390720,"Polyethers, in primary forms (excluding polyacetals and goods of 3002 10)",43236,30094,64965,58423,65700,50444,77415,83422,81369,132402,,703812,773951,1067873,885896,940280,987270,1170029,1328043,1453212,2874717,,315017,379719,435205,405705,355993,404005,504946,485633,439961,892896
292610,Acrylonitrile,614,452,1351,641,2803,8177,3842,12237,17335,131016,,0,0,0,0,2469,15122,11990,66677,78321,400268,,153069,169137,207443,187301,157406,220081,361566,276654,194627,360323
291639,"Aromatic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",25213,36659,44076,52173,66402,56782,91488,125204,117181,129366,,302643,313431,326722,289134,299865,307282,393809,449535,408402,397195,,35417,44511,55266,61598,73456,65201,104845,134370,126574,144524
854449,"Electric conductors, for a voltage <= 1.000 V, insulated, not fitted with connectors, n.e.s.",61580,54028,79382,89329,82936,115768,117916,100591,71258,128763,,3650036,4074218,4330884,4287186,3954193,4416388,4790558,4610404,4238638,5225896,,221381,206602,235385,245373,244963,287373,313160,282599,214027,325687
842619,"Overhead travelling cranes, transporter cranes, gantry cranes, bridge cranes and mobile lifting ...",97719,3623,50960,38379,260351,205423,130527,100348,75158,128580,,1508346,2307515,2123693,2165031,2703080,2062638,1896316,1666646,1388200,1255106,,199452,57898,94851,90070,304679,305509,208092,163466,110937,151114
280469,"Silicon containing < 99,99% by weight of silicon",4856,5603,24,0,41205,84279,106502,70005,68539,128410,,1144421,1442326,1978294,1777572,1279308,1528143,1609058,1212269,1113223,1902268,,6786,7523,1433,1284,44465,90644,132430,88668,93810,200571
730459,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other ...""",101201,44753,91753,43203,20311,31122,90512,64652,58008,127703,,321877,213363,368858,209368,172607,257083,280053,227731,214682,313683,,183935,108463,181676,76074,50147,43955,101745,74912,71267,143887
761699,"Articles of aluminium, n.e.s.",30909,28825,41110,48275,46487,61422,131840,165963,103839,127505,,2406901,2653768,2952151,2894655,2748207,2820025,3221520,3169550,3411107,4220350,,92280,79167,104076,123669,118901,145238,260162,327862,210320,229622
551011,"Single yarn, containing >= 85% artificial staple fibres by weight (excluding sewing thread ...",1803,6408,8983,9025,3397,7236,23613,43179,99068,127101,,128410,156497,133796,100979,165404,175933,216146,235513,247778,292006,,2742,6951,10163,33325,7796,12431,62087,106368,146435,173903
850450,Inductors (excluding inductors for discharge lamps or tubes),46297,45274,52605,41145,42567,49035,72910,98228,79729,126984,,2369382,3288910,3254863,2888664,2624270,2661130,2901203,2897949,2773106,3660486,,137809,116414,125138,107219,100039,114779,178120,265456,229632,303978
731210,"Stranded wire, ropes and cables, of iron or steel (excluding electrically insulated products ...",41627,54684,53405,44569,34429,45338,81134,76884,80298,125477,,1313094,1245502,1416742,1346296,1284577,1489404,1745899,1802398,1549612,1985336,,73511,85070,93219,80734,67180,79828,138625,128912,126034,202640
293319,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyrazole ring, ...""",59271,71673,86995,80373,51107,59083,81756,85841,194290,123971,,270532,364617,334886,394827,455170,492709,531193,694869,650541,753988,,66233,75744,93818,86276,77198,78026,105753,120990,264878,172289
380893,"Herbicides, anti-sprouting products and plant-growth regulators, put up in forms or packings ...",23838,27963,39808,39410,40385,50983,95962,59386,75545,123547,,1706703,2410262,2600030,2144834,2148622,2891776,3119063,2765475,3124854,4227717,,114713,138156,186719,156466,168654,192503,232807,200254,278271,397983
760612,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm, square or rectangular ...",40831,56843,65028,89218,76157,96676,130320,97070,76640,123196,,1830338,2183359,2676004,3017486,2768057,3947771,4775233,4639440,4357233,6652844,,113707,129977,173292,200324,169950,201932,277144,227806,184344,314541
854290,"Parts of electronic integrated circuits, n.e.s.",25505,24612,11160,3766,6281,7027,363634,923808,850481,122713,,310987,316904,347750,339489,272441,327168,403513,526483,496641,1840624,,101913,90607,49080,13019,14058,15659,371080,945553,862454,129555
845229,"Sewing machines, industrial type (excluding automatic units)",42042,64831,89088,73912,81134,91320,110606,95757,61220,118953,,364824,428525,422782,373205,362554,339203,402137,368686,312324,405421,,86814,122232,145668,145953,156447,154573,195700,170599,103574,208730
390931,"Poly""""methylene phenyl isocyanate"""" """"crude MDI, polymeric MDI"""", in primary forms""""",0,0,0,0,0,26205,44441,36674,43690,118858,,0,0,0,0,0,1182038,1221952,855874,798692,1900180,,0,0,0,0,0,115331,230644,163329,134286,290918
870829,"Parts and accessories of bodies for tractors, motor vehicles for the transport of ten or more ...""",28992,55621,52402,39533,41106,64913,79460,93787,93469,117218,,2492965,2916435,3410655,3794378,4266506,4610793,5196888,5548671,6634993,8613104,,298407,350204,345120,354167,350982,368588,408515,427334,392587,516374
850110,"Motors of an output <= 37,5 W",70369,60822,60753,65590,89095,91934,94422,86051,69046,116565,,2657818,2756568,2840126,3064187,2919399,2979901,3084423,2966454,2774326,3264798,,197555,191608,185978,179221,199424,214346,258986,249112,175913,254040
292141,Aniline and its salts (excluding inorganic or organic compounds of mercury),9391,27527,66671,66728,68116,90337,123845,99961,62458,116025,,21292,36161,82008,102488,87477,204808,269929,161172,110698,282986,,32408,76232,95423,69762,69425,105193,167312,104035,76711,167160
850131,"DC motors of an output > 37,5 W but <= 750 W and DC generators of an output <= 750 W (excl. ...",32744,31233,31247,48178,36617,47055,153869,89723,73066,116000,,1459010,1667813,2038358,2150215,2272678,2420778,2583207,2660082,2735127,3278548,,80906,74891,72196,105384,112239,152345,274504,194152,134764,209588
851690,"Parts of electric water heaters, immersion heaters, space-heating apparatus and soil-heating ...",37089,48624,38833,36759,35915,30077,37024,47197,54538,114367,,1227339,1435544,1395526,1538420,1630212,1912516,1678685,1621289,1672306,1984873,,50743,58522,47334,44844,44637,38874,48197,56917,62373,124014
294150,Erythromycin and its derivatives; salts thereof,109463,87171,78814,79479,97729,95407,102445,101417,101509,113323,,235932,189588,174298,180132,231831,211148,208605,224518,205760,142484,,143081,110340,107819,128756,134405,131407,162008,130064,138381,152386
390950,"Polyurethanes, in primary forms",11704,13922,24680,36867,56767,68235,61418,70384,68593,112935,,258947,318914,380007,383523,378947,505284,645738,606948,527385,761880,,95722,147016,176316,207023,234312,309539,347708,300787,247301,365175
291814,Citric acid,45112,48139,54239,55824,54623,66355,64121,57677,56580,112589,,751215,702362,704395,641070,617045,776239,706673,603883,570276,922436,,49398,48865,55129,57156,55359,67348,65481,59053,59995,115631
811100,"Manganese and articles thereof, n.e.s.; manganese waste and scrap (excluding ash and residues ...",53122,47563,62648,60822,52471,98312,109355,78932,59989,112084,,343215,574689,723791,592479,584538,847770,944222,786649,547718,1019652,,57028,51755,65327,64557,56457,104605,118759,87940,63771,119790
710692,"Silver, incl. silver plated with gold or platinum, semi-manufactured",2929,96,24484,30550,37337,15493,1043,14404,51512,111894,,2867,14764,2165,57013,1395,1588,2001,2959,2573,5250,,221967,317323,219142,256515,182864,183793,265717,187542,829801,1906814
903289,"Regulating or controlling instruments and apparatus (excluding hydraulic or pneumatic, manostats, ...",45288,40905,62309,64241,89620,116318,110146,96890,92727,111660,,1451878,1644127,1968675,1899008,2031017,2893655,2682392,2228655,2202109,2449112,,349173,353781,396320,432806,477390,536364,599976,624635,553969,639599
291590,"Saturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; ...",39206,45862,74000,72331,69809,62763,77431,89541,111685,111524,,111838,136998,156704,173697,145354,200691,317963,284149,258130,268210,,119635,131448,176063,195583,191528,192926,199680,219833,227124,293988
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",25343,25572,38326,45294,62319,87736,79689,68640,65701,109071,,7223812,8389753,10583329,9962815,10239145,10748180,10804906,10380145,11459565,13288557,,82911,69051,88805,109744,127973,179417,236611,239302,291711,367083
848390,"Toothed wheels, chain sprockets and other transmission elements presented separately; parts ...",22754,25712,21974,27553,38613,43827,38529,66757,62744,108039,,1637314,1776699,2070747,1916425,1910541,2127449,2406344,2253967,2048219,2707101,,173735,188150,177686,161932,190567,206077,231643,253530,206496,350977
870840,"Gear boxes and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",36680,37178,37150,24673,14010,50064,48911,37409,80577,107863,,1290695,1846851,1915634,1651247,1500257,1659983,1898488,1605950,1612917,2145761,,506974,489180,558583,683174,716393,946722,1063081,1047673,745364,1189612
292910,Isocyanates,85106,102977,101835,88914,88755,121652,128981,64607,53670,106955,,392323,409533,385719,333500,467208,663159,721520,594437,715479,1142655,,384880,354657,330161,245907,228957,326297,359178,214088,172778,290614
844399,"Parts and accessories of printers, copying machines and facsimile machines, n.e.s. (excluding ...",121589,112155,133244,120288,122969,144585,114143,100233,82719,105478,,8058635,8158025,8286053,7670326,7080116,7010502,6813843,6433177,5529963,5721194,,386533,373744,375493,416915,372440,432977,465375,448806,292965,399013
310540,"Ammonium dihydrogenorthophosphate """"monoammonium phosphate"""", whether or not mixed with diammonium ...""",100189,31177,98221,50799,59561,56167,64250,76517,54780,105270,,286475,272590,957250,1151604,686566,917491,1008605,908827,835059,1908128,,120291,35452,101460,54668,62610,60885,77380,87537,71601,112023
300190,"Dried glands and other organs for organo-therapeutic uses, whether or not powdered; heparin ...",22926,30956,46590,36893,19454,28677,40674,54903,88072,104454,,1021554,932127,892981,932821,835892,992068,1275967,1259428,1478452,1582830,,24996,33787,49140,40149,21683,31303,47361,68045,102978,140385
391000,Silicones in primary forms,26216,26580,40276,47051,42855,52488,85569,75010,59536,104232,,320781,301661,374908,403188,388720,634021,1102406,754437,722672,1316410,,138245,145804,158395,169762,166461,195224,275749,244870,188860,286578
292249,"Amino-acids and their esters; salts thereof (excluding those with > one kind of oxygen function, ...""",31536,38823,67783,61936,55885,57601,95846,90356,87975,103630,,582031,651988,744470,720097,706778,841256,990820,945862,1061220,1299298,,82091,78766,110160,93257,84668,78938,116774,116463,115376,126327
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",85925,57288,60333,73782,78799,86467,103777,105947,73665,103381,,3468722,3451974,3681212,3487191,3241605,3663610,4086193,3929862,3575852,4308513,,271123,229332,257623,237773,245383,251114,322617,305386,226774,311972
940599,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, n.e.s.",15585,16566,19250,40156,63873,91005,85584,89642,63843,103188,,4362403,3333925,1871477,2191060,1982441,2465938,2454076,2579190,3166078,3635064,,35961,29760,30595,52655,79040,106081,115896,120694,76443,117244
845090,"Parts of household or laundry-type washing machines, n.e.s.",29047,44583,62076,61442,59253,68363,76241,91370,81289,102799,,468233,476714,505457,471044,501161,557285,541652,521360,580805,662777,,42890,51974,74293,80401,78274,90176,93938,111571,99664,129271
851822,"Multiple loudspeakers, mounted in the same enclosure",20832,11367,10570,12803,17422,82982,112453,106629,76518,102555,,1886654,2185587,2832404,3151895,3326634,4217067,3900892,3677174,3577111,3653005,,33183,23138,23884,29043,33525,111313,159544,178875,114954,149441
721990,"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",19674,18765,25296,26475,32413,40143,46554,50161,47922,102492,,73569,85577,126450,112754,110383,126634,179876,189603,189772,221853,,123251,138643,119289,106262,87087,78232,98252,93270,72734,142074
830242,"Base metal mountings, fittings and similar articles suitable for furniture (excluding locks ...",22917,29090,33103,37334,39326,44953,59150,61057,48881,102437,,1985968,2256431,2666887,2960453,2333405,2904960,3296929,3540771,3879474,4554775,,28670,33230,38225,43504,45072,59515,98368,105471,78243,159076
842649,"Mobile cranes and works trucks fitted with a crane, self-propelled (excluding those on tyres ...",25181,4363,34833,26653,34497,22939,14728,26839,23402,102248,,316574,315153,272021,240909,233955,208248,288926,294622,220063,618770,,104189,21522,52549,125656,125742,72519,58877,60135,35866,134043
844790,"Machines for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines ...",90168,148922,144211,171506,215944,202023,98269,127718,51477,100801,,339802,363357,404660,438269,420864,459741,382918,390904,274953,408086,,122559,196041,185149,236530,275126,248567,137516,161672,72975,127587
843131,"Parts of lifts, skip hoists or escalators, n.e.s.",36837,42653,37410,38443,39985,50285,87607,78876,54167,100496,,676619,756303,814031,791524,798071,884634,1017657,1092312,921100,1014410,,66406,71185,65199,70304,66290,75200,115239,103011,79395,127430
