Product code,Product label,Japan's imports from United States of America-Value in 2012,Japan's imports from United States of America-Value in 2013,Japan's imports from United States of America-Value in 2014,Japan's imports from United States of America-Value in 2015,Japan's imports from United States of America-Value in 2016,Japan's imports from United States of America-Value in 2017,Japan's imports from United States of America-Value in 2018,Japan's imports from United States of America-Value in 2019,Japan's imports from United States of America-Value in 2020,Japan's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
880320,"Under-carriages and parts thereof, for aircraft, n.e.s.",157904,183999,210427,215795,230690,188881,213563,209199,171449,142884,,164443,151912,176080,179386,197738,205459,238946,211190,206349,217789,,205527,231300,248166,253531,261736,230740,259914,270646,238988,202607
903090,Parts and accessories for instruments and apparatus for measuring or checking electrical quantities ...,117888,108216,106675,195939,117262,121064,210640,169128,117363,142437,,1477294,1354803,1525102,1603036,1458461,1365443,1428369,1437916,1455292,1431470,,346238,316862,306158,414695,322085,394343,465714,408103,378006,440709
230990,Preparations of a kind used in animal feeding (excluding dog or cat food put up for retail ...,182771,147583,107061,99541,103768,105837,123628,128634,133723,141355,,1411046,1570046,1523090,1384221,1518244,1577136,1628707,1531205,1629509,1729611,,426647,377493,360756,336620,367607,399046,437413,445535,449043,468909
847989,"Machines and mechanical appliances, n.e.s.",167342,158173,156835,146205,123067,157560,141011,137987,158130,141201,,3313444,3951424,4247448,4077682,3449591,3672177,3650442,3787243,3267817,3352429,,829097,771996,831044,801591,728559,883128,879985,950221,936432,994234
293499,"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excl. ...""",242434,227951,192173,209030,204607,231605,264662,234210,257214,139476,,2295291,2488822,1773652,2192208,1483662,1171491,1120708,902615,1130397,1852061,,1497532,1142399,1012454,1091519,999122,1422209,1434213,1566319,1841724,1183878
481151,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",277151,253521,226624,204505,181193,167667,154664,136959,144728,138460,,855876,867494,898692,909816,965408,1037544,1004007,912079,749474,761723,,391281,380633,338752,327871,302672,295812,294359,265711,267095,259681
160249,"Prepared or preserved meat and offal of swine, incl. mixtures (excluding hams, shoulders and ...",100551,104639,94723,77330,67878,76173,78379,82116,88021,136822,,303030,358606,414299,384259,382089,400623,405021,408292,399411,503443,,344105,289623,265147,241910,234176,234870,222149,233665,202479,238934
260800,Zinc ores and concentrates,100393,131896,142304,101931,105136,127493,112957,92063,85522,134663,,854157,906691,1181326,1028176,977001,1483768,1562258,1365372,867367,1517455,,672155,718750,744708,600451,624783,886522,1005692,761544,528760,1044203
300610,"Sterile surgical catgut, similar sterile suture materials, incl. sterile absorbable surgical ...",53405,127656,158900,143707,142220,161667,168298,148994,143986,134396,,923508,928325,872799,933362,920395,1060036,1195108,1278620,1062374,1216206,,108268,267345,265911,273777,264665,307067,340086,334459,309840,314039
854233,Electronic integrated circuits as amplifiers,81713,90209,99480,88001,104097,122846,113177,86239,92495,131034,,941929,970423,1033853,969656,1069038,2873228,2836662,2384367,2115632,2123181,,262865,254991,266693,298244,239165,393754,340530,290580,304220,418395
901420,Instruments and appliances for aeronautical or space navigation (excluding compasses and radio ...,147359,161356,140527,177016,200353,209876,194995,202648,134263,130842,,133641,242612,180176,195682,245402,261245,358524,362914,252374,187338,,183752,219888,192307,224263,264216,263547,251950,268367,191331,197524
300439,"Medicaments containing hormones or steroids used as hormones but not antibiotics, put up in ...""",11624,22570,32276,31675,47641,46817,44097,41917,74851,127984,,720918,740945,806284,769538,588271,868847,825079,959078,1347183,1437421,,881325,759119,801878,704582,867526,832631,871008,867974,1128772,1178799
80232,"Fresh or dried walnuts, shelled",114165,117012,160127,146261,113212,139914,160713,107106,134221,127305,,651402,708532,881239,1018093,753835,859402,858012,754807,831766,869175,,118072,120544,170244,153033,117891,146889,167474,111316,136993,131680
852580,"Television cameras, digital cameras and video camera recorders",62016,102006,84698,76115,128076,198719,269240,218495,139376,126451,,1916737,1772678,1800537,1539328,1696163,1986677,1861683,1841462,1631276,1933603,,2081378,2069494,1808342,1625104,1542739,1893185,2191291,2427148,2266501,2449165
901320,Lasers (excluding laser diodes),173287,159893,142885,134605,136669,175133,190901,147812,123384,126372,,989123,1073250,1120855,1150269,1173361,1372854,1468198,1229124,1144123,1314263,,393964,398914,370900,389911,442474,510923,592476,525753,370037,479510
840130,"Fuel elements """"cartridges"""", non-irradiated, in casing with handling fixtures, for nuclear ...""",88842,63325,0,0,7,0,0,0,0,124459,,189480,436644,228018,218117,555186,424431,149981,297888,232563,257820,,98983,253134,15897,0,7,143471,0,0,0,284311
852691,Radio navigational aid apparatus,74070,93326,131972,264825,156974,128259,116848,142480,123651,123502,,1045860,951807,865194,840453,859288,881091,837633,934954,754087,847176,,1146018,1171584,1221069,1222618,1032893,903084,933465,1017010,999532,1005567
850440,Static converters,110457,114417,105789,118093,123631,123924,155549,114636,105656,122922,,3619333,3936061,4013838,4275739,3792855,3999761,4324540,4180497,3953291,4466967,,2135640,2175862,2195559,2027046,1973485,1987221,2067567,2100237,2225486,2609426
902750,"Instruments and apparatus for physical or chemical analysis, using UV, visible or IR optical ...",56927,72515,59848,50391,47280,63408,75467,82054,91062,121259,,2181404,2151446,2214147,2027284,1900247,2065119,2217133,2353308,2432929,2693134,,178238,171828,162821,134972,144667,158048,186032,229698,237992,284888
261310,Roasted molybdenum ores and concentrates,96881,81327,63974,32431,26967,52251,86845,103297,60586,120793,,583446,512290,577563,282784,160720,291505,402596,527289,364990,563815,,612928,454178,605719,361890,287977,401552,611534,599442,384520,721633
871150,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",176464,160977,147114,108955,125641,116530,113241,100985,80932,119365,,953775,1048069,1108448,1022164,1079827,1065749,1074059,959543,422170,641833,,270788,250525,250268,212151,215192,210970,207437,190761,187823,235119
900120,Sheets and plates of polarising material,124121,106952,89015,54679,112339,131290,87569,85969,93071,118672,,269270,357976,416630,303197,359768,280091,162668,144347,162474,151588,,254231,206999,234121,135610,200267,201404,132543,210829,266235,291243
390469,"Fluoropolymers of vinyl chloride or of other halogenated olefins, in primary forms (excluding ...",92848,65013,59166,51617,52429,66045,71303,67069,84905,115923,,394908,388637,386370,385153,373907,417466,451392,411161,398157,480316,,130807,95933,102738,115750,122845,151102,167618,156481,156496,213465
381121,Prepared additives for oil lubricants containing petroleum oil or bituminous mineral oil,215733,192388,168992,150255,145537,138570,142849,148505,114097,114812,,2362042,2434537,2295287,2110596,1901017,1896290,2049177,1846762,1778511,1956238,,502302,466933,458496,419301,429456,433748,442765,431106,360278,391390
390890,"Polyamides, in primary forms (excluding polyamides-6, -11, -12, -6,6, -6,9, -6,10 and -6,12)",91504,86129,89316,87649,87483,89721,108658,97684,87396,111717,,426716,496259,541326,493893,496926,558223,612465,595248,511888,640446,,203778,171777,188683,171322,181908,189046,227248,209786,190191,266089
854390,"Parts of electrical machines and apparatus, having individual functions, n.e.s. in chapter ...",92066,95900,126325,79344,49553,59247,36788,59728,103752,108559,,1640887,1463150,1071879,1356248,1366830,1518531,1531412,1654592,1087045,1010354,,277301,268009,332101,257134,250333,318304,393206,387923,388547,427423
901819,"Electro-diagnostic apparatus, incl. apparatus for functional exploratory examination or for ...",134107,133296,117808,102363,120596,126051,113720,115659,95953,107726,,3564242,3426212,3535393,3301146,3290556,3261618,3332519,3355080,3546856,4015339,,474467,368650,352330,317331,393839,411079,417099,545965,468585,568611
903141,Optical instruments and appliances for inspecting semiconductor wafers or devices or for inspecting ...,116807,114786,126815,95211,135431,118678,156228,150676,133099,105886,,1241508,997969,785232,720361,621586,682309,922597,954447,723395,1000029,,267942,249194,365044,383281,413022,505852,729728,553259,506647,535389
220421,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",80476,90937,92650,90622,96323,103704,115846,125424,111433,103388,,1109984,1260326,1169608,1264488,1314341,1206013,1130924,1051210,951581,1190819,,1047441,1060879,1063993,950187,922313,978239,979554,1021238,944923,988942
220830,Whiskies,94360,98479,86964,96915,116330,111733,124315,147203,121946,103298,,1222084,1282002,1296170,1238872,1149890,1317481,1357714,1194986,1020080,1060833,,309593,274374,270749,300318,359609,362315,429497,483349,419056,431024
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",53030,38533,56662,57936,72124,101382,91149,91993,78927,103132,,3226614,3266652,3345799,2608749,2050316,2421704,2324485,2139354,1918943,1927895,,592417,615662,710454,650575,621325,624334,659953,637978,600065,722733
901813,Magnetic resonance imaging apparatus,156131,164578,166949,142091,166150,133610,127044,149261,123396,100939,,655283,648063,723939,587188,596512,505357,508576,546375,474300,528430,,453353,425009,448937,371583,391913,336686,359186,421506,335575,335662
870350,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,110,0,0,0,100814,,0,0,0,0,0,4751,1585,7442,1510,1738,,0,0,0,0,0,9302,171,0,0,112051
853710,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",99035,94067,104879,117381,117359,129507,131197,143775,165936,100069,,4162718,4957256,5437725,5428142,5270421,5643166,5913496,5784436,4824729,5304410,,681438,741175,850830,855306,929148,1080629,1136792,1178975,1081381,1203806
901490,"Parts and accessories for compasses and other navigational instruments and appliances, n.e.s.",102449,79241,121088,89678,92872,124940,133701,126600,89100,98680,,317629,351639,403799,426357,390565,416421,449430,428227,304813,340603,,160860,144187,180014,144876,137408,172491,170409,168921,119523,138486
470200,"Chemical wood pulp, dissolving grades",154463,142459,155856,137520,134572,124771,142695,111913,86484,97591,,943006,1052128,1066569,943655,906480,903528,941603,913598,683738,906875,,241633,221022,217799,169073,170830,176686,186715,155166,121531,134890
290511,"Methanol """"methyl alcohol""""""""",466,574,565,748,44603,56485,109293,84186,90652,97535,,54965,71881,70091,173320,311052,351496,760191,567286,494886,903290,,655106,714689,778781,541947,398564,594676,777465,512143,384968,690463
841181,Gas turbines of a power <= 5.000 kW (excluding turbojets and turbopropellers),55541,50795,75668,130363,74399,77692,92328,112184,64795,94661,,314363,305861,241596,223682,239337,197427,285509,342309,316928,307666,,105596,89056,131002,174896,111517,108517,139783,151998,106663,148022
870840,"Gear boxes and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",207859,197371,154456,114622,56016,63015,86300,67897,53122,94001,,5794347,6698628,6347103,6432894,6883929,7831725,8562310,8057202,6237398,6483538,,1063660,1283775,1260871,1084241,1046989,1240408,1259444,1043874,763506,994513
20621,Frozen edible bovine tongues,36149,93094,94214,77401,101047,115457,89043,78583,88852,93329,,83095,113563,117056,83047,102268,90971,75700,74274,98370,169509,,160724,208090,206287,167036,234225,237571,185282,203461,205326,275662
40690,"Cheese (excluding fresh cheese, incl. whey cheese, curd, processed cheese, blue-veined cheese ...""",75391,87890,156552,94907,58485,77856,74016,77051,85206,93219,,529429,610604,721234,494193,424461,465862,494577,596136,588866,700607,,627472,619647,684469,574962,547552,679270,745540,774785,807929,823957
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...,60475,57872,50402,58169,53055,80733,109963,93863,73550,92854,,2062257,2387136,2753017,2792403,2455399,2826500,3496437,3549507,3178733,3414676,,568652,578451,544975,417620,412470,503041,647980,611097,717769,910278
711590,"Articles of precious metal or of metal clad with precious metal, n.e.s.",24869,26603,28142,59442,2165,44691,14986,10071,131356,92794,,235885,248140,664888,479402,339723,367296,410692,446645,962301,1767105,,102655,58685,61572,95834,47793,88760,58611,54902,175736,179058
391190,"Polysulphides, polysulphones and other polymers and prepolymers produced by chemical synthesis, ...",134340,92785,88064,92909,113449,115533,101025,92889,96234,91770,,942072,919777,1018582,966437,950827,1016105,1007745,922224,842089,1009832,,368626,240490,241272,230947,291888,318057,311047,328435,329809,343112
852910,"Aerials and aerial reflectors of all kinds; parts suitable for use therewith, n.e.s.",100689,107850,173832,98347,103543,92765,98614,99973,93425,89771,,1217511,1123291,1264417,1125545,1111448,1299925,1139419,1087704,1000756,922853,,349350,353913,443316,320546,360369,344251,348963,372089,350380,358783
901920,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic ...",137247,113844,96051,106224,141855,147976,131705,147272,132107,88776,,1120232,1075063,1101648,1039776,1075132,1122258,1124008,1240293,1693130,1435452,,350985,315891,335101,331490,369920,417295,417766,434139,466483,506780
300390,Medicaments consisting of two or more constituents mixed together for therapeutic or prophylactic ...,11389,16483,25829,16539,9692,2867,3554,7969,46235,88618,,638894,912751,920846,984147,1197184,1253675,1113761,1064707,1295396,1032301,,159288,162943,222107,189227,230421,281953,219866,219233,241569,275371
390799,"Saturated polyesters in primary forms (excluding polycarbonates, alkyd resins, poly""""ethylene ...""",53567,62984,66385,83204,53256,61169,84482,90838,73812,88288,,719973,824618,927760,946187,918186,986886,1055000,1029013,962906,1259076,,234661,262294,282078,273712,253116,332955,405914,376076,303010,546840
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",85994,95519,88778,90848,139887,105445,120886,129256,104522,87610,,3255016,3570863,3915829,3624414,3277853,3313514,3704464,3914166,3592091,4488128,,1437041,1381266,1418670,1277753,1314115,1354087,1453391,1450096,1275415,1470911
350220,"Milk albumin """"lactalbumin"""", incl. concentrates of two or more whey proteins containing by ...""",24504,32285,30461,36065,30826,47656,33701,37715,55896,85827,,184082,245756,277523,259670,272652,309532,294193,344801,363743,497630,,118759,129015,126781,123548,124028,156706,126256,126533,150089,219320
370500,"Photographic plates and film, exposed and developed (excl. products made of paper, paperboard ...",0,0,0,0,0,33833,44011,49528,67422,85050,,0,0,0,0,0,326597,383673,551696,567739,613916,,0,0,0,0,0,66041,85664,73773,94246,115893
