Product code,Product label,Australia's imports from Viet Nam-Value in 2012,Australia's imports from Viet Nam-Value in 2013,Australia's imports from Viet Nam-Value in 2014,Australia's imports from Viet Nam-Value in 2015,Australia's imports from Viet Nam-Value in 2016,Australia's imports from Viet Nam-Value in 2017,Australia's imports from Viet Nam-Value in 2018,Australia's imports from Viet Nam-Value in 2019,Australia's imports from Viet Nam-Value in 2020,Australia's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
844712,"Circular knitting machines, with cylinder diameter > 165 mm",0,0,0,0,0,0,0,0,0,0,,1433,0,90,96,128,128,482,724,509,456,,384,143,280,228,1251,164,95,15,339,68
845320,"Machinery for making or repairing footwear of hides, skins or leather (excluding sewing machines)",0,0,0,0,0,0,0,0,0,0,,586,576,404,3009,1021,1853,1071,1145,302,799,,573,795,1274,897,629,914,677,2593,1207,524
845490,"Parts of converters, ladles, ingot moulds and casting machines of a kind used in metallurgy ...",0,0,0,0,0,0,0,0,0,0,,13,124,1,103,150,71,30,257,249,8284,,5541,2483,2958,3363,3405,2920,2445,3522,3151,2941
845521,Hot or combination hot and cold metal-rolling mills (excluding tubes mills),0,0,0,0,0,0,1,0,0,0,,2972,274,282,357,132,403,411,285,269,726,,864,625,785,1427,23,716,175,106,77,69
845891,"Lathes, incl. turning centres, for removing metal, numerically controlled (excluding horizontal ...",0,0,0,0,0,0,0,0,0,0,,377,201,207,723,737,836,652,518,647,37,,7355,1932,1021,2569,681,3088,6342,3386,3556,6401
845910,"Way-type unit head machines for drilling, boring, milling, threading or tapping metal",0,0,0,0,0,0,0,0,0,0,,0,47,2,3,70,0,29,8,23,23,,32,38,48,214,147,505,424,216,549,1313
845929,"Drilling machines for working metal, not numerically controlled (excluding way-type unit head ...",0,0,2,1,0,0,0,0,0,0,,620,879,683,996,245,355,769,1476,647,34,,7982,8623,7043,10259,6510,7422,7570,6111,8541,9145
845931,"Boring-milling machines for metals, numerically controlled (excluding way-type unit head machines)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,65,0,11,10,,11230,2226,763,712,560,1432,2537,2812,2775,794
846021,"Grinding machines, for working metal, in which the positioning in any one axis can be set up ...",0,0,0,0,0,0,0,0,0,0,,0,3,34,6,21,0,0,0,0,,,7830,573,818,1146,1668,0,0,0,0,0
846039,"Sharpening """"tool or cutter grinding"""" machines, not numerically controlled""""",14,3,0,0,0,0,0,2,0,0,,20,18,8,27,57,46,130,28,1655,42,,5960,6076,5427,5561,4445,5042,4378,4759,4106,5510
846510,"Machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials, ...",0,0,0,0,0,0,0,2,0,0,,23,22,59,73,4,132,49,47,1792,76,,31079,26720,36229,44283,47227,51403,64574,41551,28991,42900
846719,"Pneumatic tools for working in the hand, non-rotary type",0,0,0,0,0,0,0,20,0,0,,12,503,35,21,127,12,46,132,18068,13886,,34149,31347,29715,26420,23513,28305,29943,28054,28407,38629
847521,Machines for making optical fibres and preforms thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,93,39,0,3,0,17,0,1,66,74
847689,"Automatic goods-vending machines, without heating or refrigerating devices; money changing ...",0,0,0,0,0,0,0,0,0,0,,0,6,0,1,0,1,445,939,0,10890,,6648,13362,22205,11591,6477,4502,3644,3652,4408,5778
847920,Machinery for the extraction or preparation of animal or fixed vegetable or microbial fats ...,0,0,0,0,0,0,0,0,0,0,,52,27,33,0,41,196,143,91,2,429,,5658,3723,4654,3374,4292,4262,2372,4653,2596,3510
847940,Rope or cable-making machines (excluding twisting machines of the type used in spinning mills),0,0,0,7,0,0,0,4,0,0,,457,498,428,701,115,247,88,95,215,2060,,6855,3880,1541,2022,982,928,1395,282,400,906
847981,"Machinery for treating metal, incl. electric wire coil-winders, n.e.s. (excl. industrial robots, ...",12,10,12,10,8,0,0,0,1,0,,1828,813,841,805,1063,693,3757,1959,1023,4693,,13525,5782,3499,2499,10027,5863,5835,3660,6342,2752
851511,"Soldering irons and guns, electric",0,0,0,0,0,0,0,0,0,0,,2,23,91,94,12,17,261,402,278,6,,1689,1534,1811,1752,1807,2076,2538,2867,3098,4774
851680,Electric heating resistors (excluding those of agglomerated coal and graphite),0,0,0,2,0,2,1,0,14,0,,51486,67026,76361,76371,96993,124822,140678,168504,184996,274149,,17103,20708,17915,20480,22051,19239,19343,18533,20337,26377
851180,"Electrical ignition or starting equipment, incl. cut-outs, of a kind used for spark-ignition ...",0,5,0,0,0,0,0,0,0,0,,57,65,3551,2727,3249,2726,2032,862,787,2511,,7202,6536,6444,8686,7655,7862,6850,7124,5493,7267
850630,Mercuric oxide cells and batteries (excluding spent),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,93,24,12,6,14,6,4,3,3,0
840110,Nuclear reactors [Euratom],0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,3,0,0,0,,,0,0,0,0,0,4,1,0,0,0
840390,"Parts of central heating boilers, n.e.s.",0,0,0,0,0,588,0,0,0,0,,11,37,18,304,8,196,51,4,0,68,,1863,1173,1409,1938,1153,1342,808,1526,1384,1973
840820,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",43,4,5,8,21,14,336,0,72,0,,364,335,184,41,77,695,111,1399,143,360,,302709,309622,286283,193415,182999,201158,228644,213112,169151,239296
841012,"Hydraulic turbines and water wheels, of a power > 1.000 kW but <= 10.000 kW (excluding hydraulic ...",0,0,0,0,0,0,0,0,0,0,,0,0,1,13,2,0,1,0,0,,,23,68,2,0,725,1010,0,2,0,0
841122,Turbopropellers of a power > 1.100 kW,0,0,0,0,0,0,0,0,0,0,,0,0,809,793,3,0,2,0,0,356,,28633,36835,37757,90059,46781,47893,57199,69262,49989,22283
841181,Gas turbines of a power <= 5.000 kW (excluding turbojets and turbopropellers),0,0,0,0,0,0,0,0,0,0,,0,1,132,129,129,4,1180,133,971,13551,,90164,70413,75440,82068,65285,47778,64795,80250,77344,99328
830120,"Locks used for motor vehicles, of base metal",0,0,0,0,0,0,0,2,0,0,,3047,3960,9890,15643,19108,21595,25630,22383,44842,36617,,21397,19716,15335,17123,17739,12283,10472,10752,6396,7593
830150,"Clasps and frames with clasps, incorporating locks, of base metal",0,0,0,0,0,0,0,0,0,0,,77,13,20,445,63,78,69,70,99,41,,188,362,127,836,1413,523,742,437,712,1057
830241,Base metal mountings and fittings suitable for buildings (excluding locks with keys and hinges),103,300,908,1000,1900,2120,2610,1599,453,0,,3386,5178,7496,8830,10947,14077,18696,19092,19030,106902,,127074,134710,148195,143206,146980,161896,179792,146804,157118,198466
843360,"Machines for cleaning, sorting or grading eggs, fruit or other agricultural produce (excluding ...",0,0,0,0,0,0,0,0,0,0,,1263,752,178,225,263,399,389,369,5198,1808,,21691,19780,17538,18098,26128,25086,37402,29282,38929,52814
843710,"Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables",0,0,0,0,0,0,0,11,0,0,,1106,2084,1863,4059,5104,3502,2407,2421,4561,962,,4422,2970,3801,3858,5761,8208,6817,11711,5057,5082
843780,Machinery used in the milling industry or for the working of cereals or dried leguminous vegetables ...,0,0,0,0,0,0,2,26,0,0,,9651,12715,12511,6271,6279,6341,8634,6208,7389,3357,,14231,4083,4996,8640,6734,14067,4785,5511,3872,5987
843230,"Seeders, planters and transplanters for use in agriculture, horticulture and forestry",0,0,0,0,0,0,0,0,0,0,,51,104,280,115,264,172,0,0,0,,,49065,44600,48517,35792,47102,0,0,0,0,0
843240,"Manure spreaders and fertiliser distributors for use in agriculture, horticulture and forestry",0,0,0,0,0,0,0,0,0,0,,5,14,42,0,6,31,0,0,0,5,,12988,13707,19845,16091,16980,0,0,0,0,0
843353,Root or tuber harvesting machines,0,0,0,0,0,0,0,0,0,0,,0,0,17,0,3,9,0,0,0,,,3012,4326,3764,4515,2657,6766,4176,2811,4693,10206
842122,Machinery and apparatus for filtering or purifying beverages (excludingwater),0,1,0,0,0,0,0,0,0,0,,0,22,0,4,27,32,28,1,13,93,,6081,5539,10413,10745,10422,6515,7876,7777,6986,3951
842481,"Agricultural or horticultural mechanical appliances, whether or not hand-operated, for projecting, ...",5,0,50,0,0,0,0,0,0,0,,699,713,257,1318,1525,1123,0,0,0,,,165796,149424,143427,139075,150981,0,0,0,0,0
842810,Lifts and skip hoists,1,11,47,48,0,19,18,21,0,0,,708,996,2285,3631,3197,1510,1672,3264,1075,716,,136608,134078,149073,160040,159231,158768,182016,171120,164120,177611
842860,"Teleferics, chairlifts, ski-draglines; traction mechanisms for funiculars",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,13,0,0,5,,4277,552,473,117,1052,293,975,435,44,497
842940,Self-propelled tamping machines and roadrollers,0,14,0,0,0,0,0,0,0,0,,620,1428,1034,868,1879,2704,1139,1006,826,43,,65425,99843,75582,24969,23750,62226,115974,95511,74899,112979
842951,Self-propelled front-end shovel loaders,209,42,16,5,21,2,27,16,32,0,,6524,2806,2691,1424,642,1210,1300,1315,1496,411,,804816,390739,322915,278919,288083,468809,565864,471690,511144,775655
841780,"Industrial or laboratory furnaces and ovens, non-electric, incl. incinerators (excluding those ...",0,0,0,0,0,0,57,0,0,0,,268,1867,47,5704,97,574,1157,5736,162,1539,,7009,7818,16778,52303,8844,5292,4671,4308,3878,2964
841829,"Household refrigerators, absorption-type",0,0,0,0,0,0,0,0,0,0,,259,161,99,64,81,175,229,450,133,386,,5823,3930,6335,5849,4208,6866,7732,5154,4529,6764
841830,"Freezers of the chest type, of a capacity <= 800 l",0,0,0,5,0,0,0,0,0,0,,48,42,198,368,121,40,19,274,243,32,,13921,13975,13059,15374,13611,15463,17188,13283,21919,20883
841850,"Furniture """"chests, cabinets, display counters, show-cases and the like"""" for storage and ...""",0,34,11,1,11,0,0,0,0,0,,746,119,245,150,1267,437,418,1890,8963,1088,,149334,165668,147327,156460,166749,181125,168609,163050,165582,191081
841911,Instantaneous gas water heaters (excluding boilers or water heaters for central heating),0,0,0,0,0,0,0,0,0,0,,0,27,3,6,56,4,0,14,0,19,,84905,87049,81681,85076,78011,85443,86965,86334,90905,84093
740100,Copper mattes; cement copper (precipitated copper),0,0,0,0,0,0,0,0,0,0,,3155,4556,568,5511,22208,16543,4838,0,0,144,,20305,20322,21291,18061,51416,22576,39432,14629,27529,92426
732310,"Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron ...",0,0,0,0,0,0,0,0,0,0,,117,214,283,595,562,677,485,627,737,1042,,2277,2301,2415,2510,2139,2245,2224,2072,2326,2411
820510,"Hand-operated drilling, threading or tapping hand tools",0,0,0,0,0,1,0,0,0,0,,670,2720,22,5,23,4,16,1,3,16,,599,525,605,528,561,558,554,663,476,998
780200,"Lead waste and scrap (excluding ashes and residues from lead production heading No 2620"""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,103,81,21,6,13,16,14,5,85,6
780600,"Articles of lead, n.e.s.",0,0,0,0,0,0,0,0,0,0,,11030,8221,3738,2278,4905,5662,5379,4213,4071,1387,,3954,3747,3514,3074,6664,4098,6231,4580,5163,6030
800120,Unwrought tin alloys,0,0,0,0,0,0,0,0,0,0,,4,0,73,15,19,236,40,26,0,4,,435,494,38,26,49,25,168,33,21,42
810294,"Unwrought molybdenum, incl. bars and rods obtained simply by sintering",0,0,0,0,0,0,0,0,0,0,,0,33,92,0,0,0,0,0,0,,,3506,1477,0,128,23,74,746,354,26,51
810296,Molybdenum wire,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,1,0,0,6,,5,3,2,1,2,1,5,0,3,0
810430,"Magnesium raspings, turnings and granules, graded according to size; magnesium powders",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,4,3,27,0,,,10,17,614,333,681,601,200,682,963,371
810590,"Articles of cobalt, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1326,182,59,,6080,4037,4701,4501,3197,4995,6027,3621,6388,4113
810730,Cadmium waste and scrap (excluding ashes and residues containing cadmium),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0
811020,Antimony waste and scrap (excluding ash and residues containing antimony),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,222,,0,0,0,0,0,0,0,0,0,0
811219,"Articles of beryllium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,92,6,52,4,29,151,44,44,15,9
811259,"Articles of thallium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,3,0,0,0,0,0,0,0
811300,"Cermets and articles thereof, n.e.s.; waste and scrap of cermets (excluding ash and residues ...",0,0,0,0,0,0,24,0,0,0,,9903,6646,6284,4117,4835,3501,6212,4280,5856,2771,,986,767,960,1706,1449,2980,3409,3928,3154,3655
740311,"Copper, refined, in the form of cathodes and sections of cathodes",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,102,0,109,5617,28806,,,178346,55720,2,7,0,0,3,600,0,12
740312,"Copper, refined, in the form of wire-bars",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2574,,1,0,0,7,0,1,0,0,0,0
741510,"Nails, tacks, drawing pins, staples and similar articles, of copper or with shafts of iron ...",0,0,0,0,0,0,0,0,0,0,,11,8,31,36,64,34,18,7,274,682,,181,164,184,163,152,205,179,169,174,227
750110,Nickel mattes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,1,212,3224,1385,483,0,0
750210,"Nickel, not alloyed, unwrought",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,28,,30787,19675,21140,18863,13741,13868,27294,23197,17792,16374
750610,"Plates, sheets, strip and foil, of non-alloy nickel (excluding expanded plates, sheets or strip)",0,0,0,0,0,0,0,0,0,0,,0,0,106,15,112,226,183,44,55,347,,923,387,30,90,50,560,624,488,714,711
760310,"Powders of aluminium, of non-lamellar structure (excluding pellets of aluminium)",0,0,0,0,0,0,0,0,0,0,,19,0,1,0,12,17,0,0,0,,,1791,731,3245,828,644,558,538,521,685,548
760320,"Powders of aluminium, of lamellar structure, and flakes of aluminium (excluding pellets of ...",0,0,0,0,0,0,0,0,0,0,,0,0,2,16,34,90,103,4,0,34,,319,212,246,293,540,287,190,166,102,205
731419,"Woven cloth, incl. endless bands, of iron or steel wire (excluding stainless and woven products ...",1,0,0,0,0,0,0,0,5,0,,28,217,228,250,336,315,413,1412,1962,2110,,3639,3363,3104,2695,2081,2403,2249,2311,2657,2767
731442,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection, coated with ...",0,0,0,0,0,0,0,0,0,0,,55,49,116,150,142,65,136,44,133,573,,2517,1874,1428,945,696,1647,1939,2465,2170,1618
