Product code,Product label,Australia's imports from China-Value in 2012,Australia's imports from China-Value in 2013,Australia's imports from China-Value in 2014,Australia's imports from China-Value in 2015,Australia's imports from China-Value in 2016,Australia's imports from China-Value in 2017,Australia's imports from China-Value in 2018,Australia's imports from China-Value in 2019,Australia's imports from China-Value in 2020,Australia's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
847149,"Data-processing machines, automatic, presented in the form of systems """"comprising at least ...""",158836,130960,82935,63783,53939,85235,125688,65591,113525,131051,,3886197,4964861,4439511,4105674,3527777,5155403,6087845,5126847,5141272,4708174,,581568,478871,366199,372773,364097,364631,356627,153714,220859,218610
681099,"Articles of cement, concrete or artificial stone, whether or not reinforced (excluding prefabricated ...",14771,23697,36475,47067,58119,64345,90006,84967,101193,127089,,566048,1119544,862075,1351229,1069577,1543568,2203339,2180546,2344319,2692069,,142547,155715,190106,215154,248895,261689,284370,242108,214612,242190
610463,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, ...",53832,56569,62092,68868,65100,64084,78733,93369,103160,126852,,2388564,3132286,3157221,3180071,2806107,2722946,2889903,3018557,3090539,4118277,,70791,78344,89364,99272,101693,102620,124735,141962,151723,199564
731815,"Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. ...",88888,78077,78256,72444,62961,85290,109675,111645,96504,125202,,2040308,2111130,2307290,2307146,2196114,2413429,3070497,3073951,3237274,3600955,,229383,218779,219847,203988,179038,228091,247482,244466,224520,274489
841510,"Window or wall air conditioning machines, self-contained or """"split-system""""""""",128289,148711,121068,131216,117184,163032,149189,118111,100901,125080,,8202352,8378242,7865970,7509658,7809803,8828020,9653840,9320309,9457557,9707705,,304780,314778,352447,345195,316795,414145,325552,278939,258670,215487
845011,"Fully-automatic household or laundry-type washing machines, of a dry linen capacity <= 6 kg",42085,50370,58541,78579,78153,86302,87012,94312,123630,124982,,2571479,2342369,2482054,2099526,2060456,2171335,2296147,2359109,2358440,2615416,,298426,295589,274720,280982,267234,285575,253716,251417,289174,273672
843311,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a horizontal ...",45352,32206,38815,44602,39269,57339,51637,60272,80811,123710,,454783,441722,539652,586074,549777,740467,844899,1086982,1252572,1619928,,230036,162460,161978,172685,167118,204473,172488,162354,207388,341786
610990,"T-shirts, singlets and other vests of textile materials, knitted or crocheted (excluding cotton)",137980,145502,154311,167657,167685,166321,167926,142959,115192,123280,,3794415,4701628,5328200,4982465,4386915,4195984,4137774,3677689,3092265,3879118,,168305,185654,207878,224380,235383,231183,223850,204459,168541,200254
841290,"Parts of non-electrical engines and motors, n.e.s.",30023,31224,25402,2853,17228,43596,139947,254083,164495,123166,,800416,773731,887495,930185,1049469,964189,1521627,1857539,1965268,2111631,,84547,79035,111799,44962,109020,150398,310934,336110,248853,186742
732393,"Table, kitchen or other household articles, and parts thereof, of stainless steel (excluding ...",65570,68274,62166,66771,58861,70338,78603,79424,82826,123157,,1821254,1878378,2684562,3505135,3021491,3543028,3796960,4630751,5693236,6936382,,96571,100101,94640,97352,85404,97583,105676,102568,106854,155327
940429,"Mattresses, fitted with springs or stuffed or internally filled with any material (excluding ...",50007,72072,74380,76429,74639,88648,100346,111557,129571,123128,,489340,545063,499797,442462,394809,392895,443386,430881,403067,374738,,57548,79763,83834,84772,81496,93984,108501,118746,138324,138204
490199,"Printed books, brochures and similar printed matter (excluding those in single sheets; dictionaries, ...",87772,90969,107907,96997,100789,99433,91691,90448,98961,122046,,1200108,1140484,1201218,1177619,1044838,1052363,1141212,1087383,886706,1015459,,533864,432138,450689,406158,359205,343454,337313,322639,297445,338897
690721,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,114049,123830,110706,106915,121527,,0,0,0,0,0,2353143,2406706,2359133,1866940,1643082,,0,0,0,0,0,225136,241273,208419,202682,226253
852859,"Monitors, not incorporating television reception apparatus (excluding with cathode ray tube ...",48192,50544,60972,64740,71429,72299,76681,67563,64530,121494,,4430820,5585418,7103636,7471870,8642170,5840526,4633399,5168215,4551795,4670042,,141155,172174,164887,183416,201195,239743,224514,205275,160517,227995
850164,"AC generators """"alternators"""", of an output > 750 kVA (excl. photovoltaic generators)""""",392,661,329,268,919,22047,199039,223728,219394,120998,,329037,428347,507588,315178,566231,394921,609791,448368,592561,908861,,41544,13626,76811,18531,8482,29021,315526,280790,284965,143037
630231,"Bedlinen of cotton (excluding printed, knitted or crocheted)",97724,105109,104215,120403,108037,115199,127896,102727,108894,120199,,1301114,1483184,1441340,1242783,1158764,1191640,1311755,1195733,1001781,1104556,,147972,145389,148420,167773,155229,164133,173693,159427,169637,194023
841451,"Table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an ...",57162,68293,71738,70178,73335,88925,101137,91545,101363,118910,,2311870,2638833,2681229,2710552,2945953,3176418,3405356,3830810,4745042,5106706,,77272,90231,96797,96118,101131,117225,130585,122081,126854,148724
870870,"Road wheels and parts and accessories thereof, for tractors, motor vehicles for the transport ...",82698,74015,58708,52017,57581,64760,68351,69119,83887,117868,,4780978,5051339,5581220,5345770,5237552,5936798,6619744,5619383,4865230,6051097,,222836,190443,152177,148741,158264,158244,152103,149215,157898,197153
841850,"Furniture """"chests, cabinets, display counters, show-cases and the like"""" for storage and ...""",42767,58329,61766,72778,70807,84747,84855,82994,87421,117840,,498314,570370,705018,766208,843795,956894,1139065,1214392,1185875,1524203,,149334,165668,147327,156460,166749,181125,168609,163050,165582,191081
760429,"Bars, rods and solid profiles, of aluminium alloys, n.e.s.",119356,100292,109009,98441,97740,125204,132703,99458,87603,117441,,1694045,1123571,1389404,2217468,2152417,1271354,1473575,1417900,1095556,1332355,,172517,154377,168175,166265,173604,183661,194160,167633,154550,206169
841590,"Parts of air conditioning machines, comprising a motor-driven fan and elements for changing ...",66971,63210,80512,72941,70032,81125,84421,74390,77529,115696,,2899566,2967844,3180240,3112882,3219509,4291359,5096367,5481871,5073228,6670989,,531038,509428,471769,469849,474386,532403,641726,566853,640427,850578
621210,"Brassieres of all types of textile materials, whether or not elasticated, incl. knitted or ...",113213,105215,102675,113641,109324,123397,115815,107778,86807,114935,,2705100,3241562,3912104,4002374,3967162,3790850,3734371,3493512,3226653,4006537,,151013,148426,150700,161283,157327,174583,171295,170025,138966,192373
842951,Self-propelled front-end shovel loaders,71088,30366,28498,27747,25018,59086,98453,61154,74292,113655,,1882870,1690603,1535146,1156458,944280,1531673,1795736,1635377,1505272,2185925,,804816,390739,322915,278919,288083,468809,565864,471690,511144,775655
392620,Articles of apparel and clothing accessories produced by the stitching or sticking together ...,61863,54193,52547,53918,54971,54793,61173,50949,158557,110428,,2441153,2475238,2484049,2498666,2211797,2496904,2584765,2239346,6403687,5036812,,75394,66163,66999,63914,63514,62116,71239,58213,169721,120283
620520,"Men's or boys' shirts of cotton (excluding knitted or crocheted, nightshirts, singlets and ...",167086,153724,154895,137871,129456,131368,130201,115623,88031,110255,,2776944,2865203,2922782,2697951,2321928,2097392,1980717,1575223,941990,860467,,236181,233246,242613,237367,221903,219764,228191,216030,157515,190419
611120,"Babies' garments and clothing accessories of cotton, knitted or crocheted (excluding hats)",88136,79212,87970,94656,83212,91809,82462,81562,87599,108443,,1961926,2078459,2156071,2038333,1877556,1876089,1836783,1643464,1309094,1524752,,110818,109179,125214,134079,126343,133367,125193,126506,127697,161051
440910,"Coniferous wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",8813,10614,14144,20305,25750,42690,52955,54649,59152,107576,,28104,34090,28393,18521,16350,13563,10066,10319,20565,17496,,122864,102507,115663,117511,120578,131471,144745,136418,135598,194190
870829,"Parts and accessories of bodies for tractors, motor vehicles for the transport of ten or more ...""",36648,46397,48263,51438,57149,66195,64565,63763,69081,106840,,2492965,2916435,3410655,3794378,4266506,4610793,5196888,5548671,6634993,8613104,,431270,411817,397157,384487,402916,411701,409605,392088,349927,477877
950510,"Christmas articles (excluding candles and electric lighting sets, natural Christmas trees and ...",62176,68292,63389,74073,63076,66987,78883,83530,67191,106678,,3178804,3322895,3421239,3658383,3088688,4298787,4226130,5207228,6089559,9446266,,71348,76730,71645,82096,69951,74844,87088,92161,72650,115031
441233,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,0,0,45097,67369,74406,79014,105739,,0,0,0,0,0,2535427,2835811,2600660,2546688,3202221,,0,0,0,0,0,59673,82723,89421,94559,126126
851671,"Electro-thermic coffee or tea makers, for domestic use",84827,65775,52699,39069,51051,47814,51125,52486,76757,102275,,2241153,2482623,2181473,1819464,1829128,1749041,1766189,1869832,1938717,2277528,,154865,118868,107077,84872,94835,95615,103554,98567,128870,175000
854460,"Electric conductors, for a voltage > 1.000 V, insulated, n.e.s.",9541,12083,32715,46284,39606,77011,96046,98519,63786,101884,,407144,544905,692568,733578,763439,810135,1053510,953748,923244,1090114,,58211,117487,110813,116732,89594,143909,206785,176192,145348,218493
842810,Lifts and skip hoists,55174,64388,75351,81126,79922,84615,92923,89451,81831,101105,,1036619,1217479,1391123,1472105,1416877,1412375,1526564,1520266,1365592,1436385,,136608,134078,149073,160040,159231,158768,182016,171120,164120,177611
650500,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile ...",52023,55864,62569,65282,66466,69892,74149,79803,70021,97945,,2375402,2663503,2826143,2922333,2741428,2642616,2813301,2691462,2020481,2543985,,69270,74320,81777,82660,84552,87639,92346,97905,89805,127061
940180,"Seats, n.e.s.",31162,31910,39710,39993,44178,52944,70179,65973,70787,97105,,881549,1113007,1093428,1186319,1142014,1333384,1403980,1547147,1699242,1970943,,55782,58197,67451,63752,66320,77238,94395,91643,93650,121960
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",47225,47581,49185,56160,74537,56084,61670,54689,59805,97029,,1806191,2003402,2396602,2219635,2260832,2279699,2597969,2523684,2945617,3796323,,831788,817137,731025,460515,494084,251071,273465,300333,241978,319897
761510,"Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...",60807,66388,74255,64612,57778,69485,71512,74006,79436,96742,,2047302,2386739,2382234,2324281,2265041,2416126,2553049,2681887,2950488,3687373,,92298,91015,99359,88342,78697,105246,97520,97646,106866,130773
271312,"Petroleum coke, calcined",97904,81855,49242,55629,44634,62858,69089,56916,62542,96698,,441563,439359,413835,473209,420800,469590,827257,620998,397940,653688,,323706,263860,216516,206053,163507,177598,287262,207032,159549,264592
870899,"Parts and accessories, for tractors, motor vehicles for the transport of ten or more persons, ...",64950,88365,76772,75248,68410,56662,52228,53395,62948,95386,,3840141,4083632,4380924,3982888,3935376,4431499,5067627,5147457,5041408,6608520,,732814,658707,572171,520313,469408,452920,453951,442165,387207,509404
691010,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",40887,41619,52983,71698,84726,88886,106904,88486,90029,94603,,918050,1956838,3137561,4496656,3307601,4442401,5846157,7945757,8714306,8746634,,68347,73802,94527,109185,120306,125341,144269,118188,117680,124187
732399,"Table, kitchen or other household articles, and parts thereof, of iron other than cast iron ...",65592,70443,66188,74539,69245,72597,74039,66387,75205,94140,,2771115,2917987,2456251,2427209,1995898,2321589,2656488,2924882,3217088,3729023,,77472,81966,76411,84516,78130,79765,82818,74154,83354,107908
392530,"Shutters, blinds, incl. Venetian blinds, and similar articles and parts thereof, of plastics ...",28600,30945,34897,41705,46449,55164,65973,62568,76824,93877,,539228,584182,562943,471746,438046,448873,483876,452343,425603,491648,,43722,43782,46397,53380,58013,66653,77390,72284,85824,104817
711319,"Articles of jewellery and parts thereof, of precious metal other than silver, whether or not ...",91025,92884,96715,80615,77370,103329,87202,73024,65189,93102,,22209234,28034769,47589877,17828050,12627994,10457276,12785686,12756495,7269713,10328552,,649352,670282,680273,645972,678491,749131,778546,838346,726916,1063239
481920,"Folding cartons, boxes and cases, of non-corrugated paper or paperboard",37128,45220,55883,58057,52298,58029,72113,75492,77019,92337,,1408975,1599257,1514997,1455917,1248852,1189315,1354776,1504635,1655423,2005529,,87250,88862,99486,89501,74742,84020,103817,106840,106651,126729
392310,"Boxes, cases, crates and similar articles for the conveyance or packaging of goods, of plastics",60389,55625,55550,60146,49089,67366,73807,69574,78433,91439,,1525482,1678211,1449924,1386413,1274899,1325559,1378635,1566993,1731423,2102358,,108418,104122,110461,110956,117201,130635,138283,120967,123955,140550
871680,Vehicles pushed or drawn by hand and other vehicles not mechanically propelled (excluding trailers ...,52866,61053,58864,73060,56111,65422,66827,68669,69307,90575,,1133750,1108155,1174713,1205162,1135447,1275758,1482691,1505575,1636479,1959538,,75076,82580,85665,94772,77987,89945,92393,89517,86587,113232
901890,"Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.",35737,37262,41189,44441,55504,53062,65186,71239,80831,90263,,1183259,1333426,1435886,1515831,1602703,1657805,1874187,2201100,2878857,2894121,,1220020,1209999,1240623,1162391,1303647,1285841,1435003,1351207,1287124,1484058
