Product code,Product label,United States of America's imports from Viet Nam-Value in 2012,United States of America's imports from Viet Nam-Value in 2013,United States of America's imports from Viet Nam-Value in 2014,United States of America's imports from Viet Nam-Value in 2015,United States of America's imports from Viet Nam-Value in 2016,United States of America's imports from Viet Nam-Value in 2017,United States of America's imports from Viet Nam-Value in 2018,United States of America's imports from Viet Nam-Value in 2019,United States of America's imports from Viet Nam-Value in 2020,United States of America's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
621143,"Women's or girls' tracksuits and other garments, n.e.s. of man-made fibres (excluding knitted ...",72084,87662,131137,170456,172470,194331,201702,208969,205047,195084,,86491,116365,176843,239140,243318,261023,315781,369674,368945,450301,,843347,868893,1037796,1262666,1247664,1302244,1246056,1207717,1144530,955063
870321,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",3220,3694,2713,2847,3741,2725,3272,2748,64397,188578,,95,0,24,31,25,132,3601,4416,85401,195009,,440457,382417,873328,1279195,1066926,1319298,1672497,1593169,1727944,2067725
392321,"Sacks and bags, incl. cones, of polymers of ethylene",9851,10826,17264,30681,46569,59185,85857,131632,165185,187620,,396946,449274,515122,516201,541101,637727,756788,792276,762485,904378,,1911327,1987475,2165589,2299140,2313927,2388224,2589268,2462856,2702462,3126963
420221,"Handbags, whether or not with shoulder straps, incl. those without handles, with outer surface ...",47078,73054,110113,174398,212300,187711,201371,253223,208329,185241,,42673,84944,141930,171904,248928,180716,292754,311139,225755,554880,,1328347,1565111,1703253,1836656,1771339,1754728,1948185,2023930,1528048,2368548
611430,"Special garments for professional, sporting or other purposes, n.e.s., of man-made fibres, ...",65789,57749,82482,78607,91550,108002,111464,141716,158890,183151,,87911,112282,144722,127959,134244,169744,203722,251307,285610,398686,,592792,608208,732508,781999,823993,972670,948729,956764,802596,1022125
731210,"Stranded wire, ropes and cables, of iron or steel (excluding electrically insulated products ...",51304,124085,98910,110036,97449,103823,105492,154102,97609,179676,,117131,212485,222772,253885,261120,295969,356636,366469,270590,472004,,954118,966299,973011,910924,785569,845649,1027391,1032646,789734,1098773
610442,"Women's or girls' dresses of cotton, knitted or crocheted (excluding petticoats)",70837,71329,100392,88939,89033,85014,105869,110173,115647,177775,,81413,75858,97603,96448,105477,106942,168770,184293,176294,274383,,545268,574217,587492,556459,498858,464079,481727,461536,405113,595354
390761,"Poly""""ethylene terephthalate"""", in primary forms, having a viscosity number of >= 78 ml/g""""",0,0,0,0,0,0,26847,105950,86340,177009,,0,0,0,0,0,0,124946,376670,331449,477018,,0,0,0,0,0,764292,1286381,998364,902218,1660815
610443,"Women's or girls' dresses of synthetic fibres, knitted or crocheted (excluding petticoats)",193616,205550,236145,273700,278624,317155,352734,338481,181398,172528,,245020,274699,319709,333694,376013,448818,504399,462919,264331,243353,,1184493,1167600,1280879,1338321,1295004,1253737,1235852,1114628,603012,721507
610832,"Women's or girls' nightdresses and pyjamas of man-made fibres, knitted or crocheted (excluding ...",17867,24885,37562,39549,45828,45316,70711,71587,114685,171575,,28460,40361,44832,41374,46689,43739,65763,91148,106493,184988,,468357,510433,560722,604005,593909,604924,671409,690083,692358,1009929
401519,"Gloves, mittens and mitts, of vulcanised rubber (excl. of a kind used for medical, surgical, ...",13665,11161,9543,10388,8166,8642,11613,24128,64882,169907,,55587,64492,80507,76792,91940,112668,143549,152867,311629,544399,,1854531,1815576,1749866,1892321,1743125,1979616,2270277,2367918,4197442,10351937
90411,"Pepper of the genus Piper, neither crushed nor ground",69991,137162,236122,241406,266964,200914,133100,125090,112492,169475,,687624,765277,1023290,1089612,1233929,961993,602448,566099,510855,580531,,365213,414331,459042,595952,490205,383251,221372,185928,178967,257146
940510,Chandeliers and other electric ceiling or wall lighting fittings (excluding for lighting public ...,478,504,685,1250,1878,2063,2682,12430,76775,169327,,5461,6907,7276,7296,19512,25878,30918,37163,75241,214166,,2539791,2981959,3450833,3846817,4067342,4402664,4807256,4329453,4243320,4917815
392530,"Shutters, blinds, incl. Venetian blinds, and similar articles and parts thereof, of plastics ...",9311,9114,9533,13338,17217,29439,53178,106101,197659,168953,,9367,7909,8842,9582,17806,20188,50686,102988,151586,174016,,608762,668845,676899,732439,712595,703909,820324,846936,887280,1003068
851829,"Loudspeakers, without enclosure",43875,48409,67111,63981,63860,65856,77779,115607,121003,164378,,256128,284373,458970,482990,558091,685614,778495,801412,857683,887477,,867273,870206,899210,891506,908127,855571,882950,885588,816395,1031761
845210,Sewing machines of the household type,61277,67234,63170,79444,81091,76242,106860,106764,159326,157413,,67439,99967,185317,214827,234943,236343,284436,278848,362954,546895,,272022,260169,275862,307881,290578,265440,309860,253891,301918,326718
621050,"Women's or girls' garments of textile fabrics, rubberised or impregnated, coated, covered or ...",70922,74755,102081,117028,117450,118484,129363,154439,349502,155545,,107083,146831,193598,170287,194464,236278,266906,300511,365917,462490,,350393,368960,408034,406709,381273,378035,406621,457028,610902,489779
392410,"Tableware and kitchenware, of plastics",7975,12158,23284,44708,44276,45482,47442,78891,118151,151883,,46909,59061,75924,93836,98918,94631,108236,133210,153775,230656,,2379525,2537846,2751588,2894002,2793807,2841276,3161596,3556476,3625046,4742507
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",2998,2348,7686,16799,3076,3552,1766,21089,58481,151504,,11239,28446,56313,67277,47862,62857,54857,70286,127614,360555,,2323340,2489657,2756789,2745465,2641415,2776529,2776064,2729994,2377305,2921763
610712,"Men's or boys' underpants and briefs of man-made fibres, knitted or crocheted",13994,6652,9767,48069,65436,80465,117836,80657,86592,150934,,8926,16792,46007,68388,88893,160218,198221,166272,158968,239043,,145618,165849,206233,326122,352692,393346,494610,465541,403310,618396
850760,Lithium-ion accumulators (excluding spent),376,280,1878,8683,13470,33037,57126,108450,75854,150666,,93627,123910,200640,310413,322093,413896,578517,703510,553928,726907,,1306942,1707471,1729944,1718175,1997259,2568701,3224108,3691381,4823512,8265629
590220,"Tyre cord fabric of high-tenacity polyester yarn, whether or not dipped or impregnated with ...",118099,138182,140524,138611,112971,108340,108385,137483,55645,147811,,264450,307846,326508,308504,287736,307094,344628,377004,287126,479263,,215732,185620,199669,213119,211552,213195,249249,258146,153330,254832
843311,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a horizontal ...",0,0,0,0,0,0,0,444,153008,147245,,114,11,19,12,3,10,31,12898,371427,160242,,207005,226366,243344,279324,346032,387450,453279,613697,759769,941578
640291,"Footwear covering the ankle, with outer soles and uppers of rubber or plastics (excluding waterproof ...",90673,101753,75354,74099,85590,70415,96686,106315,115885,142727,,142916,196825,202833,211602,224089,204764,243357,275179,328643,524869,,1317281,1523714,1662286,1587538,1237191,1029955,1056473,1144884,835337,1044485
200819,"Nuts and other seeds, incl. mixtures, prepared or preserved (excluding prepared or preserved ...",11028,17752,25609,37883,47723,67269,92454,84402,91274,142214,,29079,99878,70815,110329,146792,187542,264993,424664,495077,563221,,224486,271780,338775,413484,404508,477102,502791,481141,485515,662453
640590,"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather ...",5052,3081,5916,7620,6138,18793,28660,68904,123986,141884,,98212,98990,147415,151815,152594,153207,143270,216742,190759,203945,,212783,200462,217083,292904,314889,425870,520927,695354,582576,894689
482010,"Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, ...",73124,75927,78772,81606,88681,81569,95694,112430,135741,141327,,49751,47719,61158,61743,65425,58535,69434,79454,101082,157539,,662733,649232,643781,691378,718054,717374,808102,748669,584731,650943
610230,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",65472,80169,101783,111606,91702,98098,118216,128926,120664,140809,,84507,114668,190777,233902,211848,215950,230301,237191,231313,347477,,466091,468073,533701,579928,497888,486616,512773,554553,408322,529896
252329,"Portland cement (excluding white, whether or not artificially coloured)",0,0,1256,0,0,0,0,6273,69628,140623,,119387,263205,286647,224341,226692,190482,378412,482287,580238,894217,,404239,414982,483824,654632,713089,794774,946202,1006791,1038088,1349636
950631,"Golf clubs, complete",26756,20039,25243,32284,19445,15159,21186,39406,103576,139172,,44412,36877,43834,54010,46895,51750,55151,45045,63194,250558,,487714,524226,424148,408243,363796,411419,428904,451121,439666,599320
854449,"Electric conductors, for a voltage <= 1.000 V, insulated, not fitted with connectors, n.e.s.",30542,35403,46940,47793,46590,47668,42089,75572,100316,137307,,214839,293188,371350,447719,571373,756802,848735,454469,382545,428138,,1835061,1901314,2071137,1976924,1710318,1959227,2024794,1813816,1818761,2742792
620640,"Women's or girls' blouses, shirts and shirt-blouses of man-made fibres (excluding knitted or ...",82361,113486,129892,184738,218990,237172,250295,242567,165309,137215,,128318,204368,294337,336592,422030,448854,535967,461021,327096,298916,,1050093,1320457,1246547,1416245,1531175,1472400,1462622,1320008,783174,733064
940171,"Upholstered seats, with metal frames (excluding seats for aircraft or motor vehicles, swivel ...",4834,6981,8260,7409,11250,20095,26165,78131,94802,136856,,1453,2257,9095,18627,38199,49909,65300,143094,297745,288101,,884314,963963,1073495,1277084,1391033,1490811,1528358,1385204,1291531,1680950
610990,"T-shirts, singlets and other vests of textile materials, knitted or crocheted (excluding cotton)",92223,93648,95194,135617,166273,166564,142253,135567,112120,136790,,400673,539016,705758,803556,893999,1006157,1190022,1178020,1035429,880378,,1245790,1372995,1543046,1808130,1970744,1903542,1895153,2029300,1453684,2064253
30487,"Frozen fillets of tuna """"of the genus Thunnus"""", skipjack or stripe-bellied bonito """"Euthynnus ...""",26975,30693,36601,53948,64718,81585,108951,151518,100213,135881,,73603,127888,175814,187522,199282,231170,274661,328634,238031,263492,,292458,218614,231629,302334,331646,350623,399809,477219,370100,436478
851981,"Sound recording or sound reproducing apparatus, using magnetic, optical or semiconductor media ...",577,1503,1139,6089,12628,15694,16558,11905,63484,134859,,1542,62,775,6674,8657,7385,6181,6558,14450,295049,,688135,715708,883881,806700,842447,787035,762353,780916,812669,976958
847170,Storage units for automatic data-processing machines,4751,4622,10692,2765,733,3485,14647,45449,89083,131060,,41599,77867,134179,138774,166691,149977,87648,149150,200271,253548,,13364806,12215560,11638334,11273462,10136662,9956286,9404491,7237073,8679412,10534792
848180,"Appliances for pipes, boiler shells, tanks, vats or the like (excluding pressure-reducing ...""",11457,13254,18050,19575,23244,43473,43779,52697,85494,127135,,22737,74427,123512,182431,282148,337107,327203,299008,341481,563799,,7395870,7677434,8555758,8339420,7847296,8460070,9479565,8649164,7521799,8918139
610510,"Men's or boys' shirts of cotton, knitted or crocheted (excluding nightshirts, T-shirts, singlets ...",160573,195407,197493,228236,227736,244511,235538,223961,150758,123572,,205804,263183,259334,254090,233070,280420,304908,299500,216726,444816,,1370129,1364605,1340374,1302021,1167999,1131636,1121410,1104272,738273,746999
940140,"Seats, convertible into beds (excluding garden seats and camping equipment, and medical, dental ...",5146,594,1050,665,4264,14932,18096,52480,96125,123558,,255,229,309,3906,7417,12445,32752,38683,39372,143326,,208028,206064,224836,272212,290568,275049,300709,305158,298327,390820
847050,Cash registers incorporating a calculating device,4974,8877,38882,62878,37125,35462,20809,63679,114224,117853,,4,326,9,4,51,13854,33326,42117,76020,542346,,473755,476758,540406,759932,619572,580395,665544,874307,732248,819582
160414,"Prepared or preserved tunas, skipjack and Atlantic bonito, whole or in pieces (excluding minced)",100253,93356,84362,80999,78981,91693,80400,118379,113397,117653,,214108,246692,228416,202812,217071,251822,249354,253329,300395,267055,,1234194,1178099,1099043,908534,839413,976284,1102818,1130381,1288883,1060433
845020,"Laundry-type washing machines, of a dry linen capacity > 10 kg",0,0,0,0,187163,673781,267900,209311,248624,117444,,33,37,26,3,262696,750669,484700,542733,603238,556031,,1164835,1283894,1322482,1432493,1431353,1724659,1002451,884575,939946,1375996
852692,Radio remote control apparatus,63,85,42,77,1417,1755,1785,19381,102507,116604,,281,101,378,191,401,1652,13481,14705,15713,142801,,521784,524866,666424,792503,671462,764207,959888,1213675,1070609,1280686
621010,"Garments made up of felt or nonwovens, whether or not impregnated, coated, covered or laminated ...",4352,21429,26966,38889,39283,43934,46022,55084,272859,113864,,22349,42776,61087,82401,79435,76821,85199,133260,639030,301549,,660818,692187,742375,815281,697820,696278,791734,842285,4679535,1582039
610892,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",27571,22534,55698,65959,55915,59213,64664,69747,103211,113542,,21562,20788,20141,26881,31640,53344,62190,62067,108380,133118,,312068,315010,425288,473464,445806,488068,515330,509325,452665,609898
481940,"Sacks and bags, incl. cones, of paper, paperboard, cellulose wadding or webs of cellulose fibres ...",15499,12927,16391,13976,12186,17173,20578,44727,77244,112796,,19875,21495,24879,12324,24161,28777,45581,75076,99747,174944,,582050,586297,587702,630150,631731,669469,733152,691002,679357,935606
640219,Sports footwear with outer soles and uppers of rubber or plastics (excluding waterproof footwear ...,128160,128154,159662,191525,194335,209741,203180,228795,159890,111198,,387327,308198,356454,413631,467186,452746,466081,479822,298185,358438,,405320,414701,454824,534758,487955,471761,443402,453139,372467,400047
850710,"Lead-acid accumulators of a kind used for starting piston engine """"starter batteries"""" (excluding ...""",15830,12035,13351,14036,15497,18819,33341,46242,77870,110699,,41181,42192,53769,56217,48889,59252,59606,75168,98790,187530,,551522,607294,687329,565184,767256,1433262,1384410,1473625,1570497,1822742
901890,"Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.",21758,27128,29396,49115,68881,90017,96164,110200,110011,108662,,14708,18474,20499,29136,73829,165831,210419,249338,274310,792751,,7932497,8305433,9038677,9387920,10001887,10273952,11827933,13144139,13479940,15317509
850110,"Motors of an output <= 37,5 W",52561,57163,61139,67426,62416,42215,43781,51515,73861,107891,,600827,576224,588543,670788,615110,642320,593354,542132,466283,796356,,1474065,1603999,1868554,1995956,2086704,2206116,2270832,2212016,1950397,2231329
620443,Women's or girls' dresses of synthetic fibres (excluding knitted or crocheted and petticoats),112452,128650,141203,165763,147337,152111,145488,150085,129484,107211,,163847,202768,262506,286818,271574,255988,293955,300535,245757,235120,,1332186,1330483,1384841,1413839,1333439,1336672,1254195,1224869,775327,902359
