Product code,Product label,Viet Nam's imports from Germany-Value in 2012,Viet Nam's imports from Germany-Value in 2013,Viet Nam's imports from Germany-Value in 2014,Viet Nam's imports from Germany-Value in 2015,Viet Nam's imports from Germany-Value in 2016,Viet Nam's imports from Germany-Value in 2017,Viet Nam's imports from Germany-Value in 2018,Viet Nam's imports from Germany-Value in 2019,Viet Nam's imports from Germany-Value in 2020,Viet Nam's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
310290,Mineral or chemical nitrogen fertilisers (excluding urea; ammonium sulphate; ammonium nitrate; ...,170,246,293,299,51,123,77,13,14,,,48300,49954,48824,43840,45494,46244,51971,49970,44531,53853,,7841,7535,7216,7347,7065,6063,9922,8687,7707,5432
310540,"Ammonium dihydrogenorthophosphate """"monoammonium phosphate"""", whether or not mixed with diammonium ...""",0,0,0,0,0,0,0,0,0,,,3241,5522,3381,1032,2907,2523,2841,2414,3147,2590,,24849,21186,24755,32069,29231,32450,16500,15497,10774,19440
310560,Mineral or chemical fertilisers containing the two fertilising elements phosphorus and potassium ...,0,0,0,0,0,85,21,0,6,,,26732,25755,15804,12392,11533,11141,21540,24123,16376,17580,,2026,2333,3033,3446,4605,6621,6487,6567,8423,384
320412,"Synthetic organic acid dyes, whether or not metallised, and synthetic organic mordant dyes; ...",127,71,94,116,130,157,192,236,611,,,84571,90096,95108,76190,75429,73827,73856,64614,60871,68532,,10559,13095,20149,21379,21388,25729,31627,33868,27989,30626
320415,"Synthetic organic vat dyes, incl. those usable in that state as pigments; preparations based ...",135,18,182,122,125,53,260,646,452,,,76886,96758,96248,85387,86838,90131,106679,111722,73629,103759,,2244,2040,3326,3539,4949,5647,9792,17481,14482,18394
320650,"Inorganic products of a kind used as luminophores, whether or not chemically defined",67,332,493,551,215,148,140,277,105,,,63866,72077,78194,76832,89987,84535,82875,70667,56800,59932,,8239,5344,10044,4414,6413,8599,12643,17471,19175,19835
321290,"Pigments, incl. metallic powders and flakes, dispersed in non-aqueous media, in liquid or paste ...",1081,1209,1261,1425,1540,1853,1759,2089,3019,,,353870,365025,359791,297377,303939,297582,316662,303478,286537,342141,,34388,38479,41717,40060,47985,49248,50410,56044,49108,32144
321310,"Sets of artist's, student's or signboard painter's colours, modifying tints, amusement colours ...",14,0,3,2,6,0,0,0,3,,,22053,22420,25661,22416,23879,22255,24194,22059,28592,39045,,201,203,168,375,362,512,811,932,960,2097
321390,"Artist's, student's or signboard painter's colours, modifying tints, amusement colours and ...",9,7,58,49,1,17,0,7,52,,,26406,26097,29105,27986,29879,32311,34083,29786,39434,42908,,853,1110,1730,1621,1883,1380,918,1516,2113,14559
330420,Eye make-up preparations,103,93,103,91,127,71,99,89,74,,,445248,473666,491844,469831,548253,549497,582613,503898,410875,496375,,2852,2822,3388,4187,4485,4709,5306,5758,5076,7811
330491,"Make-up or skin care powders, incl. baby powders, whether or not compressed (excluding medicaments)",27,13,10,9,19,10,6,1,6,,,81486,83617,94273,83354,107017,114004,109750,99474,77525,107096,,7551,7390,7434,7837,6874,7103,8476,8490,6677,6552
340211,"Anionic organic surface-active agents, whether or not put up for retail sale (excluding soap)",1640,2297,3427,1675,983,769,1394,711,884,,,506009,504736,500291,379578,428236,487726,508178,480933,486303,566898,,36855,46188,48661,38323,38922,40330,41057,34696,33116,73535
340220,"Surface-active preparations, washing preparations, auxiliary washing preparations and cleaning ...",647,734,770,933,1226,1531,1535,2019,2097,,,1215372,1352027,1369879,1236783,1199319,1227663,1359987,1319228,1359549,1361444,,26211,27910,33156,45141,48137,59958,78432,98263,90960,117511
350699,"Glues, prepared, and other prepared adhesives, n.e.s.",2404,3088,3086,2024,2983,3551,9133,11458,9093,,,84562,72973,65223,50859,48291,64176,69497,66949,64587,74469,,81829,97316,107404,116710,146475,188669,244152,327193,331929,122757
360410,Fireworks,0,0,0,0,0,0,0,0,0,,,22332,23721,24757,12646,16109,17692,22622,17713,25219,17009,,0,0,3084,5076,0,172,200,164,0,21
360610,Liquid or liquefied-gas fuels in containers of a kind used for filling or refilling cigarette ...,2,0,0,0,0,0,0,0,0,,,3180,5879,6030,3764,3490,4066,4492,3169,3043,4455,,153,194,215,392,534,602,759,749,753,1002
370110,"Photographic plates and film in the flat, sensitised, unexposed, for X-ray (excluding of paper, ...",140,276,59,1,3,28,20,21,26,,,214935,185207,169981,79466,70137,64186,68774,62503,52423,57427,,24874,27103,27768,31860,35265,36013,41142,45505,26784,11722
370253,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,,,1131,1057,860,677,651,652,622,676,577,675,,0,0,0,0,0,0,0,0,0,20
370297,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,0,0,0,0,0,0,0,,,655,442,846,1818,2411,1196,1779,1921,1580,1650,,23,1,0,19,30,0,0,0,0,4
380300,"Tall oil, whether or not refined",10,0,0,0,3,1,1,0,0,,,15803,13746,14111,10902,13105,13880,14117,10226,6223,6006,,338,611,1286,676,659,666,680,411,351,71
380861,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,7544,10355,9204,5725,3955,,0,0,0,0,0,0,84,292,327,216
381119,Anti-knock preparations for motor fuels (excluding those based on lead compounds),10,0,1,0,0,0,124,62,0,,,2352,5313,1318,690,1389,5440,5325,3211,4173,5776,,807,671,831,452,360,261,779,689,640,843
381210,Prepared rubber accelerators,1475,1703,2060,1493,1664,1775,2465,1848,1551,,,53152,56989,64138,55679,58427,65162,67071,58308,50623,56280,,24472,29737,32518,30884,34255,40502,49744,55318,58880,67410
381300,Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades (excluding ...,298,463,269,246,79,20,170,252,23,,,40678,36696,36653,31617,31214,30865,34008,29683,28201,27905,,1378,1940,2167,2295,3065,2120,3332,3033,2722,1299
382410,Prepared binders for foundry moulds or cores,31,44,203,39,68,14,206,72,93,,,76267,67381,74004,63436,59335,67744,82620,76509,66335,96170,,3303,3801,5663,5298,5718,6647,9595,8387,8260,11312
382475,Mixtures containing carbon tetrachloride,0,0,0,0,0,0,0,0,0,,,8,15,1,65,7,0,1,0,0,252,,0,0,0,0,0,0,0,0,0,
382569,"Wastes from chemical or allied industries (excluding wastes of metal pickling liquors, of hydraulic ...",0,0,0,0,0,0,0,0,0,,,6196,7175,5188,5880,281,354,189,152,182,345,,0,0,0,0,4,30,0,0,0,
390140,"Ethylene-alpha-olefins copolymers, having a specific gravity of < 0,94 , in primary forms",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,191212,186174,150033,285655,523877,,0,0,0,0,0,0,6303,22810,35379,455962
390430,"Vinyl chloride-vinyl acetate copolymers, in primary forms",352,430,521,749,493,624,714,1058,864,,,109309,109077,111243,92611,84250,89435,93870,96754,89857,134107,,2367,2481,1960,2292,2524,3801,4188,5054,4159,4562
390599,"Polymers of vinyl esters and other vinyl polymers, in primary forms (excluding those of vinyl ...""",539,1282,883,842,882,1311,1638,2090,3531,,,238012,241593,224865,224826,233557,242304,256956,224933,241306,258659,,6596,5927,6488,6784,7625,10486,9214,8989,11512,13308
390610,"Poly""""methyl methacrylate"""", in primary forms""""",322,884,42,41,83,64,104,217,135,,,0,0,0,0,0,0,0,0,0,0,,23033,22666,20461,17969,16913,23904,30526,32898,30800,25494
390710,"Polyacetals, in primary forms",76,221,327,556,310,323,25,3,36,,,0,0,0,0,365626,417817,452359,391259,303930,442551,,18259,19879,18415,13473,15194,36276,46157,42889,30273,67302
390940,"Phenolic resins, in primary forms",692,639,868,1169,1048,1011,802,831,1135,,,247464,251471,262988,206718,192957,210533,200207,192908,183565,245040,,18403,22365,25636,26294,28657,31371,37945,44285,42074,48293
391211,"Non-plasticised cellulose acetates, in primary forms",0,0,0,0,0,0,3,13,10,,,840,377,680,435,666,413,227,907,913,4681,,743,468,615,649,758,906,1007,140,122,87
391310,"Alginic acid, its salts and esters, in primary forms",0,0,1,0,0,0,0,0,0,,,13772,13706,13353,10330,10436,9399,8612,9536,8212,11093,,1274,1667,3767,5410,5890,4504,6708,7551,4128,4057
391723,"Rigid tubes, pipes and hoses, of polymers of vinyl chloride",61,54,39,50,217,48,48,102,209,,,100981,101244,97773,81291,80269,83785,87991,86453,87208,111228,,7933,8912,8615,11962,12515,12167,9470,10343,12887,13770
391729,"Rigid tubes, pipes and hoses, of plastics (excluding those of polymers of ethylene, propylene ...",730,525,527,664,1219,706,392,539,241,,,267599,263007,263235,221097,202635,236782,258110,253302,226216,267572,,33318,30944,29147,38724,38293,35846,33281,35347,31452,8835
391731,"Flexible tubes, pipes and hoses, of plastics, burst pressure >= 27,6 MPa",660,716,63,30,33,10,58,70,68,,,141234,143275,145311,127872,108557,116786,129392,116945,116078,130019,,6369,5682,5686,7425,7074,7564,7196,7898,10117,49376
391890,"Floor coverings of plastics, whether or not self-adhesive, in rolls or in the form of tiles, ...",326,33,35,68,56,51,14,17,7,,,63399,69268,75334,65980,62005,76082,80658,77461,89446,96783,,6465,3559,5651,8553,11075,10969,12799,19785,30639,92503
392049,"Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing ...",168,271,477,232,209,277,393,237,234,,,610281,639476,619446,543537,561162,564772,617324,675150,692119,756402,,38769,41413,50050,53310,64244,82354,81709,90956,124017,174991
392051,"Plates, sheets, film, foil and strip, of non-cellular poly""""methyl methacrylate"""", not reinforced, ...""",0,0,0,0,174,113,5,3,16,,,0,0,0,0,0,0,0,0,0,0,,521,2064,2771,3672,6216,12896,48122,45155,30321,37875
392069,"Plates, sheets, film, foil and strip, of non-cellular polyesters, not reinforced, laminated, ...",623,344,402,591,594,371,395,544,635,,,110930,114972,117428,103204,110208,153529,211871,238331,212356,270114,,17479,20861,17342,13625,18805,21863,22513,25763,23852,85355
392111,"Plates, sheets, film, foil and strip, of cellular polymers of styrene, unworked or merely surface-worked ...",305,224,392,117,219,175,52,19,89,,,293096,304494,289067,235944,236567,255913,264651,243587,238415,304549,,16061,17592,17423,21955,26044,30831,41104,38777,41171,12224
392210,"Baths, shower-baths, sinks and washbasins, of plastics",219,27,220,72,131,51,200,50,135,,,109711,105000,98028,96218,97277,103852,106924,98099,95158,118102,,3639,3256,3595,3571,4585,4184,5174,5116,6892,16030
400121,Smoked sheets of natural rubber,0,0,0,0,0,1,0,0,0,,,8013,6696,20610,6216,1174,1570,1323,1392,2203,6382,,76947,31462,32309,21532,25917,42822,25976,21083,32848,21420
400700,Vulcanised rubber thread and cord (excluding ungimped single thread with a diameter of > 5 ...,20,29,16,15,8,23,27,8,20,,,4072,4027,3895,2009,2486,2818,4383,4084,4478,5212,,11471,12372,12516,14448,14290,17936,21187,26315,18634,28848
400941,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",32,20,18,25,42,14,37,32,239,,,88072,88248,93649,82289,84752,101715,114726,101588,84800,98081,,2710,2977,2185,2493,2571,3620,3305,3389,3714,9175
401031,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",122,74,337,162,195,206,237,159,144,,,90156,108702,106863,94640,98588,115419,116181,110217,105206,141771,,9588,5619,6088,5290,6118,5586,7126,7365,5654,10522
401140,"New pneumatic tyres, of rubber, of a kind used for motorcycles",1,0,22,0,46,12,49,71,7,,,181752,201288,200456,165973,177045,196832,194434,187542,185886,231571,,4770,4030,3766,4701,5813,9797,14245,11023,11164,17430
401162,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",1,0,0,0,0,3,0,0,0,,,11883,12579,15347,13769,11711,0,0,0,0,0,,1467,964,1467,1409,1422,1727,0,0,0,
401590,"Articles of apparel and clothing accessories, for all purposes, of vulcanised rubber (excluding ...",529,301,214,198,230,388,285,168,80,,,9003,7442,7527,6866,6504,5086,6917,5800,7422,5991,,30757,32974,36350,38972,35296,39689,44682,40174,34380,4029
410390,"Raw hides and skins, fresh, or salted, dried, limed, pickled or otherwise preserved, whether ...""",0,0,0,0,0,0,0,0,0,,,242,2456,1943,1256,1125,266,1247,12261,17923,7485,,20,102,42,23065,39104,51172,59061,33141,24,100
410621,"Hides and skins of goats or kids, in the wet state """"incl. wet-blue"""", tanned, without wool ...""",0,0,0,0,0,0,0,0,0,,,64,0,10,0,7,6,9,0,0,0,,1,3,347,175,153,166,38,60,78,1
410640,"Tanned or crust hides and skins of reptiles, whether or not split (excluding further prepared)",0,0,0,0,0,0,0,0,0,,,1395,2545,3472,1905,671,541,247,467,0,1111,,6,229,0,0,2,18,5,0,7,21
420219,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers ...",152,95,125,169,145,286,119,73,110,,,66129,82000,90334,88015,150922,145225,110884,123971,75946,93898,,1092,2549,1275,1968,2710,3270,2580,4106,4677,531
420229,"Handbags, whether or not with shoulder strap, incl. those without handle, with outer surface ...",5,5,18,11,12,9,19,5,11,,,8152,12988,12697,9270,6044,7734,10883,9582,11010,16756,,7602,6645,8204,8838,10195,16182,19959,18236,19972,2782
420231,"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...",65,25,34,42,17,6,1,1,11,,,189492,191953,179820,159927,172786,188254,182913,153144,114986,139323,,2769,3376,3627,4058,5522,6237,6528,6830,8621,12819
420232,"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...",0,0,0,0,0,0,0,0,0,,,37777,39503,45837,44533,43392,57025,69816,65024,52326,57348,,278,528,1099,1741,1661,2685,3877,4629,4264,31104
420321,"Specially designed gloves for use in sport, of leather or composition leather",0,0,0,0,1,0,0,0,1,,,4876,5335,5244,4617,5143,4693,4056,4052,4344,5984,,176,228,309,385,399,682,446,497,492,967
430220,"Heads, tails, paws and other pieces or cuttings of tanned or dressed furskins, not assembled",0,0,0,0,0,0,0,0,0,,,1082,687,518,22,260,54,69,67,92,26,,0,87,83,0,124,1,69,16,938,935
440122,Wood in chips or particles (excluding those of a kind used principally for dying or tanning ...,7,5,7,17,49,51,25,75,48,,,11508,14937,17850,14510,16804,18206,21049,24529,30208,27481,,246,6,7,189,104,62,42,543,52,343
440320,"Coniferous wood in the rough, whether or not stripped of bark or sapwood, or roughly squared ...",40,0,65,50,28,60,0,0,0,,,218671,218582,228584,217368,218461,0,0,0,0,0,,4405,5201,5126,6274,3516,7258,0,0,0,23
440341,"Dark red meranti, light red meranti and meranti bakau wood in the rough, whether or not stripped ...",0,0,0,0,0,0,0,0,0,,,0,6,0,0,0,0,0,0,0,2,,288,0,0,18,0,14,156,29,37,
440719,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,0,21,0,0,,,0,0,0,0,0,169061,199920,193929,215348,264790,,0,0,0,0,0,0,4553,6350,4255,5381
441192,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",183,314,454,921,7890,7551,3301,4152,1840,,,1059888,1095197,1081438,964264,979579,1101571,1101442,814620,814637,899504,,11671,12254,15650,24174,31615,30813,27532,22688,16692,8906
441193,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",0,0,74,0,0,0,0,0,0,,,6598,6791,5089,3986,7487,7035,5146,5012,5086,6534,,3784,1879,1727,1518,1359,2248,2092,2376,977,498
441232,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,6,25,0,0,0,0,0,,,94905,100785,105433,91261,99274,0,0,0,0,0,,1208,2358,2433,8505,14879,17487,0,0,0,
441810,"Windows, French windows and their frames, of wood",5,0,0,0,0,0,0,0,0,,,196850,291631,313558,232190,238113,264511,309954,371406,396022,367946,,54,66,77,43,19,103,190,80,360,1379
441850,"Shingles and shakes, of wood",0,0,0,0,0,0,0,0,0,,,784,594,1178,478,669,854,758,602,435,333,,7,0,45,0,8,1,28,59,32,80
441872,"Flooring panels, multilayer, assembled, of wood (excluding for mosaic floors)",0,0,0,2,0,9,0,0,0,,,202750,206551,203519,200347,219626,0,0,0,0,0,,153,305,448,493,776,874,0,0,0,
441900,"Tableware and kitchenware, of wood (excluding interior fittings, ornaments, cooperage products, ...",6,2,4,16,7,2,0,0,0,,,34279,39379,50179,50502,59236,0,0,0,0,0,,599,244,496,182,506,1250,0,0,0,
460129,"Mats, matting and screens, of vegetable plaiting materials, flat-woven or bound together in ...",0,0,0,0,0,0,0,0,0,,,6160,5091,4782,4343,5040,6060,4886,4828,5857,7676,,98,26,206,907,688,215,761,1732,1349,259
470200,"Chemical wood pulp, dissolving grades",0,0,0,0,0,0,0,0,0,,,4815,101402,101528,66155,37756,23136,18451,15254,5838,9400,,2735,2174,1800,1137,1953,32,261,25,69,356
470329,"Semi-bleached or bleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving ...",2925,4328,3033,2209,466,385,606,152,0,,,160208,157500,150049,186864,161139,157880,185863,176560,105981,173767,,33229,35459,51361,34651,61799,70589,99736,115987,65077,108837
480449,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,0,,,5,1,1,12,197,69,100,64,50,42,,1285,628,269,522,247,3391,3031,4354,10464,438
480593,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",19,24,17,75,452,184,506,723,120,,,231937,231624,246280,185352,187953,170344,173538,158765,146927,206505,,24054,29443,28553,29859,27229,34921,37236,32916,29166,82110
480610,"Vegetable parchment, in rolls of a width > 36 cm or in square or rectangular sheets with one ...",0,13,47,73,0,30,22,0,0,,,4866,6469,6738,5250,6404,7981,8996,8822,10912,11138,,1207,1530,2069,2222,1514,1688,1510,1319,1171,1426
480810,"Corrugated paper and paperboard """"with or without glued flat surface sheets"""", whether or ...""",0,0,0,0,0,0,0,0,0,,,176504,203238,229290,207413,231951,266759,315101,296985,311478,392503,,634,596,894,1219,1308,2618,4729,5365,10023,11607
481022,"Lightweight coated paper used for writing, printing or other graphic purposes, total weight ...",36,0,0,0,0,589,1214,366,98,,,884098,802040,799650,646506,573179,535773,576789,523081,422558,482985,,17425,14263,15934,7645,7466,11622,12151,16709,10392,8021
481141,"Self-adhesive paper and paperboard, surface-coloured, surface-decorated or printed, in rolls ...",572,339,286,171,394,290,260,410,654,,,369939,380088,394870,357556,361653,398661,425543,371668,379364,449800,,35861,45196,51880,58997,69460,77935,94105,101754,90612,97554
481720,"Letter cards, plain postcards and correspondence cards, of paper or paperboard (excluding those ...",0,0,0,0,1,1,2,1,4,,,4919,4116,5045,3748,3541,3725,4140,3853,2944,2907,,52,17,10,20,36,65,122,156,189,29
481950,"Packing containers, incl. record sleeves, of paper, paperboard, cellulose wadding or webs of ...",2,38,4,66,151,167,2055,2643,1846,,,267085,257361,217675,164310,176980,178881,186482,178648,158580,166554,,7399,41561,50096,113531,120190,120778,105704,90505,85194,79442
482020,Exercise books of paper or paperboard,0,0,0,0,0,0,0,0,0,,,4855,6415,7959,6059,7460,9077,10454,8925,8772,10983,,9,7,5,4,12,8,33,126,29,733
482050,"Albums for samples or collections, of paper or paperboard",11,0,5,24,9,8,2,10,19,,,16060,19999,16541,14693,16988,15696,18820,18823,20943,22526,,186,13,34,74,73,90,62,106,79,1055
482361,"Trays, dishes, plates, cups and the like, of bamboo paper or bamboo paperboard",0,0,0,0,0,0,0,0,0,,,25,40,91,123,106,132,241,444,223,252,,69,0,7,4,6,17,1,1,54,543
491000,"Calendars of any kinds, printed, incl. calendars blocks",4,2,2,25,38,21,34,22,16,,,68949,67887,76654,65275,64693,70016,69893,62947,61363,69382,,67,54,46,2169,370,270,575,1450,396,672
510121,"Shorn wool, degreased, non-carbonised, neither carded nor combed",0,0,0,0,0,0,0,0,0,,,12790,15922,14492,10203,8925,6825,8341,6825,6456,9311,,0,0,0,0,0,0,6,40,0,
510310,Noils of wool or of fine animal hair (excluding garnetted stock),0,0,0,0,0,0,0,0,0,,,2071,1708,1925,1880,1573,1295,1481,1078,753,1362,,0,0,0,0,7,0,0,0,0,
510710,Yarn of combed wool containing >= 85% wool by weight (excluding that put up for retail sale),0,0,0,0,19,3,0,0,1,,,155558,129361,159090,134969,122718,106032,125694,123739,81795,101065,,17423,11529,26203,19149,29522,47904,69175,72163,56179,48653
510820,Combed yarn of fine animal hair (excluding that of wool and that put up for retail sale),0,0,0,0,0,0,0,0,0,,,2608,3562,4088,3153,4537,4641,6009,7508,7340,9410,,9,27,68,50,1761,15896,48581,40567,45781,2862
510990,"Yarn containing predominantly, but < 85% wool or fine animal hair by weight, put up for retail ...",0,0,0,0,0,0,0,0,0,,,19782,21582,21092,17765,16120,16305,20196,20194,22371,25723,,2827,1533,3372,2576,773,1464,1418,2241,1026,260
511000,"Yarn of coarse animal hair or of horsehair, incl. gimped horsehair yarn, whether or not put ...",0,0,0,0,0,0,0,0,0,,,290,285,298,363,331,333,590,347,311,38,,0,0,0,0,20,109,150,3,2,
520521,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",8,0,1,0,0,0,0,0,0,,,108,200,116,191,145,26,1,31,0,0,,144,2207,3946,1066,973,461,745,920,1003,1638
