Product code,Product label,Russian Federation's imports from Germany-Value in 2012,Russian Federation's imports from Germany-Value in 2013,Russian Federation's imports from Germany-Value in 2014,Russian Federation's imports from Germany-Value in 2015,Russian Federation's imports from Germany-Value in 2016,Russian Federation's imports from Germany-Value in 2017,Russian Federation's imports from Germany-Value in 2018,Russian Federation's imports from Germany-Value in 2019,Russian Federation's imports from Germany-Value in 2020,Russian Federation's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
330499,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), ...",70609,79074,63872,46977,48499,53967,53355,52417,43993,55705,,2030691,2095049,2138800,1933781,2062024,2302306,2683029,2690511,2517301,2869905,,737826,813638,720589,501259,556509,682705,788707,855716,747692,964568
901920,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic ...",171310,70088,55059,37495,18311,27389,37586,24481,66312,55469,,652150,686459,703145,645832,619537,642284,685408,644720,1303876,1094678,,441272,282897,164197,112647,124328,126779,143836,129457,577935,245418
380892,"Fungicides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",18469,28579,37967,33328,52341,35496,46508,44645,79178,55158,,1047337,1120415,1223453,1130943,1154161,1213632,1258545,1142109,1042951,1086079,,110911,123876,152146,151342,201810,222235,260037,213570,266822,271656
320890,"Paints and varnishes based, incl. enamels and lacquers, on synthetic polymers or chemically ...",58439,62391,54794,37607,42246,47877,51750,49387,47752,54736,,1051680,1082795,1114383,929007,946335,1004713,1090142,1026778,994158,1224383,,273121,273932,272194,197914,192051,212119,201769,198368,185651,215552
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",50942,51284,48772,31022,34922,45497,51201,51112,49235,54534,,1325690,1486164,1579116,1418534,1413262,1559518,1646943,1541545,1486561,1771867,,270166,283543,270589,176468,188596,237472,262486,273319,247603,298335
340319,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",88631,85710,85914,54888,59279,70112,70373,54352,48385,54278,,849048,948203,1049665,882355,910910,1018000,1069750,1018596,993253,1176352,,331337,334141,305684,205008,216672,253479,278885,262449,231168,272062
390730,"Epoxide resins, in primary forms",27067,36120,38836,41802,29014,37025,44151,42982,38033,54084,,947821,930281,1058348,935183,952570,1018430,1182982,1076731,1004220,1516663,,90186,120839,126943,119415,109706,134513,161631,151310,145129,259800
848120,Valves for oleohydraulic or pneumatic transmission,31286,29953,28847,22684,25503,35546,37692,41389,43681,53139,,2519714,2654697,2845028,2427654,2538766,3117396,3583243,3331042,2941857,3762262,,103993,102440,95979,62852,79297,115976,139829,150660,148104,204674
840991,Parts suitable for use solely or principally with spark-ignition internal combustion piston ...,36468,41937,36295,34031,44514,55868,84900,48710,37324,52869,,6127091,6310490,6505241,5608976,5525871,5654273,5738653,5410200,4556465,5399290,,187703,208224,181202,166972,193264,214908,268606,249588,225991,313721
401110,"New pneumatic tyres, of rubber, of a kind used for motor cars, incl. station wagons and racing ...",143554,139266,106764,49266,48575,55345,52197,53577,34427,52765,,4561768,4722674,4487232,3968259,4038805,4262136,4313031,4096387,3407436,3877202,,1424432,1241104,998431,487843,461238,654043,753904,779730,615632,762922
870894,"Steering wheels, steering columns and steering boxes, and parts thereof, for tractors, motor ...",189055,159185,114005,66414,70944,76950,89336,66975,52696,51641,,3102528,3191470,3453620,3053659,3177081,3450840,3525901,3107899,2613765,3164698,,576509,592261,521983,322509,337082,430182,506442,506960,437987,586125
842940,Self-propelled tamping machines and roadrollers,82945,85932,56108,13153,24436,37045,39542,27557,37149,50542,,772442,711701,708049,647041,628390,693207,825378,790607,601967,798807,,156576,159459,118899,22122,41193,64025,77823,69452,95751,144231
841199,"Parts of gas turbines, n.e.s.",10673,10746,27527,36530,61505,71574,42840,16970,14826,50410,,2430790,2728169,2176428,1589099,1631257,2228533,2051574,1807384,1799558,1572322,,92909,202974,277550,247208,384561,286000,297006,255525,216179,237692
740400,"Waste and scrap, of copper (excluding ingots or other similar unwrought shapes, of remelted ...",17,0,0,0,0,0,14039,80978,105929,50238,,2531753,2094531,2025523,1605298,1311561,1687725,1589233,1502108,1510280,2525175,,101864,85983,53673,65849,63900,171239,164273,311113,499329,447728
381190,"Oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and ...",36349,49350,55559,47835,56834,48868,52898,51486,46288,49979,,498895,558632,620155,524864,496313,535391,575268,541507,478948,534793,,104280,120741,131961,128594,131750,142700,112962,129056,100548,101924
390931,"Poly""""methylene phenyl isocyanate"""" """"crude MDI, polymeric MDI"""", in primary forms""""",0,0,0,0,0,78817,33090,25934,29163,49906,,0,0,0,0,0,920343,939714,704565,707538,1183556,,0,0,0,0,7,257990,310713,225433,212695,450243
321519,"Printing ink, whether or not concentrated or solid (excluding black ink)",60180,62227,57489,45416,43517,48933,52553,48007,43256,49421,,1171001,1162051,1119410,935846,1395609,1992809,942815,852414,769635,863602,,187044,179664,180071,140133,155449,169820,177489,179590,164947,170538
390110,"Polyethylene with a specific gravity of < 0,94, in primary forms",50654,48463,61379,46275,46552,45974,45063,39561,36340,49319,,1653782,1783124,1879007,1490326,1539228,1574423,1535045,1283798,1024495,1467794,,478011,430917,460378,339292,329630,314636,267956,258312,218449,340706
841221,"Hydraulic power engines and motors, linear acting """"cylinders""""""""",41818,40492,40346,29979,30215,34215,43255,44397,44382,48848,,893738,914234,827194,744959,774451,879759,1099854,1044654,947943,990676,,210244,209285,194369,145632,168190,205927,244582,257220,246879,317292
848310,"Transmission shafts, incl. cam shafts and crank shafts, and cranks",37200,41808,37523,30008,31610,41392,36175,38337,51128,48463,,2205735,2153934,2261043,1870551,1835767,2034448,2479824,2519799,2262222,2557908,,176254,209138,172507,142085,132075,171303,178515,189878,209491,221905
391239,"Cellulose ethers, in primary forms (excluding carboxymethylcellulose and its salts)",36567,39420,38792,34035,37826,36760,36747,35956,39798,48214,,704510,735295,771309,699892,727261,773815,813544,763586,770745,878915,,74787,74102,76937,67505,80629,87708,105440,106254,109058,140020
210111,"Extracts, essences and concentrates, of coffee",81150,85506,96245,69028,74512,76263,68910,66077,60305,47734,,1001745,965382,904382,798029,810452,866197,776053,707314,655308,653159,,422451,403446,404886,343546,392198,402304,350150,360071,358905,353267
902780,"Instruments and apparatus for physical or chemical analysis, or for measuring or checking viscosity, ...",31923,34399,25724,19778,17568,24307,26531,35956,40949,47337,,1746298,1796959,1857020,1808605,1798759,2165995,2306754,2095726,2164421,2460191,,203211,184468,160703,99894,103221,142903,159038,182080,204682,221701
853669,Plugs and sockets for a voltage <= 1.000 V (excluding lamp holders),20873,22437,25720,16717,20658,27152,36052,37609,42458,47075,,2556749,2994102,3410999,3149449,3449568,4205712,4761980,4442795,4405465,5478118,,145090,152404,158988,117750,136364,190123,254062,265042,288952,361498
845710,Machining centres for working metal,79898,99619,179335,108336,62639,81451,71754,47848,55902,47011,,2216855,2329073,2570657,2263236,2204709,2637516,2798957,2287338,1608903,1783767,,347072,354767,502984,345318,234830,261410,297549,233254,202260,242807
848360,"Clutches and shaft couplings, incl. universal joints, for machinery",42362,35242,39042,25674,32664,41792,39702,38202,37145,46882,,769889,768930,794245,672364,644197,730059,806931,782325,731794,818032,,146896,82857,85683,59082,70347,91711,94929,101661,100117,123205
851660,"Electric ovens, cookers, cooking plates and boiling rings, electric grillers and roasters, ...",97150,93347,81115,43723,49220,50998,56928,51116,49927,46238,,1253644,1291905,1383567,1379782,1475173,1603846,1756062,1646672,1757182,2156046,,699162,599630,569396,327085,361735,413796,496478,503905,546594,681873
844313,"Offset printing machinery (excluding sheet fed offset printing machinery, sheet size <= 22 ...",41000,57298,38769,8794,27551,23178,24805,12431,9527,46014,,1854315,1751933,1541630,1309743,1315655,1472642,1404949,1310571,1071902,1256477,,58370,72601,73251,30503,33274,30473,36725,20200,42934,59244
731815,"Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. ...",43034,47253,39723,26723,30415,40603,46309,40394,37064,45852,,2482008,2635552,2828491,2441844,2503823,2757445,3031201,2838898,2616208,3105743,,296623,315970,281369,186694,208888,275185,319352,322338,303937,396675
821220,"Safety razor blades of base metal, incl. razor blade blanks in strips",131295,135215,136785,74640,68975,84986,35981,45290,36480,45665,,379668,413770,357197,320347,313995,346996,358761,325365,330583,356277,,151245,149705,150896,83322,75808,105165,69193,86528,70866,84492
903289,"Regulating or controlling instruments and apparatus (excluding hydraulic or pneumatic, manostats, ...",82350,98754,87153,48880,49760,49169,61226,58028,50472,44414,,2809647,2606223,2534640,2022669,2237156,3024833,3645761,4038592,2762815,2230881,,317811,333271,337833,172842,176577,210900,245823,205939,183739,261754
381239,"Anti-oxidising preparations and other compound stabilisers for rubber or plastics (excl. mixtures ...""",0,0,0,0,0,36857,35340,35754,45855,44157,,0,0,0,0,0,451743,478186,468508,479833,575944,,0,0,0,0,3,101556,111647,113911,125932,145466
381600,"Refractory cements, mortars, concretes and similar compositions, incl. dolomite ramming mix ...",76537,73567,77479,55971,47165,47962,46792,39737,37783,43627,,428369,418540,417920,334724,326300,353850,386130,346515,327140,356883,,186722,195843,219040,159941,164467,190152,210228,210832,199707,215700
721012,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",30227,29672,33313,31741,29995,33183,37824,45757,38807,43449,,958834,879305,837307,710624,625593,698797,748294,733479,692568,768830,,131600,139353,134431,124968,107756,136678,150090,148371,149133,143637
230990,Preparations of a kind used in animal feeding (excluding dog or cat food put up for retail ...,74425,71746,57399,47124,42602,49861,37895,36326,45434,43371,,1257337,1285553,1265247,1086472,1091188,1167892,1237669,1207995,1382266,1594354,,545316,576811,540958,388832,361691,417079,431446,410596,460306,517688
240220,"Cigarettes, containing tobacco",11774,11848,35408,37073,75908,67845,99757,13890,18701,43192,,4097213,3605228,3642504,3295678,3475528,3024715,2790157,2300822,1348897,1373593,,62391,89547,97065,100792,148619,134661,148676,46365,41272,74320
321410,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ...",51821,49022,40505,24082,25935,30816,33061,35094,35974,42815,,1256530,1394216,1445933,1253783,1308066,1381601,1508194,1438501,1398807,1641694,,440438,441486,421986,219347,211143,251835,238113,235709,217424,262596
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",138253,201448,114703,106285,71563,67472,104789,60582,37344,42718,,3742502,3952679,4149303,3260183,3167674,3232952,3652501,3207188,2978002,3163087,,969108,1240185,1001635,565655,558342,604240,517620,551042,577094,655928
842121,Machinery and apparatus for filtering or purifying water,61601,109534,75452,38812,52188,53129,55321,60045,46829,42297,,1186601,1270868,1267913,1107869,1095560,1137622,1242791,1269866,1274752,1389752,,394625,344582,339514,205036,240077,193687,234975,239747,210462,236054
391739,"Flexible tubes, pipes and hoses, of plastics, reinforced or otherwise combined with other materials ...",19762,24885,23310,18768,20907,35155,37502,35681,34135,41784,,451644,517093,598953,527468,567090,651110,712006,718599,722629,849878,,275764,95490,91642,77786,84303,108636,123305,127359,120897,153952
392010,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, ...",54336,59268,57977,44404,49700,52055,45919,42229,34880,41762,,2152809,2352505,2453602,2106914,2150992,2245499,2346214,2164472,2076456,2626749,,353920,375005,340309,221521,253198,263115,255390,239122,228581,273398
842810,Lifts and skip hoists,43739,69669,60497,35443,41718,27239,20400,18583,43120,41540,,585592,629314,567955,497824,507521,549094,677448,637616,608381,570901,,367014,457394,468978,236761,239377,263282,305291,285389,299991,306845
870195,"Tractors, of an engine power > 130 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,25690,34126,42889,25542,41273,,0,0,0,0,0,1792860,1772866,2032397,2154803,2703757,,0,0,0,0,70,207487,149602,136668,111670,196796
843231,"No-till direct seeders, planters and transplanters",0,0,0,0,0,22197,23521,12453,23646,41150,,0,0,0,0,0,70092,62309,63841,89058,92749,,0,0,0,0,5,52269,53465,46090,66501,111179
390799,"Saturated polyesters in primary forms (excluding polycarbonates, alkyd resins, poly""""ethylene ...""",26720,49544,64437,45771,35683,45375,60789,38267,35468,41032,,1111153,1225999,1312497,1144988,1176214,1383065,1448925,1352654,1289467,1676506,,129387,157961,175370,145498,182175,220830,232789,192250,196661,246413
841430,Compressors for refrigerating equipment,49573,51026,34082,29010,34926,31093,31851,37282,42352,40879,,963502,996665,1026761,897273,936324,997488,1126878,1148963,1218529,1430118,,387851,400229,344007,256549,280890,307081,326324,330602,306715,376414
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",46997,48100,48097,34816,30783,31462,33732,31548,27573,40857,,597870,668083,736839,652422,682026,769428,835969,757484,719234,858737,,253962,252923,224515,144319,153388,167453,175293,159060,148500,179695
851762,"Machines for the reception, conversion and transmission or regeneration of voice, images or ...",58657,52575,33274,28215,32692,38429,41884,37160,34473,40501,,4130518,4291610,4905566,4667756,4681977,4863737,6033468,6286456,5890095,6291875,,1726928,1484456,1511162,1181750,1135517,1437891,1597161,1737558,2182477,2372652
390120,"Polyethylene with a specific gravity of >= 0,94, in primary forms",89071,40730,104776,38698,27155,27411,36381,28879,34202,40434,,1582582,1603254,1623479,1398775,1375557,1511401,1571850,1367820,1366456,1861663,,738433,536352,595750,295507,225979,316569,369002,474105,253795,354110
843629,"Poultry-keeping machinery (excluding machines for sorting or grading eggs, poultry pickers ...",158315,140614,62313,79319,56083,48113,29866,28300,55693,40188,,604921,460867,419513,387934,376350,373513,427558,374675,371109,411395,,259010,224553,102844,137952,88704,72010,46364,46833,77755,63265
392290,"Bidets, lavatory pans, flushing cisterns and similar sanitary ware, of plastics (excluding ...",20318,36200,36775,16412,23599,31778,34888,39698,41507,40177,,465230,482719,501654,449585,470512,522725,575647,568530,573101,707374,,49039,66095,74074,40064,48097,65542,70823,77075,76787,104055
843359,"Harvesting machinery for agricultural produce (excluding mowers, haymaking machinery, straw ...",53339,43830,40398,16393,18286,36769,33196,33322,31289,39960,,599760,677704,609508,446957,507120,558620,581052,545729,623259,792595,,109983,100077,94922,39349,58633,118112,95948,92964,112080,199705
