Product code,Product label,"Korea, Republic of's imports from United States of America-Value in 2012","Korea, Republic of's imports from United States of America-Value in 2013","Korea, Republic of's imports from United States of America-Value in 2014","Korea, Republic of's imports from United States of America-Value in 2015","Korea, Republic of's imports from United States of America-Value in 2016","Korea, Republic of's imports from United States of America-Value in 2017","Korea, Republic of's imports from United States of America-Value in 2018","Korea, Republic of's imports from United States of America-Value in 2019","Korea, Republic of's imports from United States of America-Value in 2020","Korea, Republic of's imports from United States of America-Value in 2021",United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
81120,"Frozen raspberries, blackberries, mulberries, loganberries, black-, white- or red currants ...",314,0,0,0,0,0,0,0,170,102,,23254,28941,23074,21138,21546,15878,20158,26026,29206,35066,,3121,1966,2749,2597,1815,1651,1864,1879,2282,2642
290529,Unsaturated monohydric acyclic alcohols (excluding acyclic terpene alcohols),222,123,144,135,137,154,167,130,94,101,,11533,11944,13172,9667,11066,12090,12621,13391,18231,19455,,2583,3367,6875,4729,5813,11007,18985,20173,19958,27842
170260,"Fructose in solid form and fructose syrup, not containing added flavouring or colouring matter ...",421,117,40,56,175,36,59,58,80,101,,705462,597025,481311,447993,461823,462793,457643,408458,377859,345629,,5050,5669,6170,7034,6799,7179,7271,7247,7018,7731
320290,"Inorganic tanning substances; tanning preparations, whether or not containing natural tanning ...",84,67,103,70,123,87,128,174,86,101,,7281,6733,6167,5094,6114,8457,7327,9190,7202,7534,,20584,16910,17482,15877,13412,14392,13751,14639,10043,9983
621510,"Ties, bow ties and cravats of silk or silk waste (excluding knitted or crocheted)",74,107,201,152,171,234,188,152,80,101,,15393,15175,8850,8632,6414,6152,5232,5138,1529,894,,15552,14461,12587,11198,10408,9341,10359,9652,8949,10340
482340,"Rolls, sheets and dials, printed for self-recording apparatus, in rolls of a width <= 36 cm, ...",47,34,34,61,231,240,225,157,98,101,,35417,32381,24044,19221,21571,21537,18306,15923,10593,12961,,432,433,983,341,925,705,1222,749,843,983
360690,"Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde, hexamethylenetetramine ...",70,42,17,29,20,55,48,21,58,101,,13597,15611,18475,16148,8550,8700,10011,11681,8785,9140,,270,301,566,990,328,1950,438,589,823,1199
720990,"Flat-rolled products of iron or steel, of a width of >= 600 mm, cold-rolled """"cold-reduced"""", ...""",195,373,292,273,132,196,174,199,145,100,,16420,13396,13429,11144,7948,6465,5198,3165,3305,5365,,10805,12348,19119,9844,10069,10009,10130,8814,3005,4491
841821,"Household refrigerators, compression-type",523,213,209,105,725,371,179,48,257,100,,70603,64236,76355,75479,62487,67937,70166,62922,47949,65592,,11251,6795,10652,17491,30351,49218,43853,39124,46440,70375
780600,"Articles of lead, n.e.s.",194,159,286,127,170,143,93,174,333,100,,54559,68986,78558,34862,20887,17289,23603,20962,18744,126697,,2427,3551,3563,2730,2631,4584,4864,5374,4994,6963
380590,Crude dipentene; sulphite turpentine and other crude para-cymene; terpenic oils produced by ...,46,36,51,10,38,47,2,55,110,100,,25140,26172,29941,26722,19730,19423,20022,28097,25379,25444,,327,147,104,102,195,178,211,199,297,328
180100,"Cocoa beans, whole or broken, raw or roasted",0,14,1,9,340,1108,337,91,161,99,,35154,39656,143883,49423,82979,65278,21127,28086,33214,25095,,9573,12465,15766,15405,26301,29383,12878,12575,13800,13409
411420,Patent leather and patent laminated leather; metallised leather (excluding lacquered or metallised ...,1,12,0,1,0,0,0,0,0,99,,31440,18583,9889,4893,6684,8058,3813,2267,3165,2890,,2428,3155,5617,5519,6643,6314,5880,4307,3022,3380
293626,"Vitamin B12 and its derivatives, used primarily as vitamins",48,14,12,24,34,21,88,91,83,99,,20928,31308,3784,5317,6302,8169,11855,11631,12290,15852,,7503,2776,2704,3329,4525,5351,6787,8081,7825,8866
640319,"Sports footwear, with outer soles of rubber, plastics, leather or composition leather and uppers ...",582,498,96,316,315,182,154,65,38,99,,33678,27259,30638,25519,24591,20737,14734,12958,10062,16903,,40668,35232,43047,36090,31276,28322,34226,35055,25693,34264
630120,"Blankets and travelling rugs of wool or fine animal hair (excluding electric, table covers, ...",21,40,26,33,17,26,34,33,34,99,,4165,4238,4005,3678,3590,4009,4236,3356,2869,4055,,1226,1096,744,846,715,1074,1570,1614,1884,2621
732189,"Stoves, heaters, grates, fires, wash boilers, braziers and similar domestic appliances, of ...",313,349,410,276,137,99,64,25,78,98,,24167,22192,21934,19387,16032,15287,18355,15882,17366,29109,,2852,3602,3629,2553,2666,3133,3234,2608,4012,6754
780419,"Lead plates; lead sheets, strip and foil, of a thickness """"excluding any backing"""" of > 0,2 ...""",8,4,4,3,27,3,4,0,2,98,,4789,5488,5745,6028,4792,11032,34275,16746,12763,11813,,200,148,169,120,227,209,268,170,5751,176
100890,"Cereals (excluding wheat and meslin, rye, barley, oats, maize, rice, grain sorghum, buckwheat, ...",2,1,52,89,109,135,97,85,57,98,,34007,39535,46599,36590,35048,33376,33689,28226,31509,31138,,2,4,61,95,194,136,98,86,58,99
81050,Fresh kiwifruit,1,0,1,7,0,91,112,1,1,98,,27887,30021,27532,22377,23910,31425,27201,33119,33824,40041,,66977,43473,52502,55408,61681,65310,90636,95032,114150,145453
370243,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",2462,1871,1498,1610,372,291,159,164,73,98,,26227,22035,18236,15179,12315,7345,6949,6235,4507,3815,,10805,11529,8343,6223,4091,3998,3162,3146,1720,2564
284169,"Manganites, manganates and permanganates (excluding potassium permanganate)",454,309,242,19,28,28,70,95,148,98,,3073,2769,3268,3305,3583,2815,3553,2586,1730,2473,,26158,21188,6590,7597,10233,7253,12599,10503,10627,16179
940591,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, of glass, ...",422,325,91,80,20,108,133,117,111,98,,26719,20889,21194,21747,18806,20334,21217,30954,16302,25253,,9726,7134,10086,12391,10971,9743,5626,3477,2794,2457
750521,Wire of non-alloy nickel (excluding electrically insulated products),4,24,24,132,209,2,46,28,39,98,,4918,5286,4506,4547,3932,4091,6028,6001,7264,7223,,2229,2342,3547,2543,2719,3133,4714,3744,2613,3129
820713,"Rock-drilling or earth-boring tools, interchangeable, with working parts of sintered metal ...",17,301,655,650,1101,283,164,336,217,98,,217826,206316,207810,210634,185651,149858,152196,149497,119952,130530,,1138,1565,2395,2497,5078,6269,5538,6641,5230,5436
390910,"Urea resins and thiourea resins, in primary forms",60,284,168,87,89,103,166,93,84,98,,28987,28258,29800,60732,27305,39928,59020,58226,35141,50181,,2395,3292,3809,2851,2861,2433,2453,2497,2776,3501
280469,"Silicon containing < 99,99% by weight of silicon",21045,3923,677,90,37,50,55,26,72,97,,65602,9297,9357,7347,8800,9253,8638,3748,5910,12805,,299190,262974,420281,418254,330434,335003,374138,212973,141652,275426
961100,"Hand-operated date, sealing or numbering stamps, and the like; hand-operated composing sticks ...",218,284,214,221,255,241,115,142,99,97,,22905,19952,17531,19624,19930,19948,17120,17002,12753,14643,,2968,3007,3542,3840,4161,6022,6133,5343,5657,6503
847321,"Parts and accessories of electronic calculating machines of subheading 8470.10, 8470.21 or ...",4,10,33,9,5,25,122,104,100,97,,62453,52478,33021,37280,16718,21593,19430,16107,10892,19145,,16,22,62,27,31,84,181,183,180,165
230240,"Bran, sharps and other residues of cereals, whether or not in the form of pellets, derived ...",1444,689,6,28,159,12,15,5,130,97,,31568,28048,25809,35464,33687,31512,34627,30931,24858,39111,,1882,2024,1221,524,763,540,1099,1220,1526,3672
540239,"Textured synthetic filament yarn (excluding sewing thread, yarn put up for retail sale and ...",83,156,211,86,146,96,46,137,47,96,,3119,2950,4329,6285,3166,976,2033,1074,1103,2067,,3354,2177,3349,3480,5872,5885,3278,3524,2125,2669
30381,Frozen dogfish and other sharks,0,0,574,20,218,575,98,325,376,96,,12818,14324,16506,15073,18541,8294,6418,6271,6389,5636,,2786,5248,8213,5851,8448,6547,5523,5069,6672,4041
80132,"Fresh or dried cashew nuts, shelled",13,55,100,139,107,125,99,72,76,96,,11342,11798,14638,17904,24797,30349,22543,20679,19866,19258,,13846,20586,32316,29626,36404,32234,28311,23935,23793,32820
283311,Disodium sulphate,0,4,3,1,1,1,4,18,36,95,,19752,19381,15130,17557,15468,22371,21378,21785,30580,29998,,15534,16370,14554,12247,12504,13537,14715,13392,10311,12921
630499,"Articles for interior furnishing, of textile materials (excluding of cotton or synthetic fibres, ...",69,120,89,75,110,85,124,49,177,95,,8696,16200,10693,6329,3906,4417,5583,6397,4683,5458,,7149,8939,12042,13565,8738,6502,4965,5549,5204,5803
901790,"Parts and accessories for drawing, marking-out or mathematical calculating instruments and ...",120,169,73,163,91,65,213,65,59,95,,8211,9819,10282,9464,7420,8233,6311,6070,4660,7517,,2369,2042,1619,1387,1943,2538,2181,1861,1788,2225
670419,"False beards, eyebrows and eyelashes, switches and the like, of synthetic textile materials ...",40,12,44,13,63,49,38,66,76,95,,15086,20396,16911,18752,20261,26814,25037,24259,19282,21428,,21015,23386,25025,31008,34021,36235,37334,30832,23439,25321
441700,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe ...",74,90,55,77,35,41,47,44,62,95,,44791,31170,28239,40340,45811,50165,33146,33742,23006,27263,,2490,2685,2995,2939,3072,3378,3575,3405,3932,5327
392094,"Plates, sheets, film, foil and strip, of non-cellular phenolic resins, not reinforced, laminated, ...",82,401,405,350,459,298,445,608,246,95,,7986,4599,7976,10311,7378,6965,13658,18610,9320,11034,,366,794,741,1087,1912,3783,5579,7239,8614,6477
291632,Benzoyl peroxide and benzoyl chloride,16,26,40,69,167,137,73,83,206,94,,10425,11785,13408,14914,15797,14557,14248,14169,13964,10813,,6574,6371,7380,5079,5410,5511,7738,7995,7568,7686
950662,Inflatable balls,181,279,294,277,105,150,118,59,140,94,,9889,12000,10309,11537,9841,9130,9989,10483,9337,11989,,16239,15899,19010,15311,15347,15541,17074,18104,14585,14100
620292,"Women's or girls' anoraks, windcheaters, wind jackets and similar articles, of cotton (not ...",87,350,263,183,348,393,183,183,51,94,,7891,7849,10639,9780,10257,11793,9839,9210,7191,8991,,46640,37724,35183,34319,30154,24071,26730,20935,19539,21896
700992,"Glass mirrors, framed (excluding rear-view mirrors for vehicles, optical mirrors, optically ...",386,163,183,205,133,178,159,168,106,94,,33776,43741,37087,37996,40880,44959,44155,46886,46358,53598,,8524,8245,9558,11007,13039,15565,18008,20099,18756,20065
292211,Monoethanolamine and its salts,2621,3461,5092,1209,1622,1610,421,40,11,94,,121178,118691,134513,125915,112198,124217,94386,80617,60717,97165,,6923,7686,10495,5618,3748,5050,5476,6372,5567,8308
631090,"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile ...",31,699,1111,284,120,77,26,833,104,93,,52878,53954,53927,47449,31757,26672,22907,26420,22586,36659,,1185,2066,2140,1097,688,454,544,1813,961,843
130232,"Mucilages and thickeners, derived from locust beans, locust bean seeds or guar seeds, whether ...",999,762,388,71,154,60,51,86,56,93,,232634,129278,97388,61030,50198,50108,57147,43335,43547,51381,,11707,9229,6893,5683,5161,5287,9099,9633,12602,13069
854610,Electrical insulators of glass (excluding insulating fittings),27,96,100,94,110,33,66,59,99,93,,4336,5007,5898,6903,8862,8556,9601,9427,9176,12244,,104,241,272,256,304,216,270,224,219,329
640351,"Footwear with outer soles and uppers of leather, covering the ankle (excluding incorporating ...",80,280,108,87,86,25,112,52,27,93,,25346,25313,30328,27447,23869,19400,19174,16636,8197,13307,,7543,12206,12854,10087,9259,8751,9186,13669,11727,17398
