Product code,Product label,"Saudi Arabia's imports from Taipei, Chinese-Value in 2012","Saudi Arabia's imports from Taipei, Chinese-Value in 2013","Saudi Arabia's imports from Taipei, Chinese-Value in 2014","Saudi Arabia's imports from Taipei, Chinese-Value in 2015","Saudi Arabia's imports from Taipei, Chinese-Value in 2016","Saudi Arabia's imports from Taipei, Chinese-Value in 2017","Saudi Arabia's imports from Taipei, Chinese-Value in 2018","Saudi Arabia's imports from Taipei, Chinese-Value in 2019","Saudi Arabia's imports from Taipei, Chinese-Value in 2020","Saudi Arabia's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
10229,Live cattle (excluding pure-bred for breeding),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,3416,3592,1618,0,0,0,0,4429,75949,65348
10513,"Live domestic ducks, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,11,0,0,0,2
10515,"Live domestic guinea fowls, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,54,0,0,0,0,0,0,0,0
10619,"Live mammals (excluding primates, whales, dolphins and porpoises, manatees and dugongs, seals, ...",0,0,0,0,0,0,0,0,0,0,,261,401,498,469,465,374,131,190,155,714,,444,424,2587,1495,2481,6729,893,1118,579,1098
20130,"Fresh or chilled bovine meat, boneless",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,1,7,1,698,,59630,67155,92297,103640,93907,110840,106869,178023,243361,220532
20422,"Fresh or chilled cuts of sheep, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,10915,13787,18008,16738,15273,10703,11470,9368,11008,17010
20443,Frozen boneless cuts of sheep,0,0,0,0,0,0,0,0,0,0,,0,2,2,4,0,0,0,0,4,0,,20392,15672,21136,14191,15838,18993,17249,14526,19457,14913
20711,"Fresh or chilled fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,,329,2050,28,366,537,0,0,0,0,0
20724,"Fresh or chilled turkeys of the species domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,136,54,0,82,85,0,229,0,0,0
20745,Frozen cuts and edible offal of domestic ducks,0,0,0,0,0,0,0,0,0,0,,0,419,2518,1529,595,1508,2737,623,120,70,,421,7278,3494,2017,175,18,68,184,121,26
20755,Frozen cuts and edible offal of domestic geese,0,0,0,0,0,0,0,0,0,0,,0,2,33,79,22,1,16,0,4,2,,41,0,0,50,0,0,0,0,0,0
20760,"Meat and edible offal of domestic guinea fowls, fresh, chilled or frozen",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,29,0,0,15,109,16,157,143,978,0
21099,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...""",0,0,0,0,0,0,0,0,0,0,,88,165,239,19,30,13,22,10,33,10,,203,486,0,0,59,64,0,161,128,121
30211,"Fresh or chilled trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,892,266,0,41,54,41,55,373,30735,37587
30213,"Fresh or chilled Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1419,3754,5109,7427,12710,13243,10563,8324,0,66
30222,"Fresh or chilled plaice """"Pleuronectes platessa""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,11,43,75
30224,"Fresh or chilled turbot """"Psetta maxima""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,30,0,0,0,0,34,126
30247,"Fresh or chilled swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,0,0,0,2,1,0,0,0,0,0
30249,"Fresh or chilled Indian mackerels """"Rastrelliger spp."""", seerfishes """"Scomberomorus spp."""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,17,31,64,55,2,,0,0,0,0,0,0,0,0,0,118
30272,"Fresh or chilled catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,15,105,28,0,0,,0,0,0,2,35,104,174,32,0,0
30284,"Fresh or chilled sea bass """"Dicentrarchus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,1,28,12,16,43,51,41,17,4,,0,0,0,137,68,122,482,784,68,241
30289,"Fresh or chilled fish, n.e.s.",0,0,0,0,0,0,8,45,0,0,,0,792,11938,13195,21060,23412,33328,40670,39744,47696,,10369,12282,22802,35058,34671,38045,34746,20829,10035,15108
30313,"Frozen, Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",0,0,32,0,0,0,0,0,0,0,,0,0,0,2,580,215,473,0,5,323,,410,363,761,470,201,838,541,1747,1576,1634
300290,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses",0,0,0,0,0,0,0,0,0,0,,3248,8839,7911,5923,4741,4417,4714,36,59,2727,,27050,66280,29231,48139,84265,240906,231412,244876,110878,93838
300320,"Medicaments containing antibiotics, not in measured doses or put up for retail sale (excluding ...",38,0,0,566,247,0,0,0,0,0,,27877,33310,28140,26118,3327,944,577,414,406,1249,,285403,350553,417299,412786,180033,156726,39662,36953,106788,111365
300331,"Medicaments containing insulin, not in measured doses or put up for retail sale",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,20,1,0,6171,474,10
291712,"Adipic acid, its salts and esters",0,0,0,0,0,0,0,27,0,0,,7457,9148,11084,9096,7416,10293,11588,8279,9348,11832,,703,348,422,8472,5015,346,533,578,1320,3373
291732,Dioctyl orthophthalates,0,0,0,0,0,0,55,0,0,0,,158575,137582,59981,190882,150691,165537,123328,103523,45622,83104,,4101,843,28,289,339,561,1310,1217,657,270
291734,"Esters of orthophthalic acid (excluding dioctyl, dinonyl or didecyl orthophthalates)",2467,1255,60,59,0,0,25,22,204,0,,11955,13753,14569,8722,5476,8601,9801,9026,8619,10560,,3279,2293,5095,3215,3231,3315,4099,3258,2931,6140
291819,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",0,0,0,0,0,0,0,0,0,0,,1934,4051,4019,2652,3225,3060,4464,5854,7434,8375,,1018,1279,1340,2334,1646,2881,2016,3429,2225,1900
291830,"Carboxylic acids with aldehyde or ketone function but without other oxygen function, their ...",0,0,0,0,0,0,0,0,0,0,,27153,21893,25402,21253,9746,12293,6109,7832,3235,3933,,0,0,0,65,46,1332,2028,73,150,84
292122,Hexamethylenediamine and its salts,0,0,0,0,0,0,0,0,0,0,,331,705,257,229,248,419,911,2198,614,3176,,565,542,369,8846,7011,956,1070,841,1012,936
292145,"1-Naphthylamine """"alpha-naphthylamine"""", 2-naphthylamine """"beta-naphthylamine"""" and their ...""",0,0,0,0,0,0,0,0,0,0,,163,0,0,0,0,18,38,76,73,20,,1788,1341,2194,3332,1340,1160,1349,2457,3404,2230
292239,"Amino-aldehydes, amino-ketones and amino-quinones; salts thereof (excluding those containing ...""",0,0,0,0,0,0,0,0,0,0,,77,13,0,0,64,86,108,200,152,186,,0,0,0,26,46,90,26,459,0,6
292243,Anthranilic acid and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,4540,170,0,0,0,0,0,0,0
292521,"Chlordimeform """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,129,0,172,74,188,159,0,0,0,0
293220,Lactones,0,0,0,0,0,0,0,0,0,0,,0,857,9621,10417,6147,8725,8780,5180,5512,15796,,115,209,213,309,598,870,1186,772,884,1127
293349,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing in the structure a quinoline ...""",0,0,0,0,0,0,0,0,0,0,,566,676,655,1320,512,289,68,4729,17005,1076,,261,163,172,216,975,809,1374,1448,1171,853
293352,"Malonylurea """"barbituric acid"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,35,19,16,37,11,0,3
293500,Sulphonamides,0,0,0,0,0,0,0,0,0,0,,1052,662,162,291,1221,0,0,0,0,0,,21543,16177,30917,2934,3298,817,1791,2737,1323,539
293590,Sulphonamides (excl. perfluorooctane sulphonamides),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1006,2285,1760,3583,4201,,0,0,0,0,0,0,0,0,0,792
290819,"Derivatives containing only halogen substituents and their salts, of phenols or phenol-alcohols ...",0,0,0,0,0,0,0,10,0,0,,4172,4926,4122,3112,7291,21770,8845,6938,5511,5122,,1513,1542,10633,958,139,739,312,290,463,519
290920,"Cyclanic, cyclenic or cycloterpenic ethers and their halogenated, sulphonated, nitrated or ...",0,0,0,0,0,0,0,0,0,0,,74,37,54,9,83,12,3,18,23,10,,0,0,0,29,6,0,0,0,0,2
291020,"Methyloxirane """"propylene oxide""""""""",0,0,0,0,0,0,0,0,0,0,,14194,6761,3799,3023,3136,3670,2882,1834,4249,1542,,549,480,523,515,417,730,496,1214,1794,1937
291229,"Cyclic aldehydes, without other oxygen function (excluding benzaldehyde)",0,0,0,0,0,0,0,0,0,0,,0,87,289,453,401,600,897,472,752,433,,0,0,29,540,100,87,115,121,234,227
291250,Cyclic polymers of aldehydes,0,0,0,0,0,0,0,0,0,0,,0,20,8,39,12,6,6,11,0,0,,587,71,42,16,603,201,38,344,1567,1200
290721,Resorcinol and its salts,0,0,0,0,0,0,0,0,0,0,,199,226,77,50,31,71,185,299,52,27,,0,0,0,10,5,1,7,0,3,1
291469,Quinones (excluding anthraquinone),0,0,0,0,0,0,0,0,0,0,,10,23,6,8,4,35,67,63,38,34,,694,85,88,6092,33,1262,556,976,69,139
290611,Menthol,0,0,0,0,0,0,0,0,0,0,,66,2,2,275,12,17,327,18,47,0,,494,157,269,234,249,463,241,580,351,262
290621,Benzyl alcohol,0,0,0,0,0,0,0,0,0,0,,232,253,371,408,552,671,509,403,273,3,,1010,1617,1250,1289,1499,2057,2482,2542,1426,1921
271011,"Light oils and preparations, of petroleum or bituminous minerals which >= 90% by volume incl. ...""",0,0,0,0,0,0,0,0,0,0,,3172721,3767514,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
290322,Trichloroethylene,0,0,0,0,0,0,0,0,0,0,,109,54,23,0,0,0,0,0,0,0,,539,413,250,273,394,635,574,352,287,284
290382,"Aldrin (ISO), chlordane (ISO) and heptachlor (ISO)",0,0,0,0,0,0,0,0,0,0,,0,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,5
290511,"Methanol """"methyl alcohol""""""""",0,0,0,0,0,0,0,0,0,0,,1047,990,1050,916,662,627,834,1281,500,841,,917,879,906,1194,2181,1411,1835,2173,1550,2111
290517,"Dodecan-1-ol """"lauryl alcohol"""", hexadecan-1-ol """"cetyl alcohol"""" and octadecan-1-ol """"stearyl ...""",0,0,0,0,0,0,0,0,0,0,,192,289,197,148,111,577,193,181,97,123,,2197,1515,868,773,680,924,885,681,676,1540
290529,Unsaturated monohydric acyclic alcohols (excluding acyclic terpene alcohols),0,0,0,0,0,0,9,0,0,0,,1,16,69,1795,13360,62,77,127,304,111,,183,131,137,95,66,130,325,62,262,99
280620,Chlorosulphuric acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,69,0,0,32,0,0,0,20,0
281111,"Hydrogen fluoride """"hydrofluoric acid""""""""",0,0,0,0,0,0,0,0,0,0,,7821,7789,10415,11291,11587,14621,26669,41549,33288,45291,,2601,2177,2634,2766,3042,2125,1683,1676,1671,1140
281210,Chlorides and chloride oxides,0,0,0,158,0,0,0,0,0,0,,736,698,561,877,1144,80,0,0,0,0,,801,911,3058,2279,4063,237,449,869,637,467
281219,"Chlorides and chloride oxides (excl. carbonyl dichloride """"phosgene"""", phosphorus oxy-, tri- ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,899,1607,5287,9736,6449,,0,0,0,0,0,0,0,0,0,25
281420,Ammonia in aqueous solution,0,0,0,0,0,0,0,0,0,0,,4353,4141,6362,5616,6141,6934,7889,7474,5459,10510,,250,153,333,1145,822,337,492,1187,975,2434
281990,Chromium oxides and hydroxides (excluding chromium trioxide),0,0,0,0,0,0,0,0,0,0,,179,164,213,304,369,166,274,106,172,364,,1262,395,628,12905,475,475,14897,14499,4952,8320
282590,"Bases, inorganic, and metal oxides, hydroxides and peroxides, n.e.s.",0,0,0,0,0,0,0,0,0,0,,17320,6813,3433,3014,2294,3887,3269,4299,2126,2010,,5790,7366,10124,10435,6426,5956,4908,2250,5457,8899
282612,Fluoride of aluminium,0,0,0,0,0,0,0,0,0,0,,0,0,0,9,0,0,0,0,11,0,,1090,16375,14585,9917,5810,7075,9585,10372,7377,6982
283010,Sodium sulphides,0,0,0,0,0,0,0,0,0,0,,1996,1628,941,1383,1871,589,634,347,193,152,,2023,3583,1811,926,1308,1195,2395,1647,905,1329
283090,"Sulphides (excluding sodium); polysulphides, whether or not chemically defined (excluding inorganic ...",0,0,0,0,0,0,0,0,0,0,,904,1100,587,1020,830,779,821,699,546,553,,0,0,50,71,1489,72,160,887,4457,587
283230,Thiosulphates,0,0,0,0,0,0,0,0,0,0,,162,193,209,129,76,102,123,88,62,438,,1300,562,1357,1141,1238,1490,2000,3901,1691,651
283329,"Sulphates (excluding of sodium, magnesium, aluminium, nickel, copper, barium and mercury)",0,147,0,0,1373,1851,873,0,0,0,,38455,37876,53735,37691,28045,58483,46485,5518,15640,77586,,8468,8516,8700,7063,8303,10225,7755,4854,6895,10010
283410,Nitrites,0,0,0,0,0,0,0,0,0,0,,39,99,35,30,48,38,47,16,15,111,,5347,1735,1350,2013,773,1261,1190,2002,1786,2525
283691,Lithium carbonates,0,0,0,0,0,0,0,0,0,0,,6,89,46,22,354,222,76,151,5,1108,,0,0,0,28,3,70,47,75,22,24
283720,Complex cyanides (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,0,3,0,0,14,0,1,0,13,0,,282,256,0,31,25,27,47,4,69,33
284440,"Radioactive elements, isotopes and compounds, and alloys and dispersions, incl. cermets, ceramic ...",0,0,0,0,0,54,0,0,0,0,,42,41,20,37,34,34,61,88,46,41,,11141,15455,19491,16718,9355,15128,12950,18603,14499,19941
284700,"Hydrogen peroxide, whether or not solidified with urea",0,0,0,0,0,0,0,0,0,0,,5876,4663,5542,5994,7308,9125,14434,5612,4622,7650,,4017,4990,3754,4163,3249,3263,3425,3580,2685,1913
290270,Cumene,0,0,0,0,0,0,0,0,0,0,,0,0,1758,0,5397,10230,36738,20307,7936,4240,,0,0,0,0,1,2860,0,0,0,0
220190,"Ordinary natural water, not containing added sugar, other sweetening matter or flavoured; ice ...",0,0,0,0,0,0,0,0,0,0,,1181,1332,1178,1355,2196,1790,1718,2021,2424,2742,,857,1444,5057,6850,3349,2370,1769,1737,1008,954
220900,"Vinegar, fermented vinegar and substitutes for vinegar obtained from acetic acid",0,0,0,0,0,0,0,0,0,0,,5994,6355,6395,6611,6732,6331,6486,6579,5710,6217,,2653,3734,4312,6754,6600,7486,6998,7912,9553,8103
230240,"Bran, sharps and other residues of cereals, whether or not in the form of pellets, derived ...",0,0,0,0,0,0,0,0,0,0,,4,3,22,33,6,7,5,17,255,256,,1112,135,0,2697,2560,20,14,4,3804,2556
230310,Residues of starch manufacture and similar residues,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,2310,0,3059,74,90,495,8,50,0,0
230650,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,11,,0,0,0,1,4,8,30,5,4,0
250410,Natural graphite in powder or in flakes,0,0,0,0,0,0,0,0,0,0,,94,118,150,17,108,1085,546,144,115,156,,0,0,3862,207,123,217,116,99,101,173
250860,Mullite,0,0,0,0,0,0,0,0,0,0,,224,107,62,210,149,147,213,484,395,375,,0,31,0,4,1,14,161,360,151,136
251110,"Natural barium sulphate """"barytes""""""""",0,0,0,0,0,0,0,0,0,0,,249,101,77,119,114,37,73,73,72,59,,77430,78988,92843,150676,134482,80727,102415,66641,68143,41087
251120,"Natural barium carbonate """"witherite"""", whether or not calcined (excluding barium oxide)""""",0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,,135,0,0,57,18,0,820,5,27,127
251511,"Marble and travertine, crude or roughly trimmed",0,0,0,0,0,0,0,12,0,0,,1564,1254,702,381,765,984,1287,713,525,586,,6575,7702,8924,5583,367,611,465,6892,10242,6480
251612,"Granite, merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular ...",0,0,0,0,0,34,0,0,0,0,,24,137,314,216,21,38,100,5,1,0,,53,64,85,121,258,390,111,1507,8480,3822
251710,"Pebbles, gravel, broken or crushed stone, for concrete aggregates, for road metalling or for ...",0,0,0,0,0,0,0,0,0,0,,1,100,42,158,4,11,40,41,53,7,,2817,1604,1170,1387,865,548,1615,943,2035,1036
251730,Tarred macadam,0,0,0,0,0,0,0,0,0,0,,0,3,3,0,0,0,0,0,0,0,,0,0,0,0,6,0,24,0,0,11
251910,"Natural magnesium carbonate """"magnesite""""""""",0,0,0,0,0,0,0,0,0,0,,15,246,8,5,2,2,0,5,0,6,,28,332,224,64,107,51,42,53,81,162
260400,Nickel ores and concentrates,0,0,0,0,0,0,0,0,0,0,,387,141,385,0,0,14,19,82,129,292,,1537,2208,1995,2591,1,5,0,0,10,28
261610,Silver ores and concentrates,0,0,0,0,0,0,0,0,0,0,,196,26,0,0,0,0,0,376,2150,587,,0,66,0,17,0,0,0,0,0,0
261790,"Ores and concentrates (excluding iron, manganese, copper, nickel, cobalt, aluminium, lead, ...",0,0,0,0,0,0,0,0,0,0,,19309,13817,320,326,213,148,163,135,112,229,,0,0,0,0,9,0,0,0,32,1
261800,Granulated slag (slag sand) from the manufacture of iron or steel,0,0,143,0,0,0,0,0,0,0,,36967,41956,39355,12996,18468,18250,11167,6179,4311,9398,,330,1398,291,2336,1686,382,2564,3756,1729,1110
270600,"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not ...",0,0,0,0,0,0,0,0,0,0,,1938,1705,540,1047,962,861,1287,866,630,674,,1407,1343,1163,668,937,878,373,921,534,775
270720,"Toluol """"toluene"""" containing > 50% of toluene (excluding chemically defined)""""",0,0,0,0,0,0,0,0,0,0,,6632,5997,1994,1093,1061,1104,1612,1432,1086,486,,75,134,0,33,0,43,202,249,323,152
901310,"Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, ...",0,0,0,0,0,0,0,0,0,0,,1097,1698,666,1076,668,935,960,1299,3718,8447,,13651,2788,23841,60912,134791,130649,84579,89631,17361,37614
901841,"Dental drill engines, whether or not combined on a single base with other dental equipment",0,0,0,0,0,36,0,0,0,0,,717,1048,704,1429,1912,2924,4582,4522,3780,5675,,16469,3819,6443,3916,2116,4358,2123,5459,7331,12137
902131,Artificial joints for orthopaedic purposes,0,0,0,291,63,0,81,40,0,0,,18459,22808,25496,27400,28595,33890,37063,33542,30586,38768,,11945,12242,15617,21197,12532,22469,16571,18274,13674,28264
902213,Apparatus based on the use of X-rays for dental uses,0,0,0,0,0,0,0,0,0,0,,670,574,341,482,403,319,202,183,183,338,,6984,7908,9482,9997,9296,6035,7927,6477,4347,8473
910599,"Clocks (excluding electrically operated, wrist-watches, pocket-watches and other watches of ...",38,0,27,0,0,0,9,0,0,0,,1073,1196,651,465,661,848,1028,685,331,622,,2218,1715,1993,1686,1284,1341,658,1076,335,359
910910,"Clock movements, complete and assembled, electrically operated (excluding watch movements)",0,0,0,0,0,0,0,0,0,0,,0,4,180,228,158,221,113,94,50,25,,0,0,0,0,0,0,0,96,0,10
911290,"Parts of clock and watch cases, n.e.s. (excluding for wrist-watches, pocket-watches and other ...",0,0,0,0,0,0,0,0,0,0,,99,32,5,2,3,0,0,26,0,11,,80,0,132,15,79,27,9,54,247,433
911320,"Watch straps, watch bands and watch bracelets, and parts thereof, of base metal, whether or ...",0,0,0,0,0,0,0,0,0,0,,109,67,118,691,3239,1673,1459,2301,2640,3733,,71,43,81,250,119,285,907,809,475,287
911430,Dials for clocks or watches,0,0,0,0,0,0,0,0,0,0,,8790,5832,6097,6283,4651,4274,4134,3827,2142,3410,,0,192,0,18,23,68,62,47,245,91
920110,Upright pianos,0,0,0,0,0,0,0,0,0,0,,112,56,194,243,209,291,703,818,477,1083,,280,0,31,14,70,187,208,326,170,551
920120,Grand pianos,0,0,0,0,0,0,0,0,0,0,,132,116,150,137,167,92,123,422,97,107,,371,167,116,7,77,594,195,501,228,608
901090,"Parts and accessories for apparatus and equipment for photographic or cinematographic laboratories, ...",0,0,0,0,0,0,4,4,0,0,,1024,1107,695,1316,990,1385,761,715,874,1690,,1226,3153,3976,3311,3362,3456,2531,1965,3,332
880510,"Aircraft launching gear and parts thereof, n.e.s. (excluding motor winches for launching gliders); ...",0,0,0,0,0,0,0,0,0,0,,24402,20447,15054,10801,7762,9205,3971,3026,1464,369,,429,0,0,0,0,0,0,69,0,26
890190,Vessels for the transport of goods and vessels for the transport of both persons and goods ...,0,0,0,0,0,0,0,0,0,0,,546433,483374,380652,693577,381968,480201,288464,148356,232411,261125,,20600,13973,32167,0,10000,6289,308084,247601,145181,591322
890510,Dredgers,0,0,0,0,0,0,0,0,0,0,,2,0,3456,0,0,0,0,809,0,3806,,11000,2538,0,11000,0,0,0,341812,0,27002
870120,Road tractors for semi-trailers,0,0,0,0,0,0,0,0,0,0,,76,230,264,167,164,13,402,1323,796,1010,,105011,71711,65724,66785,46337,27070,32139,207501,304441,196335
870390,"Motor cars and other vehicles principally designed for the transport of persons, incl. station ...""",0,0,0,0,0,0,48,0,0,0,,690,1011,763,851,1090,1387,1558,1099,936,719,,3552,254,12057,41597,1359,1333,3104,1358,2452,4350
870520,Mobile drilling derricks,0,0,0,0,0,0,0,0,0,0,,5,0,6,0,0,0,0,0,0,0,,11882,3254,6387,8534,2646,2913,772,1894,597,1488
871610,"Trailers and semi-trailers of the caravan type, for housing or camping",0,0,0,0,0,0,0,0,0,0,,7,2,0,4,0,0,18,0,0,0,,5282,5357,9279,17414,9573,10894,35263,14004,3989,6252
880220,"Aeroplanes and other powered aircraft of an unladen weight <= 2.000 kg (excl. helicopters, ...",0,0,0,0,0,0,0,0,0,0,,0,125,0,1180,325,120,289,0,15,0,,34637,4287,11933,192797,1,876,3227,512,248952,795976
880260,"Spacecraft, incl. satellites, and suborbital and spacecraft launch vehicles",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,369,215,,0,354,0,2245,0,0,0,0,0,0
852851,Monitors of a kind solely or principally used in an automatic data-processing machine of heading ...,1171,1148,1765,1965,1139,194,1596,1743,554,0,,90690,109297,146763,146773,132160,3947,0,0,0,0,,79206,89378,100128,78203,61550,7942,34970,65832,17141,0
851539,"Machines for arc welding of metals, incl. plasma arc welding, neither fully nor partly automatic",0,442,256,662,310,183,108,5,105,0,,651,359,247,436,319,404,329,1325,203,536,,24063,35033,24485,22475,16774,11549,15956,13711,9593,8931
851650,Microwave ovens,0,0,0,0,38,0,4,0,0,0,,811,724,517,230,21,14,101,183,18,9,,25925,32579,26584,30860,23069,22911,21141,21177,30692,39194
854072,Klystrons,0,0,0,0,0,0,0,0,0,0,,2,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,57
853310,"Fixed carbon resistors, composition or film types (excluding heating resistors)",0,0,0,0,0,0,0,13,0,0,,14518,13566,13911,13027,14206,20761,21156,6371,6643,9862,,197,1490,159,281,1176,182,671,268,632,400
853921,Tungsten halogen filament lamps (excluding sealed beam lamp units),0,0,0,0,63,317,83,139,11,0,,7954,8468,5164,3457,8359,11854,15707,14665,13993,18256,,3257,4630,2371,1994,7468,5318,1786,2522,2540,3165
848060,"Moulds for mineral materials (excluding moulds of graphite or other carbons, ceramic or glass ...",31,77,0,99,0,207,43,77,35,0,,1268,3153,2400,663,870,910,713,2167,940,590,,10086,17487,27286,19901,12458,8075,8131,13051,12060,11892
850750,Nickel-metal hydride accumulators (excluding spent),0,0,0,0,0,0,0,4,0,0,,0,16,1844,2537,2833,3080,2395,2627,2613,2668,,0,0,431,624,333,239,695,989,921,1250
851410,Resistance heated industrial or laboratory furnaces and ovens (excluding drying ovens),0,0,0,0,41,0,6,0,9,0,,24626,18532,29903,21338,62641,84626,88257,83695,64910,65292,,3218,5727,3154,4821,2519,3448,5362,6269,3213,13487
851440,Equipment for the heat treatment of materials by induction or dielectric loss (excluding ovens ...,0,0,0,292,0,77,0,0,0,0,,25248,17882,14706,6014,15041,21792,19118,25932,14017,7074,,28753,18535,7870,11578,7685,6543,5195,7119,13959,7225
847010,"Electronic calculators capable of operation without an external source of electric power and ...""",0,0,0,0,0,0,0,0,0,0,,1925,3090,7666,2602,1037,3020,760,713,783,612,,297,1380,2599,4367,818,859,4706,8710,4926,3835
