Product code,Product label,"Taipei, Chinese's imports from China-Value in 2012","Taipei, Chinese's imports from China-Value in 2013","Taipei, Chinese's imports from China-Value in 2014","Taipei, Chinese's imports from China-Value in 2015","Taipei, Chinese's imports from China-Value in 2016","Taipei, Chinese's imports from China-Value in 2017","Taipei, Chinese's imports from China-Value in 2018","Taipei, Chinese's imports from China-Value in 2019","Taipei, Chinese's imports from China-Value in 2020","Taipei, Chinese's imports from China-Value in 2021",China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
851660,"Electric ovens, cookers, cooking plates and boiling rings, electric grillers and roasters, ...",35127,46116,51866,52738,55042,51919,59337,81079,87858,101465,,3124717,3651434,3650517,3707855,3636944,4177659,4988896,5303948,6672479,7988031,,61361,78416,89696,85658,84754,84074,95334,115952,125455,139552
854190,"Parts of diodes, transistors and similar semiconductor devices; photosensitive semiconductor ...",57133,59527,58198,63617,45207,46032,49104,56511,81517,101312,,1892289,1373345,896558,997657,993140,1162958,1173770,1281498,1137923,1135443,,244517,207848,225025,226731,206186,186760,168923,156383,220555,253037
841869,Refrigerating or freezing equipment (excluding refrigerating and freezing furniture),19497,24851,27401,33861,31085,32886,65377,67016,84199,100258,,1099656,1043075,1125830,1168474,1065008,1099250,1253817,1326667,1345683,1718430,,116689,133616,110683,109549,134414,118128,148590,165467,175571,200181
900190,"Lenses, prisms, mirrors and other optical elements, of any material, unmounted (excluding such ...",37272,35066,28451,34572,79249,81347,79599,65752,73628,98748,,1862838,1878562,2047535,2131091,1653179,1809920,1975435,2056212,2057642,2607728,,118778,102831,86733,85880,149649,163554,161294,145501,156375,171197
721912,"Flat-rolled products of stainless steel, of a width of>= 600 mm, not further worked than hot-rolled, ...",361930,474708,559611,367589,338518,372043,258653,170409,144086,98369,,628214,754838,1066043,716386,679760,820002,752095,582989,315852,359258,,439950,507035,577747,387325,346140,436359,427459,477788,452365,719167
390810,"Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",24468,24249,24407,17712,19549,50316,62838,73398,41711,98361,,422602,352104,396697,411917,364738,540998,689756,660118,584877,1163290,,259297,257262,238230,217216,172348,212606,261380,262236,206737,297017
611020,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of cotton, knitted or crocheted ...",70194,67801,73011,75673,68421,71240,82137,82460,78561,95228,,7671264,7908818,7448637,6665769,5989301,5832056,5899829,6632268,6048759,7114401,,90070,85092,93179,100546,98380,101240,127542,135863,122063,142720
840734,"Spark-ignition reciprocating piston engine, of a kind used for vehicles of chapter 87, of a ...",45165,41614,41381,68134,81581,75164,62594,52926,70170,95225,,627386,625704,588862,954451,1000730,1218220,1567169,1295589,966468,1153086,,324134,311160,321286,292434,245450,249897,202053,226010,244126,293812
850431,Transformers having a power handling capacity <= 1 kVA (excluding liquid dielectric transformers),45819,44178,43162,40574,43702,47319,50365,57093,65976,94837,,1463935,1555204,1769579,1584955,1596643,1557872,1653917,1601181,1539461,1825195,,58879,56315,57162,52608,56885,60324,67691,73516,85719,117967
290219,"Cyclanes, cyclenes and cycloterpenes (excluding cyclohexane)",474,379,651,228,479,868,1429,72239,99103,94209,,159739,153977,178863,172915,139806,173282,183581,173563,120644,177063,,12067,13272,80440,132203,94293,96525,87972,109049,117195,112574
290930,"Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",2368,1609,1404,916,2018,2513,1324,51341,43678,94091,,317942,263247,278698,255554,262848,282892,310040,294012,291151,298188,,3333,2152,220545,472140,360898,347429,288213,164607,133032,154741
841510,"Window or wall air conditioning machines, self-contained or """"split-system""""""""",8147,2505,3454,5871,14553,26016,14506,29428,53626,93612,,8202352,8378242,7865970,7509658,7809803,8828020,9653840,9320309,9457557,9707705,,143640,138351,79679,99126,94550,123315,120962,128427,132204,199733
281111,"Hydrogen fluoride """"hydrofluoric acid""""""""",56725,58150,62582,55347,51483,71340,86875,77943,65919,93517,,284074,268782,270128,252159,234555,338330,480934,403724,319772,376371,,67606,66175,68528,60673,56795,77755,95913,88262,79714,109129
853321,Fixed electrical resistors for a power handling capacity <= 20 W (excluding heating resistors),29225,34534,38715,46176,37500,29043,37133,32561,51248,93392,,554113,728650,837624,1225862,776386,597004,694024,560454,684656,2118067,,45316,51391,57504,71886,76974,71995,96414,93450,119447,186594
121190,"Plants, parts of plants, incl. seeds and fruits, used primarily in perfumery, in pharmacy or ...",57272,64774,70244,86104,97518,97828,112875,85002,96639,93036,,722137,1061930,1107507,902809,882389,824933,689005,754724,826674,774324,,66202,76574,84837,97421,109270,106379,123185,93793,104951,104010
847149,"Data-processing machines, automatic, presented in the form of systems """"comprising at least ...""",38429,42807,27600,44112,69636,89733,90142,104536,123760,92996,,3886197,4964861,4439511,4105674,3527777,5155403,6087845,5126847,5141272,4708174,,71794,72677,62887,82524,92501,117340,114284,139880,152844,163418
391990,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether ...",61513,57011,45540,41130,40612,45722,46071,57676,65589,90621,,1496558,1615145,1954988,1872870,1833510,1852560,2167677,2281210,2597032,3430031,,454171,456457,437474,391665,383495,397859,413905,440198,496752,553421
392390,"Articles for the conveyance or packaging of goods, of plastics (excluding boxes, cases, crates ...",37908,40653,48548,47625,50404,54579,71210,71737,76546,87618,,591641,755349,766429,754110,837222,982827,1083771,1233390,1604592,1736873,,95530,102054,120539,112886,126747,132108,161626,140046,160239,181699
390950,"Polyurethanes, in primary forms",17988,15954,20300,28178,32556,38681,50263,58306,55905,86900,,258947,318914,380007,383523,378947,505284,645738,606948,527385,761880,,66356,65592,71448,75983,86602,95883,116267,114364,111286,155350
850151,"AC motors, multi-phase, of an output > 37,5 W but <= 750 W",8073,5193,6224,4683,5758,9199,22174,70227,76535,86443,,298680,315602,375310,373980,348960,416259,414949,375956,389525,492685,,41191,37115,73321,38872,39316,55106,80939,121480,148868,202149
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.",41160,49770,51915,54190,52388,57892,67188,68445,77474,86242,,1237876,1373155,1424460,1577542,1571932,1792646,1981227,2264645,2745756,2970669,,265125,250275,290492,281572,286083,287762,310081,309870,362811,426542
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",36079,36402,51497,51327,50087,44278,48260,52161,57801,84422,,1806191,2003402,2396602,2219635,2260832,2279699,2597969,2523684,2945617,3796323,,165561,151907,198733,149748,140218,119833,130850,135878,137491,180681
870840,"Gear boxes and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",11477,20864,23183,19745,26707,35417,42909,45515,67011,84128,,1290695,1846851,1915634,1651247,1500257,1659983,1898488,1605950,1612917,2145761,,477287,436555,496921,432332,390084,387112,349030,353747,365892,427279
401120,"New pneumatic tyres, of rubber, of a kind used for buses and lorries (excluding typres with ...",27651,36935,51673,51682,47318,55327,58383,59905,66444,81602,,8056376,8132128,8517548,7245766,6671898,7390076,7808521,7350764,6599528,7267488,,112921,103321,115617,109806,98529,113338,111408,110114,120743,154632
871492,"Wheel rims and spokes, for cycles (excluding for motorcycles)",24856,24085,24655,30121,26170,27573,41215,55276,52669,80499,,149185,147945,168483,176098,166564,170523,186212,186370,211436,299431,,44921,45695,48747,52718,41875,45868,57434,69348,70096,100011
391000,Silicones in primary forms,25748,23279,24057,21050,21245,33730,52530,36387,41014,80316,,320781,301661,374908,403188,388720,634021,1102406,754437,722672,1316410,,134442,149936,158370,149114,147131,177959,203671,142962,140807,211959
441239,"Plywood consisting solely of sheets of wood <= 6 mm thick (excluding of bamboo, plywood of ...",55944,66253,77636,65074,50938,47480,61259,48071,51480,80184,,756032,817984,940784,781890,240407,308996,451725,259777,266185,416134,,64452,81739,80074,73704,62970,54829,70821,60156,67456,94418
844399,"Parts and accessories of printers, copying machines and facsimile machines, n.e.s. (excluding ...",103407,114532,118752,113330,89949,88845,83291,90677,73448,79673,,8058635,8158025,8286053,7670326,7080116,7010502,6813843,6433177,5529963,5721194,,309377,311975,282062,266080,241021,250078,249235,248497,213770,225923
940390,"Parts of furniture, n.e.s. (excluding of seats and medical, surgical, dental or veterinary ...",17037,17773,14112,15157,17366,21950,23272,57080,69213,79477,,4005506,4926929,3182446,3368106,3245963,3404739,3585459,4265374,4897572,5549422,,33244,36321,29534,29492,31853,36786,40013,75086,87011,99382
630790,"Made-up articles of textile materials, incl. dress patterns, n.e.s.",26767,34267,41204,51766,52235,50838,58121,67031,74290,79432,,3489427,3971765,4425576,4648290,4461880,4636591,5132255,5445655,53751194,11949763,,40471,48804,58386,70193,69496,70758,78643,90804,120270,113914
710692,"Silver, incl. silver plated with gold or platinum, semi-manufactured",54144,56844,123466,79909,32940,41210,4666,9295,33355,79056,,2867,14764,2165,57013,1395,1588,2001,2959,2573,5250,,159564,138303,188491,126559,100925,91833,54181,51334,71126,148032
903149,"Optical instruments, appliances and machines for measuring or checking, not elsewhere specified ...",29766,32841,42745,32323,33731,44814,49645,48191,55399,78699,,201961,194293,242436,264447,398440,397263,494593,690996,1138184,1160192,,307231,307016,342303,395071,503199,380935,445694,608809,642266,1042846
854890,"Electrical parts of machinery or apparatus, not specified or included elsewhere in chapter ...",8021,7398,8318,8741,12037,16203,27483,46435,56434,78494,,383685,510593,766976,1290714,745236,1023410,1386274,1520033,1589597,1985426,,29146,28419,57737,28485,47212,43181,56729,76553,93792,139861
740710,"Bars, rods and profiles, of refined copper, n.e.s.",9703,13372,12146,7424,5566,6879,24769,38620,47984,78439,,22198,27490,24820,24272,20639,21119,25583,38671,33971,70864,,70795,55308,36451,35824,30191,46872,71625,66464,79037,122708
220300,Beer made from malt,23344,23599,25763,30473,35280,39169,45723,53471,61527,77631,,141054,162886,177038,183272,192685,227599,252487,255317,242754,253613,,158524,166044,183483,172220,185498,191685,186924,197659,205322,226236
292910,Isocyanates,35703,35654,42814,31722,44878,67511,63361,48615,47023,76880,,392323,409533,385719,333500,467208,663159,721520,594437,715479,1142655,,177628,182658,171351,132513,146814,215181,223411,146004,127472,191710
293090,"Organo-sulphur compounds (excl. thiocarbamates and dithiocarbamates, thiuram mono-, di- or ...",28952,28308,35933,38946,36984,50729,55813,61505,54665,76671,,1158376,1245584,1377160,1308385,1215962,1417305,1702691,1761696,1820207,2045518,,87803,86986,94951,90078,93240,106532,114057,113833,107127,142582
841989,"Machinery, plant or laboratory equipment, whether or not electrically heated, for the treatment ...",36572,45528,49352,27338,26880,35088,59372,45956,35643,76402,,548873,592399,709749,793640,670159,762191,902349,946912,1344515,1349376,,254594,188340,194389,287497,172478,257723,259318,232887,185200,209943
848390,"Toothed wheels, chain sprockets and other transmission elements presented separately; parts ...",23470,26739,33194,35060,34655,41189,43241,55373,45247,75214,,1637314,1776699,2070747,1916425,1910541,2127449,2406344,2253967,2048219,2707101,,70420,69330,79700,68607,72293,93902,103118,111692,91318,125455
280920,"Phosphoric acid; polyphosphoric acids, whether or not chemically defined",49543,47743,50820,51797,49015,50418,49814,42104,43149,74433,,429127,425138,457568,455300,436816,396743,452827,407435,370162,415838,,63778,60307,63742,67578,57607,56980,56661,45689,51042,100057
820900,"Plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets",26256,41391,45953,46019,35219,44120,61423,50430,55227,73731,,368162,393918,447224,427389,400674,488354,650509,564225,463835,571290,,108114,114162,126592,119964,105153,117428,148224,116352,110424,146579
854430,"Ignition wiring sets and other wiring sets for vehicles, aircraft or ships",54258,52471,60095,58387,56990,62019,58436,53657,54036,73602,,3275555,3210607,3185246,3043440,2884272,2821791,2885776,2694484,2277879,2454516,,105138,100950,116897,105363,93908,105240,103135,112041,120562,157913
853222,"Fixed electrical capacitors, aluminium electrolytic (excluding power capacitors)",50912,47590,56517,40506,38407,40071,54148,41839,47807,72993,,912325,1222008,980575,776952,708026,811810,892445,822087,914808,1119338,,240698,216902,189306,152831,195205,208220,242405,214539,241608,348491
721914,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",154118,181288,239890,159065,191276,180462,131616,72737,72943,72077,,192088,259983,448393,291033,313325,370573,336181,199894,115336,171039,,235884,279526,317594,190074,215787,209730,317636,301215,274501,443750
852910,"Aerials and aerial reflectors of all kinds; parts suitable for use therewith, n.e.s.",34485,34683,86497,47549,47275,42185,42477,43797,56020,71134,,1475950,1169766,1161599,1074688,950899,944634,985768,927153,890831,946969,,59252,59187,106637,66510,68049,66591,60134,61257,73048,92271
380893,"Herbicides, anti-sprouting products and plant-growth regulators, put up in forms or packings ...",27126,43075,54915,27505,36013,40526,46514,43279,54265,71083,,1706703,2410262,2600030,2144834,2148622,2891776,3119063,2765475,3124854,4227717,,54802,74136,91680,64855,73178,81011,73404,66636,80803,96899
940510,Chandeliers and other electric ceiling or wall lighting fittings (excluding for lighting public ...,22023,22418,24966,31679,31383,39334,45494,51549,58035,71080,,2858669,5125370,8141117,8673030,6789660,7002180,8134915,8834502,9886214,11751888,,26368,26528,29479,37572,37506,45836,53225,59255,64986,78189
700719,"Toughened """"tempered"""" safety glass (excluding glass of size and shape suitable for incorporation ...""",127098,162865,107742,68403,48410,45781,55168,48671,70047,70856,,853670,1008329,1113012,1185328,1303853,1338415,1414652,1686174,1983166,2327475,,129592,169528,112148,72299,52242,59684,78957,67390,82036,95650
940490,"Articles of bedding and similar furnishing, fitted with springs or stuffed or internally filled ...""",38476,40824,45453,48894,49518,54862,60249,59368,52484,70223,,5809829,6020386,6129462,6089210,6005525,6399667,7032694,7408333,7084399,7919140,,50257,53031,59316,63689,64813,69000,76573,78424,73254,94232
720918,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",1957,1444,59780,27282,18863,41115,16478,18013,6454,70052,,323462,220816,374165,317392,238974,337211,408817,297023,205589,707113,,17248,17009,75660,40310,30182,54195,26873,30147,15929,82370
