Product code,Product label,China's imports from United States of America-Value in 2012,China's imports from United States of America-Value in 2013,China's imports from United States of America-Value in 2014,China's imports from United States of America-Value in 2015,China's imports from United States of America-Value in 2016,China's imports from United States of America-Value in 2017,China's imports from United States of America-Value in 2018,China's imports from United States of America-Value in 2019,China's imports from United States of America-Value in 2020,China's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
260111,Non-agglomerated iron ores and concentrates (excluding roasted iron pyrites),294081,287391,167565,6,2,1,0,0,7406,270680,,232691,350337,168260,36037,17775,20813,19392,50930,32945,284361,,90393655,102080390,90751176,55691375,55927221,74278723,72674453,95884545,113324502,168938362
293339,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyridine ring, ...",18675,105295,287539,240916,162001,271095,465679,400039,347315,265035,,1678284,1653282,1381688,1786444,1336449,1152277,1141548,1095205,1218709,1405089,,160027,307247,454469,436985,469930,553797,785190,680998,681373,639449
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",198928,232096,225083,209838,206043,236717,277361,282886,248883,258503,,3255016,3570863,3915829,3624414,3277853,3313514,3704464,3914166,3592091,4488128,,1769972,1826883,1933029,1764124,1836853,1955268,2163760,2110029,1850636,1923529
711590,"Articles of precious metal or of metal clad with precious metal, n.e.s.",113892,35428,19792,19763,57511,142546,70937,183129,104547,257381,,235885,248140,664888,479402,339723,367296,410692,446645,962301,1767105,,450066,315258,254086,215841,230842,309611,223438,328006,331134,444794
470200,"Chemical wood pulp, dissolving grades",487364,478456,325196,362416,358111,381007,384095,326311,298198,255299,,943006,1052128,1066569,943655,906480,903528,941603,913598,683738,906875,,1822609,1822838,1961881,2038937,2109630,2544131,2777363,2662835,2233019,3098795
290121,Ethylene,8,13,17,13456,51636,76672,147282,13630,154043,253307,,36324,119897,5943,127677,157312,167707,173012,173686,376036,597532,,1794984,2267324,2197066,1624999,1757739,2531628,3302372,2384146,1450953,1997378
392062,"Plates, sheets, film, foil and strip, of non-cellular poly""""ethylene terephthalate"""", not ...""",226817,239619,243592,242233,179515,200294,254552,271898,230172,251965,,641517,601720,648654,539576,505476,548792,561888,506300,508054,585192,,2947166,3005014,2999226,2517972,2049507,2063302,2249258,2222885,2319636,2461884
300420,"Medicaments containing antibiotics, put up in measured doses """"incl. those in the form of ...""",191165,76078,143100,153817,137569,196550,207915,281017,240113,246765,,969656,843728,864758,1111751,1205419,849153,831092,782281,780857,737736,,933363,967092,1021216,1003599,1018369,1394164,1692452,1610632,1649203,1422616
382100,"Prepared culture media for the development or maintenance of micro-organisms incl. viruses ...""",24345,29161,51573,52028,63421,95892,140485,153731,184570,245703,,397126,462682,477446,518669,575189,625595,734621,760476,873343,1135426,,41129,50862,89918,101718,118562,153491,210398,233740,307233,407625
260700,Lead ores and concentrates,370228,273135,390668,353855,291302,307341,175624,138504,162691,245679,,581834,586030,802380,674991,765559,746097,677602,686468,687553,922010,,3174532,2106746,2150568,2094514,1474991,1721454,1686412,2138966,1714467,1726460
440321,"Pine """"Pinus spp."""" in the rough, of which the smallest cross-sectional dimension is =>15 ...""",0,0,0,0,0,433766,438245,225154,186975,245065,,0,0,0,0,0,0,38874,168392,198442,376226,,0,0,0,0,0,3453451,4144505,3596210,2921941,3834388
700910,"Rear-view mirrors, whether or not framed, for vehicles",44008,55267,84390,92292,106070,119418,158502,185743,197821,240023,,968935,1060512,1219864,1335757,1414915,1544501,1541675,1529672,1293150,1365315,,134457,158954,220079,210024,225543,254976,294939,279833,350052,400055
903190,"Parts and accessories for instruments, appliances and machines for measuring and checking, ...",168983,138481,189044,267853,411009,227921,235262,216659,262305,235592,,892777,881729,975481,925466,891580,1021019,1096363,1048618,960063,1031227,,875779,795317,1020636,1179868,1406029,1419561,1545549,1526990,1814203,1818707
901320,Lasers (excluding laser diodes),157318,179560,291104,328238,270436,366213,376817,236245,201796,233339,,989123,1073250,1120855,1150269,1173361,1372854,1468198,1229124,1144123,1314263,,710767,764269,1052859,1132930,1302809,2093026,3361915,3232168,3644138,2982809
300230,Vaccines for veterinary medicine,85394,117649,149793,175197,206901,235001,254843,108106,196971,230596,,782536,861817,784288,804195,768167,630282,600981,516932,491008,566270,,150280,190480,217640,248643,272395,324512,363639,164985,293028,341355
853890,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ...",277686,285826,261016,260779,277772,302887,306700,246585,211208,228792,,3307137,3489549,4008241,4198438,4189586,4388320,4638427,4189721,3712206,4517830,,3992538,3977812,4206885,3560272,3447573,3935676,4405664,3975503,3922347,4344953
841370,"Centrifugal pumps, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",168684,235769,176375,119147,194479,192343,152744,138584,95007,227362,,1604657,1667764,1712509,1491941,1549666,1274848,1303446,1297495,1200436,1339112,,888785,1007302,947583,749063,764916,707440,877652,903555,756406,1005653
851762,"Machines for the reception, conversion and transmission or regeneration of voice, images or ...",419031,352818,337375,346715,327106,359782,389966,273505,224536,226648,,15751206,15860633,17233829,18505968,18857319,17601286,17766441,16809912,15196762,15909526,,4758702,5179842,5142229,5293867,4989382,5599475,6044007,6382310,6732181,8284432
390810,"Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",306141,320740,309545,231912,200722,186568,214368,225399,236209,224174,,1998795,2199401,2155329,1823567,1703727,1787722,2082018,2020411,1531684,2236154,,2827128,2915984,2716528,2076164,1741554,1839774,2021456,1745837,1483649,1517776
390120,"Polyethylene with a specific gravity of >= 0,94, in primary forms",207516,207746,152452,221775,207141,347425,437436,118364,397889,223818,,2632422,2722844,2760415,2802769,2868343,2576261,3488424,3914698,3659526,4416508,,5515638,6920522,7056718,6462534,5995952,7543532,8825888,8276263,7947367,6790049
50400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, ...",93873,83856,57896,66244,82266,69983,77851,106703,165417,221429,,409512,460275,620465,519790,491719,554899,684272,705451,543052,555008,,253588,256246,233990,268879,334903,345611,366932,418298,461344,510013
902131,Artificial joints for orthopaedic purposes,99490,115152,145590,128104,144825,180890,218131,246047,213626,219484,,1624899,1684502,1691253,1656330,1792347,1815604,1892593,1902504,1496713,1530241,,201727,257983,322571,327957,345148,403767,478823,560534,519384,558585
390740,"Polycarbonates, in primary forms",464047,398234,524320,404333,353636,330868,364615,384298,280220,218600,,1361455,1261947,1383685,1225145,1071930,1127334,1256303,1139173,996059,1121871,,4118402,4046167,4339083,3967649,3517129,4051846,4546994,3873643,3630262,4322326
440799,"Wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...""",246763,280241,337839,308748,315982,381716,373909,207583,203877,215436,,630432,678235,827356,679996,742234,834270,767465,416773,395957,540698,,1703226,2023181,2621688,2336217,2543710,773857,701969,430670,348520,396484
901813,Magnetic resonance imaging apparatus,231190,288123,335937,247026,238599,231979,204042,155510,173412,208506,,655283,648063,723939,587188,596512,505357,508576,546375,474300,528430,,710026,790670,769405,651898,633450,684161,716669,804592,850349,857471
480411,"Unbleached kraftliner, uncoated, in rolls of a width > 36 cm",127022,162249,181938,171452,179283,210213,399426,269101,329452,206627,,1927029,2016017,2078227,1974163,1905075,2226445,2901616,2211718,2112844,2186479,,309774,338069,365325,334826,358996,425557,705351,484276,600253,443182
903149,"Optical instruments, appliances and machines for measuring or checking, not elsewhere specified ...",238285,223747,307872,314373,344065,387131,421777,232844,240648,205295,,495497,537313,581375,631647,667216,746536,894605,799709,671250,786442,,1633112,1761820,2358401,2418238,2566662,3492137,4123124,3128343,3515547,3553269
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",146432,176924,181109,191838,182480,203332,216337,147698,184148,204267,,807263,820543,857111,862032,853874,878727,945767,869918,747685,958532,,638317,712701,765711,680060,680954,791984,839502,776985,758720,856504
842129,Machinery and apparatus for filtering or purifying liquids (excluding such machinery and apparatus ...,140366,121296,158028,95088,88728,105624,130197,126394,147107,198763,,1174074,1307952,1527864,1480311,1482490,1562528,1671342,1863248,1910886,2418886,,958937,865848,958929,816301,732727,859947,948024,985959,1031231,1299437
902230,X-ray tubes,117242,130140,136025,136646,146420,155669,133453,160906,160322,197227,,542179,568276,600965,597336,613678,649722,563079,569003,542433,635848,,236831,264281,313436,322031,370110,432579,481574,511716,569827,656325
381800,"Chemical elements and compounds doped for use in electronics, in the form of discs, wafers, ...",110529,70942,82640,84336,111122,105546,126499,122636,174022,195391,,735749,684650,693971,744250,760053,994902,1271714,1274299,1278901,1439288,,1634701,1166212,1192619,1032086,1109251,1340573,1872720,2103836,2233424,2543258
880320,"Under-carriages and parts thereof, for aircraft, n.e.s.",128113,139862,146171,203205,240807,233153,264689,297029,171573,195382,,164443,151912,176080,179386,197738,205459,238946,211190,206349,217789,,191758,238347,273403,351074,422500,374524,424640,494216,345036,330276
901850,"Ophthalmic instruments and appliances, n.e.s.",79018,99272,125469,137412,139862,146855,151870,137196,151227,194502,,1164741,1182861,1311384,1281737,1044185,1056940,1099272,1112554,935900,1070493,,230130,283426,352640,375428,437890,530238,623054,725161,696598,914605
902290,"X-ray generators other than X-ray tubes, high tension generators, control panels and desks, ...",167958,164770,168933,171432,182143,173283,190161,173062,188661,193048,,1393734,1303089,1367566,1304489,1282172,1212870,1244984,1086371,1026089,1011673,,554846,570010,635520,626903,651434,659222,720366,755544,820716,830365
230110,"Flours, meals and pellets, of meat or offal, unfit for human consumption; greaves",22310,58944,61613,72877,116078,140888,181923,164462,182276,192246,,178277,196879,182906,212367,263508,469832,347424,476542,539130,671182,,54684,100695,106532,140731,154885,198322,258585,229814,245021,243714
848640,Machines and apparatus specified in Note?9 C to chapter 84,46457,52567,77810,65670,64793,95504,80902,128287,147514,185306,,379641,336801,302784,321414,381285,407225,581885,566863,586365,657094,,1444851,1449099,1889688,1927455,2250638,2907254,4647084,3445831,3755721,4921631
848120,Valves for oleohydraulic or pneumatic transmission,143042,194972,206159,185545,186830,221247,248119,217496,172089,183728,,1189307,1159489,1331673,1241463,1274520,1383397,1600494,1523507,1360170,1432278,,1438794,1309718,1355494,1121668,1203114,1677133,2024350,1793516,1888872,2100813
340130,"Organic surface-active products and preparations for washing the skin, in the form of liquid ...",3241,2666,2574,5102,8248,20115,41773,72940,55725,178748,,260809,274954,299797,309647,357246,371936,390475,418984,484617,538300,,16322,22465,25439,38474,40172,103009,187412,300954,580862,1626320
240120,"Tobacco, partly or wholly stemmed or stripped, otherwise unmanufactured",116408,170202,222025,195738,179477,167584,161226,0,7,178194,,1005401,1071396,1019290,1021261,1024648,986046,949043,640451,554999,686435,,1178259,1299964,1540310,1270327,1127378,1196471,1050283,1178082,742908,998197
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",135257,156045,173295,166221,168248,180118,201617,184324,171763,177639,,1373669,1448763,1595460,1537828,1449956,1596738,1634990,1676588,1430698,1445748,,1115614,1224215,1345325,1201637,1223501,1341725,1417135,1315666,1317210,1403213
854190,"Parts of diodes, transistors and similar semiconductor devices; photosensitive semiconductor ...",460055,499059,649493,648747,438839,438149,333202,259995,279903,176324,,304875,320127,370401,397906,359509,485041,377789,282972,294298,369881,,5785791,4868565,4530857,4169359,4079326,3993613,3490829,3422163,3273115,3374877
870893,"Clutches and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, ...",26407,31946,45490,66117,82551,108933,114485,122464,151285,173774,,708911,738164,751756,784744,824225,968190,1060079,1039109,821309,910446,,365550,489398,648839,619588,760684,821911,931828,673297,634547,692426
902620,Instruments and apparatus for measuring or checking pressure of liquids or gases (excluding ...,110049,133883,149780,139458,153895,155707,174018,167623,170176,173360,,1205692,1263818,1429334,1353794,1362522,1419056,1608166,1491078,1361259,1583310,,661733,821469,960169,976198,1069368,1182037,1335396,1400790,1538892,1642538
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...,107930,173975,144727,118266,136251,161512,197080,212639,151095,170826,,2062257,2387136,2753017,2792403,2455399,2826500,3496437,3549507,3178733,3414676,,846546,1011798,1102923,893041,856455,956236,1223127,1774921,1408414,1402801
391000,Silicones in primary forms,113245,124439,141658,142731,141219,159019,159836,156291,154997,167218,,1239354,1283833,1315214,1272995,1228731,1323080,1307003,1271211,1137556,1410585,,748764,763118,756913,713283,691512,756901,826839,842419,817507,847427
284390,"Inorganic or organic compounds of precious metals, whether or not chemically defined (excluding ...",7660,4432,6858,3112,11046,39065,50051,141594,96017,167165,,268623,363130,474541,377156,298296,485463,634674,984140,1333629,1702049,,118699,100947,88375,86588,80982,135958,196964,395828,484805,541015
390720,"Polyethers, in primary forms (excluding polyacetals and goods of 3002 10)",168774,178157,210868,206205,228021,232008,226556,178748,150686,167048,,1678136,1776013,1870699,1713391,1617062,1620984,1646915,1579363,1462065,1818388,,1319050,1343719,1295071,1184224,1086622,1276863,1555725,1391186,1363248,1774694
900190,"Lenses, prisms, mirrors and other optical elements, of any material, unmounted (excluding such ...",151331,111833,97981,117259,120707,136155,177552,133386,127909,166190,,904418,762142,844007,888260,825052,1095113,1349373,1331380,1278454,1532290,,3825307,3635110,3857336,3270407,2324439,2290467,2423039,2423090,2414153,2733830
440325,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is =>15 cm, whether ...",0,0,0,0,0,229061,251388,156126,89872,163365,,0,0,0,0,0,0,240563,584534,538723,671542,,0,0,0,0,0,676450,676693,534586,352367,679736
