Product code,Product label,India's imports from United States of America-Value in 2012,India's imports from United States of America-Value in 2013,India's imports from United States of America-Value in 2014,India's imports from United States of America-Value in 2015,India's imports from United States of America-Value in 2016,India's imports from United States of America-Value in 2017,India's imports from United States of America-Value in 2018,India's imports from United States of America-Value in 2019,India's imports from United States of America-Value in 2020,India's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
845921,"Drilling machines for working metal, numerically controlled (excluding way-type unit head machines)",647,59,42,398,195,88,247,8,55,112,,53907,84498,68311,109477,111349,60991,26755,49722,28904,16709,,13587,6805,9106,12683,5757,5412,9915,24080,4443,6987
830400,"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands ...",27,49,29,55,56,14,8,4,25,111,,8379,7699,12609,12393,11028,13083,13731,9590,8400,10092,,2368,1326,1281,1987,1762,1953,2175,1710,914,1637
846781,"Chainsaws for working in the hand, with self-contained non-electric motor",730,563,416,436,342,42,31,40,11,111,,205231,194941,202635,127937,118542,104277,82518,44815,43804,47274,,6275,5237,6300,6744,7264,9362,18167,19519,20238,31180
330130,Resinoids,1418,1264,2265,909,98,144,337,250,431,111,,20207,17746,9169,14004,6977,10179,11963,10122,9826,15096,,3633,4161,5920,3551,3557,2767,2966,2479,2239,2096
960899,"Parts of ball-point pens, felt-tipped and other porous-tipped pens and markers, fountain pens ...",727,334,1060,692,374,103,271,101,82,111,,23117,23045,25481,25804,24586,25205,32586,21266,17139,23139,,23841,22052,18346,21458,22105,23681,15639,15099,6898,8866
400819,"Rods and profile shapes, of cellular rubber",22,71,94,20,74,225,216,192,91,111,,14215,13846,15335,17655,19020,22338,23976,24580,22334,20253,,1244,1200,1226,1296,989,1653,1711,1230,784,1249
490210,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising ...",301,288,250,150,78,57,36,237,398,111,,803,640,465,271,201,177,453,515,516,2256,,1157,1767,1554,1319,538,416,397,668,557,356
846594,"Bending or assembling machines for working wood, cork, bone, hard rubber, hard plastics or ...",161,136,53,69,354,0,0,459,0,111,,32848,27715,22902,29449,34755,21642,19689,20465,15897,18466,,10120,17268,12271,5353,5285,7669,5381,5880,4917,14489
482369,"Trays, dishes, plates, cups and the like, of paper or paperboard (excluding of bamboo paper ...",257,399,323,44,69,307,109,588,66,110,,236512,252409,265241,274693,260439,260011,265217,255832,192077,211086,,1728,1970,2313,1849,1898,3854,4254,4550,2941,4538
821220,"Safety razor blades of base metal, incl. razor blade blanks in strips",4749,1662,108,20,11,44,135,77,789,110,,186920,157871,160672,155464,131849,136242,161574,137950,127862,152898,,33843,42521,42104,35004,34421,41151,45987,42134,31275,42125
940520,"Electric table, desk, bedside or floor-standing lamps",418,1244,223,222,208,201,342,401,326,110,,71850,73581,68838,69879,68760,69090,64552,61872,58281,74331,,17049,21639,23764,46397,44732,50594,28900,26859,15104,16049
71390,"Dried, shelled leguminous vegetables, whether or not skinned or split (excluding peas, chickpeas, ...",2408,253,0,494,448,628,0,45,228,109,,21641,15751,17987,1785,3384,4949,2708,2663,6532,8171,,386287,51610,11857,38408,37455,46103,2945,6371,11789,7146
845290,"Furniture, bases and covers for sewing machines and parts thereof; other parts of sewing machines",363,170,186,299,289,285,162,174,209,109,,47266,45667,47940,49655,48356,48761,54843,47520,45241,48445,,12565,15456,16229,18924,22706,22212,23088,22371,13423,21236
842699,"Ships' derricks; cranes, incl. cable cranes (excluding overhead travelling cranes, transporter ...",7774,564,3008,6,167,583,80,242,141,108,,97841,55132,64041,40186,59996,25318,33505,37228,18292,28707,,104657,12145,14420,17229,11842,10043,10454,12283,13746,5438
250300,"Sulphur of all kinds (excluding sublimed sulphur, precipitated sulphur and colloidal sulphur)",45,46,101,62,125,76,114,90,102,108,,360931,222002,312793,281506,212343,249344,297718,170293,91919,199069,,440439,160676,277631,238496,146125,137024,212304,161575,109793,384187
720840,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",201,21,0,0,0,0,0,0,22,107,,44814,25266,29579,23643,20657,24104,26956,14250,7053,18332,,9727,1665,439,121,82,302,464,72,180,505
440793,"Maple """"Acer spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",214,64,0,41,24,163,88,48,82,106,,134847,144128,150682,118123,105496,107971,102553,86482,77928,138563,,585,273,153,250,271,1658,1163,1226,858,1942
590900,"Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or ...",32,87,136,154,465,124,172,147,150,106,,50867,57288,73363,68171,66782,62957,52073,33822,26628,26161,,3015,2196,1964,1974,3102,3020,4124,4129,4052,5090
90240,"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ...",46,21,38,224,14,38,1095,26,85,106,,11368,13693,13106,15685,15155,15093,12925,15414,11365,10148,,42317,39240,42442,50457,33847,35113,22513,51837,64171,54241
283311,Disodium sulphate,21,0,0,0,16,20,3,5,510,105,,19752,19381,15130,17557,15468,22371,21378,21785,30580,29998,,4799,3020,2916,1648,800,1174,4016,3099,4791,1580
521142,"Denim, containing predominantly, but < 85% cotton by weight, mixed principally or solely with ...",0,0,0,0,0,0,0,0,0,105,,15702,6984,8859,15279,14117,8239,7471,9971,5628,7295,,3718,7231,6366,9473,4951,6137,8573,4933,4811,4507
291221,Benzaldehyde,2,5,8,13,33,19,24,87,35,104,,3252,3115,5752,7408,3455,3584,2705,3132,2613,3968,,3477,10063,10715,5905,6749,3797,16944,23355,22418,25527
970200,"Original engravings, prints and lithographs",20,41,56,0,2,6,34,96,21,104,,133236,181343,229351,248640,273485,297083,354247,374509,204994,254231,,21,104,405,1,218,349,242,313,74,1053
902150,Pacemakers for stimulating heart muscles (excluding parts and accessories),7551,5102,4852,5465,3983,3915,719,331,78,104,,557256,588945,403514,330685,239475,219220,241998,140987,76345,165833,,23361,24378,22208,20894,21787,24941,31929,39937,25015,41280
760320,"Powders of aluminium, of lamellar structure, and flakes of aluminium (excluding pellets of ...",10,15,3,3,48,5,1,1,8,104,,2309,3320,2050,3748,3053,4166,4226,7725,3885,4431,,257,200,234,345,472,623,713,893,662,1149
200989,"Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening ...",0,24,2731,4842,8199,9910,56,39,114,103,,142036,148168,137683,131697,132281,141273,149833,150631,129100,139091,,0,4270,7531,10839,13280,18316,18017,13614,5610,9227
290312,"Dichloromethane """"methylene chloride""""""""",5797,4389,7316,2374,3582,2132,2542,706,994,103,,37633,29518,35323,31819,33940,30243,30722,27213,23440,24406,,32853,30631,40273,54372,41640,32624,43291,49873,42321,60415
843850,Machinery for the industrial preparation of meat or poultry (excluding cooking and other heating ...,335,340,414,2909,497,456,702,39,62,103,,187305,164964,185469,157277,145808,156944,156137,188253,165837,156869,,7515,7988,4719,11761,2964,3939,8331,5594,10235,6762
250510,"Silica sands and quartz sands, whether or not coloured",805,852,568,157,229,204,156,90,106,102,,317491,354169,451168,366850,297211,437292,515403,449320,357470,463279,,12534,7984,16916,5108,6380,8414,5240,4673,2843,7822
846320,"Thread rolling machines, for working metal",41,20,5,2,5,38,20,22,70,102,,8915,6889,5363,5334,11699,5332,4467,3937,3523,2402,,2200,4023,4075,2003,6083,4790,5392,8498,6205,5464
292700,"Diazo-, azo- or azoxy-compounds",84,53,76,35,27,28,20,51,58,102,,30509,29583,29395,28426,30356,22253,23013,23331,19618,24149,,10688,7990,10313,10832,10109,11928,16837,21139,17183,26125
960610,"Press-fasteners, snap-fasteners and press studs and parts therefor",675,131,165,123,50,40,227,207,97,102,,28408,25086,33056,26037,29139,30974,31181,32378,26263,27718,,28297,31135,32493,33388,37600,34842,33785,34092,29527,37222
291100,"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, ...",59,90,136,204,10,52,29,29,15,102,,7301,4142,4314,6071,3635,3399,4367,3986,4258,4474,,6259,6196,4027,4076,4367,6916,9393,8506,6629,7340
740500,"Master alloys of copper (excluding phosphorus-copper compounds copper phosphide"""" containing ...""",201,221,181,295,91,193,146,163,75,101,,31016,29591,24149,15686,11452,16303,18442,11569,10792,16077,,962,671,717,643,398,774,1463,1581,1065,2525
291821,Salicylic acid and its salts (excluding inorganic or organic compounds of mercury),102,4,28,46,31,96,215,114,90,101,,2904,1722,1504,1487,1028,1722,2660,1919,3677,4958,,15783,22089,23722,25542,28250,34551,59469,49251,66814,47088
450190,"Cork waste; crushed, powdered or ground cork",91,83,61,47,52,47,108,103,134,101,,199,243,325,225,177,210,354,436,199,250,,3673,3343,3353,3345,3803,4151,5394,4209,3329,4160
210320,Tomato ketchup and other tomato sauces,548,1441,1583,1954,2232,1097,229,286,154,101,,271768,282293,320829,375252,390162,368117,326133,320002,314183,317968,,2017,2187,2532,2464,3077,1446,722,737,937,570
150420,"Fats and oils of fish and their fractions, whether or not refined (excluding liver oils and ...",0,0,37,0,0,13,629,10,0,100,,83888,134708,152897,129444,163384,127921,133655,170456,144668,130624,,1064,1804,823,2177,3236,6471,4819,12984,9521,12706
290950,"Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated ...",1274,344,281,134,118,292,195,53,44,100,,12023,15058,18886,17568,16923,25026,19432,15937,18187,18614,,27658,26013,27952,23511,19830,26038,29776,20553,21970,17218
940550,"Non-electrical lamps and lighting fittings, n.e.s.",191,138,223,230,104,173,265,143,61,100,,39728,37929,38923,39329,38975,40882,39720,36222,33924,36735,,10708,19654,26687,30924,43862,31918,34544,29426,11644,13751
853932,Mercury or sodium vapour lamps; metal halide lamps,486,80,67,269,30,58,34,188,158,100,,93322,82210,57229,45588,50277,36449,27757,27333,17616,16733,,12932,10473,11923,5362,2935,2549,3635,3463,2782,2160
570190,"Carpets and other textile floor coverings, of textile materials, knotted, whether or not made ...",367,14,79,5,14,106,403,336,138,100,,7315,10392,7500,7925,9284,9642,11098,7247,6521,8152,,726,514,393,361,235,1509,2906,2979,1569,2115
400241,"Chloroprene latex """"chlorobutadiene rubber, CR""""""""",6,0,0,0,155,172,254,36,82,100,,6324,10488,16281,6529,7480,6797,6970,10161,13973,15330,,430,604,481,351,452,387,555,99,289,577
420231,"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...",120,38,61,63,132,5,47,114,85,100,,43037,58075,72960,88191,80021,63807,59319,56522,44006,49909,,7530,9275,10459,10495,9169,6411,6915,6753,5185,9901
731420,"Grill, netting and fencing, welded at the intersection, having a mesh size of >= 100 cm©÷, of ...",76,31,10,0,5,0,0,7,4,99,,10360,14405,13620,10291,11099,11756,12028,12361,13122,19240,,1362,1762,668,667,493,568,2144,6382,3723,3307
950632,Golf balls,128,122,75,96,32,247,183,146,127,99,,150821,135365,135871,124599,112397,120043,124840,140177,106334,133001,,896,798,869,836,946,1004,1490,1810,1075,1493
380859,Goods of heading 3808 containing one or more of the following substances: alachlor (ISO); aldicarb ...,0,0,0,0,0,0,1,47,50,99,,0,0,0,0,0,31846,26200,20163,16181,35814,,0,0,0,0,0,0,28,83,64,187
621710,"Made-up clothing accessories, of all types of textile materials, n.e.s. (excluding knitted ...",129,17,24,34,7,8,15,14,7,98,,136667,89360,78810,73648,58554,54213,57330,63260,39009,39964,,5358,3921,2905,2603,2064,7170,7701,3909,1802,2136
720719,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...",221,81,0,9,13,6,35,0,5,98,,38873,16834,17904,7067,5367,10116,6603,8362,2786,4160,,98604,24754,14102,42199,2558,5010,24415,30499,39194,16793
741121,"Tubes and pipes of copper-zinc base alloys """"brass""""""""",21,383,37,0,0,9,92,2,62,98,,26685,25882,21334,15073,11078,14357,10308,10140,8799,12947,,1982,1612,2387,2568,5459,7280,8912,7208,5811,9032
701940,Woven fabrics of glass fibres made from rovings,62,23,69,237,140,45,239,79,191,98,,15236,15960,16859,27549,24108,25121,23115,23838,19742,24043,,14997,14231,16221,19311,24704,33595,16155,20701,16157,25573
540349,"Multiple """"folded"""" or cabled artificial filament yarn, incl. artificial monofilament of < ...""",668,377,215,213,122,135,235,93,123,97,,1630,2875,2913,1765,1280,905,419,661,206,336,,57720,60063,62667,54790,48633,45259,46037,49125,36020,47222
190120,"Mixes and doughs of flour, groats, meal, starch or malt extract, not containing cocoa or containing ...",140,235,451,285,156,124,188,135,100,97,,480248,539198,510054,500433,481563,479132,480126,509753,500484,543713,,2845,2684,2625,2519,2428,3191,2991,3144,2120,3013
844851,"Sinkers, needles and other articles used in forming stitches, for machines of heading 8447",311,87,139,80,8,11,48,45,40,97,,10034,9695,8451,9726,7292,12546,12728,13921,9819,15038,,14520,13298,16317,15986,18693,21732,24946,21122,20180,27708
511230,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",8,0,0,0,0,27,502,487,9,97,,1595,2113,2209,2099,2027,2084,2168,2018,1035,1549,,660,326,409,603,819,1599,2217,3512,1132,1591
820520,Hammers and sledge hammers with working parts of base metal,174,155,89,158,56,70,113,69,78,96,,27479,26020,27102,26549,24973,21493,25032,23263,21538,24742,,969,1161,935,1047,605,745,1283,1226,681,1502
920290,"Guitars, harps and other string musical instruments (excluding with keyboard and those played ...",78,96,112,70,104,88,98,107,144,96,,132950,134559,143869,151287,149081,131560,140150,152842,125230,166875,,5920,4491,4033,6113,5695,7993,11225,11310,9972,11317
843510,"Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices ...",166,529,613,150,199,800,1786,52,8,95,,18892,13460,25170,26892,19468,22437,18703,9834,7457,10549,,2150,3225,4235,1859,2022,8824,4761,1482,917,3423
190420,Prepared foods obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes ...,261,41,115,133,159,148,116,131,146,95,,53095,61381,68528,84970,74720,76834,82215,61443,51862,41355,,550,239,316,323,303,448,510,557,501,606
281212,Phosphorus oxychloride,0,0,0,0,0,163,184,71,203,95,,0,0,0,0,0,2080,2771,2017,1973,3281,,0,0,0,0,0,737,565,622,389,765
401691,"Floor coverings and mats, of vulcanised rubber (excluding hard rubber), with chamfered sides, ...",153,308,153,230,258,175,361,199,129,94,,112443,113573,108939,108121,106958,116443,108946,104335,77874,89731,,3040,3913,4205,5213,3932,4685,7044,6347,4695,6088
370243,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",14,0,28,53,52,81,111,90,86,94,,26227,22035,18236,15179,12315,7345,6949,6235,4507,3815,,19,16,89,208,109,143,162,147,136,220
843352,Threshing machinery (excluding combine harvester-threshers),0,87,305,127,0,0,108,0,123,94,,3119,4208,3395,2960,2595,1952,3308,1681,2833,4633,,50,362,763,571,287,236,507,815,430,728
281810,"Corundum, artificial, whether or not chemically defined",59,1,39,6,1,1,0,14,80,94,,67998,77684,71344,55422,51203,60133,67513,61810,39460,62060,,677,1192,540,1326,2650,1906,7601,6568,5928,7509
382491,"Mixtures and preparations consisting mainly of """"5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl""""methyl ...""",0,0,0,0,0,685,1229,989,1262,94,,0,0,0,0,0,194618,256621,228947,195483,144564,,0,0,0,0,0,6035,9768,5911,8762,6007
292221,Aminohydroxynaphthalenesulphonic acids and their salts,186,1,8,2,2,11,40,110,108,93,,2625,1704,1137,1103,1551,1135,2223,1183,591,623,,56740,103482,153477,90325,75802,77772,77143,79180,79556,78990
630629,"Tents of textile materials (excluding of synthetic fibres, and umbrella and play tents)",160,23,44,12,24,15,65,12,54,93,,15127,14278,24991,26921,13037,22806,22744,16980,34290,43744,,1147,1772,838,1164,1795,3508,3302,2576,1673,2614
670300,"Human hair, dressed, thinned, bleached or otherwise worked; wool, other animal hair or other ...",15,9,2,4,18,54,183,91,166,93,,18026,18665,19827,18665,19052,14411,16346,12030,11471,12172,,1393,1148,194,451,96,680,2499,1271,606,844
380120,Colloidal or semi-colloidal graphite,377,366,353,264,277,329,70,30,38,93,,10867,12530,12739,12395,11752,9279,11750,10555,9633,14491,,2825,1700,1822,1693,2067,2156,3811,2198,836,3310
90220,Green tea in immediate packings of > 3 kg,75,52,39,51,96,52,54,40,58,93,,6715,6509,7255,7580,8569,10343,11141,7141,5924,7444,,1653,2731,5201,2837,3001,3422,4260,2392,2855,4530
320210,Synthetic organic tanning substances,275,342,167,155,73,294,284,214,81,93,,17055,18523,20001,16139,5711,8852,10445,7323,4268,3861,,12125,15024,17619,15986,15744,18976,16784,14272,10581,14420
960719,Slide fasteners (excluding fitted with chain scoops of base metal),290,3,3,7,4,26,21,48,75,92,,16970,14927,18788,22539,22771,23489,26085,26925,27167,33913,,15017,15033,14865,11867,13570,15444,15798,16029,14772,17766
848710,Ships' or boats' propellers and blades therefor,97,30,32,17,27,217,19,37,98,92,,40147,44086,41310,41270,59059,47288,53014,51634,46752,47122,,16047,12806,5402,7435,4234,10395,6236,2757,1539,4937
290529,Unsaturated monohydric acyclic alcohols (excluding acyclic terpene alcohols),121,150,19,47,268,182,245,183,134,92,,11533,11944,13172,9667,11066,12090,12621,13391,18231,19455,,5796,6558,6681,7060,8540,6125,8514,7412,8985,10122
701310,"Glassware of glass ceramics, of a kind used for table, kitchen, toilet, office, indoor decoration ...",63,20,8,37,28,96,69,100,47,92,,19208,17025,16065,15262,12553,13263,12828,10277,10108,12345,,3978,3051,3246,4002,2641,2179,3019,1213,829,1388
845969,"Milling machines for metals, not numerically controlled (excluding way-type unit head machines, ...",1137,1177,344,324,311,394,248,406,1463,92,,17529,14882,14747,12354,9248,11347,11618,11449,10279,15405,,39057,22418,13918,12375,11870,15797,15257,13889,8913,10893
382460,Sorbitol (excluding D-glucitol [sorbitol]),35,6,6,12,7,4,11,7,26,92,,11149,14884,16422,16504,9233,8834,5371,3612,1856,7147,,1392,1630,1194,1152,1424,1174,428,811,859,987
480258,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",150,121,161,355,324,503,596,216,277,92,,109190,114018,111364,90906,72586,79149,94670,87018,64881,84346,,3314,6231,4069,4080,4928,6620,8725,8192,5510,7242
