Product code,Product label,Russian Federation's imports from Singapore-Value in 2012,Russian Federation's imports from Singapore-Value in 2013,Russian Federation's imports from Singapore-Value in 2014,Russian Federation's imports from Singapore-Value in 2015,Russian Federation's imports from Singapore-Value in 2016,Russian Federation's imports from Singapore-Value in 2017,Russian Federation's imports from Singapore-Value in 2018,Russian Federation's imports from Singapore-Value in 2019,Russian Federation's imports from Singapore-Value in 2020,Russian Federation's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
841430,Compressors for refrigerating equipment,1930,1783,1396,526,657,577,636,389,423,501,,486112,475989,458327,388754,382753,399373,221679,239361,204983,239092,,387851,400229,344007,256549,280890,307081,326324,330602,306715,376414
848210,Ball bearings,389,610,558,329,421,584,165,278,558,499,,770405,767885,672510,633911,600342,620792,539537,480830,377948,410162,,125746,133986,153755,108887,124572,171049,178381,195148,189661,231977
847150,"Processing units for automatic data-processing machines, whether or not containing in the same ...",9554,9741,18212,39842,31236,2172,2168,4506,1896,488,,1770723,2894345,3161155,4026552,3634707,3474473,3650442,2560947,2393866,3453632,,624692,669026,801408,761428,722722,1068921,1449200,1508484,1451647,1800392
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",833,881,539,527,253,330,226,72,336,487,,216810,322374,384348,321902,163380,126648,194282,190273,205092,212858,,969108,1240185,1001635,565655,558342,604240,517620,551042,577094,655928
852859,"Monitors, not incorporating television reception apparatus (excluding with cathode ray tube ...",12442,757,99,62,67,71,131,89,33,482,,84695,95122,99654,71926,81617,84463,127958,363081,309471,264787,,336372,318803,391266,227724,318408,386637,481349,583941,540690,681595
350610,"Products suitable for use as glues or adhesives put up for retail sale as glues or adhesives, ...",92,105,109,57,61,396,352,395,84,478,,29790,30483,30019,31956,29898,33015,36943,46776,53602,55885,,85428,90560,81664,57483,65716,78226,88748,94717,92511,114986
853690,"Electrical apparatus for switching electrical circuits, or for making connections to or in ...",789,514,406,366,371,564,718,852,286,465,,1608704,1761409,1663323,1375199,1225750,1321152,1376021,1180177,1013561,1268802,,312192,317215,316906,190626,200914,274568,286468,281724,267003,303690
180620,"Chocolate and other food preparations containing cocoa, in blocks, slabs or bars weighing > ...",0,0,0,0,0,84,154,375,367,457,,149757,197416,244102,197467,166763,179655,195146,212110,189548,224291,,44058,55831,64799,44360,49657,52987,59731,55915,56316,73447
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),190,319,310,289,381,349,261,230,285,443,,316985,332703,320738,293759,276501,298859,402116,401693,319922,407060,,241131,261575,238882,155641,165417,225781,268866,267663,257525,317602
903281,Hydraulic or pneumatic regulating or controlling instruments and apparatus (excluding manostats ...,17,2,90,90,0,18,64,62,624,436,,70047,103690,118155,84972,36325,13498,12082,11090,11502,9863,,30686,30885,21264,16872,14280,20229,16997,22252,19708,18234
847180,"Units for automatic data-processing machines (excluding processing units, input or output units ...",2237,2364,1324,572,1222,2484,2782,3151,1445,436,,565881,489717,394525,430937,599360,817367,420617,432271,315955,448840,,56927,58054,58422,73467,105331,299273,273920,244261,261154,470835
901819,"Electro-diagnostic apparatus, incl. apparatus for functional exploratory examination or for ...",423,720,520,190,303,368,443,489,399,433,,293562,195961,264468,319269,257690,285402,306525,296758,258609,268234,,196031,125536,69227,44686,71544,68245,51696,64899,173458,91545
401036,"Endless synchronous belts, of vulcanised rubber, of an outside circumference > 150 cm but <= ...",7,6,13,33,34,54,59,280,348,425,,136,119,254,236,284,270,398,527,373,602,,5135,4573,3383,3256,4927,7168,7215,5573,5436,9243
848071,Injection or compression-type moulds for rubber or plastics,0,0,0,0,188,0,189,381,8,412,,36315,36842,55064,48040,65956,72441,64334,53585,48828,64203,,205860,317671,292911,217017,184963,228418,255896,223209,226031,270729
330290,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or ...",37,40,58,43,77,254,354,338,344,403,,618671,669395,723199,722300,758944,791311,904748,980628,1043623,1082842,,176236,180330,171827,146341,169570,221431,287353,293660,309985,349467
200819,"Nuts and other seeds, incl. mixtures, prepared or preserved (excluding prepared or preserved ...",0,52,182,90,67,143,339,221,393,403,,28279,27714,28347,43514,94119,114359,70571,11355,10324,13007,,38963,40827,54698,50549,33530,39345,37336,52361,39777,40732
391740,"Fittings, e.g. joints, elbows, flanges, of plastics, for tubes, pipes and hoses",392,410,323,223,206,292,318,346,420,400,,76729,86823,80260,94232,89667,107847,89712,87092,97604,155561,,132270,140891,131705,82558,81948,101087,98001,101211,101365,131502
390290,"Polymers of propylene or of other olefins, in primary forms (excluding polypropylene, polyisobutylene ...",0,0,0,0,4,339,7,42,282,399,,122668,101470,105682,107963,104609,105147,125184,133275,142472,195944,,12871,12474,15715,21715,31493,38510,35197,30162,31096,35523
710813,"Gold, incl. gold plated with platinum, in semi-manufactured forms, for non-monetary purposes",140,38,0,0,7,2,388,43,39,398,,9857804,13880349,10831876,595642,1147853,11303228,10974129,11453769,15672122,14047953,,703,1097,2295,986,728,1501,2057,2799,3018,3541
401035,"Endless synchronous belts, of vulcanised rubber, of an outside circumference > 60 cm but <= ...",111,112,89,81,25,45,127,274,302,394,,3907,3561,6176,5965,5921,5922,6247,5601,4552,4933,,28469,33932,36101,25482,31588,44119,45683,45163,45094,53667
851770,"Parts of telephone sets, telephones for cellular networks or for other wireless networks and ...",678,821,701,486,1603,3638,692,603,653,392,,753114,642548,706084,839918,935758,1162994,2068109,2794303,2798570,2848315,,535297,512266,558190,461801,622948,659727,641026,656415,659123,625816
390210,"Polypropylene, in primary forms",77,68,143,3,16,502,1442,746,1300,385,,1186430,1278841,1460392,1158790,1139644,1228832,1360322,1200340,1145439,1209236,,291529,219230,181910,133403,148500,152993,202416,173094,174579,278036
842129,Machinery and apparatus for filtering or purifying liquids (excluding such machinery and apparatus ...,630,926,1036,195,141,85,1430,1951,1670,379,,131281,150541,148633,173873,141528,152750,177374,205136,259570,226903,,229449,279095,258725,191343,200486,203742,189023,219462,185818,228317
846023,"Cylindrical grinding machines for finishing metal, numerically controlled (excl. gear finishing ...",0,0,0,0,0,79,299,453,0,363,,0,0,0,0,0,0,2319,4418,1113,1108,,0,0,0,0,0,32514,21322,25699,18769,26247
853224,"Fixed electrical capacitors, ceramic dielectric, multilayer (excluding power capacitors)",51,41,54,78,94,342,1137,298,232,335,,436045,427363,318502,234186,254355,358398,605066,507219,592285,778632,,17252,18360,24137,23457,21231,35015,56777,45383,45463,54402
340290,"Surface-active preparations, washing preparations, incl. auxiliary washing preparations and ...",7,11,9,16,30,112,289,375,512,327,,74487,74791,80636,77097,76409,88663,98131,91582,94778,114606,,130272,154527,199155,113608,139996,167321,179480,190687,181671,190692
901530,Levels,180,249,162,88,109,108,173,194,141,326,,9632,10851,10595,9842,7807,19256,29427,25419,23119,30917,,35172,24077,20437,10155,13213,15514,18695,20224,19909,35544
847431,Concrete or mortar mixers (excluding those mounted on railway wagons or lorry chassis),0,8,0,4544,0,284,0,0,1,325,,54174,46283,42951,19261,8708,16663,7105,3131,6245,8661,,200314,226309,197797,65216,38853,47001,56622,43009,55987,76023
390890,"Polyamides, in primary forms (excluding polyamides-6, -11, -12, -6,6, -6,9, -6,10 and -6,12)",0,58,0,24,23,16,14,30,13,323,,57596,53150,70653,53095,53001,47793,57067,44130,44681,68383,,38649,40563,35950,23260,25853,30289,32729,32838,34238,46642
903089,"Instruments and apparatus for measuring or checking electrical quantities, without recording ...",0,803,134,42,447,1109,430,249,163,323,,31849,21948,26752,25720,21465,19949,18229,22162,19358,26523,,106725,157264,60307,21564,10317,17628,18889,19462,15239,15936
721934,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",0,0,0,0,191,0,0,0,31,320,,6001,23251,30470,7068,11319,6194,10318,5466,2951,7940,,92295,100173,114135,86972,101719,130530,149057,121841,121998,242849
847990,"Parts of machines and mechanical appliances, n.e.s.",101,55,147,188,182,60,237,71,128,311,,1997311,1610502,1445709,1285253,1109209,1191414,1294312,1268687,1418656,1561857,,81184,107882,85018,57144,63611,79288,90324,101859,103231,103716
903090,Parts and accessories for instruments and apparatus for measuring or checking electrical quantities ...,33,359,296,152,93,583,707,1185,455,307,,399439,455096,482369,508232,440110,538469,508777,556516,680033,660384,,11496,16649,17008,15676,10507,17904,20447,23642,19375,17173
853120,"Indicator panels with liquid crystal devices """"LCD"""" or light emitting diodes """"LED"""" (excluding ...""",4,1,140,6,6,1,1,3,53,301,,246362,253061,265521,224734,129381,260255,133362,107956,65201,84025,,26672,31542,29897,13631,14886,27761,26053,26980,27300,28807
844332,"Machines which only perform one of the functions of printing, copying or facsimile transmission, ...",726,909,1172,411,521,400,178,1042,180,301,,733032,548322,584865,520248,472364,539467,561239,481623,377850,526726,,387572,363097,238750,140051,152170,200883,208840,228336,187051,235213
850650,Lithium cells and batteries (excluding spent),530,591,252,219,235,542,375,336,328,297,,291054,331596,450401,339269,298080,430633,398691,266670,252845,338758,,22005,23656,26448,23383,26712,34339,31079,32211,31666,36765
850300,"Parts suitable for use solely or principally with electric motors and generators, electric ...",428,676,726,166,291,772,665,626,108,296,,189187,164178,172385,164070,171463,194445,216449,186453,154205,208700,,114699,103798,87881,61432,67036,63812,78360,91445,98712,155892
391910,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, in ...",155,358,508,13,2,7,1,9,2,292,,108338,120028,102999,88655,81199,92306,109851,99614,93718,104626,,117952,113433,113339,121634,76887,91514,97076,99444,101509,120436
680530,"Natural or artificial abrasive powder or grain, on a base of materials other than woven textile ...",962,1432,1031,12,0,186,195,46,102,280,,30573,37943,39810,27134,27637,28137,36349,33457,36011,42343,,17780,18922,18492,13484,17641,21969,24622,24764,25016,32430
190190,"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing ...",0,25,0,4,0,421,337,274,161,280,,794300,796874,1025334,1009971,954179,1084478,1163082,1152438,683868,527617,,115790,175140,252453,132151,111382,148710,179841,134442,133550,155913
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",119,269,485,81,91,101,240,202,218,278,,94356,110653,122247,120721,114648,132036,164894,162911,154538,196727,,270166,283543,270589,176468,188596,237472,262486,273319,247603,298335
902519,"Thermometers and pyrometers, not combined with other instruments (excluding liquid-filled thermometers ...",1738,1948,1856,550,21,167,294,70,147,248,,28915,32033,29234,34300,39830,49225,85963,75080,80106,70731,,62084,61088,58742,41748,46149,55163,58320,55570,127472,85637
440729,"Tropical wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",96,118,0,0,0,0,0,0,178,243,,40996,20085,15693,13894,6563,6098,12609,11597,5005,9654,,2150,2045,2026,937,637,1345,1301,1090,2101,1843
730729,"Tube or pipe fittings of stainless steel (excluding cast products, flanges, threaded elbows, ...",361,356,316,648,457,405,605,1188,551,240,,38837,32369,36034,27409,23250,22292,28414,25119,39056,53535,,41075,50098,54403,36193,39660,54982,56436,56566,60061,64596
853180,Electric sound or visual signalling apparatus (excluding indicator panels with liquid crystal ...,1,0,0,0,2,3,1,0,44,239,,31489,50291,30112,24143,73131,32473,48183,41362,43355,56581,,27101,26247,21582,14542,14779,19760,20077,20264,19207,25589
330210,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, with a basis of ...",30,173,369,269,341,287,397,282,324,239,,1191340,668323,404269,400124,402874,526692,745327,874307,906798,1031771,,431632,468071,439547,279346,280029,308366,344347,341590,375261,459453
871494,"Brakes, incl. coaster braking hubs and hub brakes, and parts thereof, for cycles (excluding ...",6,54,19,0,65,35,148,144,47,226,,142483,137264,219049,209560,171043,172032,187792,215060,220642,261085,,6581,7689,7960,5330,4835,5166,8081,9241,5869,14266
841869,Refrigerating or freezing equipment (excluding refrigerating and freezing furniture),221,494,184,111,311,79,216,121,114,205,,438096,99616,270086,609282,438271,500294,675474,574452,607888,761588,,243004,248256,219173,141147,154149,224580,213736,242232,201050,263914
848360,"Clutches and shaft couplings, incl. universal joints, for machinery",280,235,350,615,624,352,469,507,551,199,,51004,63512,58454,53393,30335,41048,61307,56351,40853,63682,,146896,82857,85683,59082,70347,91711,94929,101661,100117,123205
841340,Concrete pumps,12,2376,3473,0,0,3045,0,0,2080,193,,13083,25331,57300,16948,22703,18378,12479,11546,6766,2339,,43903,63064,37694,7261,7325,14674,13592,12292,20730,21406
750890,"Articles of nickel, n.e.s.",42,169,255,115,223,201,285,590,332,183,,27730,21518,13233,12976,16624,57944,109239,160809,15281,229206,,26174,30528,48279,21073,35796,41555,50562,45581,33754,30510
852190,"Video recording or reproducing apparatus, whether or not incorporating a video tuner (excluding ...",0,3,4,8,110,136,208,93,2,181,,110470,81311,63387,45313,66352,55164,31861,24141,34456,26341,,206080,130362,501739,35275,38061,47393,53112,52694,49086,58247
390529,"Vinyl acetate copolymers, in primary forms (excluding in aqueous dispersion)",0,0,0,0,0,0,0,20,108,179,,1935,1186,998,667,805,6471,20094,39015,44685,64793,,36034,39442,48819,38265,36282,37090,38203,35248,33712,51765
841990,"Parts of machinery, plant and laboratory equipment, whether or not electrically heated, for ...",12,18,59,9,5,2,0,17,74,174,,132661,108328,126733,131170,73819,78202,101953,84310,192983,139635,,141149,177347,129593,113096,76939,190532,449708,163042,506124,208677
482390,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, in strips or rolls of a ...",2,1,0,0,0,1,1,1,94,173,,26578,28547,27645,20728,22152,25706,26875,30737,23370,31445,,38330,35103,30742,21236,21794,23843,25340,29323,28287,65772
741220,"Copper alloy tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",313,262,129,125,128,182,141,152,140,173,,32962,40145,39736,33486,34109,35664,36516,43302,63998,64895,,167295,130435,121541,101974,110566,146249,167371,154520,156243,225767
381190,"Oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and ...",1586,1772,3022,4286,5529,2567,3229,1327,638,171,,46255,47198,68470,59111,47951,49084,100256,51920,38787,46418,,104280,120741,131961,128594,131750,142700,112962,129056,100548,101924
681510,"Articles of graphite or other carbon, incl. carbon fibres, for non-electrical purposes",3,89,46,38,6,4,9,20,6,169,,10063,5916,7246,10988,12952,16795,27462,21982,18303,26839,,20797,27727,36187,29959,29503,37983,41206,62508,53784,56103
170490,"Sugar confectionery not containing cocoa, incl. white chocolate (excl. chewing gum)",0,0,0,0,91,68,70,115,112,166,,59405,53316,35683,33562,35302,33586,41264,35351,30949,34933,,231036,238007,199474,125290,136552,177822,174558,182749,167147,207397
854233,Electronic integrated circuits as amplifiers,294,16,7,3,67,139,570,89,132,163,,960910,1382764,1995463,2046612,2635982,2858481,2621013,2813648,3395256,4388496,,27708,27149,40876,32096,43597,41194,40849,41778,41012,67565
900190,"Lenses, prisms, mirrors and other optical elements, of any material, unmounted (excluding such ...",167,61,130,57,27,64,71,98,147,160,,377761,388467,411473,397389,279913,480041,303315,602424,640311,275942,,15949,18483,20238,19640,20790,25630,30045,27595,24116,43764
