Product code,Product label,Singapore's imports from Australia-Value in 2012,Singapore's imports from Australia-Value in 2013,Singapore's imports from Australia-Value in 2014,Singapore's imports from Australia-Value in 2015,Singapore's imports from Australia-Value in 2016,Singapore's imports from Australia-Value in 2017,Singapore's imports from Australia-Value in 2018,Singapore's imports from Australia-Value in 2019,Singapore's imports from Australia-Value in 2020,Singapore's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
611130,"Babies' garments and clothing accessories of synthetic fibres, knitted or crocheted (excluding ...",4,0,0,0,0,2,0,0,1,3,,29,24,51,55,63,34,47,89,79,173,,798,1023,1884,955,1325,1205,1280,945,1081,1710
292519,"Imides and their derivatives; salts thereof (excluding saccharin and its salts, glutethimide ...",0,0,0,2,1,9,2,0,0,3,,8,12,4,10,6,71,7,97,72,26,,560,906,585,521,703,681,504,297,640,836
300691,Appliances identifiable for ostomy use,2,4,0,0,0,0,16,9,13,3,,7871,4737,5286,2569,1798,899,1361,1197,947,1991,,9943,16711,9808,9723,12255,10582,12466,10529,11486,14852
401150,"New pneumatic tyres, of rubber, of a kind used for bicycles",0,0,0,0,0,0,0,0,2,3,,51,4,18,371,22,74,66,32,198,16,,1562,1254,2222,1374,1578,3143,2540,2649,2697,4888
630520,"Sacks and bags, for the packing of goods, of cotton",1,1,3,1,0,1,9,1,5,3,,172,316,79,97,184,112,128,213,692,775,,577,741,865,1013,1471,828,1328,1314,1095,1139
731814,"Self-tapping screws, of iron or steel (excl. wood screws)",0,9,1,0,3,13,3,13,0,3,,651,310,632,538,492,1395,1707,1255,1495,2447,,8092,8847,9893,9359,8124,8172,8590,9649,10727,10440
721691,"Angles, shapes and sections, of iron or non-alloy steel, cold-formed or cold-finished from ...",0,0,0,0,1,0,0,0,0,3,,133,10,32,473,4,11,356,7,1,22,,1155,1563,689,653,1027,834,837,1663,666,604
580631,"Narrow woven fabrics of cotton, with a width of <= 30 cm, n.e.s.",26,70,149,120,4,5,0,2,3,3,,56,54,83,55,40,14,20,32,45,46,,2236,2329,2585,1541,1389,1806,767,1159,751,1777
620299,"Women's or girls' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, ...",0,1,2,4,2,0,0,1,0,3,,42,48,84,18,62,572,1282,134,352,194,,489,2622,2398,1483,1185,2709,4433,5199,2334,991
821000,"Hand-operated mechanical devices, of base metal, weighing <= 10 kg, used in the preparation, ...",2,8,5,29,12,6,0,0,22,3,,7672,5201,767,936,729,373,545,553,841,1109,,1648,1621,2437,1950,1477,1705,1372,1381,836,1836
830890,"Clasps, frames with clasps without locks, buckles and buckle-clasps, of base metal, for clothing, ...",1,9,22,9,10,26,37,2,2,3,,3191,1851,751,320,1010,776,574,1384,566,605,,4050,2953,3976,3340,4467,6073,5512,6278,4584,6686
843290,"Parts of agricultural, horticultural or forestry machinery for soil preparation or cultivation ...",73,22,17,3279,132,20,83,17,2,3,,13612,12223,10999,8792,7476,12934,17012,14425,22961,12476,,16701,12260,14017,13709,10922,7712,6003,7608,5993,19033
940592,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, of plastics, ...",263,771,152,191,227,126,30,67,22,3,,1806,1210,1177,1004,588,897,1034,1261,1254,1757,,8467,7942,9627,7031,10945,11248,7349,7903,5419,6733
160553,"Mussels, prepared or preserved (excluding smoked)",0,0,0,2,1,0,1,1,1,3,,28,102,5,17,1,0,6,1,0,0,,1147,1411,1430,1461,808,977,1021,631,517,931
10690,"Live animals (excluding mammals, reptiles, birds, insects, fish, crustaceans, molluscs and ...",0,0,10,0,1,0,2,6,18,3,,256,237,308,201,213,588,302,325,624,3760,,3567,3170,3603,2417,2158,2276,3275,2675,2394,2410
170310,Cane molasses resulting from the extraction or refining of sugar,3,4,12,3,3,2,6,1,6,3,,37404,43688,29088,37883,54941,56966,33830,18804,26989,57024,,326,287,397,532,392,339,360,302,223,340
292529,Imines and their derivatives; salts thereof (excluding chlordimeform [ISO]),0,0,0,0,0,0,0,1,0,3,,231,183,33,31,33,28,45,33,58,62,,4365,7131,11930,11575,21539,34821,32604,33360,34054,40589
480269,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,1,30,0,0,0,0,3,,1434,407,420,355,350,252,542,400,180,57,,4779,5605,2773,1614,1109,1578,675,791,586,1990
480300,"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary ...",48,11,15,7,20,27,13,8,8,3,,5471,4993,3158,7555,15372,5225,3448,14187,8362,1040,,14572,15047,15887,15542,13455,13481,12382,12142,11556,5309
511230,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",0,0,0,0,0,12,0,0,0,3,,67,114,59,15,14,15,2,67,24,38,,1877,1515,356,1036,1280,1662,2083,2702,452,1453
847910,"Machinery for public works, building or the like, n.e.s.",17,15,125,93,168,170,218,40,6,3,,6732,8167,6477,6348,6994,7999,5924,6954,8873,8573,,11569,14617,14377,21940,17579,13874,21421,21417,18898,6755
910591,"Clocks, electrically operated (excluding wrist-watches, pocket-watches and other watches of ...",0,0,23,15,0,2,5,0,0,3,,186,95,94,58,73,115,101,394,478,712,,3221,2445,1242,2155,1693,1404,1272,1320,993,2746
853010,"Electrical signalling, safety or traffic control equipment for railways or tramways (excluding ...",0,0,0,2,0,3,48,9,7,3,,4948,5254,6849,5474,9058,10962,9136,7955,8962,4524,,1292,10902,19246,20201,4018,3906,9824,6547,11583,18756
540730,"Woven fabrics of synthetic filament yarn, incl. monofilament of >= 67 decitex and with a cross ...",3,0,0,0,32,0,0,0,2,3,,29,32,68,30,26,9,135,17,26,107,,103,128,44,57,137,120,232,197,151,260
630533,"Sacks and bags, for the packing of goods, of polyethylene or polypropylene strip or the like ...",49,5,2,5,11,8,5,7,8,3,,1610,1130,957,979,1212,3270,3921,2143,933,1295,,10637,14342,12738,9822,10030,9878,10372,9297,8982,9174
760611,"Plates, sheets and strip, of non-alloy aluminium, of a thickness of > 0,2 mm, square or rectangular ...",38,0,0,3,4,3,0,0,1,3,,7500,2468,2969,3130,891,2164,1069,1135,1806,2665,,24977,21044,20226,21501,19234,22125,24397,13728,14692,20739
730110,"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements",34,0,0,48,145,42,11,0,0,3,,7688,4200,664,1016,102,695,2815,395,694,773,,49003,24848,29071,24131,24025,26147,25144,26913,29021,28997
701349,"Glassware for table or kitchen purposes (excluding glass having a linear coefficient of expansion ...""",2,4,23,4,9,13,13,19,4,3,,394,275,348,366,394,413,1070,760,909,701,,5528,3848,4873,4340,5342,8955,9073,10608,6222,8746
902910,"Revolution counters, production counters, taximeters, milometers, pedometers and the like (excluding ...",3,5,113,230,13,42,118,0,1,3,,1356,728,1259,2213,3772,1403,1692,2665,1543,1017,,4991,5835,7076,11153,14111,6068,7729,7526,2893,3837
590390,"Textile fabrics impregnated, coated, covered or laminated with plastics other than poly""""vinyl ...""",124,2,36,125,292,132,16,14,4,3,,3409,4182,4874,4574,4739,5988,4305,6103,4085,5460,,9383,11469,11148,7835,6794,10075,9539,11013,7389,10344
850520,"Electromagnetic couplings, clutches and brakes",19,5,17,0,1,17,11,3,45,3,,490,900,544,229,408,139,127,303,287,93,,7448,7471,8974,6132,5601,7549,9849,10547,8634,10136
848320,"Bearing housings, incorporating ball or roller bearings, for machinery",88,18,22,7,76,1,72,78,86,3,,3585,3978,4724,2520,3301,3951,3072,3730,3041,3479,,29432,26747,25402,26706,26573,26246,28106,33733,17068,20234
820551,"Household hand tools, non-mechanical, with working parts of base metal, n.e.s.",54,55,8,67,59,86,88,7,7,3,,3324,1087,1264,2741,1063,1435,1287,1709,1659,2337,,13955,15305,19500,9467,5734,6394,5424,4805,5773,7602
253090,"Arsenic sulfides, alunite, pozzuolana, earth colours and other mineral substances, n.e.s.",0,0,0,14,0,18,5,41,54,3,,167632,175366,250357,258725,293402,997370,1174010,1012280,654442,1284900,,949,3166,2987,3140,3586,622,837,778,520,1260
71029,"Leguminous vegetables, shelled or unshelled, uncooked or cooked by steaming or by boiling in ...",0,0,0,0,0,0,1,0,0,3,,100,93,2,2,30,298,264,47,123,95,,475,484,686,646,654,539,530,489,866,651
392112,"Plates, sheets, film, foil and strip, of cellular polymers of vinyl chloride, unworked or merely ...",2,8,12,11,24,1,24,1,13,3,,1097,885,727,1530,1110,720,662,572,416,282,,4505,4763,3173,3508,4157,8832,12349,8803,5883,8022
283720,Complex cyanides (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,3,,13,12,11,5,4,5,9,1,1,0,,573,8,9,9,33,9,16,27,255,231
441510,"Cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood",19,156,13,55,2,39,34,2,3,3,,1084,2380,7387,2363,572,1053,1644,1737,964,2712,,10513,9634,8698,8400,7302,3704,5216,5181,5691,8918
420330,"Belts and bandoliers, of leather or composition leather",21,40,14,20,44,12,5,8,63,3,,2214,1732,1386,1112,1256,1428,1479,1543,1492,3668,,34549,31370,43969,44443,44135,69368,64973,65845,40865,41732
21099,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...""",0,0,0,0,0,0,0,0,0,3,,107,245,143,107,48,265,467,19,11,0,,57,277,28,13,61,40,258,146,19,62
60390,"Dried, dyed, bleached, impregnated or otherwise prepared cut flowers and buds, of a kind suitable ...",2,2,3,11,3,2,0,1,0,3,,591,503,593,695,658,650,360,378,386,321,,9694,17279,9951,8494,8836,9152,9387,8996,7444,9520
120740,"Sesamum seeds, whether or not broken",114,1,1,1,7,1,13,6,5,3,,69,276,52,353,147,148,94,100,95,263,,8548,12240,12109,8291,8391,6782,8032,9972,8308,8999
121229,"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, unfit for ...",1,1,3,0,1,1,1,0,0,3,,1602,1211,1336,682,1010,1159,1238,1185,770,875,,365,126,181,498,500,922,977,1465,1148,1736
90520,"Vanilla, crushed or ground",3,1,1,0,0,4,8,5,4,3,,30,39,128,136,15,34,32,186,706,130,,386,470,1056,980,1000,673,609,147,167,146
844010,"Bookbinding machinery, incl. book-sewing machines (excluding machinery of heading 8441, general-purpose ...",0,0,0,1,56,1,0,0,0,3,,500,618,428,723,287,351,909,3292,770,5141,,4669,5381,2859,3015,3801,1977,1643,2086,1099,1353
847759,Machinery for moulding or otherwise forming products from rubber or plastics (excluding injection-moulding ...,171,142,534,0,2,228,54,6,3,3,,3510,4060,4071,552,1186,947,1233,1462,802,1788,,7410,3283,8985,2812,6249,5380,5181,4424,2795,4641
852849,"Cathode-ray tube monitors, not incorporating television reception apparatus (excluding of a ...",1,3,0,0,9,2,19,257,1,3,,421,1356,1787,1519,352,1246,727,532,625,916,,3611,4709,3931,3944,6350,2058,2847,3373,1285,1269
740919,"Plates, sheets and strip, of refined copper, not in coils, of a thickness of > 0,15 mm (excluding ...",0,0,0,0,0,0,0,0,0,3,,68,4259,252,149,122,23,47,77,26,69,,8721,6162,5324,3676,4493,5703,10379,10679,9676,14321
630291,"Toilet linen and kitchen linen of cotton (excluding of terry fabrics, floorcloths, polishing ...",1,14,54,2,12,11,1,1,2,3,,1077,910,682,300,483,459,469,347,357,425,,7492,6053,4889,4502,4543,5015,4073,3247,1785,1878
630190,"Blankets and travelling rugs of textile materials (excluding of wool or fine animal hair, cotton ...",73,8,7,13,12,13,12,21,4,3,,658,689,753,940,1047,1447,1476,1271,1020,1096,,4715,5744,5072,5454,5049,4334,4684,5021,3110,5872
610712,"Men's or boys' underpants and briefs of man-made fibres, knitted or crocheted",0,0,0,0,0,0,0,1,0,3,,69,37,239,651,609,456,150,79,83,59,,1304,823,806,1260,3133,3945,2860,2084,1689,2760
950730,Fishing reels,3,2,62,4,6,0,5,40,1,3,,301,502,989,367,326,541,290,260,950,521,,72280,60809,67437,46781,45121,62479,52033,55363,52624,64231
871310,"Carriages for disabled persons, not mechanically propelled",9,0,0,0,2,0,0,2,0,3,,568,679,431,394,667,553,614,1260,1205,2525,,1404,1920,2479,2401,2388,3535,3233,2373,2800,3286
721899,Semi-finished products of stainless steel (excluding of rectangular [other than square] cr ...,5,28,2322,45,70,6,27,1,246,3,,1363,702,1023,1027,176,478,384,479,134,452,,8291,13796,15167,8529,8430,19583,8810,5141,6360,6821
721631,"U sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,1,0,0,0,0,0,0,3,,1590,404,344,64,87,283,396,698,121,208,,30762,26049,18994,14653,14959,16110,49169,58859,32334,47114
710691,"Silver, incl. silver plated with gold or platinum, unwrought (excluding silver in powder form)",11,0,0,0,8,0,513,1,0,3,,10908,203290,120635,62054,2778,330,1288,17034,5890,11258,,114209,90828,74569,74458,83880,102622,101497,87216,80942,104136
540753,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",0,2,5,18,0,11,3,45,4,3,,50,19,5,16,30,14,76,56,26,80,,1300,1431,1205,1949,1431,2327,1474,739,498,447
200949,"Pineapple juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar ...",1,1,2,2,2,1,1,3,1,3,,65,188,147,84,39,87,89,72,40,64,,1993,1564,1850,2430,2699,1600,1692,1835,1835,2228
392062,"Plates, sheets, film, foil and strip, of non-cellular poly""""ethylene terephthalate"""", not ...""",0,70,32,18,1,1,0,0,8,3,,2063,2498,2112,2248,2784,2505,2328,2466,3959,2416,,147116,100318,75535,68742,50221,62749,68999,55594,56447,116550
400931,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",176,68,69,92,15,2,25,7,2,3,,5644,2797,2099,2034,1997,2083,2422,1978,2463,2001,,14835,15481,13812,10316,10411,10643,11905,12949,9389,13369
284920,"Carbides of silicon, whether or not chemically defined",1,0,0,0,0,0,299,0,1,3,,0,91,51,221,135,73,142,5,183,27,,19046,20722,27474,24119,20921,21005,12957,9060,7337,10245
350220,"Milk albumin """"lactalbumin"""", incl. concentrates of two or more whey proteins containing by ...""",577,0,0,9,8,53,47,31,8,2,,29809,32570,25671,20173,26518,28254,45560,75921,62994,65359,,2438,1609,2863,1614,2074,5765,6648,24882,28705,73916
391610,"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, ...",2209,49,2,0,0,9,0,0,0,2,,2108,1451,51,36,156,221,1446,405,801,1034,,2742,1357,980,877,466,760,650,1024,730,877
200830,"Citrus fruit, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,1,0,0,1,2,1,2,,51,4,5,9,68,6,47,106,52,107,,676,583,776,620,1017,822,1009,1579,1462,1512
121299,"Fruit stones and kernels and other vegetable products, incl. unroasted chicory roots of the ...",0,0,0,1,6,0,0,0,9,2,,63,243,191,438,2233,2378,1206,1865,1256,1220,,1015,1042,1436,1016,869,1002,1352,2011,1531,2065
210230,Prepared baking powders,0,0,3,16,18,23,5,5,4,2,,1746,2565,2705,1097,1656,1750,1159,1026,1161,1696,,3039,2883,2399,2531,3221,3169,3471,3218,3295,3368
120750,"Mustard seeds, whether or not broken",2,2,2,3,1,1,2,2,5,2,,170,39,219,3085,2867,1057,1497,1,1152,3532,,153,145,212,204,165,166,178,180,255,277
90620,Crushed or ground cinnamon and cinnamon-tree flowers,1,5,4,3,3,5,5,3,6,2,,191,211,332,442,529,474,292,172,241,343,,134,110,306,302,186,207,346,317,717,589
30695,"Shrimps and prawns, whether in shell or not, dried, salted, smoked or in brine, incl. ones ...",0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,191,541,555,45,19,,0,0,0,0,0,0,2327,324,3647,4901
600539,"Printed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,0,3,1,2,2,,0,0,0,0,0,75,0,17,6,60,,0,0,0,0,0,0,162,254,133,48
630493,"Articles for interior furnishing, of synthetic fibres (excluding knitted or crocheted, blankets ...",0,6,16,2,7,4,6,0,3,2,,355,278,346,258,383,263,582,617,410,639,,877,1275,1181,920,1048,2113,1075,696,529,515
690723,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,103,358,183,38,190,,0,0,0,0,0,0,19356,13608,7666,14350
621430,"Shawls, scarves, mufflers, mantillas, veils and similar articles of synthetic fibres (excluding ...",2,4,0,0,0,6,12,4,4,2,,206,278,161,58,155,94,121,114,182,68,,1358,1321,2183,1756,1883,1964,993,1559,583,634
701342,"Glassware for table or kitchen purposes of glass having a linear coefficient of expansion ...""",0,0,2,9,10,0,26,22,2,2,,9,28,247,481,363,294,2416,3707,480,65,,825,979,1144,1075,955,1153,975,992,834,1057
640320,"Footwear with outer soles of leather, and uppers which consist of leather straps across the ...",4,11,4,6,1,12,5,0,0,2,,1310,1338,2769,3114,2801,1161,2422,1409,1054,2151,,5165,6828,11323,2988,2697,2757,1561,1332,919,646
845230,Sewing machine needles,1,0,0,0,0,0,0,0,1,2,,45,37,52,83,75,36,17,23,38,17,,19014,19722,22136,21755,21658,23687,27517,25355,24931,27498
848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated ...,2,194,1,36,55,139,129,1088,0,2,,1157,508,1810,295,6793,2144,1496,287,109,538,,603204,618570,776729,775939,1673399,1398241,1738269,1309198,1832903,2868121
850162,"AC generators """"alternators"""", of an output > 75 kVA but <= 375 kVA (excl. photovoltaic g ...""",189,68,2,143,0,0,0,7,0,2,,10813,4318,1989,1721,3590,1502,2494,558,733,535,,8493,17093,14248,10983,15202,21414,29507,40667,26173,18795
840729,"Spark-ignition reciprocating or rotary engines, for marine propulsion (excluding outboard motors)",107,36,37,5,94,7,0,76,0,2,,3671,3397,4150,3037,1876,1859,5867,3416,1488,1220,,14255,2161,3864,4377,2450,11039,1628,5879,5504,2963
821220,"Safety razor blades of base metal, incl. razor blade blanks in strips",1102,3387,340,172,97,425,1,2,3,2,,4009,621,511,1279,987,494,2700,5589,3670,3399,,26630,31871,29049,17770,37702,34432,31065,29537,29376,20875
760900,"Aluminium tube or pipe fittings (e.g., couplings, elbows, sleeves)",7,0,29,340,5,6,11,7,42,2,,2162,2103,1174,1088,1088,1890,1377,1171,1567,3009,,16013,11652,4568,3845,27197,4370,5886,6125,4569,8041
841939,"Dryers (excl. lyophilisation apparatus, freeze drying units, spray dryers, dryers for agricultural ...",18,49,11,80,0,18,35,9,5,2,,1298,1071,968,987,1349,460,2347,986,1959,1181,,20837,36734,20336,19773,16688,18517,17515,17321,15113,26187
851631,Electric hairdryers,18,1,1,1,3,1,4,0,2,2,,1269,158,267,204,569,1807,5562,4686,2712,2010,,6264,6542,6391,5565,8070,20097,17815,13101,13236,45937
950669,"Balls (excluding inflatable, tennis balls, golf balls, and table-tennis balls)",28,2,18,11,3,5,15,13,6,2,,3700,3225,3128,3571,3507,4336,4005,3536,1543,3838,,2133,1924,3623,5677,3969,2253,2795,2187,1574,1582
960899,"Parts of ball-point pens, felt-tipped and other porous-tipped pens and markers, fountain pens ...",244,255,195,148,3,4,7,3,9,2,,314,394,259,408,661,513,716,1032,614,276,,4774,4684,4692,4137,6212,5401,4953,4421,3208,1897
901841,"Dental drill engines, whether or not combined on a single base with other dental equipment",31,0,0,0,0,5,5,5,1,2,,76,223,289,52,59,183,81,327,58,225,,4275,2147,1825,1344,1590,1076,1335,2683,1948,1339
902480,Machines and appliances for testing the mechanical properties of materials (excluding metals),26,17,58,156,43,60,29,47,93,2,,2927,3192,5047,4104,2047,3040,2368,2932,2079,3487,,29681,25771,30897,21283,18226,12939,12687,13719,14320,14361
940383,"Furniture of rattan (excl. seats and medical, surgical, dental or veterinary furniture)",0,0,0,0,0,0,1,0,2,2,,0,0,0,0,0,24,8,25,83,66,,0,0,0,0,0,0,1818,568,425,439
961380,"Lighters (excluding gas fuelled pocket lighters, and fuses and primers for propellent powders ...",0,3,8,6,2,1,5,3,1,2,,233,148,234,508,400,582,249,59,224,1458,,3497,2689,2026,1542,1691,1726,947,1317,1033,1348
960830,"Fountain pens, stylograph pens and other pens",5,1,4,0,3,8,9,3,0,2,,67,38,11,19,229,213,134,617,150,420,,6111,6701,4301,6384,8885,10771,14222,15576,8241,7806
611019,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of fine animal hair, knitted ...""",0,0,0,0,0,0,1,2,3,2,,49,117,213,152,103,38,345,125,273,234,,1006,1036,1361,1051,1275,1244,1793,1855,1197,1261
611231,"Men's or boys' swimwear of synthetic fibres, knitted or crocheted",28,17,40,3,5,5,11,14,18,2,,407,338,555,390,292,231,504,384,331,439,,743,1319,558,1019,2968,2256,2181,1002,810,1138
482040,"Manifold business forms and interleaved carbon sets, of paper or paperboard",6,4,6,1,0,3,1,1,0,2,,104,193,77,38,73,55,146,70,237,138,,1362,592,459,365,359,151,361,2050,2135,2261
