Product code,Product label,Russian Federation's imports from Saudi Arabia-Value in 2012,Russian Federation's imports from Saudi Arabia-Value in 2013,Russian Federation's imports from Saudi Arabia-Value in 2014,Russian Federation's imports from Saudi Arabia-Value in 2015,Russian Federation's imports from Saudi Arabia-Value in 2016,Russian Federation's imports from Saudi Arabia-Value in 2017,Russian Federation's imports from Saudi Arabia-Value in 2018,Russian Federation's imports from Saudi Arabia-Value in 2019,Russian Federation's imports from Saudi Arabia-Value in 2020,Russian Federation's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
200290,"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid (excluding whole or ...",0,0,0,0,0,0,0,0,0,0,,10660,6522,7765,8557,12924,9697,6942,10580,16339,11984,,133896,132619,167502,128563,124836,103826,89799,103759,90234,89137
200310,"Mushrooms of the genus """"Agaricus"""", prepared or preserved otherwise than by vinegar or acetic ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,5,12,11,17,60,0,0,,39029,45411,37565,31370,30420,25870,27707,25026,17171,18226
200510,"Homogenised vegetables put up for retail sale as infant food or for dietetic purposes, in containers ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,22,1783,225,591,258,310,161,,9687,11705,10803,6661,8585,6750,7498,8179,9243,9466
200570,"Olives, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,0,0,0,0,0,0,0,,49,153,54,42,78,93,70,0,1344,444,,100199,105565,104532,63277,79120,93708,101865,112320,100732,99919
200599,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar, non-frozen ...""",0,0,0,0,0,0,0,0,0,0,,4218,6210,6118,6724,6157,5144,6353,3143,4339,5164,,39582,46732,45253,25691,23081,28427,34930,34823,32917,35387
200840,"Pears, prepared or preserved, whether or not containing added sugar or other sweetening matter ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,3168,3525,2451,1665,1735,1962,2053,1947,1715,1675
200931,"Single citrus fruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing ...",0,0,0,0,0,0,0,0,0,0,,1522,453,255,557,326,442,2839,4015,1005,916,,1612,1858,2287,1186,832,567,399,593,935,1628
210112,"Preparations with a basis of extracts, essences or concentrates of coffee or with a basis of ...",0,0,0,0,0,0,0,0,0,0,,203,404,1054,1242,2453,1902,829,1455,4403,4111,,26752,24733,27029,13677,13515,14094,23033,26100,16313,24487
220190,"Ordinary natural water, not containing added sugar, other sweetening matter or flavoured; ice ...",0,0,0,0,0,0,0,0,0,0,,0,77,0,0,0,0,0,0,0,0,,2060,2612,3283,1772,2943,3402,4141,5294,5224,7277
220410,Sparkling wine of fresh grapes,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,189162,238320,210738,99535,116590,160562,195843,214204,220607,301226
220850,Gin and Geneva,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,13164,14190,11160,6094,6089,8549,9761,12452,13414,20209
220900,"Vinegar, fermented vinegar and substitutes for vinegar obtained from acetic acid",0,0,0,0,0,0,0,0,0,0,,364,612,580,1112,1101,1512,1585,1240,1538,1301,,10957,12515,12519,6391,5409,6343,7237,7471,7953,9275
230240,"Bran, sharps and other residues of cereals, whether or not in the form of pellets, derived ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,60,0,0,0,0,,836,2851,1255,820,1285,597,427,272,239,272
230310,Residues of starch manufacture and similar residues,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,62,,32957,34434,30788,19986,25816,34159,30312,23313,24793,31493
230650,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,10,0,9,0,9,26,21,35
230700,Wine lees; argol,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0
250410,Natural graphite in powder or in flakes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,9588,6538,6240,7261,4582,4819,4629,4875,4431,6043
250860,Mullite,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,276,259,403,526,481,767,874,520,461,699
251110,"Natural barium sulphate """"barytes""""""""",0,0,0,0,0,0,0,0,0,0,,578,0,0,2,0,154,749,1195,1916,2111,,8010,10444,15015,4018,3933,8090,8826,9059,7880,7704
251120,"Natural barium carbonate """"witherite"""", whether or not calcined (excluding barium oxide)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,453,0,0,0,,0,0,0,0,0,1,0,3,0,0
251511,"Marble and travertine, crude or roughly trimmed",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,52,101,69,66,52,113,129,45,54,54
251612,"Granite, merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular ...",18,0,0,0,0,0,0,0,0,0,,6526,755,80,73,0,0,0,0,0,0,,741,1214,544,227,392,215,390,212,294,600
251710,"Pebbles, gravel, broken or crushed stone, for concrete aggregates, for road metalling or for ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,0,0,0,0,,381782,406770,387800,134300,98968,151981,120974,95475,80272,79029
251730,Tarred macadam,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,62,86,147,45,127,13,0,0,0,0
251910,"Natural magnesium carbonate """"magnesite""""""""",0,0,0,0,0,0,0,0,0,0,,1954,135,411,51,7,0,0,0,0,0,,238,151,530,546,1204,1558,1128,1229,3654,3920
252410,Crocidolite asbestos (excluding products made from crocidolite),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
260400,Nickel ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,142,51154,54805,38763,59920,9815,0,1,1,0
261610,Silver ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,,0,0,0,0,0,0,17,72,52,55
261790,"Ores and concentrates (excluding iron, manganese, copper, nickel, cobalt, aluminium, lead, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,238,471,880,51,173,456,287,31407,42305,32442
261800,Granulated slag (slag sand) from the manufacture of iron or steel,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,1,356,0,0,0,0,,2264,943,1318,938,444,0,3,47,0,5
270600,"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3901,4724,4823,2309,2376,5435,15375,14282,7369,9126
270720,"Toluol """"toluene"""" containing > 50% of toluene (excluding chemically defined)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,11,5,14,3,0,1,20,45,28,58
270750,"Aromatic hydrocarbon mixtures of which >= 65% by volume, incl. losses, distils at 250¡ÆC by ...",0,0,0,0,0,0,0,0,0,0,,825438,723201,564809,25,0,17,0,0,0,0,,4482,4144,6430,3545,3550,5004,6769,7935,20263,14464
280519,Alkali or alkaline-earth metals  (excluding sodium and calcium),0,0,0,0,0,0,0,0,0,0,,0,0,163,827,73,0,109,0,0,583,,562,705,546,345,534,689,436,774,750,1833
280620,Chlorosulphuric acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,236,160,94,70,199,51,18,27,41,4
281111,"Hydrogen fluoride """"hydrofluoric acid""""""""",0,0,0,0,0,0,0,0,0,0,,163,0,0,0,8,0,0,32,12,60,,5245,4738,3747,1209,1146,736,1182,843,1110,706
281210,Chlorides and chloride oxides,0,0,0,0,0,0,0,0,0,0,,0,0,0,199,3338,0,0,0,0,0,,210,364,167,150,183,0,0,0,0,0
281219,"Chlorides and chloride oxides (excl. carbonyl dichloride """"phosgene"""", phosphorus oxy-, tri- ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,238,98,60,11,40
281420,Ammonia in aqueous solution,0,0,0,0,0,0,0,0,0,0,,513178,525833,0,46,275,9,334253,333869,406014,122015,,98,1978,87,126,187,129,195,202,193,244
281990,Chromium oxides and hydroxides (excluding chromium trioxide),0,0,0,0,0,0,0,0,0,0,,377,781,1026,2208,34,109,0,0,0,0,,4180,1431,2035,1206,1847,2717,3023,4176,3574,5123
282590,"Bases, inorganic, and metal oxides, hydroxides and peroxides, n.e.s.",0,0,0,0,0,0,0,0,0,0,,12059,22828,15193,515,254,45,0,283,280,175,,6217,3458,2627,4124,8381,18525,16039,19141,13714,12817
282612,Fluoride of aluminium,0,0,0,0,0,0,0,0,0,0,,1171,2759,324,0,80,190,405,0,29,0,,12715,54726,81689,71316,51540,56685,73120,47456,40276,39271
282739,"Chlorides (excluding ammonium, calcium, magnesium, aluminium, nickel and mercury chloride)",0,0,0,0,0,0,0,0,0,0,,660,392,738,1302,1315,2679,259,393,322,462,,11758,13707,12523,9901,12110,18872,25898,26863,23213,30711
283010,Sodium sulphides,0,0,0,0,0,0,0,0,0,0,,0,0,0,17,57,0,0,0,0,0,,7110,5501,5783,4725,8090,10048,15727,10620,11211,12668
283090,"Sulphides (excluding sodium); polysulphides, whether or not chemically defined (excluding inorganic ...",0,0,0,0,0,0,0,0,0,0,,5013,4123,2593,193,0,7,0,0,25,9,,412,765,789,511,446,504,570,482,733,393
283230,Thiosulphates,0,0,0,0,0,0,0,0,0,0,,30,48,117,81,47,39,30,15,6,0,,973,1013,1124,497,183,339,534,511,569,489
283329,"Sulphates (excluding of sodium, magnesium, aluminium, nickel, copper, barium and mercury)",0,0,0,0,0,0,0,0,0,0,,31,29,0,72,2,196,188,136,0,314,,19761,12826,14629,16245,14080,20649,20596,21743,18847,25040
283410,Nitrites,0,0,0,0,0,0,0,0,0,0,,4663,3895,6914,2315,2035,1449,2751,1470,1702,1501,,1044,1352,1298,317,166,628,255,186,181,538
283691,Lithium carbonates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,9,8,43,0,0,0,,8097,6360,10084,7319,34364,47536,58647,61887,45374,53512
283720,Complex cyanides (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,678,717,1075,685,699,408,461,638,647,835
284440,"Radioactive elements, isotopes and compounds, and alloys and dispersions, incl. cermets, ceramic ...",0,0,0,0,0,0,0,0,0,0,,452,570,559,827,1238,592,409,0,0,0,,13125,11106,12799,9136,10798,12359,12318,14726,16458,0
284700,"Hydrogen peroxide, whether or not solidified with urea",0,0,0,0,0,0,0,0,0,0,,0,0,0,21,47,10,353,19,32,160,,21632,27130,32372,26010,26900,29762,40138,40325,42047,44911
290270,Cumene,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,224,0,1,0,1,6,1,1,9883,6084
290290,"Cyclic hydrocarbons (excluding cyclanes, cyclenes, benzene, toluene, xylenes, styrene, ethylbenzene ...",0,0,0,0,0,0,0,0,0,0,,49,70,7616,7256,9091,5105,10374,9953,4432,10026,,2036,1991,1954,800,970,1243,3725,6179,7445,4216
290322,Trichloroethylene,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,40,0,0,0,0,0,,1596,2127,1571,3983,4595,3672,4275,3583,2888,5302
290382,"Aldrin (ISO), chlordane (ISO) and heptachlor (ISO)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0
290393,"Pentachlorobenzene """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0
290511,"Methanol """"methyl alcohol""""""""",0,0,0,0,0,0,0,0,0,0,,1654758,1556920,1573416,1148504,778136,1077801,1444214,1200022,948943,1594151,,0,13,22,2641,209,3,10,3522,138,321
290517,"Dodecan-1-ol """"lauryl alcohol"""", hexadecan-1-ol """"cetyl alcohol"""" and octadecan-1-ol """"stearyl ...""",0,0,0,0,0,0,0,176,0,0,,681,7242,14530,4778,575,173,62,0,0,0,,2049,1394,1559,1343,1736,2206,1798,1857,1842,2419
290529,Unsaturated monohydric acyclic alcohols (excluding acyclic terpene alcohols),0,0,0,0,0,0,0,0,0,0,,74,110,0,5680,0,1010,0,0,0,0,,129,125,347,192,291,886,2699,1506,1881,3928
10129,Live horses (excluding pure-bred for breeding),0,0,0,0,0,0,0,0,0,0,,356,474,27046,16121,1430,1441,530,247,845,138,,2227,1906,2351,765,957,1141,1660,1173,2780,2774
10229,Live cattle (excluding pure-bred for breeding),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,5912,,165,0,41077,78082,39642,1103,62417,48005,47738,197
10513,"Live domestic ducks, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,259,716,1174,946,931,930,813,688,1284,1409
10515,"Live domestic guinea fowls, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,24
10619,"Live mammals (excluding primates, whales, dolphins and porpoises, manatees and dugongs, seals, ...",0,0,0,0,0,0,0,0,0,0,,229,0,0,23,50,53,9,0,0,12,,1242,2312,1680,1590,1245,719,1354,1809,1050,1320
20130,"Fresh or chilled bovine meat, boneless",0,0,0,0,0,0,0,0,0,0,,1057,157,0,0,108,96,0,52,48,578,,133849,144635,121297,37694,32457,53494,73522,129450,191224,157857
20322,"Frozen hams, shoulders and cuts thereof of swine, with bone in",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,181183,123128,97413,34007,13118,21445,17009,10775,2478,732
20422,"Fresh or chilled cuts of sheep, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2994,3895,4936,1233,1024,1274,1180,620,685,833
20443,Frozen boneless cuts of sheep,0,0,0,0,0,0,0,0,0,0,,2743,865,1471,1084,688,361,920,2368,661,207,,11481,16452,19278,3090,3606,3497,3192,2052,1419,487
20649,"Edible offal of swine, frozen (excluding livers)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,188726,132299,13020,3979,3656,4716,2412,1588,851,682
20711,"Fresh or chilled fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,16483,39676,42939,63233,44836,56389,51713,58669,64158,44321,,110436,117329,133273,86436,65244,79778,96656,88936,59452,84821
20724,"Fresh or chilled turkeys of the species domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,59,0,0,0,0,0,0,0,0,0,,42,209,249,83,135,125,164,211,323,45
20745,Frozen cuts and edible offal of domestic ducks,0,0,0,0,0,0,0,0,0,0,,1125,414,181,119,0,0,40,0,0,0,,2813,3873,1811,211,14,128,385,986,707,1049
20755,Frozen cuts and edible offal of domestic geese,0,0,0,0,0,0,0,0,0,0,,414,47,178,13769,71,0,0,0,0,0,,406,538,273,0,0,0,0,0,0,11
20760,"Meat and edible offal of domestic guinea fowls, fresh, chilled or frozen",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,13,13,0,0,0,19,,50,77,23,0,0,0,42,0,3,0
21099,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...""",0,0,0,0,0,0,0,0,0,0,,625,50,143,14,0,11,23,0,0,26,,143,62,52,96,255,420,430,86,50,1
30211,"Fresh or chilled trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,1721,487,0,0,50,109,0,0,13,11,,180180,191618,111416,9941,13853,17893,35895,44768,70308,82061
30213,"Fresh or chilled Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,0,48,0,15,0,0,0,0,0,0,,0,3,0,0,0,0,1,321,1185,1251
30222,"Fresh or chilled plaice """"Pleuronectes platessa""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,102,8,2,0,0,1,2,0,0,0
30224,"Fresh or chilled turbot """"Psetta maxima""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1738,1969,1427,339,275,249,364,541,356,705
30247,"Fresh or chilled swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,5,0,4,0,0,,140,118,129,29,15,13,9,28,14,18
30249,"Fresh or chilled Indian mackerels """"Rastrelliger spp."""", seerfishes """"Scomberomorus spp."""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,20,6,5,3,12
30272,"Fresh or chilled catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,18,0,0,0,0,0
30284,"Fresh or chilled sea bass """"Dicentrarchus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,17949,24048,24526,15481,11590,16257,17103,17447,18326,20530
30289,"Fresh or chilled fish, n.e.s.",0,0,0,0,0,0,0,0,0,0,,893,905,487,30,68,443,745,1035,113,61,,14000,15103,14184,7078,4954,5207,3853,3104,2940,4293
30313,"Frozen, Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,33,6,30,0,181,0,0,0,,54439,174046,272471,264665,250727,236689,338192,257756,236537,221871
30319,"Frozen salmonidae (excluding trout and Pacific, Atlantic and Danube salmon)",0,0,0,0,0,0,0,0,0,0,,1203,510,186,87,0,67,183,0,0,0,,4411,6458,3851,368,1123,2007,392,1912,1367,188
30329,"Frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.)",0,0,0,0,0,0,0,0,0,0,,45,0,30,2,0,55,49,0,7,14,,1323,1341,838,368,155,813,437,739,584,1140
30346,"Frozen Southern bluefin tunas """"Thunnus maccoyii""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30363,"Frozen cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,73,0,0,0,0,0,0,0,,44,27,43,21,16,124,71,90,47,8
30433,"Fresh or chilled fillets of Nile perch """"Lates niloticus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,442,0,2,0,2,0,0,0,0,0
30482,"Frozen fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,457,426,212,18,319,37,545,539,1014,3092
30486,"Frozen fillets of herring """"Clupea harengus, Clupea pallasii""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18264,11144,14319,4334,339,4344,628,714,466,356
30499,Frozen fish meat n.e.s. (excluding fillets),0,0,0,0,0,0,0,0,0,0,,985,70,0,509,2065,4092,6037,6440,5625,5379,,134164,91627,106651,64797,52225,52314,61356,68182,55740,82426
30543,"Smoked trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1178,5464,11773,4641,6055,7037,6795,6016,3310,5152
30562,"Cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", salted or in brine only (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30626,"Cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether in ...""",0,0,0,0,0,0,0,0,0,0,,142,0,0,9,16,3,0,584,1323,1636,,4,1,1,0,0,0,0,0,0,0
30631,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,93,37,24,27,107
30699,"Crustaceans, fit for human consumption, whether in shell or not, dried, salted, smoked or in ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,8,59,193,106,1,57
30731,"Live, fresh or chilled, not smoked, mussels """"Mytilus spp., Perna spp."""", with or without ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,260,0,0,0,,484,596,474,7,4,14,14,2,2,2
30791,"Live, fresh or chilled molluscs, even in shell (excl. oysters, scallops of the genera Pecten, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,93,0,0,0,0,0,,400,365,263,128,136,65,82,6,3,8
40510,Butter (excluding dehydrated butter and ghee),0,0,0,0,0,0,0,0,0,0,,6823,8985,8918,10011,11151,14270,12934,14108,19667,29655,,395578,562640,612756,276727,349761,481665,374350,560720,497871,529089
40811,"Dried egg yolks, whether or not sweetened",0,0,0,0,0,0,0,0,0,0,,402,0,0,1,19,1,0,19,0,138,,3347,3042,3039,1441,4170,8133,5128,7580,5738,5633
50710,"Ivory, unworked or simply prepared, its powder and waste (excluding cut to shape)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,939,0,0,0,0,,0,0,14,0,0,0,0,0,0,0
60315,"Fresh cut lilies """"Lilium spp."""" and buds, of a kind suitable for bouquets or for ornamental ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,13949,15207,13087,9557,7045,6539,6592,4900,4028,6759
60390,"Dried, dyed, bleached, impregnated or otherwise prepared cut flowers and buds, of a kind suitable ...",0,0,0,0,0,0,0,0,0,0,,1052,0,0,5,2,5,24,0,0,0,,367,388,619,315,187,425,598,721,306,864
70320,"Garlic, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,495,232,157,1928,1053,1294,401,0,0,0,,57114,69921,66239,68351,79087,78223,67151,75854,89981,73362
70940,Fresh or chilled celery (excluding celeriac),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,17697,19597,20185,14905,16177,18870,20680,20507,14928,14971
70951,"Fresh or chilled mushrooms of the genus """"Agaricus""""""""",0,0,0,0,0,0,0,0,0,0,,526,75,215,16,5,1,0,0,0,0,,86850,76214,49334,19248,19955,23770,26151,38063,39077,29213
70960,Fresh or chilled fruits of the genus Capsicum or Pimenta,0,0,0,0,0,0,0,0,0,0,,356,533,465,541,1265,2010,1090,1665,2257,1838,,231800,243828,212326,125569,126937,162248,195983,199644,175980,152668
71040,"Sweetcorn, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,0,0,0,0,,200,289,373,422,737,1111,660,89,165,542,,9518,8643,9438,8860,8239,9413,9224,11354,10173,11540
71350,"Dried, shelled broad beans """"Vicia faba var. major"""" and horse beans """"Vicia faba var. equina ...""",0,0,0,0,0,0,0,0,0,0,,42,65,0,36,50,119,52,89,255,157,,75,87,42,0,12,19,25,4,7,5
71390,"Dried, shelled leguminous vegetables, whether or not skinned or split (excluding peas, chickpeas, ...",0,0,0,0,0,0,0,0,0,0,,295,628,151,818,1296,422,294,358,206,23,,58,148,45,137,0,3,71,85,0,35
71490,"Arrowroot, salep, Jerusalem artichokes and similar roots and tubers with high starch or inulin ...""",0,0,0,0,0,0,0,0,0,0,,7061,5245,4161,6367,2900,2152,455,35,0,0,,26,133,78,31,16,37,36,36,64,125
80522,Fresh or dried clementines incl. monreales,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,192,158631,135331,138991,90740,105528
80840,Fresh quinces,0,0,0,0,0,0,0,0,0,0,,0,0,0,10,32,40,86,0,0,0,,4159,4886,3495,2383,3700,5826,5832,5575,5489,6922
81010,Fresh strawberries,0,0,0,0,0,0,0,0,0,0,,0,0,33,143,133,177,30,0,0,0,,115883,127129,113766,49591,32483,49767,66216,77068,71443,102964
81050,Fresh kiwifruit,0,0,0,0,0,0,0,0,0,0,,328,317,103,330,387,667,288,0,0,0,,133081,142504,92128,52415,66670,75203,91098,96679,28463,28481
90520,"Vanilla, crushed or ground",0,0,0,0,0,0,0,0,0,0,,362,172,419,318,266,239,381,128,578,1118,,52,161,100,79,111,136,122,258,815,349
90710,"Cloves, whole fruit, cloves and stems, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,271,228,205,90,35,224,4,0,0,,1581,1556,1436,1172,1857,2263,2650,2609,2091,2016
90720,"Cloves, whole fruit, cloves and stems, crushed or ground",0,0,0,0,0,0,0,0,0,0,,32,62,32,8,29,21,15,0,0,2,,10,24,40,14,42,18,11,19,15,23
91011,"Ginger, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,160,0,410,1312,1270,1646,849,0,0,0,,13863,24419,23631,18145,24890,26579,25397,24400,36568,26879
91030,"Turmeric """"curcuma""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,74,168,66,59,19,0,0,14,,1280,1285,1244,1277,1695,2326,2242,2380,2907,2914
100821,Millet seed for sowing (excluding grain sorghum),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,59,90,1,0,0
100860,Triticale,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,37,37,49,17,1926,6,0,6,157,168
100890,"Cereals (excluding wheat and meslin, rye, barley, oats, maize, rice, grain sorghum, buckwheat, ...",0,0,0,0,0,0,0,0,0,0,,0,31,0,154,4,1,0,0,0,0,,160,922,2710,1440,1265,1686,1356,1211,1178,1094
