Product code,Product label,"Germany's imports from Korea, Republic of-Value in 2012","Germany's imports from Korea, Republic of-Value in 2013","Germany's imports from Korea, Republic of-Value in 2014","Germany's imports from Korea, Republic of-Value in 2015","Germany's imports from Korea, Republic of-Value in 2016","Germany's imports from Korea, Republic of-Value in 2017","Germany's imports from Korea, Republic of-Value in 2018","Germany's imports from Korea, Republic of-Value in 2019","Germany's imports from Korea, Republic of-Value in 2020","Germany's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
50790,"Tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, ...",0,0,0,0,0,0,0,0,0,0,,1335,1158,972,976,1918,1819,1012,1523,1368,1747,,12768,10547,12623,10902,11464,13664,10804,9143,12876,17543
60312,"Fresh cut carnations and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,254,260,181,95,3,1,9,8,0,0,,35738,38210,42854,36063,37876,33767,32415,37554,46374,39500
70200,"Tomatoes, fresh or chilled",0,8,2,2,0,0,0,1,0,0,,9483,9895,9812,9702,10687,11313,13653,14803,12545,14379,,1378206,1397390,1472857,1303972,1313856,1484980,1499794,1426777,1559667,1689962
70420,"Brussels sprouts, fresh or chilled",0,0,0,0,0,0,2,0,0,0,,0,0,1,0,4,2,0,0,0,0,,28953,27453,29267,26848,24013,28601,29759,29098,28669,26671
70511,Fresh or chilled cabbage lettuce,0,2,0,0,0,0,0,0,0,0,,0,33,247,866,841,1652,577,1827,705,728,,142409,129086,109095,103886,103153,105748,90710,101961,114581,120904
70930,"Fresh or chilled aubergines """"eggplants""""""""",0,4,0,0,0,0,0,0,0,0,,260,185,122,67,89,78,141,282,321,283,,59941,69747,69969,66363,67746,79003,78085,74367,91449,89606
71022,"Shelled or unshelled beans """"Vigna spp., Phaseolus spp."""", uncooked or cooked by steaming ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,38957,41057,36923,35624,32881,31908,34408,35472,36208,38437
170114,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter (excluding ...",0,0,0,0,0,0,1,0,0,0,,8,32,66,300,467,274,138,314,241,165,,118633,86377,46662,44005,61083,66957,32226,28640,39614,26159
170220,"Maple sugar, in solid form, and maple syrup (excluding flavoured or coloured)",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,1,10,6,9,2,241,,17681,21228,20359,19844,22478,23261,28378,28344,32802,40364
160220,Preparations of liver of any animal (excluding sausages and similar products and finely homogenised ...,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,1,2,4,0,,19436,25453,26396,21186,20790,22197,23712,22539,20389,14025
160417,"Prepared or preserved eels, whole or in pieces (excluding minced)",0,0,0,0,1,0,0,0,0,0,,2,147,4,17,47,25,82,140,81,801,,10582,6706,6668,3851,4362,4520,4880,6386,3935,5901
160540,"Crustaceans, prepared or preserved (excluding smoked, crabs, shrimps, prawns and lobster)",0,0,0,0,9,0,0,0,0,0,,16,25,25,45,13,35,25,2,21,22,,10714,8250,13549,14222,11820,11004,11514,11740,12661,14236
200410,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid, frozen",0,1,0,1,1,2,0,0,0,0,,0,13,1016,330,39,66,75,42,51,725,,255868,301397,319628,259052,276732,324070,340020,379941,357599,367870
200850,"Apricots, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,18,0,0,0,0,,37765,38198,35064,28498,26792,27761,25643,23138,25313,26894
230320,"Beet-pulp, bagasse and other waste of sugar manufacture",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,254,640,790,835,1114,1002,,22878,17157,19629,17935,14658,11163,17687,14018,13226,7523
230610,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,240,455,738,466,492,737,1086,778,663,1047
230660,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,15,9,7,0,0,0,0,0,,95343,88833,61074,47498,43846,45890,59674,55145,46845,42347
240210,"Cigars, cheroots and cigarillos containing tobacco",0,0,0,0,0,0,0,0,0,0,,151,307,5,214,2,0,0,21902,21663,43,,141056,153414,152710,125651,136020,152097,181531,179517,173557,188837
240311,Water-pipe tobacco (excluding tobacco-free. See subheading note 1.),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,19945,16623,19178,21341,27038,36681,16819,13940,17050,28205
250810,Bentonite,0,0,0,0,8,1,0,0,0,0,,799,896,915,991,2186,1584,2113,1857,1928,2891,,92201,103906,100527,84512,83588,93614,93757,89027,95113,106825
251741,"Marble granules, chippings and powder, whether or not heat-treated",0,0,0,0,1,1,0,0,0,0,,0,33,1,709,11,15,0,5,1,20,,227120,232032,228126,174198,163559,167202,176651,159664,141380,165334
252100,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ...",0,0,12,11,0,0,0,0,0,0,,754,1369,1048,421,594,668,1355,1516,2155,3250,,17994,20619,19670,19293,21786,22002,43112,42555,31219,38781
252220,Slaked lime,0,0,0,0,0,0,0,0,0,0,,161,183,132,202,250,173,124,104,121,161,,7541,8716,10535,7934,7620,8411,8278,8150,8693,10010
252230,Hydraulic lime (excluding pure calcium oxide and calcium hydroxide),0,0,0,0,0,3,0,0,0,0,,3,10,0,1,1,0,0,1,0,0,,515,489,336,235,156,333,569,401,405,542
252310,Cement clinkers,0,0,0,0,0,0,0,0,0,0,,206129,194005,197598,156030,91011,58992,137366,196579,144513,129328,,7283,4198,3288,4616,3511,5087,5209,4588,15067,13767
252390,"Cement, whether or not coloured (excluding portland cement and aluminous cement)",1,0,0,0,0,0,0,0,2,0,,4638,4111,3170,2278,1200,1227,501,514,383,453,,12325,17671,15791,15938,15756,21653,26734,17013,15839,15340
252530,Mica waste,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0
252800,"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids ...",0,0,0,0,0,1,0,0,0,0,,83,55,85,96,106,91,126,203,176,105,,2536,3045,3197,2472,2630,2646,3072,2062,2405,2250
260111,Non-agglomerated iron ores and concentrates (excluding roasted iron pyrites),0,0,0,0,0,0,0,0,0,0,,9929,13607,8084,707,43,48,137,349,9301,17439,,3700351,3314750,2793452,1537518,1403554,1974297,1866447,2546151,2324303,4213173
260200,"Manganese ores and concentrates, incl. ferruginous manganese ores and concentrates, with a ...",0,0,0,0,0,0,0,0,0,0,,0,42,0,15,4,0,74,55,0,0,,15394,14763,13578,11747,11007,14367,14729,14143,11517,12708
261100,Tungsten ores and concentrates,0,0,0,0,0,0,0,0,0,0,,1973,581,2540,682,2,24,3786,797,3112,83,,9266,2084,6947,2673,55,0,2,0,18,0
261210,Uranium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,16,0,0,0
262099,"Slag, ash and residues, containing metals or metal compounds (excluding those from the manufacture ...",0,157,16,0,0,0,0,0,0,0,,10492,10066,9833,2886,1805,15033,44246,16312,3491,31593,,38836,50464,40559,53686,39896,22878,44815,46690,34315,38996
270400,"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon",0,0,0,0,0,0,0,0,0,0,,1802,11447,4944,277,101,19480,20022,3777,35271,123307,,1073528,761559,657527,471439,349118,668525,745129,581407,384788,764005
271410,Bituminous or oil-shale and tar sands,0,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,0,0,23,51,11,,1012,368,363,353,381,192,227,196,203,219
271500,"Bituminous mastics, cut-backs and other bituminous mixtures based on natural asphalt, on natural ...",0,0,0,0,0,0,0,0,0,0,,4641,4787,6820,6022,6066,4561,5010,4064,3960,22323,,31275,31419,28174,18822,16301,17212,19243,16920,14984,17723
271600,Electrical energy,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,28,2,0,0,0,0,,2959822,2409009,2268920,1676103,1123310,1160487,1572334,2023963,2318430,5564260
290490,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated ...",1057,260,16,698,6,0,0,0,0,0,,853,112,408,650,8077,0,0,0,0,0,,40654,35420,35397,23490,20600,0,0,0,0,0
290712,Cresols and their salts,0,0,0,0,0,0,0,0,0,0,,198,726,1772,1096,851,632,588,245,177,12,,48435,40691,47509,35745,29440,29637,34859,31377,27250,23515
290722,"Hydroquinone """"quinol"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,1644,1412,631,63,61,16,64,49,4,23,,18783,15748,21309,15683,13382,12283,11507,10162,9699,11712
291260,Paraformaldehyde,0,0,0,0,0,0,0,0,0,0,,0,0,7,0,7,16,48,16,51,14,,6405,6986,6679,4076,3493,4412,5146,3644,3097,5630
291431,"Phenylacetone """"phenylpropan-2-one""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,11,1,10,5,0,1,0,0,0
280540,Mercury,0,0,0,0,0,0,0,0,0,0,,110,83,4,0,2,2,0,0,0,0,,580,1664,1122,352,450,116,48,16,31,65
284430,"Uranium depleted in U 235 and its compounds; thorium and its compounds; alloys, dispersions, ...",0,0,0,0,0,0,0,0,3,0,,0,74,360,57,30,3,86,11,1,5,,1539,1073,2012,863,626,143,1523,462,346,228
284510,"Heavy water """"deuterium oxide"""" [Euratom]""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,5,,1680,1535,1426,1304,1117,897,1324,1739,883,2505
290313,"Chloroform """"trichloromethane""""""""",4,13,0,0,0,0,0,0,0,0,,6265,4048,6489,3874,2791,3002,5066,4554,2514,5252,,2022,743,2692,1357,3273,1648,2837,669,725,695
290331,"Ethylene dibromide """"ISO"""" """"1,2-dibromoethane""""""""",0,0,0,0,0,0,0,0,0,0,,1,5,23,79,54,0,2,2,0,4,,469,480,562,211,147,191,204,58,32,81
290371,Chlorodifluoromethane,0,0,0,0,0,0,0,0,0,0,,725,4,0,773,1787,2346,3977,3708,2261,4271,,46781,54928,52814,43649,33517,36806,44237,39971,40488,49841
290378,"Perhalogenated derivatives of acyclic hydrocarbons containing two or more different halogens, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1943,3380,743,445,194,183,553,1396,449,152
280430,Nitrogen,0,1,0,0,0,0,0,0,0,0,,133,407,235,282,153,289,223,237,150,140,,24266,22493,20073,19333,19682,20326,22285,20098,16864,20238
281214,Phosphorus pentachloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,342,75,79,48,96
281215,Sulphur monochloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,0
281910,Chromium trioxide,0,0,0,0,0,0,0,0,0,0,,378,663,1579,970,639,714,1244,1348,1271,1550,,32950,28126,24726,21748,20699,24763,25407,22224,16211,17929
283311,Disodium sulphate,0,0,0,0,0,0,0,0,0,0,,174,27,94,10,29,954,1190,748,16,10,,17122,15018,12878,9949,10209,9083,10610,11863,10778,11937
283327,Sulphate of barium,0,0,0,0,0,0,0,0,0,0,,704,421,455,387,381,409,771,564,315,185,,7852,9016,7285,6473,6554,8198,9089,8585,8110,8949
283510,"Phosphinates """"hypophosphites"""" and phosphonates """"phosphites""""""""",0,0,0,0,0,0,0,0,0,0,,751,609,654,37,35,35,101,107,116,314,,24267,15644,19576,17333,20502,23237,28774,19606,20178,46645
283919,"Silicates of sodium, incl. commercial silicates (excluding sodium metasilicates)",0,0,0,0,0,0,0,0,0,0,,114,340,544,642,629,548,371,402,433,267,,24358,24301,25229,16875,18109,18908,23466,21054,20485,27378
284011,"Anhydrous disodium tetraborate """"refined borax""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,31,1,1,1,0,1,1,,1644,1799,1980,1499,1482,1102,1395,787,830,835
282570,Molybdenum oxides and hydroxides,0,0,0,0,0,0,0,3,0,0,,155,2198,501,593,3972,6924,9930,8554,7999,15232,,50050,43066,48197,36258,28935,34599,51207,42819,25408,44995
282732,Aluminium chloride,0,0,0,0,0,0,0,0,0,0,,163,58,86,419,112,211,168,129,214,301,,11874,16343,13981,10597,9025,10943,11599,10308,11336,10005
282741,Chloride oxides and chloride hydroxides of copper,0,0,0,0,0,0,0,0,0,0,,496,49,18,0,0,26,31,0,1,0,,307,767,521,821,601,922,1125,1636,1938,2126
500300,"Silk waste, incl. cocoons unsuitable for reeling, yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,0,0,8,56,0,36,37,124,17,30,,8413,13642,13978,11141,9608,8367,10041,7030,6918,6873
510111,"Greasy shorn wool, incl. fleece-washed wool, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,7,0,0,0,0,0,,171788,69781,11726,8774,69980,54913,6808,5898,3168,2448
510211,"Hair of Kashmir """"cashmere"""" goats, neither carded nor combed""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,13,0,0,0,,2122,1536,5194,1968,2234,2613,3272,2438,3808,4042
510810,Carded yarn of fine animal hair (excluding that of wool or that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,16,107,169,104,22,3,1062,4802,2390,3623,,2624,3254,3705,3818,3629,3590,3600,3445,1543,725
510910,"Yarn containing >= 85% wool or fine animal hair by weight, put up for retail sale",0,0,0,0,0,0,0,0,0,0,,1642,1327,1432,1252,670,778,617,749,932,1024,,29481,45204,41882,25608,25146,28037,25326,24518,22567,30559
511190,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",0,0,0,2,0,0,0,0,0,0,,4026,3104,5890,5585,6847,6213,4010,2457,2243,2684,,1642,2980,3203,2133,1957,1682,1845,1030,1029,2670
511300,Woven fabrics of coarse animal hair or of horsehair (excluding fabrics for technical uses of ...,0,0,0,0,0,0,0,0,0,0,,180,82,92,105,23,6,8,1,10,0,,999,906,842,479,487,492,119,213,110,137
520100,"Cotton, neither carded nor combed",3,0,11,4,3,0,2,1,0,0,,833,980,628,2188,1066,3945,1290,6798,3480,695,,101607,101916,92548,77386,60385,62021,56494,38865,34325,38111
520512,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,3520,4346,3129,1693,910,1045,470,485,519,1097,,25687,27281,26392,20724,20026,25857,25106,17237,14982,20068
520533,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,0,67,0,22,111,54,6,124,35,3,,2673,2857,2334,1929,2559,2531,1965,1952,1641,1117
520645,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,35,0,129,8,28,60,82,81,201,328,,1606,888,1621,1321,1055,830,438,375,483,437
520813,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,1,0,0,0,0,0,0,0,,35,285,218,205,130,82,16,36,115,88,,9812,7977,9216,8730,8293,8349,9706,7867,6386,7192
520821,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, ...",0,0,1,0,0,0,0,0,0,0,,886,2131,889,257,238,577,421,1019,565,1323,,3543,6542,6524,5175,5074,5089,5322,3653,3340,4756
520833,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",24,35,111,0,0,0,6,3,0,0,,20621,14534,18825,10617,10184,7056,3271,2124,1178,1828,,8358,8662,6609,4337,6099,6928,6803,4839,4721,4359
520841,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",0,0,0,5,4,1,1,0,0,0,,45,89,150,227,292,402,712,441,378,308,,2969,2589,2242,1771,1008,919,1024,516,344,352
481014,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",2,9,16,10,22,26,14,0,0,0,,20866,18597,17207,18473,15710,9885,9288,4366,2339,2431,,112386,88104,87182,64935,40198,24931,25599,18225,23086,32941
481092,"Multi-ply paper and paperboard, coated on one or both sides with kaolin or other inorganic ...",0,1,84,13,2,0,0,0,0,0,,90173,133998,183691,214541,255124,321477,402470,375788,294727,330542,,1063878,888503,1172251,957984,999001,1002770,1133903,1103727,1114836,1159902
441912,Chopsticks of bamboo,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,35,40,71,20,78,,0,0,0,0,0,1624,1951,2105,2001,3396
482340,"Rolls, sheets and dials, printed for self-recording apparatus, in rolls of a width <= 36 cm, ...",4,6,20,1,16,2,0,0,0,0,,1793,1896,134,339,330,262,427,300,71,92,,4212,4058,4608,4130,4630,3987,3593,3036,2482,3385
482210,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ...",0,0,0,0,0,0,1,0,0,0,,533,719,466,463,534,272,645,1481,982,1065,,6324,6371,7755,5881,5722,2120,2853,2403,2107,2555
391231,"Carboxymethylcellulose and its salts, in primary forms",0,2,0,0,0,19,5,0,0,0,,1168,1479,1589,1888,2688,2073,2180,3002,2641,4174,,46372,47355,44592,37949,40158,40162,41361,39667,41069,45136
400110,"Natural rubber latex, whether or not prevulcanised",0,1,0,0,0,0,0,0,0,0,,262,315,208,708,551,262,488,587,520,611,,81210,75002,48275,24729,25501,28483,23463,18927,15811,29379
400241,"Chloroprene latex """"chlorobutadiene rubber, CR""""""""",0,0,0,0,0,0,0,0,0,0,,35,124,162,191,280,17,142,0,0,0,,2962,3460,3395,2887,2796,2960,3508,4560,4255,5659
400400,"Waste, parings and scrap of soft rubber and powders and granules obtained therefrom",0,0,19,0,0,0,0,5,0,0,,1330,1054,563,309,446,357,448,314,1026,1053,,25884,26224,28373,23254,22253,26198,28585,24687,24814,27061
401163,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",0,0,0,2,1,0,0,0,0,0,,7553,7186,7534,5643,5164,0,0,0,0,0,,79694,73825,77630,65130,58133,0,0,0,0,0
401193,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",0,0,0,0,0,0,0,0,0,0,,238,335,155,151,49,0,0,0,0,0,,23278,27483,25426,19273,18262,0,0,0,0,0
401199,"Pneumatic tyres, new, of rubber (excluding having a """"herring-bone"""" or similar tread and ...""",74,168,118,100,117,0,0,0,0,0,,5511,5558,4982,3708,3364,0,0,0,0,0,,54095,52953,59190,50257,85977,0,0,0,0,0
401511,"Surgical gloves, of vulcanised rubber (excluding fingerstalls)",38,17,0,1,0,7,3,1,1,0,,402,39,106,158,97,2,262,74,2147,1040,,335882,365143,349046,349614,359270,380102,426371,447629,754148,1530840
401694,"Boat or dock fenders, whether or not inflatable, of vulcanised rubber (excluding hard rubber ...",0,95,164,143,1,75,0,0,0,0,,11855,20627,14447,15136,6620,7640,6347,4838,6263,4565,,5408,4513,6911,5504,4564,4521,3769,4306,5862,3952
410190,"Butts, bends, bellies and split raw hides and skins of bovine """"incl. buffalo"""" or equine ...""",0,0,0,0,0,0,0,1,0,0,,0,202,693,608,199,1,3,59,0,0,,22199,24305,19989,13277,13935,13007,10484,8019,7696,11883
410210,"Raw skins of sheep or lambs, with wool on, fresh or salted, dried, limed, pickled or otherwise ...",0,0,0,0,0,0,0,0,0,0,,4,1,0,0,0,0,43,39,18,61,,3684,3228,3412,2068,2057,1761,1455,937,527,811
410221,"Raw skins of sheep or lambs, without wool on, pickled, whether or not split",0,0,0,0,0,0,0,0,0,0,,152,0,0,0,0,0,0,168,0,1,,580,467,336,276,183,290,247,37,14,3
410411,"Full grains, unsplit and grain splits, in the wet state """"incl. wet-blue"""", of hides and skins ...""",0,0,0,0,2,0,0,0,0,0,,19938,20896,22853,9637,9505,13341,9668,13672,6620,8532,,33705,39137,34216,17613,6854,10269,10801,15094,4711,14904
410441,"Full grains leather, unsplit and grain splits leather, in the dry state """"crust"""", of hides ...""",0,0,0,0,0,0,0,0,0,0,,1471,361,138,113,433,162,17,345,288,634,,8833,32662,36161,43923,51337,60835,76380,27367,22059,27136
411410,"Chamois leather, incl. combination chamois leather (excluding glac?-tanned leather subsequently ...",0,5,0,0,0,0,0,0,0,0,,242,207,284,214,15,12,27,146,95,46,,6727,8318,7487,7235,5986,6528,6527,6892,8249,7295
442191,"Articles of bamboo, n.e.s.",0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,337,497,527,235,97,,0,0,0,0,0,15939,15862,16681,21217,29458
460192,"Plaits and similar products, of bamboo plaiting materials, whether or not assembled into strips; ...",0,0,0,0,0,0,0,0,0,0,,13,0,2,0,1,3,0,1,1,0,,1871,1460,889,1023,689,313,144,347,247,319
470319,"Unbleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4154,3070,1990,1439,1351,57,0,0,0,0
470321,"Semi-bleached or bleached coniferous chemical wood pulp, soda or sulphate (excluding dissolving ...",0,0,0,0,0,0,0,0,0,0,,473,259,41,1115,172,1547,139,82,90,135,,1131452,1173414,1125875,1008262,893368,884478,982812,916706,739114,846998
470620,"Pulps of fibres derived from recovered """"waste and scrap"""" paper or paperboard""""",0,0,0,0,0,0,0,0,0,0,,27,47,230,145,84,190,2341,8371,41580,6802,,21285,12274,7260,5930,4880,5414,9109,15386,22833,24096
470710,"Recovered """"waste and scrap"""" paper or paperboard of unbleached kraft paper, corrugated paper ...""",0,0,0,0,0,0,0,0,0,0,,63693,28575,20828,15519,32969,47605,56131,15331,35314,73633,,220504,136251,124336,112010,133956,170280,126264,100845,95116,305652
480220,"Paper and paperboard of a kind used as a base for photosensitive, heat-sensitive or electrosensitive ...",0,1,0,1,0,0,0,0,0,0,,472,403,292,257,530,498,514,411,653,1953,,4862,1625,1760,1211,951,1305,1186,933,819,963
480240,"Wallpaper base, uncoated",0,0,0,0,0,0,0,0,0,0,,3952,4617,2512,1814,2344,2811,2880,2024,1394,1071,,19736,10104,18748,15360,15846,13532,12775,12813,11449,12377
480254,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,10,0,0,0,0,0,0,0,0,,2050,1848,2617,651,381,411,707,331,583,445,,16067,11082,10384,7494,8952,10823,9779,11478,11748,14324
480419,"Kraftliner, uncoated, in rolls of a width > 36 cm (excluding unbleached and goods of heading ...",0,0,0,0,0,0,0,0,0,0,,4519,4371,5733,3789,2578,12012,9133,6662,5996,7378,,211823,185594,224292,191638,222490,237030,283401,229460,229157,236666
480451,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,0,5,0,,11,542,626,99,89,330,181,825,1417,2657,,7906,8936,4837,3592,3931,3745,3453,3732,5391,7107
480700,"Composite paper and paperboard made by sticking flat layers of paper or paperboard together ...""",53,1,1,0,0,27,2,4,0,0,,9179,8697,5186,4988,5615,7854,12225,13898,10701,7860,,57264,58385,58609,51741,55016,55892,61555,55639,48913,57546
480840,"Kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls of a width ...",0,0,0,0,0,0,4,0,0,0,,1127,1672,1532,1698,1483,1643,1690,646,697,1954,,12237,12776,14142,10803,10856,10645,14133,11999,13416,18026
430190,"Heads, tails, paws and other pieces or cuttings of furskins suitable for use in furriery",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,56,90,59,47,1,46,0,72,48,32
430211,"Tanned or dressed furskins of mink, whole, with or without heads, tails or paws, not assembled",0,0,0,0,0,0,0,0,0,0,,1249,300,1572,1092,2849,1840,2349,1422,144,284,,17084,12868,10059,7280,4501,11112,7206,3620,724,772
440140,"Sawdust and wood waste and scrap, not agglomerated",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,19,0,0,,0,0,0,0,0,70720,77379,66095,64315,73860
440311,"Wood in the rough, treated with paint, stains, creosote or other preservatives, coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,29,0,0,0,0,,0,0,0,0,0,4138,4181,3465,3967,4520
440398,"Eucalyptus """"Eucalyptus spp."""" in the rough, whether or not stripped of bark or sapwood, or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,34,44,,0,0,0,0,0,823,1048,1538,987,162
440410,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ...",0,0,0,0,0,0,0,0,0,0,,1,3,0,2,0,0,0,0,0,1,,6662,6128,6089,5713,6433,5593,5475,5624,6984,7230
440611,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated, coniferous""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,10,0,0,,0,0,0,0,0,599,1245,811,651,583
440712,"Fir """"Abies spp."""" and spruce """"Picea spp."""" sawn or chipped lengthwise, sliced or peeled, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,12986,12463,13263,4919,2081,,0,0,0,0,0,779540,907867,778276,798885,1351286
440810,"Sheets for veneering, incl. those obtained by slicing laminated wood, for coniferous plywood ...",0,0,0,0,0,0,0,0,0,0,,29,50,188,804,778,1472,1872,1481,1870,1320,,25474,23134,26920,22193,24873,23775,22536,20715,19943,24211
440831,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",0,0,0,0,0,0,0,0,0,0,,0,0,5,1,0,1,0,3,3,19,,37,0,56,33,0,27,4,75,138,0
440922,"Tropical wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,43,1,1,58,,0,0,0,0,0,68288,64551,59538,50678,73340
441019,"Waferboard and similar board, of wood, whether or not agglomerated with resins or other organic ...",0,0,0,0,0,0,0,0,0,0,,420,401,436,403,381,227,52,37,63,216,,32215,31455,22589,17840,19159,16602,13509,3495,2562,2621
370231,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,2,0,0,0,0,0,0,0,0,,2177,4864,4295,2,38,168,72,96,355,718,,4429,6052,4247,5158,4448,4058,5684,6913,5250,8558
370252,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,1,0,0,1,38,,1011,542,407,633,676,1041,1145,1572,1379,1146
370590,"Photographic plates and film, exposed and developed (excluding products made of paper, paperboard ...",489,887,3432,2457,2668,0,0,0,0,0,,149796,165050,254706,229996,244620,0,0,0,0,0,,34778,50646,35959,25910,36258,0,0,0,0,0
380290,"Activated kieselguhr and other activated natural mineral products; animal black, whether or ...",0,1,5,0,0,0,1,0,4,0,,871,664,481,561,372,408,434,759,1410,1821,,62526,58012,65894,56899,55001,66675,63335,61005,64792,71083
