Product code,Product label,Australia's imports from Singapore-Value in 2012,Australia's imports from Singapore-Value in 2013,Australia's imports from Singapore-Value in 2014,Australia's imports from Singapore-Value in 2015,Australia's imports from Singapore-Value in 2016,Australia's imports from Singapore-Value in 2017,Australia's imports from Singapore-Value in 2018,Australia's imports from Singapore-Value in 2019,Australia's imports from Singapore-Value in 2020,Australia's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
220300,Beer made from malt,2637,2105,1994,1757,1677,1662,1316,1806,1717,3717,,186635,214829,207053,189818,166413,162602,139351,127683,86426,94267,,253769,311264,327600,326480,325005,288830,316275,331750,259308,228562
760120,Unwrought aluminium alloys,4030,12414,8311,6200,180,442,962,405,0,3663,,43135,16739,29455,22396,19099,27204,19660,26162,16428,22269,,49246,106394,121677,116539,100701,104448,115048,105089,99454,188932
847160,"Input or output units for automatic data-processing machines, whether or not containing storage ...",2734,10342,5250,3149,2399,1854,1625,1978,3224,3593,,240316,243102,218077,296655,268675,288372,351252,350851,323344,446836,,220081,242728,229078,211270,226232,229116,275021,283785,362394,392442
902730,"Spectrometers, spectrophotometers and spectrographs using optical radiations, such as UV, visible, ...",1241,4168,3228,1446,1249,1453,2739,2144,2917,3574,,170957,240980,285965,319010,335336,336940,368783,368854,302178,338290,,66170,61436,52367,46989,44071,48748,60352,53145,57503,60835
722611,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",2658,3150,3450,2669,2772,2743,3580,2402,641,3513,,9213,3282,4560,13459,16396,20878,17250,7582,12474,17954,,24231,19466,16090,16130,14298,12430,16473,12880,10436,14927
901832,"Tubular metal needles and needles for sutures, used in medical, surgical, dental or veterinary ...",2479,1770,2796,2512,2535,2456,1943,1492,2573,3502,,34852,43637,64784,87570,78265,75196,99596,110450,102205,104278,,35670,33319,31916,28776,36059,38831,43519,37597,36846,55104
901580,"Instruments and appliances used in geodesy, topography, hydrography, oceanography, hydrology, ...""",5574,3028,6396,2491,2418,2514,5869,2295,3071,3450,,253093,429421,365926,348248,255319,371386,358588,370554,217410,173199,,194573,159471,183593,134272,109481,130354,167671,162956,168112,192056
903039,"Instruments and apparatus for measuring or checking voltage, current, resistance or electrical ...",221,270,147,264,103,51,1107,1545,1754,3444,,15630,19900,21277,20709,24363,33542,69304,47434,44869,64280,,37131,34705,31417,23609,24220,22774,20747,24144,22052,26955
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",3789,4034,5525,10200,2467,2998,4949,3323,2608,3416,,261676,325883,354204,365285,294123,295228,339558,329389,341486,323883,,167072,146662,161559,191309,144122,164628,178332,179553,171653,185388
401699,"Articles of vulcanised rubber (excluding hard rubber), n.e.s.",4679,4800,3748,3605,2806,2847,4604,4774,5619,3400,,91973,101734,109978,112758,117863,125981,157491,140085,156095,201170,,190843,177499,190502,170606,166220,170834,173955,166955,175822,204146
844399,"Parts and accessories of printers, copying machines and facsimile machines, n.e.s. (excluding ...",33896,31051,23132,25550,18506,7208,3973,2934,2118,3337,,6107660,5670055,4693435,4632247,3954257,4283840,4195562,3812250,4550108,6217790,,949682,958133,866669,767634,561250,496871,459543,406577,346389,412353
292910,Isocyanates,200,361,972,574,7,4,11,49,1875,3294,,125281,79872,15415,7618,7804,14913,32737,12778,6035,5754,,36693,34687,32539,27991,25558,48468,49801,25737,22631,37394
841370,"Centrifugal pumps, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",1573,2443,1628,1229,1212,1936,2002,2455,2161,3211,,84069,98619,86848,97243,86255,138062,161851,157702,157506,130310,,216205,331180,218839,184198,162772,171896,217782,201362,182756,222413
901910,Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus,418,930,2443,1994,1148,1666,2975,2073,2165,3170,,49865,66555,33332,20291,21564,21283,35907,50759,39978,34792,,80443,84942,86802,81200,103529,116239,115914,112429,149726,206745
721550,"Bars and rods, of iron or non-alloy steel, not further worked than cold-formed or cold-finished ...",4806,3359,1866,1374,1629,2724,3535,2906,2219,3153,,653,524,268,3447,1063,223,175,604,448,219,,12925,7531,5892,5062,5959,9115,12580,11495,8439,13498
300432,"Medicaments containing corticosteroid hormones, their derivatives or structural analogues ...""",20603,5464,4318,162,81,167,689,291,15,3062,,5275,40754,49592,190353,79454,45926,58478,55815,53642,23809,,161821,251058,247725,198762,187776,239807,223708,185677,211137,207366
848420,Mechanical seals,3163,1942,850,1582,3074,1860,2358,3396,3261,3055,,77498,91065,99740,108029,92856,67052,86123,84988,70804,72486,,52737,54526,56773,54173,52393,65285,57171,63278,65096,64560
901811,Electro-cardiographs,31,28,41,4,18,12,0,100,11,2976,,6036,8885,11363,11488,11024,12103,14702,47483,60802,79429,,14889,14407,15664,14177,14871,15028,15154,12454,14028,20442
481710,Envelopes of paper or paperboard (excluding letter cards),1974,2886,3294,2650,2597,3219,3525,3310,2765,2953,,6028,7383,7169,5938,5291,5647,7304,7795,8969,8073,,31504,26289,24979,22238,19796,19292,20408,21500,23011,21483
852691,Radio navigational aid apparatus,968,758,438,605,378,1070,404,678,1389,2866,,90111,90050,113864,137809,168544,194407,179789,286020,164285,185203,,236629,170570,145646,142593,124281,120526,128028,133810,169396,179025
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",5350,5468,6972,9487,5937,5953,5728,5167,5364,2861,,78480,75509,88666,90927,97905,111480,139333,137192,119255,129690,,49152,54420,62705,54433,43778,46070,51106,46146,42089,42673
853890,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ...",3797,4224,4979,5761,2888,1706,1727,2512,3109,2842,,1773695,874580,657865,588799,591230,640266,1124483,1353371,1125340,1734200,,138625,135098,131237,131128,114428,135017,151812,155740,145835,172557
390422,"Plasticised poly""""vinyl chloride"""", in primary forms, mixed with other substances""""",3879,4755,3320,1400,1724,2254,1629,1500,2418,2814,,54486,56115,53623,48649,53790,48456,41220,40146,41510,47737,,10602,10639,10897,7099,6438,7160,7454,6951,7766,10518
392690,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s (excluding ...",9601,9731,7908,4971,3269,3267,3172,3132,3002,2726,,1010321,764070,758536,543104,529197,668938,742218,710316,680441,804828,,657758,668580,685486,634586,625176,698755,786044,751248,903008,969416
830990,"Stoppers, caps and lids, incl. screw caps and pouring stoppers, capsules for bottles, threaded ...",1444,1811,3281,2933,1522,1960,2408,3435,2216,2657,,54650,52722,59927,61832,44765,44759,39610,39812,36286,40746,,66878,78302,88893,77372,76637,54757,56617,53422,54887,56012
290532,"Propylene glycol """"propane-1,2-diol""""""""",0,2963,2374,1971,1381,1374,1779,1798,1235,2650,,198262,212940,171988,144207,101833,113110,126126,101834,85995,158697,,9248,8416,11758,11503,7670,7765,13645,17863,19690,32989
283630,"Sodium hydrogencarbonate """"sodium bicarbonate""""""""",6,0,0,0,0,90,1356,1319,1887,2545,,1624,2159,1902,1484,1971,4244,20767,12251,15819,17784,,4505,3464,6866,12792,11926,13312,16508,13944,13299,16348
880220,"Aeroplanes and other powered aircraft of an unladen weight <= 2.000 kg (excl. helicopters, ...",0,0,0,188,623,2,64,0,2,2539,,163,475,233,2286,6462,13528,1593,4296,3940,11663,,62424,37129,30621,47360,53742,42248,60304,60695,44080,52177
870899,"Parts and accessories, for tractors, motor vehicles for the transport of ten or more persons, ...",5115,2728,2471,3803,3130,3906,3019,2946,1881,2480,,1748561,1217202,1032652,1187802,1355902,1400590,1478193,1423948,1208943,1124583,,732814,658707,572171,520313,469408,452920,453951,442165,387207,509404
854232,Electronic integrated circuits as memories,6301,9384,2640,2930,2914,3076,1558,1059,911,2429,,6121221,7887599,8885988,8811101,7726246,13654452,19637140,16602538,17741513,23117527,,99518,97395,109389,89011,69891,106076,99767,94605,85704,103710
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",11261,1673,14444,8883,5413,1699,2853,1113,532,2412,,216810,322374,384348,321902,163380,126648,194282,190273,205092,212858,,831788,817137,731025,460515,494084,251071,273465,300333,241978,319897
740100,Copper mattes; cement copper (precipitated copper),2202,2125,2645,2062,1420,2111,2583,1490,1730,2377,,2663,3501,5859,2848,2521,6219,13058,7922,8141,2760,,20305,20322,21291,18061,51416,22576,39432,14629,27529,92426
961210,"Typewriter or similar ribbons, inked or otherwise prepared for giving impressions, whether ...",2825,3187,2813,2341,3650,2830,2993,2734,2144,2334,,54547,53451,60316,62481,66482,70702,77751,79934,63725,70013,,24868,24302,24825,23588,23280,22407,19883,20788,16701,18849
844332,"Machines which only perform one of the functions of printing, copying or facsimile transmission, ...",7049,4407,2403,2370,2206,2653,2320,1619,1415,2299,,733032,548322,584865,520248,472364,539467,561239,481623,377850,526726,,186745,158750,164268,162044,142528,147990,155007,126528,100636,140084
731420,"Grill, netting and fencing, welded at the intersection, having a mesh size of >= 100 cm©÷, of ...",10019,11521,9891,5554,2483,2451,2845,1540,1212,2276,,8908,6505,4992,3481,5068,11262,5272,4043,3073,5181,,14805,18457,14780,8782,6869,9051,11142,12495,12876,27209
284440,"Radioactive elements, isotopes and compounds, and alloys and dispersions, incl. cermets, ceramic ...",139,591,744,1286,2613,3008,2590,2063,2007,2235,,28427,39484,40090,37682,45482,20666,14118,12584,10763,10785,,15993,15510,16002,25849,14986,18245,25425,17377,18935,27196
390610,"Poly""""methyl methacrylate"""", in primary forms""""",5965,4891,5050,3811,3427,4668,4348,2602,1822,2207,,201368,168820,217977,186765,171120,230470,239246,193549,167545,196849,,18780,17215,15689,14303,12246,14734,15439,10375,10098,12557
851712,"Telephones for cellular networks """"mobile telephones"""" or for other wireless networks""""",1610,1074,14649,1409,778,842,5111,1619,3066,2173,,4621301,4646896,4634219,6042977,5221327,4498727,4671521,4693574,3974290,5322986,,3819818,3629253,3922030,3751207,3589882,4131436,4273962,3980281,3816708,4165658
392321,"Sacks and bags, incl. cones, of polymers of ethylene",4204,3264,1832,1587,2577,1617,1536,1141,1182,2161,,79395,85698,47057,35035,26243,31914,37158,31669,33169,37077,,323628,324170,349631,341708,348345,354743,377132,316004,336240,376956
841391,"Parts of pumps for liquids, n.e.s.",2176,1831,2369,1728,1229,1767,2896,2502,1999,2160,,260201,262359,303427,270736,231235,216505,296580,293558,208370,222911,,183738,169289,184196,151068,148012,185871,201001,201845,175898,202005
390950,"Polyurethanes, in primary forms",3423,2079,2383,2431,2263,1704,1761,838,1187,2155,,177684,202912,193776,161458,156762,221462,220912,168046,141263,180036,,50090,53134,57901,53987,53173,56760,65230,57007,57751,60388
870893,"Clutches and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, ...",1251,972,1049,799,755,708,415,861,1310,2152,,11231,17189,40060,22516,16758,19827,21031,19881,16331,20476,,61463,64718,62444,61959,59129,64505,71919,62409,62350,75159
902690,"Parts and accessories for instruments and apparatus for measuring or checking the flow, level, ...",5881,5679,5390,3877,3114,4740,4411,4614,3596,2112,,173439,141472,188382,187203,115976,77554,74996,83304,79793,69873,,49700,47555,47517,41469,33144,41068,43030,45546,37251,40101
901812,Ultrasonic scanning apparatus,1051,1002,1610,782,828,865,1172,1520,982,2084,,28932,133737,35563,37004,51945,43290,51839,65485,72094,76225,,87011,95190,90744,78529,68902,69074,77575,83740,77304,79721
291531,Ethyl acetate,2321,2089,2168,1171,1005,1387,1700,1385,1232,2050,,79635,76509,80615,79673,67845,73679,89469,78429,81656,148111,,3733,3000,3223,1970,1803,2026,2520,2020,1802,2615
340290,"Surface-active preparations, washing preparations, incl. auxiliary washing preparations and ...",1597,1139,948,859,925,1214,745,2291,3216,2043,,74487,74791,80636,77097,76409,88663,98131,91582,94778,114606,,45738,44382,47383,50275,52341,54289,51553,47661,49664,47162
390740,"Polycarbonates, in primary forms",2112,921,1438,265,2368,2166,1895,1085,1645,2028,,897006,830301,848457,642762,384444,386561,411117,341503,310975,428476,,34414,2561,4943,26431,21850,22482,19247,14057,13838,21349
901420,Instruments and appliances for aeronautical or space navigation (excluding compasses and radio ...,2451,2331,1391,2687,1310,3151,2191,3517,2242,2021,,118569,139950,161638,153279,174522,145835,185175,223474,145206,124838,,176159,150456,148452,182093,167037,156162,171541,194213,150025,209565
841430,Compressors for refrigerating equipment,2797,2495,2847,2425,3202,2088,1809,2142,1965,2015,,486112,475989,458327,388754,382753,399373,221679,239361,204983,239092,,141385,181915,308831,115939,103624,95710,83432,79215,80005,90360
851769,"Apparatus for the transmission or reception of voice, images or other data, incl. apparatus ...",1578,1298,1345,957,488,483,428,511,129,2010,,79778,109928,159046,146118,156724,112549,95987,73585,145336,280396,,89646,91699,160536,108763,116009,101369,115533,94524,85264,111988
291521,Acetic acid,0,1001,1248,1025,842,917,1468,795,670,2004,,95510,0,0,0,0,0,0,0,128956,316494,,3703,3998,4721,4142,3287,3440,5726,3984,3009,7452
290531,"Ethylene glycol """"ethanediol""""""""",0,0,0,3486,4964,7345,3264,24,0,1977,,1187813,1425163,1205404,944207,367723,754934,1000633,579260,568164,751971,,0,6781,8067,28491,33020,11874,9946,7851,4826,10599
841229,Hydraulic power engines and motors (excluding hydraulic turbines and water wheels of heading ...,1347,755,2610,563,540,206,290,429,126,1969,,40786,36612,54333,42981,38391,42014,40831,40056,27690,46741,,110663,84379,90475,72531,85952,79608,83666,88808,88277,82059
390110,"Polyethylene with a specific gravity of < 0,94, in primary forms",0,0,1086,13170,2472,0,0,0,0,1967,,1278609,1283426,1442157,1084105,1203100,1456626,1688411,1584367,1223786,1563425,,63947,84162,98422,79581,74446,74198,85118,65197,62269,89015
180690,"Chocolate and other preparations containing cocoa, in containers or immediate packings of <= ...",25,143,23,102,431,564,265,375,491,1956,,159312,134366,145398,182803,153676,115133,138538,155014,162058,170680,,268461,293872,298586,278763,264198,284800,274303,242460,223699,245160
291533,N-Butyl acetate,1094,929,1629,1415,920,990,1265,811,608,1952,,58973,67576,64423,47681,39793,48527,60197,51179,37163,60936,,4415,4336,3376,2753,2013,2229,2590,1753,1394,3662
901839,"Needles, catheters, cannulae and the like, used in medical, surgical, dental or veterinary ...",2654,2048,2182,1759,1320,1365,1799,1899,1638,1930,,579211,667658,660338,559988,498371,478746,500900,500150,424304,510761,,234088,237304,254166,278917,291337,262758,309813,275842,281137,344631
850660,Air-zinc cells and batteries (excluding spent),822,1506,1950,1203,1872,1818,1778,1357,844,1861,,4669,5760,6370,5770,7459,8632,10222,10648,10237,13098,,5483,5181,5450,5250,5895,6702,6993,6697,6700,6585
730799,"Tube or pipe fittings, of iron or steel (excluding cast iron or stainless steel products; flanges; ...",4802,5646,4333,28629,1849,1797,858,1294,2085,1840,,130439,132082,138217,131917,96159,72016,70162,94020,87325,108443,,158168,141145,128609,188275,79146,99150,125439,102800,108378,131888
252329,"Portland cement (excluding white, whether or not artificially coloured)",5,13,2,13,54,228,1,2453,1300,1793,,1269,4370,2349,1388,1091,542,736,774,1547,1528,,35936,22064,20954,12112,13868,30345,48298,47555,34417,37770
854129,Transistors with a dissipation rate >= 1 W (excluding photosensitive transistors),158,244,127,154,188,216,785,783,2065,1793,,1408988,1461494,1926955,1755733,1608370,1934213,2380872,2393547,2562992,3564091,,7351,8570,10626,8027,7370,9896,13075,12687,20207,23860
