Product code,Product label,United States of America's imports from Japan-Value in 2012,United States of America's imports from Japan-Value in 2013,United States of America's imports from Japan-Value in 2014,United States of America's imports from Japan-Value in 2015,United States of America's imports from Japan-Value in 2016,United States of America's imports from Japan-Value in 2017,United States of America's imports from Japan-Value in 2018,United States of America's imports from Japan-Value in 2019,United States of America's imports from Japan-Value in 2020,United States of America's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
845020,"Laundry-type washing machines, of a dry linen capacity > 10 kg",0,28,151,0,454,1021,804,1140,702,632,,13589,16957,16896,12926,16319,16160,19898,21663,23489,31567,,1164835,1283894,1322482,1432493,1431353,1724659,1002451,884575,939946,1375996
843290,"Parts of agricultural, horticultural or forestry machinery for soil preparation or cultivation ...",630,716,629,936,948,844,843,925,677,632,,35695,24121,27110,24467,32108,70861,38141,41290,28190,15405,,361408,356045,335697,291205,241478,279313,324138,267017,304437,411959
611610,"Gloves, mittens and mitts, impregnated, coated, covered or laminated with plastics or rubber, ...",405,237,521,865,279,383,1421,393,222,630,,1984,2381,2470,1631,1383,1486,1428,1217,732,590,,409216,454441,539046,585819,583684,610118,668673,696343,687346,755722
830610,"Bells, gongs and the like, non-electric, of base metal (excluding musical instruments)",978,780,779,752,818,704,600,548,617,630,,2347,1935,1931,1877,2021,1627,1478,1720,2559,2818,,51683,53950,53510,58113,57568,58143,61190,62156,52514,73432
510910,"Yarn containing >= 85% wool or fine animal hair by weight, put up for retail sale",415,418,286,335,481,194,260,436,353,629,,2201,1569,1261,1241,1062,745,777,1222,964,1075,,26390,26324,25622,28473,24156,25607,27153,26097,25211,41232
900661,Electronic discharge lamp flashlight apparatus for photographic purposes,39711,30480,27013,10929,3635,1820,1423,776,515,628,,93070,82302,64375,31091,9536,5166,6613,4652,3096,3352,,103181,93566,84147,62670,60341,60304,63799,56570,34500,76746
30391,"Frozen fish livers, roes and milt",0,0,0,0,0,72,63,141,316,628,,0,0,0,0,0,3884,5012,3644,4229,2745,,0,0,0,0,0,11254,12463,11926,10138,24676
590691,"Knitted or crocheted textile fabrics, rubberised, n.e.s.",983,600,556,519,673,614,1063,818,427,624,,5778,4967,4581,3559,4449,2837,4840,5712,3348,5107,,14462,13748,14118,15601,13407,13557,13408,11883,8250,11777
300610,"Sterile surgical catgut, similar sterile suture materials, incl. sterile absorbable surgical ...",99,72,60,36,33,25,0,186,23,624,,4486,5428,10671,13640,22751,17460,18429,12742,17065,21939,,310849,313755,344860,330543,347616,376052,466558,483218,509413,655496
845420,"Ingot moulds and ladles, of a kind used in metallurgy or in metal foundries",2684,1342,1219,1686,2332,1695,1909,2322,2888,622,,5248,6963,4732,6353,6854,4395,6123,7946,7950,6815,,16743,9941,12351,10836,12487,9842,13342,9441,11490,12933
842699,"Ships' derricks; cranes, incl. cable cranes (excluding overhead travelling cranes, transporter ...",1105,75,218,15021,169,443,114,362,282,619,,31526,31957,28406,18376,10930,14675,20091,24918,18210,22544,,30319,41855,39991,65795,39434,50500,93979,43137,39068,42628
370243,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",3681,2811,2550,2577,1490,2379,1491,920,330,617,,47585,36807,19279,15919,7424,3921,2595,2057,1867,1887,,9960,7870,8482,7158,5099,5768,4767,3844,3230,3589
900651,"Cameras with a through-the-lens viewfinder [single lens reflex """"SLR""""] for roll film of a ...""",1284,1297,1102,346,835,742,365,432,249,617,,1062,1122,1142,1702,804,751,786,445,1603,2551,,2672,3173,2297,1781,2726,2516,1811,2243,1125,2015
370710,"Sensitising emulsions """"for photographic uses""""""""",31,71,366,634,359,947,711,854,1049,615,,198914,217155,242763,190191,197999,232583,175190,124835,131201,141167,,508,687,1378,1631,1671,1466,1415,1356,1487,1045
620433,"Women's or girls' jackets and blazers of synthetic fibres (excluding knitted or crocheted, ...",253,591,502,647,686,629,770,917,574,612,,4439,4286,3211,3324,3954,3122,5268,4992,6395,8390,,281782,290084,247769,243176,237845,196957,227096,229654,135837,118114
711719,"Imitation jewellery, of base metal, whether or not plated with precious metal (excluding cuff ...",1521,933,609,790,508,2092,404,514,440,611,,7597,4913,5150,4961,5392,7873,11844,13583,15703,28144,,1371017,1311703,1229223,1138302,942383,824509,813693,685213,481414,664351
760900,"Aluminium tube or pipe fittings (e.g., couplings, elbows, sleeves)",2642,2988,3762,2963,3906,4413,1907,1326,750,608,,13803,13625,15285,14582,13250,12724,12557,12027,9792,11649,,96803,101002,106297,93711,97590,105578,98198,88831,75339,99159
854060,"Cathoderay tubes (excluding television and video-monitor cathoderay tubes, television camera ...",657,1709,1517,451,1123,344,80,463,12,607,,13662,14440,18667,11046,10130,8264,12654,10351,14475,5951,,2285,3773,5231,1715,3676,1926,1421,517,70,788
843710,"Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables",1821,610,983,1279,1177,920,834,467,820,607,,17196,13523,9184,9156,7948,9145,7054,6296,5251,4192,,19419,26488,31597,26175,36302,28766,38426,33228,30620,43052
283325,Sulphates of copper,372,565,350,490,432,395,379,280,523,604,,11724,12340,10319,10738,10640,13098,11960,10059,11305,16915,,94322,87551,99926,96392,82262,114551,96331,96021,97895,118959
844540,"Textile winding, incl. weft-winding, or reeling machines",2332,5063,8721,9985,8989,1702,5653,6125,4563,603,,625312,734643,592407,403986,297671,449762,553281,579718,548421,661552,,16912,25990,33388,44345,24237,20208,38197,39300,19430,17991
681410,"Plates, sheets and strips of agglomerated or reconstituted mica, whether or not on a support ...",736,973,1090,732,675,470,579,1130,650,601,,12586,8943,9539,5612,6416,7544,6730,7774,7714,7527,,16564,13144,16211,11150,11753,10989,11056,10521,9107,12918
370210,"Photographic film in rolls, unexposed, for X-ray (excluding of paper, paperboard or textiles)",422,1074,975,441,324,0,219,758,422,600,,56844,61735,44040,31843,26024,28388,32458,31204,31257,43411,,73829,72070,59739,41614,31717,31982,35430,29206,18077,17555
610462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton, knitted ...",49,50,1347,146,135,83,130,432,282,598,,618,1069,2712,1520,1647,1090,1298,2215,1798,3004,,1519757,1617043,1681009,1710160,1472076,1496279,1539502,1470788,1462144,2172407
620530,"Men's or boys' shirts of man-made fibres (excluding knitted or crocheted, nightshirts, singlets ...",121,161,166,322,351,269,359,539,558,598,,384,452,796,744,1498,1545,1386,2213,2720,3499,,466438,469414,496364,526046,540722,534732,596804,647487,498971,590764
620343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres (excluding ...",239,259,217,253,458,369,655,767,575,597,,2234,2179,2221,2210,2764,2674,3917,4452,4369,4822,,1209602,1326061,1298416,1423987,1387655,1412450,1571101,1626913,1296472,1786983
620333,"Men's or boys' jackets and blazers of synthetic fibres (excluding knitted or crocheted, and ...",268,223,268,303,407,410,892,726,421,597,,2292,1573,1819,2238,2789,3145,3980,4218,3624,4333,,133001,153380,151484,159227,164321,162033,197790,213415,110744,98025
950629,"Water-skis, surfboards and other water-sport equipment (other than sailboards)",843,640,482,673,403,752,618,696,465,597,,1312,1373,1710,2589,2585,3166,3332,3755,1917,1997,,336323,377329,393201,439538,426175,424972,443597,449650,424581,762541
540247,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, untwisted or with a ...",858,1642,1344,775,659,859,1915,1058,1165,597,,55204,51076,52283,43515,45460,42968,38726,18412,12995,15032,,42367,49248,54021,55852,55516,53133,66587,52066,42756,52263
391211,"Non-plasticised cellulose acetates, in primary forms",0,76,216,85,298,115,150,92,214,597,,5436,3999,23317,39793,32904,1613,399,74,2015,2349,,768,2144,3609,5418,3940,5272,4284,2543,4118,3579
250410,Natural graphite in powder or in flakes,4098,4727,7040,4061,3635,1391,1953,1959,463,596,,19867,17939,18951,18052,15066,13237,9322,8404,9190,10177,,67861,71221,69783,57316,44573,55311,60839,54013,43574,68608
960719,Slide fasteners (excluding fitted with chain scoops of base metal),1894,1302,702,667,451,343,258,799,816,594,,93632,79289,67597,65968,71525,75666,77386,76704,65161,66929,,13379,11513,11441,12984,11954,10824,11392,10685,11313,13552
630900,"Worn clothing and clothing accessories, blankets and travelling rugs, household linen and articles ...",1215,32,263,170,61,662,462,412,408,594,,124999,119582,127486,113178,94178,85266,86579,94929,80060,84196,,9088,5346,4793,3834,4394,6846,7288,10065,13451,20941
240220,"Cigarettes, containing tobacco",1300,2072,1670,1482,991,2768,1786,1188,737,593,,308166,228414,181542,194231,192143,118037,144752,121931,103562,98926,,191104,416907,409557,418494,422186,425571,399755,396261,406968,348542
611420,"Special garments for professional, sporting or other purposes, n.e.s., of cotton, knitted or ...",81,161,183,111,311,217,174,241,367,592,,371,300,259,315,337,195,378,1214,596,932,,515412,462653,459181,434844,396875,382350,421055,474179,387458,483867
750610,"Plates, sheets, strip and foil, of non-alloy nickel (excluding expanded plates, sheets or strip)",3273,980,824,717,1167,1092,186,8,36,586,,70536,95703,43136,34521,34543,31836,51477,62695,48430,52906,,16898,13453,10301,10456,9084,11336,10897,14071,13602,14382
846880,"Machinery and apparatus for welding, not gas-operated (excluding electric machines and apparatus ...",6969,1463,1940,2333,4157,1871,2020,2212,2500,584,,25767,17318,22070,19843,19769,18422,28098,13701,15198,14490,,25307,18661,23489,23983,17219,24586,24217,19376,14143,20288
300190,"Dried glands and other organs for organo-therapeutic uses, whether or not powdered; heparin ...",353,327,366,236,513,444,595,414,543,583,,222,53,1298,1133,787,885,664,1566,1539,4079,,519982,393841,378097,415255,389377,402167,418432,447296,353800,391958
360100,Propellent powders,307,285,305,230,1741,4694,206,128,163,582,,18968,13840,13442,8944,7354,9823,10799,10050,6843,6207,,84090,87593,97028,95201,83684,59918,51760,46519,77621,123794
845949,"Boring machines for metals, not numerically controlled (excl. way-type unit head machines and ...",0,0,0,0,0,410,0,269,0,581,,0,0,0,0,0,2556,1645,1601,1823,716,,0,0,0,0,0,1654,5926,2390,1265,1314
250510,"Silica sands and quartz sands, whether or not coloured",44,124,42,23,421,58,94,31,511,577,,6155,3057,3512,1291,1589,1164,2374,1351,1298,1591,,43351,21805,41066,31688,27806,34403,39563,37758,32518,34652
611430,"Special garments for professional, sporting or other purposes, n.e.s., of man-made fibres, ...",146,306,423,335,308,903,574,500,349,577,,3152,2061,2223,2159,2502,2774,2618,3400,2485,3254,,592792,608208,732508,781999,823993,972670,948729,956764,802596,1022125
51199,"Products of animal origin, n.e.s., dead animals, unfit for human consumption (excluding fish, ...",287,296,403,556,429,374,503,467,451,573,,817,722,291,218,211,188,555,319,142,195,,439534,491404,533388,511644,507026,577958,666300,643489,643648,757551
961220,"Ink-pads, whether or not inked, with or without boxes",1106,764,845,1211,836,847,943,876,713,572,,4624,3391,3420,4146,3627,3888,3859,3547,3101,3527,,12377,9694,9250,9256,9262,9980,10206,10772,9235,11578
420500,Articles of leather or composition leather (excluding saddlery and harness bags; cases and ...,553,531,299,328,470,477,331,426,452,572,,7571,5702,5811,2789,2700,2281,2192,2471,3796,3589,,190696,196667,216122,182780,145891,189434,279767,185843,178532,248548
851989,"Sound recording or sound reproducing apparatus (excluding using magnetic, optical or semiconductor ...",1680,1079,1353,963,424,221,416,622,540,572,,1290,1016,883,2004,645,1022,1701,1135,1831,2590,,150069,166247,137480,78011,54580,48724,64200,56368,61455,84306
870530,Fire fighting vehicles (excluding vehicles for transporting persons),0,0,14,0,20,16,34,163,314,571,,8628,14327,15270,12443,12025,28369,20689,28992,8412,19195,,2114,7157,1340,2671,2047,3158,5856,10547,37785,10364
71290,"Dried vegetables and mixtures of vegetables, whole, cut, sliced, broken or in powder, but not ...",266,371,355,680,1406,444,307,249,284,570,,732,846,838,2059,1731,1484,2108,678,743,1254,,187555,209010,209665,215840,249767,246515,229813,184816,200800,238898
846039,"Sharpening """"tool or cutter grinding"""" machines, not numerically controlled""""",3076,1320,3082,1839,1842,1006,1982,1645,436,567,,12527,9828,5817,5819,6071,5540,5713,5933,4963,4027,,18012,19295,21412,17677,19937,16647,19725,19370,16309,24007
820510,"Hand-operated drilling, threading or tapping hand tools",543,487,391,601,658,432,447,266,358,566,,2014,1585,1451,1342,1269,1212,1386,946,699,990,,11357,12309,10474,10770,11536,11672,16314,15101,11380,14116
290514,"Butanols (excluding butan-1-ol """"n-butyl alcohol"""")""""",458,390,7,589,816,1053,623,1218,853,566,,28829,28425,21963,35728,18568,8797,6912,7934,17819,8224,,79770,49660,56192,32482,29060,37890,42471,24383,18653,25735
930320,"Sporting, hunting or target-shooting shotguns, with at least one smooth barrel (excluding muzzle-loading ...",1914,899,373,812,938,977,1159,983,752,566,,15610,14040,11286,12613,14413,14383,14025,13917,12487,11645,,220987,276803,256325,244164,248870,211453,250005,275642,392622,668521
252329,"Portland cement (excluding white, whether or not artificially coloured)",0,12,26,0,0,0,0,0,0,562,,191562,191883,202932,225761,208935,197049,181480,180216,155650,188576,,404239,414982,483824,654632,713089,794774,946202,1006791,1038088,1349636
200990,"Mixtures of fruit juices, incl. grape must, and vegetable juices, unfermented, whether or not ...",443,503,289,182,203,334,138,102,233,562,,1461,1704,2495,2307,2755,3039,4859,5914,11336,11269,,34593,32195,34001,31973,32354,39379,50939,65634,70163,83830
820530,"Planes, chisels, gouges and similar cutting tools for working wood",502,427,306,238,370,360,388,536,447,561,,1915,1769,1521,1424,2015,1760,1881,2052,2540,3192,,23333,21882,23725,27243,25354,27209,29369,26451,28731,35147
620213,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made ...",322,442,577,499,681,793,1017,685,387,560,,5664,4344,4510,4027,5814,5919,7453,5877,4924,8133,,254794,209974,308499,380990,300233,288702,325454,380246,247288,258762
620453,Women's or girls' skirts and divided skirts of synthetic fibres (excluding knitted or crocheted ...,220,257,382,593,596,708,818,1021,630,558,,2256,1733,2909,3433,4598,4028,5289,5805,6735,11123,,276518,254438,246703,255022,229734,189183,204629,234039,168867,172808
230800,"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ...",0,0,511,390,701,602,455,815,517,557,,198,294,286,231,302,448,436,326,284,150,,19603,15705,28336,30264,41397,51961,87650,58710,54113,65052
620113,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made ...",149,117,169,348,373,390,534,671,375,556,,1817,1483,1215,1283,1629,1640,3005,3293,2796,2744,,49758,39692,45484,48891,55532,58841,69302,77605,53013,64231
30444,"Fresh or chilled fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, ...",2661,2332,2801,2418,4863,3122,463,296,637,555,,0,0,0,0,0,0,5,0,0,0,,54295,71857,75204,77657,89216,88947,106153,107669,109507,129109
903281,Hydraulic or pneumatic regulating or controlling instruments and apparatus (excluding manostats ...,9008,4598,4856,679,785,368,783,533,998,555,,20992,7061,12332,9647,17310,30472,26761,25238,29072,42330,,71088,65547,55333,52059,41652,63981,69154,45680,42649,42767
540741,"Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides, ...",1129,1432,999,582,759,841,743,583,621,555,,45804,35505,31354,26058,25143,19004,20649,21549,19000,23903,,7698,12496,9286,8098,6201,6734,5520,7115,7440,10694
321000,"Paints and varnishes, incl. enamels, lacquers and distempers (excluding those based on synthetic ...",981,636,761,526,202,165,67,65,93,553,,32267,23124,18650,17560,25387,30920,41296,29765,18888,32900,,9582,9438,11438,14169,13342,10855,10331,9435,9813,12063
940560,"Illuminated signs, illuminated nameplates and the like, with a permanently fixed light source",4077,954,1328,2305,857,650,692,967,963,550,,11570,6023,7109,9661,8537,10595,12518,12246,6333,4878,,147203,159282,166802,179055,180585,195435,195584,181324,141415,168697
842531,Winches and capstans powered by electric motor,351,476,392,283,709,391,524,620,778,549,,65700,50304,45070,33157,33457,38653,53751,40521,47575,36522,,139447,126746,178990,173541,138019,151622,166180,148178,157338,177143
870195,"Tractors, of an engine power > 130 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,275,446,218,531,548,,0,0,0,0,0,14,12,1296,99,51,,0,0,0,0,0,395829,481863,656995,665983,857445
850870,"Parts of vacuum cleaners, dry cleaners and wet vacuum cleaners, n.e.s.",98,53,484,636,803,401,768,869,520,547,,5287,4991,3536,3541,3776,3136,3230,2522,1850,2563,,120788,121202,120713,136115,120105,146260,153796,143350,121933,156016
845410,Converters of a kind used in metallurgy or in metal foundries,54,131,139,100,59,163,28,3,53,545,,187,81,184,0,3,266,0,71,0,15,,3076,2403,1259,2444,2277,1756,658,3184,1069,1817
721935,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",3366,2114,3335,1237,1826,525,1244,893,1062,544,,91383,77963,74510,61133,57244,57126,63134,53643,45969,55651,,120012,119245,151132,145988,110766,131358,129823,73794,51978,152782
330129,"Essential oils, whether or not terpeneless, incl. concretes and absolutes (excluding those ...",2002,2062,1877,1791,941,120,412,554,506,543,,4223,3604,4923,4167,3105,1421,1452,1485,2104,1318,,242974,278171,362607,403464,449646,563681,648769,508256,573124,587825
