Product code,Product label,Germany's imports from Japan-Value in 2012,Germany's imports from Japan-Value in 2013,Germany's imports from Japan-Value in 2014,Germany's imports from Japan-Value in 2015,Germany's imports from Japan-Value in 2016,Germany's imports from Japan-Value in 2017,Germany's imports from Japan-Value in 2018,Germany's imports from Japan-Value in 2019,Germany's imports from Japan-Value in 2020,Germany's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
851140,Starter motors and dual purpose starter-generators of a kind used for spark-ignition or compression-ignition ...,80418,93410,81954,78305,62003,52432,69232,95951,124611,58664,,735668,740427,763205,700107,716952,742145,741376,641730,556449,665997,,397096,454389,474023,422249,437292,477558,551656,488927,425860,391070
844332,"Machines which only perform one of the functions of printing, copying or facsimile transmission, ...",109946,91340,77388,64817,71873,65479,60050,63479,60566,57792,,983270,801660,786271,759995,779170,689703,744085,722393,541396,653027,,1605637,1585542,1404047,1199905,1062890,1133790,1219176,1053254,960558,979320
850131,"DC motors of an output > 37,5 W but <= 750 W and DC generators of an output <= 750 W (excl. ...",25998,18733,23105,18688,25400,43980,48786,48690,45453,57495,,694835,660852,693009,569730,652984,743265,790125,803855,808585,1038376,,702569,834367,972133,964447,1216573,1435189,1565428,1374310,1522357,1848772
300439,"Medicaments containing hormones or steroids used as hormones but not antibiotics, put up in ...""",0,10610,35056,10272,20379,44069,49480,45742,62042,57389,,355528,295649,312445,256985,320292,267218,286061,282369,285747,336687,,720792,781051,944020,1183284,1265086,1223530,1334529,1476602,1788721,2102972
845611,"Machine tools for working any material by removal of material, operated by laser (excl. soldering ...",0,0,0,0,0,56410,61710,56881,43678,57254,,0,0,0,0,0,781329,900494,636121,713890,1086804,,0,0,0,0,0,544066,679376,531390,392502,471863
391190,"Polysulphides, polysulphones and other polymers and prepolymers produced by chemical synthesis, ...",23452,20759,33057,31164,36197,43152,48238,44142,40660,55905,,511319,500521,532625,513638,560135,586307,644114,633498,595562,741814,,309953,306925,357433,329229,359623,412756,479724,445415,369522,465456
902290,"X-ray generators other than X-ray tubes, high tension generators, control panels and desks, ...",78855,70000,84778,67002,77877,78534,76482,57355,67475,55154,,510828,536250,553434,491790,480205,548435,520464,473841,543088,588029,,816560,812535,833615,665636,698567,730590,909856,798060,788884,792854
841391,"Parts of pumps for liquids, n.e.s.",76823,66498,60286,46754,43983,45665,43262,46584,40862,54733,,1201913,1092294,1055690,1009527,1119055,1018953,947676,902285,782383,883209,,1357594,1421763,1527201,1401425,1173447,1361664,1464158,1298493,1097616,1328723
540249,"Synthetic filament yarn, incl. synthetic monofilament of < 67 decitex, single, untwisted or ...",48927,49312,57778,44526,43435,42574,47040,50951,48544,54015,,280721,239312,244117,218043,208551,204129,217408,222771,174696,224067,,71945,77107,84151,71809,72237,73440,79351,80887,74762,85847
846693,"Parts and accessories for machine tools for working metal by removing material, n.e.s.",46228,42713,42497,40692,51711,56216,59943,61392,44594,53673,,1027325,685252,791676,708933,669489,763121,822958,777910,599093,762813,,721983,672902,739216,655156,657594,660566,791171,720679,520688,693505
690919,"Ceramic wares for chemical or other technical uses (excluding of porcelain or china, articles ...",44885,59796,60149,49961,56539,56121,62489,60814,44995,53083,,220495,336867,434081,427150,434404,528428,532980,487261,394688,478310,,468056,655824,680977,695061,666702,672050,761587,690124,516322,707696
680690,"Mixtures and articles of heat-insulating, sound-insulating or sound absorbing mineral materials ...",33480,49399,42766,37886,43482,52933,60647,62401,48111,52956,,235318,212572,186387,170519,176196,166552,175650,165089,127179,167128,,159607,176295,161101,133874,156194,175567,179750,180794,171367,178430
481141,"Self-adhesive paper and paperboard, surface-coloured, surface-decorated or printed, in rolls ...",12348,14576,18526,14160,21348,27462,27825,28917,32451,51664,,80646,68386,66721,101600,133621,133604,148279,137604,137420,165142,,337765,337408,342504,302635,317153,340603,365503,341585,335654,393168
851220,Electrical lighting or visual signalling equipment for motor vehicles (excluding lamps of heading ...,7409,6733,5385,4987,6077,5791,14025,39210,27967,49761,,672118,637423,609347,613445,800398,975239,986973,804725,640910,770093,,2174091,2603510,3137004,2857306,3112564,3562203,3664652,3249271,3086385,3399884
871410,"Parts and accessories of motorcycles, incl. mopeds, n.e.s.",35872,37501,45253,36724,37958,45742,41552,48910,45282,49511,,911203,773037,701356,560345,566455,602003,560301,595865,540172,731234,,465458,503486,646554,610873,581491,640031,609581,624140,650522,765250
841182,Gas turbines of a power > 5.000 kW (excluding turbojets and turbopropellers),11996,13737,8860,4224,3623,7896,5380,0,12934,48371,,542185,507546,231195,281872,188083,228753,258679,111331,197295,39290,,56958,55525,46257,64751,47280,36929,21073,59949,123845,104331
293399,"Heterocyclic compounds with nitrogen hetero-atom[s] only (excluding those containing an unfused ...""",24213,34213,39018,40763,36245,28975,28583,23936,19922,48103,,431020,506474,490991,473893,431951,340874,317287,350586,316463,321625,,1009522,1051525,1262223,1302646,1268906,838222,689637,736190,707739,802945
391239,"Cellulose ethers, in primary forms (excluding carboxymethylcellulose and its salts)",27583,43621,36229,40505,46520,38974,46258,47378,52856,48072,,164819,161529,148233,152025,162428,159376,186326,190127,217841,236614,,126293,142724,143688,136477,141170,132641,138646,145683,152835,163039
870333,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",143374,101284,136268,108884,112921,87112,112208,48819,36530,47303,,4988776,4055191,4311529,3561772,3568150,3687670,4027408,3503595,2862022,3278869,,5338726,4705808,5068090,5559567,6203234,5995863,5679319,5763054,3567770,2085246
870332,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",417339,466739,443466,781111,759940,478186,323976,289906,187145,47021,,3565938,4523492,5177993,4851998,4284584,3182419,1803428,1236701,524288,380005,,15924786,15391094,16870714,16514710,18129770,19281934,18815793,20659114,16401272,12273049
321519,"Printing ink, whether or not concentrated or solid (excluding black ink)",10138,10205,10791,11267,36653,63874,27285,31941,37208,46758,,449601,523704,521184,443667,445620,472629,492501,414695,376764,485350,,457613,437526,428952,360349,786825,1252698,386743,354997,380042,406961
702000,"Articles of glass, n.e.s.",22644,22633,29591,27193,34711,58334,69219,58109,51373,46281,,428724,328481,254026,264634,305036,356863,494855,515591,417058,462062,,127161,151309,186475,184525,210578,238516,289695,261817,252831,366099
731511,Roller chain of iron or steel,26887,20528,24649,20418,22780,25497,28949,30551,31268,46034,,408384,365214,343028,299606,316834,324061,338612,331985,292148,383904,,115222,111242,114257,106273,110545,129739,141545,136541,140645,217874
293339,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyridine ring, ...",16410,15623,8437,17093,11137,8537,14062,25882,39962,45287,,388283,361110,307873,273398,296108,307553,235407,286411,269518,296143,,1256613,1098187,1997002,2034868,2084380,2163952,3939110,2627129,3333326,1722534
330499,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), ...",57448,60396,50143,43965,46861,42121,36471,45904,29653,45158,,1029267,917389,909272,1096436,1586677,2164437,3301627,3870775,4803433,5660184,,1219409,1444177,1498554,1367840,1440036,1649887,1833142,1791663,1609789,1928745
841330,"Fuel, lubricating or cooling medium pumps for internal combustion piston engine",58866,42365,18710,9304,8252,13404,15626,12395,30083,44725,,1209297,1106216,1117687,949523,924647,907735,831353,889335,941432,1059851,,1319241,1278085,1378837,1125876,1339329,1490667,1441279,1286907,1136698,1318714
854110,Diodes (excluding photosensitive or light emitting diodes),15513,14756,16265,12960,18693,28028,39015,32451,26609,44436,,777168,727223,721632,615587,630799,715546,696267,680644,617297,717382,,638842,740027,812068,761454,789705,931961,1130391,977437,838085,1194876
843149,"Parts of machinery of heading 8426, 8429 and 8430, n.e.s.",29573,26254,36878,28743,26902,28512,38439,31145,33299,43541,,2291970,1596532,1556977,1209474,1306332,1818446,2090725,1733903,1258041,1743400,,2032778,1851795,1903619,1603981,1591180,1830254,2248405,2228644,1825478,2379548
711292,"Waste and scrap of platinum, incl. metal clad with platinum, and other waste and scrap containing ...",155686,56939,95717,19853,20950,39701,99802,64885,50993,43305,,538145,357694,266503,194338,181278,147106,248243,305933,506704,642596,,1874107,1834649,1528461,1129924,841621,964157,1174410,1594561,2411413,3723744
848330,"Bearing housings for machinery, not incorporating ball or roller bearings; plain shaft bearings ...",72091,65527,66251,41469,36223,39605,40921,39340,42341,43281,,933139,790538,805455,712795,741285,796881,807229,802014,677937,810466,,521085,548400,619232,516131,529531,587855,647265,615004,516360,616393
293090,"Organo-sulphur compounds (excl. thiocarbamates and dithiocarbamates, thiuram mono-, di- or ...",17647,39042,59028,17617,16738,14339,15804,13067,31451,42641,,779938,749473,748654,765476,709057,614535,513999,714903,719469,866790,,344791,385987,439515,370165,298353,290316,311940,289346,289268,330706
850750,Nickel-metal hydride accumulators (excluding spent),86415,84521,64302,40570,48889,44762,44653,49329,42148,42580,,702566,683673,575932,541136,675895,741655,893643,1073125,884843,1000283,,242470,217289,175152,148690,160340,139479,146633,155621,137008,138141
820770,Interchangeable tools for milling,27126,26815,31045,25714,35593,37646,46304,44660,35709,42225,,154470,150500,166337,179868,175929,192534,223394,206576,169235,200556,,246491,260202,306067,275823,317106,374578,454975,400569,363356,460794
841590,"Parts of air conditioning machines, comprising a motor-driven fan and elements for changing ...",126521,105170,100176,70453,46714,48512,50273,55395,38628,41785,,1789735,1482786,1419222,1079961,1136668,1147645,1230727,1096496,883936,1010781,,1043872,1112625,1144403,947310,958113,889773,968905,1134611,1090270,1119285
900190,"Lenses, prisms, mirrors and other optical elements, of any material, unmounted (excluding such ...",24660,22948,23725,19445,27717,27880,28428,33220,34702,41483,,1942122,1592109,1458902,1219660,1159769,1330908,1282437,1323489,1366756,1488327,,374157,412004,425144,372726,384019,482892,579384,540618,510851,635133
840999,"Parts suitable for use solely or principally with compression-ignition internal combustion ...""",187040,124507,72720,47970,38912,44516,41524,40492,35746,40411,,2663463,2226729,1790278,1505854,1465354,1812839,2044114,1933217,1637909,2078857,,3818469,3675550,3932631,3337936,3499906,3685295,4041239,3700733,2925090,3612638
853890,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ...",65588,63508,65755,41399,42732,52143,57898,49856,32623,40268,,3450910,3051982,3023595,2588210,2717099,3007350,3007832,2779823,2569394,3051101,,1747576,1811962,1930279,1598143,1723315,2067773,2328760,2109560,1881000,2316164
850300,"Parts suitable for use solely or principally with electric motors and generators, electric ...",15160,17447,16045,9433,11516,13956,16285,16693,15899,40106,,1371225,1309590,1395164,965605,985280,940690,1003959,987625,1239569,1651732,,1893121,1983712,2028721,1696955,1825517,1946629,2195122,2217562,2200722,2715552
871496,"Pedals and crank-gear, and parts thereof, for bicycles, n.e.s.",40619,27580,32959,37292,39773,34201,33030,34648,33180,40000,,162308,133342,154389,169934,168181,147931,138416,155379,132238,186295,,128330,110453,115263,116681,113086,114508,126236,129846,150440,223160
391000,Silicones in primary forms,17659,27163,25418,19155,17262,27183,38531,46644,33357,39607,,749147,721849,723780,678020,691833,772778,860667,757122,718076,882768,,411498,432402,429304,370736,399289,459037,562715,488441,433069,560361
300212,Antisera and other blood fractions,0,0,0,0,0,14350,13887,16690,13837,39296,,0,0,0,0,0,88445,71166,57781,52595,54156,,0,0,0,0,0,3956858,3919422,4523215,4344356,4763894
401699,"Articles of vulcanised rubber (excluding hard rubber), n.e.s.",36095,32167,32015,23360,28993,31235,31198,30764,35301,38883,,932802,813518,774151,695708,748572,764688,780473,725024,615688,703444,,1354654,1446842,1544451,1322903,1369014,1515990,1631178,1507320,1370634,1668306
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",36410,28809,30893,30520,30411,35284,38648,31304,35969,38764,,564370,495037,510320,433307,444991,503274,526521,482376,451765,572077,,1958355,2146764,2236922,2119398,2247342,2598028,2634437,2413935,2417138,2936782
391990,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether ...",17417,14454,17882,16302,21548,23392,25307,25755,28091,38709,,2192601,1962610,1980391,1776514,1852565,2184618,2066337,2018692,2362543,2756433,,717227,726784,777309,695665,710670,703146,731492,709730,712369,848776
853690,"Electrical apparatus for switching electrical circuits, or for making connections to or in ...",60154,36368,29968,30854,32105,36019,43625,36668,23482,38293,,4839268,4370141,4249763,3907024,4300686,4936728,4713083,4353913,4021326,4401146,,1548620,1562560,1745903,1528070,1569770,1587057,1708662,1534031,1463464,1873214
870894,"Steering wheels, steering columns and steering boxes, and parts thereof, for tractors, motor ...",48152,36021,24074,19333,21416,23187,24991,46949,24958,38164,,1764231,1566885,1274852,1155987,1292475,1370770,1469745,1185311,873893,1084496,,1955963,2199178,2428195,2071857,2344108,2422875,2530696,2238223,1946228,2002323
903082,Instruments and apparatus for measuring or checking semiconductor wafers or devices,19740,9333,18662,9473,9626,18615,18498,9546,9717,38075,,701590,512970,694970,599068,641788,1043991,1498329,1126235,1440515,1728008,,120965,114676,115476,101732,82098,121284,127714,111972,93226,156616
848610,Machines and apparatus for the manufacture of boules or wafers,48467,34072,5070,7535,11038,14632,29187,27228,34221,37517,,915012,571242,648288,546658,774842,792380,898338,947973,917117,1340414,,93758,69918,55549,66467,97313,101410,114459,86661,59425,93154
880390,"Parts of aircraft and spacecraft, n.e.s.",76719,97553,2024,2295,683,17379,245,861,274,37376,,12976,15184,14611,21722,13275,13695,22107,10666,2196,7821,,506846,580706,201818,261348,260180,279960,270359,309467,357560,272353
711031,"Rhodium, unwrought or in powder form",1909,384,1529,1994,290,416,1232,5909,20237,36761,,27583,17708,12260,13524,2304,5320,15365,23333,150994,302623,,218557,139090,181657,143259,114389,209729,487547,897941,2288392,5047940
