Product code,Product label,Russian Federation's imports from Japan-Value in 2012,Russian Federation's imports from Japan-Value in 2013,Russian Federation's imports from Japan-Value in 2014,Russian Federation's imports from Japan-Value in 2015,Russian Federation's imports from Japan-Value in 2016,Russian Federation's imports from Japan-Value in 2017,Russian Federation's imports from Japan-Value in 2018,Russian Federation's imports from Japan-Value in 2019,Russian Federation's imports from Japan-Value in 2020,Russian Federation's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
851290,"Parts of electrical lighting or signalling equipment, windscreen wipers, defrosters and demisters ...",2623,4528,3684,2516,2494,4189,6682,6886,7811,14725,,438512,419622,433981,381665,547421,724460,773739,685946,639773,686810,,78729,80564,72232,48096,47059,63565,89991,115128,97027,150545
901849,"Instruments and appliances used in dental sciences, n.e.s.",11483,11600,13148,7533,9377,13045,11150,12150,12621,14630,,217985,209451,213238,209480,215521,212811,230705,228812,197134,267374,,106805,118933,108685,66529,73409,103034,105507,107328,115322,156376
870895,"Safety airbags with inflator system and parts thereof, for tractors, motor vehicles for the ...",20280,22270,16089,6612,10519,21794,22229,19584,11249,14002,,391412,375802,328894,362675,604025,745835,747503,618584,353962,419715,,156090,158258,140903,64400,76806,115764,126968,135550,99885,127139
842919,"Self-propelled bulldozers and angledozers, on wheels",7577,3332,1702,0,6443,6136,7111,14819,5701,13830,,55579,24529,25914,13703,16723,22907,21534,26523,14201,33810,,16942,8308,7714,2526,7509,8779,11263,19101,9360,17658
901850,"Ophthalmic instruments and appliances, n.e.s.",19057,11038,9982,7174,6818,9913,13437,14899,11452,13800,,316839,307174,297016,259534,267043,285392,315025,306893,256263,315193,,114871,88137,89187,68891,76726,91076,113795,130760,101713,130168
841221,"Hydraulic power engines and motors, linear acting """"cylinders""""""""",11074,9566,8172,5208,5679,8647,16377,16506,9750,13370,,395898,243911,243161,200009,213083,235026,246528,249233,202121,243860,,210244,209285,194369,145632,168190,205927,244582,257220,246879,317292
848340,"Gears and gearing for machinery (excluding toothed wheels, chain sprockets and other transmission ...",20646,15266,13781,10733,12919,15147,22247,12919,9040,13134,,2545160,2262152,2166942,1905795,2021189,2226098,2368784,2058031,1765776,2269728,,272872,280108,266167,179029,234149,270783,321744,331951,330842,389152
820900,"Plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets",5365,6635,7261,5301,7213,9875,10704,9917,10694,13036,,752716,703374,767462,737215,736380,798627,915951,812166,701028,899920,,96325,111498,116439,86286,95170,122601,134377,135963,149874,179760
850710,"Lead-acid accumulators of a kind used for starting piston engine """"starter batteries"""" (excluding ...""",8493,12106,11502,7541,7305,9778,11367,11570,8210,11688,,70146,76063,63488,71008,82309,101783,101947,95286,72231,83086,,374673,401837,305991,154074,219527,276554,275231,266930,240208,359607
846729,"Electromechanical tools for working in the hand, with self-contained electric motor (excluding ...",4627,1319,704,268,337,13428,13002,7477,7980,11532,,327153,297551,272729,243819,255629,295919,312236,303132,267856,383596,,413313,287822,277247,133161,132334,232732,236494,219412,244290,490843
848330,"Bearing housings for machinery, not incorporating ball or roller bearings; plain shaft bearings ...",4791,3568,3534,2821,3821,7352,6434,7826,8681,11532,,933139,790538,805455,712795,741285,796881,807229,802014,677937,810466,,76616,84685,90926,73656,86151,109385,126098,117394,122019,146952
321590,"Ink, whether or not concentrated or solid (excluding printing ink)",17224,18272,12981,11310,12119,12776,12062,12436,9638,11526,,149856,107033,117206,110391,116940,112340,117018,132723,130495,142392,,76379,79594,81779,66767,76103,73230,76445,89189,77103,87870
850760,Lithium-ion accumulators (excluding spent),2507,2434,2670,2403,2028,2522,5824,9834,12355,11421,,2293524,2053191,2032530,2032883,2617327,2571627,2577621,2053783,2480619,3372165,,51100,47176,52022,53706,69919,88450,122807,137185,158350,208905
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.",17231,21144,20376,10471,17905,11788,25544,31996,9353,11037,,900159,805238,790649,665510,756285,732245,813511,817180,778914,885385,,220149,260617,283753,222101,246084,281702,303585,350246,328420,405179
848350,"Flywheels and pulleys, incl. pulley blocks",5603,6085,4922,4182,4887,5898,8446,9577,8838,10960,,560007,563144,483439,402263,403317,419043,422452,391532,327964,430937,,80211,95180,90623,70359,86265,110888,125384,121454,120572,160990
700910,"Rear-view mirrors, whether or not framed, for vehicles",9951,12794,11362,5798,5339,8691,9240,11111,8102,10906,,76724,72272,65366,70312,84690,85108,82320,73892,62260,75973,,86177,90740,80314,47992,55063,84647,100025,100587,89889,121318
844332,"Machines which only perform one of the functions of printing, copying or facsimile transmission, ...",37350,17948,12866,7265,10589,12431,12051,10793,9483,10759,,983270,801660,786271,759995,779170,689703,744085,722393,541396,653027,,387572,363097,238750,140051,152170,200883,208840,228336,187051,235213
870892,"Silencers """"mufflers"""" and exhaust pipes, and parts thereof, for tractors, motor vehicles ...""",44342,46340,37237,13035,10970,19914,22232,17465,8719,10746,,428711,342858,270671,254383,249751,236513,261271,278507,245260,305697,,275090,279260,229942,102717,114425,162376,200714,201037,179409,269279
900110,"Optical fibres, optical fibre bundles and cables (excluding made up of individually sheathed ...",10221,6392,7843,9303,8076,9317,12491,4654,7922,10644,,312180,259041,266790,311231,309676,335379,374373,291090,243401,253828,,48742,34035,47733,27363,30852,35013,49483,32255,34090,36081
848220,"Tapered roller bearings, incl. cone and tapered roller assemblies",5160,7369,5101,4766,4978,6113,8496,8538,7404,10192,,774567,622392,656630,621702,601056,639108,651120,687548,555089,672942,,76700,80011,93133,54919,57792,78883,90950,94729,94292,125204
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",6083,7244,6806,6087,8792,8275,8911,11248,8761,10179,,521123,483066,492569,416326,444614,457944,459745,435813,387156,549448,,253962,252923,224515,144319,153388,167453,175293,159060,148500,179695
340319,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",5945,3849,4326,3571,4777,7167,9174,11003,8715,10107,,109957,101577,102861,98196,136307,184917,203914,189944,166848,172195,,331337,334141,305684,205008,216672,253479,278885,262449,231168,272062
847170,Storage units for automatic data-processing machines,3679,2801,3102,30122,10575,38081,9488,19429,29945,10101,,420083,396019,390510,278646,313569,498373,371105,288369,172081,160948,,596580,593139,1026854,983014,771191,1048070,1063429,1039635,1095164,1205837
300212,Antisera and other blood fractions,0,0,0,0,0,3043,3012,4328,4983,10068,,0,0,0,0,0,88445,71166,57781,52595,54156,,0,0,0,0,63,551448,567213,522784,433126,472131
842131,Intake air filters for internal combustion engines,11809,13252,11359,7155,7067,8471,10233,11487,8432,9945,,62682,53043,50298,42376,35830,48407,60953,47227,37324,52136,,144625,150995,137481,92056,100306,123065,136103,135997,118684,141103
901832,"Tubular metal needles and needles for sutures, used in medical, surgical, dental or veterinary ...",5049,4528,5175,4076,3901,4209,6932,8048,7995,9851,,229109,202624,194033,183223,194636,188399,197686,209144,213397,232978,,33706,35097,37848,34533,37980,46634,51541,55668,57444,58293
731829,"Non-threaded articles, of iron or steel",2295,3144,1897,1602,1588,2163,6389,9711,5265,9848,,183222,157705,150410,125635,134600,142043,146928,134870,112303,149309,,35770,33061,33410,29246,30923,45100,55269,64037,61788,84334
842129,Machinery and apparatus for filtering or purifying liquids (excluding such machinery and apparatus ...,8266,6971,7083,3547,2663,3464,4658,5443,6383,9779,,739589,658315,665862,587650,661889,681534,725789,726630,783582,845716,,229449,279095,258725,191343,200486,203742,189023,219462,185818,228317
854430,"Ignition wiring sets and other wiring sets for vehicles, aircraft or ships",16877,27874,29436,13367,17252,34460,36897,38499,25757,9771,,238282,275364,219061,199531,220973,232970,238274,255695,299018,251779,,239748,251630,241026,121056,123899,166946,209086,242743,226353,310054
700721,"Laminated safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, ...",22788,27345,23830,13597,9353,8920,7667,8249,7340,9674,,64051,74212,67837,60636,68471,67311,81155,78043,61101,81668,,134215,151235,138033,66650,51967,62607,61272,65041,61272,85572
330290,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or ...",24455,19329,9650,4490,18064,21816,19621,1979,4699,9592,,106053,89485,83903,68559,72274,70910,78166,92894,108851,121476,,176236,180330,171827,146341,169570,221431,287353,293660,309985,349467
848310,"Transmission shafts, incl. cam shafts and crank shafts, and cranks",6568,6337,3861,4253,7737,8052,8532,9431,8347,9402,,1623251,1369331,1236552,1074215,1126345,1188065,1204895,1042603,828243,1041100,,176254,209138,172507,142085,132075,171303,178515,189878,209491,221905
841370,"Centrifugal pumps, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",10254,16700,12703,25631,8343,10575,8419,7948,7479,9311,,956924,793113,723612,716117,738584,575383,641813,614539,583843,580242,,1041080,1227805,1018169,625921,626080,705117,611561,661417,631998,788057
902780,"Instruments and apparatus for physical or chemical analysis, or for measuring or checking viscosity, ...",21279,16092,12462,10308,6471,11025,11637,7908,8662,9310,,1472076,1175996,1372359,1272754,1420905,1176281,1292773,1200384,1120076,1043198,,203211,184468,160703,99894,103221,142903,159038,182080,204682,221701
381519,"Supported catalysts, n.e.s. (excluding with precious metal, a precious-metal compound, nickel ...",750,672,68,15845,5546,2840,327,337,7566,9178,,534531,440221,428587,323674,359091,352055,403246,496066,422350,481383,,77323,139832,150646,153900,112116,85689,91050,190686,155463,139074
846594,"Bending or assembling machines for working wood, cork, bone, hard rubber, hard plastics or ...",449,5559,1449,488,2947,5,7304,3973,5811,9096,,3671,4208,4726,3027,10368,10334,5805,2433,6294,2758,,44895,43388,94199,26867,19978,27247,80850,30525,55549,68678
870421,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",4763,11495,8070,3206,948,7358,2266,6445,4320,9069,,1780379,1658510,1905092,1724152,1712004,1864177,1950214,1970692,1828092,2262500,,1093734,1115835,765792,220838,176206,285733,233230,281819,190668,241472
681182,"Sheets, panels, paving, tiles and similar articles, of cellulose fibre-cement or the like, ...",2489,2823,4324,1677,992,1014,4728,6838,6558,8898,,1845,4515,3142,2317,3510,3036,4406,3115,3429,4913,,7382,10652,11799,6653,6242,7795,14524,17477,19166,23576
901813,Magnetic resonance imaging apparatus,72049,29222,11227,3029,9091,8357,15557,11872,16248,8888,,224291,185936,187889,189792,181388,156089,198281,160818,136385,130305,,265547,165928,217901,76554,68173,57532,70383,90495,143687,118650
370130,"Photographic plates and film in the flat, sensitised, unexposed, with any side > 255 mm",3711,4857,5682,4433,4522,4968,7488,7141,7951,8574,,533489,459139,408593,369118,398604,404753,413559,462993,391163,497440,,55400,55235,49222,30175,36514,41825,47419,38355,54253,78866
846596,"Splitting, slicing or paring machines, for working wood",1,102,3,103,0,200,1452,1719,229,8475,,22027,8703,1619,567,4076,507,2888,2018,1048,5565,,32159,59661,30566,10059,20668,39697,30629,29794,26463,51378
840733,"Spark-ignition reciprocating piston engine, of a kind used for vehicles of chapter 87, of a ...",602,1260,1790,1216,1863,2134,2948,6378,6790,8443,,359671,323237,246938,306948,321732,329388,385387,378581,347587,352877,,10866,11658,14059,9299,8083,8626,11631,15586,13038,19826
854140,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in ...",9941,5555,6698,5872,8224,5967,8472,5598,6176,8328,,5832186,4725687,4535930,4031915,3912765,3882194,3955824,3532115,3441502,3822637,,124442,158776,179789,183056,165981,207058,305233,350584,281014,280574
847950,"Industrial robots, n.e.s.",2346,4691,3606,8875,4131,8484,7650,9845,5956,8284,,1447595,1247689,1452403,1437388,1627572,2206593,1995792,1592161,1723293,2377328,,32603,41010,36028,18039,11247,25912,28352,32676,35263,42071
845710,Machining centres for working metal,45121,53660,40534,40232,47318,23312,36393,25524,12979,8241,,5389541,3127131,4494546,3858334,2695200,3280042,3624641,2735020,1988187,2867455,,347072,354767,502984,345318,234830,261410,297549,233254,202260,242807
852691,Radio navigational aid apparatus,20695,23138,18583,2801,1374,282,8472,13447,13627,8233,,1762730,1192211,1051430,894110,884456,806471,763390,605536,395541,257543,,301415,255864,199270,87782,98768,156384,184472,255080,189394,258375
870893,"Clutches and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, ...",8416,7451,6959,4834,5662,7022,7222,7628,6386,8173,,922946,913315,876139,791304,790676,803223,829445,834862,736044,955422,,190680,203726,183668,123556,135155,176792,192155,182322,158104,221641
400219,"Styrene-butadiene rubber """"SBR""""; carboxylated styrene-butadiene rubber """"XSBR"""", in primary ...""",146,3699,3075,4943,4700,6756,7258,8502,9552,8118,,757844,679485,599291,451501,451224,546306,483213,428772,311083,393931,,69035,72289,55152,49066,57199,70845,73611,74177,56295,82797
901839,"Needles, catheters, cannulae and the like, used in medical, surgical, dental or veterinary ...",6661,8698,8046,5535,3880,5024,6889,7252,7046,8111,,619166,591606,613398,644402,754267,890582,975634,1066728,921053,938664,,164877,191959,186534,167689,174269,196287,208207,225435,212670,211414
271312,"Petroleum coke, calcined",0,249,164,0,4334,6259,21281,64335,19057,8019,,56984,78624,60736,23166,20394,39605,30707,40964,865,9889,,177123,94508,45937,65708,57500,67332,162548,257254,90712,67972
950450,Video game consoles and machines (excluding operated by any means of payment),366,610,377,311,342,3492,3233,6072,4154,7954,,925063,924852,751503,444790,590963,1492819,2319022,2121841,2718615,2865835,,232948,166246,214807,123265,72982,154700,164309,197675,142341,169256
841360,"Rotary positive displacement pumps for liquids, power-driven (excluding those of subheading ...",8269,7599,5483,3975,5536,8900,9820,7859,5618,7835,,675254,640742,541376,464930,490356,573910,623378,648067,615328,774066,,201488,194779,185915,110670,122830,150870,166452,160800,151397,185837
732020,"Helical springs, of iron or steel (excluding flat spiral springs, clock and watch springs, ...",5896,8843,6364,3971,3728,6526,9566,8457,6290,7795,,354983,320536,307632,255761,261118,280555,298908,282923,257428,301198,,108060,115868,104639,60954,70123,89634,104904,112107,95733,117665
902920,"Speed indicators and tachometers, stroboscopes",1131,1109,502,354,254,307,403,764,2692,7740,,240251,199828,187964,216751,393184,384698,373765,269507,155165,179725,,31966,35003,34161,15631,22301,43371,40220,32822,36418,52105
842649,"Mobile cranes and works trucks fitted with a crane, self-propelled (excluding those on tyres ...",26563,12668,22308,24745,5130,1044,10738,2992,9754,7708,,491038,468981,559177,495105,324343,243789,290529,281258,205320,235910,,189166,107087,107823,46683,104851,58143,72154,50995,68421,142384
