Product code,Product label,India's imports from Germany-Value in 2012,India's imports from Germany-Value in 2013,India's imports from Germany-Value in 2014,India's imports from Germany-Value in 2015,India's imports from Germany-Value in 2016,India's imports from Germany-Value in 2017,India's imports from Germany-Value in 2018,India's imports from Germany-Value in 2019,India's imports from Germany-Value in 2020,India's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
902810,"Gas meters, incl. calibrating meters therefor",679,713,1570,751,1207,5105,4464,2700,2589,2357,,193704,171261,235173,209485,232588,215115,197188,175539,131313,128641,,5032,4341,3877,2629,4533,8612,12688,20519,15276,11940
350300,"Gelatin, whether or not in square or rectangular sheets, whether or not surface-worked or coloured, ...",4914,6635,5166,4614,3151,2928,3294,1366,2841,2356,,234077,261055,246890,213905,233660,248800,256795,259726,261445,276916,,23210,32122,27800,27215,19240,24634,27811,39312,42767,39406
903220,"Manostats (excluding taps, cocks and valves of heading 8481)",2536,1422,1573,2730,852,1075,2781,1633,1823,2354,,1037656,1037785,1093686,906837,644279,428465,423243,314461,252949,246096,,7675,4811,6241,7191,5669,7678,9167,12008,11920,19618
290960,"Alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides and their ...",327,258,380,106,397,1322,1368,2772,2460,2354,,79869,78235,79666,71173,67186,75951,88275,84799,89304,99678,,14093,15654,16608,15292,16921,24608,33840,37044,32953,43301
850760,Lithium-ion accumulators (excluding spent),0,73,139,334,407,1107,1184,1089,1352,2351,,276740,457301,543834,489746,592135,966240,1332376,1988716,3451412,5815122,,0,167481,126533,203092,304780,467906,1147766,1295134,1056579,1664286
851890,"Parts of microphones, loudspeakers, headphones and earphones, earphones, audio-frequency electric ...",806,738,628,829,713,762,1494,1863,836,2350,,102353,93132,93618,81125,93431,88005,96637,88471,69436,90970,,31510,26677,26315,27985,28441,35323,43153,40941,25544,58243
842420,"Spray guns and similar appliances (other than electrical machines, appliances and other devices ...",1547,1897,985,993,1550,1301,1633,2106,2610,2348,,310433,198651,221302,253947,238330,260389,327837,293163,214127,257430,,10071,8954,8737,9270,11848,16319,20619,17139,18078,22811
841720,"Bakery ovens, incl. biscuit ovens, non-electric",530,33,472,360,98,155,147,931,1116,2339,,45052,52980,43831,42767,45273,55515,43169,61662,56581,55137,,6298,6428,6203,6546,4250,4903,12149,8322,6648,12602
381090,"Fluxes and other auxiliary preparations for soldering, brazing or welding; preparations of ...",1332,2761,3132,2313,1725,2933,4076,2613,1213,2338,,115868,121580,126149,110157,104695,107718,121860,123743,109278,118375,,16334,16079,16250,16395,18860,22038,26600,27588,19806,25143
740919,"Plates, sheets and strip, of refined copper, not in coils, of a thickness of > 0,15 mm (excluding ...",3013,2028,1472,1977,1612,1889,3338,3340,2630,2338,,201867,174638,147681,125792,98860,130564,150617,129652,111356,147190,,36774,43466,59206,50337,41249,47278,43869,38467,33162,60115
293624,"D-Pantothenic or DL-pantothenic acid """"Vitamin B3 or B5"""" and their derivatives, used primarily ...""",163,388,1078,583,1402,3431,428,523,2610,2334,,0,0,0,0,0,0,0,0,0,0,,4516,4139,5704,6554,7297,12172,11819,9816,13236,16055
400932,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",1908,2669,2986,2251,1899,2616,2724,2167,1174,2330,,128787,150216,147377,133566,144314,175453,196281,173052,137006,159093,,5763,9300,10859,15832,13095,20084,21865,19933,15031,13848
851680,Electric heating resistors (excluding those of agglomerated coal and graphite),1157,1459,1489,1251,1556,1994,2482,2919,1738,2327,,365885,406244,449822,416856,455373,502371,501424,486996,478098,557892,,10523,11119,11890,11938,13542,16706,18282,21828,17022,26845
851660,"Electric ovens, cookers, cooking plates and boiling rings, electric grillers and roasters, ...",2867,2046,1571,1291,1720,2917,3007,1668,1378,2317,,1253644,1291905,1383567,1379782,1475173,1603846,1756062,1646672,1757182,2156046,,121140,107891,70302,57575,51634,56921,77295,81131,78688,94821
852691,Radio navigational aid apparatus,1279,919,544,1736,7013,4582,7418,5500,1777,2317,,1270199,1236600,1250050,1178787,1398505,1768870,1682815,1767763,893907,544205,,19414,31353,36689,49265,64064,81520,114189,121599,260185,282253
760421,"Hollow profiles of aluminium alloys, n.e.s.",568,309,351,494,405,654,2112,2417,1775,2315,,566107,579825,609308,549269,543085,650825,774727,782559,769428,935024,,7604,7457,10348,12821,18300,22180,28005,28934,23209,43221
845961,"Milling machines for metals, numerically controlled (excluding way-type unit head machines, ...",6274,2960,5212,3810,4015,11654,6023,2115,7329,2314,,634960,680261,436835,328984,275454,318176,414383,321716,249357,289214,,26918,24310,23432,19267,21766,28135,20689,18917,18621,14324
852852,Monitors capable of directly connecting to and designed for use with an automatic data processing ...,0,0,0,0,0,530,1904,2068,1148,2311,,0,0,0,0,0,659226,703792,849952,898651,947800,,0,0,0,0,0,254707,357590,360163,296910,451604
290514,"Butanols (excluding butan-1-ol """"n-butyl alcohol"""")""""",3114,6807,6336,13124,13621,10655,4108,1441,1556,2294,,57429,46474,44051,37546,26825,40026,40738,28811,32439,50214,,63400,66832,69267,55467,48482,49314,80703,62264,54947,104386
391910,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, in ...",878,1035,3845,4699,2208,2394,1599,1661,2284,2294,,651091,695790,855439,712081,683652,778942,887965,855904,857974,1057446,,14904,11156,13598,13979,13832,17187,26187,24497,24236,30058
901812,Ultrasonic scanning apparatus,3220,2006,1086,860,3546,2483,4282,1713,2549,2286,,424099,409132,297806,223850,234188,272571,280193,292254,265561,323200,,92869,92318,99621,101334,107379,131406,162280,171780,141431,201606
400249,"Chloroprene """"chlorobutadiene rubber, CR"""", in primary forms or in plates, sheets or strip ...""",12326,6490,4678,7599,6493,9995,4343,2309,1579,2276,,163828,123739,124170,107429,92491,132832,152200,152323,97146,144765,,64180,50419,45046,51955,49584,70429,90336,74709,57491,79472
843120,"Parts of fork-lift trucks and other works trucks fitted with lifting or handling equipment, ...",2678,2198,1756,1691,1952,1824,1789,1943,1353,2268,,773991,655105,686224,574958,616537,686061,766795,731014,625630,762338,,36220,20168,19248,18249,17539,23916,23834,22337,16391,25913
170219,"Lactose in solid form and lactose syrup, not containing added flavouring or colouring matter, ...",1077,1452,137,539,344,428,754,188,544,2268,,17042,12729,8729,4438,1253,1525,1495,927,865,936,,10699,11382,9598,7314,9256,14807,19143,16479,21735,24791
847590,"Parts of machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, ...",8772,3239,1595,1988,2221,2082,2212,7498,4625,2266,,221754,282304,366065,257584,218576,388986,380935,422683,574338,985174,,44664,21357,14966,16552,15258,16313,27391,31307,42784,31538
853941,Arc lamps,85,59,661,1924,1559,1957,2682,3200,1507,2266,,451862,466683,493536,483763,444588,414731,357660,270133,203932,201351,,497,1696,2842,3721,3891,3775,6793,7603,2733,3594
340219,"Organic surface-active agents, whether or not put up for retail sale (excluding anionic, cationic ...",4369,4020,3472,3235,3853,4328,3569,2935,2113,2264,,87778,95167,84159,79672,81372,89004,100962,95810,99481,112486,,33459,25320,29511,28156,30738,35530,30161,31135,30898,36089
401032,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",289,496,410,559,646,1266,2014,1627,1538,2247,,66700,68620,68476,53085,54045,60971,62064,55561,52928,62760,,2688,6500,3960,3413,2021,3397,4299,3516,3684,5457
480255,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",316,360,522,326,570,782,1033,1723,1675,2239,,481460,465467,511710,407926,373782,385577,395783,390044,355216,407133,,2125,4661,9794,8586,13948,51432,35743,97267,45346,32784
410711,"Full grains leather """"incl. parchment-dressed leather"""", unsplit, of the whole hides and skins ...""",114,75,20,3,17,2275,3283,2764,2003,2235,,69797,62631,70324,54059,43486,38752,29248,24587,18308,19824,,6319,6324,7878,7812,7800,86483,90783,103878,71930,108889
381121,Prepared additives for oil lubricants containing petroleum oil or bituminous mineral oil,4756,2153,3156,4149,4355,4255,1710,1002,2112,2227,,243612,253689,255089,215479,217186,249989,270711,258478,255695,312471,,113567,127664,127800,124576,136564,158886,178689,203464,164822,212124
854620,Electrical insulators of ceramics (excluding insulating fittings),1227,320,117,717,1404,763,1985,2137,1640,2225,,87537,98653,124088,110414,63200,46117,62563,69068,63316,65805,,40658,23888,11289,21307,14018,11565,16629,11142,8004,8679
481141,"Self-adhesive paper and paperboard, surface-coloured, surface-decorated or printed, in rolls ...",1014,1525,1209,1095,826,1132,1394,1496,1647,2216,,369939,380088,394870,357556,361653,398661,425543,371668,379364,449800,,32797,31991,35467,30462,32060,51057,70295,67981,53201,80830
846791,"Parts of chainsaws, for working in the hand, with self-contained electric or non-electric motor, ...",1421,567,715,868,786,809,776,992,1505,2207,,0,0,0,0,0,0,0,0,0,0,,3957,3092,3063,2665,2203,2783,5354,6094,8695,13173
851840,Audio-frequency electric amplifiers,601,906,1329,1567,1068,1605,2880,2448,1350,2197,,257626,267471,272149,237810,272313,309782,334710,316955,311398,368073,,18976,18890,20215,20556,16925,25282,32656,80254,85891,151889
841931,Dryers for agricultural products,937,2159,719,498,1853,265,2231,773,53,2195,,63681,100721,88345,85379,54653,47514,50471,43121,40720,56622,,8099,5244,3467,1781,3390,13635,12877,25291,2358,4728
901510,Rangefinders,175,214,178,210,237,144,424,132,91,2193,,102067,108728,122876,121707,124163,129623,140937,132752,134430,166198,,890,1013,970,1139,940,1645,3114,3730,2762,4547
902590,"Parts and accessories for hydrometers, areometers and similar floating instruments, thermometers, ...",1770,1827,1695,2066,1307,2058,2594,2604,1787,2189,,102991,104801,119150,114595,124576,137303,149219,144760,156907,183738,,14951,12071,13714,11655,11284,15951,22613,20445,28853,23510
730439,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of iron or non-alloy ...""",20470,3417,1198,1140,490,935,2122,1084,2722,2186,,724628,689407,623226,464626,396222,501828,636860,483432,335942,455556,,171826,80635,61383,55216,45362,56321,102691,114843,80269,93148
690220,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, ...",5031,3752,3921,4166,1264,1359,1929,4055,3200,2176,,284834,256012,233058,224716,226638,238881,279578,273985,276731,295960,,58697,50341,41447,74378,16148,40113,36269,55206,51674,42174
842010,Calendering or other rolling machines (other than for metals or glass),848,1307,2636,2034,2498,2461,2562,491,1191,2175,,96878,101586,80840,57936,72666,76936,115184,63368,58882,88085,,22365,18607,10964,10895,26933,26091,20179,38815,13603,25636
400821,"Plates, sheets and strip, of non-cellular rubber",1642,1684,1438,1510,1166,1091,1134,1028,1346,2175,,564642,570786,587062,514872,531078,570464,582707,537182,521950,599827,,15830,11056,10138,9557,10822,12404,13224,12525,8089,9924
853222,"Fixed electrical capacitors, aluminium electrolytic (excluding power capacitors)",1020,1018,896,1092,813,1126,1038,1328,1973,2173,,212557,229519,247901,254030,279678,293211,341128,319442,312924,379921,,37670,41334,52758,53411,50495,67381,92388,109213,81238,120927
810590,"Articles of cobalt, n.e.s.",252,356,543,649,876,697,1471,1481,2067,2168,,78904,88554,90247,75600,79735,91305,104325,106668,90521,103980,,3954,3825,7110,6729,5783,8595,15881,15393,13970,25361
846190,"Planing machines and other machine tools for working metals, metal carbides or cermets by removing ...",2407,9251,1580,3951,1107,225,812,1854,812,2166,,16949,13007,11153,6197,13717,8717,9089,8488,5922,10900,,55020,38071,25081,19560,18279,15212,16464,14010,8014,11360
940690,"Prefabricated buildings, whether or not complete or already assembled (excl. of wood, and modular ...",0,0,0,0,0,768,2490,1577,632,2162,,0,0,0,0,0,292281,359118,263505,240582,346038,,0,0,0,0,0,14964,30166,26307,16277,25348
290719,"Monophenols (excluding phenol """"hydroxybenzene"""" and its salts, cresols and their salts, octylphenol, ...""",2872,3180,4411,3529,2891,4454,4601,3468,3502,2144,,164072,168327,159551,119616,88865,106267,111024,116510,124780,112928,,61627,72857,73207,60118,52465,61084,83016,93608,82083,78570
130213,Extracts of hops,1134,2251,2167,1569,3328,2518,3597,3464,1839,2136,,111053,109417,105134,86748,101727,131884,143531,154844,148494,170791,,2158,2668,2948,1966,4243,3103,4076,3943,2232,3002
600192,"Pile fabrics of man-made fibres, knitted or crocheted (excluding """"long pile"""" fabrics)""""",1392,2006,2147,1519,1956,2442,1064,113,399,2136,,16978,15800,18555,15288,12830,14595,16617,19884,23335,29705,,6524,7219,11589,14328,14255,19751,27215,32902,27553,49778
701959,"Woven fabrics, incl. narrow fabrics, of glass fibres, of a width of > 30 cm (excluding plain ...",798,501,590,896,785,639,988,1715,1045,2125,,164010,181556,176607,151955,166431,166761,179628,169621,154689,170553,,10316,9738,12734,12988,12392,20285,23051,24625,18289,25751
850423,"Liquid dielectric transformers, having a power handling capacity > 10.000 kVA",2227,2957,2072,1151,423,1320,2295,13,1,2125,,507225,579770,334262,369036,366311,445564,422985,306938,301099,262557,,16881,51918,39909,34812,35935,50906,60676,34171,37306,29480
902910,"Revolution counters, production counters, taximeters, milometers, pedometers and the like (excluding ...",633,949,638,999,724,1488,1889,1371,1577,2123,,293621,306878,300031,234298,264469,274558,223188,209393,189163,180845,,1848,2407,2815,3097,3203,3895,5471,4513,3273,6178
293590,Sulphonamides (excl. perfluorooctane sulphonamides),0,0,0,0,0,2315,4417,3617,2042,2115,,0,0,0,0,0,174867,162527,147732,133782,220339,,0,0,0,0,0,34331,51949,48173,61560,74418
842810,Lifts and skip hoists,3253,4001,3302,2746,976,2223,3418,2089,1168,2105,,585592,629314,567955,497824,507521,549094,677448,637616,608381,570901,,107653,99554,106027,97071,131849,135139,135753,137940,77802,77657
290110,Saturated acyclic hydrocarbons,2095,1944,1326,1379,1613,1552,1627,1337,1118,2097,,102607,107360,108691,83357,80077,83071,89959,83900,86905,115935,,87490,96754,89209,62021,62791,466575,759026,645144,551505,700291
847149,"Data-processing machines, automatic, presented in the form of systems """"comprising at least ...""",3310,4151,5154,1428,1562,1991,2539,2163,1198,2095,,573429,579044,661858,651008,632516,758793,912770,1301458,1207337,830267,,58473,63124,84408,75422,80873,148855,102510,125938,84420,123903
960350,"Brushes constituting parts of machines, appliances or vehicles",1088,1309,1234,1459,1441,1442,1634,2043,1524,2092,,167116,177554,188423,171046,172950,200348,226037,219275,199709,239491,,4090,4738,5038,5800,5065,6123,7060,7603,6017,8208
290545,Glycerol,590,755,986,897,477,792,973,2016,1197,2085,,182316,202606,212047,173398,171604,199487,303508,242203,225802,270496,,34557,33677,48580,33344,35294,42536,65709,24913,31533,62661
270799,"Oils and other products of the distillation of high temperature coal tars; similar products ...""",620,519,214,323,589,718,4388,2545,2717,2084,,115357,146258,276237,155079,129749,219190,253023,374172,397084,970042,,23064,25683,31123,19382,19886,137951,144376,66153,148511,624946
441840,Wooden shuttering for concrete constructional work (excluding plywood boarding),1261,506,993,1012,552,1388,5658,2358,1038,2083,,68184,71933,81682,80270,61678,78133,59408,49955,37549,52938,,5396,3135,3167,2098,1199,2253,7478,3593,1997,2939
400942,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",5639,3686,4681,5947,4309,3097,4886,2112,1840,2077,,382484,374908,383697,329696,310335,339526,365519,326605,318890,318678,,47313,30692,42843,32975,32214,36026,48259,42539,39789,35942
710310,"Precious stones and semi-precious stones, unworked or simply sawn or roughly shaped, whether ...",5656,832,564,972,1329,1161,1302,1256,1414,2077,,7649,7996,6305,7370,4871,4513,4927,5384,3485,5482,,296498,106307,190283,353270,586971,837853,606046,435042,144225,337013
847920,Machinery for the extraction or preparation of animal or fixed vegetable or microbial fats ...,1031,89,228,4297,1063,2160,1383,977,483,2074,,82727,57776,31541,43451,29911,33906,28359,38951,52675,31161,,19425,11093,13303,21023,19299,17477,17049,22925,8104,13944
284330,"Gold compounds, inorganic or organic, whether or not chemically defined",69,72,61,159,240,101,264,460,536,2070,,173134,182490,158575,134812,127193,153262,183376,209745,204721,714154,,708,396,1159,1053,2200,1596,15658,57110,67110,50766
730900,"Reservoirs, tanks, vats and similar containers, of iron or steel, for any material other than ...""",834,384,812,462,1457,4397,1821,873,742,2069,,357244,387447,379592,320161,292940,326015,384812,384880,312150,350171,,26325,25158,23473,49018,15907,26948,30182,34533,25135,24312
