Product code,Product label,"Korea, Republic of's imports from Russian Federation-Value in 2012","Korea, Republic of's imports from Russian Federation-Value in 2013","Korea, Republic of's imports from Russian Federation-Value in 2014","Korea, Republic of's imports from Russian Federation-Value in 2015","Korea, Republic of's imports from Russian Federation-Value in 2016","Korea, Republic of's imports from Russian Federation-Value in 2017","Korea, Republic of's imports from Russian Federation-Value in 2018","Korea, Republic of's imports from Russian Federation-Value in 2019","Korea, Republic of's imports from Russian Federation-Value in 2020","Korea, Republic of's imports from Russian Federation-Value in 2021",Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
842119,"Centrifuges, incl. centrifugal dryers (excluding isotope separators, cream separators and clothes ...",0,32,0,0,0,0,0,0,0,86,,6631,8171,4469,2425,2681,1843,5762,5353,3111,6178,,71799,69520,100660,89424,63205,45975,42994,44890,53895,47820
871140,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",0,3,168,61,114,71,128,149,151,85,,8724,9436,8581,9419,9375,10755,8973,8893,8534,10589,,10529,10189,11577,17560,17237,24661,22029,19179,27780,19008
60290,"Live plants, incl. their roots, and mushroom spawn (excluding bulbs, tubers, tuberous roots, ...",0,0,0,0,0,0,0,0,3,84,,406,1321,677,539,1108,902,1251,1281,1167,1784,,43416,42093,53643,62637,64516,60649,63877,65244,64509,77082
30551,"Dried cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", even salted, not smoked (excluding ...""",22,51,341,714,459,316,255,34,242,83,,18105,10765,6642,4077,5863,4875,1840,2249,1776,1325,,2059,3130,3367,3330,2762,2430,2528,2546,3226,1739
850131,"DC motors of an output > 37,5 W but <= 750 W and DC generators of an output <= 750 W (excl. ...",6,0,0,72,0,1,93,202,108,81,,5122,5831,3956,5990,4310,4573,6082,7365,6724,7688,,124792,122265,121807,120654,158838,205647,254001,304475,330919,387324
901849,"Instruments and appliances used in dental sciences, n.e.s.",0,1,2,1,0,0,5,19,55,81,,3908,4465,4463,3054,3674,4195,5118,6164,7839,11451,,55512,57919,63816,62348,64862,72286,74248,69142,65469,92858
970190,Collages and similar decorative plaques,0,0,0,0,0,0,0,4,0,80,,12,6,1,30,209,975,5,25,58,124,,2200,2585,1974,4484,2540,6686,5985,2272,3619,16477
853630,Apparatus for protecting electrical circuits for a voltage <= 1.000 V (excluding fuses and ...,27,0,0,5,0,5,14,1,1,80,,7449,7097,6822,6257,5427,6070,4802,5849,5371,6197,,57229,67246,68471,80654,78237,86162,83615,65766,56269,73098
281810,"Corundum, artificial, whether or not chemically defined",243,426,130,226,332,203,174,118,94,80,,21007,18242,18414,23130,21229,29943,30384,24646,29410,36417,,88533,92949,85546,69610,66508,82219,85222,79346,64002,85497
730210,"Rails of iron or steel, for railway or tramway track (excluding check-rails)",0,0,0,21,0,0,0,0,0,79,,123002,199961,175378,105379,106545,120544,124031,120680,155798,124590,,33240,30801,24666,23793,16055,12099,15804,14604,17176,19010
293379,"Lactams (excluding 6-hexanelactam """"epsilon-caprolactam"""", clobazam """"INN"""", methyprylon """"INN"""", ...""",0,1,0,0,0,0,0,126,26,79,,135,669,164,488,971,607,571,3071,616,742,,71389,71177,101453,106024,113399,103521,140104,125545,134941,196184
853090,"Parts of electrical signalling, safety or traffic control equipment, n.e.s.",0,0,0,0,0,0,0,13,0,78,,9287,6141,2411,2791,5898,3859,2234,1090,2289,2725,,27768,39097,20576,41076,20975,10240,22876,54462,55880,45113
902720,Chromatographs and electrophoresis instruments,0,0,0,102,146,307,295,235,72,77,,3858,4120,3254,2487,3569,5708,11800,5624,7687,9319,,113557,115218,116297,109682,107492,138039,131805,131323,146827,168227
902214,"Apparatus based on the use of X-rays, for medical, surgical or veterinary uses (excluding for ...",13,1,374,0,19,0,20,0,0,76,,4627,6006,4017,8459,2743,3813,4899,1895,5557,6810,,85997,71713,63727,68546,68490,68656,83297,80697,96892,86517
851712,"Telephones for cellular networks """"mobile telephones"""" or for other wireless networks""""",45,73,195,81,113,90,45,73,72,75,,17663,87046,77280,73209,154378,198966,237015,274054,190652,230229,,1035993,1038572,1763019,3067955,2885440,5000070,4316703,3778438,4103680,4953186
903290,"Parts and accessories for regulating or controlling instruments and apparatus, n.e.s.",180,44,24,23,23,51,110,38,34,75,,13329,14574,13076,7570,7420,36692,26136,43994,14737,12660,,516959,350775,328298,263933,240919,212096,156739,170101,124844,162781
380400,"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or ...""",57,0,4,9,122,57,34,8,25,74,,31617,38988,40968,33715,28439,25945,18803,18506,19472,41217,,13529,11112,10441,9209,7885,6445,5769,3798,3364,4025
430310,Articles of apparel and clothing accessories of furskin (excluding gloves made of leather and ...,9,23,7,44,211,69,299,250,56,74,,6922,16379,2653,1894,5274,4357,5802,4259,2604,2127,,94051,88839,92880,93641,99440,104035,126968,102598,62824,86116
843890,"Parts of machinery for the industrial preparation or manufacture of food or drink, n.e.s.",1,0,0,0,0,0,27,1,2,74,,1617,2385,2541,1691,1535,2544,3560,2329,2595,3354,,17013,20116,36499,22983,28041,23480,28402,39929,26456,26876
903010,Instruments and apparatus for measuring or detecting ionising radiations,29,22,52,0,14,33,88,35,54,73,,28712,23737,35303,22869,31496,27591,32489,32665,23530,20606,,41382,30698,38048,32278,38162,43556,37636,61005,58892,48558
900590,"Parts and accessories, incl. mountings, for binoculars, monoculars, astronomical and other ...",16,0,0,0,0,0,0,4,0,72,,1992,2284,1809,2108,1161,718,1241,1609,1529,1750,,1786,2674,2217,1636,1581,1188,1617,2053,2066,1885
401699,"Articles of vulcanised rubber (excluding hard rubber), n.e.s.",641,0,14,15,1675,15,243,84,53,72,,22061,28901,26789,17442,21983,24784,27119,33994,37742,47725,,147468,137128,139707,125069,127020,128282,147070,152722,150859,181900
440121,Coniferous wood in chips or particles (excluding those of a kind used principally for dying ...,3842,2330,3319,1191,661,0,180,192,2,71,,80546,90395,75224,52668,55213,59386,73992,89806,123575,106891,,5063,3623,5370,2153,1363,1048,1708,1703,516,822
630619,"Tarpaulins, awnings and sunblinds of textile materials (excluding of synthetic fibres and flat ...",0,0,2,0,0,0,0,0,5,71,,836,727,730,338,516,911,730,1141,925,769,,1448,2120,1427,1382,1592,1245,1457,1054,1923,3985
851810,Microphones and stands therefor (excluding cordless microphones with built-in transmitter),0,0,0,0,0,2,0,24,26,71,,1100,1321,977,1021,1421,2566,2642,2591,3937,5174,,88467,133439,133911,118416,87346,77117,70244,71051,84148,90932
611430,"Special garments for professional, sporting or other purposes, n.e.s., of man-made fibres, ...",0,0,0,1,5,10,7,11,33,70,,811,581,647,761,777,993,1021,2027,993,1335,,53638,89572,133897,160703,152220,125914,129750,162074,183015,200612
100829,"Millet (excluding grain sorghum, and seed for sowing)",0,0,0,0,132,96,3,0,0,70,,16387,8350,17557,11483,9301,9838,9248,11683,11009,17718,,7390,9105,9537,8724,8226,7462,7572,7843,10901,10393
210390,Preparations for sauces and prepared sauces; mixed condiments and seasonings (excluding soya ...,32,13,14,24,27,9,17,6,30,69,,96564,118965,124107,99321,100157,114636,114236,126974,137527,188172,,171372,162441,171435,176356,178044,190659,216279,207115,218988,252438
810600,"Bismuth and articles thereof, n.e.s.; bismuth waste and scrap (excluding ash and residues containing ...",0,0,1,2,1,2,0,21,62,67,,38,306,302,63,188,23,21,21,162,42,,4630,2598,3664,2925,3390,4939,3716,4875,3978,6153
401130,"New pneumatic tyres, of rubber, of a kind used for aircraft",87,1,65,158,24,11,142,47,49,67,,12309,7605,12455,13282,23143,13089,9637,25539,7272,12290,,6432,5831,6960,10708,9236,10121,6573,7083,10165,11886
731029,"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material, ...",4,0,12,20,39,29,58,65,12,67,,4403,5317,5609,3893,2628,4075,5110,6141,6631,9235,,74498,77126,81792,89389,93330,105711,121015,112398,110403,121372
902490,Parts and accessories for machines and appliances for testing the mechanical properties of ...,0,0,1,2,0,0,20,1,4,66,,362,306,265,237,399,589,726,939,968,974,,16467,21837,18782,18230,19850,27064,23879,23958,31368,33085
830140,Locks of base metal (excluding padlocks and locks for motor vehicles or furniture),0,0,2,0,0,0,2,2,1,66,,16754,18568,16107,11339,11636,17544,13846,15787,13455,16073,,35194,36186,36847,35415,40962,43762,52533,67475,71820,90981
854231,"Electronic integrated circuits as processors and controllers, whether or not combined with ...",42,134,41,451,25,14,417,21,1008,65,,13985,14843,183147,37489,6334,8750,8418,22142,18720,26344,,14406130,14864740,16416096,18936461,17762547,17430645,16364575,15717142,18626463,22698988
841989,"Machinery, plant or laboratory equipment, whether or not electrically heated, for the treatment ...",642,23,11,29,4,469,0,81,120,64,,23989,33280,44151,21973,26004,42340,62270,54039,40500,47674,,496489,448209,396421,388693,332083,414325,369567,354593,440720,409686
282760,Iodides and iodide oxides (excluding inorganic or organic compounds of mercury),1,3,20,34,54,101,167,98,89,64,,497,194,1362,1969,2011,2000,1831,2318,1370,682,,41337,42742,40148,30713,28714,25217,26861,22527,27224,27859
847990,"Parts of machines and mechanical appliances, n.e.s.",607,141,325,847,80,144,227,286,486,64,,9032,16789,52215,11635,9238,9993,8009,8230,19705,9587,,1122927,1056903,981171,1025799,584624,638237,578958,736950,536324,587803
190219,"Uncooked pasta, not stuffed or otherwise prepared, not containing eggs",0,0,0,0,0,9,26,14,56,63,,10593,12179,12463,12571,12738,15515,16629,20281,22237,26496,,108950,115493,123441,119259,124227,128973,138561,141599,146091,165807
200110,"Cucumbers and gherkins, prepared or preserved by vinegar or acetic acid",0,0,0,0,0,4,0,0,12,63,,510,1011,1785,1523,1954,2315,3218,3850,4846,6025,,3847,5890,6766,6703,8221,7430,8319,8535,8388,9159
760200,"Waste and scrap, of aluminium (excluding slags, scale and the like from iron and steel production, ...",0,0,0,37,0,0,23,92,25,62,,702,236,439,953,315,223,2396,975,720,1689,,1108548,1179374,1333397,1107455,894714,1132557,1165436,1091552,1099558,1789799
940290,"Operating tables, examination tables, and other medical, dental, surgical or veterinary furniture ...",0,0,0,0,0,0,1,1,145,62,,2132,2520,4807,3087,2000,3071,2172,3250,4937,5345,,13371,15435,13255,14196,17778,19726,19501,27273,29134,23138
390730,"Epoxide resins, in primary forms",2,0,0,0,0,0,0,0,0,62,,9090,9042,8340,6935,6525,8085,11174,10679,9670,18358,,201947,182703,187740,148731,162401,138874,149128,140641,144803,201726
890310,Inflatable vessels for pleasure or sports,0,0,0,0,0,0,0,0,0,61,,918,607,823,1345,1065,1305,1990,2465,3156,6670,,3581,2366,4400,5025,5215,3022,2522,5131,5864,2616
391290,"Cellulose and chemical derivatives thereof, n.e.s., in primary forms (excluding cellulose acetates, ...",0,0,0,0,0,0,0,0,15,60,,736,779,718,233,340,573,1232,1261,1537,1459,,19312,22612,22013,22892,24836,24429,25238,28015,28424,28475
200190,"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar ...",0,0,0,0,0,0,0,0,0,60,,3919,2451,3021,2539,2899,3069,3592,5143,5985,8923,,13641,14658,16473,19068,21707,23316,24766,23853,26183,30087
842531,Winches and capstans powered by electric motor,0,0,178,183,0,0,0,0,0,60,,10944,10350,46562,4782,6969,3415,7199,7367,5377,10280,,183617,85972,106284,64765,39172,23675,50356,27598,17263,36682
848690,Parts and accessories for machines and apparatus of a kind used solely or principally for the ...,721,353,168,3,54,15,20,36,50,60,,403,893,513,2910,1590,2717,4132,775,283,472,,1231798,1237401,1266106,1456087,1674142,2546931,3203595,2478140,2979355,4175797
290519,"Saturated monohydric acyclic alcohols (excluding methanol """"methyl alcohol"""", propan-1-ol ...""",2,1,1,0,2,1,66,27,48,59,,210,427,488,396,405,1162,771,513,351,346,,100701,122164,141445,104518,89339,108078,128382,116582,101115,190610
846630,"Dividing heads and other special attachments for machine tools, n.e.s.",0,0,0,0,0,0,77,229,86,58,,220,257,399,48,78,52,42,62,58,84,,10835,12076,14398,14934,10744,13009,12177,11062,8408,12126
340319,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",0,0,152,3,0,4,0,214,18,58,,12627,37147,20080,14463,16919,16313,14016,15570,13547,17669,,36933,40897,46974,48081,41990,42309,47400,44729,42946,48219
392330,"Carboys, bottles, flasks and similar articles for the conveyance or packaging of goods, of ...",0,0,0,0,2,6,1,15,16,57,,27575,36082,40188,32503,39622,52258,59880,61493,58271,84073,,37627,43028,52011,53545,49148,53208,62442,77263,88983,106583
283691,Lithium carbonates,0,0,0,0,0,0,0,0,15,57,,5,14,11,6,285,1732,20,16,118,12,,68192,69269,76290,89600,161024,247355,458471,483503,313507,384371
870810,"Bumpers and parts thereof for tractors, motor vehicles for the transport of ten or more persons, ...",1,0,6,16,0,10,6340,10,36,57,,5545,7043,6147,3970,5142,13148,23234,17950,12793,21176,,52492,73008,83514,91544,92243,95210,134103,123434,114490,134397
721049,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",3135,0,197,5,16,193,0,11,3,56,,215572,285727,259545,215929,171510,399068,510607,472900,377707,893967,,800145,732810,775798,486157,615334,780566,627568,650894,426577,1021466
902590,"Parts and accessories for hydrometers, areometers and similar floating instruments, thermometers, ...",38,70,1,4,26,2,45,82,9,56,,5713,5020,5870,4819,5013,6579,6653,7647,6694,8970,,47227,71470,49943,44391,45927,44404,44787,37603,53998,51358
200599,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar, non-frozen ...""",0,0,0,0,1,0,3,3,23,56,,1273,1651,1158,1197,2415,3679,3444,4488,6009,7197,,126659,134662,128525,146586,161166,173037,194637,198391,221946,235650
903089,"Instruments and apparatus for measuring or checking electrical quantities, without recording ...",0,0,1,12,901,4,0,41,0,56,,16036,14382,15756,11230,8092,30273,27041,15443,9656,25929,,79506,86445,88187,94428,75366,87717,100921,120987,113700,100552
400591,"Compounded rubber, unvulcanised, in the form of plates, sheets or strip (excluding rubber compounded ...",0,0,0,0,0,9,27,49,20,56,,8100,7924,7580,3684,4404,7342,8364,10049,13003,16567,,7368,8920,7487,6666,6048,6680,6985,5789,6812,10269
903190,"Parts and accessories for instruments, appliances and machines for measuring and checking, ...",91,114,50,73,70,27,178,179,93,56,,26327,22029,15141,13377,20606,23174,20209,21697,18721,40363,,470198,405817,370218,378923,303471,316787,340569,302370,339681,414233
950450,Video game consoles and machines (excluding operated by any means of payment),0,0,0,0,0,0,0,7,11,56,,5077,6640,11380,8102,6674,14873,17153,24156,15840,21022,,47161,23240,61119,50404,58975,106754,96265,148915,179074,305316
40900,Natural honey,0,10,0,2,15,0,4,9,4,55,,919,1673,3360,7727,5544,5848,4682,5565,5034,6608,,7596,7552,8213,9309,7994,9430,12424,10127,12457,15346
700510,"Float glass and surface ground or polished glass, in sheets, having an absorbent, reflecting ...",0,0,0,0,0,0,26,12,11,55,,16903,24461,36409,31570,51683,75845,70415,76232,69910,111273,,43259,50105,47066,37613,26740,29037,25942,17765,16371,14610
730830,"Doors, windows and their frames and thresholds for doors, of iron or steel",1,0,0,0,0,0,0,3,3,55,,18976,27403,41548,26339,61825,61180,52392,70185,97215,125596,,29056,33452,42119,40032,53375,33113,25472,24124,22022,22207
860719,"Axles, for electrical purposes, and wheels and parts thereof for railway or tramway locomotives ...",0,0,0,0,0,0,74,74,4,54,,261614,183909,151196,116195,101473,152038,162128,179145,165072,193258,,21316,36042,42408,36474,24143,22394,38641,39515,45681,68178
853222,"Fixed electrical capacitors, aluminium electrolytic (excluding power capacitors)",0,0,3,7,0,0,0,3,72,54,,684,677,557,341,1086,1346,857,956,1528,2144,,75205,81945,87216,91349,103840,124194,145102,137686,145078,179927
190531,Sweet biscuits,0,2,0,0,0,0,17,0,19,54,,89318,107503,127788,98431,99348,97997,97785,113029,115214,138504,,20190,27116,51972,52704,55499,61686,63529,66966,68553,78861
391000,Silicones in primary forms,0,0,0,0,3,0,3,0,231,54,,2218,2058,2843,2186,3482,3572,5767,6990,6862,8661,,444265,465995,451716,442287,449823,493316,590482,505675,433067,617142
853649,Relays for a voltage > 60 V but <= 1.000 V,23,7,8,58,49,34,5,64,6,53,,15825,19233,14545,8358,9642,11712,12938,17308,15510,19365,,106581,122583,126074,122798,105218,95213,103992,96479,101741,113764
842290,"Parts of dishwashing machines, packing or wrapping machinery and other machinery and apparatus ...",0,1,1,0,2,5,0,2,0,53,,892,1480,3943,3203,1503,2384,2283,2908,3140,3783,,40762,42427,46015,48494,78384,76442,65344,66694,67383,78580
854430,"Ignition wiring sets and other wiring sets for vehicles, aircraft or ships",1,9,4,2,7,13,15,8,56,53,,21064,17912,19857,15946,12520,22656,22339,33653,26118,29591,,1437683,1524206,1603963,1708006,1803514,1848779,1948776,1975836,1951201,2161088
71080,"Vegetables, uncooked or cooked by steaming or by boiling in water, frozen (excluding potatoes, ...",14,20,0,0,0,0,0,48,0,53,,3515,3635,2710,3066,8206,4552,2419,2964,6488,7299,,176595,171516,181052,180508,206117,224146,235099,227822,244681,268215
820299,"Saw blades, incl. toothless saw blades, of base metal (excluding bandsaw blades, circular saw ...",0,0,5,0,12,2,0,3,0,52,,485,355,231,158,239,260,380,413,441,511,,36051,22146,23773,22955,24410,29017,21882,13834,15099,20725
902213,Apparatus based on the use of X-rays for dental uses,0,1,46,14,241,229,178,66,0,52,,34,99,50,50,525,842,464,1299,937,1754,,6312,5609,5205,4523,3431,3485,2296,3212,4020,2698
220210,"Waters, incl. mineral and aerated, with added sugar, sweetener or flavour, for direct consumption ...",0,0,0,0,16,5,22,8,25,52,,32792,28864,29804,53462,49856,62728,82342,113310,145389,252669,,28420,26836,27852,26234,27116,30503,33549,32061,29360,34245
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...,27,0,37,30,17,12,71,12,19,52,,28159,54449,43292,41837,38964,73918,54079,73436,94921,110008,,220068,347762,271517,318360,341003,447375,580766,683280,507313,551429
841583,"Air conditioning machines comprising a motor-driven fan, not incorporating a refrigerating ...""",0,0,0,0,0,0,0,0,0,51,,2539,6307,13064,5066,7360,9956,7881,6250,5783,7193,,14527,20044,26526,30936,31374,32114,25985,13714,2409,9061
