Product code,Product label,India's imports from Viet Nam-Value in 2012,India's imports from Viet Nam-Value in 2013,India's imports from Viet Nam-Value in 2014,India's imports from Viet Nam-Value in 2015,India's imports from Viet Nam-Value in 2016,India's imports from Viet Nam-Value in 2017,India's imports from Viet Nam-Value in 2018,India's imports from Viet Nam-Value in 2019,India's imports from Viet Nam-Value in 2020,India's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
871410,"Parts and accessories of motorcycles, incl. mopeds, n.e.s.",0,2317,6385,6025,7140,9071,7487,5426,4880,9367,,165776,136350,179683,191029,192523,230513,270288,312022,303615,468151,,0,202721,401445,362386,329863,343717,476051,435785,348416,493143
841451,"Table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an ...",206,8,663,422,565,575,989,1140,1465,9302,,11268,14125,15262,18480,17269,25876,20254,26292,28088,45775,,91384,80598,71542,71319,69804,75382,102069,114190,80236,75839
731210,"Stranded wire, ropes and cables, of iron or steel (excluding electrically insulated products ...",9,0,2,0,97,325,1965,1966,4457,9178,,117131,212485,222772,253885,261120,295969,356636,366469,270590,472004,,73511,85070,93219,80734,67180,79828,138625,128912,126034,202640
252100,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ...",907,1504,1426,2991,6409,13131,23325,26823,15687,9176,,21,391,35,21,1029,2371,0,451,13292,95887,,233299,275345,314695,290762,288772,360028,454580,473652,403460,578558
852910,"Aerials and aerial reflectors of all kinds; parts suitable for use therewith, n.e.s.",435,238,4087,5104,5828,8234,8901,7441,7586,9097,,19460,18951,29446,50985,47060,57325,125296,156445,170788,215809,,116651,67752,116092,117328,73372,67263,62057,85287,121222,131290
848180,"Appliances for pipes, boiler shells, tanks, vats or the like (excluding pressure-reducing ...""",1237,4818,7344,5086,5222,5164,6990,5429,4161,8707,,22737,74427,123512,182431,282148,337107,327203,299008,341481,563799,,816935,693055,711071,806606,1772601,722631,888758,961255,838926,1088112
550921,Single yarn containing >= 85% polyester staple fibres by weight (excluding sewing thread and ...,932,0,3502,0,415,1996,924,10972,6672,8691,,141798,112369,67130,42689,45033,38519,46444,53018,40556,33582,,36583,56200,61816,58051,76156,82100,86648,114733,72773,136084
731290,"Plaited bands, slings and the like, of iron or steel (excluding electrically insulated products)",90,36,90,109,862,2035,4256,5246,5405,8572,,12041,16668,22359,16692,11538,13553,17287,15595,12357,17183,,76660,58410,71787,83312,79729,86350,94547,73613,59445,183390
831120,"Cored wire of base metal, for electric arc-welding",4750,3245,4342,4141,3769,4248,4723,5382,3697,8476,,39166,41553,52374,59724,56621,65573,56460,59896,53381,66193,,26861,21082,24799,22926,20851,24249,33289,33404,25986,43629
140110,Bamboos,4544,7071,10419,12524,10581,1578,499,3859,16228,8434,,4109,5540,8856,10932,9821,1632,1487,6923,13395,9751,,5620,8573,15515,23405,29114,28670,30840,46744,83992,66899
854449,"Electric conductors, for a voltage <= 1.000 V, insulated, not fitted with connectors, n.e.s.",360,1064,1686,5343,3086,4550,6138,13821,5000,8383,,214839,293188,371350,447719,571373,756802,848735,454469,382545,428138,,221381,206602,235385,245373,244963,287373,313160,282599,214027,325687
848299,"Parts of ball or roller bearings (excluding balls, needles and rollers), n.e.s.",423,602,2648,4313,4731,6174,6716,4596,4494,8363,,2684,5271,13888,13469,14477,23885,25107,18432,24698,59743,,156907,137182,141454,137770,137968,161251,169668,132864,116195,180618
640690,"Parts of footwear; removable in-soles, heel cushions and similar articles; gaiters, leggings ...",0,940,1820,1574,2775,3457,2829,4844,4681,8193,,33523,54820,57250,92296,102202,140338,229278,295138,246127,234339,,0,27155,30338,21334,27441,31452,24384,25454,27495,48328
540220,High-tenacity filament yarn of polyesters (excluding that put up for retail sale),635,1247,1577,2098,2752,3412,3814,3242,1934,8125,,5073,4288,9047,14026,13928,21542,42662,44494,38267,133888,,42314,51523,52065,52010,54062,65603,74467,74917,50646,95225
380869,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,7815,,0,0,0,0,0,0,0,0,0,8105,,0,0,0,0,0,2501,6716,8023,10897,40662
640399,"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather ...",10794,9001,3765,5211,6006,4228,8675,9957,4977,7711,,1448934,2494405,2741165,2952812,2815966,2971870,3303147,3664990,3382124,4922094,,41541,45279,32145,43054,53396,34689,47200,40419,22163,35743
850790,"Plates, separators and other parts of electric accumulators, n.e.s.",3323,14,48,116,233,3147,1064,4557,9280,7666,,1784,4532,6297,22535,33899,47227,49119,95048,69330,47944,,107427,96730,116181,99110,127708,189743,254358,262033,232558,250504
901380,"Liquid crystal devices, n.e.s. and other optical appliances and instruments not elsewhere specified ...",1278,254,449,1194,37461,91456,26459,10467,10361,7442,,3506,549,191,577,516323,3053276,3024161,1445286,2726,836763,,252992,202346,308455,325934,294987,334245,226881,100719,87869,202842
721935,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",3051,1197,2490,522,220,48,1648,562,2427,7152,,29646,28441,22602,19981,18960,30499,30797,27752,22491,42499,,63791,40219,48446,44650,36497,36799,49716,37891,28325,54920
282590,"Bases, inorganic, and metal oxides, hydroxides and peroxides, n.e.s.",12,0,0,0,2453,1511,4567,3986,3964,7120,,22759,21314,23643,16153,53458,100490,129513,90912,66019,97630,,15912,12938,13217,14086,17163,20303,23306,22960,20353,61193
851610,Electric instantaneous or storage water heaters and immersion heaters,0,0,0,34,315,4965,3752,7527,3437,7090,,12652,15190,13246,16362,18945,25272,28494,40334,53359,50659,,26829,31222,29749,22344,25871,32574,37415,46818,30671,34579
380892,"Fungicides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",0,0,0,0,0,0,0,1900,2951,6964,,8367,11303,15504,17036,22304,43508,39864,29450,45504,29736,,41058,60303,106027,118291,127473,153126,140985,138950,186486,268661
821210,Non-electric razors of base metal,0,7,0,8,1,166,4,172,5137,6874,,34374,41575,50899,40818,57638,82928,109051,131942,139364,172998,,4346,6640,6355,5645,5541,7883,8831,6473,11087,10893
580610,"Narrow woven pile fabrics, incl. terry towelling and similar terry fabrics, and chenille fabrics, ...",4249,4950,6448,6090,5795,5981,7370,5930,4052,6827,,16047,17986,8845,17785,19463,19328,20607,23568,22317,22648,,5287,5686,6890,6407,6373,8025,12364,9958,6446,10538
441299,"Laminated wood with both outer plies of coniferous wood (excl. of bamboo, with an outer ply ...",2753,2229,498,1491,1443,2159,3793,5168,3657,6764,,52387,49319,48602,45137,57495,64277,199767,156694,131841,140698,,50215,42738,41666,38566,29312,41464,49431,41751,31214,30483
850152,"AC motors, multi-phase, of an output > 750 W but <= 75 kW",31,12,3687,3711,6214,4433,1829,2559,3226,6666,,59604,72067,83693,74668,60432,117246,81696,90657,120892,249713,,103920,113798,124757,129716,101785,98487,130195,112992,85001,147572
845210,Sewing machines of the household type,275,683,2989,4679,4979,5467,5195,8067,3509,6599,,67439,99967,185317,214827,234943,236343,284436,278848,362954,546895,,18982,17170,19577,20108,17234,15800,19212,18278,11897,19776
720219,"Ferro-manganese, containing by weight <= 2% carbon",106,0,0,165,0,62,372,146,762,6475,,12765,14974,26038,8035,5733,22978,18169,16576,9162,31267,,39660,38611,74098,46870,40046,73754,54460,41259,32512,63181
481910,"Cartons, boxes and cases, of corrugated paper or paperboard",458,217,55,233,123,996,2514,311,3707,6451,,39155,52419,36199,27330,33011,44636,60354,99046,108842,99610,,18847,22581,24902,23419,25164,32422,37079,37834,28348,44801
262019,"Slag, ash and residues containing mainly zinc (excluding hard zinc spelter)",60,0,0,0,158,548,150,0,3001,6385,,389,204,288,537,121,347,910,770,902,6411,,41606,42738,44328,40545,39159,47671,49323,33442,75644,141140
520849,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, made ...",0,0,0,0,0,99,3199,6358,1832,6258,,0,5,391,4092,7390,16506,26681,27448,16711,14940,,449,206,173,173,284,2034,8800,12030,3977,9216
841459,"Fans (excluding table, floor, wall, window, ceiling or roof fans, with a self-contained electric ...",33,4,3659,2901,3636,1763,1923,888,1951,6211,,68796,68646,128659,116432,129548,191324,159240,224344,446767,714506,,125370,105587,103334,109917,115222,134860,189461,212621,168711,251801
401110,"New pneumatic tyres, of rubber, of a kind used for motor cars, incl. station wagons and racing ...",168,225,35,2642,5724,5865,6379,8407,6860,6140,,28013,32197,206571,307789,404078,588265,583637,573531,601270,515390,,214330,194150,199235,186889,196180,204538,210751,195959,74185,88833
600632,"Dyed fabrics, knitted or crocheted, of synthetic fibres, of a width of > 30 cm (excluding ...""",520,38,128,239,434,774,631,983,3720,6134,,11842,21062,25330,53216,87296,127105,178652,210521,163464,96616,,87929,90119,96110,127435,166284,215550,151279,202250,171332,274434
200819,"Nuts and other seeds, incl. mixtures, prepared or preserved (excluding prepared or preserved ...",0,1,5,0,67,1647,2403,2025,606,6119,,29079,99878,70815,110329,146792,187542,264993,424664,495077,563221,,1949,5266,11725,8070,9777,13793,21052,17878,14436,26868
400129,"Natural rubber in primary forms or in plates, sheets or strip (excluding smoked sheets, technically ...""",7158,9850,11420,6627,5536,5773,7259,9033,4678,6038,,26634,8073,2129,1279,713,1059,744,420,2136,103572,,47443,34545,50613,64280,34952,36800,8989,10537,5985,7083
841869,Refrigerating or freezing equipment (excluding refrigerating and freezing furniture),1879,839,1503,3340,4303,2953,4174,4204,1803,5901,,2499,3168,3632,17029,10125,35911,34876,41211,40510,64006,,147582,128779,115185,133720,137911,141043,159756,166601,109535,158910
853229,"Fixed electrical capacitors (excluding tantalum, aluminium electrolytic, ceramic, paper, plastic ...",174,17,304,172,203,1203,1434,2038,4110,5852,,163,650,4535,10653,11639,13949,17937,23146,31250,35379,,190489,180596,168442,186715,195303,218894,381386,417234,371890,471604
621010,"Garments made up of felt or nonwovens, whether or not impregnated, coated, covered or laminated ...",0,0,0,0,58,155,1417,2468,4709,5673,,22349,42776,61087,82401,79435,76821,85199,133260,639030,301549,,1202,1564,3076,3572,3892,3339,4119,5784,35847,12130
252922,Fluorspar containing by weight > 97% calcium fluoride,0,0,17,2416,5171,4655,2557,1540,6750,5627,,0,0,11841,42140,40488,55600,65164,77837,73462,50668,,38672,20571,44876,35013,34098,45376,73929,85046,62355,86763
721049,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",486,0,0,0,0,493,0,1972,2519,5596,,55150,61419,116925,135325,323575,476915,592544,470426,492149,1939934,,339128,288504,253862,230651,221543,273377,334951,279896,171324,279555
902710,Gas or smoke analysis apparatus,43,0,0,0,0,0,0,4255,4880,5595,,1269,30305,30438,38287,56955,67809,85899,93474,82661,128484,,65826,57065,64249,64778,65573,86554,95875,126680,127940,166787
851821,"Single loudspeakers, mounted in their enclosures",18,300,1313,1175,701,844,4423,3843,3142,5486,,519,25,5579,2982,23285,29966,35434,114552,302973,205115,,10191,24356,30826,26801,31690,30095,48631,65577,54544,57514
845090,"Parts of household or laundry-type washing machines, n.e.s.",57,0,0,21,80,213,145,698,1555,5443,,337,500,340,4329,1942,8826,19226,35387,30047,50308,,42890,51974,74293,80401,78274,90176,93938,111571,99664,129271
870895,"Safety airbags with inflator system and parts thereof, for tractors, motor vehicles for the ...",1224,1974,1769,2041,1696,3821,4398,3741,4215,5378,,177183,196092,186980,193131,174477,246406,289557,357912,308709,357333,,65095,87256,105741,113988,128446,163992,174579,169445,121224,159539
500400,Silk yarn (excluding that spun from silk waste and that put up for retail sale),3707,1715,4527,4047,4671,7244,10099,7749,4312,5300,,41228,50512,50747,47271,39398,45388,41235,34753,19972,17697,,12084,8846,12095,8809,8329,11556,12764,9938,5433,6386
940161,"Upholstered seats, with wooden frames (excluding convertible into beds)",16,57,26,66,43,254,1371,1570,1942,5167,,111926,153236,178537,188256,283180,431639,695244,1194169,1748997,4426010,,10725,12804,15671,20092,19974,27271,35792,48560,31566,47099
940171,"Upholstered seats, with metal frames (excluding seats for aircraft or motor vehicles, swivel ...",0,16,0,0,2,1,1,16,699,5025,,1453,2257,9095,18627,38199,49909,65300,143094,297745,288101,,4878,4841,6488,5779,5441,7589,9418,10637,9069,19418
900150,Spectacle lenses of materials other than glass,148,20,21,56,167,2296,1647,1700,4390,4799,,86649,100140,117937,115806,108017,99334,108300,112404,108371,215160,,57890,55662,60447,68376,88620,120156,128682,135078,113797,126182
392010,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, ...",908,15,14,20,155,1414,2326,2367,3015,4784,,13691,22621,32822,29806,27984,35193,54620,74724,87349,167086,,66772,81208,81637,83001,91080,98598,124329,137756,112278,155981
721810,"Steel, stainless, in ingots and other primary forms (excluding waste and scrap in ingot form, ...",55,0,0,170,451,4472,4814,4906,3611,4635,,621,1133,1434,1204,1227,5102,5555,5201,10406,9404,,58,324,96,439,841,5263,7870,9448,4797,4999
851890,"Parts of microphones, loudspeakers, headphones and earphones, earphones, audio-frequency electric ...",27,54,69,232,256,430,527,944,2410,4477,,82454,89264,111126,131861,134703,150593,179756,185055,159481,129443,,31510,26677,26315,27985,28441,35323,43153,40941,25544,58243
721061,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",103,0,0,0,0,16110,141315,18465,278,4411,,221558,344819,331719,174894,200719,324608,508578,287982,372206,916197,,41505,20911,19094,26609,16278,62865,229290,63505,30796,38442
390799,"Saturated polyesters in primary forms (excluding polycarbonates, alkyd resins, poly""""ethylene ...""",42,0,3,0,75,1420,1777,51,895,4390,,14558,9882,11232,9979,9623,15901,21374,18937,15046,30446,,153563,162173,178761,165943,153996,215916,303466,250339,160275,263459
845229,"Sewing machines, industrial type (excluding automatic units)",4356,6108,7161,11396,9325,9979,5747,4275,1212,4366,,73243,77265,72707,73173,76109,75144,96306,119413,70905,84672,,86814,122232,145668,145953,156447,154573,195700,170599,103574,208730
293930,Caffeine and its salts,330,1173,2003,1125,1891,2078,3061,2139,2326,4352,,663,939,3418,5619,5518,5052,6182,6512,6585,8199,,1359,2970,4527,6038,6447,6588,8618,6256,6132,11190
840991,Parts suitable for use solely or principally with spark-ignition internal combustion piston ...,3,0,158,754,453,1072,2078,1323,3579,4340,,37108,86183,71267,58856,84683,80469,98327,115655,129642,200447,,274908,282641,257044,253253,304993,356993,423263,375379,327949,453277
590390,"Textile fabrics impregnated, coated, covered or laminated with plastics other than poly""""vinyl ...""",2609,1969,502,1461,733,993,2866,1481,1551,4332,,36049,33298,38666,36436,22364,19007,18571,22100,24074,30909,,140381,162388,155681,159147,162206,167128,157498,137568,75844,109564
401699,"Articles of vulcanised rubber (excluding hard rubber), n.e.s.",1995,4057,5198,3192,2856,5221,4351,4047,3406,4300,,165533,160933,170467,159396,145934,163976,155927,154880,157088,244044,,242152,249671,261547,251174,246850,245645,271738,245189,220440,292814
853710,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",190,1505,136,444,160,11,127,1268,3615,4273,,85890,53663,59747,93997,439442,550943,627006,672783,715738,1281229,,312121,333421,340641,299015,348682,420665,567431,590591,487415,715652
90240,"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ...",884,696,366,148,1795,2742,679,1483,3681,4086,,113392,112579,92791,89036,101292,111849,91457,94274,89601,77063,,42317,39240,42442,50457,33847,35113,22513,51837,64171,54241
400110,"Natural rubber latex, whether or not prevulcanised",979,2545,4567,2152,417,102,3004,3561,1914,4030,,109880,88966,84545,74900,78150,117578,117038,153557,204157,221357,,5307,9636,16175,11109,5680,4128,9134,9305,5740,9970
620193,"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",26,101,133,364,657,904,1888,2562,3027,4027,,480336,665758,790179,817012,859628,1058541,1435655,1510901,1233445,1792798,,2356,6033,4742,5659,6828,7392,16622,20630,20560,28629
