Product code,Product label,United States of America's imports from Saudi Arabia-Value in 2012,United States of America's imports from Saudi Arabia-Value in 2013,United States of America's imports from Saudi Arabia-Value in 2014,United States of America's imports from Saudi Arabia-Value in 2015,United States of America's imports from Saudi Arabia-Value in 2016,United States of America's imports from Saudi Arabia-Value in 2017,United States of America's imports from Saudi Arabia-Value in 2018,United States of America's imports from Saudi Arabia-Value in 2019,United States of America's imports from Saudi Arabia-Value in 2020,United States of America's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
852560,"Transmission apparatus for radio-broadcasting or television, incorporating reception apparatus",0,113,843,1110,2045,2321,1425,133,15,487,,1170,754,1553,1758,635,765,257,0,0,0,,1608263,1403192,1363514,1835588,2087590,2091629,1166630,801396,670565,679322
760692,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm (other than square ...",15,8,20,38,0,0,0,152,0,476,,353,388,664,2666,29272,211201,475464,693399,301647,662054,,124428,81071,67637,82382,90868,121372,127194,106894,67477,218580
842489,"Mechanical appliances, whether or not hand-operated, for projecting, dispersing or spraying ...",0,0,0,0,0,263,527,280,1360,461,,81,46,370,714,598,3620,12100,10148,41,66,,598139,607990,615722,586688,567724,606841,679123,629177,1013140,876096
700510,"Float glass and surface ground or polished glass, in sheets, having an absorbent, reflecting ...",0,0,0,0,0,763,3353,588,193,452,,5357,9493,12192,23250,21066,26698,36069,31499,34938,31387,,6987,7141,6326,8909,22598,37908,30335,18785,16668,16091
300212,Antisera and other blood fractions,0,0,0,0,0,0,0,0,28,436,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5280906,5714407,5629771,5826529,5402681
391590,"Waste, parings and scrap of plastics (excluding that of polymers of ethylene, styrene and vinyl ...",0,0,0,0,0,58,0,1222,352,434,,35260,28890,18160,15229,4451,1562,1968,156,2128,3681,,180673,217145,234012,184810,172570,189389,217286,200275,183653,269535
680710,"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch, in rolls",1349,264,347,58,56,52,91,559,725,429,,105826,94315,78341,88132,95041,75880,72281,75084,62705,55278,,124620,126242,128782,129717,137091,147068,158081,137455,151043,203495
390931,"Poly""""methylene phenyl isocyanate"""" """"crude MDI, polymeric MDI"""", in primary forms""""",0,0,0,0,0,0,0,0,0,429,,0,0,0,0,0,0,0,0,0,331962,,0,0,0,0,0,338024,525936,243825,248976,840195
390330,"Acrylonitrile-butadiene-styrene copolymers """"ABS"""", in primary forms""""",0,0,0,0,0,0,0,56,0,412,,0,0,71,25,8335,85777,141469,121349,90281,252955,,375842,352178,373795,323927,300568,383299,404218,311242,266686,561287
721030,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,1378,410,,48,1369,122,30,0,165,2965,20837,18255,350,,45458,44072,52723,45101,42316,41310,26133,14253,8705,17211
970110,"Paintings, e.g. oil paintings, watercolours and pastels, and drawings executed entirely by ...",30,36,14,26,204,116,173,47,26,401,,7236,4650,5261,847,2296,2184,651,1967,181,754,,5150030,5989493,5933425,8315404,6470058,7044048,7831237,7689477,3566953,6053779
720852,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,0,0,0,9,198,138,0,398,,1209,1522,2213,3298,781,226,533,12,19,1162,,152280,75850,152213,89916,60846,69844,65843,55311,27495,106086
841490,"Parts of: air or vacuum pumps, air or other gas compressors, fans and ventilating or recycling ...",0,0,14,14,44,0,19,45,497,378,,4714,3927,7365,10134,7931,16242,18464,193,240,439,,2008379,2102284,2277224,2236263,2093136,2280834,2235907,2135719,1752329,2159513
760421,"Hollow profiles of aluminium alloys, n.e.s.",0,0,0,0,0,0,0,0,146,370,,14760,20639,17812,19870,13882,11410,12477,9856,10804,12102,,188800,196902,228238,269089,269611,334966,466372,371691,391383,704361
481910,"Cartons, boxes and cases, of corrugated paper or paperboard",0,0,0,0,3,0,0,2,0,370,,225756,213464,172597,116607,41451,33575,100917,67560,60030,85025,,338199,355598,375759,435134,464146,518825,527930,544180,598018,680978
841311,"Pumps fitted or designed to be fitted with a measuring device, for dispensing fuel or lubricants, ...",0,0,0,0,0,0,0,0,0,369,,842,241,538,1014,1847,85,144,0,142,29,,16594,17531,18908,16769,15040,17718,24458,35951,31675,52143
290943,Monobutyl ethers of ethylene glycol or of diethylene glycol,0,0,523,0,0,0,0,0,0,368,,1458701,4173212,3580571,3002987,2234056,2897239,3513200,2807251,2110099,2926462,,9327,9491,13731,11938,11053,18027,14482,15444,15373,28351
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.",18,0,9,487,260,9,12,0,45,352,,1562,8586,1933,2952,42676,55987,5606,6366,9855,50044,,1139385,1238879,1354909,1359959,1412312,1447103,1546010,1534323,1586221,1879619
820719,"Rock-drilling or earth-boring tools, interchangeable, and parts therefor, with working parts ...",276,864,410,538,1476,1535,5501,272,2307,343,,7971,19575,14461,15838,13801,34319,25225,19833,10392,21652,,267100,237950,205941,125647,102965,147155,189612,169475,142534,176429
382370,"Fatty alcohols, industrial",0,0,0,0,0,25,573,3875,1603,332,,0,37,95,20,791,1010,3939,10533,7097,4975,,307705,259793,323491,233898,236471,327341,391768,307045,321693,415806
30695,"Shrimps and prawns, whether in shell or not, dried, salted, smoked or in brine, incl. ones ...",0,0,0,0,0,0,0,0,0,331,,0,0,0,0,0,0,0,0,0,4047,,0,0,0,0,0,4886,7237,9002,11587,27412
390720,"Polyethers, in primary forms (excluding polyacetals and goods of 3002 10)",0,0,0,0,0,1,0,76,116,330,,776,7608,4405,5232,5558,211029,605809,633743,489422,995149,,306299,303177,351025,353046,376391,477199,477620,409287,393891,935146
701337,Drinking glasses (excluding glasses of glass ceramics or of lead crystal and stemware),239,141,179,77,64,83,107,88,156,314,,109,31,267,342,205,304,2156,2687,2554,1471,,128847,137095,181729,182510,176063,190466,210729,186553,172382,279112
701328,"Drinking glasses, stemware (excluding of glass ceramics or of lead crystal)",801,507,366,367,422,213,377,302,212,308,,33,73,38,93,223,215,963,1025,1304,1030,,130754,137813,145742,129731,129610,121367,128795,119936,94031,144235
851762,"Machines for the reception, conversion and transmission or regeneration of voice, images or ...",184,995,1286,518,297,94,92,317,103,305,,3625,7399,10002,6269,7527,17123,19935,4,0,18,,27596482,30210873,33841643,40433798,45871307,48105160,47902381,39350975,39215671,43134822
390730,"Epoxide resins, in primary forms",856,188,247,501,1096,8,31,366,171,300,,88130,51500,74607,40214,55775,63806,64194,46689,42697,46690,,398273,388233,363374,409654,318077,358875,481739,450902,352041,693896
847330,Parts and accessories of automatic data-processing machines or for other machines of heading ...,25,83,63,269,13,35,84,42,27,297,,28752,41407,28202,40312,25691,8790,8515,0,143,1,,14582107,15746930,17475530,16901297,15459911,22213694,27343247,18886041,23315430,29874393
381511,"Supported catalysts with nickel or a nickel compound as the active substance, n.e.s.",0,0,0,0,0,313,610,1187,1407,289,,0,305,433,277,5038,7088,15705,980,11420,12872,,113794,95688,103649,92598,89916,84574,104587,98327,77755,88918
381519,"Supported catalysts, n.e.s. (excluding with precious metal, a precious-metal compound, nickel ...",0,0,0,0,0,0,5812,1334,118,264,,175042,67324,695,20406,1526,41600,10894,38313,3503,8822,,489258,403554,405342,357734,346999,352221,413756,428821,364932,343624
841381,"Pumps for liquids, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",16,6,8,5,7,11,521,580,2343,260,,25832,28101,16869,25183,36126,29416,60831,5123,1792,6393,,458872,428474,462181,497606,419043,477111,513068,432105,386399,427947
390130,"Ethylene-vinyl acetate copolymers, in primary forms",0,0,0,156,224,491,75,83,37,253,,260,425,7695,161533,179010,252133,305665,337793,277443,495999,,175836,174737,200927,186174,171742,181028,173679,143061,130271,146412
841111,Turbojets of a thrust <= 25 kN,0,0,0,0,0,0,0,0,2454,250,,0,189,0,0,0,0,0,0,0,0,,284619,245120,248421,298116,330608,398861,320892,291856,250551,363505
392329,"Sacks and bags, incl. cones, of plastics (excluding those of polymers of ethylene)",0,0,0,15,194,0,79,117,544,245,,3535,4174,8742,16183,23022,13905,14802,16806,16498,23667,,412887,397130,419503,428075,446579,492253,554276,493913,489445,568361
40900,Natural honey,9,0,84,106,103,82,204,197,468,240,,35813,31336,35976,24219,25827,30188,14277,9938,13555,25046,,429984,498817,582238,605037,422382,568731,483752,416895,441475,666567
710391,"Rubies, sapphires and emeralds, worked, whether or not graded, but not strung, mounted or set, ...",0,0,0,0,3,0,41,336,16,238,,0,0,0,0,162,0,12,0,0,0,,792287,932398,1212114,1161959,1250937,1511807,1583215,1125901,584139,809930
291090,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their ...""",0,0,0,0,0,0,0,0,0,222,,828,0,31,15,160,23,184,0,0,0,,52785,55972,62884,45628,43573,87818,97295,94672,134649,119922
760429,"Bars, rods and solid profiles, of aluminium alloys, n.e.s.",0,0,0,0,0,0,2,0,32,213,,16120,20822,19723,21502,30205,41500,19641,7128,6053,14100,,379398,394678,442855,471909,487049,645366,675143,546479,533739,787316
281420,Ammonia in aqueous solution,0,0,0,0,0,0,0,0,0,199,,513178,525833,0,46,275,9,334253,333869,406014,122015,,15741,15817,17589,14185,13262,10231,8899,7217,10564,14620
40150,"Milk and cream of a fat content by weight of > 10%, not concentrated nor containing added sugar ...",0,0,0,0,0,0,0,0,48,195,,4363,4910,7241,8958,33491,26057,1671,3539,6388,6182,,9000,11327,12014,12631,15217,19621,22557,32040,35635,34171
940161,"Upholstered seats, with wooden frames (excluding convertible into beds)",291,139,116,156,94,189,174,111,184,194,,6757,6383,5911,6155,9428,10359,6708,2020,2545,4724,,3822580,4228783,4576409,5226186,5477935,6269505,6954660,6519082,6792620,9936249
810197,Tungsten waste and scrap (excluding ash and residues containing tungsten),0,0,644,0,0,0,0,0,0,193,,0,0,0,0,0,0,0,0,0,0,,42195,39198,55098,39109,30966,39949,69734,65243,45116,66701
843699,"Parts of agricultural, horticultural, forestry or bee-keeping machinery, n.e.s.",0,0,0,0,0,8,156,434,272,192,,86,0,0,5,24,80,15,0,0,0,,164218,165388,201246,201361,191220,230579,227914,217114,234098,334591
293090,"Organo-sulphur compounds (excl. thiocarbamates and dithiocarbamates, thiuram mono-, di- or ...",0,0,0,0,0,0,0,58,148,186,,19861,10303,2032,10,709,134,2427,800,462,468,,642354,760381,744518,723344,684131,760294,695799,717508,805316,876224
293369,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused triazine ring, ...",0,0,0,163,107,403,406,287,156,178,,2026,1467,4577,1868,113,48,0,0,35,749,,302471,308827,255955,267179,256212,282895,351486,378092,310396,500610
810820,Unwrought titanium; titanium powders,15,0,0,0,0,0,0,0,0,174,,0,0,440,2,0,0,0,0,28177,40582,,430031,271341,264067,271209,249040,300356,324870,382932,243277,204900
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",252,93,243,222,288,210,45,33,106,171,,5549,6173,9304,7651,3211,22341,15274,10167,0,0,,1858226,1878384,2052435,2009480,1971467,2291130,2511817,2485866,2319461,2823273
840999,"Parts suitable for use solely or principally with compression-ignition internal combustion ...""",24,44,80,98,327,214,183,209,267,167,,12487,10965,8740,7050,6543,901,3290,0,0,2,,3567395,3073775,3399799,3315726,2488867,2842660,3420401,3347394,2512500,3599983
720853,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,0,0,0,31,129,33,0,167,,3987,337,6402,683,811,7503,5753,15,0,36,,14533,12582,14822,13648,12624,18443,21719,15356,14909,43727
940180,"Seats, n.e.s.",179,198,370,319,231,216,147,184,248,162,,169,45,113,258,286,497,832,218,235,406,,734365,869940,966748,1056891,1157271,1300894,1223263,1133057,1155749,1523672
681099,"Articles of cement, concrete or artificial stone, whether or not reinforced (excluding prefabricated ...",0,0,3,0,19,11,0,0,0,158,,1357,1402,858,1544,871,10061,10763,10473,9261,7167,,870157,977076,1096122,1372617,1553131,1921903,2228920,2099946,2094221,3028301
392321,"Sacks and bags, incl. cones, of polymers of ethylene",2,47,117,0,0,0,1249,75,0,153,,5404,4927,9224,9084,23856,47732,36795,52550,19399,44819,,1911327,1987475,2165589,2299140,2313927,2388224,2589268,2462856,2702462,3126963
200989,"Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening ...",0,5,257,70,36,26,0,0,97,152,,37619,58284,74201,53497,46764,60983,71309,82938,114590,118025,,323191,245634,274960,332351,303971,325559,439327,563557,558380,720774
481890,"Paper, cellulose wadding or webs of cellulose fibres, of a kind used for household or sanitary ...",0,0,0,0,0,0,0,0,120,151,,0,0,0,0,0,0,0,112,43,54,,255022,277596,316619,356919,365894,406185,476471,517334,575604,624615
720851,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, not in coils, simply ...",0,0,0,0,0,20,64,48,0,149,,59524,5475,1343,1110,1926,3050,4499,1409,468,9,,676090,437469,973478,767745,526917,310446,262039,245379,98776,291548
902780,"Instruments and apparatus for physical or chemical analysis, or for measuring or checking viscosity, ...",28,5,25,0,156,58,37,103,43,147,,2930,1922,1837,1873,1956,1526,2125,0,104,0,,1548567,1503998,1506735,1519830,1450661,1516399,1620129,1653735,1562762,1773930
481151,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",0,0,0,0,0,0,3,0,0,143,,0,0,0,135,14,4,275,0,0,0,,441636,427313,460777,484116,495502,532740,527187,427433,313565,365827
847130,"Data-processing machines, automatic, portable, weighing <= 10 kg, consisting of at least a ...",22,22,40,0,52,36,59,47,76,139,,44066,34070,12808,33205,23211,7762,13026,7,0,23,,44118432,43235338,42589984,39807140,36356774,40393506,40173035,40818542,51636353,60802219
381300,Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades (excluding ...,0,0,0,0,0,0,0,0,0,125,,3322,2738,1920,5340,2981,5824,948,692,522,392,,3246,3072,3066,3944,9985,4836,8710,9503,9343,7162
850440,Static converters,1666,14004,21798,20198,9261,1128,262,432,380,125,,9289,30590,21133,41850,15235,8175,8404,126,150,91,,8080280,8486424,9273437,9607602,9264142,9541997,10422940,10125956,10932833,13225374
940690,"Prefabricated buildings, whether or not complete or already assembled (excl. of wood, and modular ...",0,0,0,0,0,0,0,0,0,124,,0,0,0,0,0,0,0,0,0,5145,,0,0,0,0,0,206957,250024,261085,289147,376454
841221,"Hydraulic power engines and motors, linear acting """"cylinders""""""""",212,359,0,73,2,0,3,0,0,117,,75,130,116,642,351,201,295,0,0,5,,1022493,1076206,1159647,1190252,1155188,1257723,1489178,1514696,1164039,1383164
842123,Oil or petrol-filters for internal combustion engines,221,196,245,212,202,255,186,158,155,113,,3685,4660,4634,4621,3279,3321,3487,2757,2393,1605,,679621,705683,769113,772446,744016,784396,875532,950293,854226,1165992
841950,"Heat-exchange units (excluding instantaneous heaters, storage water heaters, boilers and equipment ...",13,0,10,19,60,43,28,517,117,112,,4727,2229,1689,10749,3442,1868,3990,61,890,646,,772961,744698,893442,1169702,1234139,1340807,1347659,1441648,1128839,1232873
847990,"Parts of machines and mechanical appliances, n.e.s.",69,19,32,5,43,94,18,153,21,109,,187,851,1889,1755,4702,6533,8419,100,1650,602,,1857721,1836238,2022257,2080788,1942317,2251551,2476788,2576837,2602298,3142253
391510,"Waste, parings and scrap, of polymers of ethylene",0,0,0,0,0,0,0,0,0,106,,10160,20276,6037,6674,15122,15593,13767,13909,11310,16056,,24883,27896,37789,36071,44963,40862,35833,28736,29288,64259
220190,"Ordinary natural water, not containing added sugar, other sweetening matter or flavoured; ice ...",0,0,0,0,0,0,0,0,0,102,,0,77,0,0,0,0,0,0,0,0,,137787,138433,153797,165890,172957,189123,203419,224136,160500,220370
190120,"Mixes and doughs of flour, groats, meal, starch or malt extract, not containing cocoa or containing ...",0,26,0,7,0,13,0,25,109,99,,4747,5388,4360,5089,4052,5016,3502,2090,4336,5122,,306957,325361,344282,348521,381280,353949,382414,413566,370407,383004
250300,"Sulphur of all kinds (excluding sublimed sulphur, precipitated sulphur and colloidal sulphur)",0,0,0,0,0,0,6907,4894,290,98,,27116,22901,23318,35898,16725,37260,64053,13694,20274,47261,,259932,228365,148248,159444,86297,118055,213919,139338,131161,306260
392690,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s (excluding ...",119,149,106,193,56,13,93,192,44,98,,39834,34141,18350,14576,4337,4555,8376,4892,2773,4206,,5675487,5906734,6269066,6677328,6707960,7387174,8219633,8721334,9164364,11202232
200551,"Shelled beans """"Vigna spp., Phaseolus spp."""", prepared or preserved otherwise than by vinegar ...""",0,0,0,0,0,0,0,0,60,95,,0,66,0,118,277,705,762,3044,3190,754,,46188,49413,50496,54632,57748,58174,62387,64086,96665,120704
854411,"Winding wire for electrical purposes, of copper, insulated",0,0,0,0,0,6,0,0,0,94,,0,0,351,175,1142,586,420,1248,1708,17682,,445652,421638,405552,355182,335914,417697,463871,434646,404233,625392
701349,"Glassware for table or kitchen purposes (excluding glass having a linear coefficient of expansion ...""",138,142,26,10,10,9,19,4,14,93,,132,217,407,219,452,2645,3658,2750,1967,2023,,200743,191098,207406,210801,217825,207062,228246,229929,217735,295846
854430,"Ignition wiring sets and other wiring sets for vehicles, aircraft or ships",9,4,0,41,65,16,25,65,113,93,,0,0,0,811,5605,22482,1088,38,0,0,,8483605,9032126,9946255,10921481,10556537,10229648,11370081,11410650,9423443,11510448
