Product code,Product label,Viet Nam's imports from China-Value in 2012,Viet Nam's imports from China-Value in 2013,Viet Nam's imports from China-Value in 2014,Viet Nam's imports from China-Value in 2015,Viet Nam's imports from China-Value in 2016,Viet Nam's imports from China-Value in 2017,Viet Nam's imports from China-Value in 2018,Viet Nam's imports from China-Value in 2019,Viet Nam's imports from China-Value in 2020,Viet Nam's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
260300,Copper ores and concentrates,2,378,0,1,153,206,137,1,6,,,657,403,563,18938,3357,105,17380,1438,1538,483,,344,2045,3317,10745,15651,21681,4646,257,73,584
260800,Zinc ores and concentrates,0,0,0,0,167,53,33,201,2,,,13887,14276,14387,6364,461,433,156,55,4579,157,,0,0,117,30,205,138,431,714,367,1314
262011,Hard zinc spelter,0,0,0,0,0,0,0,0,0,,,0,15,30,36,0,0,6,0,2,0,,0,0,11,1240,3760,4966,0,0,0,
262030,"Slag, ash and residues containing mainly copper",0,0,0,0,0,3,0,0,0,,,5,0,1,2,6,5,31,58,63,44,,127,73,0,0,0,3,0,0,0,
262040,"Slag, as and residues containing mainly aluminium",0,0,0,0,0,0,22,8,8,,,25,84,158,31,22,41,9,105,256,100,,5,8,2,3,3,12,22,8,8,626
262060,"Slag, ash and residues, containing arsenic, mercury, thallium or their mixtures, of a kind ...",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
270112,"Bituminous coal, whether or not pulverised, non-agglomerated",1701,0,1,98,5198,85,113,0,0,,,902730,568488,356638,204858,384581,761136,438080,544555,209124,134405,,175590,186418,185360,240889,398005,823290,1243149,1634989,1415077,2254665
270820,Pitch coke obtained from coal tar or from other mineral tars,111,148,125,108,75,53,28,56,18,,,17609,5843,3232,5325,4821,7073,19002,7641,3059,9061,,127,148,125,108,75,79,252,256,18,511
271311,"Petroleum coke, non-calcined",8050,7528,5618,4334,2116,173,0,48,1228,,,266057,230710,199039,131532,84497,158252,219879,129134,60851,85090,,8050,7528,5618,5890,3586,25126,4972,6501,15676,6291
280110,Chlorine,28,58,121,119,142,82,0,113,0,,,1107,1114,1365,1331,1295,1302,1268,1230,808,944,,33,60,122,119,142,87,13,168,37,42
280200,"Sulphur, sublimed or precipitated; colloidal sulphur",169,231,192,225,126,130,219,259,541,,,232,348,311,236,291,286,238,340,186,47,,3080,1350,977,1037,860,948,1149,1280,1538,328
280410,Hydrogen,0,113,0,0,0,2,4,5,0,,,52,93,87,106,34,152,103,905,1455,679,,23,183,7,16,36,122,17,36,21,49
280429,Rare gases (excluding argon),262,245,126,38,167,440,1084,83,64,,,3261,4070,5927,41795,12390,17497,26935,24209,36442,59248,,2007,2043,3034,2293,2679,3501,3796,4490,4033,2585
280440,Oxygen,3,14,9,27,152,113,89,79,172,,,776,960,1234,1489,1668,2013,2961,3251,3133,5119,,53,64,122,108,217,190,171,192,248,441
280461,"Silicon containing >= 99,99% by weight of silicon",91,204,361,412,375,642,2279,518,159,,,142905,179211,152827,191124,142896,152545,103716,74042,75372,121833,,98,217,386,424,522,1543,24868,34616,35920,123366
280700,Sulphuric acid; oleum,876,730,313,454,206,1160,1055,929,1904,,,5639,2572,3543,9199,2227,25868,63847,100461,14990,205269,,11123,7013,6670,10997,12915,22544,26937,21488,13864,26124
280920,"Phosphoric acid; polyphosphoric acids, whether or not chemically defined",3285,3878,4358,4503,6286,7146,8822,6730,12500,,,429127,425138,457568,455300,436816,396743,452827,407435,370162,415838,,5183,5603,5672,7574,7746,8642,10927,8772,13929,15485
281213,Phosphorus trichloride,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,16774,18337,18232,18952,35056,,0,0,0,0,0,0,0,0,0,164
281610,Hydroxide and peroxide of magnesium,2353,1792,1158,305,557,743,812,687,804,,,11953,13351,14485,14859,10139,8199,9864,14216,12985,9997,,3151,4153,3181,2793,2672,3276,3088,2869,2873,3154
281640,"Oxides, hydroxides and peroxides, of strontium or barium",1,0,18,71,84,47,70,107,86,,,19103,17572,16524,16774,18625,19823,27790,30425,23052,28927,,58,68,65,135,136,82,537,128,119,98
282410,"Lead monoxide """"litharge, massicot""""""""",146,157,223,124,232,241,60,97,221,,,4096,2572,1677,1734,1484,2045,1080,274,649,544,,607,689,674,686,1020,1199,1247,1259,1359,2942
282630,"Sodium hexafluoroaluminate """"synthetic cryolite""""""""",114,228,226,269,368,142,26,83,24,,,19236,23994,19995,23731,9513,6972,8208,10246,27028,15390,,120,229,226,269,368,142,28,88,49,123
282710,Ammonium chloride,2926,1837,1967,4433,20055,25598,27882,35195,27052,,,140051,80429,69794,106819,111620,115739,113729,130884,126396,191013,,3027,2141,2115,4533,20208,25871,28018,35356,27914,62492
282720,Calcium chloride,962,1390,2928,2342,1588,2226,2666,2920,3922,,,115557,175542,204777,149126,97910,99512,126412,156595,187915,186548,,1351,1784,3494,3104,2345,3281,4060,4447,5428,22157
283421,Nitrate of potassium,454,381,293,358,323,714,471,427,583,,,22699,24390,29978,33294,40230,94398,86851,75963,67796,31324,,1627,1098,1869,3117,4811,7771,5794,5584,4189,6643
283692,Strontium carbonate,416,702,569,610,722,195,385,546,348,,,10429,7069,7697,5270,5806,4847,3704,3810,2218,5590,,416,724,587,710,846,1079,1378,1686,1159,399
284020,"Borates (excluding disodium tetraborate """"refined borax"""")""""",82,49,43,18,24,51,122,228,431,,,22758,21219,20945,19746,21643,23759,24329,19920,20156,19626,,771,1892,2614,2683,1135,1014,1204,941,1226,891
284161,Potassium permanganate,1126,1226,1205,1368,2095,2924,4595,5113,6865,,,42377,34187,33218,30261,24768,33836,29555,28017,34719,28358,,1225,1332,1241,1446,2265,3054,4841,7008,8699,8717
284170,Molybdates,72,92,110,94,120,58,64,89,65,,,42889,35411,37427,28588,40461,32179,34226,29372,28782,30819,,102,134,167,214,240,164,219,238,256,359
284290,"Salts of inorganic acids or peroxoacids (excluding of oxometallic or peroxometallic acids, ...",451,1075,1269,980,808,1021,8500,31889,22558,,,64753,79362,95252,128535,156070,228910,440258,524885,533264,1519185,,1113,1989,2140,1715,2737,3122,13642,34939,39514,26666
284321,Silver nitrate,152,362,315,147,52,199,142,39,36,,,253,1289,172,99,253,238,288,287,881,2647,,775,1617,1989,1044,980,1002,886,1485,1034,1754
284690,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures ...",13944,5918,5294,18544,7047,2861,0,0,0,,,588772,423763,260268,255087,234591,300795,329590,305859,246804,431389,,54647,56803,107532,92134,88785,111381,0,0,0,290114
290211,Cyclohexane,2,2,48,55,62,177,195,229,337,,,855,367,7338,895,479,15668,1335,3980,2751,22103,,1477,1414,2257,1686,1677,2081,2375,1006,960,1142
290230,Toluene,61,396,132,68,672,31,33,2431,16958,,,5710,4087,2986,4322,2992,898,11627,23705,32864,52740,,84576,78292,76643,60221,63405,85148,124143,114818,93757,101524
290250,Styrene,1930,10,16,8,6,4456,7,7062,3510,,,47858,92518,50648,4938,59,86456,7270,57571,24893,286894,,61827,118959,108133,96022,84315,100150,123336,111617,85894,121093
290314,Carbon tetrachloride,5,10,9,6,5,19,0,9,3,,,0,0,0,0,0,0,0,644,1530,2041,,5,10,9,6,6,19,1,12,3,
290321,"Vinyl chloride """"chloroethylene""""""""",2385,1463,19091,17226,4185,10503,31413,35110,8637,,,6538,7100,49479,29587,3775,16182,29761,58109,20627,87877,,194141,224296,236000,203874,215627,246166,264893,259270,262124,415502
290329,"Unsaturated chlorinated derivatives of acyclic hydrocarbons (excluding vinyl chloride """"chloroethylene"""", ...""",94,320,330,728,416,1,0,30,0,,,21222,25380,28066,31535,44381,59512,56253,46370,44867,58154,,702,884,963,1910,1077,319,438,426,406,184
290391,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",314,124,149,108,157,177,116,196,85,,,58073,53410,53033,39320,32496,41200,39742,30921,24514,26801,,315,134,159,112,168,183,121,198,89,60
290410,"Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters",104,48,39,20,22,29,30,154,282,,,42302,51311,48208,38567,39201,45630,54923,55762,56611,60708,,527,772,611,808,902,927,998,1322,1476,2841
290420,Derivatives of hydrocarbons containing only nitro or nitroso groups,51,21,27,18,27,59,57,62,52,,,33715,39563,48191,42531,40300,56801,61251,67662,51122,34256,,52,22,27,96,28,69,133,62,353,103
290512,"Propan-1-ol """"propyl alcohol"""" and propan-2-ol """"isopropyl alcohol""""""""",35,19,876,60,488,230,2887,3871,6198,,,4845,13185,38390,23460,23099,41135,95165,128050,298817,124968,,12338,14924,20191,14504,15269,20411,23427,22609,28600,29620
290545,Glycerol,78,57,229,94,57,36,23,39,41,,,3874,4561,3140,3318,2151,2518,2203,3884,7720,6410,,3612,5268,6702,5420,6178,8279,12109,10205,9778,15132
290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",2101,1,27,41,63,285,0,1,0,,,801,556,976,728,1616,2167,699,919,330,330,,2254,133,313,819,1109,1448,56,55,25,55
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols ...",41,256,252,193,234,248,267,270,232,,,56551,49908,56511,51399,44182,42782,43097,34465,39212,33510,,935,908,1624,1163,694,691,744,645,689,425
290941,"2,2'-Oxydiethanol """"diethylene glycol, digol""""""""",2,3,35,1,28,35,50,149,510,,,11079,3559,3236,5436,4231,14528,7016,6586,5725,32987,,4369,4688,6078,4645,3577,5645,6281,4371,4420,8640
291090,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their ...""",32,26,14,30,31,34,52,79,92,,,52660,66020,52792,42824,49546,82193,103415,91532,140567,138915,,120,116,165,74,232,291,531,645,956,1444
291249,"Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function ...""",6,25,73,62,82,61,0,316,222,,,33437,51295,39101,40039,45376,45071,51133,56943,53478,66775,,247,398,528,524,342,263,285,584,506,278
291511,Formic acid,6393,4861,4812,3247,3901,6544,9899,5671,4007,,,92012,91559,71644,60071,57038,69645,139854,89697,63957,114926,,7746,7258,8176,6907,6010,9706,13416,8618,6036,7411
291611,Acrylic acid and its salts,184,188,448,714,510,1133,1468,1565,1418,,,126275,222518,114578,52232,43672,73395,129080,108907,59666,125584,,1641,1434,2572,2020,1469,2430,2831,3034,2933,5448
291816,"Gluconic acid, its salts and esters",2398,2498,3043,3353,3757,4497,6132,5825,5980,,,94272,101841,108509,104285,98380,105164,126877,117659,130611,148830,,4514,4274,5360,6005,5824,5947,7950,7611,7625,11024
292029,"Phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives ...",0,0,0,0,0,0,3,390,38,,,0,0,0,0,0,32852,41170,42221,41824,74728,,0,0,0,0,0,0,83,1603,1854,5112
292030,"Endosulfan """"ISO""""""""",0,0,0,0,0,0,4,3,3,,,0,0,0,0,0,335,0,0,0,0,,0,0,0,0,0,0,4,3,3,
292130,"Cyclanic, cyclenic or cycloterpenic mono- or polyamines, and their derivatives; salts thereof",35,73,46,67,80,13,117,584,640,,,74712,86739,142242,165825,177859,203292,257291,203757,151348,217852,,251,266,313,394,187,265,500,1045,1475,1265
292149,"Aromatic monoamines and derivatives; salts thereof (excluding aniline, toluidines, diphenylamine, ...""",567,590,627,564,397,216,260,564,557,,,122011,134371,136729,132258,123663,141733,175647,172703,192402,230285,,813,885,1108,928,932,738,1266,1265,925,1003
292151,"O-Phenylenediamine, m-phenylenediamine, p-phenylenediamine or diaminotoluenes and their derivatives; ...",584,1375,2473,3698,3629,6971,7387,8373,8703,,,338146,490582,506141,428872,327761,393482,456087,406318,360997,576159,,2382,3953,4302,4761,4660,9119,8986,9751,11167,23488
292229,"Amino-naphthols and other amino-phenols, their ethers and esters; salts thereof (excluding ...",15,9,74,66,122,136,188,163,432,,,189753,209759,241889,230558,219745,248657,343131,354733,331060,363025,,116,164,126,167,225,275,331,443,652,2993
292242,Glutamic acid and its salts,23358,68578,55496,50737,52733,71505,69042,85872,84848,,,447947,491881,462206,368473,417850,398039,412746,693107,667293,692189,,35519,97305,83167,82762,87798,112475,91459,111052,108574,110582
292249,"Amino-acids and their esters; salts thereof (excluding those with > one kind of oxygen function, ...""",6361,11576,14298,11681,11307,9830,10286,10763,11140,,,582031,651988,744470,720097,706778,841256,990820,945862,1061220,1299298,,11813,18924,23167,17887,18416,17086,17886,19222,19782,32494
292390,Quaternary ammonium salts and hydroxides (excluding choline and its salts),649,1609,955,754,1337,2583,2742,2868,3879,,,161007,203684,216106,215257,212745,240948,302790,330819,281699,343776,,2700,3914,4084,6271,7107,9909,8473,10893,8344,8582
292610,Acrylonitrile,0,0,0,0,0,0,0,36,6,,,0,0,0,0,2469,15122,11990,66677,78321,400268,,461,394,543,368,351,363,514,531,426,307
292910,Isocyanates,13320,11015,17538,22226,28766,46923,74201,72919,88452,,,392323,409533,385719,333500,467208,663159,721520,594437,715479,1142655,,77816,83882,117980,107208,106725,177971,228038,199980,185922,220986
293131,Dimethyl methylphosphonate,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,2183,2285,2073,862,985,,0,0,0,0,0,0,0,0,0,179
293138,Salt of methylphosphonic acid and (aminoiminomethyl)urea (1 : 1),0,0,0,0,0,0,0,0,2,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,19,
293211,Tetrahydrofuran,23,37,73,1,0,43,505,18,60,,,10908,21583,23353,6278,14571,11066,16382,14228,8393,62483,,578,475,535,423,552,937,1539,2953,3582,36670
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,0,0,5,5,0,0,1,38,1,,,153981,119120,144368,128722,96652,161097,193951,109076,76976,165102,,34,33,269,370,153,2,2,43,1,10
293311,"Phenazone """"antipyrin"""" and its derivatives""""",430,643,656,670,841,522,428,728,737,,,9257,7855,10231,6356,5543,6717,8108,8042,8388,8334,,431,645,698,693,872,636,429,728,740,39
293353,"Allobarbital """"INN"""", amobarbital """"INN"""", barbital """"INN"""", butalbital """"INN"""", butobarbital ...""",94,176,178,294,151,83,274,394,76,,,2321,3662,5102,3613,3265,2470,3949,4061,3802,1146,,94,176,178,294,151,84,274,394,79,54
293372,"Clobazam """"INN"""" and methyprylon """"INN""""""""",0,0,7,177,113,108,27,180,40,,,0,0,0,0,0,0,0,0,0,0,,0,0,7,177,113,108,27,204,88,
293391,"Alprazolam """"INN"""", camazepam """"INN"""", chlordiazepoxide """"INN"""", clonazepam """"INN"""", clorazepate, ...""",3,87,34,7,0,24,0,0,0,,,878,864,477,568,558,295,515,648,512,799,,5,88,36,8,0,25,53,23,0,31
293410,"Heterocyclic compounds containing an unfused thiazole ring, whether or not hydrogenated, in ...",116,169,179,287,322,583,326,387,398,,,133179,148989,221352,173875,172137,195881,215148,253667,273387,285524,,368,520,780,762,868,1051,1016,890,1009,6859
293499,"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excl. ...""",3999,8301,8145,7969,8705,12423,13540,14599,21521,,,1224094,1331491,1547415,1715232,1683796,1953928,2225217,2269322,2675741,3105027,,21703,24429,24583,27376,26220,30673,40003,58040,65474,75802
293729,"Steroidal hormones, their derivatives and structural analogues, used primarily as hormones ...""",2094,3967,3954,4881,4791,4963,5640,6617,8094,,,108492,146677,145423,237574,194336,200324,250133,260807,258455,252032,,2691,5997,5180,6313,6951,6959,7696,8381,10138,11343
293911,"Concentrates of poppy straw; buprenorphine """"INN"""", codeine, dihydrocodeine """"INN"""", ethylmorphine, ...""",0,0,0,0,78,0,19,59,39,,,14,17,18,23,23,42,31,46,98,78,,4311,7308,6337,5300,4127,4369,4426,2850,1527,1852
300214,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,17,3933,2012,39871,149287,,0,0,0,0,0,0,0,0,0,66
300432,"Medicaments containing corticosteroid hormones, their derivatives or structural analogues ...""",2689,2521,2048,412,359,200,321,196,252,,,19715,24935,34474,36464,28292,35646,41368,46946,56303,44711,,26930,23374,32978,43852,33041,40134,51635,90132,114192,43185
300590,"Wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated ...",2173,1369,665,756,1492,606,553,600,860,,,1009380,1040182,1057518,998619,920156,935321,984784,1040542,1353539,1226319,,5825,5957,6288,6805,8172,5484,5308,5459,4014,15637
310260,Double salts and mixtures of calcium nitrate and ammonium nitrate (excluding those in pellet ...,863,744,787,1875,1470,1516,2046,3007,2871,,,22668,30246,55109,78677,71170,92222,104244,110819,119095,121675,,1140,857,1103,2308,1705,4502,5136,6611,6626,6985
310311,"Superphosphates containing by weight => 35 % of diphosphorus pentaoxide """"P2O5"""" (excl. such ...""",0,0,0,0,0,0,165,890,102,,,0,0,0,0,0,364408,414527,435214,253698,503548,,0,0,0,0,0,0,173,890,107,9
310559,"Mineral or chemical fertilisers containing the two fertilising elements nitrogen (excluding ...""",247,79,981,943,1601,1208,1880,3027,2771,,,332162,179005,214844,253578,147599,215693,248375,279593,241500,461572,,1565,1923,2534,3436,3407,5853,3346,5938,2914,41224
320120,Wattle extract,14,18,0,0,0,0,0,1,0,,,881,161,63,53,5,38,28,20,12,82,,460,751,1147,879,1225,1190,1246,1035,912,2549
320416,Synthetic organic reactive dyes; preparations based on synthetic organic reactive dyes of a ...,1971,3828,10793,18905,12849,21590,26310,25066,22396,,,188596,273875,386563,290871,231163,206605,191621,189189,178987,228007,,7909,11710,25912,35816,28515,44765,60026,57281,57092,90509
320620,Pigments and preparations of a kind used for colouring any material or used as ingredients ...,1124,1351,1165,1418,1943,2024,1389,1311,1253,,,46488,22896,24623,23458,25119,23842,19422,18741,14211,16757,,3392,4110,4041,4641,5150,7558,7509,4775,4290,5938
320642,Lithopone and other pigments and preparations based on zinc sulphide of a kind used for colouring ...,644,1292,665,657,627,603,584,596,572,,,19936,16876,19372,21786,20837,25115,17857,11614,6500,8239,,748,1379,749,747,731,687,659,709,687,435
320810,"Paints and varnishes, incl. enamels and lacquers, based on polyesters, dispersed or dissolved ...",3093,1908,1432,2002,2035,3069,3953,4400,5802,,,122219,142945,164931,176226,117578,126937,111741,104718,101480,110376,,12456,11245,13433,13967,14594,17006,17554,17577,18558,16080
320820,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",1321,1451,2094,1567,1350,6153,12710,11386,16021,,,75637,100637,129420,147680,119668,111993,141514,135221,158323,123421,,24679,24665,46058,46984,56213,54240,63416,62364,69260,69155
320910,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",2516,2484,2651,3501,3969,5350,9077,13669,18008,,,20413,30694,28476,23255,26803,26982,29967,36484,32241,38244,,15474,18513,22281,23317,22346,26002,30358,36199,40494,32907
320990,"Paints and varnishes, incl. enamels and lacquers, based on synthetic or chemically modified ...",1949,1641,3026,5350,6294,9574,11264,18304,21603,,,80849,81460,91873,99294,73346,76683,88213,79203,81145,96569,,26233,31980,35360,36436,41239,48943,56120,65618,72165,64295
321410,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ...",2744,2725,3203,4148,4528,6806,14681,15390,12888,,,88581,108345,139353,165167,155889,188178,236840,246999,255389,313427,,27245,29431,37686,44103,54148,63328,88829,90285,85814,103929
321511,"Black printing ink, whether or not concentrated or solid",2420,3058,3279,4323,4484,6588,9325,9588,10872,,,15591,21625,18517,14417,12364,11795,10467,10645,9074,11014,,21729,22376,24102,33365,39034,59892,74787,71718,68735,23558
330710,"Shaving preparations, incl. pre-shave and aftershave products",5,1,1,0,1,3,0,4,1,,,12320,15339,16630,14997,15420,12384,12876,10626,7098,7260,,388,665,521,596,1264,1945,3418,2614,3002,4078
330741,"""Agarbatti"""" and other odoriferous preparations which operate by burning""""",17,19,31,60,94,98,518,555,232,,,82058,104169,108649,119555,105078,105565,96843,110777,110594,149352,,40,82,107,191,403,205,801,752,299,7668
330790,"Depilatories and other perfumery, toilet or cosmetic preparations, n.e.s.",2499,1921,1336,1115,1020,564,648,931,1157,,,198035,218858,254381,346602,397771,463699,498406,509931,497595,546360,,7748,6688,5399,5808,6962,9489,10004,12129,11752,42029
340120,"Soap in the form of flakes, granules, powder, paste or in aqueous solution",126,90,123,276,936,1287,1385,612,224,,,22556,22297,44173,45477,37638,39448,37779,33858,34563,25717,,11193,10770,10216,9280,9561,10527,11526,8499,9293,15087
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",3642,4929,5089,4487,6374,8169,9883,11022,14959,,,95702,88340,99605,100242,85515,97097,107659,113951,106114,132115,,39498,35589,36039,44118,46909,50610,50223,50218,53090,72811
350190,Caseinates and other casein derivatives; casein glues (excluding those put up for retail sale ...,171,84,22,28,94,87,30,139,501,,,2551,3012,1297,641,655,486,501,1354,2243,936,,4295,5817,11085,6313,10587,14527,12600,15770,16610,10632
350400,"Peptones and their derivatives; other albuminous substances and their derivatives, n.e.s.; ...",153,1633,2319,2336,1783,2578,2870,3191,4746,,,424787,539313,567500,481253,395984,436192,465031,463108,558039,687641,,1239,3890,3585,4064,4370,6035,7249,7432,11821,22695
