Product code,Product label,"China's imports from Korea, Republic of-Value in 2012","China's imports from Korea, Republic of-Value in 2013","China's imports from Korea, Republic of-Value in 2014","China's imports from Korea, Republic of-Value in 2015","China's imports from Korea, Republic of-Value in 2016","China's imports from Korea, Republic of-Value in 2017","China's imports from Korea, Republic of-Value in 2018","China's imports from Korea, Republic of-Value in 2019","China's imports from Korea, Republic of-Value in 2020","China's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
392099,"Plates, sheets, film, foil and strip, of non-cellular plastics, n.e.s., not reinforced, laminated, ...",136503,154765,150179,168883,191515,206550,222461,215725,193705,200617,,271681,326918,300717,249840,284407,339936,343497,398828,419947,472562,,1092603,1023731,1050999,1022506,1136429,1408140,1484777,1478440,1725118,1901710
854370,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85",161824,166020,154648,123952,119281,210882,274265,329367,230515,197306,,2701856,4163027,3583937,2762632,706472,734940,969440,1022525,1157688,1172054,,2482504,2625751,2683377,2912175,2886407,3130372,3699086,4098481,4363790,4454481
870829,"Parts and accessories of bodies for tractors, motor vehicles for the transport of ten or more ...""",787396,918369,1005407,934608,907879,517792,414018,287764,188886,196954,,2385971,2690380,3156626,3089487,3126722,2449816,2534142,2483725,2020393,2356796,,4231913,4629021,5239452,4637800,4618573,4488505,4916772,4665851,5202477,5847774
890590,"Light-vessels, fire-floats, floating cranes and other vessels, the navigability of which is ...",0,250000,0,0,10,7611,507,4459,0,196315,,6642328,9430492,13820386,13395261,5231008,4023948,754009,1631305,1621855,288668,,8103,250000,1999,217231,6836,88308,3107,284679,550075,1646896
902129,Dental fittings (excl. artificial teeth),15083,25448,33499,31638,51172,63581,81403,105813,125113,190758,,125879,150707,159474,177572,217626,266090,323165,397716,371773,559794,,71089,95202,132263,156264,206432,264703,327624,376949,404294,615309
291020,"Methyloxirane """"propylene oxide""""""""",0,1996,466,0,0,0,15404,136010,133698,189658,,12983,13675,11097,10008,7449,8616,28406,162023,171587,246584,,823204,731289,841480,388110,321949,266740,393956,547042,573242,810406
870880,"Suspension systems and parts thereof, incl. shock-absorbers, for tractors, motor vehicles for ...",73880,106549,150324,157916,176584,163921,157687,143219,161145,184533,,354769,468123,483129,432033,470475,485004,495087,459558,421780,612784,,716436,748733,880744,795380,803830,885101,971476,846221,1012903,1057627
721030,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",382445,306085,298740,212899,227664,277855,239622,168936,140165,184476,,655422,610027,555813,487543,499608,627107,716611,593121,514036,824497,,1254682,1032807,1007280,789292,673869,790995,718603,538419,428034,610572
480519,"Fluting paper, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with ...",3434,2126,829,4307,2794,17152,22344,82225,170814,182771,,12207,14593,7054,4846,5051,8238,11651,21950,35407,23113,,45783,24288,15296,28796,27417,245453,479255,533893,1362723,1295347
841410,Vacuum pumps,25978,118594,98932,174357,178757,214673,355545,254010,169294,182049,,192602,291358,283368,308417,327227,377785,459127,428060,366244,443500,,349437,509231,528327,589837,559171,722905,1042141,866789,809293,967016
790111,"Unwrought zinc, not alloyed, containing by weight >= 99,99% of zinc",144014,99886,33093,185365,110473,130597,351649,289436,330881,180710,,715586,670287,602608,708825,765916,925159,1061079,881017,912974,773047,,994694,1193344,1182219,1049574,789257,2011863,2043511,1504569,1180511,1154099
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",166353,193020,210129,213093,194911,196490,231310,252691,218938,178251,,1444558,1276695,1372296,1464900,1542442,1559537,1712212,1736164,1466954,1836637,,1769972,1826883,1933029,1764124,1836853,1955268,2163760,2110029,1850636,1923529
903090,Parts and accessories for instruments and apparatus for measuring or checking electrical quantities ...,86500,87070,115874,152229,97725,90254,102245,86176,108038,176272,,255291,284803,341221,314122,264300,324001,398827,335981,410392,415293,,761461,696010,760575,705549,611416,665260,795297,767058,879788,834519
390720,"Polyethers, in primary forms (excluding polyacetals and goods of 3002 10)",157118,155062,161247,140373,123342,140571,161035,145737,150051,174671,,901491,990534,1078817,860635,740035,782301,917776,885612,878218,1432086,,1319050,1343719,1295071,1184224,1086622,1276863,1555725,1391186,1363248,1774694
390390,"Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile copolymers ...""",82579,104064,106144,96042,101493,114517,133765,144468,153449,170852,,598442,666085,691813,572255,568720,670554,725738,627389,571049,884952,,662380,704283,723751,611312,633124,744452,919401,952369,927065,1172451
390319,"Polystyrene, in primary forms (excluding expansible)",289026,269381,193651,139047,102890,125453,161207,139813,133283,169641,,352870,284017,256319,165772,173085,144334,184644,164642,162953,246187,,1538717,1619860,1386135,1037514,878994,1043406,1501183,1505407,1379893,1438685
391190,"Polysulphides, polysulphones and other polymers and prepolymers produced by chemical synthesis, ...",18227,15152,30600,30398,46527,95471,112253,123545,148897,169461,,45983,52612,72200,98409,120614,145967,201212,209113,233074,336739,,412631,447816,603339,617386,541801,689370,708423,657798,685992,729970
390190,"Polymers of ethylene, in primary forms (excluding polyethylene and ethylene-vinyl acetate  ...",334126,354887,345493,311163,307131,70222,84975,112717,133195,168748,,247378,256248,200735,264418,310983,209550,230504,369849,203308,245283,,3800905,4330575,4837911,4244288,4139049,751933,1063328,1102026,973059,1003981
841490,"Parts of: air or vacuum pumps, air or other gas compressors, fans and ventilating or recycling ...",54346,78615,80047,85935,109394,113562,115892,118360,134744,167829,,521107,599895,714239,702603,723253,832317,845530,826012,721836,847516,,1009602,1082840,1152045,1056466,1190175,1401111,1492017,1371566,1271771,1366497
722550,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...""",109724,100475,125848,145329,189296,188768,179232,151689,122670,167653,,82004,161667,347758,397748,434985,469656,512998,452613,386160,584871,,256256,237478,283494,281636,349823,385994,349552,283482,275560,353907
901812,Ultrasonic scanning apparatus,132493,143189,154283,94304,92186,117916,125108,138847,130530,166212,,420978,457050,468139,462686,478375,615883,689581,666717,580119,696123,,906816,1041752,1116242,926462,990988,1069901,1204304,1139936,1020746,975144
841950,"Heat-exchange units (excluding instantaneous heaters, storage water heaters, boilers and equipment ...",196866,84238,80949,114083,71711,59346,110097,118295,116464,164588,,880895,639092,821758,876921,832902,597072,549326,531401,663012,510817,,1192389,747286,817382,706154,543473,423399,589006,784486,699103,890006
270750,"Aromatic hydrocarbon mixtures of which >= 65% by volume, incl. losses, distils at 250¡ÆC by ...",587207,537536,689073,342159,445340,379073,251835,146409,109940,156730,,414970,494628,575686,339949,333169,486687,475078,403306,344316,432923,,4519186,4254506,5079289,4161274,6430650,7083876,3502881,1726654,2498923,2677669
250300,"Sulphur of all kinds (excluding sublimed sulphur, precipitated sulphur and colloidal sulphur)",187021,121554,150965,172131,109000,108141,153603,115614,53707,153353,,125225,77696,106387,118380,70121,87528,137728,94103,41036,186912,,2248683,1418904,1582579,1778057,1158139,1235025,1650923,1311140,604419,1468596
390320,"Styrene-acrylonitrile copolymers """"SAN"""", in primary forms""""",142418,112331,116930,88731,79469,105610,120919,123889,118087,151559,,241584,240397,250297,190500,167987,207328,268562,260583,235115,368265,,388531,359085,402388,321613,311669,448034,467838,438653,384686,500475
390610,"Poly""""methyl methacrylate"""", in primary forms""""",195660,187341,156833,148447,136788,150149,173721,126019,105577,150318,,309578,319833,327709,282044,267343,317001,342040,271992,239238,306056,,645312,582665,570328,460010,419212,494586,614841,480722,393413,503539
702000,"Articles of glass, n.e.s.",93145,145777,119007,113137,142725,156156,158595,157853,164418,148791,,102232,104266,156720,137914,123713,140486,188922,208629,228254,262208,,1242799,1011222,650847,572191,536223,545386,536954,474005,505310,565478
220299,"Non-alcoholic beverages (excl. water, fruit or vegetable juices, milk and beer)",0,0,0,0,0,53576,67616,99668,109903,145517,,0,0,0,0,331,292634,348908,363992,370903,453064,,0,0,0,0,0,325922,454136,576995,608993,623355
847990,"Parts of machines and mechanical appliances, n.e.s.",51874,62962,81733,72237,73761,88596,139501,171911,136103,144412,,1594688,1724447,1871142,1877396,1494806,1560913,1604088,1370386,1241180,1239912,,744975,691437,822498,656090,665873,913957,1172489,1290967,1456467,1427515
848120,Valves for oleohydraulic or pneumatic transmission,115059,141328,147138,113043,119300,135263,153326,140805,156072,141942,,86616,86908,102809,104006,230829,244496,294405,280265,261422,264166,,1438794,1309718,1355494,1121668,1203114,1677133,2024350,1793516,1888872,2100813
841989,"Machinery, plant or laboratory equipment, whether or not electrically heated, for the treatment ...",85608,106491,54049,43186,56269,90447,111404,91223,76306,141911,,1092338,884201,681527,917843,748680,591286,506846,630220,653325,624926,,1022331,1101223,919596,722354,707878,776862,967537,894157,918354,1178757
290321,"Vinyl chloride """"chloroethylene""""""""",46564,57425,58663,57485,55740,20358,29344,96704,109011,141577,,69009,77929,100845,70481,68841,38859,39037,139460,153113,273332,,459868,559757,574242,499146,505302,553322,567431,650240,588802,974222
390931,"Poly""""methylene phenyl isocyanate"""" """"crude MDI, polymeric MDI"""", in primary forms""""",0,0,0,0,0,147428,133603,82431,135193,141287,,0,0,0,0,0,499625,539537,329495,371822,749567,,0,0,0,0,0,580065,750556,451100,493410,600119
292610,Acrylonitrile,278642,401208,305917,200579,145335,179811,261246,178067,85706,140334,,363472,527194,513837,290355,248049,378598,425984,375327,236819,514087,,1041520,983374,1001831,556905,328726,399700,728922,484417,327709,379969
853321,Fixed electrical resistors for a power handling capacity <= 20 W (excluding heating resistors),40087,39810,47215,33193,28708,24357,22057,14434,14171,139213,,49906,44918,49838,42427,43426,79631,88387,91361,95954,119168,,1040259,1195214,1139566,1498547,1346570,1188291,1410260,1149698,1387707,2561629
848390,"Toothed wheels, chain sprockets and other transmission elements presented separately; parts ...",133172,166854,189331,207992,206376,181047,187571,156074,134446,138860,,131721,147973,171451,174704,201273,209956,230765,212528,204738,259290,,1365572,1480859,1710839,1663726,1609576,1936635,2125510,1873849,1831663,2006271
320890,"Paints and varnishes based, incl. enamels and lacquers, on synthetic polymers or chemically ...",45742,48140,39635,51066,62168,30256,48129,114933,115009,138254,,313865,328286,374012,367943,327679,345994,375499,360856,334727,363713,,305511,308063,317997,292174,337330,349414,464874,652429,772811,819400
271112,"Propane, liquefied",124885,60105,69006,17358,23108,82859,233227,289118,204334,138077,,124015,70386,70809,31660,49374,81757,195478,196341,191588,159083,,1687655,2193715,3986548,4412636,4397228,6663114,7896298,7363372,6527279,11421462
720827,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",110688,105521,128978,99099,125384,145033,143467,147060,129849,136611,,634009,562778,617699,502523,501312,581295,624550,595441,458110,654111,,286653,254917,296067,232545,249636,294607,283399,245036,222724,243451
903289,"Regulating or controlling instruments and apparatus (excluding hydraulic or pneumatic, manostats, ...",309635,452553,424753,409252,412278,274064,282389,218363,165333,135847,,548847,595585,681978,607443,838276,736285,802075,725393,702728,697847,,3767795,3767430,4075327,3550608,3605914,4042713,4427190,4081469,4188045,4444365
400270,"Ethylene-propylene diene rubber """"EPDM"""", non-conjugated, in primary forms or in plates, sheets ...""",128919,125164,135224,106938,80455,93758,121310,111514,81662,135816,,294711,280746,317579,298080,262939,307163,367140,290994,222731,468282,,814992,718904,680239,513745,401976,425494,500325,429798,309543,366949
390769,"Poly""""ethylene terephthalate"""", in primary forms, having a viscosity number of < 78 ml/g""""",0,0,0,0,0,95740,116571,104735,83222,134967,,0,0,0,0,0,554213,660307,560937,415897,631617,,0,0,0,0,0,285213,511906,595573,308778,346723
854110,Diodes (excluding photosensitive or light emitting diodes),191018,195311,212520,216184,161456,178440,168328,128837,117071,131308,,242199,261351,231541,206314,206381,274676,318215,297166,259093,309125,,3126160,3577720,4110056,3735266,3297990,3411530,3590566,3319635,3504163,4038631
190230,"Pasta, cooked or otherwise prepared (excluding stuffed)",7171,8829,15146,24134,50360,106608,100031,124597,153192,130634,,252919,256996,250210,262995,339307,443074,477080,528621,686126,769774,,46570,67494,83860,106072,142571,201605,204291,230767,264152,226144
840991,Parts suitable for use solely or principally with spark-ignition internal combustion piston ...,352941,380679,412544,386784,404153,279169,307214,280036,173360,130123,,1118574,1341762,1389537,1309271,1217012,1197443,1272251,1294301,954459,1254926,,2772997,2832499,3058073,2636224,2550629,2714519,2944313,2549106,2389927,2399579
720916,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",144434,192739,198475,120402,105401,112399,112295,109352,117777,128781,,933940,908591,913656,651859,557918,697633,843054,784791,698110,1159370,,399647,402048,384515,250238,231803,271476,290950,257693,306469,334389
290531,"Ethylene glycol """"ethanediol""""""""",463783,506753,563606,520032,318846,379573,473628,316771,165629,126445,,444729,487198,500412,448048,306234,379392,448777,318676,142841,229793,,8137964,8679601,7892120,7100661,4873893,7387208,9082380,5971806,4901069,5132104
842890,"Machinery for lifting, handling, loading or unloading, n.e.s.",159860,188211,165662,214896,242146,220143,274495,187604,98243,125379,,185550,266142,280050,359333,411155,466023,709670,550870,576259,600093,,1086751,1075097,1375012,1342050,1073151,1364737,1491285,1436512,1078802,1077864
700529,"Float glass and surface ground and polished glass, in sheets, but not otherwise worked (excluding ...""",92043,134817,148459,155159,143226,113303,108898,103862,113576,124110,,240013,180859,177482,179643,143408,113810,114135,110490,112647,133278,,433071,590014,580739,506828,556791,530536,512295,676456,673513,668627
390710,"Polyacetals, in primary forms",65880,73317,75134,73793,88287,102049,104555,88253,89637,123470,,195614,192163,218352,208341,218112,244820,334514,308448,287554,418612,,489539,520581,553062,539984,568342,639163,720565,631504,589329,703591
390799,"Saturated polyesters in primary forms (excluding polycarbonates, alkyd resins, poly""""ethylene ...""",67387,73804,75529,72983,76891,95712,104940,93026,99097,123306,,620840,674673,623081,371251,297020,355498,354951,323580,303537,437728,,1016176,1088835,1137909,1032536,1077166,1209575,1270069,1206478,1231414,1493885
870893,"Clutches and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, ...",130064,221951,263031,263313,318112,303381,299063,206799,130014,123133,,252509,329481,370319,374088,539436,513357,433566,445924,410949,476005,,365550,489398,648839,619588,760684,821911,931828,673297,634547,692426
