Product code,Product label,"Korea, Republic of's imports from Saudi Arabia-Value in 2012","Korea, Republic of's imports from Saudi Arabia-Value in 2013","Korea, Republic of's imports from Saudi Arabia-Value in 2014","Korea, Republic of's imports from Saudi Arabia-Value in 2015","Korea, Republic of's imports from Saudi Arabia-Value in 2016","Korea, Republic of's imports from Saudi Arabia-Value in 2017","Korea, Republic of's imports from Saudi Arabia-Value in 2018","Korea, Republic of's imports from Saudi Arabia-Value in 2019","Korea, Republic of's imports from Saudi Arabia-Value in 2020","Korea, Republic of's imports from Saudi Arabia-Value in 2021",Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
700521,"Float glass and surface ground glass, in sheets, coloured throughout the mass """"body tinted"""", ...""",0,72,969,75,0,0,0,0,0,16,,3162,2568,649,1060,126,5325,385,9,44,278,,51323,49022,67303,68191,63244,64033,68009,61760,59716,89204
854370,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85",24,14,5,3,14,2,20,5,4,16,,222,1808,1584,1972,3029,1066,6547,0,0,0,,1317520,1766245,1811478,1492271,855580,1138678,1429051,1171099,1295694,1422269
400231,"Isobutylene isoprene rubber """"IIR"""", in primary forms or in plates, sheets or strip""""",0,0,0,0,0,31,29,0,0,16,,0,0,0,0,2861,42085,48399,26207,92400,126320,,61057,68129,50305,32598,27145,31265,27303,24597,19863,28908
721633,"H sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,0,0,9,0,0,0,0,15,,340,240,339,386,1509,2123,1676,7,7,29,,468530,418720,443018,256841,219076,243165,230210,271216,224787,320067
300640,Dental cements and other dental fillings; bone reconstruction cements,0,0,0,0,0,20,0,0,0,15,,345,34,73,124,22,83,3,0,0,0,,46831,47129,51357,50399,50280,49238,46559,47445,40223,43875
852580,"Television cameras, digital cameras and video camera recorders",2,23,15,10,8,11,14,8,12,14,,10109,7109,4633,5022,11210,3582,4035,0,14,0,,722038,557513,572680,1151415,1489670,954209,798644,807988,862723,952411
630790,"Made-up articles of textile materials, incl. dress patterns, n.e.s.",0,0,0,0,0,0,1,0,8,13,,550,480,582,1031,1509,1844,1925,1785,984,258,,112013,124504,139512,162238,156096,182884,234247,251418,769485,381893
851769,"Apparatus for the transmission or reception of voice, images or other data, incl. apparatus ...",0,0,0,0,0,0,0,0,0,13,,5322,555,2426,696,2493,467,441,5,0,4,,43695,31537,33822,48198,35851,43488,36645,35913,42373,61370
901811,Electro-cardiographs,0,0,0,0,0,8,0,0,0,13,,0,0,0,22,146,55,217,0,0,0,,12645,9883,6680,5627,6393,6882,6814,7230,7934,10041
761090,"Structures and parts of structures, of aluminium, n.e.s., and plates, rods, profiles, tubes ...",0,0,0,0,0,22,0,0,0,11,,103555,51481,18211,16142,11559,14255,9969,14559,14802,38219,,41960,35220,69022,75160,77049,50321,40768,42686,45753,52862
870323,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",0,46,47,141,3113,134,54,67,15,11,,232924,282837,303579,196504,258303,320870,193216,0,0,0,,1228876,1503414,1846344,2047586,3014757,3524901,4410131,5112033,4765174,4479197
870324,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",0,0,39,76,1124,25,155,72,33,11,,94572,101231,244578,134350,161622,353951,205717,0,0,0,,1079669,897526,1228957,1442854,1189541,993189,1026159,1286730,1148107,1290826
847990,"Parts of machines and mechanical appliances, n.e.s.",7,15,34,38,1,2,0,0,85,10,,187,851,1889,1755,4702,6533,8419,100,1650,602,,1122927,1056903,981171,1025799,584624,638237,578958,736950,536324,587803
852713,"Radio-broadcast receivers capable of operating without an external source of power, combined ...",0,0,0,0,0,0,0,0,0,10,,0,0,36,1,72,4,137,0,0,0,,16515,12101,12451,10436,7976,6587,4289,6036,3004,2998
830629,"Statuettes and other ornaments, of base metal, not plated with precious metal (excluding works ...",0,0,0,3,0,0,14,0,3,10,,0,0,31,34,58,11,450,0,0,38,,9974,6648,6080,7257,8288,8076,10144,9145,7617,9974
390920,"Melamine resins, in primary forms",0,106,106,129,53,161,91,140,60,10,,0,217,73,145,485,1933,2032,1209,1373,806,,20416,22274,20746,18936,20300,20716,19919,19618,17153,23638
190590,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ...",1,29,1,1,0,4,22,1,1,9,,230285,274999,258062,271886,221945,214333,168876,186879,195749,217926,,195167,201473,209197,207891,231302,267760,269098,240650,248036,278508
852380,"Media for the recording of sound or of other phenomena, whether or not recorded, incl. matrices ...",0,3,0,0,0,0,0,0,0,8,,253,0,0,0,0,0,0,0,0,0,,14853,15961,22832,15319,15668,40315,44364,17469,28933,34146
870332,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",0,0,0,10,300,0,0,0,0,8,,0,0,0,8,0,17,8,0,0,0,,1470871,2171387,3056597,3751634,3153272,2641939,3137456,2150305,2004332,564535
902129,Dental fittings (excl. artificial teeth),0,0,0,0,0,0,5,48,21,8,,0,60,0,48,0,212,33,0,0,0,,63036,50150,49038,50361,59545,56925,58725,61882,53285,59572
151550,"Sesame oil and its fractions, whether or not refined, but not chemically modified",0,0,0,0,0,0,0,0,0,8,,0,0,0,103,32,432,30,0,12,0,,1887,2770,2140,1856,1680,2408,2001,2083,2441,2552
293499,"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excl. ...""",1,1,2,1,2,2,4,7,4,7,,0,0,28,29,22,24,0,0,48,363,,240114,234308,297388,271681,273620,289685,305631,335084,454540,483035
482110,"Paper or paperboard labels of all kinds, printed",0,0,0,1,0,0,0,0,1,7,,354,1143,487,410,458,588,363,246,214,180,,15293,14907,16106,15286,14987,15268,14612,14945,14793,22155
842449,Agricultural or horticultural sprayers (excl. portable),0,0,0,0,0,0,0,0,0,6,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3682,4609,6652,7287,7312
848130,"Check """"non-return"""" valves for pipes, boiler shells, tanks, vats or the like""""",23,0,0,6,0,1,14,1,0,6,,38,526,224,2050,2112,3080,4595,1344,711,124,,42883,49475,86747,69413,71307,57383,61384,64895,54036,66732
730791,Flanges of iron or steel (excluding cast or stainless products),1,52,0,0,239,0,3,1,0,6,,1662,502,504,745,1389,2953,3656,509,830,582,,119645,158799,139365,96957,85808,91397,95517,76190,60825,65805
843141,"Buckets, shovels, grabs and grips for machinery of heading 8426, 8429 and 8430",0,1,0,0,46,0,21,0,0,6,,525,98,1170,254,90,85,85,12,12,0,,51018,43268,56758,50928,32502,27885,22967,20632,20886,32997
300610,"Sterile surgical catgut, similar sterile suture materials, incl. sterile absorbable surgical ...",0,0,0,0,0,3,76,1,1,6,,4737,6183,9596,6368,999,979,1358,655,428,783,,58747,57370,51103,57098,61050,68557,72340,75394,78648,81914
320650,"Inorganic products of a kind used as luminophores, whether or not chemically defined",0,0,0,0,0,0,7,6,6,5,,0,0,0,0,0,0,0,0,0,0,,73536,53171,44355,39817,31322,32865,30123,22376,14055,13614
900710,Cinematographic cameras,0,0,0,0,0,0,0,0,0,5,,0,57,36,225,1313,230,1342,0,0,0,,1111,108,344,521,485,222,745,214,76,164
841920,"Medical, surgical or laboratory sterilizers",0,0,0,27,0,4,0,0,0,5,,231,120,243,558,843,138,229,404,13,0,,17194,13528,16290,17321,18347,12783,11455,14877,19304,16117
902750,"Instruments and apparatus for physical or chemical analysis, using UV, visible or IR optical ...",0,0,0,2,55,34,0,0,0,5,,376,199,1438,531,1099,108,477,0,0,0,,199894,145339,164848,149313,158953,342490,310541,271606,369068,494932
850440,Static converters,57,6,1,2,0,3,2,4,2,5,,9289,30590,21133,41850,15235,8175,8404,126,150,91,,1465649,1477126,1577340,1377420,1234364,1284291,1471599,1586388,1544779,1850786
700721,"Laminated safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, ...",0,0,0,0,0,0,0,0,0,4,,1839,1020,366,224,293,0,11,0,947,200,,23656,25190,23442,23425,21998,26404,31865,25790,20763,34542
854470,"Optical fibre cables made up of individually sheathed fibres, whether or not containing electric ...",0,0,1,28,24,348,0,5,0,4,,4197,4310,1585,1389,8438,9428,10398,23679,20308,11582,,92092,36802,93487,74937,46739,60984,54091,66625,53649,72959
902780,"Instruments and apparatus for physical or chemical analysis, or for measuring or checking viscosity, ...",0,2,0,4,28,7,0,1,18,4,,2930,1922,1837,1873,1956,1526,2125,0,104,0,,468541,445010,466912,517564,570576,651350,691271,685361,729753,634497
843149,"Parts of machinery of heading 8426, 8429 and 8430, n.e.s.",9,11,326,272,471,236,347,8,7,4,,59499,55861,95315,66260,50369,33819,34787,1467,308,189,,621588,609598,497039,465767,301049,378046,428143,373472,329903,558499
841350,"Reciprocating positive displacement pumps for liquids, power-driven (excluding those of subheading ...",0,0,0,0,0,1,0,0,0,4,,91,142,1891,1479,3131,98,3175,0,0,943,,173591,160537,171430,139504,135687,168468,246686,248003,225430,254426
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),1,11,1,5,7,1,0,2,1,4,,2544,1152,2579,3820,2675,3372,6733,1209,4781,7485,,344703,344909,436849,440904,458909,478447,411808,376987,352819,398798
841590,"Parts of air conditioning machines, comprising a motor-driven fan and elements for changing ...",85,8,32,215,83,21,3,5,43,4,,8795,9267,16749,14473,9634,26307,32057,23683,13272,11781,,173728,174252,195221,165474,147783,175423,202045,415122,327183,424862
842121,Machinery and apparatus for filtering or purifying water,4,0,0,0,1,124,54,3,1,4,,7592,4501,6051,6916,3486,7370,74891,82014,89434,94436,,109762,136352,164764,171673,154729,162636,167299,175090,199659,163971
840721,Spark-ignition outboard motors for marine propulsion,0,0,0,0,0,0,0,0,0,4,,82,29,447,59,69,9,222,0,0,0,,24415,24367,22668,30815,31094,36872,33049,33353,28815,28966
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",1,12,7,17,1,1,8,2,5,4,,809,2765,4815,7023,14994,14595,10522,7731,459,4229,,417642,453182,432732,388689,376081,370057,380925,356315,351080,448398
847180,"Units for automatic data-processing machines (excluding processing units, input or output units ...",10,0,0,64,15,1,0,25,0,4,,23916,27048,22432,16898,5275,5859,1268,9,0,0,,84639,77087,91777,96530,95137,602011,545335,470442,543763,852757
854320,"Signal generators, electrical",0,6,0,0,0,0,0,0,4,4,,0,31,120,518,8,203,388,0,352,0,,37619,48406,37515,43041,45056,59597,64621,73711,43864,48041
442090,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, ...",0,0,0,0,0,0,0,4,0,3,,0,112,75,213,245,152,139,33,10,54,,15222,17104,20907,23746,20092,21148,21421,21538,18922,22406
840999,"Parts suitable for use solely or principally with compression-ignition internal combustion ...""",12,1,19,2,0,0,5,5,1,3,,12487,10965,8740,7050,6543,901,3290,0,0,2,,1133849,935869,970136,701193,692404,653145,685971,646161,571648,628704
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",1,6,7,52,1,9,14,16,1,3,,16451,6991,5567,6615,4826,754,2823,747,336,669,,462851,485522,527384,501366,527011,599601,580054,580515,650860,822950
730431,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of iron or non-alloy ...""",0,0,0,0,0,0,0,0,0,3,,315,28,100,189,88,157,3954,1622,296,803,,73025,55904,43492,31575,37154,34214,41681,37174,43118,55914
281820,Aluminium oxide (excluding artificial corundum),0,0,0,0,0,0,0,0,0,3,,0,158,285,5543,206,102,80347,123230,75304,99535,,88847,88097,92632,90517,94025,106064,127127,143663,123023,123940
848410,Gaskets and similar joints of metal sheeting combined with other material or of two or more ...,66,13,0,64,49,132,44,59,5,3,,868,1131,307,744,814,2808,1467,506,1791,718,,40570,60818,64863,55865,53510,61770,68668,67591,62250,71290
850110,"Motors of an output <= 37,5 W",1,0,5,87,1,0,0,0,0,3,,1695,0,113,363,35,26,14938,14,0,2,,434025,405838,409441,406239,664526,939550,758289,660236,934635,1884213
621149,"Women's or girls' tracksuits and other garments, n.e.s. of textile materials (excluding of ...",0,0,2,0,0,1,1,1,2,3,,878,512,768,302,603,318,1478,17,0,0,,21823,25967,35006,47423,54145,45829,52364,63739,77229,131848
10620,"Live reptiles """"e.g. snakes, turtles, alligators, caymans, iguanas, gavials and lizards""""""""",0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,0,0,0,0,0,,2452,2551,2641,2385,2378,2224,2912,2819,2415,4035
210690,"Food preparations, n.e.s.",6,20,15,10,4,2,2,4,4,3,,7117,8703,8022,10108,8531,11114,19647,16531,19116,19447,,692285,776249,901578,915080,1066766,1174692,1380331,1710688,1913551,2166919
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",16,36,317,1954,6,8,2,42,11,3,,1052,2694,5535,6737,5298,7257,4452,20,22,2,,909215,946004,1204675,1222845,1122496,1149856,1111450,959251,900537,1095645
852990,"Parts suitable for use solely or principally with flat panel display modules, transmission ...",0,2,5,2,1,22,8,3,5,3,,5828,7672,28049,38986,7202,12352,1687,0,17,0,,645810,674780,737450,733166,777728,1363169,2064663,4827993,3576043,3535942
841810,"Combined refrigerator-freezers, with separate external doors or drawers, or combinations thereof",0,2,2,0,0,63,0,0,0,3,,3196,1986,853,1195,639,724,833,122,585,484,,92134,81199,106283,157492,179871,189850,215834,320859,400129,397624
902121,Artificial teeth,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,2,0,0,0,0,0,,3577,4088,4364,3287,3802,3744,3095,3473,3086,2911
902190,"Articles and appliances, which are worn or carried, or implanted in the body, to compensate ...",0,0,0,5,2,4,0,14,0,3,,0,28,257,253,493,1038,264,0,0,0,,277489,301672,319385,316827,324478,354515,372350,366889,374544,403667
721650,"Sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded ...",0,0,0,0,0,0,0,0,7,3,,1579,890,321,668,132,234,448,818,452,79,,181145,175798,169700,125682,104024,93197,54993,64570,38619,34461
711719,"Imitation jewellery, of base metal, whether or not plated with precious metal (excluding cuff ...",2,3,1,5,28,8,29,1,2,2,,0,433,398,43,536,64,929,0,0,0,,55091,64438,66219,60003,58872,83455,102684,97203,94432,125778
902710,Gas or smoke analysis apparatus,0,0,3,0,49,0,1,1,3,2,,82,466,161,827,749,393,333,0,0,0,,130991,149363,182878,248093,280323,350880,401748,429629,412177,434131
190190,"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing ...",0,0,0,0,0,0,0,0,0,2,,412,650,20645,30117,29518,21091,1215,425,705,776,,40354,42802,52480,42311,40785,48478,50336,49049,63308,87750
190219,"Uncooked pasta, not stuffed or otherwise prepared, not containing eggs",37,0,1,0,0,0,0,0,0,2,,81295,79976,77780,57634,61815,66305,61395,91870,151307,201301,,108950,115493,123441,119259,124227,128973,138561,141599,146091,165807
200899,"Fruit and other edible parts of plants, prepared or preserved, whether or not containing added ...",0,0,1,0,0,0,0,0,0,2,,360,33,0,81,2024,231,4,222,0,33,,74133,77514,85303,84440,85201,86879,94614,95510,90487,105272
848310,"Transmission shafts, incl. cam shafts and crank shafts, and cranks",0,0,1,0,0,0,0,0,6,2,,4470,12334,2397,7383,5647,9052,6395,0,9,99,,165043,163219,177418,164644,155819,171365,196463,161699,166419,202527
853890,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ...",1,9,5,13,70,6,2,71,2,2,,10880,9758,7891,15256,13642,15673,11717,1434,910,132,,1276587,1448386,1043619,1152056,1188150,1368965,1159705,1013000,937848,1005588
902213,Apparatus based on the use of X-rays for dental uses,0,0,7,0,0,0,6,0,0,2,,28,28,0,15,2,3,68,0,0,0,,6312,5609,5205,4523,3431,3485,2296,3212,4020,2698
841239,Pneumatic power engines and motors (excluding linear acting),0,0,0,0,0,0,0,0,0,2,,182,133,64,701,223,3095,443,11,74,16,,23253,28304,19142,18487,36119,42767,44472,39565,47559,49682
382200,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents ...",1,9,8,3,5,7,0,1,125,2,,1490,1066,1270,2101,437,1033,708,170,197,273,,497021,516769,541761,563461,618648,653948,677554,617130,760720,886054
901832,"Tubular metal needles and needles for sutures, used in medical, surgical, dental or veterinary ...",1,4,0,0,0,8,0,0,0,2,,0,0,32,0,71,25,10,0,0,0,,31073,28046,28361,27266,32573,38139,41654,49093,47736,48783
170290,"Sugars in solid form, incl. invert sugar and chemically pure maltose, and sugar and sugar syrup ...",0,0,0,0,0,0,0,0,0,2,,627,929,769,1724,1207,8739,9272,8940,7162,4069,,65593,73394,63765,53154,48071,47299,51125,70870,74874,68415
841391,"Parts of pumps for liquids, n.e.s.",3,26,2,3,271,243,59,4,6,2,,17230,25472,20120,25463,22848,20295,24080,12121,14574,23875,,336423,234323,276728,309337,260341,258906,308151,306831,263767,271656
902290,"X-ray generators other than X-ray tubes, high tension generators, control panels and desks, ...",0,99,65,0,49,7,3,1,2,2,,551,170,1208,1678,730,1733,606,0,0,0,,116719,128918,144328,143122,147748,143343,152510,157410,157434,190196
210111,"Extracts, essences and concentrates, of coffee",1,1,0,1,0,0,0,0,1,2,,0,0,30,9,163,25,151,187,1196,520,,104323,67245,43811,44798,44449,51341,52471,74399,86913,105548
611020,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of cotton, knitted or crocheted ...",0,0,0,0,0,1,0,2,1,2,,0,0,29,13,169,209,287,0,0,0,,131307,136853,162766,195498,247294,272778,344472,378075,361543,505194
847141,"Data-processing machines, automatic, comprising in the same housing at least a central processing ...",1,0,2,0,0,0,0,0,0,2,,1845,124,636,283,3113,3365,5319,0,0,0,,50782,35303,66959,60991,53127,112110,85490,73041,69137,89387
721230,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,23,0,0,0,2,,0,0,0,0,10,0,234,9468,261,22,,937,14674,34938,32850,32759,37021,11902,7298,5749,25738
300190,"Dried glands and other organs for organo-therapeutic uses, whether or not powdered; heparin ...",0,0,0,0,0,4,21,15,0,2,,0,0,49,316,0,812,0,0,0,0,,48754,44090,49863,59045,60808,60885,63439,82069,81934,79139
846693,"Parts and accessories for machine tools for working metal by removing material, n.e.s.",0,0,0,0,0,1,0,62,6,2,,0,0,0,29,76,49,207,0,0,0,,224643,211759,207276,195296,160617,192834,212988,180534,136103,178293
300450,"Medicaments containing provitamins, vitamins, incl. natural concentrates and derivatives thereof ...""",0,0,0,0,0,0,0,0,0,2,,74299,89490,89117,102735,67207,88175,24135,11732,3614,4399,,36383,29621,27078,23777,29852,27372,25213,20865,16109,23201
390690,"Acrylic polymers, in primary forms (excluding poly""""methyl methacrylate"""")""""",0,0,0,0,0,39,29,0,0,2,,2147,3933,59398,63465,59141,56686,54659,52139,36634,72464,,244195,241686,272708,242662,261303,272084,262899,248223,237661,248031
910211,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with ...",1,1,0,1,0,0,0,0,0,2,,6499,2324,1560,1275,5998,1528,5678,0,0,0,,133794,135987,156682,138020,165074,167862,245324,238306,176278,189642
