Product code,Product label,Saudi Arabia's imports from Germany-Value in 2012,Saudi Arabia's imports from Germany-Value in 2013,Saudi Arabia's imports from Germany-Value in 2014,Saudi Arabia's imports from Germany-Value in 2015,Saudi Arabia's imports from Germany-Value in 2016,Saudi Arabia's imports from Germany-Value in 2017,Saudi Arabia's imports from Germany-Value in 2018,Saudi Arabia's imports from Germany-Value in 2019,Saudi Arabia's imports from Germany-Value in 2020,Saudi Arabia's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
640351,"Footwear with outer soles and uppers of leather, covering the ankle (excluding incorporating ...",85,0,0,96,0,0,166,44,34,1,,38182,54759,60241,65181,68873,117380,167705,82300,40887,46264,,33056,27000,18357,21663,20361,23208,20316,17975,6513,2520
722219,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only extruded (excluding ...",658,598,287,173,442,113,5,120,0,1,,41863,40062,36698,30264,27382,29037,32975,30803,28728,56768,,34332,39953,15177,13123,4519,6806,4859,4278,3803,818
910910,"Clock movements, complete and assembled, electrically operated (excluding watch movements)",0,0,0,0,0,0,0,0,0,1,,5036,4734,4059,3247,3096,3206,3481,3057,2507,2861,,0,0,0,0,0,0,0,96,0,10
281310,Carbon disulphide,0,0,0,0,0,0,0,0,5,1,,30075,31895,20652,18705,18954,25056,25495,24555,16842,28590,,0,0,0,4,5,6,3,3,8,1
290522,Acyclic terpene alcohols,0,0,0,0,0,0,0,0,3,1,,0,0,0,0,0,0,0,0,0,0,,683,491,455,6532,401,546,462,676,555,10
290260,Ethylbenzene,0,33,0,30,0,0,7,8,0,1,,78914,54325,34179,13897,34369,2027,11458,26260,4368,5670,,2413,737,474,103,1513,431,3693,1569,83,35
170260,"Fructose in solid form and fructose syrup, not containing added flavouring or colouring matter ...",0,0,0,0,0,0,0,0,0,1,,28882,27250,26166,19897,19217,20479,23092,18629,23946,37381,,553,190,177,235,157,347,491,528,197,798
251310,Pumice stone,165,0,0,0,0,0,7,0,0,1,,9928,11739,7526,4613,3835,3313,3065,3614,2642,2292,,235,0,35,102,277,219,93,107,1759,1605
481850,"Articles of apparel and clothing accessories, of paper pulp, paper, cellulose wadding or webs ...",0,27,0,0,0,0,22,14,70,1,,10606,12170,11629,8425,8658,8462,7190,6884,9137,8176,,4176,1194,351,660,3287,1615,1670,1726,44510,1221
293550,"Perfluorooctane sulphonamides (excl. N-Methylperfluorooctane sulphonamide, N-Ethylperfluorooctane ...",0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,20,0,0,0,25,,0,0,0,0,0,0,0,0,0,15
610413,"Women's or girls' suits of synthetic fibres, knitted or crocheted (excluding ski overalls and ...",0,0,0,0,0,0,0,0,0,1,,451,530,556,503,282,533,741,3323,1350,1211,,12546,1405,505,81,1460,37269,86828,119220,36472,2202
610461,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",0,0,0,0,0,0,0,4,9,1,,3201,3659,4734,4464,5725,7551,6964,8123,6182,9931,,79,54,0,344,749,1172,2676,8324,3833,780
730110,"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements",2054,980,6773,2569,550,3508,48,136,467,1,,142929,165362,165164,119578,34674,16670,20134,15176,12862,10663,,45722,8818,72719,82751,69276,14544,8835,11700,4729,2852
700510,"Float glass and surface ground or polished glass, in sheets, having an absorbent, reflecting ...",0,83,443,491,110,0,0,0,38,1,,146334,156235,156353,129966,142302,167705,231547,205007,183601,215244,,8831,12840,14937,18115,8102,5212,7506,12865,15829,11054
840220,Superheated water boilers,2206,248,1206,0,0,0,108,0,10,1,,13142,22920,29979,17663,12349,16921,20901,25207,21555,23855,,14558,7118,8921,439,5970,1070,2157,1232,251,85
970190,Collages and similar decorative plaques,45,184,43,140,0,55,12,0,0,1,,40445,27460,21865,18172,25246,32797,37200,24758,25620,30400,,2971,2523,2298,3293,1914,821,1368,3998,601,903
911220,"Clock and watch cases (excluding for wrist-watches, pocket-watches and other watches of heading ...",0,0,0,0,0,0,0,0,0,1,,200,271,221,274,179,416,158,161,133,153,,3109,4086,3093,2830,3541,2138,2538,1733,1624,1319
960850,"Sets of articles from two or more of the following: ball-point pens, felt or fibre-tipped pens ...",0,0,98,0,0,0,17,15,4,1,,15659,12077,12277,14322,12245,11347,12490,10114,5952,7179,,1172,1557,1921,1067,492,377,338,395,412,1021
961590,"Hairpins, curling pins, curling grips, hair-curlers and the like, and parts thereof, n.e.s. ...",111,33,0,181,105,203,129,25,16,1,,11283,12413,12368,12788,14817,11129,11683,9498,9981,12872,,16297,15463,13399,15381,22591,13187,12653,10817,3981,3432
293721,"Cortisone, hydrocortisone, prednisone """"dehydrocortisone"""" and prednisolone """"dehydrohydr ...""",0,0,0,0,0,0,193,0,0,1,,7179,13555,9052,4762,3976,3407,3913,3623,5137,4697,,874,1040,1097,1583,1282,1416,1255,976,3467,1103
293919,"Alkaloids of opium and their derivatives, and salts thereof (excluding concentrates of poppy ...""",0,0,0,0,0,0,63,0,0,1,,8591,16465,6404,2665,8369,15099,23780,14569,11432,12432,,105,160,0,43,0,121,164,51,105,129
291300,"Halogenated, sulphonated, nitrated or nitrosated derivatives of cyclic polymers of aldehydes ...",0,29,28,0,0,0,0,0,0,1,,11966,9713,10301,8830,9700,9506,8413,12047,12275,12317,,91,82,182,28,41,21,0,13,12,17
460212,"Basketwork, wickerwork and other articles, made directly to shape from rattan plaiting materials ...",0,0,0,0,0,0,0,0,0,1,,3498,3970,3491,2970,2615,3873,3309,4596,6710,7432,,27,159,0,293,897,393,296,966,2325,1368
460219,"Basketwork, wickerwork and other articles, made directly to shape from vegetable plaiting materials ...",0,0,0,0,0,0,0,0,0,1,,18385,18413,20231,19447,20352,18907,20726,22916,25948,30972,,1427,1576,1893,1937,2757,2543,900,1384,2674,4907
290944,Monoalkylethers of ethylene glycol or of diethylene glycol (excluding monobutyl ethers),52,105,0,567,0,0,33,6,3,1,,12721,15703,16011,13843,13279,13684,18102,17096,14181,19521,,934,2241,1270,2805,540,913,487,989,697,670
282120,Earth colours containing >= 70% by weight of combined iron evaluated as Fe2O3,457,821,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,,493,867,0,86,22,28,51,77,5,74
284310,Colloidal precious metals,0,0,0,0,0,0,0,0,0,1,,21034,11982,12646,6605,6905,3994,3770,5129,3841,4875,,34,0,0,1,0,1,17,3,0,3
90611,"Cinnamon """"Cinnamomum zeylanicum Blume"""" (excluding crushed and ground)""""",0,0,0,0,0,0,0,0,0,1,,218,241,265,285,318,530,646,865,1478,1499,,2561,3705,2991,5395,3621,4738,8410,9265,14074,12636
670490,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of animal hair or textile ...",0,0,0,0,0,0,0,0,0,1,,570,567,739,744,841,1355,1601,1330,1936,2025,,1693,1018,2003,2170,1761,1126,1725,1526,1444,2508
640590,"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather ...",0,140,0,0,0,0,88,7,6,1,,14210,13602,17025,13067,12595,14694,17526,23752,22634,30495,,24206,25022,25270,25223,20179,18046,47144,42529,22137,51923
630110,Electric blankets of all types of textile materials,0,0,0,0,0,0,0,0,0,1,,3115,2753,1954,2927,3207,3362,2621,2939,4096,6826,,139,343,79,96,783,663,78,124,97,17
640192,"Waterproof footwear covering the ankle, but not the knee, with outer soles and uppers of rubber ...",0,0,0,0,0,0,0,0,0,1,,15423,21766,20293,15911,16087,22249,23126,25296,28724,34747,,4035,4462,4584,4605,1919,2318,12403,17430,14681,11786
640199,"Waterproof footwear covering neither the ankle nor the knee, with outer soles and uppers of ...",37,225,60,194,0,0,0,0,0,1,,4437,5418,4425,4612,4979,9644,10139,8813,7046,10208,,12050,14207,36981,116596,52823,39237,24817,25016,4497,223
570299,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",0,0,0,0,93,0,0,0,0,1,,10382,10316,15691,13180,14827,12923,16243,13675,14630,15432,,1896,1853,1452,2911,4610,3321,7138,3235,2247,2208
620419,"Women's or girls' suits of textile materials (excluding of wool, fine animal hair, cotton or ...",0,0,27,72,0,0,0,0,0,1,,1002,487,539,321,278,270,779,1653,1052,789,,18271,20430,22689,14976,9454,9351,7212,5651,1591,196
620331,"Men's or boys' jackets and blazers of wool or fine animal hair (excluding knitted or crocheted, ...",0,0,0,0,0,0,0,0,0,1,,160536,162108,175301,156848,172246,179078,182739,175795,105570,91459,,28,565,975,116,1093,960,1041,1071,355,751
581099,"Embroidery of materials other than cotton or man-made fibres, on a textile fabric base, in ...",0,0,0,0,0,0,0,0,0,1,,5742,5416,7256,4370,3871,4011,3473,2423,1491,2532,,2115,264,434,340,257,184,386,193,232,353
610719,"Men's or boys' underpants and briefs of other textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,1,,1544,1773,2714,1878,2375,3211,4190,4773,3494,3895,,43553,16309,14509,19374,31588,36726,41872,55809,11197,13225
610831,"Women's or girls' nightdresses and pyjamas of cotton, knitted or crocheted (excluding T-shirts, ...",0,0,0,0,0,0,7,0,3,1,,75293,78252,92193,70311,71013,73348,70473,65165,72094,81781,,7625,4549,12730,14946,14777,18910,19631,17812,25690,48422
611211,"Track-suits of cotton, knitted or crocheted",0,0,0,0,0,0,0,0,17,1,,22366,18458,23365,16796,17902,22575,23431,29565,38284,57848,,192,722,134,880,1563,924,907,993,4862,5842
854079,"Microwave tubes, e.g. travelling wave tubes and carcinotrons (excluding magnetrons and grid-controlled ...",0,31,0,0,0,61,0,0,0,1,,53044,49023,35172,27967,38739,41635,30929,42417,55296,63714,,127,31,31,86,13,236,176,66,165,305
732112,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",144,0,0,0,0,0,36,52,0,1,,1065,1177,1172,1268,1406,1555,3434,1485,1540,2095,,2760,3097,11214,10447,4809,4907,6391,5986,2433,3250
830910,Crown corks of base metal,0,0,31,0,109,319,31,32,10,1,,44679,43684,37437,31219,29850,32318,41762,41262,37558,40557,,789,4012,4113,2170,1766,4170,4921,5849,4933,300
842111,Centrifugal cream separators,0,40,47,0,0,0,0,4,0,1,,2482,1380,1176,1204,1234,739,1288,596,1630,4263,,0,40,47,190,27,108,303,52,60,43
845110,Dry-cleaning machines for made-up textile articles,0,250,0,65,94,37,0,111,5,1,,7711,8262,7243,9080,5384,7315,7803,5943,5551,3310,,857,4779,1235,1228,737,791,1736,2845,1130,325
845130,"Ironing machines and presses, incl. fusing presses (excluding calenders)",350,78,244,254,140,110,140,299,121,1,,81863,72594,76197,61641,64237,74436,86519,78384,68239,64985,,12539,10992,18722,17802,6963,6187,5300,8068,11451,6228
844512,Combing machines for preparing textile fibres,0,0,0,0,0,0,0,0,0,0,,2317,1062,114,1020,1822,2805,3134,2623,2623,2687,,57,0,0,0,14,3,0,14,0,23
844630,"Weaving machines for weaving fabrics of a width > 30 cm, shuttleless type",0,3892,231,1744,0,0,1705,229,0,0,,178384,161001,206683,155153,115714,153707,143944,70952,78710,111804,,3721,5105,4262,4949,11,1789,1782,11276,1036,0
844317,Gravure printing machinery,191,2568,641,2359,0,0,9,1725,0,0,,54666,57101,64656,54888,32455,58205,78702,56285,53120,57632,,3631,3292,4710,2837,2804,2225,580,2558,883,918
843319,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a vertical ...",206,119,198,132,0,71,15,12,389,0,,5182,6593,7274,5558,5581,5306,4444,5153,6944,8471,,4833,4055,3759,3672,4318,2378,1604,2344,1864,423
843239,"Seeders, planters and transplanters (excl. no-till machines)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,282469,326734,294740,295591,411068,,0,0,0,0,0,0,0,0,0,237
842449,Agricultural or horticultural sprayers (excl. portable),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,93569,102848,104950,104769,135298,,0,0,0,0,0,0,0,0,0,640
841112,Turbojets of a thrust > 25 kN,0,0,0,0,0,0,0,0,0,0,,3948113,4109443,3417616,3023389,2863913,3549096,5245457,5506634,4125011,2293438,,30,0,196,37940,1317,20205,114734,152399,59442,3576
811010,Unwrought antimony; antimony powders,0,0,0,0,0,0,0,0,0,0,,2036,1643,1064,1690,983,2002,2055,920,522,909,,0,0,0,7,0,11,0,109,39,9
820120,"Forks, incl. pitchforks, with working parts of base metal",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,22
780199,Unwrought lead (excluding refined lead and lead containing by weight antimony as the principal ...,0,0,0,0,0,0,5,0,0,0,,87659,91351,87365,74583,64665,124213,146578,89418,72482,101817,,3274,744,1871,7656,1800,1294,474,451,204,167
810197,Tungsten waste and scrap (excluding ash and residues containing tungsten),0,0,0,0,0,0,0,0,0,0,,93943,116512,122157,77809,70613,81700,112209,87092,80327,141073,,0,0,0,0,0,0,0,0,30,11
810420,"Magnesium waste and scrap (excluding ash and residues containing magnesium, and raspings, turnings ...",0,0,0,0,0,0,0,0,0,0,,11825,12112,8829,7292,8462,8706,11085,6881,4419,4608,,0,0,0,0,0,1,0,0,0,0
810790,"Articles of cadmium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,29,70,43,70,25,22,38,105,28,19,,0,0,0,0,0,7,0,0,0,1
854020,Television camera tubes; image converters and intensifiers; other photo cathode tubes (excluding ...,0,0,0,0,0,0,6,0,3,0,,25915,29964,30829,22367,27664,25757,27954,14848,28521,38572,,217,188,509,213,79,39,65,246,305,213
854040,"Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor ...",0,0,0,0,0,0,0,3,0,0,,77,61,62,58,32,37,26,51,12,32,,0,0,0,12,53,22,20,74,40,334
852321,Cards incorporating a magnetic stripe for the recording of sound or of other phenomena,0,32,0,0,0,0,28,22,5,0,,25157,21926,26472,18691,17407,17107,18363,18545,10811,4242,,3138,15808,2742,2496,2547,2059,1305,914,687,259
851920,"Sound recording or sound reproducing apparatus, operated by coins, banknotes, bank cards, tokens ...",69,0,0,0,0,0,0,0,0,0,,1960,2254,447,91,132,93,64,40,60,121,,69,302,0,10,1,8,53,28,4,10
870333,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",0,0,0,0,0,0,0,0,0,0,,12977982,13065520,14577321,14061821,12778631,11610819,9356232,6894640,4682836,3899235,,43,732,0,122,256,0,41,363,42,2088
870380,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1555181,1812016,3909260,8471752,15590982,,0,0,0,0,0,0,0,0,0,168
860210,Diesel-electric locomotives,0,0,0,1765,0,0,0,0,0,0,,301777,28250,10320,32985,10038,23785,41027,84432,66819,130012,,43937,90071,57807,116102,93575,92518,0,598,0,0
860390,"Self-propelled railway or tramway coaches, vans and trucks (excluding those powered from an ...",0,0,0,0,0,0,0,0,0,0,,139869,46066,2421,1441,11250,76410,6949,35943,26464,31311,,203,0,457,3459,279,256084,409860,40984,0,100
870194,"Tractors, of an engine power > 75 kW but <= 130 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1794813,2134682,1992485,2124836,3084919,,0,0,0,0,0,0,0,0,0,454
845730,Multi-station transfer machines for working metal,33,511,0,0,1075,0,0,9,0,0,,243950,271182,181772,176897,172921,203215,208896,180798,155560,138731,,2297,3071,1069,2752,3606,4514,2739,431,955,1771
845921,"Drilling machines for working metal, numerically controlled (excluding way-type unit head machines)",0,2913,0,0,0,0,402,366,556,0,,74336,63677,56148,44866,41684,37166,41884,46355,24585,19553,,3700,4594,2166,5305,1318,1300,2016,1426,2560,1060
846024,"Grinding machines for finishing metal, numerically controlled (excl. flat-surface, cylindrical ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,312406,345407,301439,221538,224077,,0,0,0,0,0,0,0,0,0,44
847629,"Automatic beverage-vending machines, without heating or refrigerating devices",0,0,3060,0,149,0,0,0,0,0,,9,1,22,0,17,503,818,787,903,1651,,361,70,4218,468,627,1056,178,155,9,8
851640,Electric smoothing irons,550,442,34,0,0,64,0,91,0,0,,180792,171667,182218,147290,136156,117745,117668,132821,109481,110364,,31940,38323,32207,34562,30905,31886,39578,35927,33511,23229
611220,"Ski-suits, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,997,564,975,729,1249,1716,1093,1592,1668,1996,,0,0,0,1,17,11,26,156,13,2
611012,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of hair of Kashmir """"cashmere"""" ...""",0,0,0,0,0,0,7,8,5,0,,42457,43146,46275,41749,41445,49790,58500,56056,62733,71654,,0,107,35,548,597,1155,937,1543,1577,664
610832,"Women's or girls' nightdresses and pyjamas of man-made fibres, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,7,0,0,,17261,18492,24426,20139,18394,27583,27612,25084,25942,35168,,2089,2538,3384,7337,15158,16599,15168,21465,80921,125728
610899,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",0,0,0,0,32,0,0,0,0,0,,3249,2656,2581,2310,3398,2956,3714,2427,999,1149,,2769,970,1280,2049,1448,2492,4062,1688,425,201
610791,"Men's or boys' bathrobes, dressing gowns and similar articles of cotton, knitted or crocheted",0,0,0,0,0,0,9,0,8,0,,1839,2111,2545,1841,2572,3248,3751,3531,3410,3653,,1710,1682,1373,2058,1895,1792,1163,4037,5172,6080
600192,"Pile fabrics of man-made fibres, knitted or crocheted (excluding """"long pile"""" fabrics)""""",0,0,34,0,0,0,0,0,0,0,,16978,15800,18555,15288,12830,14595,16617,19884,23335,29705,,5247,10227,12160,8906,11503,10414,11852,13316,11717,31712
600310,"Knitted or crocheted fabrics of wool or fine animal hair, of a width of <= 30 cm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,839,492,505,255,198,286,214,190,289,172,,0,127,0,4,0,34,0,0,9,0
600533,"Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""",0,0,0,0,0,0,0,44,0,0,,46129,57373,65553,49385,58157,0,0,0,0,0,,221,70,1156,1743,1059,69,100,671,0,0
600690,"Fabrics, knitted or crocheted, of a width of > 30 cm (excluding of man-made fibres, cotton, ...""",0,0,0,31,0,0,0,4,0,0,,6733,8103,8553,5301,4940,8268,4841,4216,3135,2974,,808,369,515,1562,2890,8031,6760,6860,2725,1734
610220,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",0,0,0,0,0,0,0,7,6,0,,108173,127728,145520,118977,117460,173785,202447,198336,196839,253541,,127,1294,438,1725,12133,2418,3933,1395,3721,1905
610230,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",0,0,0,0,0,0,0,0,0,0,,122164,129483,162707,139126,147902,175295,207333,236234,240866,272445,,28,347,286,2487,5234,7220,4059,1133,2427,4058
610439,"Women's or girls' jackets and blazers of textile materials, knitted or crocheted (excluding ...",77,0,0,0,0,0,0,0,0,0,,27807,29682,26394,18576,13945,16063,16673,15112,14108,13417,,1656,2701,8589,5013,5477,5019,5278,5192,3393,6064
590490,"Floor coverings consisting of a coating or covering applied on a textile backing, whether or ...",0,0,0,0,0,0,0,0,0,0,,54,86,46,68,35,102,50,8,0,25,,137,694,332,801,1179,191,467,776,4,3
570250,"Carpets and other textile floor coverings, woven, not tufted or flocked, not of pile construction, ...""",0,45,0,0,0,0,0,0,0,0,,2915,5231,6211,6172,5889,6722,7381,6749,6375,7083,,29,270,34,215,231,707,515,129,81,248
580132,"Cut corduroy, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",0,0,0,0,0,0,0,0,0,0,,9046,8010,4799,2591,3597,4436,4243,3684,3874,1553,,27,47,66,486,49,47,11,175,148,23
560741,"Binder or baler twine, of polyethylene or polypropylene",0,0,0,0,0,0,0,5,0,0,,7748,10714,11595,9624,9715,10221,8520,9370,8976,10013,,739,896,544,1045,889,624,998,865,421,634
540824,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,3702,4481,4184,3321,4199,4386,4892,3139,1857,1085,,114,2444,334,149,27,117,409,520,100,129
550200,Artificial filament tow as specified in Note 1 to chapter 55,0,0,0,0,0,0,0,0,0,0,,452267,511355,491153,7552,5567,0,0,0,0,0,,165,29,37,3,0,3,0,0,0,0
550330,"Acrylic or modacrylic staple fibres, not carded, combed or otherwise processed for spinning",4981,1619,2583,643,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,16100,9271,10763,5923,2109,2665,2645,1899,0,5
520932,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,64705,66106,67802,45640,40829,41620,39842,31804,23042,24455,,76,0,0,14,1,54,46,21,278,568
520941,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,6972,3707,2127,1357,1084,1049,777,508,470,478,,74,0,0,3,10,6,87,37,114,37
520952,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,8080,10196,8505,6216,5240,5223,5231,4263,3482,3599,,34,54,141,75,41,12,0,114,0,2
521031,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,4,0,0,,13611,13894,14969,11658,9503,10026,10321,9131,6238,7018,,0,28,0,48,342,386,93,819,1143,958
