Product code,Product label,Russian Federation's imports from China-Value in 2012,Russian Federation's imports from China-Value in 2013,Russian Federation's imports from China-Value in 2014,Russian Federation's imports from China-Value in 2015,Russian Federation's imports from China-Value in 2016,Russian Federation's imports from China-Value in 2017,Russian Federation's imports from China-Value in 2018,Russian Federation's imports from China-Value in 2019,Russian Federation's imports from China-Value in 2020,Russian Federation's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
731815,"Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. ...",101603,98758,82001,56318,64340,82358,101813,106070,106499,144704,,2040308,2111130,2307290,2307146,2196114,2413429,3070497,3073951,3237274,3600955,,296623,315970,281369,186694,208888,275185,319352,322338,303937,396675
853669,Plugs and sockets for a voltage <= 1.000 V (excluding lamp holders),30815,29618,27480,25298,37185,63740,91497,97781,108448,141648,,1647723,1919298,2096278,2113165,2030215,2142812,2285082,2394967,2797690,3270634,,145090,152404,158988,117750,136364,190123,254062,265042,288952,361498
847290,"Office machines, n.e.s.",29168,36076,39909,15360,37354,82268,131350,195111,130686,140849,,1995451,1885543,1904023,1623438,1372255,1371162,1347214,1346076,1211111,1173327,,371431,322196,188373,72714,130612,196155,241867,292719,190851,207273
840820,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",174660,191615,134801,68654,84813,98924,113312,113058,84282,140407,,462675,559313,645941,467462,494974,487085,533677,462356,370021,481180,,898520,1008612,730248,309161,386733,624503,755369,683875,584304,930561
950691,"Articles and equipment for general physical exercise, gymnastics or athletics",122021,121993,134323,67826,73888,81331,86962,85969,108102,139932,,3960322,4115727,4570645,4546777,4135731,4365155,4661576,5106461,9276045,11452382,,190757,195610,201094,107297,119671,136069,140556,139677,153087,191446
841430,Compressors for refrigerating equipment,105329,118082,108234,70624,79088,81649,93518,90564,96184,139732,,2687636,3075983,3261575,3122087,3212495,3378701,3622839,3916572,3933148,4896594,,387851,400229,344007,256549,280890,307081,326324,330602,306715,376414
830242,"Base metal mountings, fittings and similar articles suitable for furniture (excluding locks ...",135337,114615,121315,75076,79369,97602,110364,106124,100926,138442,,1985968,2256431,2666887,2960453,2333405,2904960,3296929,3540771,3879474,4554775,,251046,233430,246004,158959,156272,188095,219529,211552,215047,272651
392190,"Plates, sheets, film, foil and strip, of plastics, reinforced, laminated, supported or similarly ...",85786,88375,93499,74369,84202,95889,112244,104196,89097,137706,,678407,783991,843247,874443,838671,859157,963558,1129575,1118110,1266148,,501166,511469,491675,393317,414689,477718,519196,494061,464094,563871
844331,"Machines which perform two or more of the functions of printing, copying or facsimile transmission, ...",356026,340372,255718,121970,124258,112938,117373,132110,136814,137536,,11707283,11558640,10616607,9066266,7801391,7127845,6952744,6095318,4550585,4026137,,465338,455938,351948,176604,205015,276207,304762,318815,306682,306241
846721,"Drills of all kinds for working in the hand, with self-contained electric motor",166965,179637,151134,79555,64198,190571,181067,200985,231874,137418,,2268902,2399007,2438445,2307956,2109639,2311711,2576823,2450539,2493102,3008314,,242746,240166,237555,113701,117697,255666,227019,244533,276841,181077
732393,"Table, kitchen or other household articles, and parts thereof, of stainless steel (excluding ...",120918,113295,88190,65993,60464,69404,96047,105915,149527,137227,,1821254,1878378,2684562,3505135,3021491,3543028,3796960,4630751,5693236,6936382,,184200,163764,138044,88793,80742,97701,125544,134569,175395,175707
392043,"Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing ...",60457,66519,66577,50260,53871,52577,80700,96221,112913,136092,,354508,397810,504241,484258,420680,415014,430095,457657,533546,728446,,157504,149025,133532,107242,105319,107129,128858,143268,159346,190688
851650,Microwave ovens,85062,74484,57682,30744,41070,68030,81790,120021,123367,134082,,2592491,2608542,2814976,2652527,2591062,2691222,2912495,2901640,3237544,3454359,,171258,162414,141171,70184,95198,143735,150024,186778,191523,201169
842720,"Self-propelled trucks fitted with lifting or handling equipment, non-powered by an electric ...",68177,68639,53016,28579,30190,46939,57568,66927,72479,132741,,943834,1032207,1176252,1061915,1034458,1253742,1581234,1409225,1328671,2008348,,445346,472981,348578,182102,206783,285719,346933,314906,283530,424993
630790,"Made-up articles of textile materials, incl. dress patterns, n.e.s.",61589,69875,67616,38519,40847,55405,63016,69325,668104,132182,,3489427,3971765,4425576,4648290,4461880,4636591,5132255,5445655,53751194,11949763,,148732,155401,146954,86603,132193,111429,132081,137736,746331,209560
860900,"Containers, incl. containers for the transport of fluids, specially designed and equipped for ...",77818,55153,58462,36083,66312,95749,58331,109582,64492,127471,,8422061,7880506,9001089,7677440,4228618,8384063,10433314,6684858,7367078,21031764,,123435,99551,89648,56014,97714,117106,75309,127923,80829,150385
390720,"Polyethers, in primary forms (excluding polyacetals and goods of 3002 10)",15300,30009,31846,12911,16871,20474,21689,31290,27678,127282,,703812,773951,1067873,885896,940280,987270,1170029,1328043,1453212,2874717,,213684,216815,212321,155199,150467,173840,225837,236619,227168,418231
401180,"New pneumatic tyres, of rubber, of a kind used on construction, mining or industrial handling ...",0,0,0,0,0,56056,89476,103944,84112,126195,,0,0,0,0,0,585625,699486,733204,632194,793310,,0,0,0,0,1333,434101,539990,575481,446983,612909
854511,"Electrodes of graphite or other carbon, for electric furnaces",48310,50646,43871,38641,37066,220068,281579,155194,85146,124144,,644001,563223,539345,388667,268437,1153000,2948275,2256059,789476,928395,,185347,181498,177825,134657,106084,280889,530969,391862,215904,241936
540761,"Woven fabrics of yarn containing >= 85% by weight of non-textured polyester filaments, incl. ...",136077,77217,100378,65999,58449,62208,84886,84036,87569,123980,,1538199,1662373,1792003,1860479,1946626,1980521,2202455,2252455,1732595,1974048,,196702,136133,148880,98972,79897,86331,113649,117498,118473,158137
390931,"Poly""""methylene phenyl isocyanate"""" """"crude MDI, polymeric MDI"""", in primary forms""""",0,0,0,0,0,47644,52986,44006,46523,120460,,0,0,0,0,0,1182038,1221952,855874,798692,1900180,,0,0,0,0,7,257990,310713,225433,212695,450243
293499,"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excl. ...""",27629,28945,21171,23251,35154,53914,68001,69031,90108,118850,,1224094,1331491,1547415,1715232,1683796,1953928,2225217,2269322,2675741,3105027,,81534,76548,104669,96370,107440,197428,277023,384590,438824,570826
961900,"Sanitary towels (pads) and tampons, napkins and napkin liners for babies, and similar articles, ...",8423,11971,15074,13233,14807,36860,57195,87353,79842,118842,,1010354,1175545,1525035,1591931,1547357,1612890,1801586,2087520,2265232,2253323,,805207,822015,816784,593866,547983,523266,492610,501759,415401,483688
846789,"Tools for working in the hand, hydraulic or with self-contained non-electric motor (excluding ...",63801,89690,77550,28702,43368,70844,82627,71655,68011,118818,,439825,600582,630057,605318,599031,709858,724690,664082,689900,846878,,134739,155392,127976,44828,63224,97874,112880,98810,88568,149965
600192,"Pile fabrics of man-made fibres, knitted or crocheted (excluding """"long pile"""" fabrics)""""",27062,22258,24851,20405,31446,48283,64874,79013,83735,116878,,1622449,1845960,2097438,2299174,2185150,2567694,2970437,3132559,2869551,3633059,,42957,34349,35072,25857,33192,52104,69726,88114,93463,130726
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...,38257,101446,102459,34416,25637,34063,88364,191963,136152,116777,,923697,1178018,1474716,1331829,1901362,2061133,1887671,3165836,4606213,3811652,,548382,579265,856519,286483,246932,404173,442114,536563,476248,532772
420222,"Handbags, whether or not with shoulder straps, incl. those without handles, with outer surface ...",209050,223587,158744,100573,63268,80710,94686,99375,76216,116470,,5257377,6677334,6471861,6666102,5842975,6177487,6230484,5683227,4082882,5046100,,228326,245638,179262,120852,83440,104534,131608,142835,125738,190195
842911,"Self-propelled bulldozers and angledozers, track laying",145359,123424,94685,25279,25422,63959,65339,43306,57086,116247,,480937,395027,346605,187207,156661,254842,275854,230955,208720,350998,,715198,407494,292094,132009,177120,296761,398011,325751,244119,507563
841459,"Fans (excluding table, floor, wall, window, ceiling or roof fans, with a self-contained electric ...",53324,56762,53771,47308,49880,69413,74967,77340,88039,114891,,1383827,1526753,1740720,1773394,1761757,1847939,2055557,2187926,2468883,3035004,,316857,325763,262119,179784,192398,242034,250978,268349,248573,306854
401120,"New pneumatic tyres, of rubber, of a kind used for buses and lorries (excluding typres with ...",260157,279507,243553,125479,78052,92515,70878,59533,74448,113570,,8056376,8132128,8517548,7245766,6671898,7390076,7808521,7350764,6599528,7267488,,685127,729721,579732,348150,387078,474978,461550,489792,463458,576537
830241,Base metal mountings and fittings suitable for buildings (excluding locks with keys and hinges),88774,72206,58520,35933,32923,60262,83544,88184,81235,112216,,1304461,1548171,1897666,2519732,2086282,2173792,2235526,2577736,3128946,3674532,,372291,346017,320797,201505,182608,230543,273535,285146,284253,340636
854239,"Electronic integrated circuits (excluding such as processors, controllers, memories and amplifiers)",16896,16078,14703,16482,33861,46450,50686,50170,61144,109132,,7507618,17754192,14007051,14391300,9410901,7967090,9251060,11271565,17743826,20711290,,144014,122988,131948,155067,307231,383420,508517,394866,387210,519791
841989,"Machinery, plant or laboratory equipment, whether or not electrically heated, for the treatment ...",21861,50260,55672,44838,96710,49778,61314,54032,99368,108495,,548873,592399,709749,793640,670159,762191,902349,946912,1344515,1349376,,892280,1020445,1526101,1047293,754951,1533524,1040955,806862,1047636,1015774
870894,"Steering wheels, steering columns and steering boxes, and parts thereof, for tractors, motor ...",51482,61839,58123,44621,51517,49941,58459,71605,72177,108415,,1162541,1254268,1483228,1740096,1814311,1971359,2171715,2058232,1877356,2265070,,576509,592261,521983,322509,337082,430182,506442,506960,437987,586125
940320,"Metal furniture (excluding for offices, seats and medical, surgical, dental or veterinary  ...",61108,74111,79011,48311,39859,46459,59742,71733,74625,108212,,7556079,7915238,6974962,6944367,6437914,6782631,7920782,8476989,10007413,11083858,,194107,225778,222489,118768,90530,122413,138293,156715,161531,217990
611020,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of cotton, knitted or crocheted ...",192407,235536,203724,115429,117782,128524,114072,102323,84640,107187,,7671264,7908818,7448637,6665769,5989301,5832056,5899829,6632268,6048759,7114401,,380777,467242,421209,259195,278998,357157,379170,395716,370053,515169
844332,"Machines which only perform one of the functions of printing, copying or facsimile transmission, ...",173032,153748,96231,55303,59412,80434,74168,88770,80810,107094,,4939165,4851938,4530086,3877629,3449936,3386649,3252753,3041841,2533385,2743955,,387572,363097,238750,140051,152170,200883,208840,228336,187051,235213
392490,"Household articles and toilet articles, of plastics (excluding tableware, kitchenware, baths, ...",62185,59956,72738,39831,39160,54668,64370,70696,82447,105649,,1360391,2112667,3003687,3331987,2950663,3301840,3595118,4002905,4922246,5739144,,159906,159985,164435,90654,86617,109904,129456,138192,149679,179098
851629,Electric space-heating and soil-heating apparatus (excluding storage heating radiators),70515,82772,81158,49934,41168,61159,66845,57030,53889,104055,,1436941,1597160,1809683,1621264,1489944,1602192,1836716,1758008,1847166,2488966,,187971,146516,140062,80001,71751,94398,95923,88561,86540,148702
850220,Generating sets with spark-ignition internal combustion piston engine,69360,87636,83153,49721,47340,59410,51404,44919,58294,103897,,1635737,1867557,1785187,1426299,1067089,1188246,1586786,1281136,1550896,1845983,,370518,392648,506908,213491,174194,291525,231355,321136,342531,349270
940130,"Swivel seats with variable height adjustments (excluding medical, surgical, dental or veterinary, ...",39721,41659,48932,20196,22187,37080,48101,55954,67743,103731,,1856771,1965661,2196353,2246242,1998122,2115380,2531898,2802475,4014357,4723769,,94320,102076,101042,49169,45728,68003,93492,90589,97078,141497
852351,"Solid-state, non-volatile data storage devices for recording data from an external source [flash ...",34565,22249,145500,72803,42005,75278,67812,68232,77104,103345,,4355967,3306349,3277201,3399893,2785190,2027043,2087114,2282225,2092699,1982517,,385933,197546,216708,125520,131172,254385,243924,259899,305566,425008
853690,"Electrical apparatus for switching electrical circuits, or for making connections to or in ...",63114,56487,57280,33989,41042,64204,75322,76956,74288,103331,,5449329,5378489,6075938,5821058,6061795,6548445,7208625,7508649,7795124,9267005,,312192,317215,316906,190626,200914,274568,286468,281724,267003,303690
842211,Dishwashing machines of the household type,27437,27378,32903,25998,28694,30426,42038,54403,68435,102807,,465262,505884,551467,519582,515107,589267,620070,630274,788813,985080,,171627,211641,189708,115641,122923,132633,161820,209779,217447,280289
761510,"Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...",85172,74280,47213,47287,27904,58181,74358,97329,93651,102368,,2047302,2386739,2382234,2324281,2265041,2416126,2553049,2681887,2950488,3687373,,159527,139045,88636,72857,59349,94223,113137,136566,131392,144337
901920,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic ...",55267,65583,43312,32556,39657,45688,41631,35160,277771,101588,,430287,478195,493344,537997,482587,589922,702393,763696,2893281,1471589,,441272,282897,164197,112647,124328,126779,143836,129457,577935,245418
280469,"Silicon containing < 99,99% by weight of silicon",32516,38781,31899,14626,17750,24821,14001,11827,42008,101369,,1144421,1442326,1978294,1777572,1279308,1528143,1609058,1212269,1113223,1902268,,39257,39639,32479,16036,19112,27821,25651,26802,48596,102887
845011,"Fully-automatic household or laundry-type washing machines, of a dry linen capacity <= 6 kg",218771,107435,50492,20645,23057,48296,84597,78152,90503,99214,,2571479,2342369,2482054,2099526,2060456,2171335,2296147,2359109,2358440,2615416,,474421,343125,254710,122500,116155,163866,206073,195129,202670,212680
