Product code,Product label,Australia's imports from Saudi Arabia-Value in 2012,Australia's imports from Saudi Arabia-Value in 2013,Australia's imports from Saudi Arabia-Value in 2014,Australia's imports from Saudi Arabia-Value in 2015,Australia's imports from Saudi Arabia-Value in 2016,Australia's imports from Saudi Arabia-Value in 2017,Australia's imports from Saudi Arabia-Value in 2018,Australia's imports from Saudi Arabia-Value in 2019,Australia's imports from Saudi Arabia-Value in 2020,Australia's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
841990,"Parts of machinery, plant and laboratory equipment, whether or not electrically heated, for ...",0,0,0,0,0,0,0,0,0,12,,2174,2055,803,676,1243,635,918,454,0,3341,,70376,124271,162301,142406,61761,78046,64610,76516,66441,85222
340220,"Surface-active preparations, washing preparations, auxiliary washing preparations and cleaning ...",5,14,6,5,7,4,4,2,4,12,,145291,163552,275162,331623,328566,341913,291901,276717,264239,264646,,180076,197841,204022,170664,149505,158355,183173,204625,275863,292394
151550,"Sesame oil and its fractions, whether or not refined, but not chemically modified",2,1,0,1,2,3,7,6,5,12,,0,0,0,103,32,432,30,0,12,0,,7391,8329,9941,8985,10418,10071,10954,12168,13558,13538
420221,"Handbags, whether or not with shoulder straps, incl. those without handles, with outer surface ...",0,0,0,0,1,1,0,2,7,11,,39,948,483,549,2087,1618,3979,5,0,1,,146039,166854,195527,216149,245458,273769,314043,306989,276498,350164
910219,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with ...",0,0,0,1,0,6,0,0,1,10,,27,0,27,318,49,177,1004,0,0,0,,19107,12921,20749,17136,16824,17256,19943,13857,13782,21553
841981,"Machinery, plant and equipment for making hot drinks or for cooking or heating food (excluding ...",0,0,0,0,0,0,0,1,17,10,,0,0,61,237,357,162,1651,3,0,5,,157434,168434,163419,184806,158333,168615,182234,169263,152953,214160
851712,"Telephones for cellular networks """"mobile telephones"""" or for other wireless networks""""",2,0,2,4,13,6,4,5,5,10,,231939,569344,206611,84770,131032,149252,120702,186,0,0,,3819818,3629253,3922030,3751207,3589882,4131436,4273962,3980281,3816708,4165658
843143,"Parts for boring or sinking machinery of subheading 8430.41 or 8430.49, n.e.s.",11,0,0,10,4,13,16,4,0,10,,123426,156328,192692,184302,179772,153378,180319,4375,8313,7443,,316718,242430,217534,147998,113169,128769,165376,190561,191869,216834
940180,"Seats, n.e.s.",17,20,10,9,8,3,11,9,8,9,,169,45,113,258,286,497,832,218,235,406,,55782,58197,67451,63752,66320,77238,94395,91643,93650,121960
910221,"Wrist-watches, whether or not incorporating a stop-watch facility, with automatic winding (excluding ...",0,0,0,0,0,0,14,0,0,9,,291,294,1004,3099,188,2361,15871,0,0,0,,63519,69461,75051,69869,67593,80395,94594,96897,86044,130181
847990,"Parts of machines and mechanical appliances, n.e.s.",23,0,0,10,1,8,0,5,15,9,,187,851,1889,1755,4702,6533,8419,100,1650,602,,185349,170875,196473,176920,134282,142512,179080,181031,148300,183888
610799,"Men's or boys' bathrobes, dressing gowns and similar articles of textile materials, knitted ...",0,0,0,0,0,0,0,0,0,9,,0,275,850,586,131,1,218,0,0,0,,4419,4665,5126,4405,5117,5783,6691,6964,6222,7359
940161,"Upholstered seats, with wooden frames (excluding convertible into beds)",0,0,17,0,6,4,0,6,2,9,,6757,6383,5911,6155,9428,10359,6708,2020,2545,4724,,498258,528337,563136,529930,505682,469496,548933,492426,531612,603055
330749,"Preparations for perfuming or deodorising rooms, incl. odoriferous preparations used during ...",0,0,0,0,2,0,0,2,5,8,,2093,42605,52656,57468,5639,2287,1662,532,499,1100,,46084,48222,47142,46849,44156,44976,48486,48827,55370,63218
120991,"Vegetable seeds, for sowing",6,0,8,0,88,0,26,0,0,8,,54,67,0,47,95,9,10,0,24,168,,53281,52652,53229,45599,56251,61706,67082,60181,70604,66271
730719,Cast tube or pipe fittings of iron or steel (excluding products of non-malleable cast iron),0,0,0,0,0,0,0,0,0,8,,1466,19965,2971,3345,4758,4033,10356,8293,757,433,,36058,27012,34648,30116,27580,33584,42504,36819,34919,41302
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",0,0,0,647,3,4,0,0,1,8,,809,2765,4815,7023,14994,14595,10522,7731,459,4229,,167072,146662,161559,191309,144122,164628,178332,179553,171653,185388
910229,"Wrist-watches, whether or not incorporating a stop-watch facility, with hand winding only (excluding ...",0,0,0,0,0,0,0,0,0,7,,1274,1365,1405,537,1254,3337,7712,0,0,0,,5735,9473,9599,8617,6847,11493,12888,13722,13577,22214
620530,"Men's or boys' shirts of man-made fibres (excluding knitted or crocheted, nightshirts, singlets ...",3,2,4,0,32,7,14,7,6,7,,241,28,0,44,196,190,1017,5,0,0,,45993,44517,42789,43595,36468,38964,42436,41421,36014,43391
820740,"Tools for tapping or threading, interchangeable",0,0,0,0,0,0,0,0,0,7,,0,0,0,0,3,11,85,0,0,1,,8618,6565,5516,5764,5046,5043,5519,5785,5521,7136
620443,Women's or girls' dresses of synthetic fibres (excluding knitted or crocheted and petticoats),0,0,8,0,2,0,2,3,3,7,,94,0,32,285,339,1369,363,0,0,0,,160894,168360,165321,152652,148517,166881,182002,185074,125936,179103
401110,"New pneumatic tyres, of rubber, of a kind used for motor cars, incl. station wagons and racing ...",0,139,35,138,11,153,62,8,0,7,,7903,5172,5167,4190,9694,13125,5298,45,73,340,,1011586,883457,806778,722551,665474,708235,699593,675843,614135,817781
220900,"Vinegar, fermented vinegar and substitutes for vinegar obtained from acetic acid",3,2,3,3,0,0,0,0,0,6,,364,612,580,1112,1101,1512,1585,1240,1538,1301,,15959,17047,18559,17307,18254,22360,22428,18463,21711,21319
852580,"Television cameras, digital cameras and video camera recorders",0,0,0,0,0,0,6,98,0,6,,10109,7109,4633,5022,11210,3582,4035,0,14,0,,731592,588100,576238,537141,501631,605791,726219,688206,630793,803323
392321,"Sacks and bags, incl. cones, of polymers of ethylene",0,0,15,0,0,0,0,0,0,6,,5404,4927,9224,9084,23856,47732,36795,52550,19399,44819,,323628,324170,349631,341708,348345,354743,377132,316004,336240,376956
392329,"Sacks and bags, incl. cones, of plastics (excluding those of polymers of ethylene)",0,0,3241,26,0,27,0,0,0,6,,3535,4174,8742,16183,23022,13905,14802,16806,16498,23667,,90097,96521,98880,95979,95589,99249,108460,104548,111251,126734
940190,"Parts of seats, n.e.s.",0,0,0,0,0,0,0,0,0,6,,0,30,215,258,43,28,61,7,66,499,,150852,155240,144476,144962,144821,113256,91176,92306,74605,83792
570190,"Carpets and other textile floor coverings, of textile materials, knotted, whether or not made ...",0,5,8,0,0,0,0,0,0,6,,34,67,1241,83,36,11,278,29,0,2,,7164,6319,5239,4061,4877,5000,5172,4492,4753,6477
620312,"Men's or boys' suits of synthetic fibres (excluding knitted or crocheted, tracksuits, ski suits ...",0,0,0,0,0,0,0,0,0,6,,9434,3635,2278,1943,1272,952,432,0,27,8,,13544,11755,12046,10444,9848,9488,7737,5748,1110,1483
847130,"Data-processing machines, automatic, portable, weighing <= 10 kg, consisting of at least a ...",7,36,3,3,7,2,3,3,15,6,,44066,34070,12808,33205,23211,7762,13026,7,0,23,,3661976,3569841,3532124,3251748,2735680,3285651,3606050,3478510,3886596,4425549
420231,"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...",0,0,0,0,0,0,0,0,0,5,,0,0,0,749,58,924,116,0,0,1,,59236,68996,70971,68199,78556,84629,86765,81609,52574,61611
90111,Coffee (excluding roasted and decaffeinated),0,0,0,0,0,0,0,0,0,5,,1392,2426,2231,1910,1363,1145,2953,176,133,618,,288749,228585,260614,283771,268842,311851,287262,276874,264963,337105
871150,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",21,12,32,0,0,0,8,27,2,5,,876,564,241,258,365,615,314,0,0,0,,292913,274426,254647,233669,253568,236142,192050,169036,144521,245073
853710,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",8,0,0,0,1,3,4,6,2,5,,15477,2720,7721,5022,3775,12325,11749,7445,10651,20447,,457825,463563,462692,508964,449094,450725,486776,504438,486250,581294
691110,"Tableware and kitchenware, of porcelain or china (excluding ornamental articles, pots, jars, ...",0,0,0,2,0,1,0,0,0,5,,422,655,754,5351,9062,4701,376,121,37,8,,78969,75805,87237,72335,78434,77456,67856,69402,65047,95447
391610,"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, ...",6,3,0,1,0,3,5,3,6,5,,390,89,7786,4462,12769,7529,2587,397,833,537,,7294,9590,11559,20190,19893,18132,21710,20936,30443,37000
210112,"Preparations with a basis of extracts, essences or concentrates of coffee or with a basis of ...",0,0,0,2,4,8,0,2,8,5,,203,404,1054,1242,2453,1902,829,1455,4403,4111,,7992,13882,17741,15266,8798,9425,12246,16294,16585,23675
630251,Table linen of cotton (excluding knitted or crocheted),0,0,3,1,10,12,12,14,1,4,,69,0,0,14,129,2,0,0,39,0,,10660,11531,9199,8462,7906,8455,9667,8233,7713,10644
961700,"Vacuum flasks and other vacuum vessels, and parts thereof (excluding glass inners)",2,0,0,0,0,2,0,0,0,4,,1153,1502,2316,1806,3546,1471,1117,925,769,989,,8704,8176,8482,10169,10953,19075,27087,37201,42509,75661
940169,"Seats, with wooden frames (excluding upholstered)",1,0,0,0,0,0,0,0,7,4,,7892,4343,4732,5632,1730,1028,608,379,654,247,,66728,70347,76195,80942,75807,79496,88373,76747,76397,93428
842890,"Machinery for lifting, handling, loading or unloading, n.e.s.",0,0,0,0,0,0,0,2,128,4,,2376,6688,4834,8941,1450,6004,1999,0,0,0,,523212,438437,614809,487490,421221,458445,492625,482276,417356,586616
620799,"Men's or boys' singlets and other vests, bathrobes and dressing gowns of textile materials ...",0,0,1,0,0,0,0,0,0,4,,248,0,728,71,88,298,8,0,0,1,,4366,5406,5833,5132,3926,3278,2662,2083,1982,2981
732393,"Table, kitchen or other household articles, and parts thereof, of stainless steel (excluding ...",6,0,1,0,0,9,2,1,0,4,,110,66,28,252,84,77,479,0,29,25,,96571,100101,94640,97352,85404,97583,105676,102568,106854,155327
847150,"Processing units for automatic data-processing machines, whether or not containing in the same ...",0,0,0,0,1,0,1,0,0,4,,2225,2011,378,2605,6028,3237,3379,22,0,9,,810844,660883,727490,1046636,879162,1100551,1598805,1518830,1443748,1788608
851632,Electro-thermic hairdressing apparatus (excluding hairdryers),0,0,0,0,0,0,0,0,0,3,,559,146,292,262,173,267,148,0,0,0,,35317,34291,35974,27677,30405,28688,30088,38967,53241,71340
330129,"Essential oils, whether or not terpeneless, incl. concretes and absolutes (excluding those ...",0,0,0,0,0,1,0,0,0,3,,259,174,37,62,1512,820,1420,3031,1412,1209,,18557,19060,20928,29942,40507,64625,86980,71125,48334,41633
180500,"Cocoa powder, not containing added sugar or other sweetening matter",0,0,0,0,2,0,6,0,1,3,,798,187,102,195,178,361,176,187,1021,840,,66109,49806,36443,39371,46266,46751,39746,45081,42186,42951
902690,"Parts and accessories for instruments and apparatus for measuring or checking the flow, level, ...",0,0,0,0,0,2,0,45,0,3,,2070,3981,4556,3757,2391,4830,4624,78,34,47,,49700,47555,47517,41469,33144,41068,43030,45546,37251,40101
902780,"Instruments and apparatus for physical or chemical analysis, or for measuring or checking viscosity, ...",0,13,27,59,25,7,0,0,18,3,,2930,1922,1837,1873,1956,1526,2125,0,104,0,,268451,189913,181199,168126,157333,140462,191867,195185,184028,258628
190490,"Cereals (excl. maize [corn]) in grain or flake form or other worked grains, pre-cooked or otherwise ...",0,0,0,0,0,0,0,1,1,3,,259,110,915,1245,3234,156,2388,134,43,4,,21548,30383,33237,30912,29024,37819,42606,44545,49480,47139
903190,"Parts and accessories for instruments, appliances and machines for measuring and checking, ...",0,0,0,0,0,0,0,0,7,3,,251,210,1201,2225,1819,1598,1475,0,0,24,,59060,55301,47457,42482,37635,43191,57842,46576,45255,53215
200819,"Nuts and other seeds, incl. mixtures, prepared or preserved (excluding prepared or preserved ...",90,72,78,100,45,54,7,6,3,3,,413,1380,948,2600,2766,3637,3522,1500,1991,1646,,34801,38655,41392,43494,44305,59625,69328,83329,82532,78045
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",0,2,41,1,0,8,1,0,6,3,,55315,45793,34216,43334,60171,43306,41931,25002,25230,22432,,621085,664346,696161,619337,566386,558987,633708,588046,593315,728831
852990,"Parts suitable for use solely or principally with flat panel display modules, transmission ...",0,0,0,0,0,0,0,0,0,3,,5828,7672,28049,38986,7202,12352,1687,0,17,0,,142717,131838,127837,83644,97090,105126,106715,117715,141048,145148
330499,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), ...",42,0,7,8,19,3,2,3,3,3,,5067,2239,2481,5481,4529,3571,3580,2481,1534,608,,392746,414714,444894,461474,464097,498852,637900,651889,602796,673292
630790,"Made-up articles of textile materials, incl. dress patterns, n.e.s.",0,1,5,0,3,0,10,4,5,2,,550,480,582,1031,1509,1844,1925,1785,984,258,,183327,196891,218735,232560,239476,256294,278734,282997,1563043,506463
640419,Footwear with outer soles of rubber or plastics and uppers of textile materials (excluding ...,0,0,0,0,0,0,1,0,2,2,,626,1008,909,693,1807,1415,2881,0,99,519,,178205,209517,188546,191281,201502,225982,240123,245781,217486,275229
841430,Compressors for refrigerating equipment,0,0,0,0,0,0,0,0,0,2,,367,1325,2085,1539,1620,1222,4252,3,0,4,,141385,181915,308831,115939,103624,95710,83432,79215,80005,90360
843680,"Agricultural, horticultural, forestry or bee-keeping machinery, n.e.s.",0,0,0,0,0,0,0,0,0,2,,28,128,0,42,89,21,0,0,0,1,,63073,67293,90010,104312,81004,88665,85927,80319,72520,88002
847149,"Data-processing machines, automatic, presented in the form of systems """"comprising at least ...""",0,0,0,2,0,0,0,0,0,2,,2659,1466,1730,1836,1561,2063,576,0,0,0,,581568,478871,366199,372773,364097,364631,356627,153714,220859,218610
620449,"Women's or girls' dresses of textile materials (excluding of wool, fine animal hair, cotton ...",0,1,0,1,1,0,0,1,0,2,,1774,230,244,362,414,306,131,29,0,32,,49222,44302,41979,42260,40904,44851,60526,73267,68252,109745
850140,"AC motors, single-phase, of an output > 37,5 W",0,0,0,0,0,0,0,0,0,2,,652,145,1224,381,506,539,320,0,0,0,,49582,57044,56223,54208,52755,57230,59402,51253,52934,59986
190190,"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing ...",1,7,0,1,0,0,0,0,1,2,,412,650,20645,30117,29518,21091,1215,425,705,776,,32503,33408,44179,40688,45838,59186,65877,66601,71126,88639
200919,"Orange juice, unfermented, whether or not containing added sugar or other sweetening matter ...",4,0,1,2,0,0,0,0,0,2,,18987,19997,25967,21363,18090,11390,8301,129322,16531,10932,,2023,844,1038,643,606,1389,1007,1406,1284,1322
200949,"Pineapple juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,1,2,1,0,0,2,,682,738,1301,794,1373,1057,815,239,215,451,,12810,8953,7176,9864,16279,9433,5369,2949,7126,8566
640359,"Footwear with outer soles and uppers of leather (excluding covering the ankle, incorporating ...",0,0,0,0,0,0,0,4,1,2,,763,918,387,503,1486,2041,2339,0,0,1,,135886,137345,127077,112189,119696,108558,112482,91284,56057,67345
281511,"Sodium hydroxide """"caustic soda"""" solid""""",39,0,0,0,0,0,6,1,0,2,,36220,33238,25248,18789,19489,29539,29145,25947,14712,20747,,5736,4866,4221,3395,4842,6127,8486,3826,3260,4010
841191,"Parts of turbojets or turbopropellers, n.e.s.",0,0,0,0,0,0,0,0,0,2,,811,6593,5626,33203,27960,14122,4604,0,0,0,,494096,195883,206957,221895,192694,176596,213027,232756,241449,298914
850132,DC motors and DC generators of an output > 750 W but <= 75 kW (excl. photovoltaic generators),0,0,0,0,0,0,0,0,3,2,,1917,716,202,614,275,754,791,392,2471,3292,,18708,19154,17749,18291,16893,16212,20812,30887,23913,44647
200799,"Jams, jellies, marmalades, pur?es or pastes of fruit, obtained by cooking, whether or not containing ...",24,2,17,0,0,0,3,0,0,2,,6111,2635,1973,2526,2338,2815,2923,2350,3248,3359,,50340,48066,45831,37413,38929,46845,48295,45513,50183,58097
91012,"Ginger, crushed or ground",0,0,0,0,1,0,0,0,0,2,,0,43,52,92,24,55,19,0,0,18,,1079,1076,1288,1446,1533,1828,1723,1669,2495,3362
851762,"Machines for the reception, conversion and transmission or regeneration of voice, images or ...",1,10,19,0,4,0,0,0,2,2,,3625,7399,10002,6269,7527,17123,19935,4,0,18,,2184258,2480088,2337434,2512110,2806665,2975447,3501969,3481121,3392145,3411434
820790,"Interchangeable tools for hand tools, whether or not power-operated, or for machine tools, ...",0,0,0,0,1,0,0,0,0,2,,1587,3146,161,165,410,261,608,15,0,55,,43087,43695,47433,40995,37506,42193,51367,45267,47939,59527
670411,Complete wigs of synthetic textile materials,0,0,0,0,0,0,0,0,0,2,,0,0,0,1,2,2,0,0,0,0,,1820,2327,1789,1653,1558,1465,1762,1930,1504,2182
847190,"Magnetic or optical readers, machines for transcribing data onto data media in coded form and ...",0,2,0,1,0,0,0,0,0,2,,4443,11404,3048,18494,6409,3114,3250,0,0,0,,62942,53259,74501,56863,40820,69871,72220,69316,62397,118523
180690,"Chocolate and other preparations containing cocoa, in containers or immediate packings of <= ...",0,0,0,3,0,0,0,0,2,2,,2112,2724,2523,2838,7826,12277,34111,24324,1544,2114,,268461,293872,298586,278763,264198,284800,274303,242460,223699,245160
491110,"Trade advertising material, commercial catalogues and the like",0,5,4,4,10,0,1,0,0,2,,305,283,62,483,557,414,190,60,10,253,,39220,41775,37216,33861,31535,26158,25025,22124,15502,15727
910521,"Wall clocks, electrically operated",0,0,2,0,0,3,0,0,0,2,,0,0,0,17,17,14,18,0,0,0,,5963,6832,7437,6710,5974,6067,6731,5770,5666,7446
842490,"Parts of fire extinguishers, spray guns and similar appliances, steam or sand blasting machines ...",0,0,0,7,1,16,175,15,7,2,,1793,2577,2616,1807,2736,10492,3263,9565,11543,6194,,84053,79026,81094,81877,79252,88076,95227,94529,94004,111181
340111,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",0,12,2,2,3,2,5,4,12,2,,57934,43561,57226,67904,68335,73420,50283,41748,41600,27843,,87106,84980,96142,88356,84429,78088,69339,74889,90470,71876
842131,Intake air filters for internal combustion engines,0,2,1,0,0,0,0,0,0,1,,4197,5764,5163,6722,7500,2857,3051,2258,3514,6244,,70839,72200,73736,69564,65770,71591,83817,85668,89179,96670
691390,"Statuettes and other ornamental ceramic articles, n.e.s. (excluding of porcelain or china)",0,0,0,0,0,0,0,0,0,1,,299,124,0,120,38,66,26,0,18,1,,14708,14265,15557,14620,13249,14380,16178,18276,19637,26122
620332,"Men's or boys' jackets and blazers of cotton (excluding knitted or crocheted, and wind-jackets ...",0,0,0,0,0,0,0,0,0,1,,30,0,0,46,16,46,61,0,0,0,,26075,27227,27672,26148,20573,20248,20858,21749,17899,20709
841590,"Parts of air conditioning machines, comprising a motor-driven fan and elements for changing ...",0,0,0,0,0,0,0,0,0,1,,8795,9267,16749,14473,9634,26307,32057,23683,13272,11781,,531038,509428,471769,469849,474386,532403,641726,566853,640427,850578
