Product code,Product label,"Russian Federation's imports from Korea, Republic of-Value in 2012","Russian Federation's imports from Korea, Republic of-Value in 2013","Russian Federation's imports from Korea, Republic of-Value in 2014","Russian Federation's imports from Korea, Republic of-Value in 2015","Russian Federation's imports from Korea, Republic of-Value in 2016","Russian Federation's imports from Korea, Republic of-Value in 2017","Russian Federation's imports from Korea, Republic of-Value in 2018","Russian Federation's imports from Korea, Republic of-Value in 2019","Russian Federation's imports from Korea, Republic of-Value in 2020","Russian Federation's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
310590,Mineral or chemical fertilisers containing the two fertilising elements nitrogen and potassium ...,0,0,0,0,0,0,0,0,0,0,,3806,7154,2995,3777,3021,4115,3907,3510,3935,4132,,11756,14519,14310,12046,15133,15595,21301,26541,26966,33507
291469,Quinones (excluding anthraquinone),0,0,0,0,0,0,0,0,0,0,,49,59,83,106,104,51,137,510,558,270,,1112,1211,939,441,2255,522,440,771,1234,984
293352,"Malonylurea """"barbituric acid"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,33,29,0,0,296,585,1164,1528,1770,,0,3,7,7,7,3,163,4,4,8
293500,Sulphonamides,291,599,1395,666,573,0,0,0,0,0,,19380,17204,14417,18897,41672,0,0,0,0,0,,72469,87035,67534,56354,58173,37,0,0,0,0
291734,"Esters of orthophthalic acid (excluding dioctyl, dinonyl or didecyl orthophthalates)",0,0,0,0,0,763,1383,2329,1058,0,,62909,75138,88332,65610,54507,80091,83293,74475,40498,69121,,94801,88892,78917,39476,28579,35103,32363,25769,1362,843
291830,"Carboxylic acids with aldehyde or ketone function but without other oxygen function, their ...",0,0,0,0,21,300,220,0,0,0,,320,166,347,771,453,759,1105,1105,1961,6152,,990,578,570,856,1348,3686,3598,2539,4179,5192
292112,Diethylamine and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,0,2,2
292122,Hexamethylenediamine and its salts,0,0,0,0,0,0,0,0,0,0,,2049,6345,13679,15724,4871,4855,5903,1477,640,939,,1013,756,227,232,483,854,994,1577,2000,663
292145,"1-Naphthylamine """"alpha-naphthylamine"""", 2-naphthylamine """"beta-naphthylamine"""" and their ...""",0,0,0,0,0,0,0,0,0,0,,5,14,207,75,105,100,83,289,21,70,,766,465,522,270,364,336,573,501,123,231
292239,"Amino-aldehydes, amino-ketones and amino-quinones; salts thereof (excluding those containing ...""",0,0,0,0,0,0,0,0,0,0,,418,24,48,0,4,24,14,143,91,84,,339,246,137,259,290,284,448,599,1137,832
292243,Anthranilic acid and its salts,0,0,0,0,0,0,0,0,0,0,,9,168,0,0,0,0,0,0,0,0,,90,25,17,16,13,17,0,38,34,37
293132,Dimethyl propylphosphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,5,15,18
293220,Lactones,12,0,0,0,0,21,0,0,0,0,,354,635,791,1456,1538,3530,3672,2400,3693,6243,,10900,10836,10901,9859,11274,15324,20971,20361,23274,27738
293293,Piperonal,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,0,0,0,0,,6,54,42,40,36,0,58,5,52,61
480429,"Sack kraft paper, uncoated, in rolls of a width > 36 cm (excluding unbleached, and goods of ...",0,0,0,0,0,0,0,0,0,0,,217,209,228,442,239,205,1091,760,289,646,,14937,15506,16463,14766,18797,16006,15785,12970,11730,9746
480452,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,224,2,57,50,19,20,21,48,19,22,,1102,1534,2182,1568,2249,2165,2569,2267,1621,3244
480524,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",0,0,0,0,0,0,0,0,0,0,,17826,24628,23383,24498,34313,46498,40562,22111,17237,9808,,14589,27485,17581,13260,8648,13396,16302,17467,3679,6768
480530,"Sulphite wrapping paper, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,4,0,0,0,0,0,0,0,0,,9,23,146,84,158,50,99,437,93,383,,1052,4002,3353,2389,979,966,1177,1135,1120,1468
481031,"Kraft paper and paperboard, bleached uniformly throughout the mass and containing > 95% chemically ...",0,0,0,0,1,0,0,0,0,0,,24,5,12,23,17,162,565,729,89,330,,545,220,54,1665,3785,4915,6715,5132,7312,7157
482030,"Binders (other than book covers), folders and file covers, of paper or paperboard",8,13,2,2,2,0,6,1,0,0,,558,509,518,460,580,650,548,848,653,784,,13278,12563,12953,4222,3718,3917,4146,3314,3082,3619
510220,"Coarse animal hair, neither carded nor combed (excluding wool, hair and bristles used in the ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
511211,Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing ...,53,1,0,0,0,0,0,0,2,0,,10345,7445,6739,8172,6419,4670,3507,4025,2626,2665,,9812,2234,984,747,336,863,1764,2719,1866,1863
520633,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,5,4,5,1,4,5,0,0,0,0,,0,22,0,0,137,52,493,264,501,692
520635,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,1,10,0,0,0,0,0,0,0,0,,208,420,107,0,4,0,1,0,0,1
520641,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",1,0,0,0,0,0,0,0,0,0,,0,33,0,0,0,26,0,0,0,1,,287,165,264,118,75,24,64,62,115,186
520643,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,38,49,67,33,16,55,16,0,0,0,,16,17,16,6,43,49,119,66,152,106
520790,"Cotton yarn containing predominantly, but < 85% cotton by weight, put up for retail sale (excluding ...",0,0,0,0,0,0,0,0,0,0,,165,368,203,391,260,407,523,250,177,99,,5720,1150,689,206,157,209,430,580,718,1167
520819,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, unbleached ...",0,0,0,0,0,0,0,0,0,0,,360,800,706,1458,1993,1624,1168,569,288,512,,214,740,42,44,575,791,552,950,2051,1235
440112,"Fuel wood, in logs, billets, twigs, faggots or similar forms, non-coniferous",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,9,0,0,0,0,,0,0,0,0,0,0,4,0,28,34
440321,"Pine """"Pinus spp."""" in the rough, of which the smallest cross-sectional dimension is =>15 ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,118,18,67,76,,0,0,0,0,0,24,35,31,61,31
440349,"Tropical wood in the rough, whether or not stripped of bark or sapwood, or roughly squared ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,22,101,41,0,0,,116,75,0,1,0,194,123,101,31,57
440391,"Oak """"Quercus spp."""" in the rough, whether or not stripped of bark or sapwood, or roughly ...""",0,0,0,0,0,0,0,0,0,0,,16,2,0,0,4,249,117,0,0,0,,0,0,0,0,9,12,1,0,0,0
440395,"Birch """"Betula spp."""" in the rough, of which any cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,12,176,79,18,0
440691,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated, coniferous""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,47,1854,3166,4293,3573,3906
440711,"Pine """"Pinus spp."""" sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3375,2848,4500,807,11,,0,0,0,0,7,1381,1426,3020,2300,1254
440725,"Dark red meranti, light red meranti and meranti bakau, sawn or chipped lengthwise, sliced or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,14,0,18,0,0,6,0,0,3,1
440727,"Sapelli, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,21,0,0,0,0,0,0,,337,202,356,175,115,138,164,129,122,77
440793,"Maple """"Acer spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,439,271,644,405,283,397,302,1168,1521,1705,,32,9,21,39,23,43,6,16,0,7
440795,"Ash """"Fraxinus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,147,305,41,58,51,0,14,46,127,366,,969,1080,964,774,329,378,329,346,216,264
441294,"Laminated wood as blockboard, laminboard or battenboard (excluding of bamboo, plywood consisting ...",0,0,0,0,0,0,0,0,0,0,,27,49,15,0,0,0,10,3,42,0,,1361,3919,1986,783,543,972,758,572,485,688
441300,"Metallised wood and other densified wood in blocks, plates, strips or profile shapes",0,0,0,0,0,22,18,0,0,0,,47,83,385,182,46,671,818,237,152,152,,1162,1152,830,581,1593,1511,1441,1172,1016,1306
441510,"Cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood",0,2,1,0,0,0,0,0,0,0,,4648,3964,4314,3790,4027,4581,5386,6193,9470,10134,,2748,2272,2115,1451,1489,1115,2101,1237,1328,1183
450390,"Articles of natural cork (excluding cork in square or rectangular blocks, plates, sheets or ...",0,0,0,0,0,0,0,0,0,0,,21,15,5,8,11,7,93,156,4,10,,205,166,156,123,75,108,162,155,204,264
460121,"Mats, matting and screens of bamboo plaiting materials, flat-woven or bound together in parallel",0,0,0,0,0,0,0,0,0,0,,23,284,11,21,11,1,2,0,15,4,,1320,1236,1770,447,528,956,410,555,622,350
460199,"Plaiting materials, plaits and similar products of non-vegetable plaiting materials, flat-woven ...",0,0,0,28,99,88,9,0,0,0,,104,126,156,143,134,109,102,177,213,363,,482,622,1290,645,741,1022,1522,1482,1756,1935
470100,"Mechanical wood pulp, not chemically treated",0,0,0,0,0,0,0,0,0,0,,9,31,3,0,14,77,56,17,36,0,,3699,2695,1417,1247,877,906,732,999,523,378
470500,Wood pulp obtained by a combination of mechanical and chemical pulping processes,0,0,0,0,0,0,0,0,0,0,,323,569,364,261,113,28,3,38,0,7,,2135,1287,57,0,2,11,177,309,543,522
480210,Handmade paper and paperboard of any size or shape,0,0,0,0,0,0,0,0,0,0,,344,359,345,258,304,382,448,476,448,381,,77,329,14,20,42,6,26,32,35,50
391710,"Artificial guts """"sausage casings"""" of hardened protein or cellulose materials""""",0,0,0,0,0,0,0,0,0,0,,261,3,19,7,0,14,343,374,170,163,,95701,91606,80466,69402,76137,95078,107645,101435,111044,110793
390939,"Amino-resins, in primary forms (excl. urea, thiourea and melamine resins and MDI)",0,0,0,0,0,0,38,0,0,0,,0,0,0,0,0,21416,31898,23438,16317,13191,,0,0,0,0,0,7028,11432,12731,11680,16337
400239,"Halo-isobutene-isoprene rubber """"CIIR"""" or """"BIIR"""", in primary forms or in plates, sheets ...""",0,0,0,0,0,0,0,0,0,0,,2479,3926,523,1435,1332,1351,849,983,1107,807,,27359,27004,19255,16627,13374,13394,16109,15690,11990,13564
400260,"Isoprene rubber """"IR"""", in primary forms or in plates, sheets or strip""""",0,0,0,0,0,0,0,0,0,0,,1081,1857,1449,1072,201,274,210,552,354,536,,32,482,1740,2154,798,138,72,164,112,137
400280,"Mixtures of natural rubber, balata, gutta-percha, guayule, chicle or similar types of natural ...",0,0,0,0,0,0,0,0,0,0,,256,505,228,1250,287,306,246,104,185,212,,96,101,72,0,1,17,25,166,20,72
400300,"Reclaimed rubber in primary forms or in plates, sheets or strip",13,0,3,0,0,0,0,0,0,0,,20620,6780,5021,3033,2551,2550,2456,1385,3095,4037,,2878,3021,2639,1946,4352,4835,7103,4408,3848,4339
420330,"Belts and bandoliers, of leather or composition leather",67,49,18,0,0,0,2,2,4,0,,4789,4742,2750,3023,2452,2323,1799,2744,2498,5978,,31245,34049,29746,18791,16909,21057,24761,27742,24610,32002
430110,"Raw furskins of mink, whole, with or without heads, tails or paws",0,0,0,0,0,0,0,0,0,0,,7,1,2,1,0,12,5,4,0,0,,3360,1456,5610,6168,7409,23467,25761,20542,12782,11381
420211,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...",1,0,26,2,0,0,1,0,0,0,,4707,9200,16268,12357,14911,5542,4089,4241,2548,2626,,22730,25319,15873,8306,9238,10832,9345,7635,5360,6950
410150,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired ...""",0,0,0,0,0,0,0,0,0,0,,1288,3704,3609,2816,824,1696,1815,427,1,0,,0,27,66,301,3185,4009,2693,413,1903,2782
410510,"Skins of sheep or lambs, in the wet state """"incl. wet-blue"""", tanned, without wool on, whether ...""",0,0,0,0,0,0,0,0,0,0,,964,223,0,0,235,0,28,905,160,200,,0,0,0,0,9,59,380,108,17,0
410692,"Hides and skins of antelopes, deer, elks, elephants and other animals, incl. sea animals, ...""",0,0,0,0,0,0,0,0,0,0,,77,38,6,48,36,27,2,263,0,2,,0,0,0,0,0,0,0,2,0,17
410711,"Full grains leather """"incl. parchment-dressed leather"""", unsplit, of the whole hides and skins ...""",0,85,4,5,0,0,0,0,0,0,,2870,1735,2395,1395,1691,2943,1406,779,287,552,,1690,2061,3044,2264,4755,8155,7598,7108,6284,4745
401169,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread (excluding of ...""",14,6,6,7,5,0,0,0,0,0,,297,148,70,83,61,0,0,0,0,0,,2415,4088,6602,4586,4957,0,0,0,0,0
401194,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",37,24,134,33,52,0,0,0,0,0,,216,43,243,296,200,0,0,0,0,0,,357273,424396,348765,233978,236713,1037,0,0,0,0
401211,"Retreaded pneumatic tyres, of rubber, of a kind used on motor cars """"incl. station wagons ...""",0,0,0,0,0,0,0,0,0,0,,70,22,131,100,150,66,11,12,19,28,,105,502,616,416,147,653,787,414,64,80
401213,"Retreaded pneumatic tyres, of rubber, of a kind used on aircraft",0,0,0,0,0,0,0,0,0,0,,1,0,53,238,575,1143,535,713,1726,128,,117,108,201,88,62,1971,995,628,290,1146
401410,"Sheath contraceptives, of vulcanised rubber (excluding hard rubber)",464,85,232,368,181,52,0,0,51,0,,16172,18991,8957,7668,4492,3137,2443,1498,1272,1154,,22876,27807,31470,47206,41614,61050,47484,42189,42408,42134
401490,"Hygienic or pharmaceutical articles, incl. teats, of vulcanised rubber (excluding hard rubber), ...",239,152,154,212,69,70,2,0,0,0,,7308,5017,4949,3934,4214,5286,6235,7120,6606,6224,,8225,5493,5912,3898,5098,5597,5047,4042,4831,5828
130231,"Agar-agar, whether or not modified",0,0,0,0,1,0,0,0,0,0,,12152,13143,12727,10809,12039,11854,13619,14344,11357,13520,,4315,4794,11756,17661,12530,19075,21187,17982,17185,15955
140110,Bamboos,0,0,0,0,0,0,0,0,0,0,,2,18,2,0,0,0,14,11,0,0,,640,571,630,470,1062,780,735,701,675,982
150600,"Other animal fats and oils and their fractions, whether or not refined, but not chemically ...",0,0,0,0,0,0,0,0,0,0,,620,2166,2611,2659,2332,2089,3896,7430,6607,7862,,87,24,198,31,167,419,1559,118,60,60
150890,"Groundnut oil and its fractions, whether or not refined (excluding chemically modified and ...",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,4,0,0,0,0,0,,80,74,39,64,55,52,60,45,13,14
150990,Olive oil and fractions obtained from the fruit of the olive tree solely by mechanical or other ...,2,6,8,0,5,2,2,0,0,0,,620,620,954,1299,953,718,411,269,156,222,,18495,20241,21337,11416,13197,13135,14593,12270,13460,13681
151211,Crude sunflower-seed or safflower oil,1,1,0,0,1,1,1,0,0,0,,3,1,1,0,3,2,57,13,40,61,,17403,19765,8711,602,2818,13373,12207,362,244,291
151610,"Animal fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",0,0,0,0,0,0,0,0,0,0,,3891,3954,2997,3159,1765,1558,545,711,676,934,,189,194,475,378,618,938,876,598,1216,1742
160210,"Homogenised prepared meat, offal, blood or insects, put up for retail sale as infant food or ...",0,0,0,0,0,0,0,0,0,0,,35,0,0,2,6,0,0,8,1,18,,12083,9770,12893,6563,3855,4422,5092,4839,6498,6376
160300,"Extracts and juices of meat, fish or crustaceans, molluscs and other aquatic invertebrates",0,0,0,0,0,0,0,0,0,0,,3952,3870,3931,4729,5701,5745,6477,6822,9742,9664,,20,58,48,52,84,118,121,97,54,123
160412,"Prepared or preserved herrings, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,1,0,78,55,62,93,88,98,91,96,,24922,37719,42835,35310,40153,50235,49428,55172,60318,75310
180400,"Cocoa butter, fat and oil",0,0,0,0,0,0,0,0,0,0,,0,127,4,0,10,1,15,24,20,34,,111024,167230,260596,215964,202780,188903,224613,218774,207182,220695
160431,Caviar,0,0,0,0,0,0,0,0,0,0,,87,57,63,219,108,74,38,40,16,20,,2728,2700,2885,1418,1533,2883,4945,2433,2294,4128
160561,"Sea cucumbers, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,8852,16849,6749,13938,8717,10171,4200,3461,8286,20342,,0,0,0,0,0,0,0,0,0,0
160563,"Jellyfish, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,5,11,12,24,4,27,13,147,747,,0,0,0,0,0,1,0,2,9,0
170112,Raw beet sugar (excluding added flavouring or colouring),0,0,0,0,0,0,0,0,0,0,,23,3,32,9,11,13,4,56,50,60,,627,213,109,3150,15813,3954,15,31,350,471
110430,"Germ of cereals, whole, rolled, flaked or ground",0,0,0,0,0,0,0,0,0,0,,15,25,55,239,135,38,16,28,93,92,,28,15,101,348,952,382,661,148,36,25
120300,Copra,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,6,7
120400,"Linseed, whether or not broken",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,87,0,0,0,0,,690,4309,1205,2387,5035,4298,2644,9465,15840,25530
120740,"Sesamum seeds, whether or not broken",0,0,0,0,0,0,0,0,0,0,,1424,1938,4022,1693,569,171,1970,317,524,1729,,17126,18286,26161,18410,16918,20830,25789,31217,26407,30360
71040,"Sweetcorn, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,0,0,0,0,,2,0,0,9,18,16,27,30,5,54,,9518,8643,9438,8860,8239,9413,9224,11354,10173,11540
71350,"Dried, shelled broad beans """"Vicia faba var. major"""" and horse beans """"Vicia faba var. equina ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,75,87,42,0,12,19,25,4,7,5
71390,"Dried, shelled leguminous vegetables, whether or not skinned or split (excluding peas, chickpeas, ...",0,0,0,0,0,0,0,0,0,0,,11,61,25,18,19,10,2,38,49,19,,58,148,45,137,0,3,71,85,0,35
71490,"Arrowroot, salep, Jerusalem artichokes and similar roots and tubers with high starch or inulin ...""",0,0,0,0,0,0,0,0,0,0,,60,85,29,59,41,11,41,137,26,63,,26,133,78,31,16,37,36,36,64,125
80522,Fresh or dried clementines incl. monreales,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,192,158631,135331,138991,90740,105528
80840,Fresh quinces,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,,4159,4886,3495,2383,3700,5826,5832,5575,5489,6922
81050,Fresh kiwifruit,0,0,4,9,0,0,0,0,0,0,,2,8,1322,1531,4412,3112,2050,2212,1328,1138,,133081,142504,92128,52415,66670,75203,91098,96679,28463,28481
90520,"Vanilla, crushed or ground",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,6,10,9,11,16,13,,52,161,100,79,111,136,122,258,815,349
90710,"Cloves, whole fruit, cloves and stems, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,74,0,0,0,0,0,0,,1581,1556,1436,1172,1857,2263,2650,2609,2091,2016
90720,"Cloves, whole fruit, cloves and stems, crushed or ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,7,0,0,0,0,2,,10,24,40,14,42,18,11,19,15,23
91011,"Ginger, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,0,8,21,65,1,34,37,3,45,,13863,24419,23631,18145,24890,26579,25397,24400,36568,26879
91030,"Turmeric """"curcuma""""""""",0,0,0,0,0,0,0,0,0,0,,16,13,20,5,15,4,2,21,102,140,,1280,1285,1244,1277,1695,2326,2242,2380,2907,2914
100821,Millet seed for sowing (excluding grain sorghum),0,0,0,0,0,0,0,0,0,0,,0,4,7,14,243,85,46,38,82,93,,0,0,1,0,0,59,90,1,0,0
100860,Triticale,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,37,37,49,17,1926,6,0,6,157,168
100890,"Cereals (excluding wheat and meslin, rye, barley, oats, maize, rice, grain sorghum, buckwheat, ...",0,0,0,0,0,0,0,0,0,0,,109,132,125,111,129,154,146,244,359,320,,160,922,2710,1440,1265,1686,1356,1211,1178,1094
10129,Live horses (excluding pure-bred for breeding),0,0,0,0,0,0,0,0,0,0,,0,132,910,137,113,317,930,3773,85,0,,2227,1906,2351,765,957,1141,1660,1173,2780,2774
10229,Live cattle (excluding pure-bred for breeding),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,165,0,41077,78082,39642,1103,62417,48005,47738,197
10513,"Live domestic ducks, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,259,716,1174,946,931,930,813,688,1284,1409
10515,"Live domestic guinea fowls, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,24
10619,"Live mammals (excluding primates, whales, dolphins and porpoises, manatees and dugongs, seals, ...",0,0,0,0,1,0,0,0,0,0,,815,908,811,861,1437,1695,1699,2110,4293,6743,,1242,2312,1680,1590,1245,719,1354,1809,1050,1320
20130,"Fresh or chilled bovine meat, boneless",0,0,0,0,0,0,0,0,0,0,,33,2,0,45,2061,2053,2885,2513,3023,2842,,133849,144635,121297,37694,32457,53494,73522,129450,191224,157857
20322,"Frozen hams, shoulders and cuts thereof of swine, with bone in",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,17,321,147,,181183,123128,97413,34007,13118,21445,17009,10775,2478,732
20422,"Fresh or chilled cuts of sheep, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2994,3895,4936,1233,1024,1274,1180,620,685,833
20443,Frozen boneless cuts of sheep,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,11481,16452,19278,3090,3606,3497,3192,2052,1419,487
20649,"Edible offal of swine, frozen (excluding livers)",0,0,0,0,0,0,0,0,0,0,,0,61,100,0,17,2,2,44,502,176,,188726,132299,13020,3979,3656,4716,2412,1588,851,682
20711,"Fresh or chilled fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,0,4,0,0,0,0,0,0,0,0,,110436,117329,133273,86436,65244,79778,96656,88936,59452,84821
20724,"Fresh or chilled turkeys of the species domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,42,209,249,83,135,125,164,211,323,45
20745,Frozen cuts and edible offal of domestic ducks,0,0,0,0,0,0,0,0,0,0,,5145,4199,660,4841,2763,488,4818,2906,8,148,,2813,3873,1811,211,14,128,385,986,707,1049
