Product code,Product label,"Viet Nam's imports from Korea, Republic of-Value in 2012","Viet Nam's imports from Korea, Republic of-Value in 2013","Viet Nam's imports from Korea, Republic of-Value in 2014","Viet Nam's imports from Korea, Republic of-Value in 2015","Viet Nam's imports from Korea, Republic of-Value in 2016","Viet Nam's imports from Korea, Republic of-Value in 2017","Viet Nam's imports from Korea, Republic of-Value in 2018","Viet Nam's imports from Korea, Republic of-Value in 2019","Viet Nam's imports from Korea, Republic of-Value in 2020","Viet Nam's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
262030,"Slag, ash and residues containing mainly copper",0,0,0,0,0,0,0,0,0,,,0,27,0,166,0,2,0,561,1073,1194,,127,73,0,0,0,3,0,0,0,
262040,"Slag, as and residues containing mainly aluminium",0,0,0,0,0,0,0,0,0,,,1898,2417,2369,1218,537,141,383,825,813,4683,,5,8,2,3,3,12,22,8,8,626
262060,"Slag, ash and residues, containing arsenic, mercury, thallium or their mixtures, of a kind ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
270112,"Bituminous coal, whether or not pulverised, non-agglomerated",1,0,0,0,0,0,0,0,0,,,821,0,0,3,0,2947,0,1,0,0,,175590,186418,185360,240889,398005,823290,1243149,1634989,1415077,2254665
270820,Pitch coke obtained from coal tar or from other mineral tars,0,0,0,0,0,14,224,200,0,,,1,65,0,1159,7997,61198,166247,100801,29048,58580,,127,148,125,108,75,79,252,256,18,511
271311,"Petroleum coke, non-calcined",0,0,0,701,0,0,0,0,0,,,1205,3023,1663,1753,0,1969,0,0,53,8360,,8050,7528,5618,5890,3586,25126,4972,6501,15676,6291
280110,Chlorine,0,0,0,0,0,0,1,4,0,,,3440,3502,4966,4836,5793,5195,5827,4807,3832,4141,,33,60,122,119,142,87,13,168,37,42
280200,"Sulphur, sublimed or precipitated; colloidal sulphur",584,621,472,273,391,359,501,635,468,,,37267,19195,22024,25139,2053,174,113,522,891,375,,3080,1350,977,1037,860,948,1149,1280,1538,328
280410,Hydrogen,0,0,1,2,4,0,0,16,6,,,208,144,128,153,70,164,108,112,14,36,,23,183,7,16,36,122,17,36,21,49
280429,Rare gases (excluding argon),56,3,6,20,4,9,9,10,14,,,5375,8053,16673,27247,22584,15632,21609,37819,53217,86564,,2007,2043,3034,2293,2679,3501,3796,4490,4033,2585
280440,Oxygen,0,20,50,0,6,1,4,8,11,,,48,13,28,20,120,25,62,196,334,66,,53,64,122,108,217,190,171,192,248,441
280461,"Silicon containing >= 99,99% by weight of silicon",0,9,9,1,0,26,631,1,18,,,890476,783979,1313439,1265226,1260874,1243316,836023,498929,135223,112493,,98,217,386,424,522,1543,24868,34616,35920,123366
280700,Sulphuric acid; oleum,7936,3190,4455,7894,6348,11439,17318,13758,6908,,,127062,60575,30308,49447,19868,32095,73189,103693,34111,113422,,11123,7013,6670,10997,12915,22544,26937,21488,13864,26124
280920,"Phosphoric acid; polyphosphoric acids, whether or not chemically defined",1025,1283,875,2730,991,1097,1189,1546,981,,,23047,19429,43643,68400,54844,15407,16493,20399,19995,28744,,5183,5603,5672,7574,7746,8642,10927,8772,13929,15485
281213,Phosphorus trichloride,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,22,0,30,0,0,,0,0,0,0,0,0,0,0,0,164
281610,Hydroxide and peroxide of magnesium,53,114,143,370,578,555,138,0,30,,,817,779,540,712,619,689,766,708,723,865,,3151,4153,3181,2793,2672,3276,3088,2869,2873,3154
281640,"Oxides, hydroxides and peroxides, of strontium or barium",0,0,0,0,0,0,0,0,16,,,42,33,34,53,46,79,11,3,15,3,,58,68,65,135,136,82,537,128,119,98
282410,"Lead monoxide """"litharge, massicot""""""""",0,0,0,2,3,0,0,13,15,,,250,117,3,55,25,380,624,328,708,743,,607,689,674,686,1020,1199,1247,1259,1359,2942
282630,"Sodium hexafluoroaluminate """"synthetic cryolite""""""""",6,0,0,0,0,0,0,1,1,,,12,3,89,61,0,76,22,102,15,24,,120,229,226,269,368,142,28,88,49,123
282710,Ammonium chloride,1,58,0,3,11,150,0,9,5,,,30,6,4,62,225,64,14,44,20,30,,3027,2141,2115,4533,20208,25871,28018,35356,27914,62492
282720,Calcium chloride,58,53,64,78,107,99,123,121,35,,,639,141,283,274,338,261,958,1116,1045,2420,,1351,1784,3494,3104,2345,3281,4060,4447,5428,22157
283421,Nitrate of potassium,92,55,823,2091,3406,4785,3889,3255,2104,,,236,410,1109,2481,3712,5324,4154,3635,2107,1633,,1627,1098,1869,3117,4811,7771,5794,5584,4189,6643
283692,Strontium carbonate,0,0,0,0,0,25,0,1,0,,,194,137,62,17,32,165,26,8,6,339,,416,724,587,710,846,1079,1378,1686,1159,399
284020,"Borates (excluding disodium tetraborate """"refined borax"""")""""",0,18,6,6,4,39,73,56,0,,,1083,102,53,306,23,435,223,16,19,25,,771,1892,2614,2683,1135,1014,1204,941,1226,891
284161,Potassium permanganate,0,1,0,35,56,83,55,72,34,,,1,3,2,34,75,119,29,62,61,35,,1225,1332,1241,1446,2265,3054,4841,7008,8699,8717
284170,Molybdates,0,0,0,1,14,15,3,13,23,,,13,2,8,9,31,37,34,23,125,19,,102,134,167,214,240,164,219,238,256,359
284290,"Salts of inorganic acids or peroxoacids (excluding of oxometallic or peroxometallic acids, ...",13,70,87,45,362,538,755,1579,2486,,,11385,25525,48829,63886,72861,60588,32545,41680,42249,57947,,1113,1989,2140,1715,2737,3122,13642,34939,39514,26666
284321,Silver nitrate,32,7,3,2,12,9,9,18,13,,,1218,1286,889,104,47,151,171,246,184,350,,775,1617,1989,1044,980,1002,886,1485,1034,1754
284690,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures ...",0,22,167,2604,6,9,0,0,0,,,11269,4289,2806,3940,5363,8988,13688,16306,20866,24853,,54647,56803,107532,92134,88785,111381,0,0,0,290114
290211,Cyclohexane,895,1201,1651,545,50,662,1555,605,417,,,9717,20481,12924,8025,5685,6549,5908,7404,4080,3049,,1477,1414,2257,1686,1677,2081,2375,1006,960,1142
290230,Toluene,45879,52608,41987,18913,14256,10836,26602,29460,17664,,,1330594,1251643,799563,281595,315366,239234,272862,297403,201543,194979,,84576,78292,76643,60221,63405,85148,124143,114818,93757,101524
290250,Styrene,6887,2,2,12,2083,0,18572,18920,14796,,,1794125,2138734,2263537,1317937,1312076,1540976,1099604,635004,541951,784469,,61827,118959,108133,96022,84315,100150,123336,111617,85894,121093
290314,Carbon tetrachloride,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,5,10,9,6,6,19,1,12,3,
290321,"Vinyl chloride """"chloroethylene""""""""",0,2749,23425,0,4116,0,0,24137,23147,,,69009,77929,100845,70481,68841,38859,39037,139460,153113,273332,,194141,224296,236000,203874,215627,246166,264893,259270,262124,415502
290329,"Unsaturated chlorinated derivatives of acyclic hydrocarbons (excluding vinyl chloride """"chloroethylene"""", ...""",14,3,0,1,4,0,0,7,18,,,86,267,285,5,446,653,513,80,157,184,,702,884,963,1910,1077,319,438,426,406,184
290391,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",0,0,0,0,0,0,1,0,0,,,1,40,171,19,28,297,8846,9005,7239,13346,,315,134,159,112,168,183,121,198,89,60
290410,"Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters",21,34,32,40,73,86,35,115,213,,,3516,2811,2140,1915,5645,4245,4139,9821,11191,11343,,527,772,611,808,902,927,998,1322,1476,2841
290420,Derivatives of hydrocarbons containing only nitro or nitroso groups,0,0,0,0,0,9,2,0,236,,,3034,53790,50799,37379,13835,10891,15100,15691,6893,7623,,52,22,27,96,28,69,133,62,353,103
290512,"Propan-1-ol """"propyl alcohol"""" and propan-2-ol """"isopropyl alcohol""""""""",2309,2564,3479,2343,3369,3641,4739,4717,4797,,,80388,73283,64999,57624,59547,88010,97060,107819,183679,154364,,12338,14924,20191,14504,15269,20411,23427,22609,28600,29620
290545,Glycerol,45,42,28,65,53,183,127,42,52,,,1134,4620,3579,3117,1349,2282,2904,1920,3679,6270,,3612,5268,6702,5420,6178,8279,12109,10205,9778,15132
290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",91,67,103,31,16,8,0,0,0,,,1,7,0,3,146,301,94,55,36,0,,2254,133,313,819,1109,1448,56,55,25,55
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols ...",9,6,54,0,0,0,1,1,2,,,81,35,37,282,35,134,52,125,21,18,,935,908,1624,1163,694,691,744,645,689,425
290941,"2,2'-Oxydiethanol """"diethylene glycol, digol""""""""",75,4,3,3,4,19,948,1242,544,,,18192,29464,29709,30702,31092,42000,45611,24683,4105,9377,,4369,4688,6078,4645,3577,5645,6281,4371,4420,8640
291090,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their ...""",8,1,3,4,91,133,232,213,472,,,8142,6523,7620,7817,10264,9524,12613,10089,14931,12767,,120,116,165,74,232,291,531,645,956,1444
291249,"Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function ...""",0,0,0,0,2,0,0,0,0,,,0,21,19,9,16,26,29,85,358,680,,247,398,528,524,342,263,285,584,506,278
291511,Formic acid,0,189,180,1,7,169,281,206,154,,,138,4699,7573,61,59,46,39,144,106,172,,7746,7258,8176,6907,6010,9706,13416,8618,6036,7411
291611,Acrylic acid and its salts,298,433,276,180,371,168,225,225,346,,,30039,63300,38226,26117,28100,17395,24386,24162,32329,30971,,1641,1434,2572,2020,1469,2430,2831,3034,2933,5448
291816,"Gluconic acid, its salts and esters",11,20,27,88,38,39,36,19,36,,,215,891,980,367,399,82,238,133,162,169,,4514,4274,5360,6005,5824,5947,7950,7611,7625,11024
292029,"Phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives ...",0,0,0,0,0,0,8,114,109,,,0,0,0,0,0,4527,50906,71824,69899,84187,,0,0,0,0,0,0,83,1603,1854,5112
292030,"Endosulfan """"ISO""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,35,21,8,,0,0,0,0,0,0,4,3,3,
292130,"Cyclanic, cyclenic or cycloterpenic mono- or polyamines, and their derivatives; salts thereof",6,2,0,0,11,81,53,79,36,,,1521,1592,2102,3967,2597,3483,2420,4979,4970,9630,,251,266,313,394,187,265,500,1045,1475,1265
292149,"Aromatic monoamines and derivatives; salts thereof (excluding aniline, toluidines, diphenylamine, ...""",5,11,0,1,0,7,4,0,2,,,399,581,334,465,823,1751,7032,34518,40886,49621,,813,885,1108,928,932,738,1266,1265,925,1003
292151,"O-Phenylenediamine, m-phenylenediamine, p-phenylenediamine or diaminotoluenes and their derivatives; ...",530,1136,969,490,475,345,230,568,1632,,,106202,101868,102700,84341,69401,78210,83894,67952,55302,90827,,2382,3953,4302,4761,4660,9119,8986,9751,11167,23488
292229,"Amino-naphthols and other amino-phenols, their ethers and esters; salts thereof (excluding ...",25,25,0,43,54,38,36,53,53,,,7968,5054,5262,5217,4892,3493,4292,3603,6128,4885,,116,164,126,167,225,275,331,443,652,2993
292242,Glutamic acid and its salts,0,0,0,0,0,1,1,5,0,,,16580,10762,8328,8365,8295,7492,8278,5315,1101,875,,35519,97305,83167,82762,87798,112475,91459,111052,108574,110582
292249,"Amino-acids and their esters; salts thereof (excluding those with > one kind of oxygen function, ...""",886,2087,1773,684,767,816,937,605,530,,,55648,51898,51941,36392,44516,63907,50488,56316,55352,48150,,11813,18924,23167,17887,18416,17086,17886,19222,19782,32494
292390,Quaternary ammonium salts and hydroxides (excluding choline and its salts),0,150,236,320,18,9,95,208,174,,,29053,29548,32263,29248,32693,31846,40057,39079,37945,44142,,2700,3914,4084,6271,7107,9909,8473,10893,8344,8582
292610,Acrylonitrile,160,113,182,368,351,363,514,479,372,,,363472,527194,513837,290355,248049,378598,425984,375327,236819,514087,,461,394,543,368,351,363,514,531,426,307
292910,Isocyanates,28580,33688,43282,43555,41792,85269,97807,74450,39318,,,743174,721644,664782,514308,679108,1218596,1276642,620057,510184,795891,,77816,83882,117980,107208,106725,177971,228038,199980,185922,220986
293131,Dimethyl methylphosphonate,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,179
293138,Salt of methylphosphonic acid and (aminoiminomethyl)urea (1 : 1),0,0,0,0,0,0,1,1,0,,,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,1,1,19,
293211,Tetrahydrofuran,30,50,24,7,3,22,7,24,23,,,894,1386,642,305,624,1852,2395,4979,4460,8997,,578,475,535,423,552,937,1539,2953,3582,36670
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,0,6,0,0,3,0,0,0,0,,,2,360,1,0,1,1,0,0,0,58,,34,33,269,370,153,2,2,43,1,10
293311,"Phenazone """"antipyrin"""" and its derivatives""""",0,0,0,0,0,0,0,0,0,,,2338,474,2643,630,564,1,4,2,1,3,,431,645,698,693,872,636,429,728,740,39
293353,"Allobarbital """"INN"""", amobarbital """"INN"""", barbital """"INN"""", butalbital """"INN"""", butobarbital ...""",0,0,0,0,0,0,0,0,0,,,0,28,58,57,84,148,0,0,0,0,,94,176,178,294,151,84,274,394,79,54
293372,"Clobazam """"INN"""" and methyprylon """"INN""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,7,177,113,108,27,204,88,
293391,"Alprazolam """"INN"""", camazepam """"INN"""", chlordiazepoxide """"INN"""", clonazepam """"INN"""", clorazepate, ...""",0,0,0,0,0,0,0,0,0,,,0,0,9,0,0,0,0,833,12,24,,5,88,36,8,0,25,53,23,0,31
293410,"Heterocyclic compounds containing an unfused thiazole ring, whether or not hydrogenated, in ...",68,75,119,151,126,117,114,70,31,,,27569,47749,46791,17669,44837,66308,62681,75862,58002,15489,,368,520,780,762,868,1051,1016,890,1009,6859
293499,"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excl. ...""",481,131,58,239,212,245,115,334,593,,,77042,80985,144259,177533,189336,226986,125386,98315,131673,221513,,21703,24429,24583,27376,26220,30673,40003,58040,65474,75802
293729,"Steroidal hormones, their derivatives and structural analogues, used primarily as hormones ...""",17,54,172,196,193,232,107,26,0,,,72,164,209,198,1379,510,215,153,113,569,,2691,5997,5180,6313,6951,6959,7696,8381,10138,11343
293911,"Concentrates of poppy straw; buprenorphine """"INN"""", codeine, dihydrocodeine """"INN"""", ethylmorphine, ...""",0,0,0,0,0,0,0,0,0,,,0,29,57,58,50,27,0,0,0,0,,4311,7308,6337,5300,4127,4369,4426,2850,1527,1852
300214,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,563925,1027716,1436399,2545997,2134286,,0,0,0,0,0,0,0,0,0,66
300432,"Medicaments containing corticosteroid hormones, their derivatives or structural analogues ...""",4743,2532,1955,1675,3113,4265,5826,7741,9477,,,5304,5765,6271,4420,6028,7864,7053,7107,6657,6249,,26930,23374,32978,43852,33041,40134,51635,90132,114192,43185
300590,"Wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated ...",77,43,202,328,206,586,511,1402,535,,,38610,40369,42815,44552,39193,46087,49107,46898,64526,101751,,5825,5957,6288,6805,8172,5484,5308,5459,4014,15637
310260,Double salts and mixtures of calcium nitrate and ammonium nitrate (excluding those in pellet ...,0,0,0,0,0,0,0,0,0,,,0,0,798,0,4,2,39,1,16,7,,1140,857,1103,2308,1705,4502,5136,6611,6626,6985
310311,"Superphosphates containing by weight => 35 % of diphosphorus pentaoxide """"P2O5"""" (excl. such ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,173,890,107,9
310559,"Mineral or chemical fertilisers containing the two fertilising elements nitrogen (excluding ...""",0,0,0,0,6,2841,46,1898,2,,,197708,157025,116093,103393,93196,97590,100404,97857,74498,103429,,1565,1923,2534,3436,3407,5853,3346,5938,2914,41224
320120,Wattle extract,0,0,0,0,0,0,0,0,0,,,105,117,94,148,153,121,98,64,19,38,,460,751,1147,879,1225,1190,1246,1035,912,2549
320416,Synthetic organic reactive dyes; preparations based on synthetic organic reactive dyes of a ...,2346,3436,6281,9785,9516,12879,21872,19677,19438,,,118243,155994,179653,157931,158217,161205,193819,194515,186888,240135,,7909,11710,25912,35816,28515,44765,60026,57281,57092,90509
320620,Pigments and preparations of a kind used for colouring any material or used as ingredients ...,1262,1532,1968,1934,1861,2077,850,1068,1011,,,7765,8042,8391,7851,5342,4441,3988,3702,2556,2262,,3392,4110,4041,4641,5150,7558,7509,4775,4290,5938
320642,Lithopone and other pigments and preparations based on zinc sulphide of a kind used for colouring ...,0,6,3,0,0,12,0,0,0,,,134,158,488,218,184,50,318,219,147,224,,748,1379,749,747,731,687,659,709,687,435
320810,"Paints and varnishes, incl. enamels and lacquers, based on polyesters, dispersed or dissolved ...",791,268,587,1019,1494,844,1214,717,726,,,38274,38379,36626,31702,30504,29642,29591,28621,30313,35865,,12456,11245,13433,13967,14594,17006,17554,17577,18558,16080
320820,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",12421,12428,25243,29244,30071,21716,19993,22328,20178,,,96339,117762,120234,118717,139743,135098,140533,127384,122337,140811,,24679,24665,46058,46984,56213,54240,63416,62364,69260,69155
320910,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",783,428,801,561,792,792,1072,1212,1460,,,17279,23807,20750,25703,29958,36593,33557,32965,28081,32480,,15474,18513,22281,23317,22346,26002,30358,36199,40494,32907
320990,"Paints and varnishes, incl. enamels and lacquers, based on synthetic or chemically modified ...",2898,6859,8960,9595,9535,11780,13876,15999,16827,,,83237,79281,86664,78476,66074,77481,81264,76327,68911,72198,,26233,31980,35360,36436,41239,48943,56120,65618,72165,64295
321410,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ...",7832,11599,17037,15848,20906,22309,36015,30461,27012,,,145909,158368,170195,170749,184983,205754,233808,219076,184388,221274,,27245,29431,37686,44103,54148,63328,88829,90285,85814,103929
321511,"Black printing ink, whether or not concentrated or solid",1607,1896,2428,3710,5095,17949,18453,19902,11097,,,35926,36050,34043,27686,26108,33040,26614,25873,20230,22323,,21729,22376,24102,33365,39034,59892,74787,71718,68735,23558
330710,"Shaving preparations, incl. pre-shave and aftershave products",23,5,0,3,2,1,1,2,1,,,922,885,755,771,1113,366,449,651,847,957,,388,665,521,596,1264,1945,3418,2614,3002,4078
330741,"""Agarbatti"""" and other odoriferous preparations which operate by burning""""",0,12,4,7,0,4,5,0,0,,,1,0,10,13,45,42,26,23,27,52,,40,82,107,191,403,205,801,752,299,7668
330790,"Depilatories and other perfumery, toilet or cosmetic preparations, n.e.s.",454,821,757,665,1225,1626,2886,4086,3620,,,55412,70546,107946,203148,399924,699796,934990,724126,817809,792929,,7748,6688,5399,5808,6962,9489,10004,12129,11752,42029
340120,"Soap in the form of flakes, granules, powder, paste or in aqueous solution",196,139,118,172,168,199,271,66,42,,,7981,7900,6292,4600,4737,3169,3582,2996,5533,3740,,11193,10770,10216,9280,9561,10527,11526,8499,9293,15087
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",2623,2092,2527,8885,12923,13220,11600,10316,9952,,,39697,41665,43945,44335,39689,46248,67645,103196,70825,88988,,39498,35589,36039,44118,46909,50610,50223,50218,53090,72811
350190,Caseinates and other casein derivatives; casein glues (excluding those put up for retail sale ...,0,0,5,2,4,0,8,0,0,,,4,98,37,17,24,0,29,105,173,248,,4295,5817,11085,6313,10587,14527,12600,15770,16610,10632
350400,"Peptones and their derivatives; other albuminous substances and their derivatives, n.e.s.; ...",0,0,1,3,241,150,242,229,322,,,4467,5174,8431,8823,11573,11291,16909,29477,28711,35386,,1239,3890,3585,4064,4370,6035,7249,7432,11821,22695
360200,Prepared explosives (excluding propellent powders),0,0,0,0,0,0,0,0,0,,,939,183,263,419,709,599,1266,3028,4189,7620,,0,0,0,0,0,0,0,0,0,1815
370191,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ...""",11,8,16,6,12,1,19,0,0,,,35,3,716,492,12,17,333,62,27,21,,678,460,952,1209,3581,478,434,499,310,209
370232,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,,,6,25,5,4,0,111,610,575,144,87,,59,84,55,0,0,0,24,51,64,2
370256,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,,,50,22,30,14,28,8,862,1671,3711,8,,113,313,203,192,77,7,5,48,73,5
370310,"Photographic paper, paperboard and textiles, sensitised, unexposed, in rolls > 610 mm wide",5,0,0,1,0,0,0,0,0,,,192,219,4,0,17,9,77,0,0,6,,8402,7252,7798,8845,9192,7154,7187,5574,2892,498
380120,Colloidal or semi-colloidal graphite,0,0,0,0,210,242,20,75,89,,,11,21,116,194,332,332,504,1603,3367,3642,,159,479,204,213,447,1140,347,206,326,288
380620,"Salts of rosin, of resin acids or of derivatives of rosin or resin acids (excluding salts of ...",0,0,0,0,0,0,0,0,0,,,4,72,18,22,17,50,69,29,40,21,,499,478,567,347,330,387,115,0,0,132
380630,Ester gums,0,0,0,1,4,56,10,3,25,,,134,139,186,35,66,57,27,105,28,46,,990,1301,1487,1735,1817,1694,1707,1919,1814,713
380690,"Derivatives of rosin, incl. salts of rosin adducts, and of resin acids, light and heavy resin ...""",10,14,18,70,58,277,241,101,89,,,264,960,1592,1299,874,743,1195,2008,1844,1719,,3153,2739,3254,2594,3247,3735,4369,5591,6166,6571
381129,Prepared additives for oil lubricants not containing petroleum oil or bituminous mineral oil,349,436,644,343,1243,2515,3196,3039,2370,,,2054,2029,3112,3080,8236,16833,58898,49878,48369,65713,,20574,24016,24433,22765,19073,8375,8107,8413,6738,7651
381519,"Supported catalysts, n.e.s. (excluding with precious metal, a precious-metal compound, nickel ...",589,103,71,402,197,152,2187,856,1086,,,16942,38396,36138,34167,35777,56606,64544,54275,56348,64265,,25651,30801,25477,31216,33950,32405,48875,70300,84555,52795
381590,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excluding rubber ...",5684,7026,8571,9657,11419,13051,13397,15153,19197,,,13602,19447,27428,24335,19550,23013,28150,27011,32983,43102,,20734,26252,23245,22856,24988,38716,39241,44682,48034,61743
382370,"Fatty alcohols, industrial",29,61,43,33,29,50,38,60,52,,,233,153,194,918,629,399,307,407,238,370,,1291,1355,1585,1085,2176,1461,1290,1241,1642,2895
382430,Non-agglomerated metal carbides mixed together or with metallic binders,0,0,500,0,0,0,0,1,0,,,10388,11969,8598,6114,5266,7734,9897,5204,5885,8051,,2406,319,582,96,282,147,188,68,139,554
382549,"Waste organic solvents, non-halogenated",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,1,73,1,0,0,0,0,
390120,"Polyethylene with a specific gravity of >= 0,94, in primary forms",30659,38220,43475,35184,36180,62646,104070,68106,88172,,,1811107,2108145,1918122,1542558,1329777,1410476,1642782,1427928,1469242,1971253,,363938,401366,488616,459700,508529,631288,811266,765806,692386,897386
390311,"Expansible polystyrene, in primary forms",2833,2240,1914,2297,4209,3029,3094,3682,2050,,,275953,341467,233895,146447,106487,125611,158443,115575,82831,109083,,78091,91680,87247,79634,82691,105454,132862,121920,103551,115009
